"","D7S_RS00125","D7S_RS00180","D7S_RS00185","D7S_RS00285","D7S_RS00410","D7S_RS00415","D7S_RS00420","D7S_RS00485","D7S_RS00495","D7S_RS00650","D7S_RS00655","D7S_RS00735","D7S_RS00800","D7S_RS01315","D7S_RS01455","D7S_RS01510","D7S_RS02060","D7S_RS02120","D7S_RS02125","D7S_RS02355","D7S_RS02370","D7S_RS02380","D7S_RS02545","D7S_RS02605","D7S_RS02610","D7S_RS02780","D7S_RS02895","D7S_RS03165","D7S_RS03190","D7S_RS03770","D7S_RS03775","D7S_RS03920","D7S_RS03955","D7S_RS03960","D7S_RS04155","D7S_RS04175","D7S_RS04370","D7S_RS04380","D7S_RS04435","D7S_RS04440","D7S_RS04490","D7S_RS05005","D7S_RS05055","D7S_RS05060","D7S_RS05065","D7S_RS05130","D7S_RS05135","D7S_RS05355","D7S_RS05360","D7S_RS05390","D7S_RS05750","D7S_RS05765","D7S_RS05810","D7S_RS05820","D7S_RS05830","D7S_RS05850","D7S_RS06045","D7S_RS06310","D7S_RS06530","D7S_RS06535","D7S_RS06540","D7S_RS06550","D7S_RS06555","D7S_RS06660","D7S_RS06695","D7S_RS06705","D7S_RS06710","D7S_RS06715","D7S_RS06725","D7S_RS06910","D7S_RS06915","D7S_RS06920","D7S_RS06970","D7S_RS07325","D7S_RS07410","D7S_RS07415","D7S_RS07430","D7S_RS07465","D7S_RS07805","D7S_RS07890","D7S_RS07895","D7S_RS07955","D7S_RS07980","D7S_RS08005","D7S_RS08105","D7S_RS08175","D7S_RS08215","D7S_RS08385","D7S_RS08740","D7S_RS08830","D7S_RS08855","D7S_RS08860","D7S_RS08865","D7S_RS09315","D7S_RS09760","D7S_RS09840","D7S_RS10275","D7S_RS10595","D7S_RS10750","D7S_RS10965","D7S_RS10970","D7S_RS11125","D7S_RS11260","D7S_RS11265","D7S_RS11295","D7S_RS11365","D7S_RS11435","D7S_RS11450","D7S_RS11455"
"AGGA_As_1 (GE) - TPM",0.301333158440407,1.68825991952228,0.916548808187494,-0.49216165735818,-0.916767994898149,-0.144288521416926,0.860485911200096,0.437566325647585,-0.166666666666667,-0.323323857214702,1.12619036388123,-0.836655768202452,-0.188803022040423,3.23926953541798,0.479065494527443,0.172033421278489,2.01898925451354,-0.810292651507405,-0.193266634986757,-0.475862263755547,1.21817345024744,0.710924546889615,-0.390769746358142,0.54593916747286,0.20350583605076,-0.597777136963367,-0.498188961391033,0.368111794637555,-0.452904372257157,0.213950697341279,0.84017892530773,0.749293026092567,-0.858482807948612,-0.531080066125705,0.0374046695042444,-0.240585779141784,-1.0210699297813,-0.0546182143539482,0.304262706150445,0.0827766904357465,-0.636137425910103,-1.17014756756769,0.187143355930279,-0.0851770769771095,-1.17101840689687,-0.446117876122009,-0.854467657445249,0.196589612046192,-0.226084158497109,-0.617423183016379,1.15690403592425,2.18625530795257,0.194973560697492,-0.269619996213818,1.56543258823737,-0.718572160839342,0.328956244390559,0.0184923950194646,-0.362789007725068,-0.924130973484916,0.566958352227437,1.62579439745874,-0.249667250974126,-0.946258905249332,0.366203171597824,-0.165097662306239,0.166520478477558,-0.277834465397008,-0.615726542480284,-0.630169391961403,-0.723682571478902,-0.543070481996274,-0.423676565363326,-0.283153575777997,-0.123589409311986,0.875483830846252,-0.335785676872646,-0.506511238374295,-0.554504682151409,-0.20983518249694,1.5483787538873,-0.135528064615903,0.874607419601879,1.08272260392889,-0.640750243199683,2.0052742670816,-0.685512860871344,-0.0423727056243751,-0.753661747954877,1.60860326868134,0.871329893942981,-0.166666666666667,0.900203576991493,0.210694274433663,-0.117711013023956,-0.228372434909959,-0.491294635956627,0.0442336096347861,-0.373460672616352,0.525673685650649,-0.931386969663708,1.06890201559463,-0.249100167261992,0.825768927436016,-0.620385319322868,-1.12990541173919,0.0351189894166314,0.499881307680114,-0.272067768201526
"AGGA_As_2 (GE) - TPM",-0.610400601777692,0.436388451218072,-0.77215954588428,-0.878102998226505,0.489721494844656,-0.426399752610965,-0.230275856950752,-0.168560684799377,-0.166666666666667,-0.542555740052265,-0.626636702707057,-0.0142134820396719,-0.297670757530806,-0.287591741007421,-1.00206413622916,-0.207856411916113,-0.230932093348472,-1.11451615925931,0.680572186599095,-0.890484603014006,0.580073110574058,-0.132007065865064,1.15146584797148,0.75485489634188,-0.813911512872877,0.192506184161747,-0.430891815068667,1.22365487508434,2.59133859280998,1.0393530453424,0.661146838311138,0.238992151878673,-0.44362720290095,0.000947627882753588,-0.650996084553539,0.733804506103791,-0.305684162647772,0.201309908700704,-0.34065104992698,0.0889209364450382,0.643794807063185,1.04596853165326,0.525319093319466,2.18507769006999,-0.642175481879865,1.32619957639955,0.319821791946263,-0.463359723745394,-0.226084158497109,0.427186393433918,1.43553290269402,-0.561472131441437,-0.576464951858348,-0.0555931362620031,0.694930361042039,-0.921408403494395,0.444495121559171,-0.224067461938391,-0.471944517855697,-0.794561564559208,-0.608390941861869,0.561436898667682,-0.962711494432223,0.144330211824822,0.240463664649393,0.988429516946438,0.456334050682369,0.516900694482412,0.127280251233299,-0.756527935705919,0.483033058459528,-0.280453012097507,-1.51800749680237,-0.23342510030829,-0.578673984340399,-0.356840877184085,0.61274467760577,0.659774927991399,-0.8289349904537,-0.295059628842048,-0.146743712734975,0.747737250314562,0.166215278796364,-0.467931487987246,-0.640750243199683,0.313549155301741,-0.0140661092361804,0.551964662383769,0.357374820017431,-0.173808869168738,-0.853409977516378,-0.166666666666667,-0.103989933711204,0.239019171292989,-1.81448196916967,-0.228372434909959,-0.807373840893034,0.865363289909314,-0.129900708212977,0.607220916342144,-0.0842827271035135,-1.28153439890116,-0.27880686583048,0.610135776238156,0.0222420324790176,-0.708930187026635,0.298442023618307,0.153335461424131,-1.19851797609255
"AGGA_As_3 (GE) - TPM",-0.395509624072261,1.27878086001211,1.07374636498799,0.395398566050794,1.50241319290492,1.50537341772103,1.28048722785661,0.0382020169758518,-0.166666666666667,-0.542555740052265,1.06961211298846,0.668552305311881,0.797319969796263,2.06765382074654,-0.667323649477134,-0.060905468538969,-0.300007341545213,-0.666274091394866,-0.676094705052931,1.84579753005503,0.703834930151603,0.436477520011253,0.359767365146076,-0.0877269686562807,-0.670031477798571,0.810841844672057,-0.732112379963231,0.874942033056643,-0.269492230039826,1.69375012469848,0.853194619117403,2.16575338498563,0.576271684546333,1.10829079547921,-0.755679660879209,0.471998308513584,-0.207250498418216,-0.211919969505307,0.118362019087743,1.16818187696361,0.0190966619036264,0.690802627142226,0.239531480952381,0.584250321720389,-0.981546281774144,0.793816055689365,-0.117268584100293,-0.216314999065719,-0.226084158497109,2.15497732679054,1.57973709861024,1.47827841927038,0.204915936880576,-0.18470131871867,-1.25941054136875,-0.616928174574422,-0.447603137963068,-0.763197100913571,0.00768318653458237,-0.112462783268194,-0.608390941861869,0.100041438093592,-0.20643755106809,-0.9606625742945,-0.44988520025901,1.02071245124358,1.00657735160076,1.42528913076476,-1.12156400460258,1.20908812980212,0.430429281402445,0.533325632111551,0.07792321479175,3.08355017540087,-0.183758102642491,-0.583750777605026,0.186312815732946,-0.675194731087,0.145990616920096,0.714095475964054,1.88775970270749,0.144450553532225,-0.280665798892358,1.17027730610352,0.426877989713495,0.228122984332642,0.866329614322618,1.89410386432189,0.51663022799542,0.747258569609532,-0.599746329215678,-0.166666666666667,0.424593179390293,0.421804589535207,0.452503761290129,-0.228372434909959,-0.807373840893034,-0.908153510796541,-0.260291684195344,-0.131350042223238,-0.281331312185502,0.514143792704337,1.2461184894778,0.551256376808598,-0.407491089377497,-0.800436833497858,0.287219111225567,-0.68797523178446,0.635702405018467
"AGGA_Bs_1 (GE) - TPM",-0.610400601777692,-0.524434185260768,0.626275484351812,1.18681684516035,-1.50914152422157,-0.839688280513135,-2.16500363699234,1.31964856406804,-0.166666666666667,-0.542555740052265,-1.30127375552481,-1.30734537790246,-0.828156699694164,-0.287591741007421,-1.59962973948044,-0.297814039207942,0.663760961114166,1.00147692348094,-1.45953171422421,-0.890484603014006,-0.353448156775319,-0.496249021439856,-0.506184513620971,-0.276110666877143,2.12559749264974,-0.553375144280589,-0.732112379963231,0.542778489930194,-0.284565119919342,-2.03105835485032,-1.29265744647702,1.01397194010733,-1.09045733400481,1.39163277724693,1.00377319051538,-1.94044488156017,-0.409740221780295,0.0830316527655898,0.300905771080315,-0.9806814253171,-0.693759648326257,-0.898346759094223,1.8010307674347,-0.543317265477979,1.0598544394298,0.836679285287385,-0.534499950282537,-0.463359723745394,-0.226084158497109,0.645490516019551,0.249940725504007,-0.545182609600381,0.657740887073833,-0.923175485880507,0.0984916242715329,-0.0692452503346132,2.9291396216998,2.5111013537149,-0.996236951671445,1.21070007251735,-0.608390941861869,1.16498554432384,-0.199704761775567,1.68813835832622,0.635822087207956,-0.195283930958843,-0.180992090876574,1.41983044223165,0.580676772787269,0.0547464313504159,-0.871477849182723,-0.435537071687771,0.677636066073159,-0.321656204696063,-0.578673984340399,-0.874089779935587,-0.525710600595722,-1.10855991891826,-0.742269272056304,0.740623119011981,-0.613364976819037,2.39267322653637,1.14922558521253,-1.94452967350149,-0.640750243199683,0.687668744309246,-0.56384820063818,-0.554794406406295,-1.46861863057756,0.299287145915877,1.26700745006954,-0.166666666666667,-0.846235877462692,0.348515864304919,-0.980004518099136,-0.228372434909959,2.23666595453606,-0.387577707674999,-0.507760842369171,0.0252625925987037,-0.893742929684441,0.19285202189024,-1.17504910361537,-0.265517585734823,-0.143679877116052,-0.86787870927446,0.000681433911963291,0.946155218630725,0.585940638735657
"AGGA_Bs_2 (GE) - TPM",-0.610400601777692,-0.463980321469075,0.344761404621262,-0.353051283408692,-0.06212680383886,-0.839688280513135,-1.15700852769965,-0.864957931347829,-0.166666666666667,-0.542555740052265,-0.303417258775675,-0.989806291166645,-1.28237820838845,-0.287591741007421,0.619704163630401,-1.93569838133662,-0.44354537832986,-0.301723457216931,1.77049922249924,-0.890484603014006,-1.09650947763187,-1.2204853085121,1.18690849322216,-0.909003516674148,-0.39866960918362,-0.128697495369946,-0.732112379963231,-0.077278011891475,-0.215729889147496,-0.695148707385799,-1.41594000731119,0.381980542265877,-0.20794280918606,-1.34999679235793,-1.70340511371225,-1.09193373304965,0.377124949866754,-1.34144789532112,0.496519469019407,-1.27515401582633,-1.4280901551115,-1.22130208423646,-0.734132319874527,-0.302016311849391,0.561787154447072,0.773831610015184,0.28561897632737,-0.463359723745394,-0.226084158497109,0.114284887135997,0.609363606323779,-0.333663639314771,-1.05590498049868,-1.2006630710115,1.27960893297693,-1.28808795947637,-1.28159320025025,0.932635436602137,0.0702547261953648,1.95969475873326,-0.608390941861869,-0.0237009842279241,-0.235168737769949,-0.995432389401131,0.0119204075632776,-2.58644537432338,-0.264821833014396,-0.702713005044387,-1.43895128934251,-0.240816637062633,0.613730980601959,0.715564979910233,-1.51800749680237,1.09486454561439,-0.578673984340399,0.000268494553641677,-0.275886654375556,0.201684859647887,-0.122117617393325,0.172106144940475,-1.02012146886139,-1.17713162354305,1.13887209629822,0.785246897283192,0.386318313286325,-0.545379415111527,-1.38199486739061,0.742831740179018,-0.173694248892155,2.54101786959624,0.758117748011031,-0.166666666666667,-0.424631401479274,-0.0122344303515153,-0.00421301574346084,-0.228372434909959,0.482650660167298,-0.687133337863445,-0.900911343511349,-0.641188222182582,0.140658317894556,-0.619954137728127,-1.09433336052161,-0.0373538495506641,2.17455189379838,-1.01576851636676,0.663911371944625,1.51002437297895,0.31394275968
"AGGA_Bs_3 (GE) - TPM",2.10170646493619,-1.1358794643999,-1.09936384145489,-0.878102998226505,-0.564478502510169,0.353726029522478,-1.8879091458849,0.348208015753025,-0.166666666666667,-0.542555740052265,-1.30127375552481,-1.21381699198087,-1.35507913651779,-0.287591741007421,-0.233297116922168,-1.01683885798753,-0.315894322833459,2.18904826752594,0.306118635629159,4.04297393822415,-1.09650947763187,-1.48957072551614,0.997718769446685,-1.67155664353138,-0.359939382753092,0.0458598963378666,-0.732112379963231,0.398007999051774,-0.318845053889562,-0.985615605217222,-0.741938937248168,0.695911322086222,-0.287553650684644,-0.91752112547305,2.19031879462311,-0.816002336573228,0.19045656097729,1.82646409121484,-0.00593765866597845,-0.950848598406542,-1.44330788157214,-1.03201782028487,1.68520977569397,1.13975483722736,-0.525606315370694,-0.229596377553438,-0.0797050053456829,3.23194661466682,-0.226084158497109,-0.348961342876775,0.744971962813145,-0.419962741080771,-1.02301972683153,-1.61585881564336,1.69015126664883,0.406033603239872,-0.758693464768854,-1.3396540783369,0.91975611642669,0.194394432986851,-0.608390941861869,-1.16114291707568,-0.697577579275187,1.19869093433045,-0.672618954034266,-1.14476405817821,-0.671669929807828,-0.212517503717916,1.52037488959208,-0.756527935705919,-0.562688548451676,0.483938845896842,2.44935695304234,0.810043720100287,-0.578673984340399,-0.874089779935587,-1.24959461250056,2.17813816858269,1.63843755914036,0.874599925653123,2.91322146292042,1.10544962733374,0.333457893995178,-1.23918942757105,-0.640750243199683,-0.71812081605776,-1.25060990621891,0.246167335179562,-0.810443781591589,-0.750276241546114,-0.71825202409287,-0.166666666666667,-0.830762514992798,0.237350717337239,-0.233541795292118,-0.228372434909959,-0.807373840893034,0.0183614616985187,-1.0737370270275,1.09221609718283,-0.931386969663708,0.647230482789305,-0.224616212054141,0.228045580797439,1.13550256045071,-1.23606765279847,-1.17273051237101,-0.913196817400658,-1.19851797609255
"AGGA_Ctrl_1 (GE) - TPM",2.90423091852624,-0.0550612446083044,-0.374223130944571,-0.878102998226505,-1.17844264190879,-0.633481497610977,0.0476029463185687,-0.382916102465872,-0.166666666666667,-0.542555740052265,0.886654833991602,-0.84400336908227,-0.00989327827125639,-0.287591741007421,-0.892459252330085,-0.595983529026973,1.20376159144243,0.00624538849190441,-0.0866632650954366,-0.890484603014006,-0.650367306880516,-1.30630164103025,-1.0386474325378,-0.562892794644716,-0.617810017070358,-0.494235434625844,-0.58182095047656,-1.22033067552071,0.191604312829395,-0.383303382195921,0.622457183893264,0.263701507685642,0.47816222622061,-0.116046571034779,1.54361404169725,-1.09995293475556,-0.712752603912079,-1.17039326495758,-0.344579377259776,-1.89659842069106,0.55484102687364,-1.25823607504532,-0.0586707856498766,-0.776560713039764,-0.209511396618942,-0.056529015849236,0.0743506665344227,-0.463359723745394,-0.226084158497109,1.09525955711814,-1.47808701844213,-0.483228870144833,-0.547861983737672,-0.851372097488336,-0.241828687841734,0.358476749006542,0.713390482354232,0.986808435883929,-0.943813045763097,-0.720831561785575,-0.608390941861869,-0.3016764228674,0.182582542621808,-0.616315842612874,-0.350785393263004,-0.468865151715333,-0.800146729436348,-1.88346841600948,-0.717786885364361,-0.756527935705919,-1.59055426562678,-0.346726529918302,0.986740630626273,-1.60252572472161,-0.578673984340399,-0.874089779935587,-0.969559897230024,-1.61660078389532,1.19148509219423,-1.67707999072053,-0.928607114821391,-0.133976266647624,-0.912475091856554,0.0333268866664905,-0.640750243199683,0.523296359599364,-1.76554445415369,0.0108512239260044,-0.531738895799428,-0.271690326948588,-0.810597985654115,5.83333333333333,-0.749369907197358,0.52962534585513,-1.06250078617117,5.12365547598311,0.208001101239951,0.320699722672776,-0.59644392093916,-1.19236864971077,-0.788995033249287,-1.28153439890116,-0.890839621149726,0.813059547537993,-1.25377765777483,-0.423171758153632,0.734253450352724,-0.902184786722018,0.0514586462152606
"AGGA_Ctrl_2 (GE) - TPM",0.948301163738265,-0.680727690266815,0.724757819598316,-0.746141788528635,-0.864998874741953,0.312588258435488,1.4038822984149,-1.46695901957652,-0.166666666666667,2.36963437532786,0.293041739297695,1.0171153065476,2.28757882035316,-0.287591741007421,-0.866342700427146,-0.41554782098853,-0.463015473748462,-0.792804233741847,-0.728908615732119,-0.0398776376167923,-0.621647118754026,-1.04812480172,-0.498989492927557,-0.182326083682634,1.01243604731134,-0.270342791104907,0.147702644294056,-1.21965276477007,0.191420113201234,1.32952394717814,1.84072791158395,0.171965825373656,-1.40860418582354,0.417998456119602,0.406807731285484,1.20574716781403,-0.0144036327382755,-0.158017660183129,-0.246131911047472,-0.124872319568311,2.41177728517519,-0.217257673595793,0.993829653151532,1.24693066588593,-0.370903750994838,2.53461251676574,0.8036661861964,-0.463359723745394,-0.226084158497109,0.695881150206702,-1.36519296385798,0.634378537886395,0.378948152974361,-0.288856002242746,0.18612615222251,0.56183809021904,-0.902481720602236,-0.07825405324108,-0.589983401378828,-0.827844923166129,-0.263925904673297,-0.131999400549506,0.0125059381066182,-0.163168279969851,1.50510862483788,-0.171122144027582,0.316632708796315,0.0568548601744462,1.73890437803422,-0.756527935705919,-0.365416594822838,-0.430506068090676,0.621800334971709,-0.610923234084392,-0.578673984340399,0.0598579292376568,-1.25437078849556,-0.370396417337686,0.490911440277906,-0.7896649136983,-0.047587969189813,-0.628505638577957,2.00905957408312,0.137784950678467,3.48937881731402,-0.6139794769682,1.72685604013173,-1.19976656246186,-0.120073601919632,-0.930101623012602,-0.0627096734707464,-0.166666666666667,-0.401035554708278,0.329782102359445,1.15805110488806,-0.228372434909959,1.35410459202299,0.118969270778158,3.01675767651115,-1.21242290525169,0.421812574618613,0.769189606470686,-0.245562910226401,0.433775872515938,-0.473091636778637,0.360150785209901,-0.05994371187296,0.438989271128753,0.0844094600446143
"AGGA_Ctrl_3 (GE) - TPM",-0.296351028791657,-0.264033793123179,-0.702416093755992,0.451284139841072,-0.604844427713572,-0.0381752047529936,-0.328014011479433,-0.564139899772628,5.83333333333333,2.13634294531963,0.358990707915132,0.272691130538281,1.40410550690295,-0.287591741007421,-0.366884271384388,-0.0815069100408915,-0.475964339793415,-0.637321339933007,-0.396369762470634,-0.0335767572601758,0.577820197062231,-1.36608728636747,-0.954518365403742,-0.597783194280987,0.237446344622127,-0.0286151510213152,-0.00693143671593732,-1.20984080768875,-1.19307707421565,0.708218372538734,1.96416192676557,0.352371991805257,-1.64556178957828,0.809214609668358,-0.556070314097472,-0.0526328838000561,-0.370937222852099,-0.882910776842982,0.416672093170949,0.493881659915387,1.45303823783544,-0.492264969192444,0.472966108735799,0.13788122325046,-0.162513221354063,0.505384864926424,-0.228886920983434,-0.115691343712169,-0.226084158497109,-0.368559299894421,-1.28018599760034,0.586868496828936,-0.51144383281455,0.589208193884715,-0.682265068950437,0.575541438868511,-0.579211650396165,-0.659293376369456,-0.921162008978883,-0.822499691473367,-0.608390941861869,0.33640928467746,-0.379386932920278,-0.487293531854509,-0.380086253627692,-1.15807844359469,-0.392999368581327,-1.37889440056464,-0.829656472075491,-0.495380338878721,-1.12084677588785,-0.375392228797503,-0.175138277726063,-0.648201014460421,-0.578673984340399,0.758589346509823,-1.34168895329291,-0.930678129034645,1.42562912977079,-0.227451787585696,0.201853206806734,0.947344272136962,0.184002229019546,-0.144605721414896,-0.640750243199683,-0.0162258197906137,0.20761877173492,-0.57130860157236,-0.662638039158436,-0.295678985946462,-0.0661977157233136,-0.166666666666667,-0.770476028146234,0.748829435329468,-0.814599016582848,2.64100731095549,0.499119924473528,-0.414506413122657,1.71596074408454,-0.573159718388769,0.274308380491261,0.951886970778122,-0.583635909654925,0.585368908769547,-0.300009527389331,0.126305369924481,-1.05948062495968,-0.318327504787547,-0.241161875528703
"AGGA_Li_1 (GE) - TPM",-0.610400601777692,0.985584571659564,-0.234895903517584,0.339614438055204,0.377879845641207,0.341759272118886,-1.06696480545958,-0.143466067341525,-0.166666666666667,1.89574942342866,-1.30127375552481,-0.573084931664759,-0.334620630357765,-0.287591741007421,0.923206823945835,-0.173962247151528,4.03278349554204,-0.57117939680287,-1.45953171422421,1.28986768821402,-1.09650947763187,0.899702505960119,-1.84556565892198,1.32602478686194,-0.813911512872877,0.459902264940428,0.99005639559499,0.22980248269583,-1.19307707421565,1.4340902674423,0.709834213206527,1.09324741982787,0.490785756649345,-1.03106809445191,-0.340912494904215,-0.405572304131176,0.476069327678223,3.13876109364989,-0.893431468413272,1.76657412456271,0.5413591001042,0.134778255955652,1.82980841122901,1.72783978953523,0.290162596031659,1.26608265723253,-0.0236674388463705,2.51713600134043,-0.226084158497109,0.607105178814513,-0.0402297592883818,-0.561472131441437,1.17600504541469,0.303667887306222,0.370372460363649,-0.988599736373935,0.792775819466739,0.632906758521228,3.61759582650803,-1.42613040041607,-0.608390941861869,1.30098410740435,-0.400264358014771,-0.374826066801176,0.139419759362069,0.385277823957211,1.86346844764693,-0.520362179829353,-0.664332373132067,0.8382118399668,-0.0906115130495152,-0.441016975806843,0.640004801384322,-1.38161334053503,2.55414928093616,1.7452046529283,-0.534986572157426,1.07448648279876,0.138254696143092,-0.786854960530428,-0.0801546253151802,-1.26805927499064,2.52353524049994,0.198976830183493,-0.640750243199683,1.2486199618068,2.50544369758116,1.14655998900566,-0.518768456444018,-0.167340358165371,1.06414928814952,-0.166666666666667,2.45105216788507,1.73675952327566,-0.954017396292249,-0.228372434909959,-0.807373840893034,-0.906511451346582,-0.316957754507797,-1.18983861512124,1.34404270868676,1.10524625416281,-0.608784019943109,-0.292533270855689,-0.0881967678784922,2.48881693634268,-0.743933233456067,-1.23825023829961,-1.19851797609255
