"","D7S_RS00255","D7S_RS00260","D7S_RS00265","D7S_RS00270","D7S_RS00725","D7S_RS00860","D7S_RS00895","D7S_RS00905","D7S_RS01000","D7S_RS01005","D7S_RS01010","D7S_RS01155","D7S_RS01220","D7S_RS01225","D7S_RS01230","D7S_RS01235","D7S_RS01240","D7S_RS01260","D7S_RS01300","D7S_RS01305","D7S_RS01310","D7S_RS01405","D7S_RS01485","D7S_RS01670","D7S_RS01775","D7S_RS01845","D7S_RS01850","D7S_RS01855","D7S_RS01860","D7S_RS01870","D7S_RS02280","D7S_RS02285","D7S_RS02465","D7S_RS02535","D7S_RS02555","D7S_RS02595","D7S_RS02630","D7S_RS02750","D7S_RS02985","D7S_RS03265","D7S_RS03270","D7S_RS03275","D7S_RS03280","D7S_RS03285","D7S_RS03290","D7S_RS03300","D7S_RS03415","D7S_RS03465","D7S_RS03655","D7S_RS03805","D7S_RS03810","D7S_RS03815","D7S_RS03910","D7S_RS04165","D7S_RS04210","D7S_RS04425","D7S_RS04575","D7S_RS04810","D7S_RS04840","D7S_RS05350","D7S_RS05365","D7S_RS05605","D7S_RS05630","D7S_RS05635","D7S_RS06000","D7S_RS06140","D7S_RS06150","D7S_RS06200","D7S_RS06455","D7S_RS06480","D7S_RS06895","D7S_RS06935","D7S_RS07050","D7S_RS07220","D7S_RS07530","D7S_RS07535","D7S_RS07680","D7S_RS07695","D7S_RS07820","D7S_RS07990","D7S_RS08435","D7S_RS08530","D7S_RS08535","D7S_RS08790","D7S_RS08895","D7S_RS09000","D7S_RS09225","D7S_RS09295","D7S_RS09300","D7S_RS09310","D7S_RS09395","D7S_RS09400","D7S_RS09405","D7S_RS09620","D7S_RS09800","D7S_RS09805","D7S_RS09835","D7S_RS09845","D7S_RS09850","D7S_RS09855","D7S_RS09860","D7S_RS09920","D7S_RS09925","D7S_RS09975","D7S_RS09980","D7S_RS09985","D7S_RS09990","D7S_RS10005","D7S_RS10010","D7S_RS10075","D7S_RS10395","D7S_RS10525","D7S_RS10590","D7S_RS10755","D7S_RS10910","D7S_RS10915","D7S_RS11035","D7S_RS11140","D7S_RS11395"
"AGGA_Li_2 (GE) - TPM",3.60431787796825,4.1008377883743,3.72623066017336,3.22797951863049,0.972848198292345,1.42750054682073,-0.381359927471531,1.47061574290531,1.67098924976145,2.24282691005834,2.41894934868997,2.01582655502341,2.98598218826982,2.46551555210087,2.69582343865121,2.96407733592754,2.44586216330871,-0.965929083240803,1.96595504361497,2.24592357989524,1.91589497174875,1.26408696768324,0.460811665191134,2.02738664803437,1.88242985126618,3.44142327512368,2.12069947706973,0.875374902799239,2.53933916155535,0.320877053588427,2.24718428593553,2.41324553018711,0.489100109103306,1.32775484054142,2.02347769423986,1.77570326719225,1.75009472811993,0.0692152180009636,0.760543106604103,2.66383997561243,3.37268439899293,2.99774688932765,1.46355341799257,1.89798556381171,2.12764944333415,0.261913368965051,1.86461332644533,0.498810795587888,-1.87860441931,-1.4793708440205,1.46911900600224,2.43779746080584,2.82028641988978,0.978855960761202,2.00365296510565,3.25001637727095,1.94516162034254,-1.17399109009237,3.15645174486653,2.50303087538209,2.35003152115845,2.2969774945998,1.73002875846283,2.12072819186659,0.379797058093787,1.06895590393546,1.00414136323164,0.888369895320044,0.786465576120787,2.01239937868992,1.25414390652465,1.93144953758904,1.69781082794319,1.17269275402265,2.61346902506018,3.05172349977028,-1.47039875284029,1.62322615471538,0.428134261158972,1.77033461784428,-1.70338293067318,1.19954303331379,1.86169749834162,1.16827675710473,-0.0411337310393198,-0.486962933054453,1.86700667144738,0.621086214368932,2.10646058469916,-0.429475052621409,1.39245685118481,2.32447910132454,2.19157361503247,2.28531306240439,0.0206012559655024,1.30378488079342,-0.2054456785379,2.7338032950532,3.37003642224186,0.59142515389011,0.251961728637372,2.75610865185849,2.3812743485539,1.30690890602858,1.42265760705499,0.958064742758611,1.01363540151782,1.36974986404984,1.1943584484373,1.92289563563113,3.38710056348499,1.69225636500219,2.47227098790227,2.20895875473251,2.37685826252129,3.09725220894238,-1.42231505534774,1.27829126013514,2.29118800524111
"AGGA_Li_3 (GE) - TPM",2.61834177350428,2.67789961814675,2.77545211224445,2.66616107223775,0.474938674126294,1.19674493241483,-0.316068772272702,0.280181976151352,0.376572433126931,0.563155848938464,1.04898701576806,1.35358749713959,2.1639519060412,2.64384419525797,3.19670087893391,2.74446173797906,3.00771262749545,-0.570311436263576,2.1012757702682,3.45577523375674,2.37910635399471,1.10180379559771,0.418839906298829,1.36583139790589,1.22306456849007,0.899664700552834,2.49279260153234,3.46704040460703,3.27974622258209,2.67448773982257,2.96941364552805,2.2129931399964,0.369464815573286,1.11193415264988,2.52272431061549,1.49416475502377,2.65076917326662,1.38767584367402,0.686829376594811,3.02770744510449,2.58733796893034,3.48942229838769,3.17056260137536,2.90818837584326,2.28367043315931,0.0252335383305737,1.80871167892038,1.38067953326191,-1.27447040316194,-1.34769232878186,2.698482823662,1.61630676535012,2.09863253709762,1.31202910792892,1.20524915437684,2.01942955881151,2.25807783363358,0.0395618315307464,2.0420470556739,2.68604439485817,2.94916497976012,1.13899557911438,1.65202272582005,1.82390607427717,0.0484463733681754,1.36265418477081,1.81701878384533,1.90614350520735,2.60772640446707,3.49353997037172,0.45393699662327,2.63238068369507,0.82120013005008,0.760421338665268,1.75395500009639,2.97565792406071,-1.33858507015539,1.3243475454905,1.14452388809721,1.32379314226167,-1.15417704577376,2.67909631260621,2.64032325531804,1.47372075672076,0.085503947716679,1.42549058212955,0.948769511629084,-0.0203783790647848,2.81373902924268,-0.156547927188694,1.28808350384313,2.54539114935299,1.60437133268925,1.8134894600217,3.94063569716564,1.78785870896553,5.74626904857104,2.95943828438777,1.24884995111363,1.73166711128695,1.73986817758182,1.64074998583722,1.52326036086817,1.50955751765064,1.6194530188026,1.11598097387053,1.14685346869826,0.746459520311964,3.23040107127884,2.65758808437059,1.96649616440793,0.712895420794928,3.09674782886306,3.3032818663666,3.58257571850515,3.22241519861469,-0.873688286932337,1.38538475554892,1.55605484134218
"AGGA_Mig_1 (GE) - TPM",-0.364531043130246,-0.302634668552608,-0.372752419700558,-0.234648874624136,-0.482164525537412,-1.04612099177388,-0.785553839452843,-0.793563165165183,-1.18721644936708,-1.09306438825696,-0.83830803515474,0.0460450662865037,-0.486789210952385,-0.711966174296688,-0.484995362506193,-0.692822791603333,-0.591810805660515,0.524216380554972,0.357613319105306,-0.557461728064181,-0.699328583526664,-0.582276907268884,-0.828550782010531,-0.0944389475187821,-0.0147658315270864,-0.341198406849772,-1.01815474333812,-0.692229621069442,-0.754225440970945,-0.0932082150536337,-0.820112324285557,-0.744320785605897,-0.416898972897391,-0.767392013490194,-0.769793173548369,-0.650925906352803,-1.14010030828716,-0.260251142697675,-1.06959553628373,-0.996379033771017,-0.612047576204612,-0.857490336801632,-0.530205158843957,-1.15649328937322,-0.94171407376444,-1.02757490413283,-0.949054716677818,-0.832568728293278,1.21981285427657,0.492699413335421,0.873132341348174,0.286929384522668,0.68903740124201,0.503451184402461,-0.481515310885856,-0.394571115721006,-0.214748823648573,0.421289684819282,-0.910933683398604,-0.0145606417993301,-0.715367317017432,-0.246643402638519,-0.141826651361546,-0.131991360131847,-0.815782062425233,-0.716444595515937,-0.274059379261155,-1.73980192944207,0.20059161043834,-1.41479207040573,-0.777824934705278,-0.348325127109734,-0.534895325255364,-1.17762554775952,-0.837382164079658,-0.751322074582747,1.4779791227093,0.246329105194239,-0.359817548302687,-1.01173738151643,1.80271645493561,1.59651325074103,0.505414652364495,-0.660682360635992,-1.5590667787661,-0.569796374772072,-0.762217214601066,1.05410893552118,-0.395851180816199,1.07457199323021,-0.328307444445494,-0.64124390520674,-0.514111220288496,0.0462758671646026,-0.473028001046229,0.0309433314655696,-0.2054456785379,-0.567104172449474,-0.503366477383503,-1.10827311823635,-0.375574822948597,-0.786361179592909,-0.844371878190411,-0.936409291480966,-0.767158327826684,-0.983588489589817,-1.12258932457047,-0.754463880264933,-0.639633593654759,-0.654032092109736,0.241546651759056,-0.64072346927531,-0.544086885144356,0.206485341062183,-1.06311998426995,-0.780019213769861,0.673518520024075,-0.586774189456774,-0.350662449418488
"AGGA_Mig_2 (GE) - TPM",-0.533089615055778,-0.234736604254969,-0.502520594625052,-0.427011918597038,-0.861834036942939,-0.994309077690747,-0.846092836617998,-0.841136694077971,-1.34618605833493,-0.894939777273048,-1.15366780966696,-0.719195103041104,-0.659402337417341,-0.727523276792897,-0.446990995526161,-0.867317314061113,-0.683396665588211,1.08963642116201,-0.136523079508835,-0.891876370233481,-1.1326968828208,-1.30977651160437,-1.51509405251452,-0.383407194287179,-0.167358377290183,-0.533701704521853,-1.01815474333812,-1.03099238159666,0.215881698996664,-0.0317055235245396,-0.875775718760281,-0.647546579072551,-0.797561614743146,-0.942861927464736,-0.914859292619793,-0.959288410396017,-1.07591864529532,-1.749525403734,-1.08578026419502,-0.743072365172176,-1.20635721152417,-0.318700804042511,-0.871774163181989,-1.03452956453319,-1.35130745761022,-1.04324856077297,-1.14797683082875,-0.344956825228154,1.01143053526718,0.774053940337886,0.450070643727984,-0.80879733941972,0.400609355258474,-1.67488712485717,-1.03856272803413,-0.141126484396103,-0.969683572865965,1.04026597271477,-0.912924503492445,-0.814863828155751,-0.486551420237836,-0.288899082796814,-0.40470988056228,-0.675060688329041,-0.830829962319178,-0.777920070995266,-0.119276480549924,-1.32021548675475,1.22591436485109,-0.712281438680174,-1.7371346414544,-0.188684489701995,-0.234486351938221,-0.65474252826733,-1.29042866604106,-0.514194946392795,0.510385725179552,-0.0313134316086529,-0.478306725842901,-0.672260962708057,1.91794552283345,-0.679901574103531,1.32958641255776,-0.6136912182944,-0.470486784135447,-1.11890413469068,-1.08879787144259,2.58884713755467,-0.868899783177272,1.54546116543872,-0.549546100465236,-0.5178153813745,-0.588268417713282,-0.000516297712223598,-0.927809667794345,-1.81465936992237,-0.2054456785379,-0.771263294085825,-0.584946829547884,-0.317127100430028,0.0747357570942974,-0.774313818948785,-1.15594153800353,-1.05020076674642,-0.783870332124314,-1.11815161457272,-1.10359699222849,-0.978257453411404,-0.892490216581169,-1.4028777469476,-0.521213088087483,-0.808806540500141,-0.589009319064541,0.708283505512686,-0.826673955810926,-0.379628695009613,0.88402015247452,-0.523044889452949,-0.515721128852503
"AGGA_Mig_3 (GE) - TPM",-0.362012117904674,-0.0492128755634481,-0.355601294212158,-0.169974379800163,-1.29471617242889,-1.22258553984197,-0.779747123380001,-0.922069914945304,-1.13732946476771,-1.17115303494452,-0.645565623565647,-0.283800074012724,-0.553673582680455,-0.445183424992911,-0.170734972756899,-0.626053171218489,-0.504410492658917,0.279237732915202,-0.193937200248313,-0.848024785305924,-1.35120244053771,-1.02946262174622,-1.01818570271451,0.327846436061144,-0.303593955863979,0.128087918850986,-0.0417027875018567,0.198744354010769,-0.255597694600384,-0.592862634528305,-0.420984504835438,-0.510731557661428,-0.510100529647566,-0.644921983015771,-0.391007328123955,-0.48731740398077,0.0349846461757162,-0.953137376120726,-1.07371517805184,-0.258471373152048,-0.688276923677545,-0.503943050213142,-0.619565286280769,-1.6381236744419,-0.627391820099494,-1.10773360119933,-0.945772026271917,-1.04067834306173,0.125630141556938,0.280776319220998,0.620014227153505,0.0332704559330993,0.826911628930002,-1.21807999382295,-0.338338587936833,-0.430720473312044,-0.358532677240681,0.154277195302164,-0.87765027485788,-1.00444475539995,-0.769559137100677,-0.183496817113065,-0.286646815444992,-0.33094666500805,-0.858971806314529,-0.49304548829102,-0.772442056971716,-1.69809872433837,-0.308506470046169,0.230977225900757,-0.903543468718378,-0.515506679281161,-0.291475458397758,-1.30665506067449,-1.21048473538817,-0.79651333646311,1.38552300943926,0.41261729042481,-0.495956911962384,-0.278356508204162,1.20579617412143,-1.11578812957347,-0.00375900908815538,-0.465660845499781,-1.52294065159457,-1.39938171095291,-0.924374072624057,1.20010842181511,-0.476290913881567,1.50919443916823,-0.243239433906275,-0.362552289270094,-0.495784921810777,0.481319797270287,-0.0866976160814934,-0.910692605673198,-0.2054456785379,-0.915633918958957,-0.496428863594681,-0.256064059206903,-0.458820500741761,-0.30905859328523,-0.732913000579153,-0.919016995676235,-0.875363197221943,-1.0732650583307,-0.887123730372807,-0.906746811667003,-1.09778921237641,-0.577641750923624,-0.0355301818369989,0.220312417074569,-0.502248491860806,0.523797129220534,-0.891448388074099,-0.581161212962456,1.15931403867408,-0.477081293501382,-0.970904315132096
"AGGA_Nd_1 (GE) - TPM",-0.754553499939542,-0.757376370616276,-0.725596905325232,-0.671242501105006,0.586320333583035,-1.29815299715805,-0.460490731931258,-1.08800168059621,0.722804143191848,-0.208311413297969,0.103861810853292,-0.686101094441209,-0.859227139055439,-0.76560187429025,-0.617190869132035,-0.56902771082763,-0.689541360016024,1.58466695478196,0.154602506995048,-0.225327915925615,-0.783455394741019,-0.604252720336742,-0.62347230204192,-0.80002075061391,-0.524075085173557,-0.0823122640148484,-0.147425403872005,-0.411693381631595,-1.04343413963164,0.482494021470317,-0.862678993796554,-0.530220099232044,-1.04577170585737,-1.17117238600805,0.235762597794679,-0.468946127332694,-0.62446902478693,0.75725089464289,0.20060603811119,-0.704077161392601,-0.304242308098308,-0.565486312083836,-1.50492276606811,0.292793512704871,-0.0123645318319282,-0.131306317262527,-0.645025221029205,-1.45002992571207,0.37973447804821,0.761917630928404,0.0397190009266147,0.0373700898272953,-0.838136849088573,-0.889119193850164,-0.783286177881735,-0.293491045344529,-0.932837662149494,0.293387085856848,-0.730812354660928,-1.40140101383316,-0.256429543658914,-0.800937311444086,-0.484928252913295,-0.449008398312196,-0.971140041964351,0.0345464278730106,-0.548088011098012,0.133227081394857,-0.631621969426817,1.25957556494455,0.54256690563469,-0.146875285299245,-0.582742761115261,0.650180344356461,-0.305367906472782,-0.577831891405076,0.637332571659811,-0.249292813504439,-0.954218885906725,-1.57456668134481,-0.138079053588609,-0.808262454877738,-0.989632250214003,0.593465432421944,-1.41144363341216,-1.03900672314239,0.28153299988866,1.1536137263485,-0.716612655897377,0.585926088424585,-1.27816398301266,-1.00321306531198,-0.901735057823937,-0.664065021155061,-0.687519996142136,-1.06586160109164,-0.2054456785379,-0.325635822364596,-0.484909317026072,-0.120475283418418,-0.63174390632739,-1.20265192203714,-0.181312426317719,-0.467646227349789,-1.03899317039823,-0.972295343120405,-0.718079109562427,-1.10402902491165,-1.0306893782102,1.02141071039979,0.397728087426519,-1.91265041328677,-0.824644219258808,-1.04450840658138,0.390960435870584,-0.589542455598455,0.0623065866849313,-0.228616153899203,0.509826842557131
"AGGA_Nd_2 (GE) - TPM",-0.815458959645139,-0.745636148376591,-0.682324455428375,-0.704136735700314,-0.61438194206323,-1.36302846250751,-1.26459163424962,-1.2128287679431,-0.253947286010602,-0.545185149617351,-0.531163033929399,-0.738439186200427,-0.984425204448082,-1.02348962383325,-0.999687173914341,-0.986807521440216,-0.983498381030125,1.4138387665009,-0.929892735437696,-0.624295760850214,-0.928756617868642,-0.387819987607526,-0.85823825077764,-0.469629806544544,-0.77700813282609,-0.424320943975131,-0.52223328730401,-0.743058652249164,-0.933552374521996,-0.13614233395251,-0.92127276984813,-0.937409207697876,-1.02914138644941,-1.78285141002912,0.612265044691287,-1.29125956636705,-0.72551008765586,-0.399117530505938,0.141958772048387,-0.742378147154165,-0.622104013319017,-0.739009992925151,-1.66613459083876,0.315739169954633,-0.173208753087238,-1.22891668091277,-1.16027392833619,-1.60511101649836,2.07607270663574,0.472703248963776,-0.851727159998522,-0.716695863274683,-1.0062366637183,-0.315328696511836,-1.1109736093678,-0.646142684762283,-1.3144898159416,1.53137164847004,-0.929363731927084,-1.65099394765778,-0.34095037453078,-1.37366374528375,-0.589232197287911,-0.759859802917409,-1.44873358789506,-0.901554874961015,-1.29269972653345,-0.551364928060291,-0.570509120618889,0.575213780291439,-0.640786230535951,0.219263914619217,0.277035045742477,-0.472897082676102,-0.832690077962297,-0.630501817164455,1.05502223729778,-0.159650410146267,-1.4034817071067,-1.92260271142863,-0.266663233530254,-1.24366919404149,-1.00549204807954,-0.140686662813155,-1.27655601497931,-1.22384448651101,-0.739162564461238,-0.283317283788321,-0.486450792789119,0.64072896680626,-1.66676402888683,-1.11893251099919,-1.22921057953054,-1.01616355753088,-0.356635926527949,-0.46277955372329,-0.2054456785379,-0.490941038837256,-0.233762092722097,-0.241829174389148,-1.25576819865962,-1.43636388901541,-0.705624787359695,-0.647484292322893,-1.09272827020903,-1.19061486150971,-1.12469250908295,-1.27228254465918,-1.11022714529196,0.066656361680922,-1.28142853600061,-1.38998249032589,-1.13822860371349,-1.03781318386837,-0.116913487745449,-0.526842972606713,1.07700149340457,-1.43944119628657,-0.162304912777375
"AGGA_Nd_3 (GE) - TPM",-0.829219376329472,-0.726276592290679,-0.666885588709719,-0.663602926131982,0.344031011887851,-1.32489869835065,-0.903501153031667,-1.17283589119246,-0.0739246033632831,0.149499957209491,-0.209149324732553,-0.78124384114064,-0.891178393613956,-0.92685737010519,-0.86566105318996,-0.939115746212537,-0.819113504916311,2.01269545478825,-0.560880528326382,-0.287587756187353,-0.666068727176145,-0.431206757322322,-0.237523550241868,-0.592840852684964,-1.16019193101575,-0.219364943304489,-0.519234575928329,-0.468453037647164,-0.524342609068914,0.680087158345056,-0.885308893637209,-0.812843956467337,-0.875501951659348,-1.31040795295579,0.237511737024614,-0.619795261694444,-0.279459533497193,-0.269474408531679,0.321679995315201,-0.683597448629619,-0.489256327508437,-0.534432408013933,-1.22777346985025,0.516681637949665,0.104452984593113,-0.302696236921826,-0.64623694457964,-1.79941510119497,0.959617196507307,0.65191184338328,-0.366530627486555,-0.33868440070947,-0.814776164605503,-0.513980182409525,-1.24258352855301,-0.192941323585272,-1.06509160288716,1.52872006397574,-0.715455828600719,-1.16571929058504,-0.175183336919586,-0.983242418291086,-0.513878182478593,-0.461714494336841,-1.29238761192653,-0.935448771621807,-0.860481848186404,0.500579513624107,-0.568143526818137,0.0737950130925998,-0.312446156225095,-0.0233248731152897,0.0304245338936475,-1.19568100620547,-1.0247453434538,-0.428344642170019,0.949659804129508,-0.011331611560213,-1.0832292058809,-0.940183810417011,-0.0944393919813213,1.31007868444758,-0.684318624196604,0.692404995338132,-0.744256384405377,-1.16982449801305,-0.700393244539355,-0.184705749404843,-0.635175321061179,0.367950364685404,-1.30528506147986,-0.661454596157668,-1.20030334230812,-0.672020364455113,-0.146167177834836,-0.487296776795484,-0.2054456785379,-0.301126163162062,-0.45719522476528,-0.173515943700286,-0.835735997323189,-0.987277003519549,-0.575280205238648,-0.483850752475999,-0.964965433956994,-1.00953560877673,-0.871190835466585,-1.16644644451874,-0.994796189742557,0.844755506071405,-0.155425141766312,-1.50450633987198,-1.05450633005355,-0.662161899737515,1.06999765859119,-0.320310406484473,0.030568474959621,-0.92048461160155,0.573608215669245
"AGGA_Ns_1 (GE) - TPM",0.280923708590891,0.167812557602745,0.209536272471965,0.57385737219534,0.385949740499892,-0.00151206420815409,0.845733932172147,1.09262123624218,1.06868219374394,-0.196990240532744,0.396653727668193,0.930252831622208,-0.0634986850315092,0.0950790422304591,0.599484906735907,1.09350235259034,1.42175838005589,-0.561576863671216,-0.082940169259737,0.110947938137548,0.214121304929578,1.0438277813916,0.599561870624611,-0.915833515924974,-0.226281244806882,-0.533701704521853,-0.072923634970431,-0.564726637684674,0.299824585025947,-0.473334775729206,-0.387399689011589,1.35220809217187,-0.0873907478130921,1.42689541876608,-0.0950310353213871,0.559754139884324,1.33822378115045,-0.731490634268169,1.79079931430391,-0.531160742283872,-0.727314745917882,-0.551714474318903,0.228067140226888,0.501817182659024,0.117154403843308,0.18676119277817,0.156263665286946,0.656690524904173,0.756166800040843,-0.260900875198516,0.186485286139371,1.22908829285947,-0.256830547046892,-0.147493543878837,-0.265695707214429,-0.610390152724837,0.792136736907295,0.958716432750322,0.341292846181966,0.720518854147553,0.452305695281974,0.182677435875232,-0.474854515245282,-0.273823913729512,-0.556611837864303,-0.100168782287502,0.334799202958056,-0.416145504469822,-0.0566464534307799,1.10537158866822,0.254135252967268,0.72923280942596,-0.485319926022591,1.46235938549952,-0.186785263295954,0.0662719318448133,-0.292291317376127,-0.853689716435359,0.291218726718549,1.67229778824891,-1.22851545199332,0.832429580719148,1.09698833282162,-0.258947782573687,0.880616792254066,1.4235841174735,0.133682794262683,-0.25769889787431,-0.239415856215149,-1.23076251265978,-0.125649667363129,-0.651955053903288,-0.802185214636145,0.137261926892456,0.190654414273179,-0.893074020745124,-0.2054456785379,-0.603335799401391,-0.00201707840320935,-0.49584721090937,-1.081746103823,1.44508080829076,1.68560230455186,1.16272798997341,0.745555886623597,0.571072051077756,0.960321938668968,0.222977559217639,0.392603236327426,0.917390719226718,-1.09055407513938,0.493557757254669,0.26384633845422,-0.690816739912536,0.155999633201668,0.123642960858112,-0.773018342470561,0.557156432229792,-0.559724807869735
"AGGA_Ns_2 (GE) - TPM",0.914693386895889,0.765694509371208,1.23572819000946,1.59418630395773,1.73892267421715,-0.0980727455821373,0.0767507192556378,1.21361561248073,0.318756265843965,-0.347826392000421,0.463570732077463,-0.401309338655472,-0.175037358254807,-0.113382755244212,0.650651309646102,0.431285047103939,0.960219612618727,-1.26579737266958,-0.354483982278596,0.421490551152889,0.382255890528863,-0.288540029997201,1.80697213504106,-0.670374415828835,0.204779821046822,0.46588348483426,-0.563144804284595,-0.338224860595847,0.826811202904575,-0.762828692699753,0.103074403490036,1.46384375506311,0.602303727457017,0.612713063030581,0.0417710883619385,0.562047082430472,0.7414346622778,0.269583572319654,0.0681898774635559,-0.283239586828767,0.293767257945212,0.0780405933491078,0.153060690484456,1.1588415342535,0.430439573552398,0.427629165991595,1.30691798222937,0.206492503688079,-0.689964242933941,-1.38652358192988,1.84812475836285,2.03484343979924,2.32778086456665,-1.27403729613965,0.573699916417554,1.5910390222481,2.23570217987756,-0.70290369838656,-0.156974847466173,0.768948252600939,-0.479378995337872,0.276616027252613,-0.44383369651332,-0.108654154498928,0.5623320851078,2.35324946182677,0.646138301574772,0.634870241886628,0.379872605319148,-0.0947570019145034,-0.725719796189572,-0.0171143713317704,0.369380645796312,-0.665462866521838,0.0992731127990791,0.32881795062286,-1.3428127149861,0.580868681000371,1.45658655919949,0.662791952590217,-0.878142581418838,0.268437016820475,1.86388996120053,-0.447630939025894,2.05139817828979,0.771413171042729,1.98299275063107,-1.21387779314628,-0.410968811346553,-1.46830151297809,1.12512490535252,0.800338068084128,-0.254441268867113,0.713621146311139,0.120532689780399,-0.191474653752162,-0.2054456785379,-0.476040348369535,-0.376466880159989,-0.40865095635345,-1.15327302494859,1.19279750062834,0.108178784566469,0.0451193641058477,0.618929720187153,0.979480257737729,0.404063535258615,1.18410025482261,0.816355237206581,-0.235459943897772,-0.508096781597791,1.89313972223998,0.754787103726602,0.879411792170643,-0.0871135210617829,0.127334540152979,-0.881352854196971,0.504814465357657,1.17893732125789
"AGGA_Ns_3 (GE) - TPM",0.75026544475242,0.648175503202892,0.931883641300229,1.6196547847583,0.344587870328125,0.032261287710437,0.34579661811151,1.25477811904246,-0.145134536861818,-0.885733720435062,-0.0237205544079909,0.321195258377817,-0.146439838010295,-0.00608494484619349,0.473686276338043,0.468149383110178,1.48325063794649,-1.2515108700084,0.651643683943241,0.744404996299789,0.990102090516625,0.175001727050217,1.77814885520659,-0.943227880038224,-0.35931330637115,-0.533701704521853,-1.01815474333812,-0.303925533581607,0.751037283392188,0.0613038568449112,0.275540176604643,1.32688665881266,0.957713317097725,0.646398984119602,-0.0450808693365175,0.116980663142739,-0.0565499928646877,0.246950823464035,0.187385649569092,-0.362363964744974,0.224028455662822,-0.369322882258577,0.491230397867112,0.784431394229547,0.761999939672075,0.49501174741982,1.16548727580345,0.610409974882063,-1.01745639043948,-0.962392211735798,0.954559916583483,1.718880228796,1.63686579836899,-0.827998006304616,1.56444172816651,1.78786598664415,1.90751404170943,-1.25853422504965,-0.354118424467599,0.978081863133182,0.442161624536836,0.156117536502128,-0.389278608841911,-0.41848537448141,0.642995405808131,2.06469409134265,0.535888156772646,0.405254571179694,0.682181124788711,0.997561201735734,0.620295502446895,-0.521681437248043,-0.0975302958077258,0.635585358945581,0.829120687728662,0.157681606261741,-0.955423831248209,0.519618302415773,2.95409170697795,-0.373840566728158,-1.3746347514547,0.653871863771549,1.78537286755089,-0.487988825154881,-0.360862444687711,1.55751831771213,0.674353227705392,-1.66001437104856,-0.140018560240773,-1.3390754167143,0.966382461292674,0.991484368519077,0.5045978017594,0.79870939400341,0.518303087222462,-0.019999033068182,-0.2054456785379,0.0538202857814573,-0.578172887624647,0.463975269795733,-0.814809929547162,0.438115561490451,0.316948070791789,0.643062278573514,0.612358787599857,1.22952404273153,0.656370751311506,1.13717848090362,1.81808487646749,0.212712261528386,-0.384885019606463,0.356574819961948,2.06479364442834,0.614981180943383,0.4020267717786,0.350729075447654,-1.02531585949771,0.574921279243505,0.996439084077918
"AGGA_Oss_1 (GE) - TPM",-0.794724350727092,-0.666416889290549,-0.727516358900784,-0.703665235870374,1.45066010462615,0.368329261073924,-0.39339378621782,-0.261518184133698,-0.776183000222144,-0.468725573051427,-0.230171779750746,-0.793185280055978,-0.850274848449608,-0.864447931275759,-0.859504858942167,-0.890701142268886,-0.761022607785662,-0.395933702256417,0.261225669592655,-0.588965017501363,-0.854812427920937,-0.623792460589156,0.626188639698666,-0.349995311733756,0.498922034206842,-0.451104827019069,-0.113396561667658,0.863311908557568,-0.496774637115521,-0.21288938440628,-0.814371041950178,-0.968632360315902,0.35064460873017,0.681967996582169,-0.233753333221829,-0.202997508574776,-0.724554614793072,-0.130595182396164,-0.70901430519026,0.152950285564982,0.10008656697355,0.126851378234849,-0.616147244680087,-0.917144275942933,-1.06925792732435,-0.33924964591985,-0.398627065576042,0.739362376952725,-0.351098776391524,0.400028102063333,-0.609933925020244,-0.656289154473025,-0.996900617817755,0.253567044325626,-0.581701703188963,-0.367105876116901,-0.920196000206317,-0.561209685919693,-0.232976404901473,-0.608074163215771,-0.751220390245154,0.333620627590884,-0.321288575955729,-0.541088348329428,-0.0311039059423469,-0.299307156466301,0.744223823433552,0.105394711421467,0.321831592639702,0.012170869428784,-0.38976690349843,0.888644407257033,-0.274630425045279,-0.259506967409995,-0.273195509715561,-0.742502354459552,0.186190088540735,1.14236596349953,-0.673626109447544,-0.649131086757835,0.674253285545922,-1.24366919404149,-0.526711856356207,-0.0257649675859156,0.10167775019082,-0.465213914628933,0.223482673065714,1.51226404941579,0.0443280830417627,-0.0182325123100608,0.508841844014123,0.380149352625053,-0.0815839160008125,-0.396890174162607,-0.106827763178333,0.614033485243182,-0.2054456785379,-0.402861468660474,-0.543671132045118,-0.312299673415414,0.683832271072092,-0.423363024580196,-0.6236716944903,-0.581349531309587,-0.65170996178504,-0.734366840738215,-0.751474325408796,-0.672160081822749,-0.295562393545503,-0.31766708166726,-0.296981450845424,1.70765218850702,-0.315875200475965,0.425550579123826,-0.906972307916368,-0.722801724861082,0.459274214650067,0.76795194925119,0.667354889159488
