"","D7S_RS00255","D7S_RS00260","D7S_RS00265","D7S_RS00270","D7S_RS00725","D7S_RS00860","D7S_RS00895","D7S_RS00905","D7S_RS01000","D7S_RS01005","D7S_RS01010","D7S_RS01155","D7S_RS01220","D7S_RS01225","D7S_RS01230","D7S_RS01235","D7S_RS01240","D7S_RS01260","D7S_RS01300","D7S_RS01305","D7S_RS01310","D7S_RS01405","D7S_RS01485","D7S_RS01670","D7S_RS01775","D7S_RS01845","D7S_RS01850","D7S_RS01855","D7S_RS01860","D7S_RS01870","D7S_RS02280","D7S_RS02285","D7S_RS02465","D7S_RS02535","D7S_RS02555","D7S_RS02595","D7S_RS02630","D7S_RS02750","D7S_RS02985","D7S_RS03265","D7S_RS03270","D7S_RS03275","D7S_RS03280","D7S_RS03285","D7S_RS03290","D7S_RS03300","D7S_RS03415","D7S_RS03465","D7S_RS03655","D7S_RS03805","D7S_RS03810","D7S_RS03815","D7S_RS03910","D7S_RS04165","D7S_RS04210","D7S_RS04425","D7S_RS04575","D7S_RS04810","D7S_RS04840","D7S_RS05350","D7S_RS05365","D7S_RS05605","D7S_RS05630","D7S_RS05635","D7S_RS06000","D7S_RS06140","D7S_RS06150","D7S_RS06200","D7S_RS06455","D7S_RS06480","D7S_RS06895","D7S_RS06935","D7S_RS07050","D7S_RS07220","D7S_RS07530","D7S_RS07535","D7S_RS07680","D7S_RS07695","D7S_RS07820","D7S_RS07990","D7S_RS08435","D7S_RS08530","D7S_RS08535","D7S_RS08790","D7S_RS08895","D7S_RS09000","D7S_RS09225","D7S_RS09295","D7S_RS09300","D7S_RS09310","D7S_RS09395","D7S_RS09400","D7S_RS09405","D7S_RS09620","D7S_RS09800","D7S_RS09805","D7S_RS09835","D7S_RS09845","D7S_RS09850","D7S_RS09855","D7S_RS09860","D7S_RS09920","D7S_RS09925","D7S_RS09975","D7S_RS09980","D7S_RS09985","D7S_RS09990","D7S_RS10005","D7S_RS10010","D7S_RS10075","D7S_RS10395","D7S_RS10525","D7S_RS10590","D7S_RS10755","D7S_RS10910","D7S_RS10915","D7S_RS11035","D7S_RS11140","D7S_RS11395"
"AGGA_As_1 (GE) - TPM",-0.55815091284282,-0.561206766142159,-0.580364795389532,-0.665798936511288,-1.44099393633153,-0.815901069668354,-0.254222018779395,-0.0307014209099588,-0.723286233417228,-0.713582844236015,-0.733682103066331,-0.656054671607407,-0.723277957847475,-0.777221814692858,-0.885214869826475,-0.706806283109025,-0.704554557975568,-0.370318375213146,-1.44567834320389,-0.603128119205957,-0.967574616365696,-0.15015701239856,0.745611968089754,-0.766376695534657,-0.0773467899623314,-0.270749655657307,-0.198518373222235,-0.435919922315773,-0.9004234666915,-0.539155605003694,-0.232591028250036,-0.907321868470908,0.151349419585176,0.0167899116530783,-0.142257419772038,-0.675785458843167,-0.242603121235461,0.467124440334065,-0.73881663200624,-0.434361408756079,-0.370167789022256,-0.350221734205674,-0.761199955666037,-0.534594648815229,-0.716836928702439,0.592234228838076,-0.246216817011169,-0.255677596515219,0.224522202478241,0.272230219189792,-0.471154313033337,-0.483889192221876,-0.926650222935383,-0.113883109861187,-0.620019866353529,-0.514452502982531,-0.536370265458829,-0.155784716601625,-0.307215180837467,-0.481734377832361,-0.62108987942519,-0.809572582234152,-0.295146763612048,-0.390617753006306,0.0428253680440384,-0.807753400439986,0.160969394717272,-0.00149005974135997,0.45204917999468,0.532615343745137,0.175995909011155,0.357303474317277,-0.604568209748962,-0.729041804145468,-0.704020509379258,-0.477584515505606,0.392584172977027,0.212386330248401,-0.861201416644358,-0.626770393721514,0.47641342424245,-0.253179545072321,-1.01839943052222,-0.0965200438913685,0.0106555389356133,0.183689970025173,0.133275747820219,-0.101328875995739,0.127153563253366,0.189551755179067,-0.336815579718339,0.634938525133598,-0.220089694382745,-0.628696839342077,-0.577905764716057,-0.326025392529917,-0.2054456785379,-0.497506760086689,-0.344869233818797,-0.423860967666276,-0.315762066570227,-0.792244706693391,-0.647691096841891,-0.503018871665903,-0.453340936804712,-0.312362279616953,-0.431252627005128,-0.497061920468705,-0.176090966788409,-0.610292264541257,-0.693697564052018,-0.266497205619745,-0.722135489526995,-0.245719273874065,-0.852506937409028,-0.48772619942127,0.163449455367436,0.320641511094859,-0.0899638897135451
"AGGA_As_2 (GE) - TPM",-0.11553769674892,-0.300969445607421,-0.325063715208545,-0.432818738683307,0.3151489562411,-0.863897855042995,-0.809203665087105,-0.101889372810648,-0.900551776423327,-0.787330093064645,-0.848674843579815,-0.543201061322054,-0.477269066884542,-0.52416857326465,-0.489196966080922,-0.291524876349155,-0.420853171100816,0.0843258399053005,-1.12535512737471,-0.661721692070775,-0.86049927626652,-0.314948113236964,-0.750917225643762,-0.832028881981472,-0.362934368763016,-0.533701704521853,-0.730308406391085,-0.693388432752243,-0.282165296240671,-0.954056817624548,-0.115813429907502,-0.365577704958051,-0.358708789035626,-0.352914539952253,-0.638947528883801,-0.757838199969511,-1.67966761072203,-0.28365381853347,-0.924446211400528,-0.0197566902407606,-0.369455168127853,-0.8483528622547,-1.04825700161343,-0.822576537322302,-0.825122009141492,0.0484109162454254,-0.334720548578508,-0.101362620704763,0.751727289363508,0.659271456489159,-0.449821361122886,-0.265865609298299,0.0119571621524216,-0.506793171412757,-0.23547783042006,-0.826170176528865,-0.366878958309988,0.0228282779323165,-0.619999916754053,-0.419653652988061,-0.719087173614282,-0.490885317587042,-0.54276784756984,-0.244157469038614,-0.0369793022851289,-0.421322368575614,-0.436306539304032,-0.18126075231799,1.23325695291103,-0.728989428599016,0.12690457538836,-0.179373185589215,-0.306842325920362,-0.459070454605162,-0.332116235496623,-0.626764732810522,0.918148468596883,0.374068239971362,-0.601674795302846,0.442276315709764,0.491910193099136,-0.517986437006873,-0.290094921409874,-0.486141852530523,0.388226548738654,0.14855372466147,0.535204241462728,-0.471226519555625,-0.114120372042051,0.594572568839444,-0.176813884976282,0.542459113859992,0.153393430821121,-0.391660203829417,0.233199943370284,-0.432856088667956,-0.2054456785379,-0.64474786037753,-0.793588460406603,-0.693475423587752,-0.230089788037487,-0.77151285518785,-0.684553574692577,-0.692479670080897,-0.657758244213034,-0.492161294501857,-0.533024287124426,-0.25816764128269,-0.417951469069748,-0.408016428126963,0.690762225526569,-0.70023688065473,-0.333692657808135,0.241144805091652,-0.791611949932875,-0.569894603886282,0.0503593887674073,-0.301905669638871,0.0634977878601417
"AGGA_As_3 (GE) - TPM",-0.159353811336038,-0.181524012489592,-0.363346470967911,-0.460238687715415,0.752557402037426,-0.524103612780016,-0.441694110341283,0.0922325485594528,-1.05374539187625,-0.816674681769215,-0.643706922909579,-0.280921365691841,-0.326819704219107,-0.473975972564266,-0.491524300413221,-0.334369280505082,-0.351555417359364,0.557234050734069,-0.569267800405016,-0.60271923970857,-0.783429939264315,-0.10163584539842,1.14502301065125,-0.499279098677831,0.361018215879215,-0.488963736423856,0.316571728577294,0.408467241244489,0.115829540442754,0.500193353342267,0.933645680587403,-0.571519037956202,-0.209007466104252,-0.0601790006678083,-0.0804140931714589,-0.145042269536893,0.201534326622207,0.47875909950948,-0.886271720593811,0.293876069218496,0.0678495043456706,-0.190041102199191,-0.568349798001576,-0.646030474122204,-1.34762798018002,0.372101576038337,0.270002966006234,-0.30188584856062,0.15957378021064,0.588932178235713,0.210944446547088,-0.108311525210086,-0.0602963221805515,-0.325183591074695,-0.397700359272014,0.251467360489893,-0.135352604972123,0.312201151397719,-0.285337704388368,-0.246496240289585,-0.55259511366281,0.00939882248020682,0.0251633747879213,0.231650575775144,0.287916948683632,1.2471787300976,0.679378461565371,0.183017174338177,0.985719068372639,-1.075507754898,-0.0429440734784676,0.860045496217092,-0.0664272436591727,0.766888634614275,-0.575930728101317,-0.724971800321531,-0.0826934015932147,2.04410230268701,-0.0711879920087832,-0.0061625119813114,0.614484201921445,0.237551981515275,0.0164884619832748,-0.308371195582316,-0.597625249567809,-0.324792185068191,0.969714169640042,-0.527827128814424,-0.0654997688527624,0.51447422301117,0.428904931267158,1.43074126337767,1.02416809775597,-0.659381669709205,0.173565797882181,-0.22401028850339,-0.2054456785379,-0.560318132700721,0.30588999658926,-0.170385560037089,0.323008272314148,0.0843545032170902,-0.411980268227922,-0.636127594756527,-0.377071495365451,-0.32912008431089,-0.47943930389262,-0.150184746148948,0.59428075773202,-0.12505249426362,0.625043626885115,0.674679376150853,-0.264329150699688,0.42119615010109,-0.476805945673543,-0.647391500251739,2.06497135324341,0.333867095212343,1.18073863429593
"AGGA_Bs_1 (GE) - TPM",0.139852873271858,0.0566937577910887,0.249613793698488,0.95546363584669,-0.471188671659129,1.14754682161603,1.41360278770573,1.18392523321248,0.703471131528952,1.21467241017178,0.380651637900911,1.04050755501204,-0.00881417568155782,0.270613204320816,-0.118671313976861,0.203134265215647,-0.183144659439049,-0.706195151835881,-0.863645277813043,0.443152863884056,0.0417020423812772,0.541040912053365,0.482768056997123,0.626888445979167,0.31027164528174,-0.29145668540856,-1.01815474333812,0.371322060458017,-1.05374497543467,-1.09873586971911,0.870040967677802,-0.0792305455259936,1.38890198318105,0.903292957472805,-0.512354474771199,0.434724350487879,2.636264357373,0.6619736693755,1.77730772291282,-0.894341340334157,-0.882358160035669,-0.111916195954346,0.459367987541462,0.0347135077114056,-0.129898938077212,-0.0183539253020101,0.975545898543858,1.52253769259145,-1.65995045528905,-1.51073940020115,0.366204229412323,0.264120001085987,-0.368381218221791,1.58773436839155,0.365470846055791,-0.134325447803731,0.426842434630619,-1.30850167996447,0.818358935045737,0.791722646913102,0.131553032320551,1.2608675699511,0.129631071393442,0.0116791545801821,0.227134868300645,0.987223488602278,1.60066710355556,0.354193427540707,-0.812628044676884,-1.07534077724374,0.20465279848685,-0.111752378425022,0.825155753105581,-0.369885376966993,1.43541023187815,-0.289431467294376,-0.91341429877022,0.443417389863085,0.614397883026812,0.887859663051183,-0.479511617624054,-1.17057315713494,-0.53895414121298,-0.930548819361007,1.00720417777954,2.45123405633746,0.764210532753356,-1.44042734828109,0.636072458020747,-0.97332140478366,1.00364496835067,0.558775222035449,0.918256322935145,-0.678937278111495,2.44845954597973,-0.718201491830162,-0.2054456785379,0.646187020333116,-0.603794784210169,-0.422491526129904,0.320081343373417,1.39023387636319,1.74840209182611,0.493368226187525,0.655855587529957,1.30246287073591,1.41043939834993,1.14373596074448,-0.546462933107276,0.696227720395605,-1.25188897197469,0.16769387459654,-0.00596798843160811,-1.15904529656899,-0.178409178029996,-0.51828039127673,-0.805060743423853,1.52607435879469,0.194000511223468
"AGGA_Bs_2 (GE) - TPM",0.791392686795309,0.184024780795058,0.770240804107774,0.471383353622583,0.455171815857265,0.240949923922601,-0.280080147640563,0.283478222796603,0.109002105726422,0.587796144182193,-0.61815467507236,1.04693848357082,0.639851063308135,1.16030421496446,0.152013902681775,0.979461413476692,0.143696337587613,-0.654978124107603,-0.104064108003451,0.321997715091165,0.165177283484329,1.33070780450531,0.518735163795927,0.751675135314552,-0.301544864574086,-0.533701704521853,-0.815414804311306,0.7127852103835,-1.11824260713164,-1.36185383902717,1.26599297130729,0.790910792593695,0.718240185327174,1.01818703664073,-0.366321621267495,1.03138140386122,-0.720987054946444,0.49787986622045,-0.60618933457801,-0.377014181546629,-0.352997405847908,0.137206443459714,0.17668665605945,0.0112917185626007,-0.21180413274003,0.494220819365212,0.981837280408161,0.575194230433452,-1.11594911386134,-0.277073211320946,1.38439474972028,1.47649115620633,0.780789279244342,0.107070208415025,1.57842929485396,0.497354553730807,1.31302093170088,-1.69883481703017,0.362703331075706,0.845650838855646,-0.141545476313481,0.921865696317902,-0.102056722702819,0.134939961353207,1.18821173088689,1.45648970507222,0.19085513577368,0.401801232436049,0.590911045733986,-1.20832951812673,2.2150111302539,0.458405988871647,1.10592572278822,-0.255167052396975,2.14821047764266,-0.729656093888084,-0.17259551186553,1.8168427590504,2.04668787308336,0.931415047355457,0.0663934151513531,1.45134288928109,0.801479641399775,-1.28885501557284,0.449652676497064,0.660342849192336,1.22317581280137,-1.0309216634203,0.00797397367130511,-0.831468697459174,1.56278866521238,1.34211186412801,2.55174736158598,-0.380365912240367,1.17936432180319,1.36534950955964,-0.2054456785379,0.0784989273479139,-1.03388047517821,-1.33022720862332,-0.890887458976038,1.03195460462139,0.919721963168452,0.486645358458021,0.448815191695083,1.17154359550407,0.796532335371002,1.4118341146673,-1.19477927420619,0.42544842236178,-0.158466652089346,0.308599302205863,0.386081577399111,-1.08203312116009,-0.188099666976215,-0.720438588605115,0.78423724026102,0.179616308256438,0.769128331783579
"AGGA_Bs_3 (GE) - TPM",0.48072162251219,0.108580044706904,0.610915304791621,0.228586225060795,1.11006227367297,-0.0518997881021603,0.312916722666098,0.548995935768421,0.247755662405473,0.335336217855749,-0.207983866661584,1.16084605207859,1.32371724141432,1.42217369147771,0.585571119459456,1.11190324554293,-0.0572128227760607,-0.374213293186053,-0.107351962041986,0.532738715400919,0.251943750127459,1.81075719026797,0.555666658978399,0.390543146078912,0.460305002536582,-0.295416960722798,-0.0207306748059411,0.801364901492692,-0.825203395090495,-0.873089712183369,1.6374345482149,1.09411300855635,0.527069209633757,1.50157128891191,-0.186434591464736,1.34134355228007,1.37496668970754,1.32242111427383,-0.516120079474767,-0.689675953252833,-0.631784249155737,-0.569007899324497,1.57062595748513,-1.09810137946662,0.467193178226273,2.02025137589114,1.57023215416921,2.41659435571737,-1.13734535612053,-0.873178074055229,0.567055485207846,0.891250020501531,0.665855923320779,0.65577691646581,2.61492861694427,0.578131539904505,0.780869529209771,-1.34652423798109,0.089247436714643,1.62840626889074,0.0278209614481407,1.23664304813606,0.665151174009679,0.596147317561843,1.64453365806609,1.41570632689972,1.97940053771162,1.00358634312701,-0.582562107795281,-0.364190252665732,1.40274256464496,-0.143952687829154,1.41674295224378,0.00467786210610991,2.10403724620092,-0.234239312608548,-0.649034537845456,1.3517770926915,1.29450490068701,1.7479822131468,-0.599161682915943,1.70271065158339,0.23814798854584,-1.15930087368455,0.976574452806247,2.65804165163113,1.07554251386104,-0.514687119711694,1.21585303821879,-0.64559813535488,2.01536139735704,0.116418017291769,1.97675857481979,1.06376980459894,0.793220420543301,1.57737437820244,-0.2054456785379,1.22945205862164,-0.606884418561969,-0.628593770248425,0.845023817372438,1.24474059168656,1.22562807146428,0.744748734218893,0.751690359846392,1.34684678475858,0.987998277831588,1.70737195882358,0.0233968429147208,0.461408282956331,-0.201952763401637,0.665975566643216,0.0123817605539928,-0.882879217138121,0.0997051603973841,-0.41218384833876,-1.24316934246065,2.1640481867364,1.00892216364697
"AGGA_Ctrl_1 (GE) - TPM",-0.392293028478928,-0.462478612468588,-0.431852642811899,-0.4593356503978,-1.59224972214845,1.48591823164106,-0.754656738220573,-0.438953990509585,2.32872905305774,2.06166178936558,1.82026539115932,1.21751229111217,-0.130957677895686,-0.280304905925052,-0.23740721784814,-0.240522800044891,-0.371387894256373,0.797511361932098,-1.20395924100678,-0.205592258712278,0.239886191757494,-0.0176093086562163,-0.844808853739205,0.75636189473608,0.618381383247715,0.307091338585204,-1.01815474333812,-0.664726980691455,-0.865666229812247,-0.381476679772429,-0.631028113685535,-0.645233964947628,-0.215486885067304,0.016494966565747,-0.15406337088794,1.14964008060716,0.116788902691904,0.495638012599048,1.85960643174734,-0.356880573863544,-0.519051816437867,-1.04300658187013,0.128203846020833,-0.1065297845099,0.552796361293455,-0.424334569151648,0.111298841008927,-0.659792916057402,0.256258164763222,-0.0246517611314001,0.00345938828343996,0.0220925619035127,-0.758071472724336,-0.288190579554784,-0.527395882938323,-0.684185442095126,-0.310055238933892,-0.0431800745038719,0.99165062602399,-0.113826957894194,-0.107224301646912,1.25572146215657,0.708220718503293,0.511887606624155,-0.174772899741296,0.11058591479038,-0.641673184785333,0.833665321203665,0.678265953327769,0.0640796855535871,-0.169406979793549,-0.594842091029923,1.2581197825695,1.07635309075746,-0.227342935002847,-0.542605986052216,1.08001760499552,-0.559456731191961,0.158473525753081,-1.36415984064158,-0.0439511904053967,-1.24366919404149,-0.78193090574658,-0.0747420294326326,0.578804079658922,0.0507608944040702,-0.254633448548323,-0.225294075469456,-0.230133246929855,-0.0167263034225478,-0.276793429108341,-0.728461851876377,-0.245298924816041,-0.982133058730748,-0.222842200777968,-0.0296305298592366,-0.2054456785379,0.00429817762878669,-0.29608570902065,-0.295249439577391,-0.879715318419943,-0.490906793083435,-0.0885578313854439,0.703085063486432,0.726382053766181,1.1209423684792,0.312083498094405,0.240563625656164,-0.180168766483655,0.0296643664582185,0.131678840679072,-0.020848180887503,-0.120163795903467,-1.16335136609809,-0.474704053852996,-0.635550169742283,-0.391488686386683,-0.792751080661031,-0.611061800347262
"AGGA_Ctrl_2 (GE) - TPM",-0.175656518868235,0.0795173179401494,-0.117038395428869,-0.295047035754456,-0.675035864991339,1.60148685715744,0.233872406001388,-0.224070008889904,1.36166367956466,1.22402740874293,1.56685728131999,0.610852409202339,0.546695901862482,0.331030718598118,0.114465693623468,-0.0576025721932396,-0.215161594943585,1.30422793789015,-0.0621637750849179,-0.132879542976779,0.169640305236485,0.136495813259317,-0.451727079843074,0.167684171942706,0.823804610858453,-0.369067627185637,0.485006377625807,-0.556212546388885,-0.310189672935632,-0.221855351414927,-0.383066151746153,0.155834091373025,-0.643444365122652,0.257804246137604,-0.151139925806286,1.28348838636351,0.419776489511984,-0.0243705028488377,1.78139762543057,-0.475089334749269,-0.547689451455821,-0.850557083550153,0.00921373747241733,0.0312328995027621,-0.46929303448485,-0.25965808999549,-0.0876175684029316,-0.199802682880152,1.75975659736145,1.01166156268727,-0.152279352567006,0.685949815066087,0.370870990291864,-0.1622471903638,-0.0950879036866973,-0.17731371342001,-0.468857787843814,1.84029044476149,1.31308606011178,-0.336794067625446,0.180001249830455,1.90683467009017,0.0294556128498661,-0.204423015118826,-0.0449053251304004,-0.403199799063955,0.11068186330848,0.444188030231762,0.156275692886276,-0.985356735143622,0.957164722673594,-0.630470156890185,1.05569713427676,2.01123054645722,0.409956853594827,-0.0386676389202436,1.05913926680681,-0.891712859589242,-0.904237193327765,0.404612506620819,0.943949193161592,1.05694161701614,-0.404242392120404,-0.689081349846112,-0.454640014492182,0.226182320688637,0.377534801605308,1.05835022262331,-0.293580141524848,1.31368037483612,-0.0630349581282917,-0.274867146557467,-0.417923758343424,0.0206387414857884,-0.744643730755157,-0.362990128300651,-0.2054456785379,0.0218283876317924,-0.209326027523792,-0.361014721094158,-0.640862126569844,0.577398970526698,0.3686521945541,0.0663290056047536,0.0479262504003692,-0.136054275037811,0.0565299196903484,-0.116757470198186,0.342893064624954,-0.466680197029472,0.528358886158233,0.351318175183937,-0.0105057480292643,-0.539485959395773,-0.322973965992576,-0.118529949682245,0.714296942443674,0.0188212918858198,-0.104622376828438
"AGGA_Ctrl_3 (GE) - TPM",-0.0133839033812474,-0.112404416778858,-0.0911529550881554,-0.110286201420923,-0.206426127241513,1.64822837743239,0.114597645245748,-0.105583489028084,1.67900279709849,2.76096679411825,2.20271676336899,1.35996032421597,0.806850359204694,0.547783606126316,0.344224598521167,0.601320648614572,0.27074294106785,0.914253966700773,-0.043282679147728,0.292566565104899,0.349046860227602,0.996541628673929,-0.337858016645616,0.266098444788321,0.916263764851492,-0.450325027301592,-0.196841764833906,-0.413278641889977,0.0864152265706244,-0.466011299353889,0.0646668062294889,0.150856611580513,-0.359254689252088,0.160033367449092,-0.598716045118989,1.41482277772364,-0.0122596506723776,0.622795093337075,2.18426818052815,-0.407741043111555,-0.343665460438546,-0.512363819677134,0.385329415408974,1.12648082932238,0.224415144868741,0.0089782201541711,0.145310178700724,-0.635219169004415,0.880019324563978,0.153011708919991,0.400917840594431,0.656306711933086,0.170841391292588,0.376265343237384,0.118605102480515,0.0361374581371123,0.0366835610914512,1.45312361489127,1.46978451122007,-0.180810710877128,0.586267573891163,1.82715052871314,0.625069647187113,0.600993536031306,-0.403889005833115,-0.193889207517742,0.294367864280758,0.501123428204453,-0.0611119408759149,-0.909141233243287,0.853371999004987,-0.609710026452206,1.89016635469701,2.22753959905922,0.553669904684562,0.139592912726846,1.23763379462564,-0.556982097215992,-0.206880620075675,0.514352038689545,0.486268473799807,-0.137784191908351,0.384777460021162,-0.664523519811444,0.942854778566505,-0.806401587401238,-0.0383624604486948,0.0253771425867616,-0.150649706028006,0.549343646235777,0.470327847527618,-0.0244605326570255,-0.17625015921637,-0.162256490794655,-0.328725341560864,-0.42172466983632,-0.2054456785379,0.306670672089443,-0.222995806273406,-0.629883083295055,-0.71625565267429,0.174463240747441,0.255030872056181,0.616350606965802,0.566941295641966,0.468907929857588,0.189087634630199,0.240286223621956,0.503510255896406,0.0616203826543365,-0.0438871862690604,-0.972877053066439,0.315513733099449,-0.812019148745918,0.0257059900717191,0.120895495301046,0.266792640034842,0.397979920404207,-0.430822537141255
"AGGA_Li_1 (GE) - TPM",2.21649251172973,1.97737308562031,1.74808823374016,1.71219023547377,1.39635613722001,2.51241405928118,0.95034982934971,0.0827417392467868,1.68188634830108,1.37909435462804,2.65460162745553,2.95565553443996,3.10549094224059,2.73539164050955,2.38732478212288,2.04844569588494,2.31224765599082,0.368243542185984,3.69618000656534,2.93476800575117,1.77917449301717,2.71531329389202,0.863887051307332,1.32015181820304,2.8345413015919,4.09354743138159,1.64631885801799,2.55640356172881,2.16206246514928,1.83029274656777,2.29908209216304,1.3565565282427,0.0975980266411217,2.55475582686435,0.614229742544468,1.77906743635222,0.376860997612193,-1.02556220716676,1.01274954559826,2.84148996187832,2.9678006090357,1.76770706548849,1.96201315141725,1.99360046298192,2.40439609693657,1.16048435477537,2.15948115913233,0.615161941097048,-0.329264403940182,-0.75176195513191,0.635870816253137,-0.00105984132585498,0.820953392683961,3.16679123879321,0.917610909760863,1.46403659805047,1.32734789326533,-0.209243323441245,2.21147836032623,1.82902992412805,3.59442746233819,1.66702667746533,3.43196038169325,3.56258342739153,-0.356647681125403,1.16414029925789,1.49186371905359,2.63077912691193,2.4081668634715,1.04900829573242,0.00393374988338919,3.41497669945225,1.94438233541217,2.17979705092888,0.64017707624968,3.02829377302204,-1.17300990192559,0.586414636840398,1.44938407742515,1.07006682465535,-1.59887877784148,0.767941514938088,1.16465550443084,4.03147029530294,0.332935871653568,-0.706328892631412,-0.150398243848992,0.461976327315926,3.79597084077697,1.49331338472673,1.22117067266243,0.108311717807323,0.605341962555895,2.24155857305628,0.0654350611104085,1.52117538782369,-0.2054456785379,2.52271538314767,1.77415107434099,3.3976185553413,2.9638615730434,0.750885141402951,1.44361499986928,1.9882539018163,2.18403696014192,1.70502832752288,1.40724288265858,0.22145092530128,1.75863373071297,2.98307076762277,1.45649776198816,0.986681880007711,2.37301592545058,1.81557805752505,2.6296060540403,2.77384638690887,-1.62350384395445,2.04269545279479,0.907697347773213
