"","B4U56_RS00055","B4U56_RS00075","B4U56_RS00100","B4U56_RS00105","B4U56_RS00220","B4U56_RS00285","B4U56_RS00295","B4U56_RS00980","B4U56_RS01050","B4U56_RS01055","B4U56_RS01300","B4U56_RS01305","B4U56_RS01345","B4U56_RS01390","B4U56_RS02050","B4U56_RS02165","B4U56_RS02580","B4U56_RS02855","B4U56_RS03475","B4U56_RS03520","B4U56_RS03715","B4U56_RS03720","B4U56_RS03840","B4U56_RS04025","B4U56_RS04030","B4U56_RS04420","B4U56_RS04690","B4U56_RS04895","B4U56_RS04960","B4U56_RS05090","B4U56_RS05095","B4U56_RS05155","B4U56_RS05400","B4U56_RS05420","B4U56_RS05540","B4U56_RS05545","B4U56_RS05850","B4U56_RS05855","B4U56_RS06105","B4U56_RS06115","B4U56_RS06120","B4U56_RS06125","B4U56_RS06330","B4U56_RS07145","B4U56_RS07245","B4U56_RS07385","B4U56_RS07430","B4U56_RS07520","B4U56_RS07845","B4U56_RS07850","B4U56_RS07920","B4U56_RS08175","B4U56_RS08615","B4U56_RS09185","B4U56_RS09265","B4U56_RS09360","B4U56_RS09365","B4U56_RS09425","B4U56_RS09615","B4U56_RS10015","B4U56_RS10290","B4U56_RS10295","B4U56_RS10470","B4U56_RS10625","B4U56_RS10975","B4U56_RS11360"
"SEPI_Oss_1 (GE) - TPM",-0.568883058504163,0.0107472094349336,-0.619637209349233,-0.911071899522706,-0.419618339498607,-0.480971031230766,-0.381607191877652,-0.159949117070258,0.321131753058581,-0.061757319693231,-0.00243260859187657,-0.0799150602404186,-0.0990017411155351,-0.138331718614376,0.562726679255458,-0.0992325762152094,1.38128736177471,-0.75990620785803,0.570083623322733,-0.194346134292081,-0.316070696632285,-0.331166295959467,0.267266112164269,-0.284120465664067,-0.317057546208997,-0.323977355537154,0.117725337729714,0.0701054833986396,-0.334153203343853,0.0269759460413857,0.867139082174861,0.599698245540657,0.823444253164919,0.323451838004044,-0.402715579630142,-0.00290314770541124,0.300485987783499,-0.356844225061665,-1.06310328071857,0.211594064879114,0.403294015670243,0.0261129286136754,0.472334502866734,0.169492964782801,-0.333701701556591,-0.233961408748449,0.346283284997918,0.0609260064804312,0.0906452501554608,-0.584547283602551,-0.495160145354827,0.386704753070853,0.562133464623718,0.0524644980297314,0.280107130892769,0.402895613181252,-0.0911644182717686,-0.649432348928373,-0.560833271201963,-0.538817161079797,0.172658628381377,-0.0707760805878278,-0.732527774394409,-0.181016659349082,-0.457357262084074,0.713554278229967
"SEPI_Oss_2 (GE) - TPM",-0.672315678346808,-0.173331998891292,-0.90434779185303,-0.982534669801406,0.169480970475723,-0.374540017870809,-0.475399284764984,0.799425022188041,0.572269395710326,1.58002726811234,-0.019311217820548,-0.32769982046622,-1.40945343193957,-0.75822151037287,2.73339315942291,-0.0126239191546604,0.0698130061150772,-1.20131505428379,1.01242393310692,0.304750347660608,-0.45970053287894,-0.520783196335107,0.628434541749343,0.0296764115107842,0.986214875841853,-0.177335974642153,1.17738352432861,-0.209616070081454,0.229618697777539,0.740585438535128,-0.128504683829119,1.30450627798432,1.0499902629308,0.00796119414836066,-0.704208991229107,-0.145475956133632,0.452340722891634,-0.440913724190043,-0.58348936074163,-0.275120340884909,-0.330326697395292,-0.804815133765092,-0.149269898727554,0.112871029005775,-0.244933860596687,0.137186509371968,1.40873089815325,1.39159821698363,-0.400618228598232,-1.02393681679983,-0.641200795670287,-0.299398306017718,0.340622388358225,-0.102501871138621,0.12922735494305,0.599162764695676,0.0776866367915965,-0.62659713087739,-0.629806147386776,-0.862339165148104,0.274007697082605,-0.233782838798753,-0.154441459273182,-0.181016659349082,-0.124151389985441,-0.42379169266926
"SEPI_Oss_3 (GE) - TPM",-0.265246390660284,-0.051714342707645,-0.451696461127582,-0.797942950388381,-0.20655642201099,-0.441574954264004,-0.400128175634203,-0.416817234021338,-0.429411343344644,0.617116926761505,0.310463426719308,0.0711837413950863,-0.0803562786249147,-0.835991376014761,1.20666637239061,0.771455357359503,1.1433823095782,-0.877879693063235,0.024555290919824,-0.302203195204135,-0.430040239124451,-0.537358468645875,0.362944173244718,0.791791520856407,-0.504061100123315,0.168060340574219,0.1505531367727,-0.335480425787121,-0.794582583208659,0.757671608373831,2.01190690375985,0.832058544746089,1.17819178218388,0.275201571472279,-0.151198735771582,0.492880338785086,-0.242342952598107,0.138647145684057,-0.888943110134164,-1.04518206326168,0.251578929163398,-0.105983479198202,0.375964607309039,-0.346687397286705,-0.396145999619524,0.109520521207805,0.61450118224748,0.155608429282643,1.21948930293676,-0.537417616913619,0.383340310279415,0.0824907865198979,0.384343740564511,-0.531135844045474,0.2571513367303,0.912013549653261,-0.244033079913577,-0.434986105149257,-0.318503591122532,-0.207609385139617,2.57628999661781,-0.768314910330914,0.0598714260508658,-0.181016659349082,0.737331135921093,0.308200072445706
"SEPI_Oxs_1 (GE) - TPM",-0.0968527475410992,0.163817757322795,-1.07801494223914,-0.909047902648167,0.145017487503867,-0.579043939390658,-0.399065007584861,0.233711938795044,0.139183739794016,-0.709212738110628,0.544936556815306,0.199222799385951,-0.781386946625093,-0.779165747547839,0.261646781268778,-0.0286234790192214,1.01402681200501,0.817011457131406,0.562356582719528,-0.661590386439542,-0.219582261614665,-0.268763646355927,0.485810147451394,0.0670552555517776,-0.523795965545149,0.740997499364836,0.304765096448,0.179187583808079,0.641607555952891,-0.193957641292588,-0.541076410361166,-0.0722134883004324,0.73920682703385,0.618083787381271,-0.299330071610156,0.261914781564144,-0.298258003757988,0.58371922834832,-0.151336767806076,1.08280771132282,1.27383034047105,0.74357278922429,0.553431047418555,0.240801889380875,-0.824894110465708,1.49156381660769,-0.300510037100961,1.17465457162247,0.560640693162812,0.389093991817695,-0.27025782011178,-0.495352612300324,0.328143073267984,-0.35847899700623,0.379977052411093,0.490286996040882,0.0549194487328146,0.227105060914193,-0.297065247691481,0.11495573868124,0.0586076895816687,-0.135036020343158,-0.160814858662346,-0.181016659349082,-0.0661587711861967,0.592732570207599
"SEPI_Oxs_2 (GE) - TPM",1.24771480934509,1.43450338764637,0.542128865521762,1.48720214999482,2.31373400843075,-0.507726720011466,-0.426043456703845,-0.368279539088963,-0.582384830777258,-0.582665461859743,-0.0541774114398383,0.43645149553046,0.554773327674755,-0.0120999297839313,0.0684510364023626,-0.139716177395322,1.05081722595657,1.3154016397965,0.576813217878411,-0.161401012853826,-0.637889435181756,-0.236053318241338,0.238928224624247,0.0153745945178982,-0.110395101361544,0.652318182794794,0.128655908329599,0.925417117541942,0.44535996208391,-0.0167864153405214,-0.640182986487796,-0.579876360804511,0.192522477252794,0.0244621389850542,1.23090922232813,0.797619497907783,0.832653683608987,0.30001247198278,-0.2259260051377,-0.252336227507045,-0.264799966365069,-0.893261373684381,0.521560739200562,0.271347227589252,1.96794195897362,0.601970124226113,0.372698957950795,1.63934650835026,2.46087081132159,1.99284413505148,1.05002951300867,0.712274418634874,0.207492493134476,2.18387162865919,-0.448652866756347,0.0778131963251652,1.00560657839947,-0.473943911166077,0.0664059465428595,-0.293615782901639,1.65029454471159,2.79029054526292,0.627684756522091,-0.181016659349082,0.316280770944529,0.512278871556724
"SEPI_Oxs_3 (GE) - TPM",0.1001047964313,0.420044940511791,-0.291108572564505,0.0355880048201625,1.0177456338229,-0.455293910705013,-0.444418323313643,-0.466450975709061,-0.161343023035107,-0.712555333790871,0.182776075317958,0.177646691758703,0.248913425026092,-0.87358730982406,-0.398471179165447,-0.0937446197068568,0.78770103394424,0.121910560876932,0.578649599243928,-0.785773420133011,-0.385609805584925,-0.638910757048869,0.624373152097662,-0.366027979045461,-0.37577286196317,0.0367771288631339,0.173528067681839,0.104448485446203,0.0953370369408426,-0.985765707465873,-0.626149050012387,0.141033106402634,-0.0587930435979265,0.42215189655935,-0.177368737131017,0.442642429771188,0.227067896874805,0.0514537495303326,-0.554882346622266,-0.0369602828811444,-0.957099807986774,-0.0434859745471077,0.45321377893007,-0.54127726270468,0.765632774262823,0.232623458181081,0.21145206540428,1.11846729669174,0.285824888026752,-0.329793605595884,0.572781580512026,0.0939108304391732,-0.387471874856586,1.22743990556353,-0.238403949600724,-0.200448589970868,-0.0285229996710407,-0.316043687463644,-0.458457552567061,-0.609591597860875,0.93262393344966,0.579904292074408,-0.314803430055783,-0.181016659349082,-0.786615465977506,0.350939621278228
"SEPI_Sp_1 (GE) - TPM",-1.03036882399238,0.632371804103051,-0.465992083804872,-1.07572118515588,-1.45195381822223,-0.337574253739982,-0.257343691544322,-0.00761028802943549,-0.919464474584096,1.31886916576563,-0.641292152906736,-0.237654357022351,-0.880328463083376,-0.105438182114987,-0.0914759758705246,-0.353576156479435,-0.260887661262281,-1.27538801487618,-0.474590569726462,0.637322652405066,-0.508908859783485,-0.365056400745644,-0.87300424848959,-1.00958933745357,0.0364905155531053,0.578403436726239,-1.15049803171566,-1.52388137471728,0.0975923444257745,-0.810507111195637,-0.240617713284699,-0.197998087621498,-0.921017455932728,-1.45421859287002,-0.682926357215118,-1.33412034247321,-0.0258758611297761,-1.47575438977233,-0.514559186280409,-0.327764863658581,-0.0790843747464905,-0.141082452700509,-1.55883676457395,-1.16239678415208,-1.22652698928309,-0.812402391394561,-0.878584608136099,-1.10407438746188,-1.46313490011536,-0.698278190258445,-1.01210882855438,-1.57194883152363,-1.13808925569127,0.216343795201044,0.593524241751347,-1.59153389925483,-0.995827219674152,1.38780131465131,-0.90523548357313,-1.27506142395358,-1.57109389596108,-0.695751506564723,-1.09366008406492,0.3435515970789,-1.31345182635156,-1.16502686127641
"SEPI_Sp_2 (GE) - TPM",-0.975544344993596,0.262618186273812,-0.783744307587568,-0.554725134916027,-1.45331134905955,0.0610524927219146,-0.07147284409745,0.595998540027999,-1.16640905295472,0.966830883183823,-0.813238920970506,-0.32863663107852,-0.0511865827855642,0.532943204418024,-0.910281049222632,-0.60682053134951,0.0922829417393053,-1.13545303083489,-0.179144931153593,0.414482985423328,-0.470939668519816,-0.45261118663419,-0.759650514383969,-0.962942863863898,-0.959914729077114,0.397103696142513,-0.785307824708489,-1.48998341970934,-0.152767865691258,-1.13324590301439,-1.40892911360936,-0.442074759155724,-1.24948481446283,-1.55555679501907,-0.938948356881803,-1.35441631335075,0.0100758815118516,-1.56038646631507,-0.907497012649127,0.0892951148326662,-0.488832580900151,0.140797464024891,-1.44311778236826,-1.01595340059642,-1.08857104821222,-0.710199689715256,-0.878401197385308,-1.38877587297687,-1.52917676751654,-1.31156673706707,-1.2380798957955,-1.87489094828097,-0.625587252883253,0.130358885784877,0.290440523783966,-1.58022590421877,-1.55554123034955,1.23221615637259,-0.654550999039868,-1.30632826271278,-0.373166114449272,-0.928761761008327,-1.06785095927397,-0.181016659349082,-0.903785969964421,-0.926564276766708
"SEPI_Sp_3 (GE) - TPM",-0.36954249528188,0.464866011225797,-0.598435109128596,-0.68909228843918,-1.47461449836589,-0.110973127320838,-0.0874228150826,0.622040400731987,-1.10447529735834,0.823171596680576,-0.733269156287902,-0.405000012120819,-0.135156532397514,0.203507716575805,-0.87675743445121,-0.632563325394308,-0.137401817815676,-0.404424463672572,-0.636973295955821,0.163386917549566,-0.493471615659901,-0.0436348444810639,-0.870307645879013,-0.375758791165376,-0.902187114076936,0.457177852192984,-0.114226129665733,-1.30654948832253,-0.105476716123473,-0.55931593992516,0.191094076711234,0.126624544752308,-0.759745995837269,-1.15079875426993,-0.98960047981254,-1.11998543593331,0.0116737628289703,-1.01395565108311,-0.264757375978304,0.0627314151686377,0.535010419439393,0.189377887694314,-1.4514939269981,-0.833030167096914,-1.25420123103879,0.143503827464961,-0.527441377891957,-1.20302938631815,-1.06863287855853,-0.241865229818924,-0.660615966104627,-1.5108452934398,-0.595647559830701,0.0945902024540403,0.556353981695196,-1.2475468672527,-0.71677170565945,1.61338938968724,-1.13356474659045,-1.15233257424553,-0.619182076355476,-0.678980402399272,-0.351256316507451,-0.181016659349082,-1.01702642597873,-1.07443804548885
"SEPI_Tm_1 (GE) - TPM",-0.903485535418526,-1.09023091171868,-0.387343995939589,-0.107821162865976,-1.0183567108401,-0.481409751000039,-0.375195777225352,-0.997097295316506,-1.57452786706794,-0.712241714902912,-1.65630943945747,-0.987521750937774,-0.597821571586044,0.161470071268257,-0.660569305098682,-1.1298782604024,-1.13767804415891,-0.434847210316757,-0.588486298878525,-0.464643186416456,-0.443409274746859,-0.802477123544801,-1.7465207855466,-1.13650221186031,-0.849995171263736,-0.622251360781597,-1.542931059257,-1.08524692137971,-0.349816594111303,-1.46009226602728,-1.48109906002233,-0.640529821538629,-1.66186403246555,-0.904024714046994,-0.787879341339459,-1.56439571757696,-1.1478868895085,-1.05315475406716,0.030872420213558,-0.681348897276937,-1.03628106771173,-1.38271836223537,-1.97999570548205,-0.618158372952339,0.144641270136291,-0.277705845284723,-1.32470853367594,-0.944774407522057,-1.01420731907373,0.553213968449229,-1.36205670334427,-0.403602178268022,-1.90077993616248,-0.942904756500774,-1.5241277875936,-1.84748393317689,-0.806068830069812,-1.22948628899422,1.45762609332303,-0.27532378953811,-0.84036130506254,-0.0461024499729004,-0.204002114498969,-0.181016659349082,-0.861675664354339,-1.64207633924595
"SEPI_Tm_2 (GE) - TPM",-0.732057092479593,-0.899106552697058,0.365178312767599,-0.137196678138592,-1.05645085217798,-0.288317033051062,-0.339014830043284,-1.46702950730262,-1.5018804639747,-0.371240314359641,-1.61173628198346,-0.931691429676185,0.123651162187199,0.987291074645535,-0.00874648177910666,-0.694547196636434,-0.512359819984297,-0.0439451698182355,-0.877999992432318,-0.324986395819628,-0.50370091474165,-0.616083096483061,-1.63937384666378,-0.668025552896771,-0.455049101445886,-0.735069950074307,-0.62283020153677,-0.867197743865243,-0.13798034578449,-1.50212446762511,-1.77256377949735,-0.781265283108514,-1.51474070068714,-0.917520912270742,-0.656257177541489,-1.37689205259011,-1.11308664346427,-0.813302898653982,0.132858308457712,-0.76442187847878,-1.31966763539301,-1.60179835410889,-1.91482693486148,-0.506357925963544,0.457891946120158,-0.424128889496894,-1.09549589407149,-0.732491952818973,-1.02938114732028,0.0958314747689827,-1.35169138689736,-0.49875167453071,-1.83262579944429,-0.961238238296139,-1.42573806401696,-1.76637067412264,-0.403293213108804,-1.0435340985124,1.1294531894642,-0.227539259461422,-1.19359884432971,-0.172990076078151,0.410068413542344,-0.181016659349082,-0.0118018104133571,-1.46245930421609
"SEPI_Tm_3 (GE) - TPM",-0.798246655529301,-0.74916598662298,-0.132229819109808,-0.123763604518165,-0.700463418475371,-0.321761517723486,-0.35323794872259,-1.0333783916071,-1.54786935333784,-0.394431968318598,-1.62017380290557,-0.947161653951409,-0.582671216787399,0.924729055406408,-0.0358679160984991,-0.63357915062747,-0.611530737401616,-0.160166891392982,-0.744753888947223,-0.154737711710674,-0.516701995127396,-0.385809474307459,-1.58148472582965,-0.661598197548061,-0.73907539011701,-0.126680119502173,-1.06628045698291,-0.96549769469662,-0.521214229585559,-1.35900806004188,-1.70883484476685,-0.704075609604964,-1.5533976909015,-0.801094085591515,-0.384373775995042,-1.36910788562781,-1.25165404534295,-0.708502688750974,0.559965800421587,-0.457861835712842,-0.559756502472733,-1.23092225964503,-1.87146848906532,-0.335537454731419,0.254083837045165,-0.449230122392597,-1.07078741560944,-1.0380100900257,-0.920138800639127,0.596292491201375,-0.691932862054956,-0.351261304322601,-1.7611805875842,-1.0563270888567,-1.38579274138061,-1.83849606594436,-1.0348418708697,-1.08684986243357,1.75296004638072,-0.364228773046275,-1.04413150431854,0.0101052474443153,0.128469619120845,-0.181016659349082,-0.14206500151127,-1.64872899370854
"SEPI_Vic_1 (GE) - TPM",-1.06152350816635,-0.902987645956336,-0.971123499343365,-1.47174321680819,-0.326631299921819,-0.595421124518252,-0.366196792065045,0.0743662595349511,0.00231055348786443,-1.35017521507815,-0.966801118199409,-0.799365521326524,-0.288552553197435,1.57321683475888,-1.60241981278532,-1.0774566971911,-0.834099372296349,-1.39664757563051,-1.48385193453079,-1.41636585896429,-0.677656051104218,-0.810657204860981,0.478353024949429,-1.6857290083969,-1.10273571376969,-1.58835092137401,-1.00008221418887,-0.799802136439621,-0.268963823847486,-1.00657061877379,-0.836229279229992,-0.557304310327357,-0.832169505282482,-0.69511180848176,-0.578058947184078,-0.298660359957835,-0.0115491249138557,-1.37266933205588,-1.44015845654124,-1.24594773183374,-0.801632112416161,-0.778279246922303,0.713442976657748,-1.39711795672224,-0.717274503960479,-1.08136816246075,-0.833219687565456,-0.653091302505136,0.64783651513256,-0.834818882307971,-1.34372928965377,-0.446504626674911,0.539463635131974,-0.915218261329386,-1.17135956264284,0.537633180391817,-1.09584750939874,-1.32927164792437,0.692205845973603,-1.26699025965726,-1.27562591511626,-1.03586515437331,-1.74170783498701,-0.181016659349082,-1.79495384873134,0.548071334269429
"SEPI_Vic_2 (GE) - TPM",-0.832645487356139,-0.786092388371788,-1.12736599929095,-1.52997008134301,-0.85848897000089,-0.593797728276628,-0.325966881463349,-0.284848822653098,0.349269821307928,-1.36058812961949,-1.02344051355417,-0.841001540622151,-0.363479889226734,1.5162516110486,-1.77483134646702,-1.08696361301448,-0.905215929354497,-1.41065371867113,-1.44468292846738,-1.54745088667922,-0.66367110652092,-0.818386646326617,0.235191899219687,-1.13786636593787,-1.33232915254214,-0.949464379056789,-1.22547928513131,-0.945099110663314,0.128488661445891,-0.95618099943935,-0.915763174690358,-0.736857831928158,-0.521477018670909,-0.318516472450177,-0.597361241249587,-0.314589232662203,-0.187968889630634,-1.39537593154595,-1.40011740274829,-1.52040241942934,-0.880867433412133,-0.221604742460038,0.458461910416831,-1.24080267259751,-0.506261717436327,-0.606747381949786,-0.866603456073931,-0.857367059195695,-0.306901743651821,-0.420747527229443,-1.4559021109783,-0.501000486148024,1.12198583210558,-0.788539920919889,-1.05578304575093,0.389762603414716,-1.1382266026569,-1.30176206515034,0.637250108225317,-1.36292656111889,-0.730576685625958,-0.858084814759283,-1.74475721779251,-0.181016659349082,-2.092238762149,0.247154578569727
"SEPI_Vic_3 (GE) - TPM",0.276112482496925,-0.177779592292253,-0.345956116212448,-0.179198117471602,0.34120021252353,-0.267510945167644,-0.409734732864888,-1.65066843768878,-0.362373236895323,-1.02892758577143,-0.302180313303562,-0.13881722131217,-0.196011495100818,-0.575538909799512,-0.0950325870465488,0.155828447949445,-1.27964241642068,0.44613532416072,-0.28059034992739,-0.533570469905707,-0.377843885781602,-0.683136707923036,0.507984320863291,0.503066152322083,0.0311770079999913,0.731102083712769,-0.0221135766717762,0.4319176745009,0.569723042631851,-0.297471770068634,-0.110966061058384,-0.597625672813617,-0.267146370516221,0.322375304955714,0.893614823965458,0.930084801006385,0.18767686011551,0.302933566758801,-0.321881497487448,0.187145151484402,-0.0974042473635857,-0.324495961906987,-0.174770088130031,0.560201148305958,-0.174228905280889,0.541902132041988,0.585057260877048,-0.236600999576866,-0.600836765820706,0.298983082043555,-0.162003865418163,0.218966968501029,-0.168956484509549,-0.589343916454588,-1.17899352770905,-0.10375360544524,0.0893348588776087,-0.39216739581874,0.49597398801766,0.198262442741528,0.706371958407886,-0.125426174323925,0.832560929738732,-0.181016659349082,0.269838042470201,0.069606968714939
