"","pWR501_0025","pWR501_0034","pWR501_0083","pWR501_0101","pWR501_0113","pWR501_0117","pWR501_0127","pWR501_0128","pWR501_0197","pWR501_0217","pWR501_0220","pWR501_0247","SF5M90T_4","SF5M90T_10","SF5M90T_22","SF5M90T_173","SF5M90T_192","SF5M90T_222","SF5M90T_240","SF5M90T_241","SF5M90T_452","SF5M90T_465","SF5M90T_603","SF5M90T_638","SF5M90T_676","SF5M90T_749","SF5M90T_837","SF5M90T_885","SF5M90T_926","SF5M90T_940","SF5M90T_996","SF5M90T_1057","SF5M90T_1261","SF5M90T_1292","SF5M90T_1338","SF5M90T_1615","SF5M90T_1633","SF5M90T_1729","SF5M90T_1922","SF5M90T_1944","SF5M90T_1962","SF5M90T_2048","SF5M90T_2073","SF5M90T_2078","SF5M90T_2209","SF5M90T_2358","SF5M90T_2385","SF5M90T_2466","SF5M90T_2775","SF5M90T_2795","SF5M90T_2816","SF5M90T_2844","SF5M90T_2851","SF5M90T_2885","SF5M90T_2892","SF5M90T_2895","SF5M90T_2904","SF5M90T_2907","SF5M90T_3009","SF5M90T_3068","SF5M90T_3118","SF5M90T_3176","SF5M90T_3192","SF5M90T_3195","SF5M90T_3325","SF5M90T_3336","SF5M90T_3393","SF5M90T_3418","SF5M90T_3436","SF5M90T_3439","SF5M90T_3491","SF5M90T_3505","SF5M90T_3565","SF5M90T_3572","SF5M90T_3616","SF5M90T_3705","SF5M90T_3749","SF5M90T_3760","SF5M90T_3785","SF5M90T_3795","SF5M90T_3841","SF5M90T_3865","SF5M90T_3866","SF5M90T_3937","SF5M90T_3987","SF5M90T_4016","SF5M90T_4034","SF5M90T_4041","SF5M90T_4099","SF5M90T_4100","SF5M90T_4139"
"SHIF_Li_2 (GE) - TPM",0.877152809699162,0.312634568281433,1.47290724114351,0.581850572243772,1.10427944346153,-0.0646341431210272,1.0192107513973,0.676318446559198,0.587935079897051,-0.0852008506641571,1.70886604884459,1.53137784135904,-0.0930019944021811,-0.568285117993559,1.67233828947138,0.837899417788184,1.53428479627406,0.744798852326952,-0.70580502079503,0.368330705299894,0.0211306766298241,1.45255068650931,0.269501885324611,-0.0675805300577612,-0.0666099457206256,-0.904447488692199,1.16241826391859,0.439197904031836,0.901297198399349,0.856176593647893,-0.179148574558165,1.8094984952873,0.426655392180566,0.86946351671997,0.758544083848263,0.82926126038882,0.878518070958923,0.609412084650118,-0.0723410172762752,1.00776988346122,0.653456294929817,-0.290967721785534,0.699945774470049,0.0737222821134433,0.454392775878992,-0.461508105729148,1.21605688145334,-0.172264587544213,0.460527795444387,1.39333520459839,1.0423922767516,0.692678207866871,0.621680744527694,-0.380938164095759,0.11495372024323,0.15658815005552,0.754855970270005,0.825056213887817,1.26771762156823,1.42160543110744,-0.106923184008302,0.318885106758863,-0.031349414894802,-0.0798289525243338,2.06420066643682,0.0852579440356461,1.87406361507467,0.921177274625124,-0.0793047526868547,0.632518491729372,1.55759792933721,0.936927128094969,0.876928655846972,1.62560972331725,1.04107229588746,0.974103274648995,1.32306334434608,1.02309255556643,-0.274826747203768,2.17131240540287,-0.076268762341572,0.713081464545636,1.52219348880724,1.03705269386761,2.36543568230899,0.835275455630411,0.1430586503232,0.130869728956198,0.037064357640923,0.756654935984911,0.67424486550504
"SHIF_Li_3 (GE) - TPM",0.402839459649569,0.558379407175352,1.15234420297347,-0.244833941573774,0.0262020000374151,1.97340608959471,0.912936110781422,2.2924339901183,0.99650652662609,2.00735788515374,0.710159977139319,0.819255142593234,0.14202673189992,0.158679305817969,1.53304135164454,0.490650825339156,1.62682673872615,0.403071559190269,-0.70580502079503,0.139914652307653,-0.00488124014302539,0.802083267012101,0.705772175147019,1.00709332772695,0.21240789607878,0.124356678854577,0.6426861043332,0.255543008795081,1.02517487467157,0.50419043142278,-0.52335157085972,0.895055596442475,0.904032629204803,0.307483688990425,0.889494102290097,0.227745378859063,0.133350178378647,0.858517601526282,-0.838913628817323,1.61570676216053,2.40883059622185,0.89632630209581,2.14655612661933,0.959705068935397,0.893930331630661,-0.196763893325407,1.07407482348777,-0.816349508299281,0.127354940358417,-0.334006288345449,0.318937528270503,0.55343158850993,0.359501544869561,-0.0870414799347501,0.173030534784516,0.600077410431436,0.314815411262032,1.10190026420051,0.375662436274416,0.487123461009075,-0.156529480595439,0.231565716853398,0.0931653365532633,0.105687460471549,0.396102206199195,1.48702166833364,0.791002666881834,0.648810579616382,0.411813856453129,-1.20688700846241,0.986419817402023,0.348708496822596,0.866303318107722,1.12786562968443,0.766020931255301,0.803277334632347,0.872554231302076,0.302979579655974,-0.612227413104467,0.238466611100241,0.10992644098372,0.934017770658213,-0.098243530171623,0.601047170122473,0.874133311278145,0.729298433438832,-1.13386504898903,0.844421883118561,-0.00747863595864311,0.543829076360069,0.814541057539046
"SHIF_Mig_1 (GE) - TPM",-0.378441384995022,-0.0237123457131321,-1.6882334100436,-1.25111823754975,0.205681851391725,-1.1779725558476,-0.340631303831217,-0.346094882072282,-0.965533325655552,-1.13037431819462,0.605360920397122,-0.351748336671025,-0.429996014590245,-1.22754565027853,-0.799018822746674,-1.07198915132658,-0.834307344728612,-1.65745954393499,-0.70580502079503,-1.23737768410584,-0.0121980932645176,-1.11379186565111,-0.200450426149372,-0.0362346913566321,-1.51945461079958,-0.275876222130713,1.52557695688061,-1.56147029633086,1.3906141050704,-0.814467252075311,1.3914460525921,-0.367111784562373,-1.10329944961124,-0.813261013797077,-0.833632204629273,-1.45402146845619,0.0287684161684729,-0.909121864074707,1.29464651200136,-0.590878286658196,-1.2476598407181,-1.47658906740394,-0.89769379520747,-1.16455725720496,0.036348861169209,-0.724276221851683,-0.614207285549623,-1.33905111065826,0.466076671152764,-0.470110395870549,-0.919213530829281,-0.475234394594763,-0.788591526374357,1.11249906018324,-1.15909274621022,-0.625270941328123,-1.09749566377039,0.335692256551987,-0.260263583490677,-1.29894326002447,0.54948964857121,-0.870556073857092,1.82732090276151,-1.14193040260649,-1.4687431212403,-1.27862993134249,-1.07705375493573,-0.200338650689045,-0.654362489762859,0.57687348264211,-1.70255731540438,-0.490438095947019,-1.21618329695634,-1.4447633798966,-1.45697805925157,-1.43959403420174,-0.973465020451508,-1.49690146928411,-0.527995594919578,-0.275656994634614,-1.01924872361916,-0.938280212781582,-1.3150723533207,-1.17875885716153,-0.933600478678797,-1.89334193362098,-1.13386504898903,-0.415972013823319,-0.716135864261747,-0.569156964070564,-1.37792770602069
"SHIF_Mig_2 (GE) - TPM",-0.376197082328206,-1.05546257713806,-0.490583752792329,-1.0772135537068,-1.37633649797091,-1.1779725558476,-0.736527817826881,-0.864877232769997,-1.10374356061381,-1.13037431819462,-1.0790061007342,-0.633006928671274,-1.43972465518808,-0.72018674226267,-0.949030172259222,-0.149433286162553,-1.22673208867741,-0.267435567104094,-0.70580502079503,1.31768725075027,-0.826895775861145,-2.20192508205474,0.0807427377393943,-1.56958109759208,-1.23705170862577,-0.431942244094656,0.192089974317657,-1.18693615833123,1.05711282798768,-1.61819911487415,1.2514486285337,-0.902746786740421,-1.11444523105208,-1.22607082694381,-0.458997805562634,-1.20331423671544,-0.514557319458919,0.000976617049530739,-0.679343717889059,0.0562435865809509,-1.66117339680054,-1.47658906740394,-1.03864470627343,-1.16455725720496,-0.632853192914875,-1.18470663122195,-0.271715893245173,-0.0545679162709064,0.189134970414652,-1.03298681786556,-1.03361351644135,-1.20154797551125,0.571827071794956,1.24507654677175,1.28699399937019,0.479211136817738,-1.09749566377039,-0.472171634171984,0.594742063983275,-1.80228766535495,0.776004339003737,-1.05953173895965,0.68213927613988,-0.18143319198486,0.26102795895173,-1.31105761596562,-1.2842724235116,-1.61011341807513,-2.09428378095261,-1.54675336472061,-0.439999072653537,-1.70653713589584,0.111540335949302,-1.6825131817458,-1.567036217613,1.12091794816144,-1.06861192800392,-1.28642467169009,1.50491502644463,1.70732506266473,-0.98076002116911,-1.49044817991866,-0.41211905113153,-1.11549259817171,-1.33775834287888,-1.62139871269685,-1.13386504898903,-1.78524159689034,-0.722756100277826,0.528799296264658,-1.43252072853656
"SHIF_Mig_3 (GE) - TPM",-0.55584481570727,-0.0665574009459933,-0.0812116764298756,-0.808701175379152,-1.48413504964623,-1.1779725558476,-1.12130118900817,-0.99999102406357,-1.00563349656985,-1.13037431819462,0.0135298769693175,-0.24513751678284,-0.758684923294404,-0.0586523333605029,-1.13115738479079,-0.961321284757774,-0.116598732785939,-1.65745954393499,-0.70580502079503,-1.23737768410584,-0.488076107872934,-0.982732438088552,0.677307614601213,-0.996904691507376,-0.79049105413101,-1.7036262996258,-1.74108007929071,-1.56147029633086,-1.66037976133806,-1.01784126659221,-0.363380445823085,-1.17213542535841,-0.954705213976292,-0.928301765477584,0.0618838961976358,-1.29554486155974,-1.08154461743623,0.496970068929648,2.331841556504,1.38269258950957,-1.04341486235371,-0.421808818742968,-1.22397795850116,-1.16455725720496,0.431504174857966,0.219750003873811,-0.742537353627668,-0.959618305171297,-0.504136456695889,-0.582516247784218,-0.693500264805602,-0.951880210668919,-1.16207113284808,0.475143855930344,-1.33831930532623,-0.572611442887169,0.550436810961427,1.90888690609245,-1.58562961939436,-1.39267625744146,0.815889525257458,-0.358485705438342,1.04572876249047,0.185204890446801,-1.4687431212403,-1.35369606501561,-1.21638800861801,-0.875598974890015,-1.01871605977943,-0.489239780344596,-1.32960108033435,-0.749770936990526,0.264486565375739,-1.23304467222484,-1.86915056315839,-1.43959403420174,-1.84390435702553,0.446994466763136,0.201957963013863,0.699833598590863,-0.0736463666633586,-0.818375889546156,-0.557825872659452,-1.29005646070469,-0.845836830625354,-1.40129378909405,-1.13386504898903,0.26034544170912,-0.984332923931887,-0.799829869317597,-2.03251191477126
"SHIF_Nd_1 (GE) - TPM",-0.439131448970921,-0.783017877619928,-0.446556103798776,-0.146362494732383,-0.0243110199887644,-1.1779725558476,0.101582468948964,-0.789907741487773,-0.16683096149475,-1.13037431819462,0.353908623892817,-0.691848183988051,-0.323285842943692,-0.787446897268551,-0.879516187500438,0.218762353976074,0.0168705072598346,-0.306406136603347,-0.70580502079503,-1.23737768410584,-0.610095010686464,-0.213219839190593,-1.01072117257014,-0.537121491015671,0.914105796809113,-1.15427907660653,-0.36610665474061,-0.428920890985692,-0.290814078016423,-1.30895180754574,-0.615704140129149,-0.196573174666035,-0.372091065707165,-0.530654008129074,-1.02052267139779,0.508990165860439,-0.504470013795766,-0.974912541586209,-0.162592400028301,-0.597689406622763,0.645852634782305,0.15337855628992,-1.02949929780591,-0.029649913584549,0.30852070385682,-1.04392044722098,-0.0703291146476184,-0.777160863036104,-0.5416751318835,-1.18706029179658,-0.834464423122073,-0.581291568286696,-0.255319136719591,-1.27416455523094,-0.504748785631325,-1.42203373068006,-0.107161101187837,-1.43472637439755,-0.440652796177363,-0.187409752164695,-1.05029941345278,-0.914947407429737,-0.548585487322444,-1.11873650488298,0.0257238973038829,-1.23285733990155,0.848199600137602,-0.456355673767023,0.121837304316547,-0.593474996811587,1.90030693005247,-0.200821487096998,-0.0940545767327718,1.13651355411568,0.486120264708629,-0.195231168325503,-0.169334556199095,-0.315278802109224,-0.364137379766165,-1.01579452121674,-0.157202073611716,0.0771594267444874,0.0501426186017124,-0.729982894806865,-0.610899087144793,-0.141298673237996,-0.256120946513393,0.322142475175667,-0.617381618787908,-0.375701702016458,-0.617718359305506
"SHIF_Nd_2 (GE) - TPM",-0.568715244661738,-1.0290889993927,-0.13385594560808,-0.616087256597903,0.0328457304884963,-0.219945192332329,-0.0565324117700368,-1.43770100477716,-0.256278944645548,-0.410877158970862,0.292266863377527,-0.871043142693441,-0.125699221943101,-0.138530940639269,-0.87293070279217,1.27310309517097,0.0609028392993293,-0.717849264422121,-0.70580502079503,-1.23737768410584,-1.02819260813319,0.0255532424616736,-1.18747778738535,-0.461748787222613,0.220661352303881,0.130222026954127,-1.52381283837185,0.565180401596375,-1.1705303746642,-0.069690358340251,-1.07726249582913,-0.660401688784665,-0.692476995460832,-0.765967468123637,-0.531057433796648,0.0796292501363636,-0.638590737992837,-0.497063867154903,-1.06213205053518,-0.0959331323100398,-0.964065047260632,0.563864543024289,-1.56607568129356,-1.16455725720496,0.599802971651972,-0.691639352812422,-0.399736718891756,-1.55223133414404,-1.19204025879536,-1.34895428653838,-1.04224486593476,-0.287955465606252,-0.149841517569977,-1.18573612810261,-0.502746355828128,-1.3328041814869,-0.389074323883499,-0.590423197511914,0.525036106394597,-0.223150920718532,-1.03305118328369,-0.788376168547137,-0.361009950674042,-1.28186243682378,-1.23488950193586,-0.217834136919485,1.3062607805001,-0.280404744954338,0.333160591720496,-0.523882765156825,-0.639162161665014,-0.113591782773249,-0.182091762275998,0.690161362273175,0.984500130641893,-0.747265435376988,-1.00538905271147,-0.793195040607078,-0.0954570061682958,-0.466999484431343,1.26499632449883,-0.49528877847407,2.3471272303786,-0.827614583931768,0.0048447747960423,-0.911058784958789,-0.401336747442616,-0.466191028778255,-0.739609982137765,-0.348349559574643,-0.436973300109823
"SHIF_Nd_3 (GE) - TPM",-0.448425105953657,-0.43127233282935,0.141401370701883,-0.464220470824244,0.294383050866306,-0.614132618244976,0.0868213335043852,-0.186535200687052,0.225977776329824,-0.389328513637945,0.173520690881682,-0.638792790513909,0.158216548209012,-0.0293371170437595,-0.336371334952105,0.483634308143846,0.420937670081636,-1.21505898506798,1.4786007922286,-1.23737768410584,-1.40820062793986,1.34539450927956,-1.18669753357343,-0.0482325183569553,0.201164113415361,-0.0846794430838745,0.355485264019598,-0.846256250218625,-1.08378527528059,-1.16251741212198,-0.430767885847214,-0.540636706263784,-0.740757942876435,-0.813698969639477,-0.477645142249686,-0.0467380735094488,-0.398294482598102,-0.67781442487009,-0.717016123375249,-0.410518307533626,0.448827625914256,0.124602825751758,-0.481322792322176,-0.746480447240746,0.51682907773499,-0.440257727441706,-0.325484698722876,-0.800642473389952,-0.818424950350371,-1.2043358527238,-1.15707278780253,-0.129928173216883,-0.0485011517917258,-1.27649767989237,-0.662664059190938,-1.31952020869787,1.40412125776061,-0.863521494712824,-0.524209929265383,0.352977128235891,-0.680467250322485,-0.883639042731297,-1.08890562103962,-0.98055766153117,-0.642946186427593,-0.902514962536057,0.360071319512617,0.194369408805261,-0.359489057381611,-0.744082770429927,-0.317136034670648,-0.000953253645401865,-0.24343807824918,1.0428719822021,0.741179315304765,-1.03212914455665,-0.856900363641807,-0.315441723641693,-0.604633285521013,-0.431076164579588,0.485039988853225,0.041657652129041,-1.3150723533207,-0.777469701919398,0.093504308275776,-0.810631793175442,-0.271616792474556,1.70818706826826,-0.38850593460019,-0.594577557066555,0.0399334068018377
"SHIF_Ns_1 (GE) - TPM",1.21138866925824,2.130778824631,2.06609174054457,1.9264800985668,2.20312621655248,2.17506683659968,2.18422057374361,1.78658467906497,2.16137223101792,2.80430961136167,2.61193512760203,2.76393032301286,1.09381519796863,2.75764049965564,1.12499618464458,1.57903581460923,-0.0191041296338099,2.45326631012257,2.33877525901201,3.2962872003671,1.66483481882259,1.66743451841814,2.09680966331722,1.86348734777365,2.17810407252414,2.93464255206702,0.94742545623012,2.31517152126118,1.55420278597654,1.76910683365704,1.34263334829193,0.506185743600759,0.60157857681116,1.38245653101868,2.24461519872193,3.63400011536121,1.7544873437375,1.65333829360734,2.18470059643134,1.57131554250226,2.25999513751668,2.98682815552973,3.24727679988837,1.55474176225127,2.59528720131835,3.82525281472264,2.41815819094006,1.33264760981852,2.11071929539976,1.51886393227757,0.991095581589011,1.63008236110276,1.60965237942251,2.93638331683593,2.9834207001976,1.80140049765748,1.42067847555727,1.08543924433038,2.31355549037289,1.03046770335598,2.88258446895447,1.30029608871796,2.5591633761484,3.24653331407296,1.60053402224628,2.8787882168508,1.29340481417534,2.29974303119238,1.982995630883,2.92823026384717,1.52021694649212,2.82905257032405,0.469111696601755,1.51380168066037,1.67476241186556,1.58929265658085,1.82453841638554,0.646098970052404,2.82240092391088,0.87067189457353,1.43798746864011,3.17956453891928,2.95742198788071,0.623376687154176,2.08044495490023,0.956917110541475,1.67029770538257,1.46080482904104,1.67845024616557,1.90499671366306,0.755680378016141
"SHIF_Ns_2 (GE) - TPM",1.12584224479591,1.46706224905797,0.550521354488165,0.198334066114948,1.15364491033326,0.84130184366966,2.14448158263326,-0.072830032382351,0.91736823847558,1.06857141388806,1.59771879465055,2.41075184564675,2.19429417060273,1.44303339173351,1.5805664881222,1.55387530335807,0.313737111947124,2.30345233781798,0.858793172238312,0.509997134348128,2.96714123204136,-0.213475941854496,2.07220591803727,2.78913141507359,0.28502223579798,0.22901316362825,0.363345548434518,0.914539068818132,2.67601972815736,3.11439319333061,0.777011093006382,0.22610056164532,0.123838542849099,1.57954349956432,1.17558390695389,1.22188264926249,1.54800085435048,1.27154245221631,2.47748349634099,1.13991087272854,0.0180545647292404,0.817144018913075,0.169208337591736,3.02775492472958,0.679032710236727,0.352848798925659,1.88428405627222,1.63622107332969,2.11501008646591,0.502413827188385,0.737264653375601,1.15932137919258,-0.237895471537129,1.10434029623053,0.865114879475736,1.35548966339039,2.63542765983726,0.341654343935789,2.63320539000717,0.719742926065975,1.91102371154325,0.365475786798754,0.878501887346515,1.19272953012123,1.68583651305127,1.07505421977796,1.49251583169921,1.70452321701184,1.26793913360193,0.178004398826805,1.52856075501375,1.41288597660828,1.40338579736627,1.07123238337669,0.903253316786817,0.165580949092211,1.33736853120742,1.84346387004983,1.13894814244472,1.45867837719351,1.0367511829716,1.09820716920996,0.743320033173195,0.640286776412788,1.59265913386569,1.28054376641104,1.95409611650849,1.55102015691535,2.41257523976761,1.526218063463,0.421663817775835
"SHIF_Ns_3 (GE) - TPM",0.950434034676262,1.38881105544469,1.49313306735665,1.20458240030368,0.479739371008405,1.98636625752103,1.12299169239718,0.312421424583331,0.778801870508172,1.23087175028414,-0.057789163506809,1.48065736736657,1.68218017940047,1.34991350956736,1.45987934247389,1.52308181182736,-0.0269855389911074,0.729854053584069,0.865881269470043,0.51791326433669,1.3501942204967,-0.426407385867217,1.49295621407806,0.776021821090204,0.254151826929312,2.27623323957174,1.19554812816959,0.925756131282532,0.206496528155641,1.66044389484685,0.995771480336385,0.261265057865301,0.137508552978514,1.45399723705448,0.75664827235822,-0.073380898184109,1.17073146400198,2.09450655615835,1.06396998386352,1.11707222780249,1.37513026019655,0.827535314753404,-0.0831219892989988,0.339480102749251,1.22755674792542,0.646891918982469,1.95919788045047,0.713072775826238,1.28018804159977,0.514500791872896,1.49413783115234,1.91875924755234,1.65231402932879,1.53605368193646,1.88876852262493,1.60445591498284,1.30239846691185,0.839383327694259,0.974543834254547,-0.105215261592582,1.61756171419935,0.575476446148959,0.736766155692177,0.480603532659743,0.31374671617084,0.663505146574821,1.53682980869877,0.511061200167411,1.13632514693708,1.19648473479869,-0.301501680754878,0.651634774015874,2.82494027534382,0.720289147897433,0.601355104673954,0.46602503670644,0.641628424676991,2.68392687342454,-0.313153206064894,0.669836396533849,0.680558015504121,0.401270345565944,0.95941691724337,0.415782911754262,1.83033705525429,1.07629145556156,1.34769539222016,1.28685308493295,1.68988913582499,1.6111810810504,0.316191872888841
"SHIF_Oss_1 (GE) - TPM",2.69349137631237,1.95435193447379,1.38800091117112,2.59293920879604,1.65692853321459,1.66101017565432,2.00746432911156,1.50829420295483,1.97493345842288,1.10004659400868,0.865645191508,1.66223859727247,2.05972652667583,1.07370261237537,1.94550028189358,1.82271260936145,1.57355919645996,0.791238132542556,-0.120769290633211,0.650163681132725,1.39550585393623,1.57076262392655,0.716734478041664,0.370672537744233,1.27701641312904,0.440247228187992,0.355130254429674,0.822279205494668,0.656005597576089,0.131074955788452,1.25538085597731,1.83636917668585,1.30749228016672,1.79957026912411,1.25763431488876,1.44061575081221,0.063882858843223,0.0363347078233741,0.689707579745516,0.765932384614892,0.515540291673377,0.16728685978706,0.858602076009152,0.701624310574501,0.546655057823808,0.837146925014192,1.56547986703132,0.80891998761183,1.3558580105551,0.709279560375942,2.32177789399633,2.30443498566034,1.3599676853104,1.06234466488979,0.857250721341382,0.740555004505061,1.32192131799078,0.51073117318728,0.595127261105121,1.68688690273553,1.3236140931432,2.27391826172945,1.17989974408845,1.46899242179386,1.48016383843827,0.797148655607908,1.54726459797733,1.49758324479137,1.51334771415529,1.14042462298893,0.599842742229166,1.28628689771844,0.949710354004054,1.71363193097898,1.87989461597096,1.3613777253937,0.0946117027650195,0.878704251893881,1.72857727698049,0.423381326558605,1.21088873974856,1.36661489768005,1.76363014960471,2.35682288818361,0.66125797282622,1.2609850124617,2.09916266738212,1.12558589942276,2.30454146481147,1.75672976832588,1.58592175612759
"SHIF_Oss_2 (GE) - TPM",2.87543988585338,2.14361011886825,0.990713453588145,2.43258647725397,2.6400861134762,1.77836535280175,1.88597153640835,2.12454195328849,1.59092484693564,1.73353416443741,0.757701980930226,1.22794422735111,2.0323397048339,1.374245525662,1.88353424559314,0.71514697675484,1.69605492920313,1.67388705608156,-0.0965856380411946,0.350195468912551,1.48638073847437,1.4542905054187,0.542595511873282,0.85496850357987,0.812763874482505,0.854963406591623,1.0020661924077,0.00104051524259223,0.188925963023968,1.24126398911662,2.21214635368059,2.44862622642454,1.72015953049668,2.75853417799664,1.07639225572726,1.77646832338637,0.220992478668285,0.543490434134056,1.40966084884557,0.634507666059806,1.24847529612104,1.42607734857268,1.24503517996972,1.28403099850854,0.890112470544509,0.767134181730549,1.23760567685086,1.59754314007856,1.0328924495757,1.3531396180568,2.51705723373091,2.10665950442781,2.19793218561511,1.00145949403789,0.932546959710187,1.13581248457978,1.69325595888202,1.03156733357725,0.300367184577761,0.976696228547187,1.2414768619951,2.39791143954453,0.973645469504497,1.18336806217068,2.4465346309645,0.465224682559406,1.58295600616881,-0.581355304172553,1.80477809357926,1.64326076108031,0.945121471364754,-0.461681412865538,2.22190995070021,1.74706363567273,1.78792065996491,1.06048225883424,0.151805053686235,1.57723382814503,1.40692528642151,0.130547961104452,1.10090305905258,1.8047516467021,0.368060315376126,2.30286972183445,0.685294549547179,1.74028090177495,1.87209169355252,0.596378243413027,2.44461993564073,2.11227088000599,2.16951737329647
"SHIF_Oss_3 (GE) - TPM",2.57697669221917,1.67902075526224,1.56163340653697,1.21587833578986,0.387346318109527,0.463533188389675,1.39182899160814,1.36780120396037,1.60726430513976,1.07105907370687,0.926620779950607,-0.11004077807884,2.6740176766478,0.282566613353393,1.83147080972039,1.80069152960558,0.920534034703307,-0.0475100479523694,3.83666281001405,1.29918216173392,1.23148465819903,0.363864309304413,0.517682164163281,1.82003484264729,1.66533007170813,0.26022193951694,1.35657943606697,2.1567454032434,0.737674564008478,0.276979394180924,0.243467277773116,1.2949299864139,1.16212559923062,1.60031396664395,1.71552490638088,0.305663072320663,0.080781769134356,0.127334927120207,0.555889241698183,0.563722433639531,-0.0767105720219015,1.8530865013075,0.0932394512221962,2.31300254212402,1.08575638655346,0.750328711694488,1.77700528308348,2.19480412152589,1.69877948674789,1.58246700831359,2.20117357992299,2.09761120941812,0.99218501942901,0.618444045281168,0.429070321641974,1.2771384138278,2.37057616371377,1.24811528124885,0.402381326128997,1.20029769698645,1.15770581306335,3.19895238603639,0.433607858340187,0.811605170049275,0.248500070831196,0.610702356730801,1.66124064403301,0.545693472462707,1.83152766085471,1.16561865165432,0.880742193080967,1.08179862731612,0.836664597464487,1.24301918032965,1.82916087688678,2.37335713048929,0.4651277356915,-0.495955979094926,-0.398569762814085,1.8241888030885,2.03094432562181,1.44059410578606,0.776559501177945,2.15438026045404,1.0223820845287,1.00423802460637,2.0039613344617,1.84704761335735,1.5783901525175,1.67865428678408,2.05416672669331
"SHIF_Oxs_1 (GE) - TPM",-0.560526692775378,-0.253945213262029,-0.0343288121515047,0.876447439377406,-0.825938513375194,0.0221914481848946,-0.673317886058181,-0.133649754446931,-0.605156785024522,0.646318262652661,-0.953749364374149,-0.239629204560889,-0.881109040242188,-0.666189598663626,0.0368140513856328,-0.47148980044491,0.0430681485494202,1.05890682743767,-0.70580502079503,0.426980289101324,0.0712015464992396,0.00771706466951807,-0.684097471986612,0.209689934245947,-0.970217307201755,-0.378235328331446,0.421936118594415,0.780640526917294,-0.716293026761679,-0.219242413345239,-0.669547654967821,0.101685565688175,0.918003640860447,-0.363893194301488,-0.349005738399851,0.0122181311083976,-0.371730274123756,0.770916727791269,-0.426952075306539,-0.724755226171821,-0.701504154826433,-0.165733636439848,-0.790635034312641,0.204518514581889,-0.662931675682215,0.383307698118367,-0.355557803706794,-1.0375632236629,-0.201285469967022,0.293680735608532,0.252409487683218,-0.525143563223051,-0.400341980902446,0.108220105512215,-0.881111997995882,-0.841363918147457,-0.756160547509914,-0.329290156878212,-0.113742799956674,0.440943156212562,-0.85324645185328,-0.0940389640092054,-0.568534744062071,0.448022701651214,-0.45465442803092,0.352454723876792,0.196299715977006,1.15940143728421,-0.590507982042197,-0.232501010756087,0.346163529494194,0.772770918019439,-1.15199546469693,0.14103230971715,-0.41229613188309,-0.438850340581842,0.277188261249681,0.234160646894457,-0.188193568859091,-1.27664643531412,-1.7246008804918,-0.143264785405559,-0.609256618764613,0.0958406434465725,-0.245999506455122,0.250447751789167,-0.780914595899822,-0.514138501415111,-0.729013530498876,-0.111568197092921,-0.742703262789297
"SHIF_Oxs_2 (GE) - TPM",-0.568521610104381,-0.222007826705835,-0.488119797840435,0.640058757585943,-0.628314749796549,-0.859341238639657,-0.473086070915591,-0.079359096450797,-0.408033474142597,-0.788519591691196,-0.631405648307032,-0.242781906649726,-0.26118450060496,-0.774636081242253,0.0149355044845044,-0.28232455276866,0.115714761593339,0.0390013827123792,-0.264937690867407,-0.90913133327745,0.376488210632482,-0.770050741966014,-1.06662853932943,0.886786237963037,-1.01356694327047,-0.178822494247709,-0.652687841010274,0.507517023403885,-0.496668925526793,-0.698520297216851,-1.30514058760034,0.0266851842880059,1.480883309096,-0.603826813982943,-0.892537780609943,0.427951318675699,-0.183069969107871,-0.0952435400152731,-0.656211777598047,-0.889977661169464,-0.856788938133414,0.139212333437895,-0.465758438103232,-0.152017888780872,-0.51132073321668,-0.484524088019143,-0.432311673361582,0.0902981491883065,-0.176797899367485,0.405016270457353,-0.183527668649934,-0.0985679237213532,-0.400616212510268,-0.515463665513851,-0.00328675034394371,-0.880698169871999,-0.760903392047784,-1.09884697819943,0.0616358128338797,0.273420579169581,-0.836703436323038,0.119338605773392,-0.286487751745884,-0.299937153405873,-0.579856053562638,-0.0816796580468179,-0.283449684071172,0.313037948098759,-0.693785186694264,-0.493760803967064,-0.643211699687001,0.19581519800646,-0.802846774595595,-0.0749761949175882,-0.109408584726193,-0.699465248958856,-0.847894795713919,-0.225148288843961,-0.173867730206106,-0.32972857026496,-1.28852016785874,-0.452926926785156,-0.271059694941346,0.0376933477231698,0.0469904283678452,0.193762575437543,-0.437772621339031,-0.531800453669787,-0.867928457997846,-0.523678098732287,-0.30483279587379
