"","B4U56_RS00225","B4U56_RS00800","B4U56_RS00805","B4U56_RS00815","B4U56_RS01180","B4U56_RS01590","B4U56_RS01595","B4U56_RS01670","B4U56_RS01720","B4U56_RS01725","B4U56_RS01730","B4U56_RS02185","B4U56_RS02330","B4U56_RS02595","B4U56_RS03075","B4U56_RS03080","B4U56_RS03095","B4U56_RS03100","B4U56_RS03105","B4U56_RS04255","B4U56_RS05450","B4U56_RS05515","B4U56_RS05520","B4U56_RS06605","B4U56_RS06950","B4U56_RS07000","B4U56_RS07130","B4U56_RS08345","B4U56_RS08435","B4U56_RS08440","B4U56_RS08610","B4U56_RS08920","B4U56_RS08990","B4U56_RS09380","B4U56_RS09385","B4U56_RS09390","B4U56_RS09395","B4U56_RS09400","B4U56_RS09695","B4U56_RS09800","B4U56_RS09805","B4U56_RS09810","B4U56_RS09815","B4U56_RS09820","B4U56_RS09825","B4U56_RS10395"
"SEPI_Li_2 (GE) - TPM",0.241794828232969,0.102199402818198,-0.185376472318543,-0.774343104448194,-1.48489588884206,-0.154149828693629,0.0981456921170791,2.32592686652192,0.399292415592796,-0.447829478168036,-0.371396398336651,1.50647455707621,-0.0151915345327602,-0.263376687652548,-0.10535450134566,1.20176579659519,0.237095511485709,0.170290471654685,1.15642161113925,-0.363562250952088,0.480613900423403,1.14900675486025,1.26209548768689,-0.217000485722063,2.94670562543224,-0.0510829949267219,0.4604860349503,-1.34099088366711,1.98967441570671,0.617229994847292,-0.397490243971531,-0.780776017232044,0.794510754066472,-0.771558357219444,-0.463911320823632,0.802585222890094,0.303754057204059,-1.17758206582396,1.21346849251194,0.073249790038096,-0.313987434873996,-0.295121184548187,0.151472383630825,0.442932258627815,0.368286181829539,1.80231229220218
"SEPI_Li_3 (GE) - TPM",0.0654305210495479,-0.107142800698967,-0.138003629063188,0.449325116220583,-1.01748219093728,0.116767699555088,0.288666328352426,1.32890399328543,-0.237007253172777,-0.3338735077251,-0.253896436248937,0.381010374107405,0.0121616410922582,0.264889294947332,0.144428972465098,0.445264655520104,0.0290171869329913,0.550766770463032,0.422456626154111,0.558019693727483,0.644501078061352,0.47665874407119,0.654050937174866,0.636947793053108,0.415652707823374,0.529423150456154,-0.148960726419619,-1.10259815439221,0.645791142849834,1.53424860137196,0.0728103113984872,-0.721387920674772,0.455627302415346,0.268573339143982,0.246565553188861,-0.50553703093738,-0.0164153193071819,-0.760013928530915,0.864586275509008,0.0758582795245361,-0.322250820203691,-0.0720055027565354,0.198754466888704,0.484392101847769,0.546189506169124,1.04786256582367
"SEPI_Mig_1 (GE) - TPM",0.160213280314937,1.42577216413138,0.980373957226394,0.804806668608496,-1.39449930246098,1.79253177569313,1.23473722912543,-0.0742236522654094,-0.203066799346925,0.119348592799975,0.419902433994852,0.243289894851383,0.336001884940221,-0.394299898474592,1.03391605531155,1.33666919773201,1.40477227790458,-0.218592631058715,-0.204361628403862,-1.04817442166997,-0.603164378825273,0.452138473400646,0.775390526836938,0.715335312546549,-0.427533580984093,0.529600713572455,-0.218454808538256,0.426924451069307,1.2433912433367,1.05920482143964,-1.01671622323656,0.646184904012253,1.31370213330001,0.738793667252751,1.02714612925478,0.438869760286591,0.275901737010787,0.598868544377588,1.13015354653292,0.600713877141348,0.393302674849721,0.422850275841096,0.781351076889793,0.788864788803768,0.359729527384619,1.03973556063193
"SEPI_Mig_2 (GE) - TPM",-0.100045072462337,1.46467433384436,0.736369121384562,-0.0480357822093776,-1.33514402992451,0.852356936157428,0.954342531159377,-0.074710729594982,-0.755214940819278,-0.340230690945395,-0.449476841733589,0.0029522556996674,0.215742335665118,-0.981689420509102,0.547326817451957,0.785087398456041,1.18352521349138,-0.213781668358477,-0.579931149397247,-0.698909462558785,-0.734431995070534,0.474675639846866,0.554295032201724,1.2483357731965,-0.274774721835023,1.76178141062404,2.45833426277032,0.305720881381147,1.11868082276151,0.753236665298846,-0.852548839002284,2.57196650812691,1.15774171285761,-0.501146032742915,-0.174204662346196,-0.550049027694345,0.265326638285359,0.810155943010094,1.14819039666901,0.311295368095919,0.447803525771672,0.388581498725309,0.728364191095113,0.627809131295988,1.40731602047687,0.806412790948873
"SEPI_Mig_3 (GE) - TPM",-0.225537182355852,1.34816977861007,1.28947025184881,0.804815734052631,-1.27104232446023,1.05197900749177,1.10679305988304,0.0893580598276283,-0.251304101896937,0.0662619535153333,-0.186332352862381,-0.718844631105135,0.141061115396782,-0.569011452273549,0.877566424185481,0.956116333962617,0.859663785580624,-0.346351204937934,-0.619050666334457,-0.870371035187887,-0.712662766141533,0.499608609293315,0.752066210325176,0.813460404136329,-0.311079637246538,1.4479554338572,0.704884555350473,0.349069008755945,1.12450232736729,1.12439416460496,-0.997957757745136,-0.954884930402682,1.65921511738995,0.308648708364095,0.819006939114337,0.0523637845454974,0.640462310399129,0.741418368449802,1.12769252733977,0.422135366333526,0.515733809946178,0.258973892743962,0.753199258477834,0.506465287630078,0.220058706148825,1.21755894047411
"SEPI_Nd_1 (GE) - TPM",2.75404636995344,0.571223347632711,0.831685244335677,-1.48995796568265,-1.4887411839124,0.261285694379854,0.508863242014125,1.11325283731061,2.00763023469618,1.51826628223734,2.29931011810569,1.6557880696255,1.93425690423024,-1.6993261623605,2.27338691893681,3.13774054882295,2.66147394738079,4.42001975563757,3.96760233704325,-0.162530139219681,1.33672953384237,2.62491249302899,2.17050575022335,-0.851287000136074,-0.14403944256353,1.01697915113368,2.33997243198109,-0.424831337096013,1.47683800766574,1.353640089133,-1.18137016337626,-0.23296308369774,1.67378953785718,1.08169122587624,0.883302638085402,2.00201422968005,1.85017154214589,1.4914575823917,1.58429550106865,3.03298189768839,2.6776602476576,2.72063506461798,2.67740131118418,1.59459002426635,1.4928045019112,0.0995000474025884
"SEPI_Nd_2 (GE) - TPM",2.49192007296288,0.680685325508414,0.620304650563579,-1.1247492415793,-1.20183802524075,1.08616490733875,0.976404828813016,1.45902236858309,0.467500001311839,0.769999377614964,1.40908284036286,2.6122875475869,2.32143473976299,-1.63783780251435,3.23579107990465,1.09482351164511,2.08874531935172,1.54886276860853,1.45174183680776,-0.387932016904258,1.91375833070651,1.65211186159414,1.13169813167054,-0.767542460466462,0.469682786307889,3.13319885314661,0.893843323433109,-0.69164431297304,0.762248357801881,0.524790739662977,-0.223890911615145,3.00598435595738,0.918289888396393,2.02443863427131,2.73325734101095,1.87502642027922,2.17033719504655,2.29912698112859,0.668605849581811,1.96413634534253,1.9540355979521,1.60311391893547,1.18993425627115,1.67627217850503,1.12887060841088,0.875901873072765
"SEPI_Nd_3 (GE) - TPM",1.92192455938948,0.747648679976958,0.785748279523982,-1.20594890186802,-0.819487043350686,0.751594408471772,0.636718427605415,1.52216068262803,0.960209703282877,1.79114645368195,1.9471581284966,1.66518378414589,2.59038836735691,-1.50471801291522,1.85880162237122,2.198293608516,2.40765960670971,1.77702167652384,1.47274826960182,-0.596833044180342,2.08161243786672,2.15630177357796,1.72701286696657,-0.490263152061751,0.288279343345711,3.01640594528014,0.598848127214023,-0.943266467569292,1.34298638901526,1.98717591640694,-0.633040339778342,1.51075065366142,1.74482921992895,2.90646267875997,2.58593444265191,2.16086063745217,3.06695704531173,2.40433146501008,0.376751601291562,2.28695254171713,2.44620276527885,2.75474827579661,2.68220348748595,1.77017405394711,1.78006024766288,0.805091628515852
"SEPI_Ns_1 (GE) - TPM",0.503304890398191,-1.22979069816015,-1.2014454507885,-0.139667228968558,0.0984311359222807,-1.06774281953114,-0.998928189892995,-0.99902847627401,-0.70857246570523,-0.989020440118361,-0.584498667962255,-0.359921847105112,-0.96941131559894,1.06440430163803,-0.162686495530028,-0.108838237326224,-0.610452300739531,-0.189603176778428,-0.131970388247328,0.271910382766183,-0.818960580377399,-0.389501509221379,-0.194392331907329,-1.08826558414711,-1.33254717391799,-0.426192616301542,-0.260498516218577,0.716523161671793,-0.469833825221222,-0.817903581170805,-0.456664941720301,-0.0708223452983108,-0.666029573540648,-0.230644970486185,0.247172869532547,0.124066462273776,0.0625045778968265,-0.0105849943979266,-0.8320571724284,-0.504572528516323,-0.526295234830285,-0.768296063038225,-0.606679004427302,-0.519686952168603,-1.05770077755813,-0.376240138010115
"SEPI_Ns_2 (GE) - TPM",0.741433508264888,-1.25606020658383,-1.2222875426448,0.638189288366083,0.0258244259845816,-1.05203358358178,-0.852403174832867,-0.822230739829205,-0.977569515416268,-0.847561393706205,-0.24669525789983,-0.561613468197707,-0.975879742236322,0.862763860990877,0.100098283683807,-0.0954906632767846,-0.444573268486843,-0.244211216909563,-0.146256518520138,0.761907571269474,-0.827495722638111,-0.0468988916033193,-0.0858213623201568,-1.16961015366575,-1.37155039277418,-0.390755471185016,-0.578491275901948,1.17815448106717,-0.281764486325819,-0.620778679444432,-0.120695493112829,-0.615604483904832,-0.849351668096704,-0.0955185954530908,0.0803923095873985,0.516858381275129,0.275291697693533,-0.056940809810128,-1.00890185434486,-0.496368623584229,-0.42060799240614,-0.774740220669688,-0.48737434341006,-0.461944448117579,-0.933343606710213,-0.433289713199612
"SEPI_Ns_3 (GE) - TPM",0.420195877293997,-1.25923166865966,-1.21682796035146,0.30724487504775,0.341560756397538,-1.06151988135688,-0.913524278762419,-0.751092358684084,-0.737964539933015,-0.950346786508196,-0.132129004912591,-0.446358979008938,-0.966984394557606,1.05917430841521,-0.391487144844373,-0.358903781499163,-0.492841380155737,-0.371247981350957,-0.331693655725555,0.6063568486524,-0.917966843443303,-0.219229760585421,0.0603734006833776,-1.09286643327472,-1.18500981852187,-0.480246931902583,-1.05478863842119,0.545677570402585,-0.344562218460878,-0.868774270182432,0.15233394930947,-0.793325906501754,-0.909057576217668,0.0412975016649186,0.298386459271494,-0.190521948294379,-0.556339734971791,0.493510960723654,-0.947269897691091,-0.430538421861478,-0.476680893239024,-0.80337204630118,-0.526181162942752,-0.433759325237281,-0.980229411369214,-0.474905014099603
"SEPI_Oss_1 (GE) - TPM",-0.067902190273842,0.929006800109599,0.931494822603163,-0.544037183868911,-0.522647149283584,0.345321395889744,1.03799518046006,0.48760088277388,1.99979425342401,1.73948126880547,2.14433570048575,0.320180675165191,0.126686764464385,-0.00934050041612333,0.528457237769703,0.369332720685223,0.110276445346597,0.393727303136403,0.323468842352522,-0.149552824657719,0.978656567485251,0.429334626461736,0.743747868489162,0.784751812437012,0.948024430409505,-0.086650049239077,-1.04103464808891,-1.06360570014144,0.201961724308906,-0.507808890750189,0.0208178979555457,-0.340934385582007,0.578284462866293,0.646370839674987,0.291302501351988,-0.073035490768811,0.035701959255888,0.00539493774631932,0.734637758988802,0.528615556298002,0.681856106834091,0.39456743305904,0.474250877454051,0.779859767120923,0.0679588697704692,1.35436421209744
"SEPI_Oss_2 (GE) - TPM",-0.290003356233965,1.07083371614814,1.16715487615553,-1.07593607050802,-0.6992459548858,2.16834027105317,3.1497756808001,1.38802380521474,2.35769848115737,2.14889931243517,1.64714028868096,-0.68958554723368,0.407819832684678,0.201267309060016,-0.240271917989979,-0.449799971232985,-0.152810842149704,0.312461667780935,0.0918499002675254,-1.27603060994805,0.990553800389816,-0.109472407444043,0.753298747641335,0.524226022372125,1.37665147356365,0.133946276993378,-0.457144837942806,-1.38504569563774,0.335699447762665,-0.44236182689065,-0.692134504435395,0.042261133637256,1.46027340888948,0.605848517403015,0.0827901459641562,-0.468418943504777,-0.158213317591794,-0.29871145402007,1.17626314259275,0.611132325872208,0.915403806545149,0.971936028751404,0.821115344284859,1.02622182429128,0.981031243038905,1.48867149513619
"SEPI_Oss_3 (GE) - TPM",-0.417371550002643,0.982784381485747,0.932954191732229,-0.950782134309081,-0.1361178237405,0.622241533339777,0.410515744802784,0.665159781528576,1.34262309400848,1.43441919566386,1.35759163032249,-0.549541346698871,0.0683635040777602,-0.600339293784411,-0.4406723342647,0.298843024594465,-0.301117925472508,-0.403753542134552,0.217623548012317,-1.81138423528715,1.01525256497429,0.736430336788578,1.03612909095939,0.858029323174622,1.47620263846628,-0.498380598989454,-0.907657554161079,-0.83957171340603,0.356431354278219,-0.235608782563122,-1.17711777228111,-0.286870411120718,1.12200361158223,-0.197375030150842,-0.2808946422696,0.263896228690663,0.253914668361855,-0.288671317185596,1.92534724768533,0.211230908910221,0.488292955078871,0.774912394484186,0.602269243766293,0.525004324825872,0.876987157753115,0.828556821704101
"SEPI_Oxs_1 (GE) - TPM",-0.918942489641276,0.33939469691767,0.232852836068396,0.62090113708019,1.621292462891,1.01171412763863,0.319039210945516,0.534638356487496,-0.284348148086376,-0.307540078908931,-0.380210404174526,0.0455271192326601,-0.236417462917025,-0.317207172230595,-0.20006506919747,-0.412939213141446,-0.0367909624314712,-0.0302987931115015,-0.152636557077622,-0.692568354887597,0.480921259452207,0.108459218028799,-0.0629762701835909,0.95298602410409,0.0444362983417486,-0.502101029501654,-0.66287044797358,-0.302663781356655,0.0758096170995246,-0.22688570599134,3.00098463674575,-0.897041665122493,-0.377365044760934,0.37399177039903,0.993393104520197,0.58714496735648,0.371905564005093,0.420000904177124,0.260336261430868,-0.203779983579688,-0.187395455155117,-0.331433943879054,-0.0948972588668534,0.167344393833105,0.964272690136627,0.116628833717036
"SEPI_Oxs_2 (GE) - TPM",-0.930623410297418,0.0579150470139364,0.03338516840963,-0.674648272132092,0.867932812661478,0.163942369855144,0.207499784157846,0.430190254516738,-0.465540673232948,-0.435802649459495,-0.386018451830195,0.692892275436324,-0.192109670453459,-0.525978403027624,-0.126763204682731,-0.957433395891776,-0.519206155332074,-0.198552031528581,-0.144739452235254,-1.06621437130824,0.0751293724460101,-0.43828738503618,-0.544788173877694,1.18021571838805,1.17320900728711,-0.523788668308174,-0.0289519597659949,-0.805845262677243,0.0928811120475098,0.415637982933864,0.294006737048108,0.0837380186678501,-0.695187770049357,-0.126405278894509,0.395645470935912,0.753477611728292,0.191556335409425,0.138341029015163,-0.443224788415414,-0.281193565805749,-0.0925064359631962,-0.227598873004169,-0.196572741804681,0.294796761679631,0.321643639490135,0.934962959435758
"SEPI_Oxs_3 (GE) - TPM",-0.93500269329432,0.392499516173697,0.425224113569488,-1.06684799851855,1.29364497571118,0.0535788042799144,-0.032107197916621,0.429685230594583,-0.0857767586123428,-0.39669136154989,0.0473537727668518,0.306240986993409,-0.249162745355492,-0.32728504210738,-0.318405799536593,-0.0148235319835072,-0.475229347492809,0.0382224446096596,0.0259849872707782,-0.994680824710326,0.473044048279317,-0.306591005419334,-0.192702903933746,1.31522936292969,0.302055391706727,-0.235200852566447,0.154741416118433,-0.79657928519556,0.0853810207818281,-0.324258316168975,1.87045658077196,-0.047678289475735,-0.881593551458036,1.07924415744496,0.80318773817124,0.651659237241393,0.180285853749702,0.335921999932132,-0.223433362272886,-0.179994845833866,-0.0334794311496385,-0.167829643011024,0.0240848073670708,0.270418855270576,0.373532583465913,0.629329888470795
"SEPI_Sp_1 (GE) - TPM",-0.0189001009546074,-0.652689002038774,-0.57803981456503,-0.00343874476999381,-0.0654747566243391,-0.262394538406498,-0.292381489711073,-1.06194243639565,0.722913388776675,1.20418282028936,1.03133468831202,-1.20198144363368,-0.0534986354548169,-0.715580688022225,-0.865456197150682,-0.70092336255919,-0.792633088696477,-0.7369312319319,-0.730404056175339,-0.281056271577747,-0.461613332715125,-0.983453484662623,-0.429247431794343,-0.180768058561089,-0.84284842023085,-0.648437777292172,0.605562043189005,0.450870537353343,-1.38507905745923,-1.09223472192517,0.48402825163621,-0.858736932704006,-0.444513461501346,-0.998059140583852,-0.959521707785485,-1.1627203587346,-0.968162745957291,-0.68258416133901,-1.66652720909408,-1.1457543603399,-1.2650035033784,-1.00617347777404,-1.23797751389917,-1.50471682951534,-1.49652364180174,-1.10367934285017
"SEPI_Sp_2 (GE) - TPM",0.293535522658836,-0.827759179206815,-0.869245851205074,0.730221631281023,0.519336991275574,-0.53043505922624,-0.717937384923847,-1.16236529586984,-0.150508109481852,-0.0455213303707503,-0.275754470710661,-0.656981947974485,-0.204590843902931,-0.618797179648426,-0.448723823985165,-0.458128679399543,-0.344654980906973,-0.472975206959664,-0.474513733398302,1.38806481427557,-0.52573208643027,-1.00936718954102,-0.554936775633553,-0.162348397391489,-0.518332791813547,-0.366498166494797,0.377179396520322,0.935391901346162,-1.3245425945653,-0.865733412712773,0.21413033777805,-0.249362406545138,-0.690702910118729,-0.995595919218138,-1.19913515886827,-1.57404921114248,-1.34650962461544,-0.705990574937921,-1.81422880626171,-1.20757851804764,-1.3081027974027,-0.816956630507297,-1.20555462446467,-1.39297348321576,-1.36317687738593,-1.12738572967471
"SEPI_Sp_3 (GE) - TPM",0.214938356787057,-0.784598618961755,-0.752768987436021,1.12964756027192,0.213356021570247,-0.48981241774226,-0.623301409150492,-1.11166318417196,0.231270385439504,0.338733407551452,-0.252835512727215,-0.863626191004161,-0.072701634882113,-0.327879545623774,-0.465261911997981,-0.386411894736731,0.00750106550134928,-0.639755675766035,-0.7095827010541,0.612873688652547,-0.748168868450138,-1.0389837620877,-0.553148994635215,0.132837635045612,-0.520658542127815,-0.527231703041071,-0.157521663291585,0.663600702392229,-1.28204793303431,-1.22883501095982,0.89336743570999,-0.19986185553081,-0.873906686518539,-0.301025397477801,-0.979261484246351,-0.955106167152413,-0.652879538436611,-0.771515224542894,-1.37864653545871,-1.04547128441127,-1.29052725005119,-0.775254230876539,-1.15038127903836,-1.45684017334089,-1.42230127035489,-1.11458983054668
"SEPI_Tm_1 (GE) - TPM",-1.67220086530001,-1.26667367535318,-1.2253962378295,1.06638662961474,1.27943211214136,-1.51915231242017,-1.41245375267384,-1.03631311056161,0.0265776963003774,-0.134414829581893,-1.21826082906289,-1.25110176928694,-0.671955292197717,2.38731638635679,-1.80091815328011,-1.80640482257558,-1.7495385872923,-1.19441799618532,-1.28743132386957,1.64828858208022,-1.26504945706269,-1.39995029102828,-1.59140097471889,-1.14543290738857,-1.13244936581318,-0.859178172832975,-1.72102107402823,1.24887146536263,-1.83251033225757,-1.74384414034184,-0.219612110335773,-0.816703230862825,-0.626522152863359,-1.99067282591715,-1.79008821937066,-1.81159784112111,-1.42013918377094,-1.56214724858864,-0.703972331783082,-0.763312809976223,-0.463677119002596,-0.176459596073766,-1.04819049012852,-1.19314199844466,-1.10696475042865,-1.54840615486452
