"","CJJ81176_RS00025","CJJ81176_RS00075","CJJ81176_RS00085","CJJ81176_RS00105","CJJ81176_RS00195","CJJ81176_RS08895","CJJ81176_RS00405","CJJ81176_RS00410","CJJ81176_RS00415","CJJ81176_RS00420","CJJ81176_RS00880","CJJ81176_RS01025","CJJ81176_RS01160","CJJ81176_RS01165","CJJ81176_RS01350","CJJ81176_RS01420","CJJ81176_RS01425","CJJ81176_RS01685","CJJ81176_RS01800","CJJ81176_RS01875","CJJ81176_RS01895","CJJ81176_RS02045","CJJ81176_RS02050","CJJ81176_RS02055","CJJ81176_RS02570","CJJ81176_RS02675","CJJ81176_RS02680","CJJ81176_RS02710","CJJ81176_RS03075","CJJ81176_RS03180","CJJ81176_RS03185","CJJ81176_RS03325","CJJ81176_RS03330","CJJ81176_RS03510","CJJ81176_RS03670","CJJ81176_RS03715","CJJ81176_RS04015","CJJ81176_RS04390","CJJ81176_RS04400","CJJ81176_RS04405","CJJ81176_RS04410","CJJ81176_RS04415","CJJ81176_RS05200","CJJ81176_RS05675","CJJ81176_RS05680","CJJ81176_RS05760","CJJ81176_RS05790","CJJ81176_RS05830","CJJ81176_RS05835","CJJ81176_RS06275","CJJ81176_RS06280","CJJ81176_RS07085","CJJ81176_RS07205","CJJ81176_RS07210","CJJ81176_RS07340","CJJ81176_RS07345","CJJ81176_RS07365","CJJ81176_RS07695","CJJ81176_RS07700","CJJ81176_RS07750","CJJ81176_RS07795","CJJ81176_RS07800","CJJ81176_RS08090","CJJ81176_RS08130"
"Campy_Oss_1 (GE) - TPM",-0.657202467151472,-0.350859927457802,0.773466852821183,-0.986348906876293,-0.595163512230088,-0.28197962196502,-0.35903927844858,-0.238055303828095,-0.342630723549578,-0.509534248687908,-0.959001654586586,-0.712825538252906,-0.772575468163885,-0.837099579217814,-0.306421571943112,0.43457698873316,0.0435708570656357,-1.02677052209658,-1.13562797728126,-0.866352689961968,-0.791658200970278,-0.688954964912666,-0.514579435541042,-0.546985721243203,-0.726566878385163,-0.414155162775243,-0.157096169723994,-0.88855172368204,-0.835676212413404,-0.675157054286244,-0.540818944658744,-0.624569015857847,-0.88846342031367,-1.28592341770233,-0.527801343313541,-0.181554215567066,-0.57451148530297,-0.442744395217796,-0.267599920812717,-0.57834138659626,-0.624186644387364,-0.774619328333744,1.10619997585149,0.421029308655091,0.519837468191099,0.695598824623026,-0.565980597943735,-0.545583432362244,-0.399629213118644,-0.926266109180702,-0.822465172187922,-0.745459534976338,-0.359516181880559,-0.531698481285777,-0.368823595454444,-0.57778782374412,-0.894678958505273,-0.043105279572898,0.646288152308272,-0.647512698254107,-0.35709237321247,0.184233784484724,-0.694984670107722,1.33608261851549
"Campy_Oss_2 (GE) - TPM",-0.112791734922936,-0.281372923230466,0.986785027269466,-0.411040773227176,-0.611605361120503,0.191374697809196,-0.144060387075023,-0.102243470923194,0.183292637769516,-0.553105463945753,-1.20736655132384,-0.827441958539832,-0.776196153902526,-1.13794372970649,-0.630242196139423,-0.90517179041416,-0.038612243502713,0.683076874331907,-0.802054298660118,-0.785999635923781,-0.320707346183244,-0.479658178200686,-0.331069505955726,-0.540092442369959,-0.442928762746,-0.554017416347067,-0.387358523230829,-1.0917753441815,-0.340517369102222,-0.530289850986062,-0.5793828043536,-0.372355664380725,-0.524806628027051,1.08946388247274,-0.417423690126097,-0.376994744810497,-0.587537984435634,-0.541112838711439,-0.472960084437131,-0.569736561344532,-0.495641283211454,-0.718325966409394,2.14862631726798,-0.136789474167517,0.354198474560095,-0.159460946408497,-0.850483054690214,-0.426995004907187,-0.531778819893909,-0.937614719549211,-0.297543277840405,-0.812788113998062,-0.549468955208189,-0.531282438834393,-0.537914580045506,-0.594308846906098,-0.645165140455433,0.843837455440668,1.24524416723281,-0.612786197870075,-0.581361947647156,0.468166828210636,-0.736498117920224,1.30757421967482
"Campy_Oss_3 (GE) - TPM",0.94047205396954,-0.49346204928556,0.317986231091253,-0.963296181967922,-0.370715842770623,-0.0625669948798097,0.114437565250031,0.547829920461218,0.0178631274968639,-0.423106704023113,-0.340514820879001,-0.661278847005134,0.365709887968391,0.0561322622384644,0.41599021662539,0.214784342767987,-0.644533344524274,0.307951252664662,-0.462331816861531,0.987753737573578,-0.297729644839178,-0.0453061543563555,-0.0526341894691043,-0.640498275932609,0.92048418136746,-1.1537111295789,-0.381114324170771,-0.10716587353477,0.350093967006682,-0.380302034048954,-0.529187376147793,-0.184483197289279,0.21808180947614,-1.22576868762039,-0.267731794256383,-0.480685718647717,0.222828031534402,-0.340811302980322,-0.535305810166629,-0.440952608275483,-0.0767669887164702,-0.595792331573814,0.600364086732139,-0.124833867640917,-0.558922121496059,0.958599971424636,-0.708950650147982,-0.436675969764131,-0.258005844344918,0.0486697988181822,0.0521471984815998,-0.16836469769981,-0.0711287532006259,-0.307063672340914,-0.948015036658722,-0.391573234663497,-0.853272040156885,0.297378198815094,0.0672542755139462,-0.731256472480078,-0.270683411426474,-0.589984349428877,-0.0305535026794294,0.208054845533373
"Campy_Oxs_1 (GE) - TPM",0.665571815963389,0.127975308897367,-1.58065516816107,0.412752237840302,-0.324567804976688,0.171878989046582,-0.0180393197912181,-0.207589349904265,-0.158638398202848,-0.099799433137035,0.979630683420849,0.568654875157711,1.28892493438114,1.07985394517767,-1.2045652760434,-0.71327157217928,-1.31739007122544,-0.768137974290949,-0.0572110381788119,-0.0224288651928907,-0.299425111744795,0.0499580314355337,0.306737503430872,0.619521915981338,-0.243548377522749,1.29884957526135,1.16923324184975,0.494375873285016,-1.54293961188746,0.375313401858163,-0.0577960424060167,-0.23014789408331,-0.679144796818963,1.42361131396594,-0.234711850622354,-1.47478448596319,0.593837004184639,-0.0767282987928364,-0.0656622820717201,-0.153208746372579,-0.391825399139389,0.170132759478544,-0.23331369306998,-0.105623507775682,-0.0826862094836884,-0.580429495031592,0.317622247901748,-0.259953753991571,-0.324791165834419,1.53149501714188,0.828873612760158,0.881953978923107,-0.106194808385345,-0.177470296931243,-0.635127610416536,-0.256350876291919,0.407350192478469,-0.243410504144047,-1.04483481555778,0.125227770446055,-0.339220418614307,-0.0639176215059091,-0.240930634649995,-1.27878104439163
"Campy_Oxs_2 (GE) - TPM",-0.0183932501980128,-0.0615356385053122,-1.66909885096528,-0.0725574567632573,-0.314260920197687,0.658280755840674,-0.279680365870388,-0.722833337855337,-0.274032750854331,-0.587874518521466,0.903194022094832,0.173013571206213,2.35019106388989,1.41901201682414,-0.960732097217165,-0.873828931419154,-1.05919031762928,1.04680723611783,-0.489602215016886,-0.700725372617774,-0.473891873889235,0.982183260482096,0.356752093222981,0.817979329009243,-0.555241715068839,0.551626232682763,0.608054848313679,0.676176118574641,-1.81079167706334,0.259817806329964,-0.104459046976893,-0.220191551730947,-0.478183041954866,-0.570154584694557,-0.552228715274467,-1.79219080799568,0.102049491133575,-0.20821019872489,0.0122951582793353,-0.0917604917677796,-0.486450942519764,0.078696619017588,-0.608163441771172,-0.180929313553665,0.228066886675845,-0.791403776753751,-0.0881347390586597,-0.950915463194365,-0.819183861170052,1.89678480562223,1.84356101090039,0.762456663065726,-0.0645560192973301,-0.334363151821626,-0.132813499345853,-0.294257811344294,0.736041413147362,-1.02136034179591,-1.41459366420598,-0.276749806927005,-0.832952378329065,-1.39489996920986,-0.592250815932672,-1.0397587041127
"Campy_Oxs_3 (GE) - TPM",-0.328713499400785,0.573917483593515,-1.82570095295482,0.602529008585308,0.0853345274575034,0.545865868131626,0.618312384540685,0.896918827980823,1.0991325285935,0.181702090465162,1.07377038610437,0.314934510910825,2.14422704828127,1.73755868252197,-0.680925800030873,-0.948743508075068,-0.522872621107908,0.709880918816432,-0.262692480909803,-0.793322683253126,-0.213323608966869,0.633423293636076,0.22171799075236,0.0601407607345957,0.0295557490437777,1.1065314854038,0.4746826712405,0.388938602708333,-1.66073682615362,0.79838050714382,-0.151585204693649,0.0826782361502939,-0.613480579358153,0.194647674212154,-0.157863338545163,-1.21840658008613,0.714682004274336,-0.0564779888322711,0.202734920821594,0.448282705318775,-0.00751721869034438,0.217520972193131,-1.05591373101303,-1.03893683389326,-0.331762918213583,-1.00222543091715,0.272053488351543,0.15679711202949,0.123733598208785,2.21577886968689,1.20859535207101,1.1886909630118,0.301672006320275,-0.00582494428802267,-0.160818965142185,-0.16859578190047,0.383918234065466,0.346788982559321,-0.582772478333526,-0.151157159015733,-0.65160814681733,-0.789892672019821,-0.0329767074218328,-0.876858901318386
"Campy_Sp_1 (GE) - TPM",-0.152030172588973,-0.949467699534307,0.32715392985183,-0.71072607511453,0.112321100885961,-0.925465684601238,-0.254664702925166,-0.0328715312801363,-0.323966130478526,0.457254697725507,-0.269781351331183,1.17344529663296,-0.246677000218296,0.394326662708865,0.686344626424124,-0.729962979889962,1.36797528599336,-0.695641034780886,1.46100969401222,-0.13465889949969,1.91314001733895,1.08803439412228,0.333600938877667,-0.86156560927017,1.55808017512534,-0.654101534371744,-0.607197680961325,1.7114154840343,1.41851756670335,0.322103316268684,-0.232684725559456,0.0961371143172845,0.205815398660979,-1.0807539660779,1.99288002032969,-1.31835318432445,1.78001428646515,0.285776153584632,-0.352643414378446,-0.0318714369979345,2.11867016978902,-0.146057336316664,-0.296149843855129,-0.295594114937482,0.604042349387011,-0.601742737533651,-0.703234805228883,0.0287878182852956,1.03847936816277,1.00781333911356,0.215086024755728,0.899345243663643,0.482089426108568,0.392524858763162,-0.968738807979894,0.191086548903242,-0.0515104348103219,0.847979738839278,-0.925177041377527,-0.327197206763498,-0.583606452845648,0.407006577752865,-0.201229569655286,-0.673401591207078
"Campy_Sp_2 (GE) - TPM",0.339469367144877,-0.871367532276397,0.0126575786675024,-0.945219646828504,0.158576959820041,-1.48961309985658,-0.125595572647118,-0.296899610958395,-0.936419065883121,0.396656434606447,-0.0783372644769675,1.33194034104644,0.0166179129512017,0.411525836876727,-0.316636748253608,-0.0367232997679182,1.1040847144868,-0.933466137953877,0.380844937817096,-1.26212608461404,1.45972781873945,0.717500394691192,0.259204068225399,-0.349210575328603,1.76560422358873,-0.544594075371951,-0.941324011124417,2.10329706220151,1.48490023442684,0.878635334398355,-0.184417511308035,0.155247808065883,0.855951149971822,-1.37132659498558,1.63640351374516,-0.808597233694986,1.80795370490851,0.397619480901786,-0.24941548851785,0.395929122826812,1.77901477493959,-0.201272263745927,-0.394900385231913,-0.203069888492871,0.0350093704683356,-0.283731726181378,-0.371924989854431,0.69087194181326,0.638243565793527,0.770756993655394,-0.219515945450244,1.0854650201859,0.982621304186297,0.55259026655796,-1.17993764460038,0.375540096964173,0.490104968635304,1.2464988674907,-0.94338781861078,-0.305198119489419,-0.752969923100871,-0.0541220644500822,-0.141902944996347,-0.996425101639668
"Campy_Sp_3 (GE) - TPM",0.145647482641199,-0.628918815985629,-0.0440230123454484,-0.501242455816158,0.130367290892417,-0.162024716867627,-0.721700795642714,0.407831021228557,-0.355371198647014,1.01821820607722,0.643570410277506,0.501854599394086,0.204212304026955,0.559954019777508,0.103461246324134,-1.13637710142003,-0.00587583156233299,-0.729888607993765,0.661611272621349,1.45773024374788,1.23859495477553,1.38805695297998,0.0468376840538369,-0.655591397463083,0.873361621632807,-0.209349549827233,-0.428967922233083,1.63814633949854,1.10532815963874,0.162414473820439,-0.160065155298273,-0.0172279510142446,0.879075196836378,-0.353700954423784,1.19295699827965,-0.178092617869001,2.05057510029816,0.239601822723946,-0.130722859459924,0.241127585057629,2.19835213398003,0.221587926246859,-0.446224489745003,-0.479087157738544,-0.0955772213928467,-1.27286492928142,-0.67494148727135,2.72088938349142,2.60303519474118,1.22603827332986,0.0199050505580273,1.12774147178499,0.495444697312752,0.447917538577817,-0.832994231345541,0.107739269868086,-0.0713139582297497,0.681752219931303,-0.778307968639643,0.179429989783677,-0.234981695831348,0.208369246273748,-0.0637338662533136,-0.778965192794927
"Campy_Tm_1 (GE) - TPM",-0.348432880193265,-1.2912484929575,0.715381962433399,0.194873164041311,-0.292428115716151,-0.571841179462302,1.67178619431063,1.13912468887205,0.0607197508944917,-0.625191590655975,-0.123223204463419,0.252250970312141,-0.0347061349004319,-0.547898860018159,0.10622724866122,-0.475546347382717,-0.636831844454539,-0.880078981371036,-0.458932190921464,-1.19835535615739,-0.00948540703811251,-0.215526393304145,-0.279393094978973,-0.447783646475853,0.431777779566589,0.0613864112835336,0.436783683020195,-0.419869647768133,0.0125722367684218,-0.561931081925396,-0.47400300622815,-0.557791881031773,-0.265711875971413,1.41363251427377,-0.524308706418022,-0.404221461658826,-0.856161556496308,-0.196455392310819,0.321432727505549,-0.0928522317774125,-0.686917614696597,-0.13456399471571,0.586967860766519,2.15098219515582,2.21498241465448,1.31580663347446,-0.158413221847019,0.381524106293961,0.777468758567082,-1.14093311436996,-0.577342139191416,0.621890511468587,-0.336815934603675,-0.461805177117698,-1.23800939985386,-0.47021762321297,-0.343550227097168,0.627065203065978,1.73305781021152,-0.112549910592122,1.22576240283344,1.08627454212218,-0.459452065188839,0.525957519438193
"Campy_Tm_2 (GE) - TPM",-0.970550501150805,-1.6259153321496,0.177237435385251,0.0621805450150073,-0.245043955925284,2.34432783828448,1.67162854169754,0.59114214103015,0.559427417478038,-0.624516132731818,-0.196458352753188,-0.247747731619263,-0.0607692006342061,-0.381559673655194,0.479032127720848,-0.314614776918202,-0.316360674631193,0.157574466040324,0.0645530444526393,-0.145278915931136,-0.188605140245883,-0.311911653895506,-0.180117678935103,-0.534030080463776,-0.363459481116192,-0.310034024166694,0.0160759598429802,-0.352751989882837,1.34768324471355,-0.397916335703267,-0.376689906756723,-0.602727761392636,-0.173596804415411,0.951170062135379,-0.358957410301037,0.0153114874204371,-0.830265187035004,-0.341567449639857,0.367772235768976,0.159104184281334,-0.592010213612256,0.125775687762571,0.583742977372747,2.25202686888524,1.14716812664995,1.38595266340832,-0.460912755176827,-0.0679120302232452,-0.0400359280705976,-0.251767740488655,-0.615691673221769,-0.459300070947653,-0.394470661881821,-0.305710023779028,-0.434991634089929,-0.323888831854479,-0.187308897459206,-0.345922654546317,1.39208837100747,-0.0701467770420887,0.360556299512005,-0.615971679578954,-0.480875705300675,-0.0107552396705384
"Campy_Tm_3 (GE) - TPM",-0.812524613814925,-0.104546006159378,-0.20761965180202,0.298133247308637,-0.0631753058650013,0.0139607052614393,0.735852451814781,0.623370434323694,0.971143012332505,-0.236771723531875,-0.158394845962104,0.340918792550413,-0.448819484546728,-0.290134219794857,0.0351351802962919,0.488092005459152,-0.216011483561974,1.10843909592203,0.307782415741795,0.54054504010838,0.276726285270675,-0.0819333182338757,-0.0889882265394987,-0.445678943797385,-0.0931280497007931,0.443603188383552,1.06254839089825,-0.032690024051836,0.794641219177654,-0.759089208167981,-0.261418465531425,-0.253523959094981,0.534884207339213,0.342364995980139,-0.421241818926598,0.730835200120648,-0.482869248539063,-0.235006878805698,0.60548806616168,0.32877988819919,-0.488857747772821,-0.0634122983187517,-0.260978453321007,1.97875868384578,2.29347538901927,1.02189486369883,0.196112902828495,0.894816714780418,0.238414671541504,-0.152485548436177,0.631058294912637,0.0136489582196327,-0.0400897731601464,-0.199642245799626,-0.372878742124283,-0.176201938769532,0.0840099210631732,0.0113576998388504,0.88642191199439,0.0938601887118268,0.874850146009636,0.46071237302691,-0.296027390824774,-0.0893388324099124
"Campy_Vic_1 (GE) - TPM",-0.156185873893378,-0.945814247082881,-0.343408499291261,-0.301554711545745,-0.0111842551565061,-0.281969049881222,-0.973715162231671,-0.918616936630374,-0.574664013386956,-0.43038487915385,0.2379811890223,-0.192947892796967,0.501611435942326,0.255893603584515,0.112983739589089,-0.750205650351402,-0.909256532808016,0.55283341369561,0.142063656579092,-0.276601229939821,-0.440697670562888,-0.0169487599103759,-0.242770582189328,-0.0674046696198563,-0.685707552306488,-0.0773710764413046,0.364561770174182,-0.814674669596796,0.0428342860873715,-0.6541766672142,-0.0685613834957215,-0.194788116944213,0.284805229050551,-1.00489906956697,-0.639749651329346,0.63218444847649,-0.66461080884408,0.019558143207686,0.395656433287558,0.0578992193988706,-0.225080139342458,0.132448598950199,-0.104401728775788,0.407724499777853,-0.145134091882715,-0.215067840553514,-0.383894075997597,-0.466948194114256,-0.618268603475875,-0.390405532101524,-0.348071788000889,-0.458267870394518,-0.642694908903775,-0.0947119557820065,-0.059761019691881,0.047723675121009,-0.0215232546930877,0.163387176077265,-0.0920216330394328,0.134335524949246,0.633656395780545,-0.670028097682719,-0.425541672323131,1.34910759522066
"Campy_Vic_2 (GE) - TPM",-0.422327097843925,-0.767576212598026,-0.278887384960677,-0.198195199702311,-0.0139882334669857,-0.0603021583711026,-0.314658195794735,-0.981979468505625,-0.378969331451444,0.0541014542865928,0.089234988577082,0.0569075953091112,0.471204940185781,0.89680560382639,0.318896047896733,-1.18579640325222,-1.02291596940661,0.28275555970214,0.190490169388934,-0.134303055006534,0.0974921956813803,-0.340777451934298,-0.215245439071275,-0.552561691086848,-0.550018349961532,0.537132394748247,1.09022565704843,-0.233649024278604,0.418539260643833,-0.451970241086038,-0.00602533936884903,-0.366151751816806,0.063767859716821,-0.530581321875793,-0.572298941339369,0.507706186620131,-0.617716001515394,0.111977954382607,0.552287340758922,0.219624283625507,-0.279973773764445,0.39068415709369,0.857513775195226,0.0373661915959538,0.240643709296865,1.00893844364685,-0.1396746445591,-0.457401239549334,-0.498592680223948,-0.443608838004157,0.000491766445972417,0.296801448706627,-0.469882384588406,-0.084520113272873,-0.43692324040074,0.0624884670736667,0.199671029440039,0.306138555353383,0.425793088426695,0.176128161775607,0.789696400687235,0.0929492197919348,-0.304636033705728,1.60507784949931
"Campy_Vic_3 (GE) - TPM",-0.338030936087908,0.078956719630671,-0.018829993680309,-0.292133608262387,0.0611766315187969,-0.693550070218751,0.0227385604326724,-0.278774732317589,-0.21881338374962,0.266211782727292,-0.16840941118565,0.419113862575484,0.943567018531407,1.00548910355006,0.564987364792532,0.111512164567239,-0.601559341770687,-0.141765571181728,0.0707371126992163,-0.340135713300548,-0.0226537807970803,-0.0239442455897555,-0.304024824480379,-0.745095616023172,-0.209750255299436,0.175902814558771,0.894035884312201,-0.0917361220333737,0.701625785636841,-0.34960641531148,-0.0697955198012714,-0.336579578008616,0.103298593945153,0.706618432726271,-0.46078627025448,0.780069181113526,-0.225463161611043,0.13125860696327,0.130240616232403,-0.0602151292908589,-0.210995344520435,0.173580827662325,0.944465187405852,0.455169525984487,0.240824644850837,0.803444854801812,-0.375325040087608,-0.200109485598735,-0.206301443602436,-0.188130464201442,-0.511993825754265,-0.0596752795605135,-0.224126370784684,-0.0528970074819577,-0.438121948033628,0.121182630687794,-0.138947289390573,0.320642237903021,0.230169849166027,0.0846263884409421,0.117578444950498,0.631773106907213,-0.232375188402654,0.880345634531346
