"","CE206_RS00490","CE206_RS00640","CE206_RS00710","CE206_RS01730","CE206_RS01750","CE206_RS01945","CE206_RS02375","CE206_RS02800","CE206_RS03280","CE206_RS04825","CE206_RS04975","CE206_RS04980","CE206_RS05095","CE206_RS05455","CE206_RS06230","CE206_RS06820","CE206_RS06890","CE206_RS07050","CE206_RS07070","CE206_RS07140","CE206_RS07145","CE206_RS07680","CE206_RS08130","CE206_RS08665","CE206_RS08675","CE206_RS08710","CE206_RS09395","CE206_RS10185","CE206_RS10320","CE206_RS10400","CE206_RS10445","CE206_RS10715","CE206_RS10825","CE206_RS11065","CE206_RS11145","CE206_RS11165","CE206_RS11875","CE206_RS11990","CE206_RS11995","CE206_RS12415","CE206_RS12515","CE206_RS12570","CE206_RS13005","CE206_RS13235","CE206_RS13245","CE206_RS13280","CE206_RS13715","CE206_RS13775","CE206_RS14215","CE206_RS15235","CE206_RS15270","CE206_RS15390","CE206_RS15430","CE206_RS15560","CE206_RS15570","CE206_RS15610","CE206_RS16055","CE206_RS16175","CE206_RS16185","CE206_RS16190","CE206_RS16215","CE206_RS16265","CE206_RS16275","CE206_RS16425","CE206_RS16490","CE206_RS16530","CE206_RS16560","CE206_RS16565","CE206_RS16785","CE206_RS16870","CE206_RS17020","CE206_RS17150","CE206_RS17565","CE206_RS17585","CE206_RS17750","CE206_RS17970","CE206_RS18070","CE206_RS18320","CE206_RS18360","CE206_RS18695","CE206_RS18825","CE206_RS19130","CE206_RS19350","CE206_RS19995","CE206_RS20000","CE206_RS20005","CE206_RS20010","CE206_RS20020","CE206_RS20025","CE206_RS20710","CE206_RS20750","CE206_RS21100","CE206_RS21420","CE206_RS21430","CE206_RS21445","CE206_RS21455","CE206_RS21480","CE206_RS21520","CE206_RS21880","CE206_RS22585","CE206_RS22905","CE206_RS22940","CE206_RS23995","CE206_RS24000","CE206_RS24005","CE206_RS24095","CE206_RS24405","CE206_RS24515","CE206_RS24565","CE206_RS24810","CE206_RS25310","CE206_RS25315","CE206_RS25455","CE206_RS25855","CE206_RS26380","CE206_RS26385","CE206_RS27195","CE206_RS27280","CE206_RS27725","CE206_RS27880"
"ACHX_Li_2 (GE) - TPM",-1.18415014313249,0.176177869466763,0.969961125540757,0.710464675208986,-0.386425323076335,-0.305388614104094,-0.607985459409143,-0.288250570841462,-0.316101780944886,0.208752599574929,-1.35629802609491,0.0346489511777302,1.8601035525182,1.06784107347766,-0.413401721808821,1.55948210409446,-0.0675415884848089,-0.260252101399557,-1.11872887788194,-0.0563944987638303,-0.0776446068013679,-1.18914223831427,-0.0164790086201123,-0.523338458975407,1.01539711403611,-1.20413535979053,1.59097009416096,-0.569607233408701,-0.192855336119467,-0.682407611354779,0.216221883679248,-0.342600470399294,-1.25373020319194,0.787029168361072,-0.838430432639743,2.2831684880908,1.0216286882005,0.842128285283579,1.60537910369997,-0.610065683455751,1.27557357179577,-0.331262731374885,-0.426340257514011,-0.300952837663597,-0.412131353874867,-0.0724488596887117,-0.761832147263428,0.216741578849572,-0.339301720278985,0.499698371930176,-0.979301611782463,1.20618399617771,0.63785265761287,1.17271544181148,-0.238058885694831,1.04094358648308,-0.314256686320182,0.147602822261775,1.02174354777271,-0.526437804502844,0.473189195192188,0.843664870807976,-0.838932015368742,0.0555755801055927,0.011702963953412,-0.748217398838319,0.829184717285682,0.245104539839093,0.0425056455874757,0.452638814242851,-1.40629910263158,0.517556666737477,-0.376313207391142,0.461227878160769,0.507501064704479,-0.166666666666667,-1.01255023714096,1.63380757895061,-0.547962555072691,-0.423760517493106,1.30381363472914,2.55529879282835,2.26896768756057,-0.968758135970781,-0.956644768466132,-0.845006533393853,-0.856514300239213,-1.09964316753828,-0.604830392602495,-0.284725707699109,-0.849041448067972,0.471071098321449,-0.166666666666667,-0.411134717781726,1.58880707474445,-0.412322396710836,-0.166666666666667,-0.322532262903841,-0.00495473534601529,1.02825853877473,0.372910625778341,0.26136799209108,1.25651087694666,-0.166666666666667,0.0832614396680417,0.436292161709236,1.05482789356933,0.00510708227188551,0.0926924945548838,1.06700585257783,-0.240656802592653,-0.771036129231987,0.294196241624937,0.661791398085181,-0.811759800846605,0.00557804449351665,0.532732079144425,-0.669083202762427,0.516320334343921,2.94918939444447
"ACHX_Li_3 (GE) - TPM",0.106941459832571,0.16379284053266,-0.827992580732145,0.621556040483799,3.08427669878516,0.28230253774718,1.78845413088424,-0.410231761264499,0.178783884441311,0.380152339536834,-0.123525348867622,1.23135540389024,1.80146096120372,0.690067261754365,-0.515645605426012,0.75871559108394,-0.666142648773401,-0.937914389278752,-0.934872652593797,-0.381000332470438,-0.157628970257346,-0.869326593586138,-0.565967589992526,-0.94718713309396,1.68761173479423,-0.360924463860666,0.12775947011318,-0.569607233408701,-0.59396110317702,1.18162613522537,0.410305125623856,-0.342600470399294,-0.760665993282572,0.23725194549653,-0.634166791406237,1.48501629391905,1.25438460473347,0.404736176938611,0.248940224929653,1.90490577318976,-0.0943780906216995,-0.331262731374885,2.1013840338508,-0.919294881832245,-0.412131353874867,-0.909203849086253,-0.678120823635038,-0.246747902843723,-0.748319933408627,0.0159480195889889,-1.03077241922552,0.581142769023042,0.146551246893202,2.08258176190664,-0.238058885694831,-0.00245834202621363,-0.314256686320182,-0.190625005935938,1.39342555657404,-0.064208378758681,0.721352395417835,1.07616961128941,1.96460835045874,-0.600878520156144,-0.603708649651271,1.59076972459642,0.252845596132777,-0.922173186551688,-0.435463995992521,0.917448505256301,-1.57777751382241,1.50354381349407,0.420902477368214,0.628103911005884,0.154708233767012,-0.166666666666667,-0.581903750641401,-0.141438606921621,2.66282577085833,-0.423760517493106,3.02597997006526,0.0224917260085572,-0.682917690205008,-0.866072561448354,-0.847999694000694,-0.852596814313559,-0.860114678860864,-1.03076802812558,1.34795952290281,0.757092601110875,0.847423230451844,0.777395520217086,-0.166666666666667,-0.411134717781726,0.272561633741286,-0.412322396710836,-0.166666666666667,0.275107619687873,1.01669340801192,-0.150670554254254,3.35339781479172,2.09858582824478,0.701783737604225,-0.166666666666667,0.097306207841029,0.018965494742142,-0.360289843106526,1.28467769752861,1.20014559584652,-0.218731415974392,-0.240656802592653,-0.750266009922987,-0.0374602693979949,-0.138945038599315,-0.15250691645407,-0.826274340930842,-0.292222255801865,-0.669083202762427,0.3933174724274,-0.232228527062725
"ACHX_Mig_1 (GE) - TPM",-1.05163380089896,-0.952990744272015,-0.442655106168372,-1.10370277617853,-0.637280591351002,0.3025780129321,-1.00808402504083,-0.982086791908674,-0.152673156420795,-1.52388552164304,-1.35629802609491,-0.342883860592429,-0.643266049662913,0.977729688982866,-1.19601118663401,1.43985527370981,-0.686298756389301,-0.31732248256855,-1.24358206694191,-1.21530115301352,-0.474290101169472,-0.655348803613696,0.301199853615148,2.25385139098905,0.0926487259877451,1.15074910388221,-0.758611706216084,-0.569607233408701,-0.773387617207804,1.09834691871526,-0.605156605561215,-0.342600470399294,1.51644638849157,1.30516981500512,0.336613383509106,-1.04138796597474,-0.447804621996256,-0.595752928343749,-0.740287346382873,-0.610065683455751,-1.05465883264554,-0.331262731374885,-0.426340257514011,1.27159503365333,-0.412131353874867,1.62785767659536,-0.0798442457692185,-0.711173458020989,1.43968222463986,-0.767144111644488,1.46885694431886,2.46915470902282,1.50564755182297,-0.884232981071197,-0.238058885694831,-0.733840920560835,-0.314256686320182,-0.738146159673795,-0.551249573860878,-0.623236369038155,-0.5770607455647,1.26920709620141,-0.838932015368742,-0.600878520156144,0.690691615468874,-0.628353140040028,-1.13416579815298,-0.922173186551688,0.43706027577086,-0.643250539104628,-1.05413345807831,-0.636407923967203,0.465386748414388,-0.675938773981111,-0.841016431546613,-0.166666666666667,2.76936713518744,0.35646914170717,0.370517039248239,-0.423760517493106,0.354058971990587,-0.936932630057045,-1.1971297396629,-0.698251897508627,-0.542441401969231,-0.437673277234183,-0.46453822642649,-0.123576537939475,0.780290789312711,-1.39115984530799,0.377044820484903,-0.825322581468796,-0.166666666666667,-0.411134717781726,-0.446285031478708,-0.412322396710836,-0.166666666666667,-0.195891375979962,-0.698736136418143,-0.243362455440801,-0.994893595970098,-1.17129356765541,0.613496408563415,-0.166666666666667,-1.32662532296248,0.510027755714758,1.7818465176182,0.304761399956255,-0.65935738743907,-1.26882907946461,-0.240656802592653,-0.646684788916469,0.709546326973024,-0.700228914320027,1.83391055280572,-0.826274340930842,-1.48671773646479,-0.669083202762427,-1.1725544622098,-0.232228527062725
"ACHX_Mig_2 (GE) - TPM",1.54589475741687,-0.507516863574337,-0.375508804352872,-0.00260100329894041,-0.637280591351002,-0.156257559334425,1.19307713999201,1.45105766042989,-0.596734335309454,3.03312523699914,-0.372816470859356,0.135219971389634,-1.12976173870896,1.69082566181353,-0.779044627389015,0.62052026581473,0.7315789794267,-1.15880572814126,-0.25845311211482,1.32557628418293,0.699357280362956,-1.01680035317775,-0.425100867275126,1.32607410287057,1.44927228184523,0.360629094610089,0.999842811382743,-0.569607233408701,-0.200815981319727,3.28316331856916,-0.605156605561215,-0.342600470399294,0.607772606053803,1.11887577749676,0.771575163278096,-1.33627567914073,-1.08683508306,2.12941788565194,0.744473554650842,-0.610065683455751,-0.2885659302983,3.13504342723575,-0.426340257514011,-0.919294881832245,1.58924889371171,-1.32073556944231,-0.404227951715786,0.553290124277941,0.358421456599468,-0.767144111644488,-0.0721618388048393,-0.430670172598634,-0.564177437760939,-0.207985588816793,-0.238058885694831,1.6000890537856,-0.314256686320182,-0.738146159673795,-0.551249573860878,-0.956031137780958,-0.5770607455647,1.58413696817797,-0.199900923939212,-0.600878520156144,0.264979176884797,-0.974945617175604,-0.857533262531306,-0.922173186551688,0.589100452928519,0.910700322985673,0.272975647251864,-0.636407923967203,-0.176089222211923,-0.070067662536961,-0.079017065424566,-0.166666666666667,-1.31772286243737,-0.183882795652251,0.515694771843183,-0.423760517493106,-1.61751241649386,-0.936932630057045,0.44378289709274,-0.46506675307529,-0.175941559062231,-0.0307817692481196,-0.195019282454558,-0.284469285894135,0.141627259977136,1.96672613706937,0.0264080644475145,-0.825322581468796,-0.166666666666667,-0.411134717781726,0.700678150914205,2.70587137259311,-0.166666666666667,-0.102168600716314,0.213620942733248,-0.358475424440888,-0.994893595970098,0.567802987598799,-1.01159341442878,-0.166666666666667,-0.152439019588301,0.26938052136308,-2.20624886262425,0.69034311716514,-0.65935738743907,-0.012208492453973,-0.240656802592653,1.25172522289209,-0.594206353365588,-0.700228914320027,-0.822340031729631,-0.826274340930842,-1.19392705821195,-0.669083202762427,0.606515620222913,-0.232228527062725
"ACHX_Mig_3 (GE) - TPM",0.503395277651214,-0.952990744272015,-0.223103709346965,1.60780465974866,-0.637280591351002,0.149407178276864,1.29718679127403,-0.23312227326432,-0.422773668408237,-0.588733653607342,1.06556489073086,-0.289477162018615,-1.74077216728779,1.85264874964291,0.740737711244041,0.903267786226605,1.09899593454016,-1.93622081154455,-1.24358206694191,2.70769606097154,1.39627916377041,-1.13853973855976,1.54342891671203,1.16493685391366,-1.01307967558502,-0.494494570193347,-1.04365174348634,-0.569607233408701,3.45655448419651,-0.682407611354779,-0.605156605561215,-0.342600470399294,0.445147975334063,0.632072175307802,-0.20489737915126,-1.25062203607447,1.32231908391264,-1.38478620528813,-0.0966585316973649,-0.610065683455751,-1.05465883264554,-0.331262731374885,-0.426340257514011,-0.919294881832245,-0.412131353874867,-0.108013916386791,1.87694822338303,-1.11983325100392,-0.235530538383185,-0.767144111644488,-0.168425244092175,-0.430670172598634,1.28701570266035,-0.884232981071197,-0.238058885694831,-0.733840920560835,-0.314256686320182,-0.738146159673795,-0.551249573860878,0.684538559134874,-0.5770607455647,-1.506668777951,-0.838932015368742,-0.600878520156144,-1.12631465356376,-1.41024570901553,2.95314671781213,1.91287857623802,-0.903062389563732,1.47157193932285,-0.0311837662767887,2.16630926363687,-1.46718575737315,-0.960278427147097,-0.56394737273845,-0.166666666666667,-1.02691013305165,-0.00592304374486819,-0.909118206642734,-0.423760517493106,-0.941775685267809,0.947919549112002,-1.1971297396629,0.22591101387241,0.845655726306832,0.462493174130567,-0.118249607784556,0.379407099255655,-1.10996937332117,0.713870279038825,-0.29169385783369,-0.825322581468796,-0.166666666666667,-0.411134717781726,-0.446285031478708,-0.412322396710836,-0.166666666666667,-0.455715276189592,-0.698736136418143,-0.0652773013285063,-0.994893595970098,-1.17129356765541,-1.27434629595572,-0.166666666666667,-1.1405097270064,-0.0392794124568113,-2.03178877459928,2.28234280749263,-0.65935738743907,-1.26882907946461,-0.240656802592653,-0.345775376878166,-1.36368951947021,-0.700228914320027,-1.583326132178,-0.826274340930842,0.862510815810738,-0.669083202762427,-0.424549185123666,-0.232228527062725
"ACHX_Nd_1 (GE) - TPM",-0.251895418978053,0.285978831109692,-0.118093611857984,0.427511122835368,-0.637280591351002,-0.252634549747824,-1.87618442676405,0.145772804528593,0.0210553216621141,0.236411498992264,0.467233839126891,-0.526024658414786,0.808277386057794,-1.48276680961507,-0.212575683235953,-1.58186705066534,-1.96101334977953,0.402961462749734,0.126357737695165,-1.60668544514018,-1.49756235861649,1.55342533671528,-1.05802814174333,-0.98079336734295,-1.01307967558502,-0.205846088560128,-0.907757109037702,1.86922988539046,-0.242567990611829,0.236692614225322,-0.605156605561215,-0.342600470399294,-0.884017987704292,-1.35365319925713,1.2807786782375,0.0101376953505239,0.983606216958434,-0.570299255542171,1.40518736278541,-0.610065683455751,-0.34442953993735,-0.331262731374885,-0.426340257514011,0.211488378754557,-0.412131353874867,0.505492135951451,-0.108305191540567,1.50598716826801,-1.11459092462456,1.54957409886158,-0.829582639727035,-0.430670172598634,-0.598568906156856,-0.884232981071197,-0.238058885694831,-0.733840920560835,-0.314256686320182,0.0717535811483045,-0.551249573860878,0.175967742335396,-0.5770607455647,0.403613706810363,-0.246499168015175,1.80008164220077,-0.274194753300307,1.01110195250401,0.14813644751201,0.145147179026258,-0.211385337172471,0.509022328915397,-1.53262688822012,-0.636407923967203,0.527730212645701,-1.57998295981579,0.225485543123904,-0.166666666666667,-0.0418330252560409,0.44810888394538,-0.248660505439542,1.28380972788835,-0.854322567973074,0.482259178379747,-1.1971297396629,-0.777105358267643,-0.31376472936397,-0.249643065559424,-0.0779212942719895,-0.16073261751042,0.892587338629875,0.121841566874354,-0.103067901358202,-0.825322581468796,-0.166666666666667,0.834440693129277,-0.446285031478708,-0.412322396710836,-0.166666666666667,-0.595615472236219,-0.275822205435053,-1.13166829383366,1.14912102892593,0.440987806243443,-0.0563817861647114,-0.166666666666667,-0.274645805600936,0.733231383986829,0.536137626080129,-1.47466303631789,-0.65935738743907,-0.103841454900086,-0.240656802592653,1.89147280763927,-0.650317181233787,0.960286527780567,0.297993546511849,1.45558105327818,-0.0095652253451114,0.92324759116451,0.410906205183871,-0.232228527062725
"ACHX_Nd_2 (GE) - TPM",0.475492253549005,-0.513997121272205,0.751364424963363,1.60900765165313,1.80088191602279,0.71995197665133,-1.16169409667259,0.591436500473104,1.66731002601908,-0.21409205822847,-1.35629802609491,2.24215635280485,-0.611793173876579,-1.15289025928718,0.741873007529945,-1.61659023372191,-0.242618052885028,0.0140818615256943,-0.272783670675468,-1.10872888002658,-1.34331809655533,1.37512947026914,-1.29735759082698,-1.32952042429752,2.32340238235893,-1.1483014372165,-0.831893116379974,-0.569607233408701,0.0729761360131408,-0.193922084242438,0.991504486541707,2.84840768446477,-0.788532723985789,-1.26056375015006,0.68116633804271,1.16753494070992,-0.348974861307882,-0.302572652951777,0.0630445502544727,-0.610065683455751,-0.299710196040853,-0.331262731374885,-0.426340257514011,2.08566172142836,0.574001845121562,0.539595958038231,0.910312923990734,-0.0840510948391979,-1.22221634698587,0.46415067775564,-1.16981374716494,-0.430670172598634,-0.454845433577276,0.448587216921704,-0.238058885694831,0.416148360414657,-0.314256686320182,-0.0924750597767069,-0.551249573860878,0.273561062492169,0.443719103727932,0.777714334114788,-0.209196836420796,-0.600878520156144,-0.699442798920623,-0.337826131230166,-0.861557404953876,2.48139829383534,-0.167834128669553,1.35340169165218,-1.51731807614425,1.04596846439215,0.229234378243216,1.02393082215618,-0.56296161586247,-0.166666666666667,1.32468698777985,0.491062359150508,0.845989777735701,0.483782892865389,-0.806268580661301,3.21158188578457,0.15040565093497,-0.838599154786869,-0.579875396565284,-0.507634419854319,-0.531282883690955,-0.780814768416287,1.05518153546621,-0.403860743220142,0.583830929104541,2.32471936031909,-0.166666666666667,-0.411134717781726,-0.446285031478708,1.12409448385069,-0.166666666666667,0.111060825180295,0.874662831155426,-0.587407567593622,0.904282879967163,0.00694263811773053,0.343970238618169,-0.166666666666667,0.786568311626386,0.4332934029263,1.87138305151608,-0.990233660568615,1.53348452883542,2.03341271059744,-0.240656802592653,-0.567795046890672,1.38511021715225,1.50610762039297,0.0414921335670271,-0.0177637958458098,0.0014549629284189,-0.669083202762427,-0.258598186315769,-0.232228527062725
"ACHX_Nd_3 (GE) - TPM",-0.685226594978494,0.352335551809099,2.34470683550389,0.106214202370019,0.812671055136529,1.91074509447461,0.124547985170488,-0.313687453854049,0.277531631441749,-0.689326775333086,0.805048112613562,0.851869681211092,0.832900543773307,-1.15906629531946,0.465477749755192,0.0616885996861171,-0.158661436604615,1.50896487576999,0.560556718110967,-1.22042805646506,-1.29401649785891,-0.22842617515085,-1.27807379429579,0.0695475863024143,0.790714497061675,-1.03535103049163,-0.443171519042499,-0.569607233408701,-0.773387617207804,-0.682407611354779,-0.605156605561215,-0.342600470399294,-0.984943009867228,-0.680027294410672,-0.682931072221949,0.32817501777198,-0.22069809617683,1.83312342328349,-0.116662423113457,0.859717011216431,-1.05465883264554,-0.331262731374885,-0.426340257514011,-0.919294881832245,2.52008799673592,-0.599221772631451,-0.230982815169911,0.754781094907491,-1.43565530405816,-0.1569448666217,-0.23458118998177,-0.430670172598634,0.00067148857294464,0.601920655335146,-0.238058885694831,0.12101844951588,-0.314256686320182,1.18172561221876,2.85823228863815,-0.455449102137798,0.434685749112864,0.00277625388854374,3.37416391745095,-0.600878520156144,0.146754257819472,0.503026923371608,1.90553870040208,-0.922173186551688,0.190020438119814,-1.15916665712742,-0.332380645447319,-0.636407923967203,-0.206129961408893,-1.21128716788463,0.254573857896215,-0.166666666666667,-0.351277985704205,-0.272513890203131,1.17837325818009,-0.423760517493106,-0.612431462483523,-0.936932630057045,-1.1971297396629,4.79256792019937,4.69622843211021,4.38496811536696,4.48501352342591,4.62898635723678,-0.429282830464089,-0.137952494973537,1.71936632998943,-0.825322581468796,-0.166666666666667,-0.411134717781726,-0.446285031478708,-0.412322396710836,-0.166666666666667,-0.0112683419347043,-0.0303896079341401,-0.18465883559703,-0.994893595970098,1.05816083200769,1.70908496400128,-0.166666666666667,1.13855175501369,0.684052301692207,-0.750192395013007,-0.890383188476402,0.427360833493626,0.879089456940807,-0.240656802592653,0.196232232906353,0.327363515269649,-0.700228914320027,0.367783257328452,-0.225257595912109,2.22011235370101,0.589126420973249,0.748795158394783,-0.232228527062725
"ACHX_Ns_1 (GE) - TPM",1.88247002729532,0.155882396630757,0.277788691970432,-0.281444345405037,-0.637280591351002,0.989504491851359,0.844318071459539,-0.527843235651408,1.14273897557602,-0.0114446348531541,0.357358891851256,0.256108026570196,-0.333915107471888,0.314104709243205,1.63064762264684,1.01763811334514,-0.437147464767834,-0.192210926943359,1.08599084683093,-0.505641191969501,0.50946474505282,-0.950478518339426,-0.430915976920245,-0.391095736190082,-0.400151270947199,0.928527440730084,-0.778209545402482,0.0852177976813262,-0.345814192908898,0.304701910850642,0.201458571902308,-0.342600470399294,1.67477218473525,-0.0305008733404705,-0.430715510922588,-0.462066539518386,0.132009178455983,-0.291342039188564,0.0893862905401892,1.13794443703827,-1.05465883264554,1.39440243640037,-0.426340257514011,1.50961742305845,0.0860520179628164,-0.176608688130637,0.2837137624277,0.390265837793794,0.919796974879168,0.476928374377244,-0.0973914296832152,-0.430670172598634,-0.331417948384101,-0.547570113898992,-0.238058885694831,0.428082313638268,-0.314256686320182,-0.738146159673795,1.7658310657243,-0.541671771255214,0.110521213554613,-0.224397012745842,-0.838932015368742,-0.171108444144824,0.647608830564183,0.323431979894925,-0.307853680516556,0.224124101853742,-0.903062389563732,0.900222582010521,-0.0304610005089173,-0.636407923967203,-0.395920353085032,0.675104834015379,-0.360221080111887,-0.166666666666667,-0.180186775636276,0.235634596462713,1.92819623269417,-0.423760517493106,0.63655939208037,0.0156958959229383,1.93436480550149,-0.0199368388583338,-0.244811817529932,-0.375802083574212,-0.563319010682385,0.0473124541919229,1.09415869647874,0.0131239529526185,-0.275915558338869,-0.188776314068822,-0.166666666666667,-0.411134717781726,-0.446285031478708,-0.412322396710836,-0.166666666666667,0.924184517367496,1.1180945292368,0.913712871391714,-0.227339563711146,0.343841527847039,0.295359811543952,-0.166666666666667,1.99567056034267,0.315299149804565,-0.143990613186422,0.142630039128229,0.44844162034737,-0.747499293459958,-0.240656802592653,-0.108914234156098,-0.597530826694588,0.191464155783493,-0.194212513138345,-0.00937351994393419,0.254676634148433,0.18599486422703,0.0941275157728783,-0.232228527062725
"ACHX_Ns_2 (GE) - TPM",0.166399020748752,-0.205129692620386,0.0718140291732152,1.66908985692689,-0.637280591351002,1.29560435210501,0.830906421858833,0.0391032531298134,2.18802320913329,1.02621599650943,1.94583744098992,0.417791351617587,-0.971449450214423,0.704005863240575,-0.655180056977243,1.39918712132784,1.86354412134613,0.573291646617018,1.23716801073845,0.651766944618854,1.21759207864369,-1.50305544416977,-0.479863326363965,-0.279040862375512,-1.01307967558502,-1.71195686402249,0.12779965144353,-0.569607233408701,0.187845003778229,0.98194139620946,-0.605156605561215,-0.342600470399294,2.02545367426587,1.4692634919217,-0.178222704818822,-0.152229721225979,-0.830819390735514,2.30248997551184,0.767911483658256,-0.610065683455751,1.51757297863512,-0.331262731374885,-0.426340257514011,1.12837951408159,-0.412131353874867,1.43511211240621,0.923580862498234,2.18849978221406,-1.64534975758199,-0.767144111644488,0.683444415799871,-0.430670172598634,0.547740852091849,-0.884232981071197,-0.238058885694831,1.22525859161336,-0.314256686320182,-0.738146159673795,-0.551249573860878,1.4327546640513,0.582259801986955,-0.641861906937962,1.30667734272098,0.848377884539207,-0.489101616409726,-0.679464402583115,-0.205345018330732,-0.922173186551688,1.60197891887486,1.74263179795076,-0.309311675676204,-0.636407923967203,-0.0221914795755871,-1.15750894154241,1.45540547105765,-0.166666666666667,0.486318957716229,0.653507303919749,-0.909118206642734,-0.423760517493106,0.68585311541314,-0.936932630057045,-0.278875640869478,-0.299111586321728,-0.419579695824248,-0.434860710789409,-0.516386352280668,-0.416647473655364,-0.314862910051977,-0.321085418597584,-0.755560477269056,-0.825322581468796,-0.166666666666667,-0.411134717781726,-0.446285031478708,-0.412322396710836,-0.166666666666667,-1.02198890855891,-0.698736136418143,-0.694238614140711,0.946346607008788,-1.17129356765541,-0.392127809730912,-0.166666666666667,-0.890505439415736,1.75361873486994,0.205426256449067,0.734179084366974,-0.65935738743907,-1.26882907946461,-0.240656802592653,0.816566364253084,-0.717785781142636,-0.700228914320027,-1.583326132178,-0.826274340930842,0.535703096644204,-0.669083202762427,0.175702168351135,-0.232228527062725
"ACHX_Ns_3 (GE) - TPM",0.772557654113292,-0.756785440922373,-0.308881831592433,0.593696459617889,1.32421656840783,-1.04134420677602,-0.309295340993664,0.22352895521397,0.806729878248764,0.148696037483456,1.0261169220478,-1.07524626685588,-0.597035487991148,0.115143007627918,-1.05538321493392,0.00351314837176078,-1.14838073316586,0.614850062142367,0.600458667961744,0.315375805747522,0.0482766549275596,-1.52106987057073,-1.00887028152748,-0.126178937226248,0.0714429716520725,-0.338298894090339,-0.799182080318811,0.00972028416615651,0.235350235591597,-0.682407611354779,-0.605156605561215,2.50979960616731,0.406662686124146,0.711665345201683,0.409137348598399,-0.768681192983709,-0.218117772641879,-0.223934510350571,-0.773561944045249,-0.610065683455751,-0.0424008980205691,-0.331262731374885,-0.426340257514011,0.155141538725463,0.469360099109878,-0.0916164991222262,0.144367674506934,-0.64822006049442,0.876206053928995,-0.400264724533051,0.915378032835218,-0.430670172598634,-0.620356561763913,-0.288537788587583,3.64905899548774,-0.21986080022452,1.65603702592126,0.0313963403150561,1.49868514282076,-0.0853590040676473,-0.5770607455647,-0.372235491047628,-0.276020049596017,-0.600878520156144,0.374600726370457,-0.73921051369576,0.0842394276905294,1.10609856762491,1.56147825750014,-0.339513908581555,-0.600823945491234,-0.135123239998013,0.996976546880006,0.525944618270208,-0.63987709281214,-0.166666666666667,-0.202896548500047,-0.0146289154110922,-0.281571060527226,-0.423760517493106,-0.771492231416212,-0.599814233592465,0.971049643130463,-0.355163629891719,-0.386886380642431,-0.376157695178665,-0.447931447078684,-0.233746482945477,0.485910881856681,0.103366186754388,0.0755872670948761,0.300989786042687,-0.166666666666667,-0.411134717781726,-0.446285031478708,0.961060377355344,-0.166666666666667,-0.616861627108019,-0.296895972730125,1.06964841642198,0.0236956762117116,-0.405322807661526,-0.406391220302552,-0.166666666666667,-0.106020888277561,0.118694767835875,-0.136479856293707,0.00453204049237477,-0.65935738743907,-0.0696479971634638,-0.240656802592653,-0.662241333272032,-0.685864468789686,-0.305785891669467,-0.689539298442908,-0.103557434938119,-0.00650231852141487,-0.669083202762427,1.65308372795238,-0.232228527062725
"ACHX_Oss_1 (GE) - TPM",-0.561351568155302,0.875837729378877,-1.03450051372033,-1.10370277617853,-0.637280591351002,-1.20663802970248,-0.341880112092832,1.51514371178709,-0.479809349984245,0.346929219509844,1.06622659415277,-1.15401868421234,0.0778285524870217,0.0963235496724668,1.31024137104643,-1.57679728122383,1.23140325425581,-1.87026016653103,-0.232506019702157,-1.41343529333182,-1.51926006819813,-0.404280516085179,1.70221077124741,0.258523781645547,-1.01307967558502,0.801160566559549,-0.738140890763002,-0.569607233408701,-0.773387617207804,0.131596232946767,-0.605156605561215,-0.342600470399294,-0.0792906127749411,0.0742850028750611,-0.10619834295136,-0.642310594701516,0.0843802251379672,0.779272153172218,-0.0960086323535344,0.213630415581588,-1.05465883264554,-0.331262731374885,-0.426340257514011,-0.919294881832245,-0.412131353874867,-0.781600905531805,-0.810979102267797,-0.811408562159909,-0.587696449463492,-0.0832079899103133,-0.788651223892505,-0.430670172598634,2.06213690447205,0.226261294353597,-0.238058885694831,-0.733840920560835,-0.314256686320182,-0.738146159673795,-0.551249573860878,-0.00126670574962839,-0.5770607455647,-0.237783260487092,-0.838932015368742,0.107927312623024,-0.948356149475851,-0.338008834637678,-0.67989588106745,0.0231022661904564,0.322109281978978,-0.717981476342766,-0.593811419575982,-0.169160765658463,0.652978147599136,-0.546859878982145,0.325646566916335,-0.166666666666667,-0.863513899410489,-0.772557570942245,0.260754442316784,-0.423760517493106,0.184944533268369,0.319978810897462,-0.29892586270851,-0.380238360576289,-0.541901159202697,-0.595179814216112,-0.260819130516607,-0.0834327679986547,-0.685206032019662,1.18060984149848,-0.291295643636261,0.224512512052602,-0.166666666666667,-0.411134717781726,-0.446285031478708,-0.412322396710836,-0.166666666666667,-0.644370008401015,-0.698736136418143,-0.375987009225997,0.271008350825505,-0.100352227182981,0.343694532301246,-0.166666666666667,0.00637142725434008,-1.66467519455316,0.445985535937837,-1.50047486783024,-0.65935738743907,-0.5809792464185,-0.240656802592653,0.0253203720598602,1.16351180012637,-0.700228914320027,-0.750227951848753,-0.152630338945051,-1.24426421994834,-0.669083202762427,-1.18121956597341,-0.232228527062725
