"","NMC_RS00210","NMC_RS00215","NMC_RS11560","NMC_RS00680","NMC_RS00685","NMC_RS00700","NMC_RS00710","NMC_RS00715","NMC_RS00720","NMC_RS01005","NMC_RS01190","NMC_RS01720","NMC_RS01995","NMC_RS11860","NMC_RS02600","NMC_RS02610","NMC_RS02725","NMC_RS02930","NMC_RS02935","NMC_RS11980","NMC_RS03105","NMC_RS12035","NMC_RS03385","NMC_RS03725","NMC_RS12115","NMC_RS03900","NMC_RS04305","NMC_RS04605","NMC_RS04940","NMC_RS12280","NMC_RS05390","NMC_RS05480","NMC_RS05885","NMC_RS05975","NMC_RS06705","NMC_RS12500","NMC_RS07055","NMC_RS07355","NMC_RS07430","NMC_RS12700","NMC_RS07825","NMC_RS07865","NMC_RS08075","NMC_RS08090","NMC_RS08295","NMC_RS08490","NMC_RS13015","NMC_RS13020","NMC_RS09725","NMC_RS10045","NMC_RS10050","NMC_RS10055","NMC_RS10290","NMC_RS13210","NMC_RS10785","NMC_RS10795"
"NMEN_Oxs_2 (GE) - TPM",0.323634818336568,1.12309724385098,0.181062271935987,0.498760748633521,0.352552869713977,-0.114302696857218,1.23766740433601,0.749536628714836,0.396947890056764,-1.05968480382518,-0.854272757147044,0.0838381598111514,-0.932193728058377,0.479959459713188,-0.46014598253543,0.691696662954911,0.132440568004282,0.42227670633879,-0.574662497911282,-1.22303058781383,-0.448734670461745,-0.40841361912417,0.210070020351522,0.138720367822085,0.194130864943386,0.940745687663158,-1.23052609033693,-0.711683994905079,0.338493790021845,-0.166666666666667,-0.595386117362744,-0.643911684805528,0.352574112560691,-0.0141849814765322,-0.27122968003825,-0.33266762136567,0.392287600108305,-1.54118097180984,-0.886006163182296,-0.166666666666667,-0.0438591570721742,0.377139257148508,-0.593673401674216,0.233861575146427,0.300534408506727,0.311574591705117,-0.0595997707024243,-0.239165810480528,0.781647727807595,0.471635662489757,1.77502859347383,1.20689357201554,0.35795907288175,-0.166666666666667,0.735846580259444,-0.404651167845172
"NMEN_Oxs_3 (GE) - TPM",0.621431348441289,-0.817741041377641,-0.0860292315383452,1.09706140575459,0.534446129780576,0.232670341242397,1.73670866826172,0.363502594038681,0.461628459750805,-0.733069969676717,-0.854272757147044,0.418324080003482,-1.10520158383606,0.193084929239407,-0.205504169005351,0.087226546137987,0.292810224050246,-0.0629412321774788,-0.558577834031703,1.03343170592592,-0.464792115172412,-0.0188077976384665,-0.255740380184572,0.119124138441657,-0.202615278856641,0.0765780816520103,-0.48569323390944,1.09164192458958,0.331641360146819,-0.166666666666667,-0.445163261446311,-0.643911684805528,0.776842131778265,-0.968790717226402,0.0661525128101731,-0.848032112086863,-0.523346664112843,-1.23755860063017,-0.886006163182296,-0.166666666666667,0.110978534673237,0.358876105748868,-0.978359870164406,-0.549743672186059,0.476906761228123,-0.17162615604179,-0.922841627965194,-0.239165810480528,-0.0577411077369245,0.281687242842006,1.34181521120666,0.56193848698036,0.556299756205964,-0.166666666666667,-0.402343697373199,-0.331311507868749
"NMEN_Sp_1 (GE) - TPM",-1.00764509098222,-0.143013477866737,-0.0791374982392908,-0.828516293669548,-0.735591568611112,-0.913826165658314,-0.703945987834105,-0.471437284261323,-0.613651330105803,-0.202742157880253,0.15647710222418,-0.60123582505708,0.190961523337616,-0.290428050767035,-0.909963886148645,-0.24522120647547,-0.561120150635725,-0.757980944442243,0.386954987356667,0.385009497941451,0.801590166234894,-0.78035504921195,0.0171664098745554,-0.767549715420623,-0.283908814036947,0.377745889335974,1.09228047555222,0.0794172478479422,-1.20629978657068,-0.166666666666667,0.321219220221085,-0.0140849670912941,0.00547118541972759,-0.204225782485382,-0.648826032748641,-0.248848814886637,-0.883927148629792,1.54414324660202,0.886438942416303,-0.166666666666667,-0.254446324722579,0.76184057052528,0.353331168656966,-0.424881447259084,0.315756883658335,-0.636423582455301,-0.52469382404551,-0.239165810480528,-0.950118109153331,-0.912982712044531,-0.633344512189667,-0.500430292126005,-0.83886200099791,-0.166666666666667,-0.517541239775491,-0.695063258513792
"NMEN_Sp_2 (GE) - TPM",-0.521097684077932,0.331966500575361,-0.753772252143308,-0.922194435794519,-0.545737659064912,-1.08564021412391,-1.01413622200672,-0.963719034018085,-0.810749677417176,0.389323661348848,-0.854272757147044,-0.519748811838667,-0.0111885632359312,0.0273776991366819,1.6356139927336,-0.266454679363186,-0.168536077781931,-0.909389179318482,0.436982623110156,-1.22303058781383,0.0399755297681122,-0.0698456395539367,-0.996020203573961,-1.04163264388239,-0.0201543908954799,-0.075742740896394,0.131375091800682,-1.17931408036884,-1.23659099927488,-0.166666666666667,-0.825348413858887,-0.643911684805528,-0.448096041693152,0.168800126222016,-0.534156151633373,-1.07286724121004,-0.413611553681447,0.495896210781506,-0.886006163182296,-0.166666666666667,-0.423202580563234,-0.00154051428502422,0.238968636235864,-1.19951845418578,0.866936757853432,0.752549082229802,0.289034786842444,-0.239165810480528,-0.596867965892873,-0.313846163568552,-0.816879298434277,-0.208906804177636,-0.687935920193882,-0.166666666666667,-0.980561648367262,-0.418846052683819
"NMEN_Sp_3 (GE) - TPM",-0.141035191505035,0.385942170581999,-0.345777251189414,-0.669656761915967,-0.689144582845977,-0.834279403720403,-0.611577676620676,-0.566823771843266,-0.776815664521341,-0.383571424062069,-0.854272757147044,-0.404273894926315,-0.214195999757104,-0.268081584218957,1.14932390280504,-0.61853501870993,0.608522961346532,-0.213538789289479,0.828488854253172,-1.22303058781383,0.624928636766063,-0.0415427098288654,-0.272163026989663,0.0066217414002027,-0.0403884127835499,1.28507639599813,-0.194481699334443,-0.352530365497682,-1.39604243008732,-0.166666666666667,-0.66303570981307,-0.643911684805528,-0.730787414606443,0.175842176363377,-0.258971758244442,-0.579253194353245,-0.133548852864222,0.00186924448526549,-0.886006163182296,-0.166666666666667,-0.47013775981576,0.646393055681002,1.04454793308813,-0.959526221956771,0.411137434575042,-0.311659908894858,0.504504847863335,-0.239165810480528,-0.239162042462477,-0.669317658131992,-0.656932380209984,-0.0487557831461252,-0.661206967986153,-0.166666666666667,-0.949621746609004,-0.644027575942513
"NMEN_Tm_1 (GE) - TPM",-1.09554871921637,0.625791651324925,-0.26356110175276,-0.850039336715362,-0.537137691564014,-0.079444646911816,-0.587982247748022,-0.499180285834871,-0.225170497702083,0.175768339767439,0.68641838822115,-0.281915747533721,0.417661315503472,-0.0553238600329782,-1.0977201628959,-1.00750735584621,0.791009685033049,0.871480779707479,0.22138977935891,-0.732801853409814,0.333792727332613,0.168457462311313,-0.151496623093358,-1.04862208094308,0.132778392226439,-0.570566291971469,0.383020077969238,0.383048231082198,1.10658674745815,-0.166666666666667,1.54785724210824,2.81226134907257,1.21595018863537,-0.150851782289736,-0.0959104999030704,1.25578855510469,1.2205784806377,0.125801894206438,1.81574091480951,-0.166666666666667,-0.491664056004054,0.965457744876282,0.174294906443867,-0.0496726591629619,-0.373095162329182,0.399650383621313,1.23133616372407,-0.239165810480528,-0.581757695657736,-0.184752494076313,-0.280303568240137,-0.553165176542183,0.663183608205212,-0.166666666666667,0.551675092746247,0.52005498511484
"NMEN_Tm_2 (GE) - TPM",-0.985113780506593,-0.621340454172416,-0.641997511816712,-0.605297147685762,-0.427474694328999,-0.114620427149681,-0.488797951903328,-0.46320211743975,-0.295636310557106,-0.0194165772045353,-0.854272757147044,-0.201497037130327,0.590981032433514,-0.630290389667768,-1.39653372871711,-0.978432639783189,1.19619228086011,1.00458198742039,-0.464588674333713,-0.788474495215151,-1.10155336894662,-0.393863387453727,-0.802705183597172,-1.06953647148179,-0.190393990139228,1.04054748035029,0.264669568097667,-0.814857968914853,0.356370890507788,-0.166666666666667,1.47537522247072,-0.643911684805528,0.412581015967437,-0.884144122632934,-0.174147897486574,-0.417637651842879,0.759204133272929,0.263734793881123,0.311455930754808,-0.166666666666667,-0.318994145989741,0.662955866821209,-0.694078421564,-0.780025681132872,-0.525793191061103,0.423180196347298,1.65517483556169,-0.239165810480528,0.386625943440779,-0.0604058853077392,0.236953283467801,-0.569115727888924,-0.287071308165369,-0.166666666666667,-0.0189341538655846,-0.177789672290067
"NMEN_Tm_3 (GE) - TPM",-0.600476251114145,-0.334383566148984,-0.122722161199103,-0.331749358505516,-0.341523494969042,0.111759503069806,-0.570768739925715,-0.634771211291781,-0.388460741167049,-0.118139761549345,-0.335797642810357,0.260974633757414,-0.177622432872387,-0.474766347482786,0.133447909649556,-0.75609814427611,-0.00095529260647419,0.464616038613281,-0.196570321389661,1.08658195091579,-1.50030654909804,0.112761439001943,-0.162439110224573,-0.321571215711891,-0.459336705425345,1.11398680333802,0.281220512257079,-0.0724342497253186,0.0233817001454066,-0.166666666666667,0.923350629155325,-0.643911684805528,0.282903589978694,-0.347880134422566,-0.280971482402935,0.578023582840605,-0.218572490255001,-0.189505632917512,0.0231887975974234,-0.166666666666667,0.0182652391032938,0.40471872391659,0.197093567644306,-0.223878610296532,-0.416274391077958,0.569308201984975,0.811791846563864,-0.239165810480528,0.656517682267151,0.361295089864504,-0.0544725428186702,-0.53748795435739,0.502843420532169,-0.166666666666667,0.181710471276813,-0.0350131356831646
"NMEN_Vic_1 (GE) - TPM",-0.888860707513664,0.669244556429038,-0.488079665025898,-0.841926953094416,-0.494464657984739,0.362076574179869,-0.324875705906914,-0.272565082265688,-0.137396100476591,-0.693211788264598,-0.205780059431333,-0.43717826261092,-0.0963968701612977,-0.72839529176908,0.708002312196325,-0.218647933447977,-0.391853997868648,-0.930816911149686,-0.832239741022048,0.0150232118303754,1.2817916838245,0.124288248241675,-0.22798448577201,-0.295507041241013,-0.0192743277413892,-0.356108181681379,-0.962842283816324,-0.0544474908779707,0.512959951619564,-0.166666666666667,0.328948035153513,-0.643911684805528,-1.18740514316565,-0.348232307416612,0.177922609446396,-0.749285450562423,0.00040210524469126,-0.0227207343129047,0.53548514044504,-0.166666666666667,0.190221663506542,-0.0478934520814555,-0.9861610683523,-0.462455880066745,-0.53780187882156,-0.232084479776273,-0.652600243496854,-0.239165810480528,-0.350818062809261,-0.665763581920678,0.104422023681342,-0.604277105965393,-0.810760945814539,-0.166666666666667,-0.553750662008724,-0.50094123261126
"NMEN_Vic_2 (GE) - TPM",0.642622792914463,-0.52254316448011,-0.171021545622644,-0.847386733683984,-0.423442102013334,0.195177739748817,-0.0461109120667596,0.0211442658888199,-0.409409812251761,0.0897095030764691,-0.854272757147044,-0.0214986327660628,0.814133144071604,-1.02591646092735,-0.173417770855393,-1.49356313354014,1.48463957393778,-0.0787277320472983,-0.657214490320717,-0.434472474553095,0.991328668854257,0.261793015867776,-0.209025257759119,-0.250757319147392,-1.30758242462916,-0.0863058581128419,0.371877315100591,-0.187285104763687,0.612089662871333,-0.166666666666667,0.784167394377204,1.67251829288534,-0.869925543131237,-0.569503680717151,0.651743088093692,0.938188162810555,-0.0241065164354908,1.6138442432706,-0.886006163182296,-0.166666666666667,0.376220362975819,-0.551064240768037,-0.304396517423342,0.0910466658615941,-0.476997537730882,-0.463763548173891,-0.785482807390538,-0.239165810480528,-0.69923378015576,-0.53907036967953,-0.401458144706774,-1.1346096179057,-1.05972474343557,-0.166666666666667,-1.11001003680861,-0.120846263904379
"NMEN_Vic_3 (GE) - TPM",-0.563912808494529,-0.689470931307981,-0.841418985585998,-0.479413710461649,-0.378542314699641,0.218290638607804,-0.691489590258514,-0.468483711398119,-0.327554749382503,-0.545612712758944,0.487690198247875,-0.829448149884742,-0.143278074601108,-1.14184178122458,-0.901869024708035,0.226547544064768,0.0617738296406283,-0.728412444489635,0.113928571927602,0.698450959506655,0.853516671343805,0.813410147013976,-0.399027382643314,-0.439922542480243,-0.837117221988244,-1.21803968917701,-0.168250951325948,0.611263335568648,0.992226234738194,-0.166666666666667,0.0508610057921164,-0.643911684805528,0.0967569447342171,0.48869287103947,-0.197881104673432,-0.551974159889367,0.358889046034146,0.653088556513546,-0.886006163182296,-0.166666666666667,-0.233031964824144,-0.40381291264758,-0.0683596664870936,0.245725603156327,-0.441346669880315,0.0425411232769929,-0.767921214469256,-0.239165810480528,-0.649409869793297,-0.279036253813014,-0.351444816840828,-0.785369805406768,-0.599774907043314,-0.166666666666667,-0.74547627651656,-0.378595781225041
