"","NMC_RS00210","NMC_RS00215","NMC_RS11560","NMC_RS00680","NMC_RS00685","NMC_RS00700","NMC_RS00710","NMC_RS00715","NMC_RS00720","NMC_RS01005","NMC_RS01190","NMC_RS01720","NMC_RS01995","NMC_RS11860","NMC_RS02600","NMC_RS02610","NMC_RS02725","NMC_RS02930","NMC_RS02935","NMC_RS11980","NMC_RS03105","NMC_RS12035","NMC_RS03385","NMC_RS03725","NMC_RS12115","NMC_RS03900","NMC_RS04305","NMC_RS04605","NMC_RS04940","NMC_RS12280","NMC_RS05390","NMC_RS05480","NMC_RS05885","NMC_RS05975","NMC_RS06705","NMC_RS12500","NMC_RS07055","NMC_RS07355","NMC_RS07430","NMC_RS12700","NMC_RS07825","NMC_RS07865","NMC_RS08075","NMC_RS08090","NMC_RS08295","NMC_RS08490","NMC_RS13015","NMC_RS13020","NMC_RS09725","NMC_RS10045","NMC_RS10050","NMC_RS10055","NMC_RS10290","NMC_RS13210","NMC_RS10785","NMC_RS10795"
"NMEN_Li_2 (GE) - TPM",-1.68697948390773,-0.165502364444913,-0.375123064849498,-0.360025206473751,-0.738414369986402,-0.284067580906496,-0.998746287428591,-0.590241601798097,-0.583771189705722,-0.406815802129243,-0.255429456332401,-0.836291130609901,-0.992121684684814,-0.815510914927732,-0.781670970258593,-1.51994436668088,-1.07195015945549,-1.51479223392097,-0.612060576089229,0.396597494286462,1.23343649642306,-0.590734515415631,-0.487391877377549,-1.39775328973262,0.0220528288886876,-0.635699644352544,-0.913191858603863,-0.619989621980772,-0.831691703962648,-0.166666666666667,-1.47301322932966,-0.643911684805528,-1.12294135751033,-0.622921505603187,-1.1746492601297,-0.309056004007347,-0.188745157372942,-0.586732116792399,-0.886006163182296,-0.166666666666667,-0.645693632816213,0.973497843392122,-0.282837977167603,-1.12268899007258,-0.573690940515927,-0.902465486787572,-1.52228372479067,-0.239165810480528,-1.19598875265575,-0.6520589854205,-0.524878451570457,-0.632495265101504,0.486849800701587,-0.166666666666667,-0.849400658598556,-1.58667608642031
"NMEN_Li_3 (GE) - TPM",-1.61393422421457,-0.704752241469553,-0.156941720473313,-0.443305747514389,-0.523033114481125,-0.51530351039103,-0.998605228219277,-0.87403804068399,-0.515908831497697,-0.407832394244142,0.150343561832792,-1.02031530677441,-0.353619569354756,-0.509254056134119,-0.9830948404716,-2.0024419779423,-0.983876958043032,-1.53034136470283,-0.829485091596805,0.694907818525622,0.34099046868364,-0.20304825569611,-0.0928958164006334,-1.44823030133431,-0.603185901431874,-1.88917669299932,-0.95002889895164,0.563279684931499,-0.930099548513008,-0.166666666666667,-1.11781990419711,-0.643911684805528,-1.03854073050735,-0.934668318958416,-1.50182743947275,-0.463819600552367,-0.444959956156634,-0.92153784106661,-0.886006163182296,-0.166666666666667,-0.648316213211572,0.222260280997977,-0.320612063553611,-0.473217343395717,-0.630811793688452,-1.13173416304953,-0.565511357494528,-0.239165810480528,-0.667270695905901,-0.453026259189405,-0.897803208427957,-0.554780675470365,0.3189041695604,-0.166666666666667,0.451032689402899,-1.38451337919958
"NMEN_Mig_1 (GE) - TPM",-0.840377527323124,-0.442242686210872,1.49446720506723,-1.81992267949497,-1.20474702544126,-1.25278833811968,-1.47467989280453,-1.08106492359174,-1.10342160644952,-1.25586809939395,-0.854272757147044,-1.23591364512248,0.376165651616578,-1.69390618822776,-0.406653153277459,-0.751793659911597,-0.880895976355954,-0.0933317919947147,-1.39540318141578,-1.22303058781383,-1.94217922421526,-1.92206043602321,-1.22093530867384,-0.506290852614089,-0.558210558847587,-0.547019059172608,-1.37006843372431,-1.17931408036884,-0.381553477207506,-0.166666666666667,-1.08859535806119,-0.643911684805528,-0.329261268855024,-0.153152493623517,-0.800722088520383,-0.6979720780614,-1.77814061968113,-1.67202950707015,-0.886006163182296,-0.166666666666667,-0.531469877701605,-1.83905964647255,0.7395031290971,-0.614925954735088,-1.16177247739955,-0.960792834411096,0.395578935592069,-0.239165810480528,-0.573276667557862,-0.750563239080812,-1.11762859235185,-1.323804435454,0.399381494105434,-0.166666666666667,-0.66561477654336,-0.962531554100722
"NMEN_Mig_2 (GE) - TPM",1.79590255926613,-0.317674703044702,-1.22014527253105,-1.16344529581127,-1.01574049599846,-1.31396275560005,-1.52726241712925,-1.15706656693125,-1.08822914184224,-1.07242945920361,-0.854272757147044,-0.285615614692155,0.681733903577568,-0.717501131996062,-0.597669619110654,1.49690008153247,-1.63619513859967,-0.0556813278979634,-0.86153254248442,-1.22303058781383,-1.19242647852269,-0.817607237464731,0.0721962707272634,-0.447467349718255,0.91300722249192,1.6072058656311,0.302278835581443,1.77871167350039,0.284630529966216,-0.166666666666667,-1.5646009174549,-0.643911684805528,-0.351363097063804,-0.236013322621979,-0.970295031566212,0.987475564204272,-0.37720280397236,-0.653707513527163,-0.886006163182296,-0.166666666666667,0.175526501003533,-1.38004436957753,0.417548018055566,-0.874263171993988,-0.497814976687847,-0.446600110274671,0.638741830463816,-0.239165810480528,-0.517996609340129,-0.701060539510184,-0.978650053114971,-1.22299505956049,1.60514242055256,-0.166666666666667,0.787626586915464,0.556436104120672
"NMEN_Mig_3 (GE) - TPM",-0.0742342680224913,-0.828145422879245,-1.22014527253105,-1.12271491377394,-1.02955304539496,-0.921642152943351,-1.04321010051249,-0.692488049181799,-0.636726651413235,-0.563278036562481,1.68477262868238,-1.37935206313286,0.48431273459198,-1.26108428391845,-0.492357700150393,-0.464322233472907,-0.501437349687929,-1.44111530669123,-1.06656532341289,-1.22303058781383,0.462167989378881,-0.303021783965703,-1.22093530867384,-0.621800522235371,-0.120731479227011,-1.03107970209269,-0.953511576455137,-0.501745849721738,0.158268069518764,-0.166666666666667,-0.223560808612359,-0.643911684805528,-0.436885910081075,0.339898817357825,-0.839545751889492,-0.364543795014603,-1.32888038650999,-0.989509426331481,1.34022148693889,-0.166666666666667,-0.691642087372934,-0.794462010944716,-0.06969221940887,-0.533016458361877,-0.474945707352033,-1.22721717307881,-1.52440072209355,-0.239165810480528,-1.95563626965267,-0.585780993126379,-0.840003341318806,-1.02185379564639,0.221191076104939,-0.166666666666667,-0.116560638766185,-1.01748560481526
"NMEN_Nd_1 (GE) - TPM",-0.275450040508812,-0.688069026405537,-0.116039686046162,0.20141751660079,0.297886223037791,0.497517752625023,0.551719044703966,0.104746210690675,0.372249954586516,0.402283271820719,-0.579729475615554,0.000658118287691969,0.128315332394846,-0.66986618247219,-0.125758097054863,0.229439022192108,0.447864631046805,1.09366340233299,0.0217488279527264,0.0873132062728053,-0.993257464855932,-0.75450518341719,-0.436241470118877,0.149765713449632,-0.280922704369975,-0.263914540120961,-0.149714415816621,-0.153611550253948,0.259140010961946,-0.166666666666667,0.556455816130211,0.639155724311423,0.746830119267747,-0.20061822007086,-0.401064550942293,-0.242110744234896,-0.345093896555621,-0.0419892017983397,-0.163849898246174,-0.166666666666667,-0.510711969230756,-0.96269086100766,0.02007404366528,-0.197921418891725,-0.617979135078924,1.21705600790453,-0.67003133471146,-0.239165810480528,1.04794074492499,-0.210444934786286,-0.381039740779839,-0.46529795238068,-0.0352171064010357,-0.166666666666667,-0.41092033547335,1.61940032263813
"NMEN_Nd_2 (GE) - TPM",-0.819084627247597,-0.939360561806312,-0.289309231145415,-0.117472197331491,0.313233062693278,0.388891459276783,-0.248586431017537,-0.0927390661710217,-0.0365645714425347,0.782563054296925,0.0880945768509283,-0.784529328610085,0.101733940650018,-0.350347751706539,0.60929637106134,0.0417733507111729,-0.862951036061687,0.0601092810529074,-0.0143658609319009,1.77546490568402,0.824180403750737,-0.312126085718805,-0.64376648449805,0.748719028825041,-0.867082397452697,0.0666555031319895,-0.0529577405739286,-0.676354841643975,0.688149555125237,-0.166666666666667,-0.0239914945660441,2.87938215046234,-0.310622769572916,0.803018758933033,-0.531187070816856,-0.261919847353843,1.22323425593365,-0.152422986480815,-0.0597412107197712,-0.166666666666667,0.804966467386194,-0.943844950386362,-0.414230373374408,0.0376640249366276,-0.975693151935579,1.15202659846018,1.88028910992069,-0.239165810480528,0.886303177366578,0.223586483012342,-0.330468115300469,0.156685883534696,-0.530038270872262,-0.166666666666667,-0.533380050783067,0.29442870335898
"NMEN_Nd_3 (GE) - TPM",0.431861213698234,-0.386810325225451,-0.447161536859836,-0.56828068529239,-0.199944738596,0.163721484396329,-0.327505590061267,-0.44019121233936,-0.254955880160656,0.54117737183536,-0.854272757147044,0.0542043946475311,-0.0609276221334271,-0.673322938832062,-0.101116655541963,-0.75696289762927,0.434660463051117,0.127881167046158,0.112032370929882,0.737849915692604,-0.904717351042499,-0.112100213978556,0.316792660141457,0.560161361545062,-0.667433303207755,0.455200273102102,-0.269391727955637,-0.81385562983988,0.238157739020636,-0.166666666666667,0.141695103514297,-0.643911684805528,0.515961605914144,0.914245702427412,-1.24790568108224,-0.903190823475715,0.160391220983605,-0.876086157532195,0.91512692660568,-0.166666666666667,-0.52989713928323,-1.10023533321095,2.07086265294826,-0.228457387504076,-0.918025622259062,1.73504676424206,-0.0140006749929317,-0.239165810480528,1.14934011198022,-0.204288861563096,-0.491087786000552,-0.297416383404466,0.150691992622866,-0.166666666666667,-0.120933793375518,0.928153774103506
"NMEN_Ns_1 (GE) - TPM",-0.499383299861603,-0.3847336630656,-0.219332638641961,-0.116051868852575,0.0574684041413224,-0.409920166436907,1.24123230630639,0.791773666538737,0.481756563284956,0.420890460301111,0.518464461193651,0.513211904871422,-0.778318637653975,0.212808227913342,-0.64183814790164,-0.207328025962337,0.555870766818104,-0.387698395584721,-0.149253037969934,-0.276656833712792,-0.25229293821121,0.273621618734757,-0.28676181504047,0.18135448420943,0.510488391894951,-0.682145121195537,0.159323780837494,-0.568767604204166,-0.216378692981415,-0.166666666666667,0.0170741050569172,-0.216216064360794,-0.351204737137412,-0.573881406974963,-0.0978099847089176,-0.820811014132665,0.286449518295005,1.32373761648423,-0.685404159504436,-0.166666666666667,-0.264537936578093,-0.194708246002404,-1.29585996549375,0.107270179069781,-0.444261628841681,-0.06199652703871,-0.609848966993203,-0.239165810480528,0.192577451680371,-0.414481323806632,-0.0487998152354039,0.341579762323147,-0.941454541222016,-0.166666666666667,-0.520279319829144,0.254171387140188
"NMEN_Ns_2 (GE) - TPM",-0.213988075299098,0.556976581562283,-0.0213273484641038,0.792920186824326,-0.483755275819145,-0.446949298443146,0.478846753127551,0.271491779872123,-0.238604800056932,0.850057184625928,-0.580218465901607,0.386634774679474,-0.169663969220216,0.885123177037876,-0.954669414684856,0.312169719585877,0.415079143450044,-0.0350271987815386,-0.131943968130345,0.956985971003856,-0.359134581610954,-0.358540015188663,0.121858205631725,-0.425017853904347,0.549924002726588,-0.029979558015196,0.979343863460659,-0.88677818124371,-0.699110074703855,-0.166666666666667,0.163084512331275,-0.643911684805528,0.117303626920912,-0.914693620892669,1.04778401845471,0.293054956150321,-0.323400636041047,1.28272479491684,0.0751538759034117,-0.166666666666667,-0.407499325213954,-0.0584293213053237,-0.573137488350148,-0.190831768655576,-0.17574354830945,-0.344421219255777,-0.637109743094678,1.68211074751807,0.00835271277916662,-0.684536041820859,0.0356703009459003,0.0577770426414707,-0.515349588177167,-0.166666666666667,-0.610598512565305,0.00358441760547517
"NMEN_Ns_3 (GE) - TPM",-0.105681669385359,-0.201035158572378,-0.191189094411971,0.300485376006596,-0.194054584745938,-0.265381962413476,0.176236872105182,-0.0713088463203078,-0.299035113352806,0.142074270674145,-0.854272757147044,0.555837821098207,-0.630128667407413,0.721444898922858,-0.035573399946274,-0.0102017421794858,0.564610464627177,0.163758071599332,0.127360907216487,-0.642980979628634,0.0718022490912541,0.0668755749704519,0.143694261389925,-0.530836030659305,-0.526459981923947,-0.536632622665672,0.908089555278829,-0.287435022493097,-0.729816195302678,-0.166666666666667,0.0604687938932879,1.06001384516392,0.329873781893031,-0.865633955734065,1.09221595009397,-0.0784342122349866,-0.59542343966791,0.726687410847621,0.179583036538003,-0.166666666666667,-0.10413587729701,0.146397854754694,-0.372237494948572,-0.332806554678263,-0.522848805120605,-0.331062141471937,-0.657025464767774,-0.239165810480528,0.317465173373442,-0.658743055480999,-0.259594620510014,-0.19319247935698,-0.67108032705745,-0.166666666666667,-0.255967457700586,-0.207592047379842
"NMEN_Oss_1 (GE) - TPM",-0.523702440914097,-0.806066867977303,0.183588959183568,-0.40428364876241,-0.191116235285329,0.545998047185832,0.984323831118871,1.55454475724924,1.07019233345531,-0.753477292013263,0.116250838322357,-1.04335015712643,-0.253169250003586,0.455178622907157,-0.785534574986157,0.207714592715971,-1.40132869816611,-0.829000889025616,-0.391329292560152,-0.142200764476415,-0.081130058666828,-1.16682062013676,0.364167632400538,-0.845369279768838,-0.230136634647779,-1.21847974181198,-1.31195566552354,0.180401182738835,-0.406366205104875,-0.166666666666667,-0.778854970890554,0.263229213631626,-1.21232847985795,-0.117882520292509,0.259951560556322,-0.49114805541306,-0.704859153533044,-0.743908656691177,-0.0350538823567691,-0.166666666666667,-0.541428031084702,-0.593021835679563,-0.710846586847053,-0.481553306581245,-0.737488434668284,-1.48404012863521,-0.64952473894032,-0.239165810480528,-1.48594927529228,-0.0485988809324678,-0.0016465023111853,-0.0923517317560201,-1.01806686830656,-0.166666666666667,-0.235650594210088,-0.987090914935948
"NMEN_Oss_2 (GE) - TPM",-0.513196374766585,0.492656297973491,0.122740145007645,-0.540572031392676,-0.250684730881634,0.269688492455224,0.146281535095766,0.387447576788547,0.163906732708165,-0.571430271887792,-0.537051138899644,-1.05236180656699,-0.230618836818248,1.08776756338459,-0.615563064030054,-0.0110034557123638,-1.02308956979597,-0.484505844958974,0.203208034317149,-0.920222683271318,-0.680529529114791,-0.86231022050704,-0.184733979057923,-0.412012415754553,-0.0471852586463098,-1.53830012691999,-1.66081157819126,-0.417431829131282,-0.91520972966608,-0.166666666666667,-1.01534118474201,-0.643911684805528,-1.14652953316346,-0.733653904684151,-0.343639715889841,-0.873561748870739,-1.60975246216878,-0.606061183100871,-0.329728168821271,-0.166666666666667,-0.728605365000908,-0.991989736993299,0.464614473046396,-0.304101247879426,-0.538647374752523,-1.68205915720877,-1.27462437062176,-0.239165810480528,-1.58140771733468,-0.643991033788876,-0.618409593614562,-0.0963362998360329,-0.502159360408911,-0.166666666666667,-0.415304709193492,-1.09418584997295
"NMEN_Oss_3 (GE) - TPM",0.0892000536808623,0.233087285454915,-1.22014527253105,-0.471652441659278,-0.125712094611279,0.127253277497196,-0.708664969436836,-0.578583032556695,-0.124142482237293,-1.06278498780733,1.09741241535248,-0.931714471604508,-1.5349747629361,-0.858359786453083,0.586220811575299,-0.884842914961706,-1.79370238620531,-0.908500065165495,-0.374924870712155,-1.22303058781383,-1.75736453629311,-0.667763967329121,-0.822487769374646,-0.214323286827426,-1.30758242462916,-1.45719260433277,-1.43290454166825,-1.17931408036884,-0.844541737611169,-0.166666666666667,-0.440543545418267,-0.643911684805528,-1.34462326271392,-0.0724706432084985,-0.868711549566286,-1.26911201669449,-1.77814061968113,-1.4107130092249,-0.886006163182296,-0.166666666666667,-0.32401703535457,-1.1364484905725,1.33130378579802,-0.14738795518666,-0.830221710466242,-1.27081400371758,-0.532943447664305,-0.239165810480528,-0.949557502207957,-0.093842452874559,-0.765221749078372,-0.625202837359122,-0.806966235563567,-0.166666666666667,-1.26010429862446,-1.32342973606407
"NMEN_Oxs_1 (GE) - TPM",0.761633434698647,-0.571611923955368,-0.181504041941783,0.996289611687702,-0.0879253321924368,0.81000943029838,2.63387331909906,2.02248820604709,0.465556600830203,-1.46917690330482,-0.854272757147044,-0.0654573967349542,-0.479063935994939,0.780030034661756,-0.0195148853144814,0.586956557974481,0.873706240749951,-0.305793274558945,-0.96116321285285,0.650599256178378,-0.269361605311259,0.416908214078863,0.582303577087435,0.00438748741812348,-1.13555156793589,0.811427273280302,-0.496526997525144,0.588496430591725,0.921544888468176,-0.166666666666667,-1.29728460102781,-0.643911684805528,0.429688256205294,0.444542573777057,-0.0183008618505697,-0.220194144527433,0.0451931747049222,-1.05716932658739,-0.240634726915995,-0.166666666666667,0.675426947652693,0.260833130646127,-0.726012180414706,1.20070679301462,0.217055264620129,-0.143692811951045,-1.44686643783628,-0.239165810480528,0.297658785031653,0.529775442690141,1.76890255748893,0.820377909027183,-0.285519334029018,-0.166666666666667,0.367799260953639,0.0806986164927875
