"","YPK_0035","YPK_0103","YPK_0460","YPK_1747","YPK_1753","YPK_1756","YPK_1757","YPK_1758","YPK_1759","YPK_1859","YPK_1902","YPK_2381","YPK_2382","YPK_2383","YPK_2384","YPK_2415","YPK_2416","YPK_2427","YPK_2428","YPK_2551","YPK_2686","YPK_2847","YPK_3019","YPK_3446","YPK_3850","YPK_3936","piBX060"
"YPSTB_Oxs_1..GE....TPM",1.48329774845729,-0.0014661000087547,-0.736980457444508,-0.276272697896502,-0.1851760771554,0.480982555969617,0.740347746889071,0.964336375687448,1.18150602418942,-0.876641068719425,-1.17250177249653,0.655706137253577,0.361996362703241,-0.0980678178150208,0.0218123024338407,-0.0191237599527971,-0.10194718494199,-0.0716786080153071,0.0061704583029199,-0.655888918605808,1.07955698865416,0.373309047683309,-0.754514574850119,-0.930285658190237,-0.767527949440275,0.344644204092902,-0.621266554291997
"YPSTB_Oxs_2..GE....TPM",0.859706162322175,-0.0112511050292134,-0.39051280552061,-0.191002154083962,-0.0816983990476151,0.742165208923814,1.03881794416639,1.2539758258759,0.818655434354065,-0.54112288426023,-1.40028974344973,0.730166575298589,0.0155252481902206,-0.13745089601008,-0.127753055334766,0.347317205296376,-0.108694219933142,-0.245141284509685,-0.0446893243687823,-0.369545830280872,2.0264850665226,0.406523487123875,-0.456110383494192,-0.602480971964715,-0.410527373441231,-0.0385331009080202,-0.728205341123964
"YPSTB_Oxs_3..GE....TPM",0.887098959551286,-0.234193923923508,-1.33283621252452,-0.162951181218271,-0.230362497055899,0.175276564186168,1.10485439790523,2.44084362357854,0.706325420059113,-0.79287108069566,-0.621416072246805,0.240192167100906,-0.352971226711553,-0.446580443860963,-0.357418900365737,-0.285498465322735,-0.316335295865202,-0.192861508788304,-0.320900627043898,-1.26883546086192,0.608586030931275,0.152586811637213,-0.0451284228808773,-0.129166979286153,-0.360287451977224,-0.60144447162726,-1.12704817123051
"YPSTB_Sp_1..GE....TPM",0.571987941984808,-0.463076838010788,0.853137193023977,-0.244537435784722,0.283316812035156,0.294700997674929,0.965866571832105,0.840630060212725,1.12764341783617,-1.01537581918074,1.31210146137615,0.0796292586713739,0.22930992775582,1.01218988388557,1.42873548324615,1.47609663773613,1.07791688555806,-0.171270743706692,-0.454274899272365,0.706663395115111,0.55152406037879,0.413118812312291,0.214385861430673,-0.356457980547375,0.655599517030659,1.5203457223013,-0.872283330180425
"YPSTB_Sp_2..GE....TPM",0.136897335714646,-0.377620519431611,0.363459180550875,0.0717962640751748,0.336529266478826,0.721264378398285,0.824116496408416,0.639807653749302,1.18285581946157,-1.09529612253199,1.5977623801425,-0.215375417362616,0.224620066390405,1.13726889033503,1.61407193985751,1.38119600390506,1.30920759085507,0.170655120100476,-0.289804016747995,1.04989022517511,-0.182853147245106,-0.502402076956992,0.330629905167157,-0.514542901069548,2.0006217083476,2.31784433767687,-0.649437692666384
"YPSTB_Sp_3..GE....TPM",0.183295553113861,-0.44002431855239,1.14295379636061,-0.0463823436674504,0.379979261876094,0.384996367072146,0.319370479146001,0.909542074546116,0.970187899560908,-0.994699579608233,2.31937327519278,0.0142405272482891,0.329641947903821,1.1438838230399,2.08646968918943,2.1362880829062,1.23310088637252,-0.0846237723345722,-0.263535706476085,0.749785550882446,0.127479067874401,-0.128926674278359,0.345175185658103,-0.538816217427216,0.762146205631527,2.34562851122297,-0.896059005878462
"YPSTB_Tm_1..GE....TPM",-1.10733361711308,-1.00722654274728,-0.575166787405615,-0.83227109972747,-1.64640606754288,-1.20032610290894,-1.14980979905996,-1.63984339841925,-1.65371978526858,0.836106173918675,-1.20611344177235,-1.350969504154,-1.51458421834702,-1.45040760346583,-1.40607375793525,-1.32590498149473,-1.53286606452462,-1.04498766262351,-1.17084404801097,-1.05125738114213,-0.677284742278077,-0.989755082877932,-1.20974727144984,1.55010339309119,-1.46518474924222,-1.1564871677439,1.33023531208392
"YPSTB_Tm_2..GE....TPM",-1.18310288065515,-1.01021393741293,-1.04713292920896,-0.990871712521122,-1.6326120746429,-1.2024594637579,-1.1775551636904,-1.58436117984358,-1.70614532275766,0.695151131924624,-1.35520903904079,-1.34015660230619,-1.50731964782328,-1.43745261736387,-1.37275687045093,-1.37325147134297,-1.53288458580041,-1.02481517104336,-1.16938477827269,-0.791705644256722,-0.769292221321071,-0.963732596058261,-1.09786505853342,1.26090609868604,-1.4084706436124,-1.06668621916734,1.85074328165193
"YPSTB_Tm_3..GE....TPM",-1.11578811204069,-0.956923308177353,-1.11266556388406,-0.699188688179982,-1.54585826174246,-1.13299835347332,-1.01228974246783,-1.49125346016734,-1.68016289845509,1.37714146940756,-1.25853650010479,-1.27295740565023,-1.45723099478242,-1.42080171872506,-1.31619662921307,-1.33017999426295,-1.4407783662303,-0.981810449175927,-1.10748369399083,-0.106742326610238,-0.406201216964728,-1.15452753659115,-0.593023558561804,1.03909521194812,-1.26816015099057,-1.25378726075978,1.32582583373151
"wt37.Ca_30_1..GE....TPM",-0.798725929139327,-1.12459222411588,-1.52215846955411,-1.91614137649689,-1.65432110820521,-1.25569081667714,-1.14568252327843,-1.75403027616597,-1.50484754257323,1.53812114941644,-1.111993755035,-1.43796789514638,-1.53913206455229,-1.51236847177715,-1.5203375792079,-1.66909007605879,-1.51295281651098,-1.07593100633464,-1.21454958078642,-1.08086602890453,-0.175072146256834,-0.79129990822312,-1.05669787934732,0.67730258608386,-1.87414406151215,-1.10066892271405,1.05193188758303
"wt37.Ca_30_2..GE....TPM",-0.170882109437573,-1.13078900360644,-1.75380299938325,-2.14767063977055,-1.66429359140614,-1.24427036868565,-1.18604409559571,-1.39064728420139,-1.60086507748473,1.2292113863187,-1.50611516793625,-1.42618816328583,-1.51512151968357,-1.48305774966063,-1.51108636067318,-1.74233810306079,-1.53970844483731,-1.0804027769613,-1.21435236945817,-1.09751788799478,-1.23712898989425,-1.5038799856626,-0.75977810367374,3.2212817264218,-0.996024896603456,-0.685565391518113,1.36726994993291
"wt37.Ca_30_3..GE....TPM",-0.580877234604282,-1.14758785089003,-1.45849486296358,-2.18478712642581,-1.6929820079118,-1.24559946579243,-1.44703377677734,-1.67486163074143,-1.55702067241791,1.05042434160921,-1.2786712575162,-1.42753096859131,-1.50848374087903,-1.50150872034326,-1.49269346857778,-1.67538828233839,-1.60628128335026,-1.03940639264166,-1.21050318728178,-1.23733029669114,-0.446018602780801,-0.667810356613715,-1.36409923160822,2.28375351661653,-0.601043521389866,-1.52938601069545,-0.00747325882483488
