"","SF5M90T_85","SF5M90T_132","SF5M90T_238","SF5M90T_290","SF5M90T_336","SF5M90T_460","SF5M90T_601","SF5M90T_602","SF5M90T_1127","SF5M90T_1144","SF5M90T_1190","SF5M90T_1191","SF5M90T_1192","SF5M90T_1245","SF5M90T_1377","SF5M90T_1378","SF5M90T_1379","SF5M90T_1567","SF5M90T_1677","SF5M90T_1789","SF5M90T_1826","SF5M90T_1884","SF5M90T_1898","SF5M90T_1951","SF5M90T_2014","SF5M90T_2082","SF5M90T_2096","SF5M90T_2102","SF5M90T_2173","SF5M90T_2196","SF5M90T_2249","SF5M90T_2250","SF5M90T_2384","SF5M90T_2532","SF5M90T_2662","SF5M90T_2714","SF5M90T_2743","SF5M90T_2808","SF5M90T_2817","SF5M90T_2834","SF5M90T_2835","SF5M90T_2875","SF5M90T_3074","SF5M90T_3165","SF5M90T_3189","SF5M90T_3324","SF5M90T_3333","SF5M90T_3367","SF5M90T_3457","SF5M90T_3667","SF5M90T_3734","SF5M90T_3976","SF5M90T_4146","SF5M90T_4247","SF5M90T_4277","SF5M90T_4278","SF5M90T_4279","SF5M90T_4291","SF5M90T_4324"
"SHIF_Oxs_1 (GE) - TPM",0.725255828903375,-0.303316504661289,0.099240679008935,0.732433659471296,-0.528705495136148,-0.2258380459264,-0.561323156487497,-0.0161844233067731,0.856471349277138,0.240164582163259,-0.354393027187426,-0.412051810925944,0.0744629800705386,-0.739481756022059,-0.386758790015353,-0.393534869267563,-0.412100477168664,0.0615784583673371,1.04935262424279,-0.578334515974831,0.316958849508276,-0.824581607918323,0.055391734320682,-0.58211530742975,0.496678736993144,-0.494835588905509,0.944872500946158,-0.518638955223455,0.57181296388331,-0.155793884568532,0.0676245299899184,-0.260395266233075,-0.502538501158714,-0.623785259503118,0.154657878082919,0.128001505036873,0.603907380958987,-0.727101646078851,0.436347621088354,0.558194075469197,0.0308289138106946,0.879421941108746,0.462521033054685,-0.210578854837436,-0.289892857470317,0.368843507781173,-0.637179856125664,-0.454962708136036,0.515653827481333,-0.226701900443245,-0.620284632690053,0.165986899169131,-0.010957529786612,-1.06544846304712,-0.110971813359659,-0.354892964471773,-0.328290437273261,0.413691624239023,0.444423064428657
"SHIF_Oxs_2 (GE) - TPM",0.806729459287157,-0.166810716774561,-0.480202233041988,0.667232311145027,0.206295876970717,0.0795370261472055,-0.499324881839341,0.0645879059420723,0.394764045868003,-0.205896966338941,-0.531944223423418,0.0308345154144723,0.123159945632886,-0.733568778904779,-0.344240850913331,-0.28884972934081,-0.369186087670666,0.265768945474822,0.640298512556503,0.0412629930824295,0.144845014369894,-0.983162274612721,-0.268370707762488,-0.214396068101098,0.620949604617117,-0.96844754993787,0.665813766819471,-0.455043228705962,0.0299045162578892,-0.165485575924175,0.0769415303905419,0.0232098212458488,-0.126024927751129,-0.206820427661518,-0.556137567556479,0.320394539352121,0.382542935464797,-0.603012665764667,0.730918996172897,0.311809823315497,-0.0815728689836298,0.938999666162903,-0.339017033220974,0.267214267069106,0.101985542274169,-0.862934995746904,-0.726586124569995,0.120412025615711,0.444261936017947,0.419685308522534,-0.243352176368219,-0.300403839416449,-0.58579159726901,0.511980343835787,-0.225052615514987,-0.574025306377551,-0.265175188538039,1.01056190652104,0.565380712793474
"SHIF_Oxs_3 (GE) - TPM",0.310353968697992,-0.201328721965088,0.217998391286733,0.464509546515928,-0.399741304510269,0.7275102863323,-0.750460282874494,-0.539452314110884,0.139606220190875,-0.142480842589241,-0.688147226743208,-0.563482218850019,-0.407718891842517,-0.835874218600952,-0.404480186151252,-0.493377022188945,-0.559785868881143,-0.506960518006903,0.0532651508880084,-0.512118399685837,-0.0729444794013017,-0.425209220082884,-0.321412831551962,0.0368664822982788,0.706196957143601,-0.74536666200137,0.486946250926227,-0.421867833654266,1.09675992598826,-0.486597009667499,0.097369502493279,-0.149600103191964,-0.0805898978839733,-0.799597091441886,-0.436044195479566,0.625841712671849,-0.382435705920561,-0.64141004453706,0.539024961258174,0.394774306448254,-0.179165835437497,1.12951051618989,0.381222295742707,-0.711070851554755,-0.489282936411293,0.425907712976538,-0.764487698837337,-0.725147538511347,1.29504805600699,0.386776288289831,0.945445735492178,-0.219678850889947,-0.431187502473526,-0.61502037308216,-0.286585652459277,-0.392600217451697,-0.390682299404422,0.390815977855184,1.16877072017308
"SHIF_Sp_1 (GE) - TPM",-1.31076860834915,-1.43887092887692,-0.239228559222116,-1.1910591668365,-1.22567697304846,-0.358720041588361,-0.69903172426544,-1.01168894666713,-1.47253081300137,-1.04282704284881,-0.772566414122912,-0.692088663423928,-0.688586721978151,-0.347239055073289,-0.619165133618279,-0.558332792584774,-0.508484985913983,-0.566369641692662,-0.537875155920714,-1.2156427964443,-0.889824325267634,-1.43352068632139,-0.0176073941627198,-0.291073855085463,-1.27123786428686,-0.818098050630598,0.558632099590339,-1.45002908495332,-1.19990639868274,-0.300734831698053,-1.086846047053,-0.948712486462727,-0.878246790053782,-1.08476349104091,-1.01912804359834,-0.974780951636055,-1.36611832146959,-0.971329753049112,-1.2713965550461,-1.2263658916313,-1.36779295206451,-1.73318915267225,-1.04859982651223,-1.55777375810792,-1.38835943087122,-0.402932154183438,-0.498390305488347,-0.258902454354853,-1.05088960840922,-1.01955813946691,-0.743688118906351,-0.0114460775852816,-0.84650871365954,-1.03377803987286,-0.671255832012261,-0.574025306377551,-0.474444685928759,-1.08756101813298,0.746591456303677
"SHIF_Sp_2 (GE) - TPM",-1.23359370431563,-1.30578138128613,-0.312664965672267,-1.10841837718224,-1.25269757326444,-1.08131049155591,-0.962585084289414,-1.02147355017956,-1.80654560958433,-0.531243458222844,-0.730453355177121,-0.371605067223553,-0.630758318278575,-0.700094915874115,-0.65023617679765,-0.568750516673165,-0.471328962224262,-0.182727645395464,-1.68292464032665,0.414920147716006,-1.21286736318105,-1.23877319773073,-0.429145545250068,-0.837985462549353,-0.945142004107195,-0.774445504567449,0.818347241825911,-1.45002908495332,-0.512037631369548,-0.690974096028656,-1.32184040656114,-1.37972774897022,-0.427010706053277,-0.331306565585613,-0.568655669362163,-1.0080534134652,-2.03151027768617,-0.84847366745785,-0.909881270251071,-1.58656306128157,-1.28156727962389,-1.3555118621876,-0.772440845134641,-2.03084602393725,-1.78046352246744,-1.26595599449964,-0.534399893303382,-0.3577387536911,-1.46999685585895,-0.754736261208781,-1.46329171544807,-0.976184279266561,-0.573284070767159,-1.26992534785768,-0.703924679874858,-0.574025306377551,-0.432428798896811,-0.335370757148346,0.290880724571529
"SHIF_Sp_3 (GE) - TPM",-1.0206801731579,-1.4499543279209,-1.04376313032571,-0.988281857526277,-1.05955370694868,-1.25594171264824,-0.960458097994307,-1.07931921363631,-1.53298680497642,-0.631098157227103,-0.741425678425327,-0.746569861591428,-0.558769659662417,-0.678037955809956,-0.664683020655299,-0.621950734865935,-0.550518200519134,0.302636708698174,-1.64375607544989,-1.2156427964443,-1.21286736318105,-1.00335246055521,-0.935690904762508,-0.993777565901059,-1.09071678740003,-0.43507862988381,0.237164064467674,-1.01139249687522,-0.665217461304117,0.177736088712723,-1.38841071413984,-1.16233769431846,-0.457991668799208,-0.0858369123009538,-1.01912804359834,-0.851517844118014,-1.45072642155042,-1.16343884589691,-1.10379020533693,-1.59552162905317,-1.47736245833099,-1.7124297466452,-1.04859982651223,-1.91958566274024,-1.59272379704236,-1.26595599449964,-0.304631052466965,0.0548561715544752,-1.32002145178622,-1.32197672959478,-1.382122432124,-0.330700004452291,-0.600956555666222,-1.09841671039985,-0.630580894244901,-0.574025306377551,-0.442661714254221,0.0378924506051637,0.380017164747808
"SHIF_Tm_1 (GE) - TPM",0.164666586224583,-0.0835331516762963,-0.470281755071015,-0.325499261765446,-0.0622165568325696,0.745326321411366,0.114729662997858,0.423899059730712,-0.080238193123386,-0.00507553334528697,-0.159500927978553,-0.524752314815823,-0.389530595535598,-0.94813438420029,-0.689438563869646,-0.68531435924008,-0.734247269119256,-0.654375103641683,0.567480024960175,0.063388563682247,-0.752329874275552,-0.364186305466941,0.91534743907596,0.0772945655285813,1.52138802970961,-0.797367881992219,-0.15657308133605,1.93795434865643,0.24793587216919,0.386260694830732,1.14586541128906,0.0232996836589122,0.536588907648839,0.274238676451984,-0.135739432903849,-0.0401377255766336,-0.566568553669816,-0.103537472504176,0.601021047441138,-0.165044052919847,0.131518127462342,1.07692508023084,-0.940288767861823,-0.00666379678036936,0.280547169540842,0.579563576628811,-0.864681157048838,-0.0435434212269779,0.848399798374053,-1.12099256416254,0.198283546873192,0.399168404248664,0.587445068656656,1.6410318561312,0.0600303294503681,-0.0792698024676065,-0.351072571830804,0.235105124249992,-0.495326517765807
"SHIF_Tm_2 (GE) - TPM",-0.0753678185915837,0.340790637752976,-0.609235891265896,-0.283970794144665,0.396886548334087,0.374363195867244,-0.142946720492329,0.229913645065408,0.270453812780776,-0.0461149771587293,-0.433835264699761,-0.523882372522974,-0.394033678311483,-1.0374011989348,-0.788840625919271,-0.726246305580607,-0.793159664009242,-0.0976818867954531,0.609038436383797,1.20716459075015,-0.689442997614261,-0.044545702775084,0.709315438491162,0.765729067101425,1.50894334405838,-0.902050109793358,-0.135196536190072,-0.122230422385681,0.284828851469963,0.345865818650267,1.60183275600386,-0.0428107511758189,0.18631028703507,1.8353163694881,0.0518226239984871,0.0880452708794348,-0.279725271286595,-0.55897726179201,-0.0773762573023545,-0.243710512166312,0.0234189657377812,1.01556437198874,-0.638263002459756,0.419363273206681,0.391579442486451,0.598512630021929,-0.934515209686382,0.133964610064545,0.547731466271002,-1.52740962886421,0.99329658289731,-0.455131435184235,1.19527885603971,0.632064790315224,-0.0612119347224747,-0.324107579200936,-0.421816093524138,0.477177383563157,-0.680463519028313
"SHIF_Tm_3 (GE) - TPM",-0.079132550430259,0.0460980123732624,-0.197440988988039,-0.335189447571181,0.554301295225314,0.835453309585682,-0.00736049114415954,0.643514314836946,0.0464791510494761,-0.149967115703408,-0.449231776463233,-0.611717533890909,-0.31251374221219,-0.953074539269673,-0.796175154790823,-0.708533065014024,-0.786253270436692,0.0791812617132046,1.68523918642651,0.435960080915707,-0.363312585435578,-0.137238001873053,0.939112188933042,-0.573914360504728,0.856659519051533,0.262025664332264,-0.246526263628411,0.0154465115256482,-0.236024073775997,0.135791917441381,1.60712620891357,-0.52022341163737,-0.486860721028134,0.536457873415955,0.0238091785764861,-0.0930844488772529,-0.466134922399382,-0.737617965501178,0.0679877845463809,-0.0844569221311604,0.122535212031847,0.947774467298766,-0.00963093927304296,0.416261191595056,0.231853028189272,0.0958180252928516,-0.867188534904,0.130121894313311,0.633876260130681,-1.12790587892826,0.683756830407749,0.0386624776241917,1.2046516245224,0.887916445654898,-0.0910666175198213,-0.452335060516629,-0.425537360270352,-0.0521541668192773,-0.506599697117557
"SHIF_Vic_1 (GE) - TPM",-0.234721056548837,0.100343734496243,-0.546332801183181,-0.971190617072622,-0.560808660631282,-0.00958990977486599,-0.198893037159917,-0.532202801737649,-0.829956183473812,0.289743398373312,-0.610645814397764,-0.55366067558206,-0.449721203197566,-0.865957347751212,-0.48250611404367,-0.472269830372088,-0.507855613580351,-0.549962283044967,-0.896163895688886,-0.244904442595996,-0.114340641271046,-0.406615999934219,-0.700175026971868,-0.876069567116326,-1.04437771560795,-0.400076987535591,0.245941018578364,-0.284685301742129,-0.366486803934581,0.695466342501556,-0.914230532860801,-0.872757764716384,-0.10399566018972,-0.0270957998521304,-0.176264200585812,-0.32511073051489,-0.13014824045425,-0.265692352291058,-0.815893370477769,-0.542431468749958,-0.653598943575218,-0.883336850268625,-0.766756991578392,-0.690282535258097,-0.742910073990813,0.0680271806962409,-0.877569365567559,-0.682769482633209,-0.376051077568944,-0.39198798353738,-0.389572253337456,0.216778852506811,-0.311599648418691,-0.768590050031375,-0.558172903100097,-0.359453043370249,-0.407246547138317,-0.824955965677945,-0.796400282565475
"SHIF_Vic_2 (GE) - TPM",-0.697781168591171,-0.121104429209158,-0.740108493379221,-1.01426041289366,-1.14927397698891,-0.345584846694268,-0.434200575383645,-0.630791681287013,-1.02244863450008,-0.224206094130327,-0.552133775881972,-0.478047423279967,-0.429709150608506,-0.87431966347658,-0.56163159241745,-0.489992493267537,-0.412913311334359,-0.668126986587206,-0.645127418626984,-0.877023427291924,-0.725164187537289,-0.948201635244981,-0.852042135330094,-0.692646753900877,-1.02434414996225,0.614254916889251,-0.157066582966619,-0.955155963360813,-0.996787087167043,-0.298801683410704,-1.02703751073325,-0.859145192885233,-0.391359463082984,-1.05797274433127,-0.457829854841776,-0.720190987956305,-0.571804964922422,-1.04060526195646,-0.386875346092655,-0.761782138871492,-1.14286972730178,-1.2561548625687,-0.704499844162774,-1.00355363362363,-0.941903428983349,-1.26595599449964,-0.887095908583766,-0.947180630912742,-0.930368120026245,-0.311550892618918,-0.626378699828594,-0.976184279266561,-0.156409614878933,0.176016418018632,-0.614171891570568,-0.0500857006452295,-0.392210906066922,-0.576409763806727,-1.15359003779376
"SHIF_Vic_3 (GE) - TPM",-0.854717455755431,-0.534749865615951,-0.792020475808141,-0.960808452091278,-0.626301831477385,-0.509441874816904,-0.29559475377454,-0.531949836363229,-0.766612909884133,-0.145989949332819,-0.67028695382882,-0.672919628387317,-0.493280855628263,-0.909094437255193,-0.476061607912357,-0.492643614169624,-0.480322535350846,-1.03183545457155,-0.877388809411942,-0.373453067357042,0.000112881758059142,0.0417634075794553,-0.546342552555402,-0.513360438508249,-0.786894664968427,-0.73562091824458,0.0322207462847414,-0.219216266381496,-1.09963749614347,-0.510393063507127,-0.830558996602436,-1.09037651127853,-0.662755948330419,0.0725867484423422,-0.243561117961774,-0.711972717053631,-0.964338613151494,-0.946358056949234,-1.44772489484735,-0.752981093205431,-0.795963196718792,-1.00074906173003,-0.953508635888087,-0.942095199827306,-0.893554928195157,-0.185779107079377,-0.92862735716312,-0.76235451589004,-0.981890448411773,-0.876498505011962,-0.902339018817044,0.231300217397506,0.360659366972897,-0.258192634133243,-0.607951270609414,-0.429235874562042,-0.445451675484741,-1.268761269058,-1.06171692722485
