"","GBS_RS00015","GBS_RS00275","GBS_RS00770","GBS_RS00780","GBS_RS01160","GBS_RS01230","GBS_RS01245","GBS_RS11150","GBS_RS01440","GBS_RS01790","GBS_RS01830","GBS_RS01985","GBS_RS02125","GBS_RS02440","GBS_RS02445","GBS_RS02550","GBS_RS02580","GBS_RS02885","GBS_RS02930","GBS_RS02950","GBS_RS02970","GBS_RS02975","GBS_RS03060","GBS_RS03150","GBS_RS03210","GBS_RS11220","GBS_RS03775","GBS_RS04210","GBS_RS04255","GBS_RS04260","GBS_RS04300","GBS_RS04340","GBS_RS04365","GBS_RS04555","GBS_RS04610","GBS_RS04620","GBS_RS04810","GBS_RS05045","GBS_RS05170","GBS_RS05480","GBS_RS05535","GBS_RS05540","GBS_RS05545","GBS_RS05935","GBS_RS06190","GBS_RS06235","GBS_RS06500","GBS_RS06515","GBS_RS06610","GBS_RS06750","GBS_RS06835","GBS_RS06845","GBS_RS06865","GBS_RS06985","GBS_RS07265","GBS_RS07355","GBS_RS07360","GBS_RS07430","GBS_RS07710","GBS_RS07845","GBS_RS08065","GBS_RS08090","GBS_RS08145","GBS_RS08245","GBS_RS08320","GBS_RS08845","GBS_RS09085","GBS_RS09090","GBS_RS09350","GBS_RS09365","GBS_RS09425","GBS_RS09630","GBS_RS09815","GBS_RS09965","GBS_RS10040","GBS_RS10050","GBS_RS10125","GBS_RS10175","GBS_RS10200","GBS_RS10315","GBS_RS10320","GBS_RS10385","GBS_RS10680","GBS_RS10705","GBS_RS10950","GBS_RS10985"
"STAGA_Li_2 (GE) - TPM",0.418257329460207,0.733879619920568,-0.363443261807625,-0.363368021076454,1.59914436604293,0.144923877881634,-0.369075385342006,-0.221739560488429,-0.587791640735569,0.553192658270805,0.666113166205297,-0.335465964547045,0.444714534909553,-0.475827510819567,0.258429679132727,0.0132387792210014,1.18691804444427,0.62102323256525,0.35182740787635,1.43028656457513,0.20114349739423,1.09376935633135,-0.29366504713268,-0.243048582356604,-0.804686409866837,-0.45762131034382,0.61031122747859,0.148162558520027,0.735606029765168,0.134365014883351,1.10909213470776,0.799031613059024,1.57582159329622,0.865808431449359,-0.15510462835304,-0.0706321160624047,0.481289397655955,0.833892084837662,0.961272163326663,0.898138389740028,0.99277389347285,-0.120566893092668,0.532897375623914,0.869447408288819,1.12286185129459,-0.0318072559538,0.462452528367525,-0.594043473869954,-0.0134759943283984,0.133518364227733,0.477767033428567,0.242883668704282,1.21046983287657,-0.786831356126165,1.99234911780444,0.328738403223374,0.52767123053871,0.00222437081673594,0.210389940384119,0.581801446694843,-0.526337095093118,-1.04009036385243,0.0250374346396874,0.0630074205986039,0.0675148211646651,0.283114492684111,1.41913597888118,1.91950024056499,0.583007203929937,-0.251062249052155,0.370803862593674,-0.764374882846992,0.293617585135903,1.06459134993781,0.324547081588928,0.949102171471579,-0.461699746491349,-1.05582733750997,0.984693349355818,0.649334749802867,0.11700896127919,1.79465639607268,2.25609695059542,0.249700069182724,1.96981729596137,-0.30882447039338
"STAGA_Li_3 (GE) - TPM",-0.0889206270267008,0.754320286711973,0.0956559993428638,-0.474285842666006,0.504363193432899,-0.19265301403771,-1.46585595363469,-0.221739560488429,-0.299574029690254,0.5732248179754,0.768745730403584,-0.376188724889435,-0.309727332493415,0.083237596761517,0.510639464851348,-0.278096632428721,0.82689242643057,0.946229108559001,0.0935232185263097,0.971490059663653,0.731278193062282,0.581139768535166,-0.0904874338039572,-0.197741394145324,-0.529342382784823,-0.263676659507326,0.776292216212067,0.437264525424156,0.547217324405484,0.174132392205664,0.602743099177385,0.709060031343225,1.53932344033079,-0.485518840366245,-0.0106620567366112,0.0864495386314881,-0.118753151072507,0.658760392364286,0.359242226821535,0.697884645477676,0.801514448093681,0.0505397045601434,0.480234943852589,0.786633991675904,1.23783514839261,0.190758642324355,0.16376708057187,-0.513774747639933,-0.175202062489249,0.272865235550853,0.422348521118696,0.384259112329737,1.32189680077937,-0.442532745481652,1.5300907549021,0.52176723347424,0.490557834862521,0.803534405837316,0.356833861522061,1.05219817023454,-0.370461496146664,-0.780949473409539,-0.761622678617343,-0.163754374955673,0.110112716468495,0.268838066978522,0.810808107404146,0.911147311841981,0.245273093034308,0.314764998875723,0.44184662649194,-0.425731577711806,0.402616537659591,1.44865321269038,0.495717514799626,1.217644337475,-1.03762306409263,-0.135986881221537,1.23690692291887,-0.0649778822754992,-0.254874064174767,0.873687703046326,1.53373541322581,0.735379624289176,0.822210159045904,-0.398349651491258
"STAGA_Mig_1 (GE) - TPM",-1.08925355733997,-0.427795776249801,-0.314898632315368,-0.854693262207088,-1.11470283718349,-0.781514294912384,0.832998855066181,-0.221739560488429,-1.29173071489519,-1.4855579932579,-0.249116370998336,-1.34478139590713,-1.52511093237696,-0.558651824119928,-1.04050937403828,-0.884460188775763,-0.685287982183299,-0.966413250921748,-1.09846694582495,-0.391232760385989,-0.23504313874093,-0.819926645254507,-0.0754801046862912,0.590983532129138,-0.191662047747764,-0.0852601260941076,-0.288806915795651,-0.35901198963346,-1.22051358474614,-0.609112253411102,-0.581173131531174,-1.15494947953631,-1.09142877192857,-0.363005106114833,-0.692492062676788,-0.747395928420573,-1.40984324450694,-1.17245238304408,-0.0209471566301217,-1.3394250233953,-1.22427884059281,-0.598626551492786,-0.721053981686222,-0.966456263995933,-1.14596107432514,-0.496477289147728,-0.958407698278983,-0.521708423828659,-0.867186920584334,0.0306892216635019,-0.518929592330358,-0.69152775730511,-0.398276991225614,0.522352278952579,-1.17946451738028,-0.224599383261255,-0.211858423753186,-0.629045674193625,0.501119209326335,0.216043943952363,-0.200555453182519,-0.405537323515015,-0.930784029249896,0.540104685172871,-1.38658283125019,-0.752550209387384,-1.153619744169,-0.969514307378203,-0.153013539433902,-0.434983553452462,-0.875091410347152,0.905329052344998,-1.54404431533259,-0.780356204028432,-0.965080322313027,-0.716720812570032,0.839886765315197,0.501920734932256,1.10370182541756,-0.724949766691019,0.0606551059972939,-1.48356641099117,-1.00192460791601,-0.183252182277499,-1.15421378128789,-0.832287324214065
"STAGA_Mig_2 (GE) - TPM",-1.76148648342625,-0.14366632028987,-0.304624594740201,-0.905694985010249,-0.835113767328085,-0.403239986591388,1.42256059179547,-0.221739560488429,-1.12627448072311,-0.692766971391646,-0.159731297684506,-1.46964573572332,-0.409714040984858,-0.520123301092239,-0.363762481168111,-0.888112322045014,-0.948078067861491,-1.21857095311765,-1.27150790204551,-0.863122830010438,0.0220913695051818,-0.289254458239126,0.31974468814275,0.457258269000021,-0.463767085277785,0.389702791357584,-0.229296856413187,-0.261260970440622,-0.935147905642697,-0.854450623107232,-0.641583610900517,-1.24562454710465,-0.975172709155685,-1.49146974822084,-0.608013364068195,-0.723723157707524,-1.05776326219972,-0.566415382997381,-0.0607410554647258,-1.00769248310999,-0.970595846201113,-0.250187254796425,-0.287255142439097,-0.898262651633897,-1.26994249135887,0.118365265246226,-0.933914469157313,-0.417438967425336,-0.890452439768748,0.0740037728562336,-0.326806213706115,-0.819322570920526,-1.02640690476069,0.964509127234455,-1.34204013438755,-0.183408602224319,-0.229499683273736,-0.479750744295588,0.34716531706982,-0.218192389926426,-0.308586233472877,-0.664671752368701,0.0409260311569702,1.0731350141127,-0.914015991291809,-1.04914660434441,-1.1634862902244,-0.952107622381446,-0.166080482159142,-0.68368821479496,-0.853880936764421,0.924967606359184,-0.990246435677153,-0.712361089787696,-0.273524596706816,-0.541552290389169,0.788276152990592,1.14918477038098,0.350333336560565,-0.283602221445964,-0.931076458008008,-0.379780793746026,-0.973184917749031,-0.326989776640258,-0.545814668592389,-0.917245350849397
"STAGA_Mig_3 (GE) - TPM",-1.68195123657998,-0.127029128985843,-0.577508329061196,-1.04029905333918,-0.624056056557872,-0.348383118702245,0.465867323562566,-0.221739560488429,-1.42328982194669,-1.04880123842088,-0.49873647429835,-1.36015447782602,0.91262155206353,-0.696398039202713,-0.630003411071816,-0.975377126718562,-0.895376886318601,-1.17961479347201,-0.875258709079573,0.706769868257176,0.14436721359702,-0.357545763365911,-0.0960281508051263,0.258713352777038,-0.577022121817244,0.168501708253602,-0.253182269734435,-0.383469139622859,-0.97397181551684,-0.609843383216126,-0.648814275935657,-1.25713863648874,-1.31978613752411,-0.8921669974332,-0.756679184413614,-0.823540610128586,-0.100517241965377,-1.02345411571491,0.0118775331581201,-1.0290159991606,-0.678977926916312,-0.663551110752024,-0.55481107864485,-0.692600439195013,-1.19558688603004,0.360774025704884,-1.22706477750903,-0.56824441597229,-0.228690789569654,0.12808727168316,-0.0629752319050715,-0.677044567606865,-0.159259980506272,0.035550694400829,-1.14219038187148,-0.307686853359752,-0.315492450877949,-0.589813197116778,0.307397842558118,-0.796068575650889,-0.0353352245905225,-0.39766490411047,-0.719485841599356,0.217954292613161,-0.814245529517666,-1.09774541817828,-1.03224073145044,-0.782347103947661,-0.105735096616795,-0.785667440224586,-0.991524277972262,-0.20361817727227,-1.21384356385551,-0.39035472600254,-0.855831165435549,-0.702560207134537,0.954997105043825,0.739167624602332,-0.1389335006305,0.130797026281824,-0.721022770117967,-0.00894299574159581,-0.829189023540547,-0.0820118351348549,-0.611819214556414,-0.714338711309914
"STAGA_Nd_1 (GE) - TPM",-0.336971830869811,-2.27953482614109,-1.40743683289803,-0.902510696071526,-1.3501477685657,1.20513459240394,1.81672768895043,-0.221739560488429,-0.962905510724884,-1.04238055399747,-1.75810125036083,-0.93405302130617,-1.26932861554382,-1.71062244969239,-1.92242935296059,-1.79633986803839,-1.87830817993566,-1.33484030958724,-2.10250474670323,-2.12800791604216,-1.84823994503623,-2.19646292948131,-1.86826890176265,-2.09527198337538,-0.848978882410214,0.988603230312309,-1.41450069765156,-1.66884390644891,-1.92762514427045,-1.34668141338806,-1.94195423530083,-1.47185649874589,-1.10221077315533,-1.04415157095829,-1.22311798255533,-1.00712018570128,-1.7270098785933,-1.79698624438051,-1.86209884587133,-1.30075821783599,-1.00078973272755,-1.47561063279904,-1.51839437521072,-1.40964754041969,-0.828122604520665,-1.61640066487491,-1.12363256346687,-1.7666341956938,-1.90959292157057,-1.52792281560403,-1.42324821890815,-1.47174060821295,-1.56344334812954,1.92931433957228,-1.18593760176888,-2.01262151761998,-1.66218910164166,-2.10587311424054,-1.96369815559987,-1.77967900643155,-1.83231636387932,-1.55397065279157,-1.56986982882253,-1.95728091843239,-2.03145058912475,-0.941424756871441,-1.88598552725674,-1.66234397580954,-1.30277854793934,-0.892399426243788,-0.364959033202227,-0.186776943149545,-1.34800899720131,-1.37950952455134,-1.87645898921996,-1.76066252712908,1.29370650975561,0.280910182418199,-1.40406190104042,-1.58692378624308,-1.31835061356887,-1.17306818332039,-1.36538291484081,-2.67467514686736,-1.82212866793092,-1.85441758779559
"STAGA_Nd_2 (GE) - TPM",-0.523519109513441,-2.26623786568563,-1.55837995556279,-1.01883290940382,-1.56729695663376,0.819224361689914,0.630915821988685,-0.221739560488429,-0.710253595149696,-1.30244405651219,-1.73142123167632,-0.990518254023935,-1.53480579303201,-1.79613637364972,-1.71892663444853,-1.78716369892137,-2.01388127030737,-1.50443388318661,-1.74581801577081,-2.23859382036987,-1.91664482952893,-2.16035632868197,-1.90985461408306,-2.08510952221561,-0.290640420611123,1.28015025348153,-1.46552693358602,-1.70401446055332,-1.93538066456651,-1.318198946697,-1.9718916006811,-1.66552537726544,-1.27102495562794,-0.938858088112427,-1.10330822789177,-0.954213198185466,-0.969857762509412,-1.98616512546064,-1.85082482857814,-1.44259531983391,-1.32601309476084,-1.35180796800779,-1.61723162654049,-1.56838847856757,-0.967307097983695,-1.80828912844355,-1.15370910097616,-1.82532325912075,-1.98871948681444,-1.58099168362417,-1.46116096039195,-1.62065315485297,-1.49061954595682,1.70697046833836,-1.42481320728806,-2.09500143110765,-1.76671685084055,-2.01497129997567,-1.99279328909211,-1.35821670409141,-1.68570528343654,-1.27979911522933,-2.07301751264826,-2.1106689636934,-1.8921784991388,-0.881495885963186,-1.96589569985106,-1.74355689770029,-1.31033481063896,-0.809199037871164,-0.360955694980781,0.226841182589096,-1.37344618789605,-1.57622080306879,-1.86282339327341,-1.76414477326287,0.619627418765976,0.310750309922154,-0.458947673103197,-1.70232213258015,-1.43508439629538,-1.81717128293011,-1.60361247039452,-2.59498857424957,-1.8182390786327,-1.88139223312132
"STAGA_Nd_3 (GE) - TPM",0.17424714010938,-2.24541267494737,-1.17418283423812,-0.725983138739527,-1.18045144500834,2.29415937490012,0.850486166922815,-0.221739560488429,-0.741487428661515,-0.79366192468923,-1.41396884599806,-0.792054595498089,-1.62566070140729,-1.42305748835738,-1.60689195964367,-1.5422744535594,-1.88130587758834,-1.36600794874163,-1.69124259654993,-2.06969708138277,-1.6020366511303,-1.87745070725517,-1.69128069436893,-1.88252191964173,-0.820137035984588,0.803734023861283,-1.51397632989405,-1.56739869544227,-1.9254370905356,-1.25365184687701,-1.79247011976273,-1.34701229299298,-1.07623135076177,-0.634399107785857,-1.10686705311086,-0.919001945065955,-0.946551640595387,-1.42078344365282,-1.59938597498263,-1.44834143429693,-1.17156540610735,-1.25991910167903,-1.42687974408425,-1.41385812646498,-0.849865287935916,-1.15368460629709,-0.946705787574127,-1.59422934269558,-1.80214856449017,-1.46576577929899,-1.32673605773585,-1.31990960812366,-1.45878458056592,2.17497948423321,-1.27693670476613,-1.72643778033407,-1.41051776744726,-1.81201587538268,-1.88499639223668,-1.88116329389425,-1.52672148631871,-1.07198250694858,-1.45996536510947,-1.83132990251645,-1.68032125201012,-0.655119597008716,-1.69199889595487,-1.57459001423226,-1.29518454726849,-0.793894226384534,-0.392040303046154,0.894900200255197,-1.53013050552561,-1.33963172096754,-1.67275054745515,-1.78258639634589,1.6899803457622,0.180512800871253,-1.11446403828944,-1.65210790164875,-1.25764882767129,-1.05226234533005,-1.58509244006883,-2.57483225690429,-1.62777810583867,-1.77098748622713
"STAGA_Ns_1 (GE) - TPM",0.219248298663467,0.576630456763995,0.0797401758328733,1.03751885138343,0.0964568337164388,-0.425365055788831,-1.05080988836359,-0.221739560488429,0.626574926649721,0.454077609492692,-0.00577146532816864,0.842689272644503,0.517021023522324,0.299052457249725,0.743625586638079,0.150201115158214,0.512959593199047,0.500097268203758,0.0969270799618958,0.693490444333218,0.122207383265698,-0.109453338214411,0.107122719327876,0.219704341966507,-0.0901238639540837,1.54786962213725,-0.00185510249715088,0.346232437409985,0.311682468534393,-0.200143710304778,-0.143944682704976,0.368205922667014,0.959073311919402,-0.756714033446442,0.710166457503257,0.00626884092280496,0.442696580861393,0.342100191543736,0.688450829672335,0.310793137094868,0.702972591857386,-0.0450677260164346,0.33721686802616,0.579861071801899,-0.263737818836602,1.11863123480191,0.161100723440103,0.326881922632267,0.140223540364528,0.0937179094426073,-0.126260412710357,0.367714538483697,-0.182503259769759,0.665246215922499,0.240272677543187,0.51931243784045,0.177354078085037,0.349391644874683,-0.551338149082566,0.129260898535659,1.16245162965131,0.126368460772938,-0.373915472725455,-0.319494771651575,0.400461813421864,0.620463522706841,0.00639083731579597,0.228775342818061,0.0207407771452624,-0.76390887249222,0.657773442323176,-2.02238569390774,0.599231820971197,0.167188069058355,0.32055576621062,0.201174391529983,-0.52834090780929,0.285312049893824,-0.569073525393694,0.132740162430098,0.118703368104853,0.689242098392711,-0.387431831301365,0.0550821382754184,0.524036062918451,0.299160685419208
"STAGA_Ns_2 (GE) - TPM",0.292216432325574,0.545577152888046,-0.217387987354315,0.504225578216793,0.35641352178623,0.585257063178344,-0.0389502860431537,-0.221739560488429,0.414460484919134,0.339532811556088,-0.0155004120639811,0.41140612434038,0.181337984051032,-0.014332947886198,0.149889710260828,-0.129477466631927,0.174990448251283,0.145963487492814,0.0109088284057344,0.175327524937419,-0.487973719765186,-0.420080137352637,-0.371093910900133,0.510831337145775,-0.648702173114891,-0.228147274091887,-0.0444034204431158,-0.110307165601998,-0.135181481320851,-0.539701523588977,-0.0352363191841399,-0.0982888528043288,0.740726174103956,-0.594493859202818,0.257279463888016,-0.364414476493285,1.22303793676844,0.228215716145354,0.263246981218122,-0.423208042114077,0.475732648040199,-0.00724166422681272,0.210387779065448,0.690861651635497,-0.234681755528138,0.209732167004003,-0.199832964267573,-0.191735606860684,-0.117887354006853,-0.13081256586095,-0.0548696012352088,0.0211016965799397,0.159191879822683,0.522954815915842,0.040618446939608,-0.122247558815898,-0.0550877808872991,0.28980291590163,-0.660486932532903,0.34135695612356,0.359294716104218,-0.400554524921127,0.9010481534521,-0.494859236156184,-0.265375881256461,-0.042758662583579,0.0078050424809096,0.342013568845799,-0.413693724560043,-0.789172462757589,-0.12633516411177,-1.15462792208448,-0.271512704609715,0.195342605114599,0.284953795300274,0.00404295241452692,-0.744869399943263,0.429297723853163,0.714549052895542,-0.627762460945046,-0.149417549243391,-0.351458899887754,-0.38952716056993,0.0801502085296741,-0.0714481084396302,0.574060686021373
"STAGA_Ns_3 (GE) - TPM",0.309456263715589,0.242545006264752,-0.184140547923402,0.681603153620737,0.733377673324353,0.867278898692337,-0.6147659840291,-0.221739560488429,0.680475716467244,-0.514978546126162,-0.299116561425947,0.556291894007528,-0.0198545048409921,-0.368202578152113,-0.154351535802169,-0.0824074433773746,0.280399515964073,0.28853241047948,0.0631696225795402,0.340239167593824,-0.618146340469943,-0.643205140090212,-0.515257993663077,0.221593060847938,-0.611534879256604,-0.23419543998699,0.48532903373355,-0.522943754373568,0.0547096068604206,-0.181178188813297,0.0898624906264883,-0.0854881015389234,0.548632295911116,-0.124107048920953,0.334303884189574,-0.182432852773678,0.0831427778697545,-0.482141560515843,0.139335627545568,0.19301304002349,0.0566258174057999,-0.633750952214583,-0.0322033295344693,0.713882802599197,0.0582987417591668,0.166743784577286,-0.145637034046895,-0.146719976470859,-0.154654421195805,-0.213383715219757,0.0986977808833356,0.327878674839628,0.45526838119553,-0.392464459255903,0.546532094537296,0.0545932229499824,-0.101108689680239,-0.0266493837692646,-0.405404920866129,-0.789268760073665,0.0640293321520201,-0.139632071406081,0.958740582394878,-0.378017033439803,-0.182382197343978,0.0703405159811603,0.0333258777727656,0.318785864169212,-0.222810317186654,-0.649481733021681,-0.00358497711026246,-1.07999058380507,0.378709812545844,-0.14412157084619,-0.168428984561661,0.232320246554462,0.288149905723986,-0.113932482386819,-0.276987872825771,0.183294962649997,-0.267495596930869,1.77278847001622,-0.120050593023065,0.0639562882161892,0.474461186485264,0.384819269561463
"STAGA_Oss_1 (GE) - TPM",0.404348685317388,0.216567132498786,0.102398591141746,-0.897732629607492,0.766701271516339,1.67809446299379,0.516688383695758,-0.221739560488429,-0.7133457390818,0.783050903295249,0.0271690289448258,0.384046789218596,-1.25270055677363,-0.346275904875419,-0.252263032554264,-0.031936970319829,-0.956390255868025,-0.168533885452699,0.123665862571921,0.653832314160174,0.729681935129468,0.356717964471312,-0.0307561301326576,-0.989450401752285,-0.766514146760553,-0.445367361338852,-1.08752662152448,-0.179534365464008,0.334421013445749,0.354021783003416,-0.910494692545813,-0.086846872588496,-0.849500624739392,0.668709042211808,-1.22790419890333,0.351777460171105,0.343793039346149,0.0239450516521209,-0.110458347465337,0.304437223281212,0.929537189138957,0.00664428027888361,-0.165603687224401,0.487093121821741,-0.780977272170476,0.462968514620085,0.0713709980286899,0.908462108080739,1.12914676008559,0.0845826144605174,-0.199861289199416,0.0400744701870787,0.0797926749803313,0.341858840308008,0.138903559505795,0.444647506637229,0.563305477459977,0.734653987757248,-0.172978112254107,0.601914753377036,0.808315137699851,-0.354337114867063,-0.136805674922597,-0.212826844977646,0.542521928909846,1.38718487484358,0.213885482097632,0.291784258866014,-0.530476186496294,0.151505914250485,-1.72605134402247,1.40937806111035,0.467959012496904,-0.057834682612438,0.256619815409201,-0.566224492087551,-0.541573184968828,1.00482560737775,-0.660808885641643,-0.707882226373235,-0.141457893370333,-0.348556483532197,-0.33022086429375,0.0375627785578136,-0.00858521594603641,0.0591155007005602
"STAGA_Oss_2 (GE) - TPM",0.449706072937136,-0.00672729266502423,0.0350443698274275,-0.908109530055818,1.67606453540591,1.98835165029547,0.988872369043626,-0.221739560488429,-0.710081687959868,1.02663004131067,0.555770387714933,0.10968648174126,-0.856197487182038,-0.341372557386609,-0.226870915990223,0.0349067099690864,-0.677636585836395,-0.228255094824632,0.298615330951343,0.603797945129861,1.0201645532746,0.461286204048349,0.0665462027322783,-0.841857679887382,-0.610035860590635,1.39558870807679,-0.774227976171555,-0.280542180056789,0.533358352626144,0.618600005733815,-0.652640569673252,-0.0183653124002454,-0.578942389289378,1.30110462580855,-1.19728183692001,0.355637087617313,-0.316328158354678,0.391010943424539,-0.0738827425161453,1.23425372069234,0.658145910341634,-0.102551538496168,0.064554820113107,0.944394418207665,-0.759232544314734,0.192927010556087,0.384440475466179,0.930531099888084,1.5677030273193,0.080128742807387,-0.0107205343750648,-0.0772817612295319,-0.125396093030538,0.501076152361123,0.729560094495157,0.680501877330416,0.741960263884358,1.05048358433834,-0.229036934622309,0.172975913416215,0.826481468461908,-0.258370584555104,0.0398482313984704,0.02868458092556,0.759387819065504,1.37955013316781,0.0545270305545236,0.515300963148604,-0.561437304041324,0.379025152363406,-1.69590967334374,0.941869322103065,0.24942401164298,-0.0410074447670765,0.327155085111629,-0.727037269401879,-0.557309027079908,0.115262753525273,-0.577295014775283,-0.854413365225651,0.18051379079781,0.590404407675478,-0.32124983961724,0.0792382456466008,0.456835088791372,0.0055859979379515
"STAGA_Oss_3 (GE) - TPM",-0.428520552608291,0.290460611639439,0.147040540082941,-0.816917358204134,1.06094480187379,1.00835858957753,-0.150950563008,-0.221739560488429,-0.267879246596421,0.381297540795724,0.218423342286837,0.306156151151267,-0.801713733003375,-0.205683450465524,-0.182051591200875,-0.0209756743118402,-0.797344431293829,-0.340691094792256,0.838211704646896,0.323968796652833,0.720874660363664,0.572665359569465,0.196965131646391,-0.965389419027624,-0.127708625638121,-0.0482957246482245,-0.864622869423576,-0.222070822261081,0.874346744399689,0.500327922976664,-0.966648386410191,-0.0745656214067225,-0.963630171476848,0.621668916992215,-1.14877113109294,0.182001525062546,-0.434212156429953,-0.0348996666070133,-0.138825896885297,1.25268776479559,0.222547065987448,-0.0351711270256982,-0.132514096059963,0.949293665435898,-0.573722630856024,0.320016608695096,0.586235558415311,1.14318411500236,0.970479176815669,0.0154050336194017,-0.373694401205341,-0.284516154174221,-0.0711412164611373,0.860102443440907,0.607249501867327,0.919081120668547,0.550554071359734,1.24491150335775,-0.225607819024902,1.00551400469114,1.16103182626033,0.265431018946605,0.112680539121307,-0.399234246274496,0.920790137043831,1.75144581087575,0.192666274491703,0.285696086664287,-0.537877603037049,0.688066656510687,-1.68013068388462,0.891399735171373,0.703675105578498,-0.168489217748166,0.2668194336409,-0.812287246196955,-1.18659496358132,1.3463327990873,-0.169906196864581,-0.83192216005385,-0.280769975470584,-0.41813299409866,-0.863392028131241,0.211850794687299,0.18721197684561,-0.0621512446016258
"STAGA_Oxs_1 (GE) - TPM",-0.507321621110267,-1.31056391296112,-1.36998647202544,-0.553437135090929,-1.01922290885733,0.355292985989742,1.13987941036325,-0.221739560488429,-0.27318480946597,-0.281508118446094,-2.0357950238383,0.189002337306539,-0.0907212410191978,-0.955867146653278,-0.227270306183491,-0.38677825133607,0.0140057433457455,-1.25565471839543,-0.531998532303848,-1.10091539329304,-0.996304018176235,-0.203549314834869,-1.35104053636491,-1.06657556378797,-1.0047564077846,1.6179552678247,-0.866720968653382,-1.0553866124231,-0.851290564912936,-1.20284820727574,-0.876280779032257,-0.919387104356763,-0.689960661513697,-0.56892414196751,-0.946940075213897,-1.02800709823701,-0.0123630429233897,-0.850055569188876,-1.68979741630495,-1.19340835849829,-0.205712500081579,-0.453670500012021,-1.10864718634483,-1.22285635599034,-0.416472800377247,-1.43492561250894,-1.15729037423386,-0.631782271095024,-1.0576231698144,-1.46950980837883,-1.32610051203387,-1.14741044748408,-1.49364557516194,0.0974868700552676,-1.28072611530193,-1.41423871973783,-1.43728676926055,-1.56232386516981,-0.891247748694438,-0.496391967887257,-0.541016672729371,-0.753250427459698,-2.09391271708226,-0.585922325531751,-0.479890619448688,-0.77275974685053,-0.802754511593185,-1.47167083907254,-0.537562105631052,-1.12351118702495,-0.25101001660468,0.669834474507966,-0.992069974409011,-1.07835758688755,-0.900105963828886,-0.810418955871745,0.149478066019315,0.961729958263316,-0.698222572111396,-0.989173075613848,-1.26454762559543,-1.36005792635822,0.126752675998431,-0.948565642388459,-1.23568755518333,-0.508324133159197
"STAGA_Oxs_2 (GE) - TPM",-0.0578882664910085,-0.824287397622657,-1.28831571980491,-0.557198228856421,-1.52102177244689,-0.0481582560078287,-0.37707898455568,-0.221739560488429,-0.019868997871656,-0.925991100930204,-2.03103896233422,-0.055537825707585,-0.812839878789241,-0.75222155380757,-0.244721572523471,-0.321131900606935,-0.112526988214974,-1.50810112057928,-0.140284627756686,-1.72801772251785,-0.614141416991909,0.0357813441026638,-1.01397530752237,-0.475143641980103,-0.842853165609137,-0.406399477905283,-0.993720659128861,-1.13775342542854,-0.902422430306976,-1.06806025095653,-0.410335842011542,-0.85661669728605,-1.16498708715717,-0.426597014156779,-0.936457756104824,-1.07690130064681,-2.33280495181072,0.0627243786632386,-1.15642029421689,-1.29176997844365,0.048496316994048,-0.756729629572162,-1.10395641069954,-1.23530345343685,-0.492913359513432,-0.617916042649999,-0.825324842426533,-0.365710647686772,-0.837558195584413,-1.25060596522855,-1.20984997557313,-0.691774930170838,-1.31228053577646,-0.752998731091423,-0.852113254969908,-0.618170323048857,-1.36046593702323,-1.33434634185203,-0.715478106523141,-0.770622041979119,-0.430919865975005,-0.0065757806769888,-0.619281745108582,-0.945879622528183,-0.382341170525818,-0.750380123585028,-0.541624174573419,-1.60086768588067,-0.700625342460607,-1.13836789801574,-0.3498161690783,0.863394325005964,-1.27696991929443,-1.02472742152541,-0.563963524296855,-1.01525127446443,0.76495792713965,0.399907509286093,-0.171488375282348,-1.23229821274259,-1.40599617137655,-1.13075248473567,0.22730406392224,-0.60472304948016,-0.343620358913133,-0.0915843471074218
"STAGA_Oxs_3 (GE) - TPM",-0.236194203616866,-0.988024725688819,-1.33711653248278,-0.786352804469825,-0.946879310488259,0.273468694063569,1.37537133813993,-0.221739560488429,0.243431642299105,-0.509735588575041,-1.64080523057832,-0.146753812357769,-0.936134565405519,-1.06540616177187,-0.792773403495547,0.213515108904242,-0.404826296637337,-1.16282505339726,-0.316008121131906,-0.846318671143808,-1.13737150655203,-0.147926642170767,-1.14137787427046,-0.831355799188718,-1.22896323184186,0.482210557141822,-0.888037684187525,-0.953113932062376,-0.675953707197976,-0.878397084997261,-0.262969798030759,-0.851049693478172,-1.03544023274913,-0.263531048262686,-0.843856077545119,-1.08848181484605,0.142030795278804,-0.423742045918724,-1.91587927168417,-1.02276629043306,-0.642041072152026,-0.825827286639018,-0.228638538758826,-1.20758228053559,-0.776550643818394,-1.34172261917357,-1.37805852142658,-0.526649917788638,-0.812887947062844,-1.32678869534176,-1.02538934992088,-0.586277470534189,-1.80051764469291,0.751652606604035,-1.09223222321399,-1.03995086284569,-1.18964967249021,-1.27646597713825,-0.850629085998526,-0.169635109967061,-0.636949784443762,0.279758148213915,0.00933172310880216,-0.513738739953227,-0.327644574878532,-0.856399366461581,-0.783850773792804,-1.34601265637557,-0.393432096469982,-1.41021258098294,-0.518256627249808,2.21251842592799,-0.146896220292311,-0.917253641560271,-0.976563186136738,-0.517771705371457,0.278536062629159,1.87445354964965,-0.508349861868129,0.254114338505877,-1.41161034494152,0.610324508725029,0.0672506100008948,-0.53283778232966,-1.53033967275879,-0.515748332263531
