"","SAR_RS14715","SAR_RS00075","SAR_RS00550","SAR_RS00655","SAR_RS00720","SAR_RS00835","SAR_RS00855","SAR_RS01020","SAR_RS01025","SAR_RS01030","SAR_RS01035","SAR_RS01040","SAR_RS01740","SAR_RS01745","SAR_RS01750","SAR_RS02195","SAR_RS02200","SAR_RS02510","SAR_RS02515","SAR_RS03195","SAR_RS03205","SAR_RS03210","SAR_RS03710","SAR_RS03770","SAR_RS03775","SAR_RS03790","SAR_RS03795","SAR_RS03970","SAR_RS03990","SAR_RS03995","SAR_RS04345","SAR_RS04355","SAR_RS04360","SAR_RS04420","SAR_RS04425","SAR_RS04490","SAR_RS04495","SAR_RS04670","SAR_RS15045","SAR_RS05775","SAR_RS15075","SAR_RS06075","SAR_RS06225","SAR_RS06280","SAR_RS06285","SAR_RS06290","SAR_RS06395","SAR_RS06695","SAR_RS06700","SAR_RS07095","SAR_RS07445","SAR_RS07450","SAR_RS08110","SAR_RS08440","SAR_RS09005","SAR_RS09065","SAR_RS09155","SAR_RS09935","SAR_RS10370","SAR_RS10530","SAR_RS10815","SAR_RS11325","SAR_RS11420","SAR_RS11425","SAR_RS11430","SAR_RS11435","SAR_RS11440","SAR_RS11445","SAR_RS11450","SAR_RS11455","SAR_RS11460","SAR_RS11785","SAR_RS11895","SAR_RS11945","SAR_RS11990","SAR_RS12020","SAR_RS12440","SAR_RS12520","SAR_RS12525","SAR_RS12640","SAR_RS12655","SAR_RS13335","SAR_RS13420","SAR_RS13570","SAR_RS13765","SAR_RS14345","SAR_RS14350","SAR_RS14355","SAR_RS14595","SAR_RS14605"
"MRSA_Li_2 (GE) - TPM",-0.981643721640253,0.593850490233373,-0.41103544734761,0.458132615098945,0.405134107161775,-0.345761644425922,1.69671564362987,-0.724338611963316,0.116730675149115,-0.823303679737788,-0.833009487924866,-0.591470907286986,-0.933336512176789,-0.746009552181951,-0.59033895988222,-0.267517638975132,-0.532379532048062,-0.655365035734537,-0.593733116300267,-0.392607920322103,-0.648414775141343,-0.68956632218777,-0.510918374568808,-0.0107631625777715,-0.269335779089393,0.113080637326294,-0.906486923296655,1.61141397016425,-0.373620994971316,-0.492595101596979,-1.15173638454143,-0.27352772130894,-0.476018910456149,-0.237850208068513,0.0998330454611212,-0.940297043838929,-0.883418603244256,-0.72327730147596,0.0769451140558921,0.20207346393124,-0.683498967992615,-0.357779908499629,-0.592817318194921,-0.397690989495538,-0.598096733710329,-0.677731751097614,0.409263373485007,-0.529121370612509,-0.585350304040803,-1.15072391834193,-1.2492888700487,-0.910528513843439,-0.772076916209215,-0.457944731990729,0.0099924711419668,-0.131442014438373,-0.318580978622148,0.573311897170863,-0.917772291827167,-0.44684696810068,0.289477021247951,-0.465095746639157,0.159152656932806,1.31953241619452,1.27107899134861,0.692781500517288,0.787247358536,0.361602252143301,0.593091632762841,0.568855865118798,0.970624010970381,-0.0120124580133297,-0.755069492804632,-0.564781649691733,-0.521951082738793,-0.115181686312095,-0.940985782527522,-0.655925265870886,-0.440339143042734,-0.539276284638741,-0.487437465562881,-0.292908481116866,-0.494657760886271,0.00479224820700846,-0.540192600136937,-0.62386866654243,-0.511965324032406,-0.477094085032045,-0.603903808764546,-0.605513217064545
"MRSA_Li_3 (GE) - TPM",-0.782696344827108,0.929482254325161,-0.678315239948221,0.614719528987826,-0.0408773687271281,-0.562189690608799,1.25549487947671,-0.876152219963294,-0.826995649914133,-0.830905734677317,-0.818426779838126,-0.576367256546292,-0.586825350402549,-0.585437376236849,-0.418594392046683,0.524892002716819,-0.499199993105495,-0.575972951216582,-0.53920051782444,-0.427007014836179,-0.540201149756495,-0.694175133608863,-0.371254078009488,-0.180192363050326,-0.355195545066206,-0.0268157335068167,-0.808347239653872,1.5843634017458,-0.365096916450936,-0.582222475392264,-0.459458536277287,-0.403972038878947,-0.498648411801182,0.234193956667111,-0.488481901583624,-0.854732095970606,-0.558659121908482,-0.536746760451501,-0.148348238433476,0.0312670365239699,-0.594615467612059,-0.540975313797344,-0.694986449373774,-0.202753988253302,-0.196809974794582,-0.50908014810829,0.882586861387315,-0.610026268371742,-0.119200331567268,-0.717299086103476,-0.715431864095198,-0.889927421584346,-0.527421940926885,-0.421579321885606,-0.248601444534626,0.731102011881202,-0.362579856706844,0.92255327083076,-0.879998209646479,-0.45600518928886,-0.722392038846024,0.820356231458422,0.696531367412099,1.1114968390827,1.21803397666218,1.07108532694252,1.39728947953994,1.15985246108509,1.30057266570457,0.788847587077457,1.34401545504129,0.467612065884159,-0.619580990043432,-0.63363782674195,-0.496835576972117,-0.764627783153101,-0.308427259451512,-0.634347027527485,-0.494952693921574,-0.461957492639733,-0.550998184373873,-0.461051140051566,-0.679002244309006,-0.154853874120097,-0.46356213882791,-0.620013950531809,-0.546025596132962,-0.592283106357234,-0.508678015740112,-0.554329729788283
"MRSA_Mig_1 (GE) - TPM",1.31258548677581,-2.25188629737293,0.598397613912532,-1.48969801890472,2.07226070424745,2.5433892960497,-0.988283968968541,1.07111147514145,0.0889779991663831,0.82903255984095,1.35893426585331,1.24676131256534,0.926189719496298,0.826678508143526,0.14392934588801,0.713807177791471,1.53227302372048,2.91872789866754,2.42234314472862,1.71608068523632,2.24048387312011,2.60566842813229,1.59929732667531,2.12398234875244,2.50276985063591,1.58647069215071,1.35462876927148,-1.55102237155509,-1.15816244909973,-1.40177895030076,1.44259608854936,1.81005434010654,1.99737644526594,0.547844923541517,1.23380922038869,2.62794360673382,2.05637535406985,1.76771350778639,-1.57854243888401,1.23663200849734,1.15301650195957,1.15727552780891,1.4258087600171,1.21968830373626,1.33615063779721,1.12931703257764,-1.61157084514638,1.93616555067941,2.79889467185931,2.3544339256125,1.60825871721228,1.33919326615777,2.15622384988335,2.74469282917864,1.72521839524331,1.37515155398875,1.76825234728991,-1.85845413063016,2.1449234084531,1.16082985865266,1.74014518679939,1.16246550289064,-2.06297319940547,-1.94396371101707,-1.77744776329707,-1.69768444969014,-1.64012978731309,-1.48192736666964,-1.44857011070126,-1.6236681171933,-1.38626348367301,1.86716612424915,1.17331445963069,0.315323368207948,1.27026121011729,1.4058175071497,0.767280224747258,2.18408615105046,2.1638916362176,2.63778490186078,2.34893713088193,2.52081681234388,2.0873297073165,2.31322890948176,1.69523137661569,3.02600948792421,3.03316436713375,2.53133155236483,2.2542254524234,2.68770733476358
"MRSA_Mig_2 (GE) - TPM",3.17718547609119,-2.43468201897916,1.28856294339055,-1.66484783082456,2.4795762459728,2.48947007877864,-1.97821283736972,0.823263195129171,0.32793615761244,1.13584575260579,1.60653205724891,1.09969215039171,1.71197183738902,1.12837630908056,0.257267983941052,1.7864549289765,1.51387202626079,2.86302968282044,2.64159064808236,1.69855912716883,2.87206425747314,2.70987527471879,2.76803030176277,2.86413969009809,3.0215781637825,1.14795553758071,1.63410724627939,-1.77447113492566,-1.41484475130543,-1.62168094543152,0.734111729046397,1.62715456911106,1.96769324809626,1.17084457552014,1.33357443558543,2.77749462497443,1.73354371152891,2.43842613475035,-1.61896450424652,1.17026082351868,1.17530310389542,0.970634342232234,1.68797563265173,0.960091235295523,0.994258229696507,1.30395016197782,-1.88505091926062,3.37160293700554,3.34294236690497,2.42696924865666,1.2035419501617,1.06232238866871,2.30075601618347,2.9966985120987,2.1600824724031,1.51618106139137,2.06458444259092,-2.32386040415252,1.79609395913734,1.27431729808291,2.86784420039127,2.28955594652675,-1.82791675405291,-1.96257362659405,-1.84141596454674,-1.74749836009932,-1.60203269667454,-1.52698680484667,-1.60352225197545,-1.63570781583883,-0.734110545060328,2.06958448645235,1.43053994472221,1.32368034677798,1.19138122133055,1.32884930268148,1.31110808703201,2.11452583405887,2.11445323724483,3.2291791008503,2.39175808549152,2.36532270490616,2.41212189449365,2.51666803907713,2.03961565002621,2.8212844426662,2.92085047283272,2.6220994788249,2.02933622289361,2.37489249131691
"MRSA_Mig_3 (GE) - TPM",1.92994565846036,-2.47482776036303,1.60614860847227,-1.88964775838467,2.21500259666843,3.53097249118678,-1.45796801386751,0.74598377779382,1.18208334702691,0.70888128751794,1.3914852592421,0.874697022175826,1.22898503898334,0.471377726456355,1.22690997311431,1.01657793911612,1.32375880789079,2.04554134414897,2.15469991872061,1.50389012159853,2.43319922421346,2.21942559472909,1.7789061414198,3.03165925005752,2.97428023248081,2.11940850828313,2.13966311330508,-1.64526987097941,-1.43043533610311,-1.66244034571755,2.07930943062651,2.83383544408488,1.73028166868804,0.631633694013972,2.4076628294285,2.3185757655307,2.37255181355545,1.78966637852975,-1.7771958250805,2.21185767137212,3.38002634916425,1.86170202386253,2.25347973085288,0.615616818701822,0.25970223336742,0.82648774544108,-1.92173481081223,1.60706367669465,1.33159484479063,1.21040250532934,0.513122943247934,1.39002686702288,2.34136917811601,2.40857039787181,2.2727495732598,0.770426134599902,1.48935936612286,-2.69062180927616,1.35844804776624,0.864075174315169,1.7040827400275,1.62074062511761,-1.91278227036945,-2.0585870906919,-1.99823323106673,-1.97059620869332,-1.80325580348791,-1.89511403163581,-1.71644283050417,-1.77138923793247,-0.590735682033655,2.30182275718041,1.8625712899472,1.61759995894438,1.4045387669596,1.67755624015775,1.87627345860134,2.16244971166685,1.93713185421591,2.83581039256189,2.22013415606475,2.8470530761349,2.44564055866188,2.90360197286276,1.78824639677027,3.03308437054883,2.94833990140004,2.49580129329875,3.35973208671767,3.28589961354957
"MRSA_Nd_1 (GE) - TPM",0.0891783016306322,-0.909154275274451,1.85926591957899,-1.62387866256497,1.90123898943426,0.764679546879206,-0.888205045371172,2.67525308543907,3.02226863326793,2.48581718284939,2.11824695299975,2.88162608260854,1.81000841247189,1.2987137261655,2.11722054711407,2.24924352013792,1.53780510520029,1.55782211130177,1.77355095094418,2.33365828702261,1.59774748126624,1.45351565901771,1.47931992925943,1.06116302237456,0.978281769957915,2.30773501935741,2.27104818174707,-1.64428934203042,-1.27246186830318,-1.38717758050476,1.59215091254241,2.1521648367401,1.89553529886516,2.92044355727242,2.98935412106158,0.923875996900867,0.659924237557308,2.14082681168631,-1.55003023526957,1.93343850242932,1.45845570811712,3.1193178667265,2.00671147424244,3.27734201980993,2.68247849512155,2.63133894670906,-1.61748901087881,0.663075069663322,0.564438911152777,1.16275038998579,2.09578006702977,2.84958258162538,1.56874999334476,1.22399413100983,0.657503725472353,2.30703238760786,2.37389401604859,-1.09429374628438,1.78918246158144,2.74730502443437,0.329859203655399,0.487708245380584,-1.77456381170942,-1.87120045025873,-1.93783288987545,-1.87973585607994,-1.76630410444828,-1.94223684662993,-2.29109828254835,-1.90880342697915,-2.30560778564133,2.04452769928775,2.1155731445676,2.94360744250529,2.42481797292086,1.57213992796549,2.5929300219287,1.39735471168286,1.91874431808076,0.772547675575089,1.62124871241568,0.933028537311467,1.31467480231031,0.774997177517548,1.3374293784042,0.678213106835288,0.722321874724654,1.1743635576868,1.2300379322439,0.693172314481267
"MRSA_Nd_2 (GE) - TPM",1.44664574657868,-1.15272706463088,1.97520456811222,-1.60224949656506,1.94844741946527,0.616538790930039,-1.03910232072908,3.00327038344542,2.58190484752703,3.14643856031132,2.97287326101504,3.15606625833569,1.6890643039619,1.82177762043545,2.15957837579302,2.67440640807404,2.6493390227404,1.78525862716304,1.9922498642214,2.35433292450343,1.80641689816591,2.05405780927306,1.60324490756547,1.44446198330345,1.26798507673647,2.70443689640599,2.45648150533852,-1.68479787330644,-1.29579718584983,-1.37296083853695,2.06843110622716,2.02140431864988,2.68464458145146,2.92482243225077,2.01784274427311,1.47096586995762,0.994935959963244,2.03298650665854,-1.51560103179742,2.03490445909391,1.42914392563046,1.95157680627542,1.82674511084464,2.80431889235866,2.33672761532742,2.22630392277094,-1.60172968553296,2.27489038873311,1.66370971353744,2.07012972138598,2.23095257431796,2.23133176107054,2.15227387806947,1.42769740384592,1.28474232687052,2.51231535018166,1.99696227859779,-1.05083026061225,2.47001093093199,2.53149228151986,1.10008771292565,0.470724671152697,-1.53938399830489,-1.98672120746285,-2.0299106480312,-1.95839267772065,-1.87702840919773,-1.76680892323766,-2.09110961415498,-1.88884160072723,-2.21574920917997,2.25375172471273,2.1505350499024,2.42006899982938,2.68201511390009,1.98565864700166,1.92774299410669,2.25198099628457,2.31072635981744,0.941429002198741,1.88087784221408,0.964564447419294,1.43883965529629,0.763652551858595,1.28089193181875,0.86719579180539,1.15858249604953,1.4891512388832,1.13807359802476,0.847637444741833
"MRSA_Nd_3 (GE) - TPM",-0.73799778293,-0.946618383617279,2.97261043035186,-1.47283718223547,1.3283246272003,0.880743677492908,-0.686252838905636,1.80773194645244,2.02221316802562,2.38332550729037,2.26895428640959,2.11642868650877,0.757494691560404,0.949081253262679,1.31199905933448,2.67325548651103,2.47812369133002,1.54180897952527,1.88450821369048,2.13778414880931,1.56151915273476,1.68297880264452,2.66176684461372,0.900104684090604,1.09744244667152,2.00452178127978,2.47169968514103,-1.70403660928824,-1.34201730952718,-1.48229718546048,2.66923447970745,2.00036143363101,2.44936310411104,2.08941780554763,1.99818663513945,1.152910373484,1.90102266643222,2.33033265649167,-1.45414976676873,2.88094623510445,1.69244285460698,2.07410856664109,2.54721145228798,2.31035948819227,2.488921948239,2.56312031392424,-1.56629168995874,1.59174133865953,1.58272609090974,2.80571535632697,1.20168795935607,2.11816202681276,1.71313689498656,1.50226284492864,0.979627062737124,2.64948207244431,2.0647252569239,-1.4271239693862,2.22099662932943,2.65017145092361,0.706789424194078,3.5794903366922,-1.7464084813634,-1.96692014894092,-2.05624043149479,-1.99456998339704,-2.078937000413,-1.99881508663615,-1.6700486530456,-1.73817499366939,-2.30848057858113,1.40217177414913,1.79203469121112,2.35493380973072,2.65050207038908,3.36882042767391,2.94765534417443,2.18785664916956,2.03282247556514,1.24082657519158,1.48783805261268,1.27102120429486,1.16781950809994,0.934784506928511,1.93328366002587,0.948905059827794,0.892001390039038,1.38661086049198,1.43800034822167,1.14944992036359
"MRSA_Ns_1 (GE) - TPM",0.367104832336796,-0.792581088121373,0.542975659659238,0.109072233703288,-0.156584208365979,0.294023492653163,-0.478917500744702,-0.778008281954437,-0.368312712762638,-0.242100002170003,0.00705290121487407,-0.0194201103011003,-1.43654545995981,-0.671539549422056,-0.890498716179141,-0.613437174967233,0.378849504960156,-0.172987475656031,0.0775121400510363,0.494099803207465,0.078492571517736,-0.32102009637586,-0.704665515151394,0.238711978837174,0.0104510470510003,-0.993699654216783,-0.678436287900856,0.210108215390077,1.7962854151014,1.45902271791766,-0.849043864548188,0.163171307116808,0.10517953771998,-0.418932324872199,-0.0698135584119974,0.554219674479527,-0.0555844811512929,-0.889116795613956,-1.09168732007645,-1.02984404385776,-0.31721475905842,0.679561831955211,-1.14355687573123,-0.688487337053555,-0.381225468446545,-0.0168060539894616,-0.50741529085977,-0.933417916080139,-0.228863364722069,-0.500039045509179,0.0419961788126343,0.365149322226524,-0.676647246763131,-0.786796593462466,-0.407438556213864,-0.278706710118864,0.0987405524582571,-0.471372737650451,0.514891677917625,0.882213308464788,1.90049493259671,0.512544563865123,0.300612958988854,-0.380392578197802,-0.651344950222065,-0.705325121887165,-0.910103504624649,-0.832442116048185,-0.468090651090341,-1.15600308409725,-1.20802873376396,0.0875027567649001,1.28909355706213,0.0272478082227442,-0.641751678956171,-0.900748469268154,0.090620457088374,0.037741193916033,-0.0288527324100829,-0.500735825865555,0.353714257454558,0.115294945619011,0.611229076710571,-0.491631164785143,-0.999891595463082,-0.0977208938557527,-0.0367039134631752,0.613020147252762,-0.487897027974152,0.180993054698369
"MRSA_Ns_2 (GE) - TPM",-0.802375367110148,-0.930515665112366,0.79842829493768,-0.034358897647865,-0.386155998767771,0.679258246895529,0.0544807208330144,-0.592109466227774,0.0917114642640206,0.229203455672391,0.0519802227923578,0.119729360651851,-0.632460960712345,-0.861161166688418,-0.576533726236162,-0.653250873073519,0.155649684968364,-0.155063405969909,0.0667153394226364,0.242714315055043,-0.00552028130277178,-0.662554050544488,-0.966398750928076,0.273081589111816,0.145688036501923,-0.125772145574598,-0.57039572099418,0.266561685208444,1.96802096194308,1.57515489172067,-1.14902203263521,0.310906284739061,-0.000226678208989285,-0.804212935445714,0.180345592351313,0.482524392690973,0.118227933382025,-0.970552247859088,-0.778902442569473,-0.937538207349092,0.0900269035731101,0.209088597887344,-0.860518321403171,-0.849571596900086,-0.447257815506689,-0.234534169484092,-0.463452620555595,-0.34952225183552,-0.837962640662837,-0.237574882172808,-0.489723655291271,0.340279515690709,-0.596677693790634,-0.875889672169431,-0.164265771762374,-0.829410887941316,0.0594121983238803,-0.404964541828484,0.295721199933577,-0.140595900675402,0.479621994333003,0.225174123670449,0.887247127143763,0.103365781222964,-0.346890111007708,-0.421235980732906,-0.59511245686704,-0.554140004911451,0.117265574922684,-0.589318864272372,-0.442386583516994,-0.190396525357164,1.18677631596065,-0.196597081918956,-0.341317276161741,0.246243946279967,0.0161199194371377,0.148999797654877,-0.00545201485110519,-0.520926570384993,0.701520775087116,0.227989462826921,0.703981594522815,-0.459737668351159,-1.18273708774402,-0.0273765253810756,0.186055042291589,0.701895009515037,-0.254721887323939,0.326165915650267
"MRSA_Ns_3 (GE) - TPM",0.265311461583694,-0.538714508467719,0.861326373781473,-0.170910635361366,-0.20268568550144,0.619080060662639,-0.32830639765644,-0.479469624780888,-0.206779593603662,-0.0276139315399344,-0.09229233830358,-0.297031803529916,-0.712340046116971,-0.923810343701228,-1.22859278233264,-0.544572914369976,0.182756507027408,-0.273616234687499,0.189858427296139,0.377367575156715,-0.0205357974217972,-0.605403928454457,-1.04737545934052,0.173251339270036,0.0120374573856936,-0.472042156987635,-0.491123364514662,0.4254245711667,2.03172651160568,1.43309003496883,-1.06190283012844,0.436898347896924,0.0147045248074305,-0.696536338802371,-0.244178665204866,0.173652140401042,0.160539994484015,-1.07595395789107,-0.249845894095346,-1.12328477944178,-0.234452621623446,0.598834737070987,-1.22248951252881,-0.578749020596362,-0.479323693828471,-0.11951008276037,-0.411994641379126,-0.47762765160302,-0.837962640662837,-0.270598346482209,-0.234654009379268,0.534779100030411,-0.610846949001586,-0.8213580492726,-0.630846743992074,-0.775175713569777,0.0383745756004449,-0.445423904778137,-0.272309878849025,0.127429065097147,-1.01242386242961,0.405447197928613,0.516242817364425,0.516488638105934,-0.367187417951549,-0.445417506897891,-0.527510537071746,-0.866406685092144,-0.240820780131274,-0.721508638325182,-0.503835548242088,-0.726730719922477,0.818697520848159,0.168689093559518,-0.759999363124932,0.414855222528019,0.00219048342065842,0.099991672257064,-0.0995513232664094,-0.492172563495505,0.183774660067471,0.325223981327381,0.617703078795427,-0.436044232004092,-1.14274405866921,-0.132453013378839,-0.0967764795576439,0.549721393333418,-0.547877034912621,0.307936793293965
"MRSA_Oss_1 (GE) - TPM",-0.321173408877511,-0.0772023475255688,-0.194322423777672,-0.632169427300293,-0.886139832122524,-0.0997909277588055,1.29566426050722,0.379174237008184,0.697474487832827,0.101769444547307,0.066730714823231,-0.132177733070821,-1.08309128737735,-1.08553223967264,-0.424661904817599,-0.130058665700414,0.136216041405123,-0.432919379324237,-0.413883545533377,-0.339462564851617,-0.263323574303965,-0.530133139799675,0.221226790749553,-0.340023832012824,-0.278425109809784,-0.426423851957003,-0.352062514507809,0.926083173248607,1.3712323105868,0.818459873135388,-0.325953416206385,-0.326370660246192,-0.503625668805029,-0.15057372187262,-0.613455642218396,0.0528017025524563,0.35681173207395,-0.663686116279283,-0.713837937958683,-1.23719125702893,-0.589098690405144,-0.375758241580489,-0.0474509145950288,0.303622163944595,0.303304491041833,0.079394302911645,0.65318993981126,-0.990313829397705,-0.752742480069832,-0.733218964743947,-0.580689750535791,-0.708305409858204,-0.567763481613207,-0.451584382507917,0.960840028690255,-0.694618483666926,-0.480535827071554,1.54574265578576,-0.884377961708463,-0.0627673251471972,-0.522042732731914,-0.906481200546287,0.460724645627158,0.606994064096057,0.457262588881959,0.326319420252169,0.35356250987401,0.436412558187161,0.465378691869276,0.3091614906317,0.434644960555944,-0.475819388526691,0.0900133739420939,-0.349373415199238,-0.200454259090635,0.231984286047846,-0.819179134790294,-0.106962317208164,-0.00195324718915321,-0.434849824682413,-0.115274217574618,-0.423384990882726,0.808147101072287,0.398811400264173,0.570232047405747,-0.0767283795506989,-0.0579799649392419,0.0483620246090897,0.247061318509156,-0.270066281822088
"MRSA_Oss_2 (GE) - TPM",2.85468590393774,0.313871406584702,0.0125009387728909,-0.939321391859547,-1.41242547158171,0.0756269479226402,-2.09702060732583,0.45450309739959,-0.544610120337804,-0.161473388974867,-0.0741659560082871,-0.077560043843032,0.213687166023469,-1.08355208174074,-0.832925288661094,-0.222595120993124,0.0164797701705556,-0.297696489527537,-0.416348883243209,-0.647818321183593,-0.212527347447637,-0.405003674761701,0.913615427253698,-0.501151707760376,-0.332027885616083,-1.07442486102659,-0.314088525779144,0.786922826202035,1.35367744650264,0.63717341881439,-1.21205166875697,-0.37241563308446,-0.562855822932977,0.579268497249721,-0.897740246259197,0.443584728633489,2.03748352049863,-0.649019689550369,0.935617519748024,-0.994677730358279,-1.21601209839735,-0.482949551050827,0.896071804538633,-0.106998549740667,0.691994530555122,0.105339272520434,0.652644109210335,-0.901361145254963,-0.837962640662837,-0.360225343887783,-0.881720152778324,-0.794338052644599,-0.0224050238957574,-0.31373382852259,1.52621505854201,-1.10526848490006,-0.50460559833057,1.01985985233607,-1.0761221354374,-0.807669547788827,-0.797005230761779,1.11163053761234,-0.202990993511058,0.991608554491766,0.913561003808999,0.0897338685090147,0.14620557314482,0.262972992759945,1.65659696515268,0.951182641336302,1.28846796895405,-0.210612650235101,0.043745578062541,-0.358967051695777,-0.45602434345275,0.901959052896372,-1.13771974061968,-0.0500899179651144,-0.0532838660985645,-0.504784115017852,-0.431651499882441,-0.333076551230762,0.169047729350869,0.955260053076219,1.03352335516615,-0.136051061141401,-0.0814976803282536,-0.0963400707949477,0.964486622644642,-0.145694208702562
"MRSA_Oss_3 (GE) - TPM",0.740507569628756,0.392102931897521,-0.206663778862372,-0.347366766123536,-1.50065273125453,-0.210607768916442,1.7623457853618,0.153578572413299,-0.836912667307085,-0.359941059710511,-0.416244103916657,0.0521698583652061,-0.669626693945972,-1.23772917466933,-0.922198318420301,-0.867925008401603,-0.388593916407692,-0.356729452116636,-0.444504024367719,-0.411078619424522,-0.184994877362002,-0.445081273715673,0.322591590969807,-0.546474433210389,-0.403228096389185,-0.824923071016726,-0.679108518576447,0.689069754176935,0.911013620306797,0.87088099552882,-0.556626368470712,-0.483796616979846,-0.276432876323442,0.822304276964138,-0.0396700925225678,0.337248691789554,0.828616564288268,-0.321483314411359,-0.0418335050137071,-1.17035573580041,-0.826106784511409,-0.622705376481698,-0.153075562452386,0.0128808519864443,0.387777226133766,0.156596659961401,1.12617389439729,-1.16614348519986,-0.837962640662837,0.0217862221098284,-0.00979226115184371,-0.902980485690632,-0.530349140853783,-0.44862073242741,0.404020691903394,-0.782368303688483,-0.502629913658971,1.10053761433476,-0.813761144484234,-0.0156130780033931,-0.732163475224982,-0.906481200546287,1.20957421056179,0.600920847728217,0.552701467259836,0.443403399438746,0.211687274690501,0.262104485793453,-0.427091265810691,0.326365072952447,0.322264068326759,-0.477641203322672,-0.091942687889861,-0.702177139006058,-0.1805330930745,-0.735450925442905,-0.663418291776446,-0.175669101007001,-0.161785314236653,-0.476201564664416,-0.146534859698612,-0.535227278588937,0.297139789688679,-0.100437378764824,0.275497174172628,0.0214283145243558,-0.206349699625638,-0.0404029099191317,0.54601807334565,-0.380985678826218
"MRSA_Oxs_1 (GE) - TPM",-0.684433615610865,1.25073070943837,0.807277131148998,0.534999921428485,-0.611654660079612,-0.506922289723309,0.123693609310137,-1.03157005001385,-1.3162691472535,-0.897924972686373,-0.923218765070833,-0.83975436436735,-1.23584157655826,-1.33499891195734,-0.822975930503945,-1.1762533842407,-1.0332015439275,-0.589595193115844,-0.698377536322292,-0.994013959435642,-0.740826679123661,-0.403810916823523,-0.749987244596131,-0.857205959853934,-0.734630758639907,-0.600183739495576,-0.599836847111428,-0.519234584269342,0.799055251857796,1.78207142751077,-0.431392876608143,-0.760651350015525,-0.745807103667648,-0.836264089505051,-0.971632879951252,-1.03129037256074,-0.713407761617982,-0.52311816819065,0.00595231835849728,-0.53284653448958,-0.906732570216364,-0.819041451705286,-0.722063982588789,-0.798074414519738,-1.0927416455805,-1.07888256359492,1.24486289180718,-0.304582620881979,-0.334633666400549,-0.666379326672813,0.189006951529475,-0.653952264580925,-0.75534605070909,-0.694252479288557,-1.04377563875542,-1.01477266214918,-0.844303960606599,0.84576959084594,-0.353889879236894,-0.801276566790561,-0.855943487100271,-0.789220056061732,0.157022022102275,0.524693611255649,0.547310694840949,0.260332153176842,0.118696766175675,0.0539086775711218,0.234461238161494,0.140223974389699,0.249142241636391,-0.767692951467287,-0.366733292917882,-1.10756667865013,-0.912726043166861,-0.491214691390144,-0.387316258208956,-0.973580886585642,-0.990346889974095,-0.558767213546295,-0.899461198399355,-0.948663649695132,-1.01118603578897,-0.356863468502897,-0.357376210034096,-0.660419263200841,-0.715132925727273,-0.81830228480183,-0.184890276464294,-0.743325431308571
"MRSA_Oxs_2 (GE) - TPM",-0.841726751101812,1.09198079724885,0.710089984951623,-0.314608229932023,-0.753419945833324,-0.53922856549584,-0.115633965153505,-1.00620990174866,-1.09692499243585,-1.01133002688766,-0.907168338530847,-0.888621993554231,-1.34099861093265,-1.20701185495373,-0.348482883621462,-1.02394082276745,-0.940393087433832,-0.590459312128863,-0.689713989868431,-0.943974225911105,-0.707697852103507,-0.299258519602497,-0.724336583801734,-0.81638830161414,-0.740946828657379,-0.0830103901020771,-0.413922257182949,-0.295770346698717,0.975928532149878,1.49963226879885,-0.495061358108662,-0.676336082709465,-0.704333844626169,-0.840956913700601,-1.04029309553638,-0.894997958719139,-0.809516142718477,-0.331681371639227,-0.418308988143661,-0.584988401856953,-1.10205942276823,-0.683981692595463,-0.731231486833777,-0.729066469752962,-1.03079254695398,-0.869915237172173,1.51148944715315,-0.282525417509321,-0.0481255991429621,-0.455977800786429,0.0810789078430116,-0.452133730924466,-0.814953900029924,-0.623028761768323,-0.7591341139907,-0.623779721264942,-0.852825197546921,0.524262690935185,-0.268581718291105,-0.478117008109595,-1.03903096368034,-0.409656180436296,0.191152627932396,0.315719235747636,0.479195615806732,0.227031003169445,0.0685555583125466,-0.170190588519171,0.0301802638470155,0.565314019714796,-0.311542935130939,-0.497427460774349,-0.342132619676216,-0.701723177544056,-0.878354351016793,-0.4982680939016,-0.303172355891623,-0.973828878426677,-1.00014102900094,-0.528842226048054,-0.892760369051318,-1.01210511913479,-0.992052857637318,-0.620108426273702,-0.462910728103778,-0.697555560374458,-0.674373189694884,-0.834512931284131,-0.331221535078798,-0.721562040435416
