"","NMC_RS00065","NMC_RS00070","NMC_RS11475","NMC_RS00705","NMC_RS00725","NMC_RS00880","NMC_RS11575","NMC_RS01325","NMC_RS01625","NMC_RS01840","NMC_RS02135","NMC_RS02260","NMC_RS02290","NMC_RS02310","NMC_RS02380","NMC_RS02630","NMC_RS02715","NMC_RS02770","NMC_RS11945","NMC_RS02835","NMC_RS02840","NMC_RS02865","NMC_RS02890","NMC_RS02950","NMC_RS12080","NMC_RS12085","NMC_RS03650","NMC_RS03735","NMC_RS03895","NMC_RS04180","NMC_RS04250","NMC_RS04270","NMC_RS04290","NMC_RS12200","NMC_RS04910","NMC_RS05120","NMC_RS05870","NMC_RS12380","NMC_RS06010","NMC_RS06340","NMC_RS06410","NMC_RS12495","NMC_RS12535","NMC_RS06865","NMC_RS06895","NMC_RS07010","NMC_RS07015","NMC_RS07045","NMC_RS07230","NMC_RS12640","NMC_RS12670","NMC_RS07450","NMC_RS07475","NMC_RS12725","NMC_RS07935","NMC_RS08180","NMC_RS08230","NMC_RS08420","NMC_RS08735","NMC_RS08740","NMC_RS08945","NMC_RS09310","NMC_RS09395","NMC_RS09620","NMC_RS09625","NMC_RS09645","NMC_RS09760","NMC_RS09945","NMC_RS13175","NMC_RS13185","NMC_RS10505","NMC_RS10590","NMC_RS10765","NMC_RS10825","NMC_RS10920","NMC_RS13415"
"NMEN_Li_2 (GE) - TPM",2.29040549713742,1.75175943248906,1.71687892895016,1.23314393838744,-0.785408732448552,2.62682919284983,-0.105965693710743,-0.714296884069278,0.967441552642708,2.55510130458873,1.84597104879828,-2.01358362090881,-0.509913711661802,1.43524613597108,1.14296011479653,-0.245166985220868,-1.17133460405208,1.66639710641334,5.50272650928949,1.68570473797542,1.43172635028571,-1.28675097267257,1.90265821187585,1.94120229109098,-0.83570316308193,-0.122082269501732,1.32713748960498,1.07816585219766,-1.01455435972844,2.15590289855288,0.642837129963541,1.02752191311884,2.02025019866724,0.401290609523263,2.78116621813948,-1.33319548259577,-1.29739981233302,1.0717671512947,2.74675330207158,-0.773322331611458,-0.71385868691377,2.17603882878871,-0.237941644044445,2.16223609900409,2.68163257376055,1.74069847511387,1.93019200269848,-1.03618098404825,-2.05752396499815,-0.793713139690266,1.70065704678505,1.2319120922613,3.29055363154062,1.07587971842509,-2.15601439508823,-0.559352465966891,-1.5940725459159,1.04844724737894,1.73405545308321,1.58900777939804,1.52922593976537,-1.84501711282233,-0.603818020620014,2.58157515892829,2.58733671241553,-0.954673135813992,2.52919641904257,1.15852899543906,1.74550023350214,2.74953217132723,1.55367289007301,1.51346309883577,-1.92225607561628,-0.237192371652283,1.570003014394,1.94595048792693
"NMEN_Li_3 (GE) - TPM",1.85224103209118,1.30132241441573,1.30856421807543,1.09404345028525,-0.741947298669596,2.4564604170632,1.9978366606578,-0.545616046743364,1.68759710690672,1.76619086123192,0.879216072275044,-1.49618846466416,-0.792786157873648,1.49292936076694,1.47710680512311,-0.103923084328984,-0.188196828257091,0.543866123776682,-0.238579279608454,1.85565070540398,1.59530443314959,-0.957246109087384,1.91027416158585,1.34467728175609,-0.414435041867791,-1.08804515658702,3.40475670197285,1.11349872364292,-0.811329321623674,1.62578609097111,0.953143089597696,2.56303512112432,0.922273920081651,-0.38382948088199,2.26654701154553,-0.370999082252375,-1.2908371490877,1.68072310796897,2.27269167941074,-0.658013004461384,-1.06403252373347,2.1541387996966,5.15948053052213,2.19494273633785,2.77522610027053,1.88932629350229,1.84943197002204,-1.06549814220546,-1.43881164541275,-1.40103853585793,2.40521095958086,0.930717148470928,2.19167100322616,2.59986189440501,-1.48348909916846,-0.768609954904111,-1.14575665086222,0.654407958505688,1.53157734613777,1.66499706854181,1.92082681937728,-1.58104833033152,0.366231306701814,2.05697520703849,2.42124868458552,-0.991812223288964,2.91996187036521,2.8178773009255,1.78868264465467,0.94096859812042,2.16936679350831,2.37134935886922,-1.68298786341151,-1.01736670309611,1.56479754519189,1.77352125868286
"NMEN_Mig_1 (GE) - TPM",-0.461294686584294,1.40876892481658,-0.667044755085162,-1.22763570950409,-1.14837461407206,-0.554841463139915,-1.35514216300056,-1.17175979811542,1.05024237999161,0.19294215969522,2.12260987494763,0.20327434945033,-0.792786157873648,-1.12141405583651,0.449425611689214,-0.453615945630923,1.03719532007248,-0.945779479832653,-0.238579279608454,-0.501496322157644,0.0271396886725146,-1.86670319773171,-1.34793474731544,-0.510209135381702,-0.286950555747466,-1.08804515658702,-0.361547935822943,-0.495012331340071,-1.02147831278038,-0.0592815511847993,-1.07545161244607,-0.753229276015052,0.585772083808391,-0.95096271869765,-0.163737798155793,-0.259889938391525,-0.282701793825475,-1.67769286808075,0.677837650822853,3.03272805111932,-0.651725555376832,0.56361420804213,-0.237941644044445,-0.133502443846145,-0.657311097267162,-0.523995006850361,-0.597252874052938,-0.0165646496373333,-0.313077555571553,-1.70769763653951,-1.39540707372505,-0.201963386213589,-0.401891022214212,-0.175565900958031,-0.550432366782238,0.255066543114955,-1.87782174851397,-1.25545888827416,-0.996531965316707,-0.584427770580049,-0.74641559082904,-0.842028095247929,-1.73074018787368,0.781687050438818,0.807842805116659,-0.870191247024587,0.717097522871695,0.469344999601653,-0.571959962483182,-0.42193489262961,-0.849689190113106,-1.66816319184085,0.427555268019864,0.0119338605499401,0.39638677834074,0.966060719051975
"NMEN_Mig_2 (GE) - TPM",-0.0445249752345417,0.465698755155102,-0.853688942872774,-0.187788173600855,-1.51295965816004,-0.540557474318936,-1.35514216300056,-1.11755854314037,1.39706527165895,-0.0611649759006488,-0.0578487428308468,0.861411517900655,-0.792786157873648,-0.665513951204495,1.46658855133614,-0.453615945630923,1.21227792271778,0.921038309631604,-0.238579279608454,-0.248411885436686,-0.363953734196418,-1.43560578047425,-0.174126645456538,-1.13880406000968,-1.34347855938694,-1.08804515658702,-0.43724927241297,-0.477849901827014,0.243202374936498,-0.0099936748502774,-0.433863091133972,-0.666829048705952,0.72248702278485,1.73084395160406,-0.186996517330147,-0.739710914877676,-0.828810760966375,-1.69423522670979,0.370349073170983,-1.5326366413425,0.591644916569343,1.98973112297812,-0.237941644044445,-0.180392635907317,-0.866104332151594,-0.189278597450408,-0.286787348250216,-1.0875513812702,2.73351903696141,0.225770238383335,-1.54771245813996,0.20210265100144,-0.933415655471738,-0.170487473189033,-1.36193973108775,1.03158388513546,2.12184607961593,-1.14786308556173,-0.666202036674227,-0.353434288408068,-0.617290804441341,0.380445464116935,-0.0582108531931805,0.955741433231716,1.70409135584355,-0.580468953592574,0.89594227311286,-0.0138051524614983,-0.54140591716923,-0.571328139513834,-0.661058975857298,-0.214144989852992,-0.760317882163066,0.215408618395419,-0.258929536921745,-0.253696172058719
"NMEN_Mig_3 (GE) - TPM",-0.207557922285928,1.04266799063166,-0.735444364894688,-0.00239459623711143,-1.09371822332756,-0.455328158784685,0.763419234326254,-0.701993718695363,-0.375553553989007,0.696856002512149,-0.512983874426713,-0.199917476924948,-0.792786157873648,-1.1845108910081,1.80442028795254,-0.453615945630923,0.481128655211657,-0.415765577735572,-0.238579279608454,-0.504616356339195,-0.468656079011029,-1.56932962441423,0.026456688198356,-0.667769313519275,-1.15760806456573,-1.08804515658702,-0.938570268614983,-0.535148841998056,-0.850519623055628,-0.883139914731397,-1.12033122635239,-0.337619969630876,0.258026775862706,1.91575764650353,-0.0293765292377274,0.0878656767920588,-0.0434268531824869,-0.35400404754091,-0.253765749012024,-1.05902080537466,-0.534909722745283,0.0816376457879085,-0.237941644044445,-0.256384538746952,-0.0519831394361262,-0.417323753452989,-0.645849860021516,-0.705662522417594,1.02053844660166,1.39247647081045,0.92609477672459,-1.00038454799619,-0.585913548004484,-0.967184358064974,-1.06171509564069,0.418765982884663,0.810675775922562,-0.998387902187115,-0.778702083159933,-0.537353617471017,-0.662840265278044,-0.549037277743386,0.844220131562602,1.58689856166941,-0.068527037805446,-1.04554327548252,1.28096689917749,-0.387576747130209,-0.321716858371884,-0.795684094983561,-0.788211477113926,-0.640899387300892,0.381064824042429,0.838473163269264,-0.108551999758293,-2.22157524656171
"NMEN_Nd_1 (GE) - TPM",-0.450360118843697,-0.542837872786088,-0.374800985506846,0.164287258160898,1.75648011650195,-0.547041766919067,0.133858077036747,0.365409561865932,0.461721384353207,-0.524198363590602,-0.469132522750596,2.02930829159284,1.41185135109412,-0.89616230475677,0.248868220670236,-0.0713572711410759,-0.294871333960131,-0.403650120460029,-0.238579279608454,-0.230763945746089,-0.457887955452547,1.16476264121045,-1.46065325702806,-1.57733437614618,0.432571512587153,0.683360620900291,-1.15466678314235,-0.536448054229384,0.367583480595427,0.185263532731486,-0.643335903274263,-0.386225570107148,-0.772373712704823,-0.331014118509207,-1.38216510048598,-0.7241295103481,2.12394522151413,0.571994041938482,-0.124409378324931,0.466657898621261,-0.38397651355655,-0.621041359851302,-0.237941644044445,-0.511605445777496,0.0759424294389581,-0.218151999003629,-0.355622506581351,-0.0329293091017861,0.356890048425017,-0.0316110701905244,-0.908070434982283,-0.520861165750209,-0.563590635277372,-0.164379743610919,0.756272924197441,-0.221591677409441,1.09753373446895,1.7765629104496,0.121767035937324,-0.222154703957672,-0.416340391493967,0.752981990577208,-0.744543010915949,-0.0412569603083114,-0.388159875362568,0.522828704704553,-0.446750829700609,-1.21044197453268,-0.42608866883063,0.0793565057821699,-0.734420888744948,-0.483235317996683,1.39523096622186,0.852028940557457,0.0932458340272832,-0.379184907119913
"NMEN_Nd_2 (GE) - TPM",-0.246581562724022,-0.23368297545373,-0.597235871333544,-0.0109970759308946,0.513532485640974,-0.497332048705268,-0.568837566987167,1.39596111592655,0.976503636115316,-0.397041931428582,-0.708149012781449,0.91220282752637,0.987778156893107,-0.0920916068570302,-0.182668297585703,0.858483502481069,0.544764536211878,-1.60058696726318,-0.238579279608454,-0.253744279366936,-0.27451843650823,0.668000274852528,-1.7751428117017,-0.871513753346583,0.173063922522173,-1.08804515658702,-0.748803225818317,-0.464042365632771,0.0275891673350884,-0.70200275906675,-0.377692899712332,-0.444722278505699,-0.700599513459789,-0.95096271869765,-1.35167818815314,1.15352177943085,1.02107475105098,-0.0505520883455768,0.524349530564404,1.19026252303264,0.351584800836236,-0.354927380606287,-0.237941644044445,-0.40723679896478,-0.0792036095609265,-0.299514478348191,-0.355116851184379,1.23812683705099,-0.235646646248345,-0.557067236313208,-1.15705046552906,-0.618994663168102,-0.155532654898346,0.422198762812547,1.51124411131626,-0.36359838784,-0.0857064954672378,2.16966340106194,1.63238864207929,0.585233231688295,0.0832516227785799,0.829337728576027,1.36722968106603,-0.778716587178709,-0.0599032162384965,0.767679150642535,-0.347547955019833,-2.20776165284989,-0.196412368283299,0.28916423307837,-0.483578152135802,-0.272650107593624,1.11848919791766,2.41678294403551,0.440840617573322,2.22863867255362
"NMEN_Nd_3 (GE) - TPM",-0.261500665685722,-0.493227786711463,-0.43417526472858,-0.342331175288086,-0.172969966476396,-0.536996211313857,-0.49812939591203,2.15259017571818,0.91568574485761,-0.589862864700822,-0.431085298713841,0.888057326198554,-0.145892507951474,-0.486071092674635,-0.124251996274042,-0.453615945630923,0.406349997820474,-0.674681835404377,-0.238579279608454,-0.31550852634094,-0.445380372185786,0.557074610764432,-0.129646839319725,-0.676396220969444,-0.0484663532980281,1.12099028053453,0.106489662614063,-0.505872785528548,1.02099051774883,-0.467206735308237,-0.575213160149995,-0.49170197778283,-0.772558966049024,-0.95096271869765,-1.3876604566904,-0.529718802802008,0.909611785256572,-0.287673767208159,0.325825517657512,-0.262417788106805,0.240295457532253,-0.835346353385195,-0.237941644044445,-0.499245021051212,-0.717190973005324,-0.261197097645246,-0.378658912520611,2.02091653053004,0.427706876644761,-0.453597192235315,-0.929841611806411,-0.161637934569287,-0.00822131489873606,0.286646164000526,1.62101684070783,-0.45927151997517,0.268116127680402,2.09052332110634,0.417127306742411,0.35712171719183,-0.0480032775465176,0.808615359583197,0.00223557963107624,-1.14430361549491,-0.244517109815323,1.1545764505647,0.731326094860659,-2.51389931622369,-0.154881153580193,-0.282403079587746,-0.330602272201167,-0.342055822877935,1.03625675133275,0.168541196766288,1.41294186265041,1.52259153774935
"NMEN_Ns_1 (GE) - TPM",-0.731547955120638,-0.84709527023957,-0.702556126284735,-0.196429847556427,1.82750844485187,-0.565452569881821,-0.209739998632333,0.0821787096679099,-0.558697196054189,-0.465424622525775,-0.96371643232943,-0.217962475643354,-0.144353530754552,-0.43771550087913,-0.579636744064315,0.502045228698496,-1.2892250535443,0.674045614960901,-0.238579279608454,-0.525994439559632,-0.557318229673334,1.31542962515163,0.162080073915937,-0.504866061744073,0.337010312779395,1.37227794431853,-0.675820494030784,-0.493554859234369,-0.823142240487669,-0.656504612097843,-0.635691591986596,-0.403696637969143,-0.544734129614786,-0.434331053103883,-0.681342599471813,-0.0636018178523289,1.4012294470337,-0.0642370885014512,-0.421888058345601,0.361265773069239,0.381310011376238,-0.832813334413617,-0.237941644044445,-0.585267610557582,0.22995797899133,-0.519185283516066,-0.441782831186164,0.570318454643002,-0.594540411516794,-0.45061365431442,0.635505235037184,1.04174061281391,-0.309847139383827,0.448247522853371,0.461870965631656,3.76204510504023,-0.241582817399192,-0.617838455649315,-0.734148282251685,-0.652127101302166,-0.631007108849276,0.971290595108258,0.0885912532322953,0.491083925257428,-0.0508840640274965,1.70210954433798,-0.833732342276887,0.26738758120001,-0.746941846227549,-0.331189468904616,-0.533055749721191,-0.163420825082714,-0.230607305501612,-0.0823731935248011,-0.628640715474598,-0.174443834750014
"NMEN_Ns_2 (GE) - TPM",-0.573860533473141,-0.973401041309071,-0.584854619304014,-0.731679128188267,0.202553717897749,-0.559149436761383,-0.326131887850993,-0.214368825655382,-0.887095978661749,-0.510957398955991,-0.361785509217075,-0.8130290246818,-0.274971847395886,-0.515568860086387,-0.461527851459359,-0.453615945630923,-1.27764647315891,1.29115777435329,-0.238579279608454,-0.539391900611733,-0.646808498620577,1.32777045938993,0.445098100409965,-0.22865048631346,1.32539518709583,-0.793336703336323,-0.257250085681565,-0.494626111715149,-0.815356955745126,0.211615135851261,-0.58701078571835,-0.289684335013919,-0.375761745561456,-0.0226961083896184,-0.31099990260973,1.68651209181005,0.694748789043549,0.580015804460125,0.268082862333872,0.0355790519775197,2.12608459720472,-0.530464453568803,-0.237941644044445,-0.579059955490916,0.301537209420032,-0.503904176771797,-0.412569349541911,0.32129540489437,-0.110869337303133,-0.201906483527986,0.671808129975479,1.42487327278472,-0.332367400714261,0.358187569645548,1.02249111976539,1.91626027974911,0.965488135682137,-0.639033500893408,-0.7143514140366,-0.66918126416592,-0.617503810680119,1.15926024158156,0.124674885887087,0.0390372984650575,-0.248658418780602,1.37822960643932,-0.271022170398454,0.5893368967017,-0.664722725970489,-0.452333469636094,-0.581397251818306,-0.249172417571526,-0.416655953349942,0.104537801418298,-0.733671957077572,-0.314351254015431
"NMEN_Ns_3 (GE) - TPM",-0.678158579099892,-0.962888288902571,-0.614185923083115,-0.417678767155647,0.173715926096532,-0.553584893336917,0.546210006011204,-0.340989539179389,-0.814182324995429,-0.623729718673061,-0.347836359522657,-0.739020499885688,1.79054847314401,0.0483129470065041,-0.0854169379880409,-0.0305800306136015,-1.4692450997264,0.929488807296096,-0.238579279608454,-0.529576595093821,-0.605921280566371,1.18557083016166,0.317075155490005,1.57233679548725,1.11833456703525,-0.107860384094292,-0.73186538258832,-0.526638011347916,-0.470234592042279,0.239757546752359,-0.616335219409257,-0.322209096475044,-0.483547835007676,-0.264881431989707,-0.217736317733927,-0.0937372859710291,1.00629748841448,0.524009162340891,0.0069686742393204,-0.141317713717451,0.826345596553692,-0.870639593891242,-0.237941644044445,-0.618291657437762,-0.235698873959544,-0.535341925935777,-0.462523908430444,0.592931645120233,0.0919398102016991,0.147184571158344,-0.17805134762633,1.24769432537085,-0.114154560036805,0.0158633572251185,0.428577805894688,3.09310869060362,0.496222451836085,-0.832864694942795,-0.756845543616211,-0.616401805194848,-0.68581806238459,1.24636823288838,-0.471468085931538,0.125881993653555,-0.373850874022532,1.7290039571869,-0.765270614532911,-0.0417668613765802,-0.735278471180723,-0.432250906404938,-0.464589469353557,-0.465225804376039,-0.246548824630138,-0.0477946790254966,-0.745617572668278,-0.786775224464934
"NMEN_Oss_1 (GE) - TPM",-0.68375652776872,-0.864065582331792,-0.364585895203994,-1.04905096568514,2.64704643812161,-0.516048309910481,-0.545344183057666,0.163778946949597,-1.63842488752503,-0.636506190339538,-0.304623305892899,-0.638930536699473,-0.334345054847914,0.0430354445088914,-1.06824556259973,0.390948209348098,-0.536669992539561,-1.33851054553042,1.31220836040445,-0.605430259323482,-0.159235037710618,0.931482719463686,-1.77409772457325,-1.16271650896661,-0.527388267065399,0.216538992712622,-0.393705393416704,-0.462751505475406,0.349660020402096,-1.05229765823402,-0.0505016120821249,-0.395789057938672,-0.919946180346669,0.418754701292235,-0.777657533314133,0.270412433065613,-1.24028896079322,-1.11176180223851,-0.653144147733147,-0.629210437616093,-0.645709320652472,-1.30847073358395,-0.237941644044445,-0.555134671721135,-0.986156091353249,-0.618007126018637,-0.188726166131151,-1.1253889463444,-0.0225477482609996,-0.374562295778978,-0.808543879659253,-1.7171902794028,-0.965424753396852,-1.83951727177495,0.271305581216343,-0.0752271582939626,1.9898490341424,-0.252504393822439,-0.82821825116018,-0.883749324980161,-0.580683401257775,-0.0147565066948745,0.576057339906818,0.0662198850847557,-1.44956189333483,-0.282458046711054,-0.783797918940335,-0.314179491581722,-0.374694002708314,-0.465833338796773,-0.625065388681695,-0.879438895708762,-0.239828771945479,-0.346567807560892,-0.86274313775982,0.130318933847455
"NMEN_Oss_2 (GE) - TPM",-0.78985083864821,-0.852020761423395,-0.418514843734161,-0.937639490832945,0.969004198502009,-0.536084094425647,-0.825767242392183,0.397739892655622,-1.62285764059395,-0.724537539612049,-0.338034572021343,-0.186344472936809,-0.493097558475687,-0.366396090416776,-1.04992193691173,-0.453615945630923,0.435576427358355,-1.40941427382498,-0.238579279608454,-0.553663355953253,-0.30849170359553,0.40390243043268,-1.7556646919516,-0.967155625423803,-0.941257025405759,-0.746916061429742,-0.227945665297815,-0.467389326364564,-0.168991180470732,-0.72803747987241,0.331574393196089,-0.112819363708177,-0.955926270869037,0.660759368322469,-0.146302546678106,1.46047369828982,-1.20149706785704,-0.990278325205709,-1.68550477308193,-0.242505485933817,-0.910114679341883,-1.29357610297698,-0.237941644044445,-0.626534869945062,-1.37840646490951,-0.506594348045859,-0.129166901846859,-0.604897524694552,-0.337792566539907,2.16557793576322,-0.741130723206604,-2.11556268729857,-0.635341498034671,-1.61137128702637,0.929742767490108,-0.251655424899895,-0.111180087627914,-0.504162185177959,-1.07361180509679,-0.913171864659395,-0.615628939067457,-0.081394961892592,-0.671354374069519,-1.51961577656111,-1.71441115534903,-0.428960509254795,-1.12206001964392,-0.000120782865280996,-0.729271309904329,-0.626767613420424,0.29666766951442,-0.5132611187417,-0.168711083984679,0.113160889294641,-1.10961921025128,-0.881223573200405
"NMEN_Oss_3 (GE) - TPM",-0.599763969931915,-0.903546573994853,-0.570576055065434,-1.36665587852675,-0.0755148756217219,-0.485209351499355,-1.35514216300056,0.418268445230057,-0.895141064339114,-0.626867547627276,-0.91069303087533,-1.08779834350152,1.05102826867669,0.0755771645048373,-0.75185545383269,-0.453615945630923,0.851471499514852,-1.67645885915244,-0.238579279608454,-0.563265274835088,-0.47531443454711,0.378196310779118,-2.03338325724483,-0.698310368975951,-0.532989592348821,-1.08804515658702,0.259157108659596,-0.397089464698431,0.472891082455256,-1.24690134416946,0.569247056871391,0.205168544016755,-1.13349413060312,-0.95096271869765,0.159470832850724,-0.420840283517361,-1.42193439100371,-1.58955426271589,0.327566204402259,-1.21822917442451,-1.9167909774712,-1.01444699425248,-0.237941644044445,-0.490532644676836,-1.79766131696415,-0.628587238022775,-0.0981032822609893,-0.834069314185264,0.376973138186717,-0.516193957534281,-1.57836661259107,0.990107641499452,-1.04155460788398,-1.97849481394562,0.235605759447765,0.0924428699678181,0.206393883668399,-1.04818371560984,-0.226976782579487,-0.804461130977467,-0.498836068873158,1.5620313155087,0.117441901870977,-1.4511690309138,-1.59926509476743,0.27657488051309,-1.62780388258639,-0.821583276031213,-0.496928220634076,0.166337717875441,0.0870783940351907,-0.319977770372879,-0.562613719933679,1.15204229484774,-1.04122187595784,-0.766323662174615
"NMEN_Oxs_1 (GE) - TPM",0.216429806613769,-0.018439984411644,0.126657818770601,-1.07005229203627,1.68466883041908,1.80863330136445,1.71565567809516,-1.38008275284515,-1.02751980183232,-0.156840493921859,0.496290734387707,0.587157253852098,-0.0974127514785524,1.08599398984967,-1.12958100468595,-0.453615945630923,0.0559549961140864,0.841613110440047,-0.238579279608454,-0.571253470731053,-0.757858316513849,1.65367320914643,-0.513534650240767,-0.753975011937438,-0.167007974410783,-1.08804515658702,0.911864004922805,0.657944578249732,0.0833913644239254,-1.38256964339437,-0.326974242830125,-0.753229276015052,0.45005641123354,-0.95096271869765,0.291151141937496,-0.623697333457735,-0.818347440869252,-1.40042162461625,-0.157853622013239,0.0483723054442173,-0.645598157725884,-1.39238858606297,-0.237941644044445,0.652692995704939,0.755472522589849,-0.553207283564353,-0.651272529606724,0.0947708507056333,-0.126609434055947,-1.25833572688053,-0.843050528223496,-0.730406646404877,-0.279749855983045,-0.710410144771282,0.0729582667203379,-0.582931476547641,1.00465142034604,0.559317263577493,0.318667759070747,-0.268661819547396,-0.240225437538271,0.448408560989618,-1.12651444808526,0.464663719366266,0.137581300836446,1.10164318893484,-0.266099810090904,0.793243921963926,-0.313663019074439,-1.13402573702397,-0.806042228689797,-1.3118559796996,0.96051315258015,-0.977521753962412,0.902218889311777,-0.758024849172089
"NMEN_Oxs_2 (GE) - TPM",0.132884623169786,-0.125858933649154,-0.187363622358333,-0.961975760133154,0.480423653766328,1.32003397421407,-0.380378783305993,-1.09975651886369,-0.94563895288964,-0.407041700349497,-0.389830145283605,0.987202897289664,-0.792786157873648,0.680996383961014,-0.897308065394442,-0.0469712119196943,0.777098853391647,0.504727058896541,-0.238579279608454,-0.375504954872164,-0.643111500396338,0.645326276028479,-0.24310569311202,-0.248610051885063,2.12725152600308,-1.08804515658702,-0.462029773912898,0.980569234279731,0.567668927691511,-0.556295939664518,-0.112083373676682,-0.689487793604895,-0.135963721750068,-0.621213716017231,1.10621020898375,-1.605276858191,-0.602191830372679,-0.936615476136837,-0.559917401568156,-0.00563093859681994,-0.555779704723452,-0.588923259752495,-0.237941644044445,0.551832579961509,0.515890634807,-0.318962485607885,-0.540910530528648,1.13842489375777,0.226106258618368,0.788519059801189,-1.29095799895784,-0.0400569671997405,-0.464952424972896,-0.659452968925671,-0.188375901179693,-0.277921397162114,0.0568598922636893,0.878231784473881,-0.0834942536509241,-0.489728449468514,-0.174005823969236,0.0431208097810469,-0.64547249705897,0.0709675344483954,-0.198546347605894,0.968380661074672,-0.508749693141015,0.977412068312661,-0.553614424091868,-0.615115368922701,-0.6368742650849,-0.92463671359177,0.972194941818578,0.321060939143082,0.195979442571083,-0.334240070670764
"NMEN_Oxs_3 (GE) - TPM",0.24542089114007,-0.260447388122685,0.118966990177941,-0.632000659828802,-0.210220341343839,1.42929032026733,1.60345270025944,-1.28238732960488,-1.07546544085501,-0.0038931956619837,0.557890579271732,0.154094075684196,-0.346142582966429,1.22074304887191,-1.17649222342071,-0.453615945630923,-0.0103331988732461,0.717053087984964,-0.238579279608454,-0.247383409942246,-0.755415276091463,0.307185041165605,0.545997356962169,-0.466009682708644,1.3239271104075,-0.579640369893097,-0.420778698584476,0.852674536349106,0.488360355716099,-1.42049655576487,-0.306586045875925,-0.469476659304005,0.351272750222322,0.38350637880064,1.54338088922518,-1.56522020059341,-0.618855745268341,-0.787562299171549,-1.51677644207922,-0.145386274636387,-0.359073999469138,-1.04194081316305,-0.237941644044445,0.697942687292016,-0.646348458105739,-0.28406998327589,-0.543149081552374,1.71362899800227,0.133157054009166,-0.264554945629584,-0.138896110940109,-0.444836350623166,-0.134417227790922,-0.568253712455102,-0.633420798576671,-0.545341055776479,0.310783830196951,0.435332446126467,-0.16054702507155,-0.478972675676887,-0.307882457962718,0.713387009147917,-0.709663099719807,0.499133282336466,-0.0317519629740075,1.18570304172733,0.043062526328414,0.85185985555667,-0.384514888603709,-0.861026941413671,-0.591580142947062,-0.654421025510119,0.854648454045377,0.0595405612228772,-0.150283799486857,-1.28152580620312
"NMEN_Sp_1 (GE) - TPM",1.82094422343318,2.17160637198499,3.53737821243929,2.98689773618182,-0.719128028444911,0.900465625245454,2.58054944919115,-1.72903748482634,0.839238127280108,2.06993773580027,1.50001636331105,-1.15083885254127,-0.792786157873648,2.84499823036778,2.02906571454855,-0.453615945630923,-1.44111545145841,2.30982171616973,-0.238579279608454,2.62712526285515,2.49009283197056,-1.28582257539859,1.282880818235,1.55856271663032,-1.24395498508599,0.361188503008338,-0.0967354444169413,1.92504343960465,-0.972406793914299,2.67944932812426,2.43623129904775,1.78362234511784,3.39756766129899,-0.19016833432351,-0.246814416173096,-1.3330401338471,-0.822426717480877,1.08836032308081,1.37566623562153,-0.514377191041869,-1.37730222125343,0.403388878327529,-0.237941644044445,1.74241042336923,1.87043284412917,2.56074935421768,2.05924656085702,-0.739506459884675,-0.398795091266604,-0.0621970296299046,0.695844819707553,0.922122320659288,0.498104754715497,1.30811913807037,-0.783660573011552,-0.916993069229124,0.485548884888095,1.38094190163682,1.51533053099146,2.22035001951276,2.38217733814888,-1.55253140187773,0.144272403401028,0.645610699826924,0.16520885217342,-1.61448236583765,-0.424578002215681,0.0949886807546253,2.63310695219897,1.39511428136515,1.65408959581102,1.82481263222439,-1.8536643898754,-0.88833166817673,1.81182903887192,0.458083414843673
"NMEN_Sp_2 (GE) - TPM",2.58155596811598,2.2289640781528,1.82766592854222,2.15388876897585,-1.50194968542935,0.92366899211025,0.0237143872529997,-1.78033966228238,1.56721244552664,2.31147752015776,-0.974599981740298,-1.32154230230595,-0.792786157873648,1.51803392975132,2.18473176147812,1.08030778474224,-1.16685916218001,1.15678852151852,-0.238579279608454,2.31242590847761,2.77023332837634,-1.65077413313724,0.974257761465647,1.53076016442549,-1.20443195713521,-1.08804515658702,1.74019044138125,2.97097870840107,-0.414446330275258,0.606789647708059,2.73951049097631,1.83152485241773,1.89261754339879,2.78062245826093,-0.689270428056449,1.06934863401446,-1.10005350606867,2.19379070157147,0.596003382193489,-0.85138859521503,-1.43342626392212,1.2327465527314,-0.237941644044445,1.9478755177779,0.939704587851796,2.22976074999401,2.86814940045671,-1.19840171305736,-1.35274159315769,0.982615630035501,2.10965057914941,0.823332056138163,0.407256571865705,0.424967851602475,-0.375653265684262,-0.318590002863604,-0.335735211515061,1.37787826759819,2.04107346713747,2.51187308682211,2.4147385625956,-1.3564732554304,-1.32379938423784,-0.156655653049543,0.235836305961107,-1.77201308600066,-0.96923188818389,0.749900198555581,2.58766505705053,2.43824059912978,2.64899460896958,1.96447318619723,-1.8757087335677,-0.507910408485274,1.57548981045245,1.06425820149938
