"","lmo0044","lmo0045","lmo0046","lmo0248","lmo0249","lmo0250","lmo0251","lmo0258","lmo0259","lmo0272","lmo0391","lmo0392","lmo0499","lmo0500","lmo0806","lmo0808","lmo0809","lmo0810","lmo0925","lmo0964","lmo1216","lmo1235","lmo1327","lmo1330","lmo1452","lmo1541","lmo1542","lmo1596","lmo1657","lmo1668","lmo1682","lmo1783","lmo1784","lmo1785","lmo1787","lmo1816","lmo2268","lmo2353","lmo2355","lmo2605","lmo2606","lmo2607","lmo2608","lmo2610","lmo2611","lmo2612","lmo2613","lmo2614","lmo2615","lmo2616","lmo2617","lmo2618","lmo2619","lmo2620","lmo2621","lmo2622","lmo2623","lmo2624","lmo2625","lmo2626","lmo2627","lmo2628","lmo2629","lmo2630","lmo2631","lmo2632","lmo2633","lmo2643","lmo2654","lmo2655","lmo2656","lmo2856"
"Listeria_As_1 (GE) - TPM",2.28265837488043,1.95991865512991,1.93109717972158,2.03576317129834,2.03827887225362,1.6231141514071,1.89346314363321,2.52958453054719,2.03322433704957,0.653130204317927,-1.00607585747425,-1.34180310067628,-1.02919107218801,-1.262595009659,1.6621885105757,2.39452001476436,1.25065875175562,1.78543663330693,-1.77870842467871,-1.05107498775764,2.16890154901757,-0.0755064795728241,1.48839260846742,2.41705294010243,0.596993617088132,2.36498828140658,1.99729960249025,2.23084698382916,2.55589348573751,-0.853696075047035,2.05576856718487,2.1575376873009,1.80928212425123,2.43678587469025,1.40771540772213,2.73044878181426,-2.29853517674381,1.05044854919229,2.17290083455779,1.97869295424147,2.11925448163565,1.97335609255059,2.36361459121622,3.00844538092397,1.70377367003876,2.1605839242853,1.9224995523976,2.09774350797083,2.0806695869451,2.30197601862879,2.44131786469441,2.47385581256255,2.66574962601074,2.05910306848566,2.10206953939874,2.6950823050567,2.70780470905852,3.04352455652578,2.51613159407447,2.44715385233908,2.71188091677112,3.20824914420988,2.99202847599453,2.64504166245558,2.63896687193765,2.77968385715043,3.27104584000323,-1.32480765162974,2.06425585359387,2.29434723547899,2.5585444043942,2.49519357743308
"Listeria_As_2 (GE) - TPM",2.41873729735579,2.10394044888318,1.20069856553875,3.17596209999393,2.387066498283,2.54176544643755,2.38566371170735,2.24987709098304,1.43347988251706,4.65528298243136,-1.47136082801967,-1.51541645838293,-1.1587355738666,-1.14348644320956,2.29050397675579,1.87840303082875,1.54176019831374,1.75214098489853,-1.95842713332455,-1.2114566068724,2.33505352105587,5.33977825693757,2.81838336548247,2.46222906014408,0.410495316969149,2.1317301263509,2.11638380699352,1.29479951735523,2.18313053439749,0.220173255397303,3.39830573033717,2.63977517433757,2.26233113686552,2.85741634684598,3.51019217332678,2.340227388486,-2.02570027742922,1.65294642474475,2.25587611540793,2.05848372498536,2.25681485066457,1.55451935363967,1.76461140510051,2.17741530803683,2.71377155155334,1.55634060709106,2.24912854352808,2.9561075028493,2.39807380429412,2.56537369194375,1.80901043322438,2.56768461446031,1.91373493815326,2.79019075674304,2.73013168403911,2.66569138034234,2.16716005926373,1.8413998015323,2.66454211963551,2.0230865258541,2.02146367598443,2.4809861917616,2.42161853951155,2.98842571771245,3.11858068820109,3.14422539505725,2.28381603203938,-0.910218006259247,1.76682757495426,2.48231381629749,1.93392186325021,4.09684530037576
"Listeria_As_3 (GE) - TPM",2.64978473934959,2.17844153629161,2.34870879924989,2.7466544138138,2.8405394097439,2.25144536530167,2.11668613615673,2.41307077487064,2.00975551445929,0.747276295037804,-1.44909972461581,-1.49152103185616,-1.08756411341979,-1.16642537378263,2.72659187476104,1.81025768940052,2.64058475688261,1.45211396558739,-1.83778965004592,-0.968548323366013,2.3500775351947,0.096759665114478,1.22650658997021,2.62332943659053,0.528982202168241,2.0818424923002,1.84535076886296,2.4480577963827,2.49987667804422,-1.29187794791845,1.9516302219579,2.21268606439854,2.82238981981357,2.00483523169219,2.30932096819955,1.71348869920953,-2.23117950998348,1.75939705898836,2.25337295144861,1.82749655819834,2.29358901832716,2.1919726028032,1.92286577211774,2.12079048581094,1.86162062158498,2.01083146148206,1.96430203049953,2.75506503554456,2.31423363350931,2.11401400308089,2.37972762361249,2.27587560865897,1.279305702299,2.74204912779334,2.40476116176691,2.66467799853702,1.6048550146118,2.24862222350366,2.64713301462915,2.84303275982802,2.96082081795055,2.60489034334965,3.20176829462714,3.09019474339292,2.61530272276112,2.71501612595818,2.71893871377051,-1.43379448156499,2.14898647997838,2.14606258845136,2.38580573398405,0.600463982065305
"Listeria_Bs_1 (GE) - TPM",0.75415234766258,0.972888796356462,1.02644654334743,-0.688896182153647,-0.476955740158201,-0.140277991133765,-0.0964422420064682,-0.722651202511101,-0.618052912237868,-0.617644615379069,-0.232139504292126,-0.441146121164034,-0.610665295294972,-0.0405608998922251,-0.59938303697179,-0.603193915652934,-0.772653180978801,-0.450353858687983,0.891126827501903,0.679932924441433,-0.848180789968941,-0.43336146137323,0.0493901393147263,0.108250366583679,-0.226909027654003,0.943293174692261,1.73658015669533,0.144896227556707,-0.473388717790386,-0.0104686209207367,0.171307678640427,-0.748539202483411,-0.0211794233744343,-0.657007734189611,-0.499706734146637,0.219722322499121,-0.1446799233649,-0.248128091757174,-0.867876588984963,0.246332184533253,0.284556834897085,0.0807434231380588,0.853542401187225,0.295503522996577,0.0951295411573231,0.297494542572217,0.234860152521117,0.145352073199638,0.186922460210997,0.0831087942356251,0.206683175706153,0.235043992888737,-0.0532255220530257,-0.0576002512400736,-0.0239139424922763,0.0493669640825968,-0.25920851263731,0.00979744573010949,-0.247621888618004,-0.358971842324287,-0.0659177468005746,0.0355058608715393,-0.32806130132463,-0.574183784927112,-0.602920072674242,-0.712381514843889,-0.696195329840593,0.219134073821115,-0.494322865583593,-0.621317706125148,-0.602347192019089,-0.705526636324852
"Listeria_Bs_2 (GE) - TPM",1.38220527920087,0.72066254823119,0.258612679568717,-0.713411976196058,-0.823576650612766,0.0905531690473005,-0.151363821300517,-0.750087699694033,-0.240193034501223,-0.647901015736131,-0.0894418170823495,-0.803491955177253,-0.302342257844216,0.382412125134286,-0.564490180302086,-0.799842497149684,-0.711779851515399,-0.166825783729976,0.389713342110853,0.367555043502691,-0.828605087497779,-0.441169566033131,-0.108318727786022,0.127502494499001,1.50253272383888,1.13799585314483,-0.149340058257033,-0.0516720302163895,-0.388093479951082,-1.28859584378468,-0.246228196287486,-0.624936776513722,-0.567894993909816,-0.651166215022764,-0.252432611248692,-0.606867633831545,0.856701043605817,0.0214683102490988,-1.07665319870537,0.435570685362127,0.415244318337497,0.544492501390425,0.836033091773915,0.468036234265456,0.617835794546255,0.737788141415967,0.478066284624131,0.659988266637504,0.6319599169981,0.295600510322763,0.909519871960519,0.29671107969699,0.257860657332424,0.0495652356053842,0.00615682924233695,0.373921991094537,0.00134623216693397,0.669925185622153,0.131726146621518,-0.161980121294787,-0.225685408167881,-0.20116185457385,-0.265880120869687,-0.253273540124656,-0.479000842234853,-0.586675464672892,-0.636831094503042,0.336867101094841,-0.341654701257121,-0.574222541311027,-0.75187439248963,-0.572981277347669
"Listeria_Bs_3 (GE) - TPM",1.39248397935751,1.37638038407688,1.64004663055821,-0.791254282491622,-0.55351507183868,-0.0541958718446418,-0.154647815378713,-0.561466031642031,-0.217513720597777,-0.712242056112886,-0.409659058579882,-1.0560092978673,0.138428729511273,-0.377987882561555,-0.598568894643303,-0.866079047762066,-0.400281153025578,-0.0193783731399043,-0.36954831965948,-0.0996404418558177,-0.782383388871281,-0.548674443745013,0.354606724653412,-0.503033923668774,2.48429513595475,0.612207890298865,0.415401413537873,-0.195615154384023,-0.389547110645645,-2.08690230996075,-0.182098393568769,-0.445571692072432,-0.805873001045766,-0.168194090663166,0.101875542699997,-0.416210721659857,-0.874920371382694,0.236613613344819,-0.977600343420257,0.429060218999224,0.578466497365028,0.558042161358788,0.538404275482416,1.0587889870222,1.32262490342521,1.08163356352105,0.923646909346306,0.635699663827702,0.85890281257556,0.742456551054651,0.341668071021769,0.826485359004575,0.1596213627679,0.496675592712149,0.224792386381613,0.578333893407861,1.06832011649985,0.0289786654931411,0.154814491665947,0.0258313987617436,-0.15751926950665,-0.231288786382574,-0.152076119155102,-0.251386135371051,-0.418833773926886,-0.615899390210014,-0.583018945114056,-0.186695121746966,-0.146593740472142,-0.404374415073712,-0.788138747285619,-0.306687478750218
"Listeria_Ctrl_1 (GE) - TPM",-0.0735385938401825,-0.462035387251462,-0.15779991188457,0.146769468895913,-0.0372504941211218,0.220370560734483,0.148151915065939,-0.459785818743458,0.000569068239685388,0.284482706627675,0.482243955126315,0.0809498485079808,0.566681898550015,0.467124844076177,-0.503816447382553,-0.181151201799037,-0.0211937954076159,-0.227076723142605,0.927213426271203,-0.756580361598088,-0.511666322027412,-0.0577504422010748,0.0989669471283493,0.283442164325221,-0.527212565335407,-0.0609226388908424,0.269641826116823,-0.0877614227792732,0.259671652650419,-0.0674985447763635,-0.162651636412493,0.000581173367333129,0.180385578787415,0.0253053722040886,0.624164859166357,0.858692442642106,-0.50564541821374,0.783274270306455,0.557892672290409,0.279317214347399,-0.469402050327808,-0.316114165269764,-0.406878454565599,-0.569933965695459,-0.329882960059375,-0.141066927853033,-0.143867563361801,-0.321594168071681,-0.244869421326035,-0.328190501892055,-0.235363049754369,-0.473101201785937,-0.52620043104597,-0.39321416864699,-0.396907326668962,-0.405673613993988,-0.55417618023492,-0.338033488377255,-0.357180999806959,-0.261644866555565,-0.531898603303397,-0.100682335920092,-0.203452196802656,-0.394881234427187,-0.303437786417345,-0.246301961409588,-0.402040646648566,0.140737351953667,0.46063710266,0.446097204684537,-0.0868765207539692,-0.344772149478559
"Listeria_Ctrl_2 (GE) - TPM",-0.328303247979701,-0.373916969366927,-0.403875958556155,0.328707075822325,-0.06107702248268,0.16259140303921,0.20507326131343,-0.374850750267253,-0.197387214938273,0.0172092191940394,0.360612236263552,-0.227627077391196,0.133499139409703,-0.00783818117632449,-0.186332197963172,-0.446043431933312,0.0641885092086451,-0.0684785660887502,0.1915262359542,-0.854224485632832,-0.395277767706328,-0.0931797902198162,-0.24484770408763,-0.000593172482299274,-1.14479213451718,-0.221188612639974,-0.316524067600432,-0.327804131291553,0.0771629048112117,-0.676179319990864,-0.210181420836906,0.0240043543646194,-0.278134380571706,-0.0839810682537283,0.305246633842171,1.2886487745896,-0.845843900544664,0.570979245713869,0.37575440851414,0.217026623451128,-0.451071908304069,-0.31452383324555,-0.368079763338485,-0.594517219307876,-0.312407147397954,-0.135700741040968,-0.152907168618673,-0.288247668120439,-0.180649642874277,-0.189193829467021,-0.225892708920563,-0.30853261062674,-0.329335228781251,-0.372085454063479,-0.452989498026489,-0.250556359515957,-0.473054032579657,-0.231042188912846,-0.313539928444474,-0.160259840391244,1.85016919525857,-0.208738034044206,-0.273101494032273,-0.436551343417347,-0.259294824460881,-0.256730692203792,-0.435513666552902,0.201116176017369,0.288301841997405,0.535269051211775,0.271940993987368,-0.190078251635763
"Listeria_Ctrl_3 (GE) - TPM",-0.13519122792044,-0.520119271596684,0.788555293327158,-0.107982540042317,-0.250641783553592,0.469902079321223,0.264360036816876,-0.439205959605464,0.0172417590564132,0.151150316027474,0.0239206204031563,-0.106106560013531,0.440445671736648,0.419425773901899,-0.162816546516295,-0.113470431106549,-0.284230379010243,-0.303190386724005,0.697214033899881,-0.738517758771079,-0.174516599528949,-0.0574726755543554,-0.382113708697407,0.112889962993822,-0.932008845473972,0.282525816248456,-0.229764302583978,-0.0176886597733041,0.183466512018172,0.337695407195959,-0.250470570622991,0.100875792226931,0.0406906506840391,-0.120050237215555,0.208928274767728,0.814969462300665,-1.00833038700196,0.587469575287644,0.639733839884953,-0.0291493833055746,-0.399845842879507,-0.194229037971128,-0.374218872837583,0.767150824776427,-0.417497647430277,-0.200205792804744,2.06327769066262,0.262349582737925,-0.235297723167755,-0.124159864184394,-0.170417631524284,-0.334783440215885,-0.294056115247991,-0.231210560746731,-0.375904757305549,-0.144625982444746,-0.189014523791818,-0.109907576935062,-0.27342204901437,-0.239820348328421,-0.263167272973829,-0.0854694963621782,-0.0626176706569843,-0.246362077059141,-0.121802702060872,-0.154908146664193,-0.278767223242095,0.150072640395424,0.338751500242697,0.546956073962127,0.147645197587593,-0.199259947805856
"Listeria_Li_1 (GE) - TPM",-0.588207603108184,-0.738509668130819,-1.19890445637264,-0.757985868290711,-0.91063081021634,-0.282507840443512,-0.634362158717965,1.16079951314502,-0.00933100730239289,-0.732066740166905,0.46264953059163,0.0236371325638954,-0.879665723501348,-1.34289757495679,-0.451081974268306,-0.496756553138161,-0.482291911276145,-0.460686552672166,-1.25524933961969,-0.0628104409525952,-0.962045410912325,-0.668033814251224,-1.19384917208273,-1.11398540456032,-0.579523563354234,0.127715100724431,-0.0678655039600397,-1.00262287325068,-1.15587087911716,-0.400578966335524,-0.666133074168632,-0.597361868776584,0.0546125495784748,0.271335342800239,-0.896517421308369,0.101228920848222,-0.77037636348323,-0.722351494023439,0.0936054327856505,-0.336206737181175,-0.751718426272011,0.0260569516397965,-0.5033796081793,-0.736941554549514,-0.319658617410844,0.246340710947404,-0.0782532901441129,-0.285325732217364,0.508708523173601,0.0358477753397324,-0.245265389456836,-0.310020325532024,-0.81015911752484,-0.452970327354723,-0.485097928229055,-0.432315207736369,-0.648051847099173,-0.81481839372314,-0.330962167675692,-0.537225973321854,-0.752401034212061,-0.51902874471097,-0.716345335314269,-1.04416004991845,-0.776358877031654,-0.743371014921402,-0.643865266197667,0.307058616946386,1.04795791102195,0.488640366494108,0.36925281369621,0.0523437359453362
