"","lmo0019","lmo0036","lmo0037","lmo0038","lmo0039","lmo0043","lmo0081","lmo0082","lmo0086","lmo0087","lmo0089","lmo0090","lmo0091","lmo0092","lmo0093","lmo0094","lmo0134","lmo0169","lmo0170","lmo0209","lmo0292","lmo0326","lmo0339","lmo0340","lmo0405","lmo0445","lmo0446","lmo0463","lmo0464","lmo0524","lmo0539","lmo0554","lmo0589","lmo0607","lmo0626","lmo0627","lmo0648","lmo0688","lmo0732","lmo0796","lmo0819","lmo0820","lmo0821","lmo0904","lmo0913","lmo1062","lmo1186","lmo1217","lmo1289","lmo1300","lmo1341","lmo1375","lmo1388","lmo1432","lmo1433","lmo1526","lmo1704","lmo1788","lmo1789","lmo1790","lmo1792","lmo2157","lmo2189","lmo2213","lmo2231","lmo2356","lmo2387","lmo2398","lmo2399","lmo2434","lmo2445","lmo2494","lmo2603","lmo2672","lmo2739","lmo2740","lmo2741","lmo2805"
"Listeria_Mig_3 (GE) - TPM",0.696935390241534,1.32114946608228,-0.554847224892833,0.158032625731374,-0.145316601321415,0.599607834261764,-0.312365799935687,-0.334898434020487,-0.260009518357819,0.187541669898985,1.08780062387206,-0.0264538057654437,0.720601449483991,0.00294698876682841,-0.907003725421718,-0.239908884424836,1.90591595535989,1.210894524834,0.39213698717811,-0.353220731247774,0.977367944721186,-0.418044144659291,1.05794090387396,1.17998596717587,1.08391127648932,0.469365456311208,-0.317695613383249,-1.29766162643176,0.0544016322521213,0.9177223472111,1.29921605421831,0.0554411669826047,-0.373201434561485,1.07017820095506,0.576214491518164,-0.183093932575495,2.0898987097488,-0.125718958922004,0.588441948871379,-0.054849558069373,0.826761297364644,-0.0906774187859913,-0.48774840246185,0.0271810494197122,0.598435819651914,-0.777548748297754,-1.57488910627172,-2.29776793929125,1.20323660556279,-0.479643846459175,-0.892628680581452,0.655839815349813,-1.08739816348331,3.0147387938738,0.573838666460373,1.77931812816571,0.399875342647735,0.868941610127558,2.52979468161468,1.82654286603446,0.919681531565249,0.354387912544055,-1.1659843107312,2.00777577707698,0.0855385889283725,-0.353939366276661,0.868694290956227,0.224330349810656,0.958133164463154,1.16703103904081,1.70340951189432,0.669076376249513,0.496310725688102,1.92429773783464,-0.827521936006792,-0.4032184385309,-0.470855928633193,-0.147310097007527
"Listeria_Nd_1 (GE) - TPM",-0.334496275776219,-1.10384299679539,-0.941138577246898,0.00728832867174176,0.36334032714249,0.216366646835769,-1.41034202418809,-1.46857756317996,-0.785560091285099,-0.142554058054338,-0.0459521101353542,-0.125193264087951,0.0121054687218446,-0.182840630271718,0.0142272832808745,0.190263067338185,0.0389126971232219,-0.0206959206155151,0.749211642691407,-0.926535502227647,-1.02157215471831,-0.987120371011494,-1.12265419645998,-0.869281352442552,-0.155001837040765,-0.698492393299463,-0.694720782604059,-0.94708552171268,-1.12807641014782,-0.543263141891387,0.110635392067916,-0.598977915434732,-0.940971273287404,-0.265691840551785,-1.36087619753394,-0.952065768389609,-0.509237621687816,-0.972658854442183,-0.692702687956952,0.732215328589852,0.330177290533117,-0.606209949825538,-0.718825669760917,-1.40792394112684,-0.100344428091648,-0.593766553279388,-1.39687468164473,0.079289362287883,-1.33115205925748,-1.14068561729459,-0.374607378031605,-0.55901084461234,-0.606162745844868,0.508571625052049,0.411108600578141,-0.300898549253438,-0.0359985793454286,-0.126556532307654,-0.514616894761443,-0.53586599664673,-0.791001865373431,-0.396453799376367,-0.48058947574476,0.272515103217977,-0.40100778934098,-0.94413958878646,0.106094076444436,0.47917962678391,-0.240078193525712,-0.657045300396537,-1.02101718736714,-0.0252929576836761,1.49962476013916,-0.394361925296316,-0.56050580092645,-0.821106043453045,-0.965357880776283,-1.52381830370604
"Listeria_Nd_2 (GE) - TPM",-0.274993542122705,-0.159878317031207,-0.591845209411273,0.557361904799182,0.480970073243502,0.462518225791731,-0.915011765564509,-1.53627064856088,-0.639195497990692,-0.18837457349054,0.0890832025980754,0.0156682835290544,0.000227411637902897,-0.31437129581287,-0.633043726092201,-0.679525895533158,0.27703251031579,-0.188238485911276,0.753556357624282,-0.603316637235835,-0.497305381641025,-0.987120371011494,-0.520431392196957,-0.366292360533203,0.0205137099729564,-0.63480174128069,-0.439244946138719,-1.29766162643176,-1.26088264320219,-0.369504749448758,0.191696826972921,-0.524949356711619,-0.745556809255351,-0.0899457470329393,-0.899306923400651,-1.37714443549138,0.0285584189114292,-0.592785299942868,-0.810325315982588,0.66919217016011,0.548940139546911,-0.524867607168774,-0.637740550538349,-1.22701387795504,0.120941248370043,-0.882276073068368,1.14924432852285,-0.380711449574214,-1.06380909737494,-1.1409651324861,-0.892628680581452,-0.53752415268006,-0.769126699451503,0.493264802199763,0.44457568768406,-0.237465240766239,0.732260590667759,-0.765830851147381,-0.201096509848286,-0.396339555694648,-0.391879709326647,-0.456749870050615,-0.468813955894651,0.616124094904242,-0.0802176161977482,-0.94413958878646,0.396422933590447,0.632801807499598,0.240327512623807,-0.574951466500012,-1.25532415336618,0.143903284036925,1.33437483105455,-0.1986121287006,-0.352612401505679,-0.465262959772291,-0.924756671846248,-1.52381830370604
"Listeria_Nd_3 (GE) - TPM",-0.310924586666299,-1.23092449714623,-0.845662759863936,-0.0735119599566372,1.88796424151182,0.292101343932882,-1.77205011787208,-1.47269726678313,-1.25654967673237,0.0988046224327542,0.254600336812373,-0.457511117890247,-0.74882612497304,0.237216613810366,-0.601942175513642,-0.614647791639032,0.173077647805136,0.152403569756609,0.775960620626252,-0.87609821888332,0.281831971557591,-0.449876839213515,-0.779299779390603,-0.20132927574721,0.783439041883916,-0.65178975763459,-0.613709276635519,-1.29766162643176,-1.23039399847711,-0.427211754039115,0.0585056692191837,-0.420375093118133,-0.8567864231866,-0.312060660503028,-0.632550495188146,-1.26053103666692,-0.504225898259751,-0.504348469200133,-0.669467014994512,0.636726516469451,0.85263685257215,0.0204805966896921,-0.313694075955166,-1.40346156690912,-0.0581696105503633,-0.816042252620515,-0.982904579229077,-0.488590786283659,-0.86356089608014,-0.959643296007725,-0.892628680581452,-0.531838012035615,-0.733529783937152,0.488748849229996,0.501520538650981,-0.663910016938701,-0.310557140703009,-0.692721526121789,-0.126047536147549,-0.575521573549766,-0.461159245896972,-0.37066383951913,-0.29179408390496,0.296517582471346,-0.441522683584565,-0.94413958878646,0.533590510433973,0.776623460472488,0.0164892336564404,-0.51293574442308,-0.557016769666713,-0.250560871297973,1.08892322016989,-0.1879741717733,-0.248195385708962,0.0749499992813825,-0.593936430043668,-1.52381830370604
"Listeria_Ns_1 (GE) - TPM",-0.853826238014946,0.653112554384255,-0.538952275634182,-0.613335456583048,-0.574123863926176,-0.886943388089199,-0.354257206965319,-0.209691211569177,-0.525358106728662,-0.827912240496742,-0.947873826185253,-0.879460254968127,-0.940896378761033,-0.756051049352257,-0.740872192205678,-0.211353377047169,-0.982605688124154,-1.02356677828058,-1.05332025696357,-0.95611709076653,-0.988395669009247,-0.792071007594217,-0.694106188078128,-0.717925112724397,-1.09928944782547,-0.864563030049401,-0.705761238741098,-0.254504376869105,-0.823727359142789,-1.15779419611333,-1.06289136478813,-1.06973349925194,-1.17925932954084,-1.1498818518855,-1.24172176714945,-0.561991913973424,-1.1069978036373,-0.640132395697209,-0.804806756448593,-1.21313743282731,-1.1847399974468,-0.961026779932688,-0.974550140646192,-0.375644634985316,-0.84042310406148,-1.11190743227041,0.500076573268178,0.284113992920658,-0.368464489626159,-0.827350511033605,-0.612374306731264,-0.848329194987698,1.79734054629991,-1.0175879927252,-1.14685087078419,-0.968637103170539,-1.2520914907706,-0.585388810492325,-0.796793153272,-0.90535353554645,-1.55173595213496,-1.03202390362715,-0.43246144789934,-1.11645705986771,-0.941409748978127,-0.236126139993734,-1.09318053703485,-1.02102795982448,-1.00116287916158,-1.07446980748827,-0.748275105455608,-1.06223087466287,-1.11799681644959,-0.863703380892313,-0.775727507499083,-0.684014338484388,-0.69958025366842,-0.0140758157122505
"Listeria_Ns_2 (GE) - TPM",-0.848926628940771,1.21658491210507,-0.151214647854291,-0.0784568156657097,-0.498721025051881,-0.873519695100167,-0.860282592131314,-0.184420185446974,-0.211733791005366,-0.485818035902683,-0.798363671852767,-0.824157937459699,-0.99653573956025,-0.903528547424877,-0.743867191901253,-0.570400383530839,-0.972536053753023,-0.971662945749477,-1.0023345703183,-0.258916037924491,-0.97835907981908,-0.87220054916929,-0.75356943603762,-0.607990227911915,-1.01605430390758,-0.85707870003321,-0.471232165309614,-0.403682280749295,-0.63388248719318,-1.22890491319403,-1.05970631553438,-1.06624693786399,-1.04868206857696,-1.19401641956175,-1.21398137979031,-0.531848979853149,-1.07673715932369,0.10327650818878,-0.922647118810511,-1.18908160206759,-1.20075816705538,-0.582494335870951,-0.998206527121746,-0.233624559378443,-0.844366441821349,-1.1877686488617,-0.356976422765146,0.273839150036713,-0.148789021730897,-0.948020200100869,-0.397265114475245,-0.870611661748331,1.40157231696366,-1.13828353742555,-1.1391810174175,-0.909541054696083,-1.12377089538684,-0.872947955675385,-1.0124290949594,-0.94424282435273,-1.52731260906169,-1.02609068753385,-0.205884549639559,-1.09528647455531,-0.893654217247033,-0.526989909404744,-1.06939664676104,-1.00636677796825,-1.07194482849779,-1.06694952070726,-0.135031091463127,-1.06233883007041,-1.10350554423978,-0.917861454358652,-0.756208383093715,-0.590228853608094,-0.629920086100926,-0.0783564012945411
"Listeria_Ns_3 (GE) - TPM",-0.854017814435452,0.768086973446893,-0.121495957513619,-0.361007698839562,-0.570484120895983,-0.883762294351392,-1.05201185535464,-0.63499922830676,-0.704362277674523,-0.443444947967122,-0.644221684532789,-0.665369067564231,-1.01755458253848,-0.722905803547153,-0.589278140879856,-0.0290112995474006,-0.946729856910254,-0.995699362370269,-1.04154569603195,-0.122656810903036,-0.983858589708023,-0.917177102675565,-0.793151635023178,-0.660790674174007,-1.05446954928053,-0.876909567784348,-0.331070899520924,-0.413499658777416,-0.633983979171326,-1.30564595880895,-1.06965141074144,-1.07612741867716,-1.22159160715547,-1.18523266647655,-1.24718503408678,-0.175721176239335,-1.20447577120112,0.146204451023209,-0.888296272669781,-1.18103419120983,-1.13355009481647,-0.861910422487973,-0.924698634445066,-0.266884680915212,-0.845815798941119,-0.535337446772087,-1.34027929877136,0.092104993573714,-0.742806928896836,-0.979628798699662,-0.691634362052207,-0.824710959771489,1.35316955106852,-1.06159178545633,-1.1341032224559,-0.981647282516631,-1.14559654663379,-0.662952624012755,-0.765060695078254,-0.959176456206017,-1.2607135601883,-1.02250803548583,-0.572915762893836,-1.08053265052351,-0.916168889769771,-0.436362747936591,-1.11645404809444,-1.00498512754737,-1.13286435022765,-1.07430767785586,-0.437115870212238,-1.06956430803567,-1.11558128232087,-0.876437550917877,-0.758610499111312,-0.772638060632397,-0.761770754822058,-0.474889588660349
"Listeria_Oss_1 (GE) - TPM",1.57831477875838,0.777482025189926,1.06166101233219,0.94713301067076,0.6723427101677,1.1375423979793,0.37884699458822,0.60929656610561,1.26153511786293,0.94045569147136,0.492765154258852,0.749198127198081,0.721446343889945,0.603448634865878,0.499343045593465,0.612722738265391,0.1562549120777,1.09669541682477,1.57940706904477,1.27097749774738,0.227392547182454,0.411495509522413,1.23795006124499,1.12045524127343,0.718615406068601,0.853844116563271,0.628444269583439,1.79068664570202,1.16294426955729,1.41468566408064,0.613665402651117,1.58313415946011,1.10264544144986,0.743124700543285,1.83649773794029,1.2274791562485,1.70613946865201,1.13784246477588,0.589909244058538,0.588854721113481,0.561730115718547,1.08010078427398,1.397854128771,1.0130918453448,2.47887276832475,0.754088675759789,1.44448291633865,-0.436578354634499,0.317706515405334,1.74575915924726,0.530827154452724,0.422323279459997,-1.04718983666649,1.37145701330078,1.38639848667328,1.97440277621551,1.70509235412521,0.975578678439038,0.424185946285332,0.393839891567894,0.924266891576551,0.729525234010953,1.77695965929344,0.892301826950445,1.66057066857682,0.566831476929802,1.35728903573658,1.49980125610541,0.411058358539035,0.665491600119269,1.13069104718349,0.890548195951739,1.01949460054454,0.412581812264287,0.951678204007539,0.957024379643516,1.25026256378029,0.999363862059583
"Listeria_Oss_2 (GE) - TPM",2.31291140363441,0.314955337998106,1.22310699633113,1.05454780508123,1.03739780764019,1.08157865677776,0.877304789474362,0.839497703177221,1.57212164934146,0.697553751499202,0.766204164160867,0.902869715239269,0.546219852290431,0.829137512812145,-0.022177207563551,1.15649870570998,0.426353300697596,1.09124777315795,1.75648001513769,1.4816059452827,0.183623355505537,-0.174111540111097,1.13969350021809,1.75148177268228,0.899343431788597,0.81891535635812,0.785354319181335,1.53519781423846,1.37442569110892,1.3855991530311,0.580202356688489,1.55559883550008,1.77504522526713,0.767020397709651,1.57790646223648,1.5113186316088,1.6786676719288,1.05932278279432,0.538787250237074,0.47667523216572,1.16978770672097,1.35472400557608,1.48768582985277,1.42143968864606,2.68227852771459,1.81138669626134,0.456659832774744,-0.687240117722974,0.432058063163887,1.91257079183616,0.275533455344047,0.481918578317143,-1.13341054647406,1.9724299777784,1.49441927858195,1.42651437984921,2.14566550076835,0.579679898697907,0.864402988879194,0.265055174669858,0.622447277904134,0.597502123917518,1.46845686975515,0.973792462762368,2.13264513739834,1.30436056204099,1.64962588924619,1.06827470758697,0.536753859562186,0.633146031759688,1.38654138943432,1.35350900261518,1.12774608358601,0.54207376150029,0.793999445968982,1.46404633864698,1.02001609982064,1.55710032407595
"Listeria_Oss_3 (GE) - TPM",1.41270577766022,0.706393582832916,0.971004724707929,1.08030648907225,0.658713104174776,1.15604573089585,0.0608146583512669,0.405671247459224,1.32783412719441,0.721981460018383,0.163804607593241,0.682111411486474,0.70838799438011,0.921390973766794,0.53299901991437,0.288468496447719,0.22815668885765,0.980657112813101,1.53925987940873,0.932751145368198,0.222075948037945,0.0272744759359101,1.78855921888702,0.949320751527926,0.907026823496173,0.834975159353125,0.841182270473622,0.675122587478554,0.729156475056299,1.55311455467547,0.556408785801269,1.69145376792507,1.34356089304084,0.677069265709272,1.75704879655938,1.17963137367883,1.82039788201845,1.39668340080205,0.84576195538976,0.589384748789025,0.350038864065596,1.20361957247546,1.21183609051893,0.98706157153777,2.5137942440663,0.0676130451586236,1.17449907989464,-0.345099732622332,0.409776409280871,1.6837017684931,-0.163868053480924,0.4410948126257,-1.06464353227004,1.26365871152979,1.32183276679687,1.87419850867894,1.74344481158869,0.959655773105775,0.483447029211547,0.48688851342887,1.06812989508214,0.723169384607644,1.66010664097555,0.765541130368098,1.57205669122777,1.15995837413297,1.28125220559592,1.49005416613481,0.327229491194795,0.626836916117939,0.722436499016001,0.873124158191648,0.87297494679189,0.374191030198905,1.05971964134295,1.02319290570404,1.12659308933334,1.54326385210748
"Listeria_Oxs_1 (GE) - TPM",-0.790773990295881,-0.129585061648206,-0.767558474093848,-0.920774816466295,-1.0012735232084,-0.870475244731712,-0.70169881969482,-0.41250536639243,-0.843563039697247,-0.962077451463899,-0.617383533320402,-0.833729742215387,-0.765624203731222,-0.803073339351123,-0.709308130656072,-0.73551542298636,-0.892572978649542,-0.893403101932059,-0.951744832617313,-0.572249774511915,-0.935593758012851,-0.464878156708414,-0.645946192385796,-1.16401752557476,-1.068710309307,-0.877406161121125,-0.709185005233185,0.733640483267923,0.796152416931276,-1.09510118530051,-1.06975505093631,-1.10103786638677,-0.672729324599608,-1.08613982222732,-0.808935271706537,-0.923173803723211,-0.90779108755381,-0.512413505672081,-0.661194376714233,-1.07855092369584,-1.08697377019609,-0.809362214865857,-0.470888872643555,-0.823209222745618,-0.827650830840072,-0.834182509610496,-1.01804647578676,1.45246929123596,-1.04811492199008,-0.586112571598359,0.107874729244212,-0.82965241663422,0.552670015170045,-0.959178761877839,-1.12481876099806,-0.939223535699355,-1.28900824075001,-0.0156707007883745,-0.823482168344771,-0.854498732085701,-0.880257237589642,-1.0003175378367,0.0465172990941785,-1.0980038175804,-0.914780797303356,-0.221969267268091,-1.06844128526764,-0.904307485721508,-0.574166793935786,-1.06113015461893,-1.25532415336618,-1.06121867297449,-1.14531528556859,-0.840360002865652,-0.59363111052635,-0.327634718153944,-0.497601066534038,-0.513239178252557
"Listeria_Oxs_2 (GE) - TPM",-0.758056023625158,-0.689404355743507,-1.13134626199096,-0.987225346745181,-1.09660341493721,-0.854873941179529,0.2012429267744,0.694789780855785,-0.679727681366854,-0.78005160013152,-1.24910481783546,-0.811462940280629,-0.845535509087655,-0.824010965798546,-0.749452295722549,-0.0185576533378894,-0.925461553278181,-0.965810112539468,-0.969499111681746,-0.883730726590946,-0.916573298505968,-0.987120371011494,-0.849014900541503,-1.0881820251277,-1.02793496081724,-0.814310188816632,-0.532260912000831,0.86077157363578,1.17337214232481,-0.96506714936518,-1.03897610986242,-1.09687799077316,-0.195012903384611,-0.933256949492485,-0.668015909000679,-0.990218767808841,-0.774419444401046,0.172067563269929,-0.520468150568496,-1.046119815547,-0.930163369520791,-0.511395881339107,-0.385486207430962,-0.756573531526226,-0.824203164783399,-0.291376318219299,0.35848674970475,0.90950959759037,-0.87502657228174,-0.643318414145011,0.303382359482997,-0.89828208365596,0.986053061061586,-0.824515105240225,-1.11552766708735,-0.940219558645955,-0.962889683449789,-0.977743292315828,-0.79612268718405,-0.930284714265456,-0.982695436527856,-0.99605662654915,0.115643435503939,-1.09012773954226,-0.865556654801695,-0.368613529190881,-1.09348937405374,-0.767683591725502,-0.755870480480843,-1.02489844522481,-0.894677828881822,-1.07746929109573,-1.07397420396599,-0.881433570382535,-0.597467741537242,-0.648384831346053,-0.611034688988151,-0.919790481802645
"Listeria_Oxs_3 (GE) - TPM",-0.779554998889968,-1.16347269208994,-1.02796515404166,-1.10122215488292,-1.12991262789141,-0.857114467847705,-0.103109358208571,-0.638089544584594,-0.406322137754274,-0.86489007966063,-0.942119324126557,-0.656344285944171,-1.07367169785567,-0.786443404777403,-0.556165670306296,0.011434527714229,-0.916055384560886,-0.910228365039239,-0.95564218746736,-0.42546012718926,-0.869490156865385,-0.554618034569577,-0.954535013158635,-1.21460392372281,-1.03165187380642,-0.849016204453878,-0.624995252506225,-0.396455301881845,-0.49767113367601,-0.983639677524246,-1.01403899354306,-1.09382313910056,-0.563185105851058,-1.02909412749301,-0.803492352739325,-0.379120120933081,-0.871635772177836,-0.00543008296405988,-0.608605682596121,-1.11391135218962,-1.03971990324983,-0.611253671715212,-0.388097710094363,-0.65681302711784,-0.822024652754585,-0.195555686997643,-0.432204288542686,0.853998262379771,-0.411348564777205,-0.569367752722504,-0.537522467134612,-0.823045182428187,0.221703530657834,-0.737071271394171,-1.10276007617156,-0.764494055734709,-1.06561419648685,-0.722566753092775,-1.02550746363433,-0.891531150152199,-0.60774174743036,-0.980801122879406,-0.536703252209459,-1.1039495433233,-0.844379766371478,-0.111105648931417,-1.09680922151632,-0.896032271416349,-0.699286797933398,-1.02843202885647,-0.853777638357912,-1.03188341364514,-1.09985082448954,-0.876226075245723,-0.639278701457023,-0.628052895529641,-0.666802454578708,-0.657002594939996
"Listeria_Sp_1 (GE) - TPM",-0.521248729214315,-1.16518790288385,-0.860541381378078,-0.597180825180101,-0.862967027128496,-0.566347792776654,0.557948634444876,1.02348364025814,-0.532449506756521,-0.533103295724561,-0.357499798353082,-0.509023171703702,-0.145474718094239,-0.643637188369921,-0.071691078502221,-0.589515808006452,-0.560516713883705,-0.500816551862645,-0.399989339142942,-0.746622971405033,-0.140699776969583,-0.387796327674679,0.312068133223827,-0.301520124382413,-0.411127764724186,-0.232988819586885,-0.14779790697484,-0.291042517142521,0.168914790404346,0.554294930367456,-0.103358076097858,0.105024760618503,-0.201747514144612,0.0205386026727058,0.339132313374565,0.0557973131488276,0.0440603418752869,-0.0675322723641494,-0.393418614796987,0.267380437078684,0.248077736903596,0.334185996253455,0.454188678814947,-0.0542359801063221,-0.461552401415288,-0.345664924557327,-0.326941392766725,-0.274092550042212,1.84235485940284,0.168016946008556,1.45591224509861,-0.192601942111906,-0.171470531932642,0.165784169629987,-0.162250947506746,-0.0451863528941818,0.237129849163597,-0.221998425849652,-0.354257162414495,-0.166597475402857,0.483993273805908,-0.0129152902249277,-0.173697241320631,-0.371529372204772,-0.599029121309117,-0.379075195907917,-0.499118089882112,0.00777611091286503,-0.137079999089878,-0.498630094819565,-0.263870333731565,-0.00840276462614562,-0.204733111267992,-0.535318201295392,-0.173388369612594,-0.176155366302699,-0.276169302604986,-0.759445245236391
"Listeria_Sp_2 (GE) - TPM",-0.464178279283198,-1.22059509891373,-0.735839252523972,-0.995251132334457,-0.624727947772723,-0.669373567610432,-0.382796793302438,1.41708156197368,-0.741662366605676,-0.0824822650212251,-0.584839451382988,-0.612107912545231,0.276563380998748,-0.327974818634253,0.949308226195765,-0.605628359257984,-0.395772620809875,-0.577773846911144,-0.51614434771562,-1.15159086230313,0.733751084054969,-0.2606428680371,0.332836673537708,-1.8193802502415,-0.433641643651766,-0.0555522556201603,-0.946450498410998,-0.94445021313975,-0.720674776572672,0.353310852570124,-0.302510715940405,0.0657566247737699,0.406311110984244,-0.197090309585007,-0.284062597557427,0.0614552576812435,-0.344713561557753,-0.676104204403267,0.284625463103145,0.407929692318442,0.0957680166589058,0.569522708540404,0.710670395363658,-0.23668725992537,-0.455783432777777,-1.02645653894615,-0.114148203339658,-0.498902322931866,-0.145492956257667,-0.179550758553147,-0.892628680581452,-2.58572843573493e-05,0.570826695380867,0.251088647300357,-0.285874257530819,-0.248871261814274,-0.224085160972563,-0.440137364672502,-0.507649003429033,-0.353744232813408,-0.12933654321434,-0.0279191319331223,-0.450613760311304,-0.536445687236024,-0.614310308882467,-0.94413958878646,-0.567779747715565,-0.290440672550705,0.0397882558570866,-0.434459918568808,-1.25532415336618,0.112157174799107,-0.311544369005453,-0.409609310860615,0.247965099994333,-0.10081433203282,-0.112976548654178,-0.1180280793964
"Listeria_Sp_3 (GE) - TPM",-0.37450207851444,-1.40628046843804,-0.7772431537629,-0.634646345229638,-0.737247017077669,-0.477015840358441,-0.533697821525087,-0.202159430471002,-0.0135216681104744,-0.0340900244961575,-0.664398313782286,0.478097438622076,0.40080187264167,-0.354804110225156,-0.598124498255546,-0.526143491280405,-0.267630852847974,-0.375546961138005,-0.228699012010947,-0.382095982980696,-0.0301121986255883,-0.443153532604511,0.432146837744125,0.842857235217812,-0.289723208275345,-0.257416079634126,-0.0984537498357351,0.0247144625410796,0.287309782270367,0.556808568194687,-0.132964232580569,0.306644718720327,1.1185465048872,0.210561220220834,0.233323251718906,0.086571890604138,-0.138642262401369,-0.156362143311216,-0.328334194228126,-0.0592504479659722,0.0109556600835142,-0.0462845328850431,0.748304320534639,-0.412127331733564,-0.426983693170743,0.83655985197777,-0.6485821806968,-0.766586577621654,1.01427888872836,0.139642899670432,-0.111036353768224,-0.208032900789344,-0.280825863675231,0.00476554333618688,-0.138604604729635,-0.0809347984348855,-0.0262629544601582,-0.562735516895689,-0.0429859675183893,0.526250160797434,0.879241607612321,0.109993047969571,-0.352473223251786,-0.33835494452715,-0.455310428984466,-0.94413958878646,-0.183468595803391,-0.0544413073605909,0.333378539151133,-0.460987664541086,-0.194754679248685,-0.0874281507064387,-0.0870377041892255,-0.494266114172899,-0.0657511416917711,-0.172417047986415,0.190008099487841,-0.339623103948647
"Listeria_Tm_1 (GE) - TPM",-0.390409242233568,1.67517610336494,1.29325202394342,0.30108308278493,0.126202084613442,-0.205747359984782,1.22415909465047,2.10108820235697,0.804996771008592,1.12746574722615,1.00105379545539,1.27411348265878,0.564532233800274,0.55304423960596,0.255787053333358,0.981051555291485,-0.330165420892703,-0.104837811822953,-0.170389940607778,-0.332960685053717,-0.0884774736105326,0.973529106214593,-0.325231313570245,-0.44154355442681,-0.075444015930462,0.570160976670145,1.02385472899863,0.524128960756384,0.798813794904107,0.240326582847607,-0.0247411128906915,0.496516931811881,0.302733165449175,1.95639665905021,-0.0865568474729935,0.831010010065123,0.460255001962819,0.648742915849459,0.439478388667535,-0.0328776856197304,-0.0769773605848993,-0.284039064683367,0.230432199206236,0.358136582883783,-0.397140030976028,1.32669733733593,0.565384397453418,0.114434778666374,0.560531212893347,0.660687316073502,1.23587410789874,1.83485195834047,-0.248330397066952,-0.37429931650128,0.139059139318933,-0.219411678019434,-0.0964138541778292,1.01334723485057,0.622831055886115,0.0610201750575455,0.169442640522534,0.292571903085706,-0.149127248360292,0.412654823180243,0.246102458667217,0.77297772244683,-0.0217916532056712,-0.228274597151586,-0.190186527615642,0.661979045575648,0.670168208388625,0.819341538151603,0.130778557759749,0.15155607760244,-0.17351371599396,-0.30152258117974,-0.0118221855708176,-0.596393988160583
"Listeria_Tm_2 (GE) - TPM",-0.482640212846594,0.78583401570468,0.808919672164983,0.265162211633533,-0.252783343418369,-0.13692013954953,1.39929054350306,0.134239776104968,0.546471694614877,0.65281059810801,0.00790808469344545,0.593212653234218,0.984628174308833,0.181920869889275,0.137773584829574,-0.0160072687835637,-0.3419615237293,-0.327522370353716,-0.147613999764844,-0.451768418648134,-0.157987861949543,1.34349065774253,0.324622507330428,0.0277911874209308,-0.135035315201051,0.366204175411172,0.43302288114705,1.20716715647319,0.450653559201795,0.17690143214824,-0.202823140979272,0.755483823150163,0.665408109904271,1.67024528901261,-0.365769521620841,0.348946227794479,-0.288626853632118,-0.406890824192953,0.718592928302999,0.0567184033887458,-0.261977809746934,-0.106002947784187,0.0344769752755747,0.67683441442308,-0.404318764822754,0.462594602446156,-0.0863155508561926,0.739282512221123,0.697677604056413,0.185491882773722,2.27983430460543,1.5089640477566,-0.0822735033938046,-0.51127173666426,-0.149811447600204,-0.381669057630794,0.156366595727232,0.227461920167644,0.0301965751751219,-0.071394505838899,-0.282455575063707,0.209855070050827,-0.194590996078068,-0.114115355978885,0.0105724844303987,0.455247321752557,-0.0799920519718376,-0.15323330302151,-0.0919413600268027,0.901922186051387,0.179617176797396,0.675809330702775,0.0306028029849578,0.09155773257559,-0.235099627950892,-0.0165517245802128,-0.116438178144531,-0.396340099896761
"Listeria_Tm_3 (GE) - TPM",-0.469144548704153,0.874869027003095,0.606248995645092,0.465731140610117,-0.0221792483819457,0.0735043271281449,2.56415071975858,1.91806934330744,0.976093726721965,1.0918470999213,1.36842585315356,1.26486606944042,0.464994070495358,0.927328474454132,0.729581298286969,0.199911647160898,-0.380858397539927,-0.054314506453232,-0.225727483432656,-0.389761925358239,-0.119699364605409,1.17452057940019,-0.00354008277980737,0.350737545189986,0.0734901904857004,0.87383113853534,0.434236980653747,1.22470004920114,0.95727309632992,0.349331917051397,-0.0346720850099292,1.47016121987727,1.12309968432361,1.68919760888812,-0.160533227127162,0.347240216714764,0.278147240632499,0.358087278207318,0.745510774904561,0.295329532683619,0.19051969882431,0.121250269118196,0.288451825151934,0.354327848266583,-0.384737841848562,0.102670260650494,2.14721062235486,0.447809034217085,0.864833384552402,0.54751722926281,-0.478504911645608,2.59228351696058,0.0368739593185236,-0.660436303372983,0.128414649208663,-0.373378136515477,0.126383073204804,1.28312512495732,0.816813642990997,0.110487860526459,-0.414173084991633,0.722081569749931,-0.223341473579186,0.273185868949076,0.574027531116971,1.59665845963472,0.126102769475857,-0.157373912336853,0.239969560015978,0.91165626984742,2.11630844448482,0.765941624688199,-0.0521217917673377,0.334990243963495,-0.0877073148434192,0.273053852612963,0.0812851102834288,-0.338651225310014
