"","lmo0019","lmo0036","lmo0037","lmo0038","lmo0039","lmo0043","lmo0081","lmo0082","lmo0086","lmo0087","lmo0089","lmo0090","lmo0091","lmo0092","lmo0093","lmo0094","lmo0134","lmo0169","lmo0170","lmo0209","lmo0292","lmo0326","lmo0339","lmo0340","lmo0405","lmo0445","lmo0446","lmo0463","lmo0464","lmo0524","lmo0539","lmo0554","lmo0589","lmo0607","lmo0626","lmo0627","lmo0648","lmo0688","lmo0732","lmo0796","lmo0819","lmo0820","lmo0821","lmo0904","lmo0913","lmo1062","lmo1186","lmo1217","lmo1289","lmo1300","lmo1341","lmo1375","lmo1388","lmo1432","lmo1433","lmo1526","lmo1704","lmo1788","lmo1789","lmo1790","lmo1792","lmo2157","lmo2189","lmo2213","lmo2231","lmo2356","lmo2387","lmo2398","lmo2399","lmo2434","lmo2445","lmo2494","lmo2603","lmo2672","lmo2739","lmo2740","lmo2741","lmo2805"
"Listeria_As_1 (GE) - TPM",-0.835084193479144,-1.61377659385793,-1.14063988267941,-1.01069452614426,-1.2433909969979,-0.862661527724514,-0.315538862047623,0.451024118601418,-1.03065316633902,-0.933517242978764,-1.12869154715253,-0.873638150720312,-1.16869872937218,-0.842530325549889,-0.854347810192313,-0.509584134602276,-0.955399907427856,-1.00838116076167,-1.06962616464284,-0.650194702415554,-1.03707144807254,-0.894388101538516,-1.09472808278153,-0.772051174354466,-1.06291428430794,-0.836241052448534,-0.595791419302861,-0.846799819521123,-1.27135259145944,-1.31131151425908,-1.07261719347434,-1.10483637301588,-0.886151382939015,-1.01222812128437,-0.774762723483255,-0.931219438454602,-1.13180118798985,0.377434981177864,-1.1000391857531,-1.12746869564745,-1.10888749347889,-0.614926977281264,-0.716164120688716,-1.13173081083496,-0.79147178683758,-0.344341251000789,0.582590288275943,0.470369944252554,-1.19791675134506,-0.266118808182027,-0.359663615829831,-0.806130627262682,0.22062265039557,-1.00835398339168,-1.16961388000152,-0.962649374107626,-1.26246999616352,-1.12100738685362,-0.873890637341273,-0.809163880557829,-1.22506983815805,-1.03638790875767,-1.00725075549629,-1.03259271810977,-0.935001464997274,-0.751790643031074,-1.13149113995826,-1.00454639234078,-1.22109504526536,-0.996473718355309,-0.532125551169158,-1.07720931419221,-1.09273575540632,-0.905006133296221,-0.870775673818665,-0.857292857395755,-0.924446860171521,-0.492014599917631
"Listeria_As_2 (GE) - TPM",-0.751573349431102,-1.17876691583515,-1.14304806095518,-0.878900523415771,-1.13200220438131,-0.76041519016829,-0.251267493652334,-0.403511075369406,-0.772656483955767,-1.20624261225901,-0.474195176201606,-0.875754820819433,-0.641306962801027,-0.612502692136156,-0.253215416872259,-0.773676000630663,-0.882590743965385,-0.810050002018485,-0.98223473660317,-0.555774852713054,-0.945953867402697,-0.0660117226579391,-1.49112755539978,-1.12583967792155,-0.988320699261202,-0.52592487869139,-0.685463852829924,-1.0737413494747,-0.632177713857216,-1.20293007069719,-1.00698154073512,-0.978118412321276,-0.844375753741685,-1.01351241072023,-0.601454439976534,-0.822586704974268,-1.02254397861821,-0.533567524107262,-1.04518921238448,-1.0868077932623,-0.881152499573012,-0.564627390143893,-0.219268931592768,-1.17157112997834,-0.799342271819263,-0.630316895331845,0.455777380227538,0.712267228886658,-1.18708300658251,-0.256219939980275,-0.892628680581452,-0.834319143392813,0.39805772519784,-1.02623152136105,-1.10960873326793,-0.926926642739573,-0.847205925190324,-0.487716661418358,-0.934080970866243,-0.839133156507343,-0.534938195274529,-0.952759132665537,-0.748959653254975,-1.05393788195835,-0.897852194567649,-0.466489580005823,-1.0411899690436,-0.957380401726511,-0.789315040647473,-0.944949528795608,-0.956010652076843,-0.919227797522914,-0.93025200132354,-0.802568233285005,-0.656569904098697,-0.494851005392309,-0.86584283357557,0.25859825821376
"Listeria_As_3 (GE) - TPM",-0.879087877095019,-1.57959997415891,-1.2066752793816,-1.17235506058172,-1.09602554089365,-0.886817107849269,-0.763522033840911,-0.637655519089643,-0.930350667432353,-0.68871954622688,-0.75306340080162,-0.911847011996548,-1.09369675693926,-0.864985358514772,-0.328422876384324,-0.888931427424243,-0.979513890152768,-0.984869240888786,-1.08401432647706,-0.582566056077273,-1.05928178302601,-0.47765134942195,-1.29479592121383,-0.745299765624515,-1.07169324481995,-0.874803906456431,-0.639696612525828,-0.802256683054377,-1.13241853118218,-1.38779125719075,-1.10368880491727,-1.05895500755411,-0.813538412763642,-1.03567851313182,-1.03534506700838,-0.779216036353287,-1.03226210656434,-0.368679937389578,-0.952895548838501,-1.17018300865483,-1.13508364674619,-0.851350500543499,-0.880342489210002,-1.02885014930446,-0.846721410571688,-1.34248642445255,-0.689926084079471,-0.0181101461893417,-1.02953291287892,-0.390770409745376,-0.307009043501465,-0.857344407977823,0.365998194083922,-1.04102987958472,-1.16761797253643,-0.958290835498241,-1.11973882500403,-0.911134121465259,-1.10473287981049,-0.92855604875271,-1.66379148352868,-1.04526784470909,-1.15337692175186,-1.12451542271524,-0.930821700462608,-0.627111342750551,-1.11852275763597,-1.02481131705118,-1.21638661602275,-1.03680637455749,0.0690881799164374,-1.03649439048914,-1.07559253219207,-0.894752998430662,-0.908958199462055,-0.870975654467022,-0.889737742270814,-0.833714897948678
"Listeria_Bs_1 (GE) - TPM",1.30755208033748,0.39084850356674,1.75078040986778,1.70625702197276,1.7033737738489,1.60984234211893,1.43177037984931,1.74902640406846,1.62574448968594,1.44467967182818,1.79262144877847,1.52777706507966,1.50514562541383,2.3807205448688,2.10044478711719,2.17621574557394,2.01631107759538,0.95538969439644,0.961322109609805,2.51422448294131,2.03655907141723,0.77835095831384,0.761010270568496,-0.145452015983672,1.26398663851663,1.60798786969447,1.60614404349258,0.546238767188506,0.181229640265479,0.198068644572803,0.527995941950617,0.518897996359434,1.27878011683583,1.09940045606685,0.928032412525009,1.67240572267403,0.024298423817873,1.364347288108,1.62419815454728,1.74664397749461,1.34901734129352,1.80620420817367,1.85808407741714,1.40985468528159,0.573424668223887,0.194766060020033,0.822089480373013,-2.02876819989807,1.23196988033511,1.26321760644123,0.422695496555262,1.14801558557143,-1.37050503353425,0.455260214511824,0.612431291116775,0.340682245971246,1.54639763243179,2.16857180536041,1.54450446389305,1.56774571553738,1.5229828791518,1.1871513119668,2.33049622326137,0.300472566107134,0.671674390994176,-0.0625444574243062,0.974840556735237,1.68414931595424,1.01753975687707,1.61578224744922,1.71935676969502,1.36466195731223,1.55992480869693,1.8976086719745,1.68919009189043,2.21897537980249,1.454588910949,0.848628733791559
"Listeria_Bs_2 (GE) - TPM",2.25002131747162,0.898908147884055,1.80905671359715,1.66511761342365,1.72303635342863,2.38935117001605,1.57044380214782,1.34281275382749,2.59109429140569,3.25793422045581,3.06392514998214,2.70838989593947,2.08188395028107,2.73743227860527,3.09612255723299,3.19656994860613,1.90787879157711,1.69112507065509,1.78768692535947,2.17099640910517,2.24386990715218,3.61064109795216,2.27382713151266,1.18088424354825,1.32324879469193,2.55971863917481,3.97421558910683,3.32220491357749,2.05355633748005,0.707862187599712,1.227476059188,1.53870133433088,2.28760341736214,1.20294895418774,1.53593057667345,2.4368807256012,0.424984373138821,2.94516285655638,2.30744058910478,1.61668451525132,2.00642081587806,2.4221188197689,2.46698391579161,1.66689510427867,0.981732228168561,2.05551638472221,2.06681871864581,-1.97272691438025,1.82735960435866,1.99304089003909,0.869035122967004,2.08454367508736,-1.38303106445466,1.1936618940645,1.49670849461319,0.949307305315871,1.21983159516421,1.18134278704448,2.17983490961856,1.85727347608166,0.963223229577556,1.8649607835789,2.87860892319282,0.570210989187787,1.47985670357553,0.963232195033684,1.48209013881243,2.93869080752484,2.04243998526454,1.59425680337746,2.33036903206831,2.4729688033615,1.8537582087413,2.84200718668118,2.43076071802073,1.91308131129144,2.06433662247516,1.44185652236675
"Listeria_Bs_3 (GE) - TPM",2.0506502268791,1.86109852694549,1.81745787570061,3.19209641767412,2.08059687776402,3.23320805127731,2.55584526842545,1.54412583524898,2.69045356150448,2.63915046752447,2.58620613900283,2.69031550333045,3.08593295581592,2.62407662385822,1.69413569329424,2.19523399676808,1.84039365349397,1.42488366739393,1.70368506084099,2.77042366034182,2.82939796545277,1.73663632151778,2.26114427309769,1.62974024124246,2.06021483072175,3.49643511105065,2.12715476009833,0.50817909732944,2.95007474901994,1.91038357399145,1.49620038136633,2.47081976376687,1.77960659071925,1.73864062983085,1.42940887183205,2.83027105342433,0.922680766324828,2.09910636090941,2.99178935467458,2.52999758083207,2.4966450558503,3.51395698356254,2.8887041185097,3.02565817127697,1.02241119507298,1.52856019102135,0.948874541109126,-1.76722534465807,1.00556921605949,2.50259144954928,3.37675055519394,2.01819946658727,-1.30083464911671,1.42842407730614,2.2703008896308,1.19987136840237,1.79902382211815,3.21730000219207,2.60559897658998,3.1659116759537,1.41570710514331,2.95261902909707,1.49804707018971,1.03834116965295,2.32008830245218,1.36711113679767,2.00924963080499,1.70264377475153,3.64746476186057,2.08821788710262,0.514840863086367,2.78149849372902,1.59949494710099,2.52144008627465,3.29247232948485,3.65896358326941,3.16758221836895,2.6088740615995
"Listeria_Ctrl_1 (GE) - TPM",-0.745433935219447,0.4246001974922,-0.363870656755106,-0.836335332377762,-0.690427859354599,-0.76697401812242,-0.27499194363769,-0.993522970747876,-0.175492084392386,-0.763187580284456,-0.671631384813932,-0.77958463187032,-0.738685793795697,-0.767335883030317,-0.475416076719313,-0.294444781935774,-0.840484928692864,-0.843163095512163,-0.892940841586726,-0.159875850274662,-0.793384882173999,-0.512077562617764,-0.853826093352937,0.255159467132435,-0.725917925639104,-0.77661086687499,0.305939075926938,-0.373803469842886,0.215771585783995,-0.974483403774663,-0.781397357917411,-0.897084657682946,-0.937426300514579,-0.955143952403482,-0.929058784453187,-0.663942671179446,-0.965372758979509,-0.669442572644082,-0.978177847756409,-0.97490467720164,-1.07060684103027,-0.917262995333775,-0.864570722006797,-0.0755107555792307,-0.738990424345745,-0.201926757670811,-0.683483491846314,1.49240393868661,-0.761005441660199,-0.70989026257404,0.199466756853661,-0.900919964935344,2.01969580987849,-0.95774219551947,-0.909108782560319,-0.725928522034918,-1.17025651906155,-1.11391794909521,-0.673843488683583,-0.742376626774489,-0.91132023739515,-0.899517612517671,-0.483224303577164,-0.891840930097496,-0.572063801612578,-0.0573222438594114,-1.0292527330156,-0.992661418883192,-0.933630649598358,-0.938683244340042,-0.267389613596079,-0.94484380003987,-1.01512482986686,-0.831209774075763,-0.629307415668964,-0.640204355636841,-0.64564022379807,-0.144951373961224
"Listeria_Ctrl_2 (GE) - TPM",-0.754362199626251,0.340794200444971,-0.612342677659928,-0.856078783446184,-0.601398024804304,-0.804161504204114,-0.173915646453004,-0.903316052752368,0.101229262676623,-0.883098223068641,-0.170893627230106,-0.27925461322616,-1.00514451292743,-0.847721570831555,-0.556834217877577,-0.611859279633422,-0.87152028221602,-0.899826250720191,-0.908330072937856,0.105795247345991,-0.834892446087705,-0.0620957179829786,-1.18751524095756,0.270087030078318,-0.863686029571646,-0.767246569268247,0.470372382973536,0.201486723489089,-0.328002823638526,-0.994477749409337,-0.840030896624354,-0.922565507196683,-1.1898804444974,-0.947027314397791,-1.18939675526702,-1.00912712173599,-0.977795845911344,-0.937977297431269,-1.18551795422857,-0.979999635673112,-1.12533922792249,-0.910647451474165,-1.08791227628399,-0.0673856325603052,-0.753459736643756,-0.347120145591914,-0.435651927848659,1.04857704978755,-0.966945936745605,-0.807525319461563,-0.892628680581452,-0.9492050588664,1.86547200313407,-1.09047383997314,-1.0009312989192,-0.911356316177498,-0.105871451078999,-0.99825342603994,-0.875297401276955,-0.89225616650946,-0.906980215724812,-0.916714253625714,-0.37760987320474,-0.912949249375239,-0.594463387840427,-0.94413958878646,-0.975716489252333,-0.994228793221849,-0.762523074843722,-0.923079780604378,-0.453761475937493,-0.879088484501461,-1.06406855904358,-0.766077837376578,-0.591039441250552,-0.462473633891164,-0.725491778982237,-0.479654941827943
"Listeria_Ctrl_3 (GE) - TPM",-0.787596309719423,-0.234287694461356,-0.00715276481518907,-0.686069592146881,-0.597596011194731,-0.804091958086603,-0.533967348146261,-0.91521537725734,-0.377977966746264,-0.902425102414863,-0.709972970893761,-0.900670895515428,-0.210988197405925,-0.694291572932943,-0.907003725421718,-0.347045697788503,-0.893089823030729,-0.913365891049964,-0.880501784060903,-0.302886962746853,-0.906929665874365,0.53920923628981,-0.26922581438689,1.24524992544498,-0.840017627679565,-0.800875884946251,0.0737137855557087,-1.05029583952306,-0.538229716938769,-1.09029046579947,-0.874568228011904,-0.831519380919404,-1.1663040423095,-1.01405056543799,-1.23029640173593,-0.694144501521474,-0.979217150125089,0.137050101456714,-0.78215203667311,-1.04722165701602,-0.993444388155423,-0.709847360625472,-1.08197947039609,-0.337988392579813,-0.75015050601253,-0.850465804892904,-1.64551775355239,0.910375323863335,-0.476630335567371,-0.754277628546794,-0.892628680581452,-1.00335475137603,1.55583711776234,-0.964082861110054,-1.00714446264724,-0.930083961402127,-1.10179301430353,-1.40981902129309,-0.78751029670763,-0.744341429299655,-1.02560198264823,-0.942961867927308,-0.820565691985588,-1.00619264180318,-0.717992311648775,-0.94413958878646,-1.01381188349927,-1.05101410533087,-0.890264309819756,-0.953365276291718,-0.263365039659368,-0.931016459142299,-1.08086481266677,-0.790967848076701,-0.653306861483598,-0.748653765033569,-0.779580674990703,0.199095186732355
"Listeria_Li_1 (GE) - TPM",0.668227321359692,1.2921686101973,1.72940160163041,1.27733896000978,1.17397577268384,0.384992303154265,-0.878045440276272,0.531537502747606,-0.0706028206610092,-0.73057133330736,-0.161538331915857,0.897239084636983,0.662832015751887,0.878456954175953,2.26913258012359,0.878599401865649,1.11160779770977,1.16720640055564,0.907712501711327,0.599385267474265,0.586143080306623,-0.987120371011494,-0.335236498937149,2.69301455964434,0.658070873275885,0.239344293755758,-0.368730270595074,0.256361096452334,-1.08465161437659,0.530764034205316,2.48316782136461,0.728842476476852,0.511421230042455,-0.0543548689190252,1.29011352114265,-0.257870912795369,0.581344760757889,-0.270522645628087,0.201157488708406,0.825504883423977,-0.270812288872077,0.0921861990475459,-0.203586413289663,0.733882650129078,0.614634885534391,0.949976100930827,1.03436520260044,1.40358911536462,-0.381736529122281,0.591846560296315,0.255505581950197,0.03626180421452,-0.482317257267314,0.341095512562589,0.829747599118024,0.617958552160826,-0.175165442655225,0.0122823714246176,0.025911881733649,0.670332770569387,1.66709421408764,1.52279047588025,0.514047952906226,1.51737226852194,1.3413849133821,3.19951690322313,1.11515567401245,0.118213798368103,0.141547193197768,1.21636170951671,1.34124720726859,0.301576835596952,0.416854655184714,0.279017541867967,0.939330891363764,0.617136040981725,1.70612928191416,-0.364121587725458
"Listeria_Li_2 (GE) - TPM",0.91255778483457,-0.0813848317010148,1.26957349901064,0.554684885300082,1.18808573470841,0.0533199418958591,-0.0708315149380637,0.336905044945488,-0.0217945759333656,0.224821420998559,0.1582769184835,0.490178431320166,0.4001509359781,0.709678210761808,0.756795381109429,0.198643030913635,0.673928944986661,1.09463540213877,1.448374358837,1.17073974361981,0.580096183558572,-0.0937927421373905,-0.107810558492567,0.521348139846798,0.642434814357015,-0.0128824466984789,-0.146802394672915,-0.255261234035488,0.0418963149240894,0.77104345472613,1.9067696577823,0.14521111080961,0.436249277398517,-0.152798985843463,0.701898876649149,0.429895904644325,0.824331611631648,0.728254482287027,0.564570786021352,1.71790821687166,-0.312050270163192,-0.255838510526137,-0.201986823937202,1.46758659547822,0.712310405017092,0.694801743469398,0.479062949827448,0.539776391522196,-0.47694477117972,0.536459282122827,1.36644968321161,0.378196407228392,-0.761231752480184,0.579012650483551,1.21011964241034,0.517265015470324,0.935760587418317,0.259524868453235,0.378382633252388,0.0806670059557956,1.5164270492143,1.01898370770396,0.465657635703375,2.14651347711865,1.61708885894422,0.278824270534023,0.935714610058158,1.14016921452778,0.0433209224440244,0.953161222174214,-0.00128827949208316,0.120170464247557,1.13903945948714,0.418523697344526,0.558749392925197,0.0652927099647039,1.02053404903101,-0.01988572374232
"Listeria_Li_3 (GE) - TPM",0.778254757380927,0.738257266106605,1.12212805343034,1.1511336155537,1.34149780066905,0.0856623956601923,0.352994975950063,-0.736251682141857,0.114691373129235,-0.21261539339798,0.627843825033834,-0.475282038192009,1.39460604038366,0.440181726288372,0.773874300479101,1.15959037375535,1.5639176582063,1.25576437609885,0.630703384559515,0.600569965181404,0.670191049781176,-0.24707229913858,-0.0132889137975899,0.270167074881815,0.704765923424008,-0.0611270503346515,0.181921061816313,-0.757947545466393,-0.190643995304893,0.694296098799011,1.55917345060441,0.0651326205019518,0.973984230816399,-0.164150415937549,0.89730235564549,0.265039858246615,0.185832554400997,0.439988688137654,0.201505440686688,1.25073411296643,-0.126044044487352,-0.00974659097638255,-0.198302368389629,0.655024274401607,0.531434718693802,0.771546337306422,1.00910665169026,0.721237175176118,-0.761036519167648,0.685392809124104,-0.892628680581452,0.163340610823511,-0.790295857725833,0.111019028922124,1.32205626956522,0.668179286704716,0.734099828607147,0.154190153797288,-0.580808816977401,0.11912208564308,0.535354835232668,1.43709224407784,0.62524530834744,1.03298431943313,0.837682947745072,0.0152585469228716,1.06441229591543,0.468538957602267,0.491214592976488,1.07592323453382,-0.293412092239109,0.0143818782911056,0.74643861314214,0.638315161661139,1.49153594609743,0.257141202942664,0.887303510168213,0.534754038779674
"Listeria_Mig_1 (GE) - TPM",0.690354710831786,-0.988659355336944,-0.971605900741576,-0.288400938367493,-0.183749147094555,0.574746652949848,-1.09993827854414,-0.619192942141352,-0.543442806378997,0.463618549056886,-0.544820342523169,-0.7560285040021,-0.548843176783317,-0.524589404230458,-0.907003725421718,-1.25100882469237,1.66428229306469,2.25981442264339,0.410966353276135,-0.235660553752726,1.30290124568075,1.87622299470931,0.705050211490311,-0.382094286863811,2.10667043444003,0.35298506010128,-1.11638342326269,-0.369561717297762,-0.998162520405697,1.79102285278665,0.958803483636407,0.821454752485739,-0.674658337953827,1.49714697740701,0.597665939035935,-0.644586060400759,1.43202928769831,-2.09175616852775,0.863385651277408,-0.136706151996523,1.58529970645711,-0.405386476422443,-0.186550512089442,-1.06892490765758,0.745102603171009,-1.46570092552802,-1.12350582493481,1.40460927319165,-1.15779531458397,-0.869168733292821,-0.892628680581452,0.297334678940889,-0.79852104074232,0.465223882028209,0.574624567645946,1.00111490985858,0.178884402157796,0.288807587179291,1.0123858209215,1.7594892145014,0.61073541696428,0.637505231673816,-0.582166686046165,0.663546364912897,0.384692151068125,-0.94413958878646,1.03163727440049,-0.142482699704877,0.983304498013344,1.14290517865252,-0.0147360421210658,0.467990056426988,0.0557895150573606,0.605025641765305,-0.927023046402846,-0.84050332758168,-0.610669001604348,2.63177505102556
"Listeria_Mig_2 (GE) - TPM",0.732208660344083,0.26273455593263,-0.0487743495987861,-0.242391381726568,0.939244953631607,0.686661443632986,0.306662073645987,-0.943794513820672,0.180697618761597,-0.402375580802856,-0.34013685604287,0.433939683338955,-0.349745986432813,0.0590416160408738,-0.568716010665474,-1.07459104963844,0.985025466508783,1.35093447029511,0.586714347142511,0.106142112613287,1.06981317124361,0.204395810890797,1.59336615337636,-0.0250972060604009,2.01359171127417,0.329298076667934,-0.5589598856433,-0.718349654963907,0.791904673768139,1.1738331755361,1.21167205514735,0.483378177164845,0.0532952025411037,0.825542787236524,0.444341595983474,0.0705523808064684,1.99682083531219,-0.670309985178529,1.31630103401417,0.184293608889306,1.54523476324963,-0.0457298481783558,-0.456805528197612,-0.485610902208311,0.803886164240974,2.13638442330976,-0.148021413628599,-1.43224670671025,1.8766091277375,-0.71356056806337,-0.892628680581452,0.410934517966902,-0.94438506208636,0.401016477291499,0.78645011909125,2.47587455711755,0.0595045751789765,0.180583131854967,0.527809879458283,0.813313261830377,1.53342151059752,0.424899664277855,-1.42641006983785,1.7898730335894,-0.0914411417335162,2.14522297265531,0.886029085394219,-0.294711600204691,1.46603125538678,1.21004634720451,-0.480959736977265,0.242541252105754,0.670232526364714,0.975960544243316,-0.984966804900086,-1.00172087582476,-0.739363617169328,-0.659189774518004
