"","VC0044","VC0056","VC0164","VC0165","VC0166","VC0167","VC0225","VC0269","VC0331","VC0373","VC0389","VC0416","VC0434","VC0531","VC0594","VC0744","VC0760","VC0829","VC0838","VC0839","VC0840","VC0841","VC0842","VC0882","VC0953","VC0954","VC1001","VC1042","VC1391","VC1565","VC1566","VC1596","VC1606","VC1629","VC1708","VC1716","VC1745","VC1746","VC1748","VC1749","VC1750","VC1756","VC1757","VC1884","VC2057","VC2178","VC2237","VC2249","VC2253","VC2274","VC2380","VC2392","VC2402","VC2404","VC2445","VC2485","VC2552","VC2553","VC2654","VC2721","VCA0174","VCA0175","VCA0556","VCA0642","VCA0772","VCA0983","VCA0998"
"Vibrio_Li_2 (GE) - TPM",1.19589473774527,1.94334332107732,-0.0218610603995431,-0.0178207424681318,0.252060498427913,0.132399811605813,1.54674024425793,1.30399785006366,1.5611832888582,1.49558422835218,0.20735874122457,0.579442046212966,1.93391349598755,0.617603100918938,0.671613261252361,0.28069630257934,-0.529719372500362,-0.594431875056466,-0.0252064518569774,-0.175769127428494,-0.0804702828183764,-0.258096536532822,0.246660503511055,1.79812997216816,0.0954392196147832,-0.105530187199178,1.55753140584057,1.48333156963668,1.62221807209932,2.05014251585298,1.04791018834934,-0.119482803436837,-0.300825384577997,0.157036543659438,0.138162377651164,1.00037030919218,0.562339368771276,0.252331424469599,-0.269743571964047,0.0341030441021685,-0.0712425760898237,-0.231393584727321,-0.435236362018263,0.561438796305811,0.349117754340786,-0.64277894590246,-0.973079064049302,0.638825333116575,2.34200009640486,2.34654897635688,0.49679810611123,1.2277806531509,1.50148948356907,-0.0166421778519908,1.67523788475459,-0.26302575859724,1.35389596576121,0.312392513307624,0.515569938145555,2.70273633015882,1.17628363674619,1.52570026558991,-0.0848592307863506,-0.482691661130665,-0.437700927034704,-0.559848101444768,-0.508139968436235
"Vibrio_Li_3 (GE) - TPM",0.827168992234141,0.836694199494008,-0.333669927335289,0.0941319215656844,0.000300023923478206,0.501102731151102,1.51338630306995,1.39682231550243,0.980961558705962,0.948262868712956,0.282196299600288,0.117356352449864,1.31264273752323,-1.17953209000331,0.644622777113099,1.128414175472,-0.490825914801331,-0.694920089132211,-0.502940183568844,-0.503019231505321,0.0949319045461061,-0.339353386256195,0.00381184049627668,1.14716215247538,-0.634521879970484,-0.453472253564245,0.967808249814734,0.176811977470609,1.34952264367279,0.0795320320078326,1.80626351450619,-0.0970265438756269,-0.587642794154986,-0.504370902187789,0.530258875152701,0.455666337515024,0.298141686476682,0.033435840982512,-0.251662124166576,-0.194528381596235,-0.141210600984576,-0.150034207644664,-0.411486344219515,0.333141457691521,1.84076032598353,-0.79451021720882,-0.722292471352331,0.230244822777628,1.15892918631213,1.34111949419465,-0.72099131203228,0.452652175057469,0.95656506093528,-0.0723511467485604,1.42732901880881,-0.302270068956849,-0.0816067316387737,1.11027939846459,0.472786661768969,0.826310557947524,0.661635338056641,0.203114851148074,-0.157848967340511,-0.482691661130665,-0.410889157480207,-0.367595404110675,-0.491813467086826
"Vibrio_Mig_1 (GE) - TPM",-1.952394867891,-1.98349417459118,-0.420110286607551,-0.438817967898164,0.243134143889531,-1.11857713219502,-1.07941391276511,-1.99430623117557,-2.1025901034436,-1.48570191417294,-0.848320054173876,-1.54791572677561,-1.46691132192442,-1.06525982235836,-0.841547920386287,-1.84566139968544,-1.10129701768177,-0.294997903086426,-0.32578902491017,-0.674791782467716,-0.387328686099254,-0.136797858234485,-0.841765014508783,-1.47172149903683,-1.89461719664376,-1.3024289973355,-1.80108083254177,-0.590291177311303,-0.878915514444984,-0.574418139831025,-0.847784672044193,-0.0937111634624307,-0.203573431332462,-0.912092987663821,-0.96737030501507,-2.03480913991889,-0.435331147377612,-0.383424632027354,-0.196373934790272,-0.383725179355632,-0.713113915011278,-0.426118005266174,-0.729944284147195,-1.42401430888794,-0.834933686635988,-0.258069639021216,-0.725184159004419,-0.322879168149206,-1.51409824729044,-0.284143586517585,-1.78275757223524,-1.41282872636905,-0.156252128172687,-1.28559986362202,-1.6748919215587,-0.58497435446561,-0.997996398862301,-1.68595544495682,-1.59293278848493,-1.14857472556444,-1.42703349849021,-1.19352095631969,-0.937519128093513,-0.482691661130665,0.456853069997724,-0.414606058189223,1.18850492742326
"Vibrio_Mig_2 (GE) - TPM",-2.25109002956755,-1.98349417459118,-0.442846912184263,-0.470917619101277,-0.304332096418166,-1.0923465595404,-2.18299692923081,-2.29452344179028,-2.1025901034436,-1.48570191417294,-1.14087869275742,-0.780507271504485,-1.42847558284273,-1.90750733515182,-1.16188353223856,-2.3181591539669,-2.20336958675164,0.800724386635155,-0.882185309039161,-0.674791782467716,-0.204962738834218,0.644817715170482,-0.841765014508783,-1.47172149903683,-1.43663059599743,-1.22342609914953,-2.93441689441851,-1.0541431011136,-0.951586442701653,-0.161730228536599,0.972351330706085,-0.210571306565679,-0.0173114491092071,-1.50043265845662,-1.6713465846763,-2.00783458578701,-0.486041152972,-0.0230517374762657,-0.399429288019205,-0.280045222216225,-0.713113915011278,-0.344030902453999,-0.715444081206802,-0.588380666558006,0.332851580659132,-1.17369338735018,0.402851420433206,-1.75026857589526,-2.29121317916407,0.437455264689621,-1.78275757223524,-1.41282872636905,1.2676974740028,-0.234824903588614,-2.09242342542391,-0.573525114501819,-2.75237172317612,-1.68595544495682,-1.42890841705633,-1.10644729674752,-1.7547493780754,-0.505461987358461,-0.937519128093513,-0.482691661130665,-0.564682790987196,0.0733425954153242,2.04903850615321
"Vibrio_Mig_3 (GE) - TPM",-0.941556833287106,-1.98349417459118,-0.533601141563888,-0.479628035670968,-0.129931440801565,-0.443412213023293,-2.12263858200059,-2.3233850708954,-2.1025901034436,-1.48570191417294,-0.423457685785714,-0.907706929101034,-1.08518701307403,-0.69750840975275,-0.789689805599055,-1.42884256762789,-1.82718371529451,-1.29836622106586,0.461756111849517,-0.674791782467716,-0.338790827006411,-0.731808407435762,-0.841765014508783,-1.47172149903683,-1.46677973566035,-1.66094810051691,-1.87674473902908,0.702857437470886,-0.568607070730052,-1.77101249916318,-1.81771667521923,-1.14763202879788,-0.213894793628474,0.575052670491417,0.183648251746537,-1.63420083875978,-0.331547357951653,-0.551975514048543,0.269390533615403,-0.432217583999668,-0.713113915011278,-0.534505633771996,-0.85129744506801,-2.00402627773091,-2.04974276479494,-0.537243729506879,-1.64938001823257,-1.66553450889817,-0.769588498172331,-1.32746042393929,-1.78275757223524,-1.41282872636905,-1.17217646936222,-1.41913127032738,-0.900533812096259,-0.605094876252117,-0.00757104663640269,-1.68595544495682,-1.38025859544116,-2.06395120746896,-1.23662572919851,-1.36694265413123,-0.937519128093513,-0.482691661130665,-0.188394804986625,-0.421068595564151,0.960499402541339
"Vibrio_Nd_1 (GE) - TPM",0.846283998963077,1.09300539471076,-0.73817913611345,-0.45438901913322,-0.326883065928424,-0.762066147355873,0.729520658589676,0.883082232114487,0.402531226828337,-0.401306416883115,-0.277481737661401,-0.376986320087247,0.0419554410752063,-0.336463504518968,-0.573480200243694,-0.430106781530308,-0.589849083437792,-0.25387944353238,-0.852097119957208,-0.571825220679673,-0.937929937621607,-0.588644107700825,0.0579270508017329,-0.824740504551817,0.0687115728541039,-0.445183795216572,0.357222205056394,0.384248972411392,-0.817481372881847,-1.30072312912103,-0.463827277969604,-0.549564057398323,-0.285523028123427,-0.984866983318888,-1.11458952901658,-0.352486008835501,0.104157660368774,-0.207325539871602,-0.209190305015318,-0.020841264644198,0.108387520238632,-0.199935822897099,-0.321607038178261,-0.961131640905062,-1.20599681519565,-0.950815597583475,-1.23496924294251,-0.657293444091685,-0.200382891059893,-0.90123692619406,-0.0631643455958599,-0.561766625627541,-0.0481376534058169,-1.49668641944507,0.0939581586053518,-0.416725259357046,-0.614805267610881,0.135913942901729,0.96995145477714,-0.0251400056415584,0.0453486069836061,0.226965673141988,0.00176886973103559,-0.482691661130665,-0.210092925257497,1.18847363591742,0.138234123216846
"Vibrio_Nd_2 (GE) - TPM",1.04718209615444,-0.24977845166355,-0.812535217236485,-0.399608300103872,-0.229643515747351,-0.297176718706318,-0.103528826986305,-0.675251801479667,0.161493298478319,-0.487124878821052,-0.493004641615334,0.860299081210978,-0.994292712304301,-1.04639551947833,-0.982008075806128,-0.0935381016785979,-0.779419860216771,0.121473148986815,-0.882185309039161,-0.500959066950073,-0.785536420066119,-0.809047716033643,-0.756193181288284,-0.172815331620577,-0.36477652854306,-0.84267280016903,0.570559876334791,-0.0166324147089719,-0.570103007501727,-1.31843387147032,-0.611223325325846,-0.707435885397076,-0.304818515049782,-0.394362717774985,-0.0646082082197325,-0.599437818938579,0.19852420070607,-0.267300146499529,-0.258540910442937,0.00606685070350454,0.00986477863430087,-0.307431135835534,-0.021001338740908,-0.786125455200036,-1.46748610535591,-1.02757110773784,-0.446084633298069,-1.36594519989536,-0.525601299699315,-0.644431336959144,0.50864736117112,-0.552540526805983,-0.990743557822953,-0.468851591542422,0.156571075907964,-0.347928368529913,-0.409947679111556,-0.522445271967544,-0.0548959684763846,-1.37450429487364,-0.587914975929385,-0.789158682336864,-0.937519128093513,3.45910489502554,-0.00917960013840276,-0.0859888042824151,-0.340127115344344
"Vibrio_Nd_3 (GE) - TPM",0.211148417419883,0.540879385521478,-0.741550678797865,-0.366316758643711,-0.304733485921706,-0.593628955930813,0.231879860724459,-0.127261941943738,0.0494782720935139,-0.201992423590418,-0.399803209209184,-0.317347522008319,-0.973904654132339,-0.340261508427866,-0.602613739720223,-0.476297628203107,-0.179180080245112,-0.557626538125038,-0.882185309039161,-0.638748444607874,-0.949181888738316,-0.512500789253916,-0.841765014508783,0.193175976342652,-0.352235409950307,-0.866914677281682,0.0395825818883906,0.397934545140979,-0.708100106713014,-1.35358674348263,-0.440687400630253,-0.582042075417525,-0.360684890380175,-0.752867453431789,-1.47145711974407,-0.0616718093830802,-0.0876890124675682,-0.216963062426753,-0.181488697681087,-0.220173421536365,0.073007261164741,-0.257454411353848,-0.162319494996072,0.444374107105842,-1.32537485402846,-0.750384279081215,-1.23629451054781,-0.246125740017294,-0.296710804755678,-1.03992393485482,-0.0373276107916191,-1.01148177162811,-0.617076321695915,-0.865264227616996,0.108754099629106,-0.429417337265436,-0.292788633323874,-0.211662275651766,-0.434323260096342,1.04203508791576,-0.746057212651032,-0.667635434495806,0.396839842814816,-0.482691661130665,0.196856598443204,0.204469349757448,-0.100821225579529
"Vibrio_Ns_1 (GE) - TPM",-0.694821533872722,-1.06864544860957,-0.290512602973938,-0.449165780455942,-0.596871910666493,-0.439655348270051,-0.963387831169028,-1.70759138668982,-1.12603033014389,-0.552584860202448,-1.39894298512205,-1.29059346619645,-1.1667657244538,-1.25084732533588,-1.3173628522202,-1.06764805517949,-0.710210464052797,-0.847243235356052,-0.599952913112708,-0.660157781184717,-0.415738221511223,0.127984075180053,-0.755319262634983,0.0939376701861669,-1.2539064154864,-1.33305070364388,-0.853723377014176,-0.242662715364124,-0.417081960419044,-0.505827877244867,-1.00983249173983,-0.310493771353468,-0.770430620455516,-0.946176989665977,-0.531085467276901,-0.742464404757982,-0.272051071212145,-0.337260075336536,-0.393811108007925,-0.402029368233688,-0.443541233622709,-0.30169780573775,-0.100623843157685,-1.13030737243353,-0.845326962176821,-1.33828324334826,-0.691951924823298,-1.59182239467944,-1.06526426862534,-0.831582249600021,-0.939226447061017,-1.06882024557096,-1.51727006920312,-1.36158616942651,-0.641961307452984,-0.244400311700268,-0.315237084093925,-0.902360283363669,-1.68510820219189,-0.839820747000491,-0.490614576118707,-0.8338879955252,0.061943476624018,0.377069761364827,-0.675362040379339,-0.393365599192488,-0.541557590275562
"Vibrio_Ns_2 (GE) - TPM",-0.488253584130323,-1.01683842876798,-0.206914726831048,-0.334910495877775,-0.640086074266057,-0.823898201831391,-0.964880014030436,-1.33203253557105,-0.840341846992052,-0.126677908325503,-1.13233375759765,-1.03865675724852,-0.954003506748565,-0.983570713518668,-1.01527024976203,-0.672693633122922,-0.625211305502938,-0.912026993738534,-0.579734351043934,-0.600860695718629,-0.720731711359111,-0.42032462804658,-0.841765014508783,-0.27201055719796,-1.26015773932995,-1.1760504889742,-0.880241930439885,-0.459051233192054,-0.392429116227053,-0.436914672963579,-0.443115023261697,-0.678399729972812,-0.873989231599494,-1.62454606062669,0.148631955164604,-0.490120779387139,-0.48992605106429,-0.41890485202254,-0.392070709506763,-0.386401492901069,-0.517809768222995,-0.320836157242052,-0.28218740912806,-0.933047357026146,-0.670068362057567,-1.05642327945304,-1.03708938470729,-1.3870617658858,-1.16581101162954,-0.588149768426432,-1.27897255508701,-0.952090024603141,-1.7540407656709,-1.00311321273185,-1.1827598058519,-0.295335016757652,-0.663403706296924,-1.02616731634521,-1.32791289652234,-0.126909551145652,-0.785567816133104,-0.50649465645247,0.0587068561094969,-0.482691661130665,-0.494185875883974,-0.586966919933441,-0.538568883123658
"Vibrio_Ns_3 (GE) - TPM",-0.320786405084352,-1.07552671026107,-0.32475486482362,-0.338308898737429,-0.621583142851735,-0.375941498679587,-0.723900647011211,-1.75986352611747,-0.7777137804239,-0.878963784374456,-1.07262423207585,-1.14181105703879,-0.82456570819425,-1.06642683922673,-1.20823276086057,-1.45441607874317,-0.698428688162625,-0.634619203170383,-0.475778428094028,-0.674791782467716,-0.157398153362333,-0.0684959652100111,-0.609246697506728,-0.714142628461355,-1.3085050348543,-1.15943843751089,-1.09818095811807,-0.567503296244328,-0.635355015113066,-0.111896586865176,-1.24626650026226,-0.530511289111608,-0.806901162475295,-0.713340814981,-0.790894712161935,-0.747569303414078,-0.424095287924182,-0.259289118532656,-0.383478201859435,-0.387106999424006,-0.473352214270223,-0.235203228599764,-0.0604217195260154,-0.820985722522981,-0.831757629298278,-1.48347892890471,-0.240317755258906,-1.64246278216407,-1.14069808192083,-0.366227145907138,-1.0814224111823,-1.14227310735359,-1.35677914987266,-1.23937776198892,-0.875395388523765,-0.186554506670969,-0.492468160880835,-0.919968855650348,-1.34473276831562,-0.51225812704896,-0.657248892195681,-0.505280251893267,0.134456722019983,-0.482691661130665,-0.593589828008287,-0.487772972561356,-0.555354073040413
"Vibrio_Oss_1 (GE) - TPM",-0.312578813895173,0.312204140560074,0.00582946714907464,-0.117657820019539,-0.15241554298355,0.377441161794376,0.316628749618341,0.530612946699316,0.145404084265647,0.63492148140542,0.68957882348378,-0.223851110369267,-0.233978374165058,0.406520761702201,-0.156588325018597,0.56895204655171,-0.054375600605003,0.890732813401194,-0.168548838846259,0.204832660333735,0.493327443776975,0.397312965847749,1.24969018806347,0.0867418174322277,0.168942990913747,-0.289729328107069,0.087094036212775,-0.345161775265191,-0.503683221919519,-0.0333912400695296,0.0327116458266016,1.20689318580149,-0.600820312289333,0.16019983051828,0.341031997978292,0.988700211536873,-0.441341135499101,-0.445415673177712,-0.295119143278825,-0.325217016653826,-0.376713990372169,-0.267135254865478,-0.321259436761404,-0.0751870662499501,0.781376960356322,-0.0724678606888753,0.150931751051399,0.517533954589707,0.244753720669464,-0.808744264051381,-0.155370059083218,0.499001962357388,-0.602119974294384,-0.529238449187793,0.118699316652436,-0.280948403922251,0.096587043297578,0.699030486789387,1.31246274457501,-0.214343133870552,0.260559239495269,-0.214383981453201,-0.067711811960328,-0.346451616479347,-0.200406108075547,-0.16898124073188,-0.536700224318751
