"","VC0044","VC0056","VC0164","VC0165","VC0166","VC0167","VC0225","VC0269","VC0331","VC0373","VC0389","VC0416","VC0434","VC0531","VC0594","VC0744","VC0760","VC0829","VC0838","VC0839","VC0840","VC0841","VC0842","VC0882","VC0953","VC0954","VC1001","VC1042","VC1391","VC1565","VC1566","VC1596","VC1606","VC1629","VC1708","VC1716","VC1745","VC1746","VC1748","VC1749","VC1750","VC1756","VC1757","VC1884","VC2057","VC2178","VC2237","VC2249","VC2253","VC2274","VC2380","VC2392","VC2402","VC2404","VC2445","VC2485","VC2552","VC2553","VC2654","VC2721","VCA0174","VCA0175","VCA0556","VCA0642","VCA0772","VCA0983","VCA0998"
"Vibrio_Oss_2 (GE) - TPM",-0.182154304473631,0.539865478952193,-0.226663981462091,-0.204662491484128,-0.00699736912320116,0.0879392717900723,0.0544638830650417,0.901052712567504,0.318667085798297,0.703850235339608,0.633987362589514,-0.00728981189608264,-0.135853729171331,-0.141100023622142,0.306012949149864,0.482786490854163,-0.329035273439061,2.12049909320262,0.102032343395179,1.82345407747121,1.0155023811415,0.208365011192899,1.31605093824961,0.167695480551827,0.340688506427855,0.462446991253717,1.01527830276554,-0.328518985440539,-0.399197023511398,0.272349734795692,-0.167100774105414,-0.539053298783838,-0.730891103669442,0.20907176213364,0.673621007714682,0.723190376478347,-0.451405007541498,-0.385632349124991,-0.297099574505843,-0.316693723433299,-0.396254887865215,-0.340219765023895,-0.453679857700618,-0.45470486571575,0.5869035785193,0.105584670101852,-0.558182195273012,0.532368112158946,0.310322021357548,-0.430065663711831,0.253067327373928,0.670768523954038,-0.12263985345408,-0.287356419061418,-0.462239021826351,-0.288996356418174,0.260826852719875,0.254878481905272,0.419754034515466,0.855892384520195,-0.214328216707873,-0.188059141623053,0.0214130321553824,-0.482691661130665,-0.231308975644787,-0.431096767393058,-0.488835914537178
"Vibrio_Oss_3 (GE) - TPM",1.8282261509167,1.57335505457553,-0.200087957055991,-0.334220634144821,-0.391153181566396,-0.518736579573197,-0.665699240395842,0.317935257143952,2.54598689147689,3.56830736881758,1.14511247988216,-0.556759741224663,0.643612396005023,0.180540813410389,-0.105518736031397,-0.202012747702688,-0.325328589139083,0.965823509876127,0.223901179264786,-0.214429178213232,0.640551026552975,-0.401214132729561,1.57552124525407,0.682561714783704,0.0193511758124433,0.804667749361681,0.894181810510798,-0.418632668324494,-0.401053942348946,0.171493751643621,0.371021040890301,-0.434152215629286,-0.53262387157548,-0.0385768489377563,-1.6713465846763,-0.148856237747764,-0.667935535860758,-0.551975514048543,-0.320878583944493,-0.354055142388563,-0.532200176850048,-0.418139836925225,-0.339107654341991,0.0994802810008427,1.27900851824251,-0.0030135911549532,-0.320560294133798,-0.332045571912674,1.55995603428312,-0.117183940868116,0.342877908506544,0.527952405159679,-0.182906318769132,-0.278771248153675,0.0163030245570554,-0.0440343183470619,0.941426860562878,-0.544720807560689,0.692442085154397,1.0344912983022,-0.302120824794465,0.597747182662671,0.760257519759143,-0.482691661130665,-0.326489434391596,-0.673934589894571,-0.673406489391377
"Vibrio_Oxs_1 (GE) - TPM",-0.920686329552196,0.190455303312171,0.00234359230838832,-0.369683401043096,-0.57157706033527,-0.483099763266547,0.219797202223073,0.522953304165964,-0.013743929743788,-0.259748194670414,-0.86290987705534,-1.45920174933174,-0.565081529324897,-0.415948993001157,-0.969824963749521,0.102376476505905,-0.00182265065286633,-1.06021456995225,-0.44564746974968,-0.580638306515258,-0.160830596528814,0.374327348775367,-0.508055817412538,-1.11356077093644,0.0290882097627368,-1.04164350188395,-0.590009110415958,-0.705504937313208,-0.528995674686477,0.176513937121702,-1.34769342581286,1.1287366852321,-0.694908564153104,-0.674899748022304,-0.996023288719816,-0.168339598392682,-0.307108946881096,-0.396952581050646,-0.343201053680687,-0.33438447406002,-0.460277005332795,-0.108137329487673,0.29235126915844,0.420444342561338,-1.19073707245784,-0.659658078275289,-0.26557080809005,-0.710232275727543,-0.816844215557035,-0.585085760431718,-0.730978125140044,0.0885985369838556,0.262745700992857,-0.0513982696759817,0.429172161283762,-0.314377208107934,0.409702199456277,-0.602953479945167,-1.72503746760253,-0.506873924750863,0.119846860862241,-0.519313909863794,0.857391364288003,-0.482691661130665,-0.259728120886082,-0.347899974426897,-0.549166078491165
"Vibrio_Oxs_2 (GE) - TPM",0.093940645798922,-0.650320446840147,-0.199424065243191,-0.417293406312241,-0.628968075093071,-0.776872419050855,-1.00593412660914,-0.101961395866594,0.227599373074017,-0.472134757945996,-0.720681555184446,-1.13940239768924,-0.859589696261564,0.150665177783317,0.0564144530185873,0.966421790991824,-0.106183619158926,-1.287027485699,-0.265995471529935,-0.674791782467716,-0.514177211344283,-0.257494819820348,-0.841765014508783,-0.360870554466168,-0.912198721796006,-1.25579745409997,-0.375059857228388,-0.456573566314188,-0.393149867111034,-0.221741061138192,-0.162623410404696,-0.710534549656353,-0.70269272207954,-1.75413097781163,-0.159819750002,-0.24674423776031,-0.509413736797626,-0.391977515356193,-0.370057617486713,-0.290834431497583,-0.512990815554361,-0.349110892552396,0.141823527012671,-0.304219593533806,-0.965218296234595,-0.700137056153873,-0.779316181286087,0.474283403972687,-0.514882657233772,0.776562360924691,-1.24914025697821,-0.0639794903887856,-0.494589975850808,-1.1567964093045,-0.189340993075439,-0.307460479095214,-0.809461109003138,-1.25922511615859,-1.02879196499757,-1.19502424952306,-0.926667043618792,0.233938109800765,-0.461394786701006,0.138301273290424,-0.598600631621238,-0.52533229083363,-0.58332351892477
"Vibrio_Oxs_3 (GE) - TPM",0.266646572677383,0.378039038068754,-0.146268345300771,-0.423356838432646,-0.572773398616234,-0.741053253941822,0.357144447268997,0.271477526565192,-0.437689960815486,0.274137887380947,-0.915940511015004,-1.14874291516497,-0.662376478851512,-0.995449339262149,-0.926199319572759,-0.115001614062385,-0.499498541895799,-0.898695776838608,-0.656211015187592,-0.674791782467716,0.0026858827430538,-0.0123617195050748,-0.841765014508783,-0.966619090659571,-0.763113828538781,-1.11771590070425,-0.659511688436285,-0.646572023449536,-0.633170325548507,0.540080661873602,0.625390287643212,-0.0437866244739821,-0.476533435081372,-0.941678541213965,-0.261029169817332,-0.628046489503823,-0.390009429385064,-0.336736863816803,-0.391816790672896,-0.390177054964633,-0.434051890400161,-0.203244187049314,0.0761352844143413,-0.527211501797462,-1.13176856406449,-0.175110725014316,-0.49711416939318,-0.0146548127007297,-1.1625395301634,0.0674221156928213,-0.865728180870754,-1.20429995814543,-1.32927959654484,-0.0500818038467087,-0.458625090978018,-0.232416803036734,-0.830621883404483,-0.159686376048228,-0.916988931137511,-1.27036483342675,-0.546115003172115,0.204556997616052,0.524308816948598,-0.482691661130665,-0.666905594431827,-0.557257610922478,-0.535252220116302
"Vibrio_Sp_1 (GE) - TPM",-0.561073352408975,-0.408906214443562,-0.830210068416117,-0.657266725703413,-0.543581823397079,-0.304417451494763,0.108569103785939,0.0588347182052581,0.0544970386594816,-0.668165918384654,-1.25507678014026,-1.01386362060353,-0.976957497496236,-1.09810308955632,-1.36351147852343,-1.38300441984243,-0.320370825796103,-0.548415330226832,-0.674250754264753,-0.547723019734977,-1.14207668206562,-0.729874676725818,-0.616579410110461,-0.0446267695433923,0.178150177765458,0.0585203917732376,0.0152823292985148,-0.577432838336739,-0.784756665754054,-1.38770915573062,-0.717331756774116,-0.743917560405968,2.07284581011309,-0.342568410556171,-0.355908304059264,-0.736458086006413,-0.0444095621251297,-0.169534584236869,-0.332216712285314,-0.28464931532674,0.137455879274975,0.0773993915601289,-0.10191500866721,-0.218335688388891,0.0661953170697662,-0.848699866057032,-0.199436895812922,-0.655824099027192,-0.282628939671604,-0.974713178209661,-0.334895155464522,-0.553392107036604,-0.803045173992787,-0.505743530455682,0.864877185393435,0.224453202994179,-1.54646378534531,-0.148744282266427,-0.56867795938395,0.782738203253517,-1.27535553227644,-1.11310580633885,-0.504948315370557,-0.482691661130665,-0.285943037854287,0.420103829509852,-0.699098740112837
"Vibrio_Sp_2 (GE) - TPM",-1.17756187600826,-1.53030690075082,-0.771688131669652,-0.611068378760823,-0.53252742066996,-0.959054864467286,-1.53449896759768,-0.610252468703365,0.660598878805482,-1.48570191417294,-1.79975858837283,-0.740477480650675,-1.57258982658166,0.816800298981882,-0.798508328267143,-0.871320899854803,-0.652232064249279,-0.83914326655949,-0.415322949766412,-0.674791782467716,-1.10777898606576,-1.12607971438733,-0.555771852447094,-1.47172149903683,-0.696871251708878,0.189594293563124,-0.0959382045565878,-0.541093542390648,-0.297470598039578,-1.45806455193957,-0.744910547086404,-0.954688063972583,1.39582081314653,1.07117555703014,0.20813478205308,-0.286096572000443,-0.108510775889202,0.0201653857339484,-0.291005534599195,-0.0253263254508968,-0.0947701983766771,-0.0762516992398048,-0.110905378390501,1.09301468662467,0.707067980716887,-0.352836220828531,0.304951380186507,-0.451119040683688,-0.673600374065783,-0.402228825464315,-0.841707673941813,-1.05342813099897,-1.56768034194918,-0.762555293984311,-0.393788959144816,0.2804835063072,0.793968014594858,-0.965841471312582,-0.71212105251469,0.205365264373437,-1.30478105110625,-1.03950334826893,-0.628493309742225,-0.482691661130665,-0.212003945425732,-0.216625494685256,-0.645686112118763
"Vibrio_Sp_3 (GE) - TPM",-1.1922861063167,-0.583610125728571,-0.955776976971712,-0.636458427750212,-0.543545598443457,-0.0104701787242196,-0.537440331265673,0.264649807513995,-0.945981856182269,-0.768843976412896,-1.04628518805075,-1.06730409231977,-0.399657889999168,0.24342611093012,-1.66678163790118,-1.04998890147148,-0.55749837517761,0.455222617014078,-0.62287466609985,-0.674791782467716,-0.964033975712528,-1.21887774957173,-0.841765014508783,0.110631557481877,0.33210523100181,-0.0736005447907981,-1.1435034827546,0.0200012010290721,-0.68487147328454,-1.143625384872,0.0681400620028477,-0.852921688344625,2.11363207265874,1.00525990806667,0.789334949998685,-1.16405207899015,0.0384081894816099,-0.0659239304314429,-0.284093206320317,-0.296617146120261,-0.0919347366938616,-0.0738965374353255,0.126952824301928,-0.517283744417463,0.524545427460397,-0.556530515555222,-0.292075234533811,0.148277630093248,-0.121226442127217,-1.39224388013843,-0.66753552208651,-1.06972693551307,-0.118772087629208,-0.328387115607441,-0.499199998542231,0.198417984649896,-1.17140086432997,-1.68595544495682,-0.913519665274577,0.155778686360873,-0.841213597796804,-1.06078486186219,0.230726444827889,-0.482691661130665,0.0751498984631401,-0.188828655621478,-0.592516838170949
"Vibrio_Tm_1 (GE) - TPM",-0.0263967556802365,1.21853932920165,0.979688237635245,0.458512300901789,0.0850762266835699,0.411944352669797,-0.0795358581325841,0.363758160364631,0.495463815503386,-0.627719655424301,1.3716810433179,1.09631954673019,0.941564710646515,0.592837249867382,1.59331619182462,-0.102185355530184,0.291385712911492,0.870502772798866,0.370936721900597,0.289811430716409,-0.121262602440178,-0.698422184979402,0.469965283128173,-0.16892195316675,-0.193294035160746,-0.362406266051632,-0.00643603784248668,-0.350216015811321,-0.0881069045122859,0.135182888526888,-0.481948886804322,-0.91652970986414,-0.0438520879465783,-0.807965662849602,-0.51673199106696,0.813349216497211,0.0843794568560988,-0.305578142342183,-0.338975696981467,-0.334961353718779,-0.118940051423133,-0.20932583864044,-0.163155454291741,0.674080624279434,0.180932966946071,-0.280454083926964,-0.514950059099916,-0.366295524640971,0.242141976861604,-0.219934954237876,-0.252701198230852,-0.262551701458032,0.562502784764966,0.723764690018788,-0.207963256575655,-0.296075501051647,-0.375382067750298,0.842730845744141,0.27407980550145,0.285970708185805,0.248013293730822,-0.514257169290994,-0.886963205505756,-0.482691661130665,-0.645265664010093,-0.559331765126625,0.37025225516417
"Vibrio_Tm_2 (GE) - TPM",0.479040008088141,0.171901639884494,0.278284767797116,0.111158914339557,-0.0697579920807063,0.06548442539417,0.230638930288453,0.177043367162545,0.0904045326674596,-0.0647386991148091,0.454252142617253,0.935018170559134,1.09443548562286,0.636296688278552,1.63568565943714,0.932877117863688,1.43797513615873,-0.163065673162595,0.139095170501759,0.107190939776405,-0.181033917212555,-0.343047399228121,0.171656475317398,0.0568078056425476,1.45509041358204,1.36497904243048,0.220420431326822,-0.533673293748566,-0.0123784569268377,1.56224345243399,1.0356993818647,1.29434341320274,-0.109507516439709,-0.255085301223723,0.926264241555975,0.235707289374395,-0.47189473500579,-0.405761811597714,-0.333566197770283,-0.294436336159597,-0.389346862625155,-0.315625531847295,-0.241174482611325,-0.557785439343925,-0.591199371536495,2.20220903698501,0.299654494479872,0.593146953836922,0.360134467964686,-0.0438334631556888,1.20690697912658,0.884153895258153,1.17038852789915,1.26485225368501,0.0755165601291305,-0.300028389081119,0.580869763405341,1.84493472224667,0.930323198356376,-0.205375607714905,0.608527373172899,0.999794628898802,-0.80509591750253,-0.482691661130665,0.0946741688186086,-0.573230402551112,-0.104573838719726
"Vibrio_Tm_3 (GE) - TPM",0.0685608645691817,-0.0703425589991697,0.462050712159291,0.0918359654729324,0.146527986548397,0.299394744042735,0.726441246167325,0.325823543103369,-0.531626360522097,0.426586667226628,0.76328954344145,1.10667905800211,1.50565384729019,0.869976270166671,1.83371248903389,-0.00833540333548447,0.248401143192149,-0.0369182548061948,0.105142206142328,0.010940823262204,-0.539260960339489,-0.418661798971744,-0.547165063920816,0.459270778401187,1.24986482660997,0.923735270251886,0.126773833510823,-0.0404456259272461,-0.160726724608528,0.247132501211082,-0.355375675537964,-0.154914712920309,-0.361858489026311,1.08843205703721,0.900825101344247,0.189709924662359,-0.297519906189697,-0.316894063778257,-0.264607486237447,-0.239795872612716,-0.281946142572428,-0.292997155608891,-0.367086680806003,1.74830893178591,-0.212241118248126,0.782862015462799,0.584830815389439,0.15261628440607,-0.0188486920711929,0.666639319484944,1.18802787743281,0.957585479193347,0.69718461536925,1.26878185941738,-0.304393732918474,-0.197397933632492,0.93084794579908,0.826842466999664,0.780118147208708,-0.0679917653546891,1.46149395276485,-0.127316567884606,-0.778356247790793,0.13414951768561,-0.29763116740704,-0.528615379656445,0.0635571468983468
"Vibrio_Vic_1 (GE) - TPM",0.0782297844199577,-0.631444766734643,-0.131052152767877,-0.21253414373411,-0.373620163133349,0.181033562440357,-0.254496815280433,0.307873048790128,0.590668348975705,-0.301874578836361,0.266931692458338,0.752194810267029,-0.160592781292464,0.800162260927358,-0.0178194190682944,-0.0505544496660876,-0.122860442492314,0.577825660710853,-0.0864258024947218,-0.549671074154602,-0.323600539770235,-0.391131387804539,-0.124392414616091,-0.266821803380467,0.105248410570061,0.0117419047033582,0.240576472944802,-0.0919856352610369,0.0550299696109072,0.0447604013334231,-0.586108526362644,-0.801151996486492,0.349198305407425,1.53284866288251,0.171558338339695,-0.0740104101211678,-0.240061450796576,-0.375576811984916,-0.34809730021736,-0.347024665061896,-0.148742903855599,-0.328870437373626,-0.0722942467148268,-0.466024059548981,0.434889958628751,-0.214682893884092,0.405913608756213,-0.349589019602042,-0.0477191134209862,-0.84297095678233,-0.0734387134611957,-0.310989820707446,-0.0963196604621511,0.120490158453223,0.543933936402239,-0.446902307444475,0.14667036139437,0.23255627322129,0.0929140818250553,-0.00730965148059033,-0.575145087008359,-0.467542206868056,-0.608669014458436,0.0179929216969925,-0.491256209948392,1.15139946051203,-0.251465692483068
"Vibrio_Vic_2 (GE) - TPM",-0.234886165187735,0.565787264239624,-0.323957708201922,-0.273713970169512,-0.352774222863329,-0.594819458776328,-0.186540132775084,1.491358078015,0.561023820441384,-0.526469295511183,0.412373471197651,-0.180244124765836,-0.642475402956166,-0.929606734590952,-0.056280693728243,-0.110154232050295,-0.454294291196463,-1.29836622106586,0.158770844381346,-0.396485744633977,-0.111702253899323,-0.379809689036826,-0.841765014508783,-1.09362191169395,-0.58072285111432,0.230775794027902,0.535994666602474,-0.718542440503829,-0.142203728185266,-0.279381196962717,-0.605596583546213,-0.78716785572672,0.103528675069472,-0.0548724004684911,-1.02310509857963,-0.950373117924787,-0.319968849370687,-0.367205905347348,-0.296145553269783,-0.3173950885764,-0.0787738662071919,-0.292522887815748,-0.567918395002767,-0.452617331588184,0.200836134835296,1.00693552307921,-0.310517520155877,-0.145767133269277,-0.206896516040676,-1.44242942913804,-0.309124729491818,-1.02258785673043,0.058033162118807,0.646003580610122,-1.10377356246177,-0.362913307114148,-0.348385177160957,0.280311121208667,0.36343041351488,-1.18090804539289,-0.271764631491019,-0.649504492803236,-0.937519128093513,2.09900461410476,-0.546909551660336,0.766216057313656,-0.268968381206148
"Vibrio_Vic_3 (GE) - TPM",-0.648556388039429,-0.503068679388687,-0.306996210288154,-0.186570215564804,-0.463050953043018,-0.224577296664782,-0.225884343394307,0.0541517467519514,0.190135638396952,-0.512754127530899,1.06990318175573,0.0247244452795919,-0.63341501404272,0.536687802606412,-0.511741569586356,-0.520644945471225,0.204204029511163,-0.01537604921782,-0.438815076628741,-0.533649145014944,-0.336729577520469,-0.268785640012989,-0.841765014508783,-1.27996865964338,-0.215165978823229,-0.27568516062306,-0.755399644375438,-0.122558443341149,-0.339506074498203,-0.17442287443534,-1.0425693510109,-0.806329864591025,-0.0751514186322324,0.418649346155753,-0.53635894077184,0.194091259366796,-0.387211465498512,-0.4161022084122,-0.399429288019205,-0.370211162781792,-0.226049860783806,-0.32810190980815,-0.2556114223529,0.0543254528572885,0.516671349056679,-0.790459383321426,-0.485023977833116,-0.446150067412276,-0.76237761700439,-1.20852317742572,0.387163226749272,0.217020629477377,-0.588590269890032,-0.0792361331050488,0.0624824451358348,-0.372426325912017,-0.381067697170226,-0.872458189442488,-0.477256856141232,-0.206455903375142,-0.688918098302621,-1.10752333545979,-0.644725734728424,-0.482691661130665,-0.464145279876587,0.282198430197371,-0.270744205853227
