"","PA0059","PA0060","PA0320","PA0358","PA0384","PA0424","PA0454","PA0532","PA0534","PA0535","PA0568","PA0629","PA0708","PA0711","PA0877","PA0895","PA0917","PA1030","PA1053","PA1054","PA1055","PA1112b","PA1178","PA1179","PA1180","PA1224","PA1225","PA1226","PA1232","PA1312","PA1343","PA1344","PA1345","PA1413","PA1448","PA1449","PA1498","PA1526","PA1539","PA1540","PA1541","PA1571","PA1606","PA1692","PA1832","PA1854","PA2005","PA2027","PA2028","PA2057","PA2137","PA2221","PA2223","PA2225","PA2251","PA2434","PA2497","PA2510","PA2548","PA2595","PA2713","PA2748","PA2810","PA2869","PA2926","PA2990","PA3000","PA3006","PA3039","PA3045","PA3076","PA3078","PA3086","PA3087","PA3105","PA3143","PA3176","PA3215","PA3369","PA3370","PA3403","PA3459","PA3488","PA3543","PA3552","PA3553","PA3554","PA3555","PA3706","PA3729","PA3730","PA3731","PA3732","PA3765","PA3837","PA3882","PA3888","PA3889","PA3890","PA3891","PA3895","PA3933","PA3954","PA3963a","PA4010","PA4085","PA4094","PA4120","PA4121","PA4149","PA4180","PA4280","PA4396","PA4581","PA4603","PA4737","PA4880","PA4931","PA5047","PA5081","PA5171","PA5172","PA5233","PA5291","PA5292","PA5297","PA5372","PA5373","PA5374","PA5383","PA5401","PA5423","PA5473","PA5477","PA5481","PA5536"
"PSEUDO_Li_2 (GE) - TPM",-0.368442367685263,0.428977532014573,-0.22215116017666,-0.418818375794235,0.20945599740644,-0.335416776081224,1.15307936031703,-0.240509097538689,-0.45360193318321,-0.56234395579346,-0.141734758774245,-0.0366724893168973,-0.140238073529185,1.6334095655494,-0.548091537821565,0.21328985084642,-1.10519172355737,-0.0391104985332823,1.02380964946681,0.756191884638749,1.00321056453008,-0.567877332797682,-0.0622470385887886,-0.0286316502704143,-0.00910302565146827,2.15378112328714,0.340842118250899,0.936622611428535,-0.433416792243172,2.55009855580002,-0.0321170780456704,-0.088751637811592,-0.0856442312206171,1.28594675028454,-0.29312769289902,0.677913182534743,0.829147385785258,-0.093821686503515,0.414620262922406,0.922630729698333,0.456256558407246,-0.703864035687824,-0.174217959332061,-0.611305973108256,-0.884489375726673,-0.862744725376963,1.84992629965055,0.425442185871819,-0.0582961820518362,1.02297497600046,-0.423886876093404,0.21258116107809,0.210583983197355,-0.674674425015496,0.0864252809410332,-0.113762488774781,0.875369217106121,-0.148907266090213,-0.127108437384052,-0.0554690754908058,2.06687735233167,0.367630838531166,0.678429968438127,0.671410390557431,0.801051305307164,0.0742043862033313,0.507083932514671,0.411650748722266,1.29320596604057,0.569413263716419,1.14323592378082,0.405705585527208,1.20664558327659,0.739138828511178,1.0200920937725,-0.180766853764363,-0.112086363554743,0.529193962565665,-0.340704706021176,-0.3532172761541,-0.555159097690537,-0.364444904388356,0.128206441951726,-0.396024042652254,0.453707662985178,0.712406646419354,0.483034025128365,0.648138700696759,-0.0493168130238002,-0.637023155455085,-0.397218384351595,-0.4055015041447,-0.395811562253025,-0.294145519943262,0.311923970848263,1.78545058605621,-0.230452986275638,0.00257624225651101,0.0641143206391983,-0.183838793562461,0.715514460299193,-0.150921111486293,0.169077071704806,0.371417344986817,0.329237809349562,0.895379344012922,1.00141751086998,0.442647632840965,-0.189650415317842,0.379742906325527,0.0546309676404349,-0.571520753731725,0.716850503966645,-0.238937787540893,-0.585287261610505,-0.633002352069911,-0.330942718075676,0.789576649477154,-0.7925702338509,0.504645658075345,-0.180620035883846,-0.208597381652974,-0.67798221528215,-0.109013068693473,0.429129876097652,0.791290597236979,-0.242743907957607,-0.0701425684320356,-0.164214161013299,-0.542443072418081,0.0484542661666934,0.375491553965722,0.181415808464058,-0.590186503770319,-0.337012571730932,-0.337692571204565
"PSEUDO_Li_3 (GE) - TPM",-0.401259833391281,0.332927824027284,-0.326332653641314,0.0949487580819285,-0.243606754687877,-0.430178284486346,0.446669872365683,-0.0613952951461152,-0.501030855249217,-0.43181575947775,-0.194761383594985,-1.0358931404829,0.220182106203091,-0.531153062557342,-0.22376509557331,0.314925915618203,-0.461462335561699,0.126666081186542,0.261274135716619,0.307465928200328,-0.254742112217935,-0.195331924581083,-0.165346656916384,-0.172245311124463,-0.128697197725261,0.466518994827778,0.123175487551738,1.08334370315759,1.49501909758313,1.01058257416124,-0.160211943183339,-0.177344579093905,-0.260334650104514,0.940073014818482,-0.491718866694867,1.05411367565237,1.83693027143452,0.0301893902133083,-0.240819033724367,0.545970313218133,0.214670304602244,-0.844982187221785,-0.13455938367005,-0.1418446096104,0.436399499898762,-0.298306500434818,0.383827975313095,0.592374332783353,0.572955205290301,2.27927587831997,-0.346266082396641,0.168988349479783,-0.304655245082445,0.769198905831713,0.0226864803753146,-0.505898763466126,0.594527981992533,-0.498346997838217,2.2831983696815,0.0263305355723658,-0.344305699969317,-0.136400125287149,-0.570336280225414,-0.0656793305394819,1.30509199743998,-0.617158060302948,0.206445985314354,0.138466721857771,1.60240415908754,0.49673055124997,-0.180951542198943,-0.779679735398764,0.801456048428116,0.0524997101622966,0.263426426378106,0.786627175759723,-0.921548707711462,1.12271234772775,-0.331298486444509,-0.446865873871244,0.058488567080513,-0.495507881866245,0.286711669567808,0.273895992541356,0.10759633442899,0.0182087014214427,0.227217493737168,0.0108781308588054,-0.844445080275628,-0.477622412469876,-0.461988812045956,-0.327656151307766,-0.336745563563604,-0.215356974612096,0.781066381455378,0.204500731270906,-0.335723133766613,-0.173087054831014,-0.00105382997229015,-0.262379340360621,0.293841592423591,0.358593488084389,1.5110104075694,0.195789503454402,-0.116775450644156,1.14878945554132,0.213860982600235,0.121947957497361,0.0356680526165344,1.05053774618634,-0.562121457188616,0.904673729977925,0.167146375704764,0.614692204286966,-0.677503452352529,-0.668262743828796,-0.396362984206988,1.50096768310704,-0.319248066415826,0.25512008494434,-0.429794843400285,-0.496139736832761,-0.712391342681314,-0.150507427837439,0.260124151701387,0.489804468248534,-0.313325565719505,-0.0750669447201252,-0.178504882765943,0.226999384544764,-0.00906258373286176,0.137514034118786,-0.165314302744029,-0.673751038700303,-0.341130709120634,0.367563436161007
"PSEUDO_Mig_1 (GE) - TPM",-0.21623436014021,1.15631047068616,-0.777695326248219,-1.02127570133156,-1.10835642257968,0.0307899169271818,-0.159051791628783,-0.420853593913037,0.560544323772698,0.958674262489167,-0.463233076514012,0.131273059450622,-0.316525151059519,0.259578257969887,2.11449304742331,-1.41228791984855,1.79632292755417,0.616009615351927,-0.423606769215304,-0.222217916203706,-0.726474582152192,1.51524667245368,-0.453225287108492,-0.356947482334874,-0.231956451743514,-0.210146787916389,-0.594415406864593,-0.49031602529551,-1.67944249251948,0.069123043056561,-0.303027546698522,-0.278331951854443,-0.466185938851091,-0.435645474555265,-1.22572612074122,-1.08079456892292,0.326095518518627,1.15429222963227,1.98710342650985,1.43428079276942,0.229870350704503,-0.962472047408217,0.619165625885704,-0.781495882103734,1.45374255821845,-0.077656970248448,-1.10675771693153,-0.12794501839755,-0.801708041261959,-1.10938349326776,0.364445164901024,2.00026488664036,-0.0106267452034348,0.253166532042451,-0.037746919307811,-0.187364920800262,0.275018583324338,-0.209581585775682,-0.073450439996117,-0.764223917645923,0.671046588483183,0.117104602185504,-0.0707553647688172,1.04900906560505,-1.45178086761615,-0.17216866946245,-1.16087457872824,0.299700246129915,-0.591123770951428,-0.212251973029925,0.0437945315152686,-1.13519028456036,-1.45926834296174,-0.89280611227313,-1.36095725916243,-0.952756546922497,0.848592580413534,-0.277057528506715,-0.432164281209872,-0.507066741029326,-0.765619158946965,-0.0666070189696746,-0.899722473415881,-0.251537255507209,-0.583755293575102,-0.646703352989042,-0.859765371653559,-0.876977012719314,-0.0357522970807985,-0.864665956956183,-0.533162901040584,-0.503979275821626,-0.368107553644153,-0.190410502729825,-0.100746117538377,-1.05851678479833,-0.321509140455272,-0.422591046468036,-0.614766874655329,-0.755244596794858,-0.301637056370017,-0.434817214278139,-0.610098018221697,-0.816128784671369,0.0460833844680685,0.810724659548878,-0.82632623013304,-0.0337224663973227,-0.399033839969798,-1.10431883833999,0.0556752270858255,0.314084087431793,0.226348670270709,-0.937857084368374,-0.324819784645915,-0.521385311756369,-0.350338224193112,0.577509263842272,0.734579070997754,-0.440390420117489,1.25456291022232,1.18513469786691,1.69018145979606,-0.340325558150817,-1.16986163510026,0.260729687607392,0.927015831478473,1.01465783864165,0.391958567741363,-0.336908723072951,2.13083007783408,1.00109481541906,1.53760822787049,1.03681094679469,-0.350077494438973,-1.2964357118953
"PSEUDO_Mig_2 (GE) - TPM",-0.318107383075615,1.3708757274391,-0.625258361193936,-0.615325128093743,-0.753417137079441,-0.167106300090218,-0.638247737971775,-0.365387908674041,0.407608109119869,0.654154937401035,-0.440400961598094,-0.199530753306634,-0.351246076756636,0.511168141162265,1.25996917354414,-1.29275238702417,1.98966928700721,0.653956388568361,-0.406555010088616,-0.372583503252852,-0.567165438247549,1.44200968289021,-0.457634737550982,-0.372787900335712,-0.28136943045784,0.0241514057859795,-0.532671018911927,-0.680319747340157,-0.581423335849303,-0.480763921326283,-0.334972420847083,-0.332996082721845,-0.355995463779578,-0.244555655464106,-1.49431144202199,-1.61037903537073,-0.828734962479627,0.722602626380915,1.36733301572226,1.21240960097574,0.194390477656014,-0.138092461306177,-0.0508334043080112,-1.23224748871924,0.495445549031568,-0.386165537116539,-0.803080734525302,-0.958150712302007,-0.604982045433788,-1.10757919490953,0.359767873406313,1.69205584872465,-0.620022245390457,-0.283706506432639,-0.110079436728062,0.21205709046736,0.359789622532151,0.10843333749563,-1.21775473952736,-0.820152973668736,0.477218382535685,0.0699486149741489,0.123912417070912,0.986339741023283,-0.429774660075398,0.0455043350839358,-1.68715830275587,-0.566561426820574,-0.467070021302791,-0.271079737983033,0.302733020137129,-1.42609655783492,-1.47800490650043,0.100797217399417,-1.55338737396055,-1.5355817032705,0.00375469017054451,-0.967804031122798,-0.419669169433042,-0.507066741029326,0.192532264097606,-0.417142166759701,-1.58031133860662,-0.476481113816329,-0.51333287323002,-0.704589402054279,-0.838225304106162,-0.880072022919017,-0.615844072756285,-0.832694303701604,-0.554230165212406,-0.512003998716492,-0.376074302492471,-0.231694365940543,-0.194513872052778,-0.707908613539109,-0.309247161443229,-0.574767095928344,-0.654610093469173,-0.801540285631846,-0.395695760607169,-0.358141865110891,0.0519964795321731,-1.3531356887678,-0.0129170998706995,0.0612630974390067,-1.51185393864289,-0.961356145777855,-1.06307167680075,-1.56172230927137,-0.0556198622898664,0.240302809367592,-0.100313438642651,-1.30536924007779,-0.247326586180434,-0.142644304571274,-0.322313786594204,-0.0154909217592434,0.75852287131747,0.168563351403061,1.28605329945774,1.48795871765999,1.55615043611269,-0.507911643940135,-1.12297509114309,-0.524823327531208,0.654378982465804,0.86216115024918,0.206849573537459,-0.456820662472803,1.64924143593967,1.17334131676259,1.25007508157104,0.83932325433338,-0.36451267325933,-0.588324417105533
"PSEUDO_Mig_3 (GE) - TPM",-0.397396230640565,0.72042210817065,0.0113983512652812,-1.30832310609897,-1.24165756457189,-0.203765019865096,-0.865292478014123,-0.411397180897588,0.4266412514796,1.08822600877857,-0.399046422727091,-0.445259731470277,-0.458833207941836,-0.836036888138087,1.74210102558123,-1.43373310587771,1.5019064952724,0.630969476659526,-0.296444139686661,-0.314629804023347,-0.699300626557019,1.6175395127712,-0.453802030918963,-0.381263710207739,-0.266163756399886,-0.181181563335225,-0.501052824736853,-0.732731334943644,-1.13599074638057,-0.724593055252084,-0.29754356373629,-0.273091876452475,-0.381797338954549,-0.272351496046346,-1.5190218535184,-1.43788850393826,-0.296388726552429,0.689615331079382,1.50202515719933,1.20673958486124,0.196230515395771,-0.556729905420002,0.245379116312475,-0.720954823272037,0.79933899026904,0.613395540299776,-0.54674255770798,-1.40990007419379,-0.308260452721757,-1.18385943589496,0.16995254763947,1.77844308114232,-0.22261912977603,0.246206110136124,0.281944831745297,-0.269873563375349,0.507019016391678,-0.306287341213398,0.259633985143452,-0.884596513504355,0.301386179832318,0.0770257733121031,-0.843076956305578,1.07211848942929,-1.15435992986817,-0.15207810349445,-1.45978044154901,-0.535041091327979,-0.542179076340212,-0.303643782156986,0.569184494810933,-1.30585270263959,-1.94174792925675,0.130203806898656,-1.6357639992411,-1.4883934528746,0.0710970417998294,-1.10311682563808,-0.456580630314371,-0.258723783064741,-0.0439114217089481,-0.552815118499972,-1.20218362137965,-0.716203767262261,-0.57903387446724,-0.714870259441691,-0.928407614940759,-0.88996253568368,-0.366430401990456,-0.864720409090964,-0.527793288517999,-0.500877426488118,-0.353491195484361,-0.21406627449318,-0.525951523400948,-0.692086470005227,-0.430452744901219,-0.565341125564866,-0.541692499659987,-0.848031988199316,-0.667273161872705,-0.748246584011229,-0.804849300199757,-1.27690010792492,0.0905617924963093,1.46673503279157,-0.842627820068567,-0.748146190548815,0.21182904708841,-1.05620620585995,-0.62802239371187,0.976990695075577,-0.116895939481277,-1.35674028985773,0.103009902979057,-0.407748930080117,-0.355999382549677,-0.355995596208185,0.562361632862356,-0.0925435110994405,1.01304575423825,1.36273023306338,2.6998448772544,-0.423676028780243,-1.26135298532482,-0.514555232808056,0.764991962821547,0.813741920348257,0.151242383134315,-1.49155494184364,1.27142220824571,0.544093166060315,1.44336710437992,1.15327824848975,-0.361977391029014,-0.267711361565591
"PSEUDO_Nd_1 (GE) - TPM",0.286218159757218,0.486419421737586,-0.21044336126533,0.670571666232252,0.105229199676247,-0.203282034397652,1.04994085160977,-0.0607672251367779,-0.0167173738545239,-0.511932669582025,0.539760757464693,-0.34699004286185,-0.94666047432155,0.297688880474459,-0.352544296683341,0.631806215774353,-0.0266266378132821,0.131592542835024,-1.27997170804551,-1.02539868590892,-0.312061014077301,-1.02605751624728,-0.0917794093133159,-0.253867270850069,-0.234865853397368,-0.796392296238736,-0.327756221097601,-0.289249896336537,1.04584217322042,-1.11485619350947,-0.333991160044122,-0.237175058341015,0.284941597007976,-0.785770223568767,1.15693891488658,-0.0903665481171017,-0.0251908158644768,-1.61210550290633,-0.600149104294867,-0.274917050558257,-0.370283167829399,0.355375032296117,-0.330363811537217,-0.958661592338066,0.613739509918666,1.74426429535975,0.0662863081642945,-0.367039223827688,-0.457988239572172,1.69209283128308,0.313967245830551,-0.676168710708622,0.70592941708776,0.353732389965016,0.228748615552312,1.46303052246048,-0.0579256927273228,-1.16082978954925,0.154497613055236,0.464765158966331,-0.0703318678510116,-0.788870437282554,0.432862216256716,-0.315994771616232,-1.00101151527512,0.674453356756473,0.520921656674662,-1.05613673735717,-0.207642421740691,-0.666079987659541,-1.20841102970481,1.16801363535244,0.0544661175012583,-0.280784245900571,0.388187589372802,-0.966506012080614,1.90047545765639,1.90960453106986,0.931422740226246,0.422518101329668,2.45000467489303,0.633067341567852,-0.180862714284056,-0.438487069727441,-0.573909009159075,-0.35828911746871,-0.313024428335233,-0.192590927392842,-0.395203251687489,0.0157813599533326,-0.301881727840695,0.150812498291963,-0.339804013750531,-0.358833079395929,0.908347978685922,-1.38096222814691,0.080972473639685,-0.253509417974598,-0.711822042582086,0.503785370026211,-0.671179206274715,-0.17943631289466,0.8814823002101,1.80539259433247,-0.778827911209062,0.890594092640984,-0.872565180051371,-1.34298922051746,0.494258414424986,0.785212275377543,0.72300636264654,-1.01854274675842,-0.307698976774717,1.0385507058402,0.122626152184295,0.0557633119601349,0.798556462835588,-0.704816643910307,1.44819209546527,-0.991670648382629,-1.27886775832384,-0.884584417834046,-0.626362163915529,-0.381036873284305,0.462240876916775,0.624276961967449,-0.603541717351522,-0.709951984565164,-0.716385464613344,1.89483185805355,-0.941436464184265,0.328304665509739,0.00148769326208685,-0.562620893898758,0.340465864365093,-0.81821354896668
"PSEUDO_Nd_2 (GE) - TPM",0.59495963537203,0.661862577322721,-0.687569494383441,0.365289834344238,-0.0917063559535954,-0.431012775974261,1.57562939200057,-0.156925747898046,-0.120899989723142,-0.816911083986753,0.98510361391737,-0.988563995664416,-1.05639567973816,-1.51915013772467,-0.866597028811853,0.569914241830495,0.106886478421705,-0.307366647164928,-1.00839146053193,-1.11276747765678,-0.715529581462879,-1.07114088091026,-0.155020576707063,-0.237150479111599,-0.229200913531263,-0.78099011468585,-0.403233337924434,-0.890580725049911,-0.0703550204451217,-1.12772582935108,-0.287358340247869,-0.233472335658627,0.0904463207084678,-0.568332429487183,0.109414239444947,0.106483814033997,1.60779847256665,-1.49643187357652,-0.1431955511731,-0.42270838899728,-0.328817986428252,0.659189031472685,1.16447701745807,2.14216052265138,0.998761060343941,0.101010610100802,-0.505224042000542,0.954878482150866,-0.95041064141934,1.32901086760893,-0.0742410174496422,-1.35768734162825,0.300201798337187,-0.767017077093734,-0.302070300217725,-0.457844772514994,1.27259638155377,-0.617051901340886,-1.5091760040873,1.38269121783237,-0.737931241825406,-0.539791204994685,-0.212359960320298,0.180716725861871,0.368651973787689,0.825222289199324,1.96422858609361,-1.04242204773283,-0.156722630380654,-1.60524392465991,-1.26810014981258,0.934674820681168,0.727384522188765,0.0221983357159256,0.833381187534132,0.914669118845422,0.853795503300452,0.425261432206552,0.991262389644979,0.857571798016067,0.317249476082231,0.67350060046218,-0.508481039704293,2.04622689007477,-0.548904233797667,-0.507312392714802,-0.160291509528746,0.131526478247903,-0.0134201217355619,-0.223426069810179,-0.289323780772256,-0.0630884842171806,-0.359855937388049,-0.294599514076866,1.06964463413944,-1.33305776142964,-0.0419723228604805,-0.362731459814203,-0.390217909635187,0.376264704700928,-1.40702505072856,-0.91946077373623,2.4048354697528,0.171218233775961,-0.819056987832633,-1.10191818949535,-0.581162419410957,-1.60046130982013,-1.76360976054098,0.100314560478148,0.892551546492173,-0.605431769401383,-0.927480241550235,1.19881393629749,-1.19231876539203,-0.154975696745063,1.10447167555815,-0.779156147262389,1.10305454358954,0.486878646908472,-1.41319142816772,-1.03271865690501,-0.543744071173591,-0.20343758799692,-0.280328787191007,-1.09756187075975,-0.612454684865147,-0.753484974286472,-0.712751244194931,0.467047968728883,-1.0527553892717,-0.0809977663962382,0.0539746131982592,0.369128767273177,0.233716726985483,-1.91933324409244
"PSEUDO_Nd_3 (GE) - TPM",0.627415318384527,1.21774620324326,-0.601927704630138,0.942942316574656,1.72634038841973,-0.171984434882112,2.05911515769057,0.0109561244265356,-0.108131500881401,-0.430351862228945,0.592620895178497,1.84409069538466,-0.793522674642062,-2.83961584865053,-0.592843867725938,1.0364568687096,0.203233559771786,0.141860698287043,-1.2966632545311,-0.756594087039019,0.660774291398808,-1.0047229857627,-0.193657182789138,-0.208631043928267,-0.253003846909449,-0.541910762070774,-0.117040838170036,-1.26577083751221,0.105622551983419,-1.99896724698758,-0.302377682435987,-0.189227579986055,-0.107285735391601,-0.197294853661188,0.846839746575537,1.08935347185809,0.993405502880997,-1.18656550080078,-0.504116513066322,-0.289401956161533,-0.263930610543188,-0.0507914862086814,1.81098523291075,-0.139371080607759,1.24342018608512,1.79642148960974,-0.446938080556458,-0.82408936795258,-1.26032883195136,1.99112688820209,0.543622605169492,-0.818850928164436,1.45274598972696,0.862374010060684,-0.10874883597192,1.35079102555763,0.909609350456955,-1.03385852363404,0.577884679791627,2.03972919821742,-1.16259889081104,-0.798530894604071,0.168742140806006,-0.12749048882392,-1.20292390673322,2.90043847786916,0.666522249710197,-0.892967028847335,0.112491503061367,-0.63202623312129,-0.847587434784192,1.74959990585967,0.972662065889657,0.398866982597879,1.20837215540305,1.12573084982263,0.945199166491289,2.5552068880731,1.1389969284816,1.511911858068,-0.452803084276416,0.984118222363689,0.47475859902247,0.130485056729146,-0.531407959108562,-0.239900256836645,-0.289727741224625,-0.138150916806186,-0.780245692638576,-0.00274298888312058,-0.43877103649937,0.141817300719292,-0.287338325010103,-0.631390981522863,2.13126606243458,-1.13774874229315,-0.0518850472022525,0.127345688381876,-0.503845839017047,0.286686044664008,0.351977017491802,-0.110297965126624,0.436885653768185,1.22459732154801,-0.457993345452531,-0.188720435483186,-1.38396172676586,-1.17950581073834,0.415438875647501,0.530937328226327,1.24743874640549,0.389275944626614,0.658043290714867,0.661933003852986,1.32176431243086,0.700923931496528,0.485013724837207,0.405873229501417,1.91934872392104,-0.727522292102162,-0.99224626766982,-0.896366670157895,-0.59846701616015,-0.10186784008682,0.586602504800485,0.222426175900366,-0.58945501507543,-0.583454791281591,-0.62165283209344,0.870273105329346,-0.808473234932478,1.46425701264497,0.269873197682175,-1.23828587952473,0.333486174192127,-0.128675453575053
"PSEUDO_Ns_1 (GE) - TPM",-0.541326934903601,-1.2095883987337,-0.2047351473943,-0.0680732500011891,-0.557668918826944,-0.83211468267699,-1.09132100241849,-0.28923131164004,-0.379968596526185,-0.548688420204196,-0.568543341323143,-0.111698444246421,-0.875804652707435,-0.65085820952938,-0.151655335342819,0.33872996702898,0.635943877523863,2.68501158765186,0.269054033196608,-0.647309704465032,-0.275678582608561,-1.04282534700572,-0.170368808558207,-0.356172519890571,-0.335426281605312,-0.24685553081762,-0.0470047770813982,-0.667559122984875,1.29636575578915,-1.66035266951788,-0.319348305003941,-0.273792519251217,-0.247177036445559,-0.639402395522129,1.07320722450155,-0.286539002295205,-0.301425041420068,-0.93163586386673,0.0172769130165294,-0.478592394751807,-0.441253937161589,0.280940290604031,-0.484186987630829,0.591276771651007,0.169737757273674,-0.798033310227089,0.267297443577177,-0.142632181473698,-0.26301950252539,-0.110613715434771,-0.362717771038485,-0.993837549971806,-0.615285162830856,-1.6899750576302,0.154328435202315,0.134220660332551,0.438249550563763,-0.704942446762069,0.662084284063287,-0.890317744642966,-0.35937091665592,-1.16597928597394,-0.223797623735633,-0.694103546076528,0.189988427638987,-1.27549656879795,1.03713388616454,0.175185484597574,0.165701749646015,1.60879928859252,0.727195664516308,-0.389136673645344,-0.198115225408748,-1.61394643335749,-0.899626030055206,0.403457345537641,-0.34741977367815,-1.33682696940256,-0.437769101550964,-0.455953109025539,-1.18876927180931,-0.568905489760679,0.264938101505535,-0.560657571100698,-0.546835316868886,-0.452799402551006,-0.190327045681588,-0.0488879197918554,0.395457744567634,-0.095261670851791,-0.190934940009444,-0.0296634530909428,-0.334910623547174,-0.52265865112687,-0.370521404958257,-0.287105766603904,-0.439305898707052,-0.235502902753555,-0.693622399959301,-0.299643765395624,-1.08526789649341,-0.238407832351165,-0.507866088908832,-1.56848240078161,-1.02053946990253,0.4592521709686,0.414310651087847,-0.322230278438429,0.929697152764613,2.02969436096917,-2.41666988417644,-0.117749333536407,-0.0121232518918382,-0.481090868473078,0.71684004377456,-0.553979958110664,-0.513570938416794,0.173522033529136,-0.566536817694394,0.116990781044296,1.92944651168232,1.74534223590341,0.0408185254236938,-0.747641269473552,-0.68354295855079,0.0907645506307854,-0.442874042435984,-0.146293301764675,-0.383419565365555,0.445556557382119,0.958181832020211,-1.94899376515266,-0.516309307535335,1.2571038096998,-0.349002603978331,-0.412356995177251
"PSEUDO_Ns_2 (GE) - TPM",-0.510223872799342,-0.760744424775478,-0.753283762276236,0.0291634774057954,-0.564659240532063,-0.720558746069457,-0.713434603922632,-0.340142954046635,-0.421755465154006,-0.682665191330962,-0.51471371494587,0.558665645452507,-0.872903332355685,-0.580649076301837,0.488939350406005,0.340145566894835,0.461951441696584,1.79789384945042,0.897867431529789,-0.519442919014112,0.0300438779542589,-1.01641940428796,-0.137145976225382,-0.302673911351918,-0.294274661168233,-0.239246831382579,0.172980193505892,-0.385662488326237,0.956854399021651,-1.03462980393186,-0.326185314686103,-0.283677367450815,-0.139145682297306,-0.594962757886212,2.90380292966186,-0.164942124791772,-0.724683849116633,-0.759101474494321,-0.127751230220814,-0.281971357498062,-0.406347408513395,-0.229823198561317,-1.39541692617209,0.129463119655581,0.449477681793354,-1.11206870102217,-0.139382399961788,-0.942445711863425,0.0246506679632628,0.240276488747783,-0.457817399527609,-1.06235952663534,-0.240445223151808,-1.06999869788983,0.0996922489101809,0.15869522057069,1.00589506795439,-0.950159763339929,-0.125962534222875,-0.606510402090974,-0.310188179476383,-0.894032486405583,-0.894906891841856,-0.484352321917592,0.173052674037595,-1.12396970185987,2.15563787440109,0.32387203215801,0.227529500351423,0.564732115901742,0.467587133304229,-0.152955121917418,-0.866179388726473,-1.89065690924534,-0.739925778348536,0.593323311985944,0.515270295153069,-1.35587675930871,-0.408470386684323,-0.429016063815878,-1.05949263177717,-0.749784452532364,-0.219102557965393,-0.926067109413658,-0.545386212437113,-0.390196976631576,0.0433282886442528,-0.102923847642616,0.799239228430481,-0.298944817146636,-0.269924826365556,-0.156235332192514,-0.356724610090379,-0.589594697788952,0.0935191764686823,-0.650063177771323,-0.45411051157995,-0.362210241403868,-0.751531547366487,-0.483424553510428,-0.427357700802342,-0.626320885938891,-0.49752507649853,-0.992736079294521,-0.897690588305594,0.762297109843062,0.276662994696145,0.133718877603732,0.0655962248551933,1.49288573684758,-1.62943901591999,0.104185103962458,-0.202695246008823,-0.26262570693467,1.06389419565149,-0.8547983229883,-0.533532694474869,0.544124645985087,-0.388580638172348,1.62943901445061,1.23379980124824,0.692116828480781,0.310369349500292,-0.681364705192565,-0.883747054086363,0.377508018296772,-0.38706770227565,-0.122569762169868,-0.399698967295626,0.292471554844264,0.926575737340772,-1.42591547677008,-0.320466762375174,1.22889000655713,-0.355988057044567,1.29243583618142
"PSEUDO_Ns_3 (GE) - TPM",-0.530350363061292,-0.750231433538006,-0.498383150210261,-0.493247068336149,-0.329585511148193,-0.583349055339486,-0.817866142892941,-0.288432230380326,-0.414121764902973,-0.625401723399049,-0.535776143204405,0.0990471512039367,-0.809862113376299,0.168410884719253,0.0910611869660546,0.392034389470304,0.658617566685783,1.56609204711737,1.07986930910711,-0.596860417432148,-0.408433409133083,-0.999246427423687,-0.0773011858313945,-0.273317539354379,-0.283770056748775,0.0879632984603403,0.117227051776948,-0.519043588012973,0.591012284702399,-0.65785223996834,-0.333451197827197,-0.277982917921816,-0.281525671570539,-0.753134980807733,1.36127611975869,0.575723846625826,-1.14846061281423,-0.5846559065138,-0.0189335283305367,-0.486017603922094,-0.462683321062311,0.483608450583012,-0.434251288693234,0.070539993103499,0.488971304796935,-1.54495623663026,-0.576487917101933,-1.81739338542174,0.0737134075393604,-0.0575718030636652,-0.466110355131722,-0.386923373051379,-0.0672087235136447,-1.05283715005545,0.194831197061599,-0.214250085498775,0.459177067355441,-1.06075679091108,0.151080784575159,-0.697944771435023,-0.828167882249833,-0.812046211496869,-1.69898807351611,-0.46436908309156,0.416898988424676,-1.42914565232271,1.50483195848674,0.348091504529521,-0.137638774999735,0.851340621108986,0.14342814333981,-0.0793703725447389,-0.6817092461081,-1.4302499962435,-0.654596521681543,0.316532415855266,-0.742357871036288,-1.20184711237356,-0.433324356341058,-0.462869100038781,-1.45005925710848,-0.74883204045968,0.402971887231228,-1.41621313312874,-0.515834717709978,-0.513619838395493,-0.0882512384130681,-0.0636270521673268,0.426581458860749,-0.311822263235042,-0.396318516754861,-0.162666532117075,-0.391406124847305,-0.579173706453171,-0.302805309310669,0.00369610070699136,-0.379518486680492,-0.245395487037668,-0.542472108274024,-0.484896095922587,-0.0360434642886836,-0.362417226428585,-0.972126144984903,-1.09221837777497,-0.982433734698586,-0.595325135259462,0.871840650283591,0.248649259446592,0.0244588835259584,-0.325725687460083,-1.79191247023685,-0.664459972761862,0.352738245545008,-0.296544049853624,0.99129084865618,-0.875740883003029,-0.495279642395854,0.552314756201379,-0.711401534158863,0.418863004781478,1.43305173394549,1.08977507693077,0.242175010184235,-0.662291777164572,-0.762509366048101,0.0744798923753183,-0.394896972907384,-0.213347156543913,-0.290987647934587,-0.530161519451386,0.455846857476466,-1.55368530860803,-0.412750452659322,1.35954939626359,-0.358698285844378,-0.407862213371489
