"","NTHI_RS00025","NTHI_RS00095","NTHI_RS00615","NTHI_RS00660","NTHI_RS00780","NTHI_RS00840","NTHI_RS00850","NTHI_RS01010","NTHI_RS01035","NTHI_RS01175","NTHI_RS01435","NTHI_RS01485","NTHI_RS01585","NTHI_RS01640","NTHI_RS01850","NTHI_RS01855","NTHI_RS09530","NTHI_RS02330","NTHI_RS02630","NTHI_RS02780","NTHI_RS09555","NTHI_RS03010","NTHI_RS03525","NTHI_RS03620","NTHI_RS03685","NTHI_RS03740","NTHI_RS03970","NTHI_RS09595","NTHI_RS09610","NTHI_RS04860","NTHI_RS09630","NTHI_RS04990","NTHI_RS05265","NTHI_RS05365","NTHI_RS09515","NTHI_RS05580","NTHI_RS05675","NTHI_RS05680","NTHI_RS09645","NTHI_RS05775","NTHI_RS05880","NTHI_RS06085","NTHI_RS06180","NTHI_RS06250","NTHI_RS06285","NTHI_RS06350","NTHI_RS09660","NTHI_RS06575","NTHI_RS06705","NTHI_RS06710","NTHI_RS06715","NTHI_RS06720","NTHI_RS06725","NTHI_RS07140","NTHI_RS07145","NTHI_RS09715","NTHI_RS07615","NTHI_RS07625","NTHI_RS07705","NTHI_RS07715","NTHI_RS07745","NTHI_RS09720","NTHI_RS07850","NTHI_RS08020","NTHI_RS08065","NTHI_RS08070","NTHI_RS08075","NTHI_RS08115","NTHI_RS09755","NTHI_RS08335","NTHI_RS08595","NTHI_RS08600","NTHI_RS08730","NTHI_RS08760","NTHI_RS08775","NTHI_RS08845","NTHI_RS09365"
"HINF_As_1 (GE) - TPM",0.00771437158654432,1.09622806698888,-0.174077655955698,-0.179756436515026,-0.247867894156365,1.20900392009893,0.125443025862776,0.352555230559588,1.39183012586746,2.20398393979237,0.338772612324716,-0.174077655955698,0.669479066058625,-0.626448013203732,1.39079533689357,1.30893414073822,2.00560034328927,0.934412623691228,-0.456985712742503,1.64462049606026,3.03738022676288,0.191585480510042,1.58666751864417,1.37921193614025,1.66110429332418,-0.11511099928301,0.0150869969467472,1.29151560724942,0.551418397678597,0.683480954801696,0.60595997791321,2.17158907933729,1.34557485884369,1.05123953756048,-0.794596328474726,0.0338768817498058,-1.80535282304062,0.152345701968751,1.59583777678626,0.808587284260559,2.40655939975397,0.118279423115405,0.607017028521108,1.43607058728214,1.30950562350923,0.171105005940756,0.601132120609802,-0.0923035117973207,0.0963350232829999,0.0994785792002414,0.26101281544096,0.0234523027095102,0.0987577503991837,-0.0653375322308532,-0.212678436412289,-0.640663658468992,-0.00683020495242907,-0.48819487517596,0.646599003216238,0.924698166151316,-0.435774324759105,-0.585442480857321,0.98124170531434,-0.174077655955698,1.49949836105905,-0.675537475811646,2.00653111090172,0.610255965159662,-0.174077655955698,0.438485353754932,-0.174077655955698,-0.356601334435104,-0.297604716719772,0.824558763911791,0.0722756640123605,0.247035902222703,-0.589674699700988
"HINF_As_2 (GE) - TPM",-0.210101006309911,1.15826595282913,-0.174077655955698,-0.179756436515026,-0.247867894156365,-0.422000516754652,0.0926789944873612,0.430963301811011,0.643887096596811,1.28004163508603,0.86298373772934,-0.174077655955698,0.902048097017398,-0.766079136801013,1.13692461705967,0.897141599058764,-0.0866245732470092,1.08900539196978,-0.243478573303464,0.882654488609765,1.36084024110878,0.813473016877478,2.8549181647703,0.616724235034036,-0.286105546390024,-0.363099794482859,-0.114663006628127,0.755519565014175,0.601017480218262,-0.148248856912092,0.383271865225057,1.79347779714815,0.370817169930694,1.04340090838312,-0.794596328474726,0.046710689378811,-0.121572342427013,-0.379708292797372,1.31995598350568,1.50811874774945,1.04292837848634,0.42978781377951,1.06922147545941,-0.745726298327414,1.12964432908518,0.00810858156408755,1.2006673485161,0.537423420762595,-0.0721125212305011,0.124955545042951,0.401017332673657,0.111416860968768,0.0130490365707834,-0.995828623329392,-1.6520354771974,-0.819379582799478,0.812329039201147,-0.197438708238988,0.464526725695553,0.757482982122785,0.540195140483681,0.231221669747781,1.23230558406368,-0.174077655955698,-0.738327682452427,1.59495111069975,-0.144774469243111,1.07247318832553,5.57048499058233,-0.109350604184738,-0.174077655955698,-0.356601334435104,-0.0380379145122965,-0.409078961464876,2.018497134658,0.687231279041821,-0.786611709204921
"HINF_As_3 (GE) - TPM",0.498354784076915,0.86093658097743,-0.174077655955698,-0.165517709407522,-0.247867894156365,0.875309000595915,0.244877246607998,0.521038821711184,1.42934936301438,1.07999557750626,1.25194266957308,-0.174077655955698,0.157899554677633,-0.151792862260977,0.3068291919865,1.04995834467762,-0.2637165167019,1.58359696772119,0.78144756063204,-0.478700775868499,0.395071595782517,1.96109807131892,2.60382517160339,-0.999031855722294,-0.286105546390024,-0.185248105607212,0.752509740643511,2.71180689393983,1.42412636338729,1.28307465573151,1.51136282708743,-0.290667980271592,0.760234542488886,1.05818814043072,-0.298909891594452,0.945565611723362,1.62429613722305,-0.279118131410309,2.7847819650805,0.727013753660028,0.992009551378234,1.21379538308855,-0.0261368375224885,0.389229141025237,1.33939606253633,-0.497337867702286,0.661643387196039,0.288656913353197,-0.149799065949782,0.0819083147325884,0.536447754128397,0.914429159861138,0.39220628942261,0.232910892150145,-0.237177821344277,1.20163051533933,1.30037177204209,0.137675308793288,0.650227086805415,0.108817335486373,-0.960806910791164,1.5226942708127,0.480994535214751,-0.174077655955698,0.457955338073786,1.81055845886431,-0.326867170453213,-0.674488345700337,-0.174077655955698,1.75875101665475,-0.174077655955698,-0.356601334435104,1.55893330489456,0.668823178896181,1.25271769972963,1.84469769591463,0.129239880433434
"HINF_Ctrl_1 (GE) - TPM",-0.741467914866769,-0.618287266489579,-0.174077655955698,5.56999600016096,4.37777455674253,-1.05860065700858,-0.26610463203102,0.456676378481588,-0.202068480032152,0.298008262305346,-0.40600783311057,-0.174077655955698,-0.395421327986412,-0.0555530572387241,-0.414283372670432,-0.592532678390797,-1.19627129919069,-1.50415535910022,0.39289759740123,-0.602581973850394,-0.83544259039711,-0.0543048759307916,-0.2761886192524,-0.305358303592062,-0.286105546390024,0.0498665298770467,0.933352837665176,-0.262923619802788,-0.784681533647387,-1.12432419581816,-0.798377936405412,-0.176304304109747,0.932345559269869,-0.642270708292551,1.26894551005528,-0.88011327829819,-0.615154564194494,0.708332881722493,0.653482647361168,0.366000767967834,-0.804595276359409,-0.00213929125147271,-0.790531199542746,-1.40126878442311,-0.00252822648659094,-1.29331323961915,-1.25365686826318,-0.756432880271251,-0.0973464250765515,-0.0468493086466211,0.0290921636236824,0.0381979492810901,-0.0560699807955004,-0.996176234267324,-0.0159104361030972,-0.57617668683783,-1.25187065629816,1.0066012113266,1.19191376141847,0.259363309660665,0.0862741346556962,-0.883363367992732,0.539093988508319,-0.174077655955698,-1.63480325594167,-0.577780239205477,-1.28575562119486,-0.851746412723796,-0.174077655955698,-0.171862023266093,-0.174077655955698,-0.356601334435104,0.849954267399782,-0.409078961464876,-0.354546414007958,0.164997731767763,-1.21489185497535
"HINF_Ctrl_2 (GE) - TPM",-0.318401669645847,-1.310698233271,-0.174077655955698,-0.179756436515026,-0.247867894156365,-1.13131429832568,-0.563861673215009,-0.317350215040882,-0.838232037212349,-0.866484987011385,-1.46547935909582,-0.174077655955698,-0.531960699617281,-0.185579265289198,-1.34405389740141,-0.859558938102326,-0.519877778593937,-1.02776314380654,0.594242826453619,-0.755250998131554,-0.83544259039711,-0.346905026539803,-0.52425597274101,-0.982090304620926,4.65005778765033,0.54725217043727,-2.42850861891919,-0.40692738837023,-0.153124137320129,-0.717706298281706,0.7771131372473,-0.0677246629038108,-0.385383717896149,-0.633809514209246,0.643513691731765,-1.06054469750275,0.57272844588592,1.10710469143911,0.519611192184844,-1.62818785883176,-1.29997626583056,-0.879578393548843,2.18427214289112,-0.202496202348816,-1.33064984989751,-0.484416048296747,0.456116634971827,1.92723092125869,-0.326085461808962,-0.188878733914903,-0.230105879223291,-0.0883890497686538,0.017253197575044,-0.498221744225136,-0.283750460561825,-0.350094776899418,-1.4882123232615,1.07335397383022,-0.846682704701095,-0.260347086940262,-0.734416446035172,0.895617148195718,-0.177531140995263,-0.174077655955698,-1.19853524166454,-0.660540004708786,-1.28575562119486,-1.23089984763395,-0.174077655955698,1.59635706657735,-0.174077655955698,-0.356601334435104,-1.47183426175283,2.71818406789612,0.949033443546577,-0.0395810889498292,0.156611630811281
"HINF_Ctrl_3 (GE) - TPM",-0.705991163165548,-0.520361263689277,-0.174077655955698,-0.160799316874566,-0.247867894156365,-1.6478368024758,-0.610047841721968,0.0223190241423359,-0.994756946715934,-1.27542335945257,-1.12942724807084,-0.174077655955698,-1.27371240904498,-0.25210077634637,-1.72777351013342,-1.22721885709907,-1.19627129919069,-1.42921867087453,0.00319253154603166,-0.134268886465213,0.802836199357925,-0.607113675164378,-0.568138498776437,-0.840808972649875,-0.286105546390024,0.234502823900545,-0.0277371102016735,-0.562331184728923,0.236342864923261,-1.11318780864691,-1.42287205666507,-0.315832298726152,0.146106550311631,-0.850958513309508,-0.794596328474726,-0.958125679964882,-0.80415282915743,0.629673714907518,-0.788158642444694,-1.22493862439196,-1.07859592751685,-0.88911046202112,0.507306571732545,0.0657025935468905,-1.25851469796009,-0.224307425513446,0.707871972130263,0.197134700328324,-0.162713829197711,-0.127184812379195,0.0287749457214676,-0.0466080870917107,-0.0110730810704092,-0.0505238150318214,-1.4427344201781,-0.508959371398353,-1.89453341692305,1.05607648077509,0.0207609743896348,-0.529959169684468,0.105412707159908,-0.461885603276854,-0.337539991733044,-0.174077655955698,-0.103223556653205,-0.0019906036122769,-0.32827380599363,-0.455082748881456,-0.174077655955698,0.691123556025122,-0.174077655955698,-0.356601334435104,-1.34680990587896,1.02601559463627,-0.947305696115068,-0.0371244329588841,0.765768006860761
"HINF_Li_1 (GE) - TPM",-0.431665633478856,-0.359117712622526,-0.174077655955698,-0.179756436515026,-0.247867894156365,-1.05738109338163,-0.0165946112978966,0.382756495952564,-0.608197096083456,-0.7884242163123,-0.292863313103486,-0.174077655955698,0.14878051991465,-0.575466147007597,-0.847357329403866,-0.867497805683125,1.71885338288819,-1.53439488662435,-0.748702000683592,-0.793585874030277,-0.0661360908044121,-1.12362115631092,0.507896524651004,0.267160673645643,-0.286105546390024,-0.62080192034352,0.251806497272069,-0.566040568351145,-0.611416437352938,-0.0899293113571905,-1.12290708640097,-0.138829578392657,1.31985109064237,-0.871713820223035,-0.174798846220399,-0.104659957694009,-0.187534974679469,-0.152424168271207,-0.128414023516824,-0.770778555722821,-1.33654805743705,-0.606573099631249,0.315386979816943,-0.712405190021825,-1.02454395367241,-0.470407050219286,-0.885217285017244,0.170073121285597,2.53400071431703,2.37384509393012,2.50709060469046,1.79074764057395,1.88924243945373,-0.819608391439009,-1.6520354771974,-0.104311564446915,-0.0482490844026692,0.362029819521169,0.482860469442602,-0.22986503448424,-0.510390078080309,-1.34205335892469,-0.456733354001808,-0.174077655955698,-1.49445712531974,-1.04463498700759,0.212965656086554,-0.761779837936402,-0.174077655955698,0.0610632351231846,-0.174077655955698,-0.356601334435104,-0.231177407385875,-0.409078961464876,-0.408261383800727,-0.0494275122836349,-1.05143899547381
"HINF_Li_2 (GE) - TPM",-0.787412802226828,-0.490741480645328,-0.174077655955698,-0.161223695944683,-0.247867894156365,-1.01527394818843,4.03649840803448,2.37826451023805,-0.35549107872244,-0.285676392417476,0.676619034455937,-0.174077655955698,0.833940328771749,-0.309174426476771,-1.1014485731473,-0.639229499510124,-0.589377310872741,-1.26384259572452,-0.786202439865298,-0.617432361025779,0.766161253216465,-0.585719021855469,1.06226004721307,0.198436539052316,-0.286105546390024,-0.278255306021246,-0.934799227570536,0.45896298182546,-1.93676754585562,0.194222549746627,-0.0541555520685302,0.344756523642729,0.738904588707125,-0.610594804048639,-0.794596328474726,0.641921529586313,0.723286659064326,-1.19013175503719,-1.42915840611878,-0.0337642520388656,-0.732908884018694,1.57910824124043,-1.11127390698997,-0.6842031017103,1.02905504468657,-0.571061857741442,0.472198910956775,-1.1740174045443,3.26693654943562,3.36221130348505,3.49432873507016,3.06381290399211,2.85744679686575,-1.18759671976037,-0.62895753485345,0.918557572505,0.0551223860766906,0.535403345736072,1.20533893915744,0.277715326093909,-0.459986377735457,-0.48158927179787,-0.0068805778432037,-0.174077655955698,-0.734031373835831,-0.772173845481456,-0.973739830945805,-0.274562265220731,-0.174077655955698,-1.18993875177749,5.57048499058233,-0.356601334435104,1.11931979771289,-0.409078961464876,-0.762464574111087,0.773264304777203,-0.822207354907823
"HINF_Li_3 (GE) - TPM",-0.370399505464461,-0.358430334124506,-0.174077655955698,-0.179756436515026,-0.247867894156365,-1.18735458503454,3.06359905505529,1.33935602207701,-0.196672247090253,-0.622558799010037,0.425108953980547,-0.174077655955698,0.673097015586599,-0.2955664590755,-0.96739619479383,-0.399054619534207,-0.347358699160017,-1.32017944893764,-0.386403094194262,-0.370175160842743,0.284705005176442,-0.164072444998039,0.326399611497045,0.233162841792215,-0.286105546390024,0.167344480712628,1.43176536738121,0.742553319146687,-0.178929021479667,-0.241201557585052,-1.1933883951076,0.425915393920672,2.04871753203456,-0.744601753224705,-0.794596328474726,1.01848406804392,-0.431320155008749,-0.00636170791770275,-1.61341026606306,-0.99870145994396,-1.23240180448914,0.726663903582478,-0.367364067389692,-0.899759373180423,0.125831151989083,-0.494502864068049,-1.25365686826318,-0.55377269231997,3.03502860418776,3.17862045449665,2.51627330038271,2.85738352177269,3.36144486953776,-1.48940732567776,-1.07961012866461,-0.603481154474683,0.969004450043306,0.509170207041077,1.31467295103764,0.448104385613709,-0.656233561191216,-0.940852699178544,0.547670525771948,-0.174077655955698,2.34079553756527,-1.40610707264989,0.023570923550642,-0.751875169406775,-0.174077655955698,-1.21788295506741,-0.174077655955698,-0.356601334435104,1.14865797599304,-0.409078961464876,-0.775864776802572,0.809083822902657,-0.305282888901079
"HINF_Mig_1 (GE) - TPM",1.81983774328532,-1.37550016407288,-0.174077655955698,-0.179756436515026,-0.247867894156365,0.646290316985185,-0.858276193756445,-0.662459554494548,-1.47933020244977,-2.13409480054415,-0.452990390621788,-0.174077655955698,-0.399338974606089,1.36749112628683,-1.28803998053396,-1.23453345759481,-0.64313700850515,0.530734556247909,0.177535858733791,-1.2785982671989,-0.83544259039711,-0.57999765279891,-0.138089811805054,0.449933775956529,-0.286105546390024,-0.664242608183721,0.17530035089549,-1.42778537222118,0.845273486510905,-0.921676860602184,0.624414301985788,0.483226688855859,0.220758846892687,-1.58575746121748,-0.206574754049413,-1.55103810147587,0.543533590912947,-0.48882761770089,-0.366183306102747,-0.0281850934624071,-0.69828003644943,1.08368529554755,0.722305851911948,-0.0941752035552324,-1.47991790161653,-0.467295106691653,-0.55455617840849,-1.99968142205786,-0.209852114287836,-0.241252390789234,-0.558222350049235,-0.713828299897403,-0.298120827290589,-0.249121376794855,-0.160112331101974,0.756557122986641,-1.28076363931091,1.09237524087875,0.0397286074488067,-1.14105849786934,1.67976271605762,0.487846322713502,-1.71705165044049,-0.174077655955698,0.712848651236885,0.0299481456859131,1.27363651202138,-0.106005247362421,-0.174077655955698,-0.157086760017493,-0.174077655955698,-0.356601334435104,0.125432119578904,-0.409078961464876,1.10433798326081,-1.92744129223449,-0.00339844271566608
