"","NMC_RS00120","NMC_RS00260","NMC_RS00280","NMC_RS00390","NMC_RS00435","NMC_RS11570","NMC_RS00850","NMC_RS01165","NMC_RS01485","NMC_RS02100","NMC_RS02585","NMC_RS03765","NMC_RS03825","NMC_RS03950","NMC_RS03955","NMC_RS03960","NMC_RS12160","NMC_RS04380","NMC_RS04385","NMC_RS04390","NMC_RS05200","NMC_RS05210","NMC_RS05350","NMC_RS05710","NMC_RS05765","NMC_RS05770","NMC_RS05775","NMC_RS05780","NMC_RS05785","NMC_RS05965","NMC_RS06500","NMC_RS06505","NMC_RS06935","NMC_RS12625","NMC_RS07605","NMC_RS07970","NMC_RS08185","NMC_RS08615","NMC_RS08690","NMC_RS08785","NMC_RS08920","NMC_RS09220","NMC_RS09250","NMC_RS09390","NMC_RS09590","NMC_RS09710","NMC_RS10300","NMC_RS10720","NMC_RS10820","NMC_RS10830","NMC_RS10835","NMC_RS13390","NMC_RS11175"
"NMEN_Oxs_3 (GE) - TPM",0.297626329959239,-0.439830364367963,-0.779265056576762,0.0244662767976304,-0.227388879182006,-0.427683461018313,-0.168206115063736,-0.94941248775647,-0.66658629823217,-0.152814876014128,0.167872937981905,-1.03822742070504,-0.58992051276993,-0.51390905682539,-0.0564690557617725,-0.118102487950128,-0.288438404781369,-0.714291410277871,-0.80941202006596,-0.84302321999065,-0.44251236852931,-0.716227028933289,-1.01868025957453,0.105063582459575,-0.519416738209682,-0.503634179058823,-0.574639394788035,-0.608384284821752,-0.757964563033045,-0.750417157663002,-0.560430349192747,-0.481610176333346,-1.16655274894915,-0.579672610356693,-1.29338859798032,-0.764281411025873,-0.783527341285136,-0.807806051473488,-0.994272043888373,-0.793193185319204,-0.74308724141901,-0.352708904085607,0.103553788212362,-1.03721515547233,-1.06396857471622,-0.531163337872507,-0.263203332366574,0.4611288093389,-0.942524981316078,-0.607334593371696,0.0789751797833714,-0.743628543369467,-0.0659279521208254
"NMEN_Sp_1 (GE) - TPM",-0.747262319762734,0.514968187522131,-0.204406132114235,-0.124457274242506,-0.227388879182006,2.03114307220181,0.375225853799235,-0.797887547318541,0.0634129519903099,-0.277605471985221,-0.270284281137096,-0.758226875242701,-1.18407604127989,-1.13680455778775,-1.18389902340795,-1.18958579217664,-0.288438404781369,-0.506336134716938,-0.787868506057088,-0.646160702633287,-0.685993280197836,-0.967588017635715,-0.205206549111276,-0.114940190836489,-0.56805626729916,-0.585600187723131,-0.660133436748274,-0.65791167245439,-0.670100698355856,-0.0411281493758233,-0.480300055047483,-0.319833615863431,0.505173442554815,0.42156025523347,-0.187492870463697,0.904880489731004,-0.803920099656443,-0.38506602774687,-1.03285808194007,-0.512735514032103,0.105358757926218,0.301410733145377,0.152457749651807,-0.503429792612426,-0.678368341186537,-0.535512590969969,-0.589007740715932,-0.867129216175449,-0.297046065157367,-1.13108136448625,-0.373822422070796,-0.542798229168699,-0.604122586663269
"NMEN_Sp_2 (GE) - TPM",-0.2653045795328,0.787871121713687,-1.22253612538257,0.389504539523444,-0.227388879182006,-0.427683461018313,1.12620083459734,-0.735437467924309,-0.588244167380527,-0.557160679042019,0.584962035007775,-0.634908115211267,-1.20757007186114,-1.15720536129587,-1.17608141763425,-0.956300291816207,-0.288438404781369,-0.803874997659728,-0.773036553467395,-1.00096767633814,-0.718809959932072,-0.970184006868431,0.769108301032402,0.848404800130346,-0.553971757201229,-0.550855133218444,-0.591287944628005,-0.707713533814516,-0.609851036657014,0.533426493751117,-0.633633584905311,-0.846247877545235,0.592821784745145,-1.86068623762334,0.196552532546513,-0.0793462715197476,-0.802347545836805,-0.481749896952712,-0.881856193607885,-0.732446853803896,-1.02606098365289,0.228409760074163,-0.312251141854794,0.617178617269368,-1.02944834463925,-0.0210204095386219,-0.338749155592346,1.22808223855525,-0.300026255932514,0.293660377960303,-0.616555192361929,-0.6656492246815,-0.838139312661193
"NMEN_Sp_3 (GE) - TPM",-0.629090851233894,1.18641033461126,0.114381265198453,0.875644469635691,-0.227388879182006,-0.427683461018313,0.866211120198224,-0.797439637964448,0.422469901772587,-0.569694296094214,1.06424033442238,-1.11056649226154,-1.2401187672963,-1.108663903039,-0.833839943419039,-0.969435472620037,-0.288438404781369,-0.621649896960791,-0.620349103135326,-0.818466915750884,-0.718809959932072,-0.952860133411723,0.405478430403168,0.0799310274772931,-0.506931216620393,-0.594066677176717,-0.609615026898437,-0.720840334521686,-0.691657582508793,1.12888944845781,-0.4924318693015,-0.707356539817552,0.184086690742837,-0.0243275690765012,0.389059378269612,-0.28260738060138,-0.742832183473444,-0.391191099042079,-1.03144193014603,-0.454438805970926,-0.407698542280802,0.441734339331753,-0.751871080618402,-0.0942442964022182,0.6108647520148,-0.0831406009151729,0.132720007814185,0.860855051067533,0.855115476178067,-0.333748789929891,-0.429347593276725,0.33147185996169,-1.04885753147861
"NMEN_Tm_1 (GE) - TPM",-0.155015752038589,-0.222904013499345,0.841906825568703,-0.324201955613005,-0.227388879182006,-0.427683461018313,0.199849629515336,-0.549549535641558,-0.102702113026285,0.543479929541824,0.0864964839980585,-0.00296654545451766,-0.26899337114686,-0.95860808886168,-0.460238295248753,-0.156043502363194,-0.288438404781369,-0.381951389130998,-0.397325061237487,-0.263731933414193,-0.448687749060334,-0.841984824822467,-0.426392490960591,0.785930990629578,-0.284904617956034,-0.434112544960146,-0.455101259554779,-0.525433613561638,0.0332926875559661,0.555650349659071,-0.323148246550035,0.378916112489771,-0.239501630906931,-0.0864778763511345,0.362839407103754,0.44420397869057,-0.0128858809161786,0.723357771407655,-0.220873679490856,1.24045373809808,0.00742102824543796,0.33557692413621,0.0125766789047808,-0.727760031852026,-0.0811568951535807,0.394154377652319,0.959416085822554,-1.03562591101516,0.490965045550379,-0.0347356609130386,0.0863397660235148,0.938647924800729,0.0878983997606174
"NMEN_Tm_2 (GE) - TPM",0.56197372285682,-0.793897129187824,-0.2685737078547,-0.348443022059774,-0.227388879182006,-0.427683461018313,-0.101832732255262,-0.474254494755785,-0.44027576957851,-0.549087364342214,-0.404435863725957,1.08739344912889,-0.264100684720178,-0.932375708291079,-0.731424903619904,-0.413836629803699,-0.288438404781369,-0.502021359189894,-0.256578563433131,-0.283225810565887,0.0793429851861756,-0.631001512284875,-0.634868585403825,-0.370566900846496,-0.423105833376121,-0.465914661184716,-0.552190668486784,-0.456359669246186,-0.104516153099634,0.16512351437827,-0.407051797785567,-0.0677227564104761,0.0529402940312481,0.452138845060177,-0.775184182587068,-0.245319674320105,-0.460175308211746,0.38816495007361,-0.548035432460075,0.268079207578175,-0.613183917390438,0.391572662561967,-0.252096292564125,-0.478656891946586,0.251167692044794,0.578036595872075,0.611423709627468,-0.306243448085029,-0.177163023487559,-0.409410312649889,-0.22475717183409,-0.533780178013725,-0.0870881450907736
"NMEN_Tm_3 (GE) - TPM",0.305597618246759,-0.613732403132565,0.749522302926712,-0.0244436837331308,-0.227388879182006,0.518277863650985,0.912694661558131,-0.336501363489065,-0.556709545519172,0.152532932840959,-0.599356407338717,1.29265380860098,-0.366054826230109,-0.868448436734609,-0.414279258006084,-0.296442768970746,-0.288438404781369,-0.361721564127852,-0.464414341999784,-0.633554980976286,-0.516805893886861,-0.795916533026139,-0.847680132246327,0.00969358821355245,-0.304685958556601,-0.424274134110985,-0.485992261369015,-0.32252455198719,-0.212709202556384,0.906616819294309,-0.189855998278886,0.214096664868421,-0.167107856128089,0.422184842409823,0.0140247760964895,0.456969961083625,-0.0879792551643818,0.618398465432948,-0.400223499092642,0.274022785279449,0.107969583531774,0.279256850126344,-0.284400176806555,-0.345484833709291,0.383978567146714,0.419037123582457,0.722301026627629,-0.735022917479239,1.70092127443295,-0.548682420875575,-0.517405503914357,1.11461780717735,-0.235157734021057
"NMEN_Vic_1 (GE) - TPM",1.03283336293349,0.459709157097777,0.121923007625702,0.196058067140599,-0.227388879182006,-0.427683461018313,-0.985046736242385,0.669156446192658,1.0726713695986,0.647515158355392,0.299543474080128,-0.285049948759428,1.37180597712452,1.78796286084811,1.37038466057674,1.58479483937537,-0.288438404781369,0.972187527324844,1.30751649779407,0.681602249021595,0.291831886643643,0.523914122153241,0.34975122184181,0.758544544287732,0.596113502438268,0.614727621852283,1.03158309383884,1.00308993179591,0.56347123487183,-0.0322889750702052,0.0237784828708129,0.253619568148292,-0.480495744429778,0.225911890770669,-0.517782119543956,-0.0547125523664804,0.593190882977956,0.836834934986394,1.16121487247518,0.675899653948308,-0.527953137492594,-0.0509573023925313,1.68726052776446,0.519164533487433,0.15374981609129,0.404054472889324,0.168501594671695,-0.0162514509848172,-0.920381087861835,1.64210371710322,1.28253958627925,2.34678549019901,0.799201396500155
"NMEN_Vic_2 (GE) - TPM",1.33661191979563,0.271226232904975,-0.983336775788188,0.105373680321877,-0.227388879182006,-0.427683461018313,-0.824683647431241,0.569016417471252,0.616277333258456,0.199396171250811,0.0146621071351195,-0.542476544452021,0.576701938807007,1.05154036595772,0.673722601559829,1.03766210958653,-0.288438404781369,0.6541266403166,0.562306451239391,0.117406842193576,0.850237528263967,0.667196595365802,0.931150278463879,0.7561407188248,0.150289830285599,0.384689141991443,1.27392876605719,1.14939897392312,0.31250093611335,-0.2021643376544,-0.179297211922518,-0.122750941120883,-0.0581530243078066,1.07715748317477,0.886039025989173,-0.477707994686642,1.19144098876521,0.858432720498149,1.04078368204414,1.73685098396218,-0.657312375878078,-0.325323673546813,0.62612769004966,-0.914113848851089,-0.997963027118864,0.368223390200784,0.407794693424981,-0.469964110528604,0.948524927743836,1.00329622731566,1.06607025918099,1.87846044949192,1.3697000148652
"NMEN_Vic_3 (GE) - TPM",0.459296268314713,0.326743125347521,-0.884023584615445,0.381360208630321,-0.227388879182006,-0.427683461018313,-0.348040317144059,0.602135785065287,0.906862008731593,0.403155319202545,0.404013085581307,0.65238633887051,0.572823805493707,0.783273856776252,0.318101746492828,1.04760681830545,-0.288438404781369,0.808349100248549,0.851554959435529,0.246398713324424,0.980435364257779,0.530302621312564,-0.609016893159988,0.457656548560293,0.157224802600291,0.120674601416268,0.483811860359514,0.383010048116357,0.657049972833269,1.06694681461414,-0.0556598133862613,0.26644659734547,0.591421448144598,-0.0426160864975007,0.145420513071357,0.178462518938108,0.670215454240378,0.514353693554387,0.664363863343719,0.712006502814173,-0.221674119038254,0.0068894029785866,0.833763032558859,-0.164498234875295,1.28844578613785,0.667116260673423,0.362382220847204,-1.16402696844147,-0.509135362825862,-0.379083774274046,0.732842286224022,-0.210537885676684,0.710280724463198
