"","YPK_0016","YPK_0114","YPK_0258","YPK_0259","YPK_0260","YPK_0261","YPK_0373","YPK_0375","YPK_0421","YPK_0614","YPK_0615","YPK_0782","YPK_0783","YPK_0784","YPK_0785","YPK_0850","YPK_1116","YPK_1117","YPK_1118","YPK_1119","YPK_1195","YPK_1275","YPK_1276","YPK_1277","YPK_1278","YPK_1279","YPK_1280","YPK_1281","YPK_1282","YPK_1408","YPK_1409","YPK_1410","YPK_1411","YPK_1412","YPK_1413","YPK_1429","YPK_1445","YPK_1446","YPK_1602","YPK_1634","YPK_1635","YPK_1636","YPK_1637","YPK_1674","YPK_1795","YPK_1887","YPK_1922","YPK_1924","YPK_2132","YPK_2133","YPK_2134","YPK_2143","YPK_2144","YPK_2374","YPK_2375","YPK_2376","YPK_2444","YPK_2445","YPK_2519","YPK_2535","YPK_2629","YPK_2687","YPK_2733","YPK_2743","YPK_2744","YPK_2848","YPK_2849","YPK_2850","YPK_2851","YPK_2855","YPK_2976","YPK_2996","YPK_2997","YPK_2998","YPK_3108","YPK_3109","YPK_3267","YPK_3271","YPK_3341","YPK_3342","YPK_3356","YPK_3375","YPK_3388","YPK_3389","YPK_3390","YPK_3391","YPK_3434","YPK_3435","YPK_3436","YPK_3437","YPK_3442","YPK_3457","YPK_RS17470","YPK_3599","YPK_3600","YPK_3851","YPK_3860","YPK_3920","YPK_3948","YPK_4007","YPK_4078","YPK_4080","YPK_4081","YPK_4125","YPK_4237","YPK_4238","YPK_4239","YPK_4240"
"YPSTB_Li_2..GE....TPM",-0.543380420238544,-0.242006208106996,-0.299850602246976,-0.313645812156569,-0.287561006620356,-0.395505983743152,-0.0608103504637207,0.264777636420387,-0.279211375449857,1.27154690823272,1.25422017893946,2.04554532576982,1.50679516796747,1.57336188392341,1.33064087872094,0.274317277952953,1.30598546511454,0.87878933859063,1.18126390546095,1.58354087943649,-0.0162062337155662,1.31914396989704,0.734732850749351,0.486875210423169,0.667024544650841,0.828930369630535,-0.0410580894461959,-0.584755458576463,-0.569610032858479,-0.420877032445217,-0.442440539979917,-0.405552346785862,-0.458625426569476,-0.64427037673666,-0.577872341280772,-0.559837984577761,0.042275685541516,-0.0968928216324847,-0.303989245890927,1.34202272320686,1.56602589143283,1.14441490927525,0.792389878128702,-0.319196301152166,-0.655913740780209,-0.480932290776392,1.05211272897998,2.29953800058169,0.354393033419449,-0.337491149852504,-0.415517815168925,-0.428753080823927,-0.368222076398727,-0.396644461685036,-0.26331156763957,-0.253024582310423,-0.685642108344858,-0.432835089332834,-0.0754763289836195,0.393438514741329,-0.464993221530973,-0.0581966749340127,-0.137613749186405,-0.346164331580597,-0.380483691536083,-0.290543961557489,0.194737188997692,0.0914450233486065,-0.289826128491295,-0.434568500546609,-0.389155701926978,1.70237847625042,1.73999986466714,1.2561635568603,-0.127327473735563,-0.1633580860096,0.202304612380437,-0.568270861965535,-0.250957622851428,-0.0428069443699166,0.47505927314175,0.146510022350539,-0.683633169074129,-0.548999726559936,-0.566886379604583,-0.645735474885916,-0.468939723346033,-0.495309297896428,-0.491471254976748,-0.422537005345187,-0.465874699010506,1.581142083066,1.36841802303556,1.37430602655206,-0.00195243962177672,0.0714470451693336,-0.352800876170121,1.77187866644447,-0.00828687959688891,0.699712338793322,-0.566950758919227,-0.283055205434141,-0.278299139087251,-0.303339728699035,-0.358331223531773,-0.304163839003999,-0.323594104134537,0.624637322416665
"YPSTB_Li_3..GE....TPM",-0.544832058544594,-0.268233385210395,-0.212789347523609,-0.258060184661972,-0.380702736635185,-0.384814183962662,-0.185049972281481,0.205436466571692,0.110825640864638,1.17731352302674,1.88805999028228,1.86198535812907,1.60661199085249,1.42482253238068,1.32339874294527,-0.103189475673606,0.873103933685801,0.640686660784838,1.27546458801532,1.60960415467444,0.139597562961549,1.08468743514339,0.692912369034098,0.541275935945978,0.690359426691718,0.455184333128649,-0.062169800942734,-0.49462794834561,-0.779096148841846,-0.399058053667881,-0.43096110500578,-0.41605275571474,-0.43990771180706,-0.735161788030754,-0.554865773404525,-0.55813711447674,0.110681681294758,-0.0370324125875747,-0.313697590763076,1.29074244094799,1.06060101979693,0.905103006158096,0.366823038144858,-0.249915487373924,-0.693184060343181,-0.338888249143872,1.02634378722853,1.21650405364328,0.140274395034845,-0.288382831573031,-0.382733224221255,-0.402393801398019,-0.238902625911726,-0.119027456743348,-0.193287325569399,-0.253318155709162,-0.260089896643832,0.0516822595299891,0.35982340405056,0.129307188003849,-0.468965714667066,-0.00875752384157309,-0.21768198453015,-0.352721683090119,-0.388738207320857,-0.325528702006864,-0.135197134779713,0.401422882018069,0.0437288688459111,-0.433023156761491,-0.360564034575473,1.20266386801175,1.65561126152791,1.15001152466893,-0.0437729468096689,0.194661571551067,0.0854800696120899,-0.606736981622516,-0.244477479574526,0.164833617076703,0.806455925441979,-0.188327715223618,-0.607674071085156,-0.465183641390877,-0.480810749639397,-0.529123613909454,-0.420146389201172,-0.490116244511529,-0.491400405637131,-0.424089669782688,-0.466515918614478,1.70474451364007,1.34726254447917,1.04826947693445,0.0297500034443392,0.285221312064638,-0.196443895013638,2.08312617900819,-0.026696297235552,0.779778334389468,-0.647885524973926,-0.276713132246884,-0.267917542742773,-0.329677149215068,-0.344879161732935,-0.331728061925957,-0.253659549136685,0.958060825922501
"YPSTB_Mig_1..GE....TPM",-0.375373190028684,-0.452669310821275,-0.371557503114214,-0.221247189532756,-0.346216795651206,-0.4471720154833,-0.348140202472851,-0.302144417307848,-0.564775406882046,-1.02635697737417,-0.573832550204597,-1.13317836235172,-0.678662730205477,-0.599963149399212,-0.377422706127526,-1.0993675627551,-0.66493350624091,-0.593823885589794,-0.718305698076253,-0.69160748017722,-0.438832337019292,-0.7311806845213,-0.680765160009986,-0.608286559150231,-0.555301949797735,-0.540513864002406,-0.784690849942256,-0.721254043118874,-1.2031408389878,-0.363979940905948,-0.442046028480619,-0.410091855437104,-0.477997385809263,-0.880702248566939,-0.551710718738967,-0.589978724553253,0.900093955636793,-0.862985054939553,-0.0260106274316737,-0.448206877246328,-0.647057079908549,-0.673120240760553,-0.771161310607314,0.070450309770248,-0.642379831641624,-0.168052362990404,-0.289024278114379,0.541604750527188,-0.498682667816824,-0.657431861219927,-0.656343098101964,-0.99159812242312,-0.498352396731712,-0.351500820436531,-0.33573734207807,-0.474796603041096,0.171106786719665,-0.351855161342571,-0.310502004457591,-1.0638795376384,-0.299416609004861,-0.705852969425736,-0.210189921792434,-0.330951000493916,-0.414336974836916,-2.22550235205775,-1.9048144241036,-1.29617100080985,-1.41886701816715,1.81756255009078,-0.302778312525866,-0.678684887825182,-0.619955011476645,-0.159422001078238,-0.408858715404464,-0.0062709334769037,-0.183547771859586,-0.734483935822504,-0.29124879766535,-0.899063012626875,-1.35826055331434,-0.731700737473951,-0.634522831049836,-0.554196345839588,-0.308495689467354,1.86927146972793,-0.404123375080849,-0.532821467133106,-0.510792079773014,-0.421660340970126,-0.408396854403552,-1.01508927257237,-0.9050403752337,-0.539730689051017,-0.600196315438929,-1.66335113711698,-0.58251653702629,0.327952574550887,0.797222645213451,-1.14283275995936,-1.04848960502976,-0.287813355981135,-0.310778397294044,-0.331095524623842,-0.360527878727604,-0.38253898429064,-0.257941533207882,-0.369368877427681
"YPSTB_Mig_2..GE....TPM",-0.271826400405574,-0.448549601482084,-0.363922116526098,-0.271176373765843,-0.408728222502861,-0.429583799495939,-0.273282452210668,-0.0878895086819832,-0.51125760246183,-0.905864992629625,-0.529025401827801,-1.12258779419661,-0.729354295685969,-0.533053511776525,-0.84344859714041,-1.10041121126017,-0.657547021306211,-0.559842792220381,-0.704552846224656,-0.712225502227015,-0.334571322465482,-0.7299984264324,-0.66653033830472,-0.670147020850784,-0.598861453225029,-0.571208162021082,-0.694187755190791,-0.660241294766198,-0.763386976977873,-0.377072699457336,-0.45548598112338,-0.392404536275146,-0.519818774252747,-0.834175704798849,-0.557087799764883,-0.572935293778661,1.06730941073582,-0.661514790563608,-0.0442584697009698,-0.51962227715257,-0.720509371530214,-0.646201793774283,-0.694628199476563,0.138938782332757,-0.678311142729492,-0.249018858539027,-0.276104847741123,0.737290116494777,-0.37824313142873,-0.547688625439772,-0.622449989938857,-0.845445451691006,-0.779180431704989,-0.28032340162384,-0.215235136163364,-0.462911055609392,0.342839545682584,-0.0394598096344698,-0.491427782614818,-1.02845720160674,-0.0345977102563272,-0.47004684405043,-0.228032407913464,-0.513369944413337,-0.306689371883769,-1.99167334119996,-1.76637749958936,-1.42516192122642,-1.18790339168654,2.24742126083493,-0.24089016005113,-0.657868351705156,-0.54359829626802,-0.302484869754634,-0.460571787841762,-0.0856621389282414,-0.0670652994127953,-0.511057614575471,-0.296775505624974,-0.840328607098268,-1.2660014733736,-0.803309449051697,-0.63152974132948,-0.528984925605205,-0.251503160697333,1.52120372334158,-0.49570890334898,-0.531836329656495,-0.487467825735654,-0.424470306759206,-0.372834625892043,-1.14110901267677,-0.501902495306621,-0.491155552054031,-0.584598931306641,-1.49867447678796,-0.4260221701474,0.15294960965121,0.899162111063995,-0.768839454492025,-0.965292773368844,-0.286507878156621,-0.288396142299015,-0.354971223498404,-0.352956258999968,-0.195539908997183,-0.285770910805698,-0.150575758420104
"YPSTB_Mig_3..GE....TPM",-0.317578866723878,-0.437720106616864,-0.389266015656191,-0.249938206795703,-0.36569024045639,-0.367693362469844,-0.316339354495374,0.131852362073362,-0.778941375962439,-1.04370263728982,-0.651127892420066,-1.12887118825213,-0.769809216589,-0.622037214950632,-0.770029053654391,-1.09295498228625,-0.655415238541242,-0.586023997100086,-0.702557516050945,-0.711724740930619,-0.233307007322211,-0.72155323681954,-0.665342860071938,-0.674132245503552,-0.398239974499344,-0.473703558357208,-0.761751810924954,-0.543417526874379,-0.928751760739052,-0.354543926074154,-0.491407829246656,-0.438810817417715,-0.4795648106826,-0.822506447527411,-0.599463258457084,-0.586189607234707,1.27129107330073,-0.761911011216772,-0.0690714002823835,-0.600530056890066,-0.730155130442187,-0.36980472892056,-0.745588473256532,0.121775667566084,-0.713033236959186,-0.209850626541315,-0.229922196298901,1.00979766312264,-0.573149824835266,-0.672566379875916,-0.651695607249026,-1.25792468676102,-0.671890286702847,-0.455503121451876,-0.204763358834848,-0.441244940159065,0.348256945088475,-0.0394679221742532,-0.734832424823035,-1.07116805419191,0.0152129255688335,-0.363678571118106,-0.188919224560073,-0.41854236695546,-0.369306498453138,-2.29078591767885,-1.88037851383224,-1.24615209503881,-1.33512807390039,1.89189674378425,-0.293063623387771,-0.648287705679051,-0.601964959418406,-0.346465503775379,-0.504676753359288,-0.138356303987199,-0.149068431939816,-0.353928846533237,-0.301217937756626,-0.395570600176053,-1.09618432251985,-0.812300557303247,-0.649327358371391,-0.549355161275958,-0.361966758768482,1.38752427779141,-0.341673845709396,-0.554347321865587,-0.520822825144141,-0.425406244116456,-0.38751254313645,-0.924595705950956,-0.901883037872617,-0.499929436226059,-0.594174123227473,-1.52591064350957,-0.426488126302462,0.0828254395126801,1.0466267425173,-0.803620552317046,-0.965069453537359,-0.285557654297551,-0.319215609536573,-0.297942417408471,-0.354498457295046,-0.28125918125881,-0.307076773004974,-0.239660022349046
"YPSTB_Nd_1..GE....TPM",1.32825685599678,-0.337896187461268,0.0834233867965356,0.262274456493314,1.16671502476238,2.70515410320555,-0.129410530681134,0.942603249435643,0.433766901909093,1.0179895014897,-0.0604554429845671,-0.810852659049114,-0.414969725913154,0.441372430949273,0.0646723365202692,-1.01690427317814,-0.172568887379025,-0.0897503537369688,-0.0238573523681648,-0.20973065447733,1.43048434961485,-0.418719513051036,-0.52931690418899,0.0540436911376134,-0.186039190897538,-0.643322230931792,-0.396897902940274,-0.879298948108989,-0.246489413419942,-0.0642226039643637,1.35513190126895,0.765781500913036,1.51634973995094,2.18885695229682,3.12514719196691,0.859300396724877,0.931495603250491,0.897602033719056,-0.058201070568195,-0.135093748449304,-0.4609368095714,-0.417482200833814,-0.271447397066507,0.810326121039402,-0.407034240438154,-0.128592766117974,-0.0657659499577869,-0.319037126150428,-1.03988704765689,-0.363131345408497,-0.400001427204663,1.09953216316753,0.52808949407308,0.7481962613151,0.158485169458297,0.380330562569979,0.656768215377497,0.00056403361238335,1.57738894198997,-0.299517188860246,0.340743472612008,1.16915194922542,-0.262086232786645,1.95953953822288,0.106541210061727,0.494145605627622,0.271975127711375,-0.397422264796698,-0.663710935346327,-0.0168777524638676,0.189835049715009,1.07295943197798,-0.0645814513435127,0.42350807433636,0.212400669681547,0.417016443759192,-0.240506828346721,1.13547763123314,-0.234631072673161,-0.304416106328421,0.885680375015227,0.835763478449049,0.77242534465019,0.0488974706004186,-0.188414239219571,-0.288981172544574,1.74815135321193,1.5611552503076,0.691963214727119,0.157974300534875,0.771413420323061,1.40307306868457,-0.260654585118255,-0.415101642209817,-0.482086616814679,-0.871088092421188,0.934513456434377,-1.34215727048115,0.238662618141288,1.04010644362662,1.04670323861545,-0.275979565777449,-0.190396201375151,0.138152191376422,-0.133637220759433,-0.142275335876474,-0.143333909652171,1.75904503866947
"YPSTB_Nd_2..GE....TPM",0.636761597221002,-0.309659390003664,-0.0850026896970872,-0.0775430557432365,0.369150277902589,1.56965413344418,-0.136077849907192,0.593095018204438,1.4508758023054,1.01395425492042,0.0022505518471558,-0.408380555446305,-0.161132187893622,0.803114142950416,0.726826995003773,-0.91324356943456,0.0796102212108254,0.137267986643854,0.436748919517505,-0.0574338285824963,0.841879391635909,-0.434510773023555,-0.508463727846281,-0.0103748489472835,-0.276674617535709,-0.537764954769173,-0.571401248505701,-0.976338435332425,-0.682881844734433,-0.159301333757193,0.570815008012781,0.341320207504034,1.18998221233212,1.60801436113105,1.9328953482417,1.15693901024059,0.715283929314342,1.13202876368815,-0.058386156620117,-0.0445419227007283,-0.394984602655416,-0.341798385813831,0.00492103954846169,0.766732638025125,-0.495643094513303,-0.194220998239045,0.0349183715382829,-0.403557062650976,-0.982500955955342,-0.266526752701876,-0.244676317199311,1.0025880804823,0.349588828973552,0.651434997600207,0.254751612756737,0.148324333094378,0.54449583657198,0.0458439184329342,2.23795196263128,-0.248482370163641,0.593144625576544,1.43151297128642,-0.303919296507434,1.78884482064171,0.0792902474261134,0.477742966100904,0.4398503293919,0.169077865173106,-0.541956566356252,-0.102644513133981,0.129958791617893,1.21125351675501,0.19243839096736,0.468694281436921,0.449271825703405,0.225277942884274,-0.199817488109859,0.619029558633057,-0.253034098189246,-0.228883013610523,1.05074972164736,0.68514512523424,1.02968299437572,0.0242485578030484,-0.24547014494876,-0.392465724957125,1.45671927123301,1.47317887379088,0.477632684849977,-0.0146079290974344,0.404431851263949,0.290837079078907,-0.373871025338651,-0.354282105372268,-0.46956788643085,-0.438653232058521,0.607900797789267,-1.43745869405183,-0.0509391451890005,1.0339096186628,0.738715795428035,-0.281492317123518,-0.274429707859365,0.0416465991493196,-0.210623879827643,-0.202711914538346,-0.159015555929414,1.19346603059798
"YPSTB_Nd_3..GE....TPM",1.24686568315502,-0.299877521494455,0.235049607090058,0.100733196763654,1.00034688366914,2.29672639435556,-0.208033642760571,0.755231322292439,2.05060227628537,1.51032611349272,0.362690064690218,0.0626417642736964,0.620072961969329,0.529797124388111,1.09763075731187,-0.702584914152242,0.30502769022347,0.292135106163154,0.370665467782873,0.221970721288082,1.05258486772904,-0.44118985667107,-0.565329122156222,-0.349278933721684,-0.409467686760012,-0.51189081084664,-0.395544492464634,-0.875268026621612,-1.16286864772432,-0.0660684140844091,2.04611432360341,0.495978771456635,1.4926041746104,2.28214080604396,1.53244924274219,1.12728645275062,1.37226678811774,1.67764209216046,-0.144135689838044,0.031889177508214,-0.41123177941576,-0.351554703137763,0.65930691395558,0.821768235597421,-0.403044775890225,0.131632767224109,0.0897338694281502,-0.391214868879873,-1.04125057477632,-0.528465178164031,-0.163438530690333,1.79572129397498,0.418042243824755,0.964300677715964,0.70245392724305,0.362355785654552,0.683680723535679,0.342737094812776,1.92518308070557,-0.178468677064174,0.68101711234941,1.53435711391678,-0.27458931413157,1.43629889483233,0.219143448803267,0.453133356737194,0.236383397406764,0.309262080973506,-0.362492517099999,-0.149118060978417,0.167542736793836,1.38841580556286,0.170484530885424,0.910858821456466,0.573259262847456,0.976208046526123,-0.439930393691189,1.82082782326682,-0.26947477323918,-0.196676403276592,0.887612832278555,0.770420459922707,1.22443469501373,0.173518975131371,-0.180641932237126,-0.287203957705952,1.72249412830567,1.41340424691453,0.484218313596984,-0.00232470669180716,0.438457980806084,0.794482054195202,-0.294916271477083,-0.379657384294538,-0.388190275330637,-0.658738679302275,0.655460295348995,-1.14934345590034,-0.0420165838676768,1.25927881467843,1.19287230965166,-0.27684108585585,-0.0875839042887286,0.187849033070709,-0.114540363358741,0.00649668282592544,-0.099968158591338,1.26543817938774
"YPSTB_Ns_1..GE....TPM",-0.0129766755583963,-0.267008978712067,-0.459645782299807,-0.386792817152896,-0.453889668798319,-0.510890789241975,-0.258693599347274,-0.521186661322171,-1.13617472146659,-0.854423032981296,-0.867551830992899,0.219023906934378,-0.38917828342239,-0.557328033238849,-0.705392975701554,-0.0791280432105532,-0.534222369246972,-0.610588484259836,-0.640257792131344,-0.511967838243295,-1.13341459205944,-0.419285835939072,-0.415880489043409,-0.312303767300399,-0.753038163317851,-0.554837125585139,-0.594494932493458,-0.727896236964515,-0.947545837436957,-0.415861528280098,-0.498837275607596,-0.448496677524577,-0.523081715196472,-0.61391214926339,-0.592243031595113,-0.549956911263961,-0.529381830249409,-0.808289245050841,-0.34518537281124,-0.577480486790254,-0.55238305872497,-0.679731436215758,-1.05710905222331,-0.479776404758618,-0.0572688735933775,-0.621789678156978,-0.482238898507581,0.501349715430081,-0.0471947040755625,-0.340953441337589,-0.0285963687264785,-1.31961164945589,-0.717693476448861,-0.836192002727723,-0.56944975853458,-0.461982484310256,-0.900250603682667,-0.324285413929688,-0.710149018117243,-0.0522202787622823,-0.650885316474144,-0.629444470727991,-0.332791602323602,-0.590263262189963,-0.417465214745553,0.599809373127548,0.0888212889644274,-0.266786804186242,-0.42274555493075,-0.618594219089951,-0.435291467620528,-0.619017249395225,-0.227578956424623,-0.789544155290662,-0.657862501270063,-0.626458531076755,-0.520736131638323,0.289379927965544,-0.321287468777072,-0.593824562922992,-0.97056367485424,-0.661531870176968,-0.688402344912137,-0.557104990122372,-0.580284225392996,-0.814683639041408,-0.749228499129052,-0.535860576520158,-0.521527880257553,-0.419280361104368,-0.503603020728235,-0.561601427359562,-1.42647683012315,-0.434754315141096,-0.363531241303113,-0.961738884356646,-0.660535341719028,-0.318591077066711,-1.24119107093929,-1.29485921137029,-0.633860936057988,-0.289626618795374,-0.358493305956212,-0.433980145932625,-0.363426089436499,-0.469342100334099,-0.431845502379057,-0.521403032831847
"YPSTB_Ns_2..GE....TPM",1.60509582214835,-0.29725229835019,-0.450409167581772,-0.405436283565521,-0.439475309923374,-0.492330725977835,-0.285991513069396,-0.475500881741026,-0.924440564752355,-0.697586364065071,-0.735695510542744,0.691258490583135,0.27097206911658,-0.0504909923832767,-0.358010263862124,-0.0658097137725294,-0.486526643537621,-0.577232290237517,-0.61806439853938,-0.455528467803586,-0.926737456598679,-0.355895057451671,-0.387816010721058,-0.367898757857407,-0.755806362757767,-0.508277134401643,-0.512474700461428,-0.693537629668256,-0.947346338998366,-0.431264867886103,-0.494812935750063,-0.454646548987956,-0.535875982988417,-0.632281721183357,-0.543437056837371,-0.582553212099789,-0.568954260604372,-0.764341580410814,-0.366579701051784,-0.373524353743897,-0.436831887790591,-0.310350396753205,-0.78519039413931,-0.450341612975101,-0.222585297625623,-0.586549851978985,-0.427812810668601,0.215976213082106,-0.196186922206154,-0.419979062652694,-0.146956482572526,-1.09562970532055,-0.447209789872614,-0.806038471762897,-0.5643211839851,-0.442695415172972,-0.933222927047312,-0.70370900338975,-0.616380188724632,-0.107370474365223,-0.533748002352101,-0.560400607756242,-0.308608418588264,-0.603925748196083,-0.414372483659623,0.796102256246767,0.188390058554203,-0.494950760878035,-0.32139437375556,-0.612713024779833,-0.405848263929593,-0.518410460671996,-0.175248064734941,-0.624505662084105,-0.487807364951,-0.438831228264464,-0.490069211842336,1.76133819139341,-0.326418223816937,-0.345737986061747,-0.379492097465985,-0.559266485315687,-0.67489474553304,-0.507320183519122,-0.532906288326179,-0.800523300592769,-0.688986084639366,-0.549890122210114,-0.542168627106609,-0.421132954600162,-0.503295699508008,-0.454039175014962,-1.06426608174612,-0.239755804174781,-0.299648155278662,-1.08724493419352,-0.662628666600088,-0.774788552648182,-0.466184288002881,-1.16364771272532,-0.292167210721986,-0.285988100555808,-0.357674069408209,-0.391515632057182,-0.381014518828324,-0.470935054102828,-0.441598447731303,-0.499921639376593
"YPSTB_Ns_3..GE....TPM",0.419824219523974,-0.253311940802831,-0.428756081114463,-0.37317762964405,-0.47223040542427,-0.480310453107497,-0.280714769990461,-0.444949329889689,-0.914914245010067,-0.63588733245758,-0.800722928067667,1.07647514489544,0.659053463013148,0.318775754913197,-0.185675977362845,-0.0484237380863789,-0.459508372994473,-0.55403679710594,-0.599466031565884,-0.460334937570328,-0.919824096594265,-0.397927020990271,-0.39766915675535,-0.283882489861397,-0.73131438296229,-0.588030031805279,-0.497500465584655,-0.804661994188828,-0.829478469717584,-0.404919935614516,-0.503663931182094,-0.435662093261226,-0.532278014108383,-0.566433731802275,-0.514863209741874,-0.586890305989422,-0.436452959162524,-0.692219366290623,-0.360426636705364,-0.28707376098151,-0.233741160850214,-0.41843014371198,-0.84297442106243,-0.307693264938372,-0.229699335275556,-0.599016166003446,-0.459525932131396,0.908914079392447,-0.0582485443660631,-0.46532093002389,-0.113512562769524,-0.943387999709615,-0.48914373149713,-0.787890776514565,-0.547710570673514,-0.448359564824301,-0.898434306105708,-0.560568545145003,-0.733526278199331,-0.150907225740947,-0.631128204686625,-0.543120114883107,-0.314596796872781,-0.590038650807607,-0.416334420173976,0.751655462384818,0.152250345174287,-0.111138167992895,-0.199895650849776,-0.614957361681538,-0.318705725606175,-0.513481469837358,-0.0761649465179757,-0.563980586954628,-0.558154915254542,-0.372125071679743,-0.467538403761756,0.123015339547295,-0.317634129503849,-0.681049157691981,0.155002273143805,-0.55676585725121,-0.673403960152875,-0.511440194030138,-0.533763134388828,-0.831703361965902,-0.702813592667312,-0.537986137927353,-0.527222363933727,-0.406792266789858,-0.498378786167379,-0.563328126454674,-1.43164667394777,-0.210726706987982,-0.259581195479078,-1.0031657166267,-0.620704768158402,-0.796496447522767,0.162902568128277,-1.20540052286455,-0.235380205378973,-0.285968942958032,-0.363165880852092,-0.414740252598278,-0.372905609323225,-0.457942462532759,-0.389233681726499,-0.380068813261106
"YPSTB_Oss_1..GE....TPM",-0.121048052106021,-0.250897717025754,-0.340158706376867,-0.386957940114703,-0.333290795178283,-0.458312173188656,-0.338887531211057,-0.587949413980852,-0.652874370586051,-0.859632792527318,-0.69259636280486,0.418623016615028,-0.155929874781893,-0.548479526742259,-0.486644318469584,-0.290634047528614,-0.436921976089708,-0.583653077654564,-0.580298505276095,-0.619564327175143,-0.635261435818485,0.31881265423037,0.0861219895260802,-0.572402517231057,-0.547928612589955,-0.474207524164545,-0.613137726992623,-0.438372000125878,-0.459665724513978,-0.444277415245217,-0.516239520980245,-0.467899277874944,-0.546287986358866,-0.513510102427788,-0.21597767430287,-0.526651227956358,-0.796120566034597,-0.585663886218345,-0.344124178291065,-0.675605412932852,-0.56208816352168,-0.641401088419716,-0.796992044485846,-0.563033206714256,-0.109968430508178,0.036918703213736,-0.458928541457111,-0.968665438700416,-0.172251053958982,-0.35636226920619,-0.106378638545204,-0.347150955272802,-0.487689145439014,-0.564204853182069,-0.654203943415668,-0.489794019610032,-0.56956265956848,-0.162686405794517,-0.535479907201041,-0.287931017300764,0.23395387266671,-0.418111533760653,-0.354671773794758,-0.66213700650804,-0.386683695733093,-0.114232863163349,-0.224652175311268,-0.153098429960163,-0.723226187300539,-0.600321494451196,-0.417534368569198,-0.696843817346784,-0.758858612635988,-0.703633491127362,-0.650835271952286,-0.753361320032965,-0.548230634951354,-0.00209357620017958,-0.319106617499554,0.127098594625668,-1.02401649224604,-0.173784321084781,-0.706363022565421,-0.565823592149113,-0.544481913453934,-0.620996305800676,-0.606064898768182,-0.546027075144456,-0.470668763222488,-0.412138233497657,-0.511437868235357,-0.0248242158135524,-0.623729113583278,-0.536990598828823,-0.297502579451227,-0.523544754366203,-0.272858382318682,1.5408952565125,-0.728533279528853,-1.26093641762065,-0.479194065124494,-0.298319650926008,-0.342746950714287,-0.395955564932402,-0.323653723925946,-0.23722765325513,-0.351406896473157,-0.974228516385349
"YPSTB_Oss_2..GE....TPM",0.872926277338493,-0.262883198267684,-0.387441234272146,-0.383947154259623,-0.362343852018192,-0.433831138559145,-0.377938318288248,-0.427031379190129,-0.790633334288873,-0.760173849700871,-0.430732596195002,0.562638405590424,0.0159523973709824,-0.127862570026155,-0.105006608789143,-0.316929210735867,-0.449768474868672,-0.583562173432241,-0.515140143725759,-0.601548931548472,-0.460242684165039,0.272854880957776,-0.167095261975673,-0.745466087944,-0.58988259296314,-0.520207299687542,-0.495716728551465,-0.265801433645875,-0.230234616593356,-0.448605746881943,-0.514505354077023,-0.465114592050496,-0.544956715487691,-0.426735129011695,-0.230050138266491,-0.547817271622772,-0.788441464072664,-0.510179602383612,-0.341647853453226,-0.492478542269169,-0.221024870119383,-0.457035514357876,-0.642072075874515,-0.591408682163647,-0.276689343322323,-0.17107935603911,-0.427840077179598,-1.04367312598963,-0.287131860970345,-0.140687177682483,-0.227664838505782,-0.525465721450265,-0.64845776605473,-0.740386823296568,-0.585665575604145,-0.477920296626417,-0.646000153313383,-0.317575738755873,-0.574576974844367,-0.296263849990719,0.0377448576032685,-0.717673021401059,-0.347727706776833,-0.645241072536204,-0.389313676040737,-0.494479990961144,-0.369376809975771,-0.0432725189661623,-0.639459486622753,-0.618090073711748,-0.44511056791159,-0.645804114818898,-0.663103883813729,-0.671204391048908,-0.457428854860621,-0.695533564759638,-0.511353419730205,0.934196726725417,-0.321454382055276,0.0361778998713474,-0.681500381293039,-0.254142980893053,-0.695551523821327,-0.548653615744689,-0.517861473118267,-0.639462201464592,-0.58101786494319,-0.565907011528992,-0.501196335913787,-0.410595781255415,-0.508459793526035,0.155816486621186,-0.482378946423018,-0.529771089431729,-0.273904617931203,-0.604995341876066,-0.258806034159417,0.634335370303357,-0.383295649217128,-1.23049303334499,-0.250361921857444,-0.298872785705096,-0.337015058925693,-0.414743089853733,-0.362387095825262,-0.358021647141336,-0.32837218266569,-0.906509288435563
