"","YPK_0016","YPK_0114","YPK_0258","YPK_0259","YPK_0260","YPK_0261","YPK_0373","YPK_0375","YPK_0421","YPK_0614","YPK_0615","YPK_0782","YPK_0783","YPK_0784","YPK_0785","YPK_0850","YPK_1116","YPK_1117","YPK_1118","YPK_1119","YPK_1195","YPK_1275","YPK_1276","YPK_1277","YPK_1278","YPK_1279","YPK_1280","YPK_1281","YPK_1282","YPK_1408","YPK_1409","YPK_1410","YPK_1411","YPK_1412","YPK_1413","YPK_1429","YPK_1445","YPK_1446","YPK_1602","YPK_1634","YPK_1635","YPK_1636","YPK_1637","YPK_1674","YPK_1795","YPK_1887","YPK_1922","YPK_1924","YPK_2132","YPK_2133","YPK_2134","YPK_2143","YPK_2144","YPK_2374","YPK_2375","YPK_2376","YPK_2444","YPK_2445","YPK_2519","YPK_2535","YPK_2629","YPK_2687","YPK_2733","YPK_2743","YPK_2744","YPK_2848","YPK_2849","YPK_2850","YPK_2851","YPK_2855","YPK_2976","YPK_2996","YPK_2997","YPK_2998","YPK_3108","YPK_3109","YPK_3267","YPK_3271","YPK_3341","YPK_3342","YPK_3356","YPK_3375","YPK_3388","YPK_3389","YPK_3390","YPK_3391","YPK_3434","YPK_3435","YPK_3436","YPK_3437","YPK_3442","YPK_3457","YPK_RS17470","YPK_3599","YPK_3600","YPK_3851","YPK_3860","YPK_3920","YPK_3948","YPK_4007","YPK_4078","YPK_4080","YPK_4081","YPK_4125","YPK_4237","YPK_4238","YPK_4239","YPK_4240"
"YPSTB_Oss_3..GE....TPM",-0.0782162757187242,-0.249485663111964,-0.386703086711566,-0.417560851728601,-0.398238024916865,-0.40817696983069,-0.439618818784622,-0.227203556573648,-0.141901041969656,-0.532486448757031,-0.440815104115179,0.47588789558557,-0.100543600322905,0.295422080569845,-0.227444311637361,-0.348704340229931,-0.482369239840916,-0.52324336942875,-0.449927183499585,-0.607910525072846,-0.627223993775892,0.184126860149069,-0.112642037721584,-0.70506900622946,-0.457083854012046,-0.488486246992571,-0.58290024215537,-0.315257351594085,0.0704481168386534,-0.417969343861255,-0.508251009038414,-0.433722092639947,-0.513137632927286,-0.503571419728771,-0.314349842027457,-0.529905837484168,-0.673571079286167,-0.403665432218921,-0.360707095196905,-0.722000989869992,-0.573058116267297,-0.2630040982907,-0.201960460275801,-0.586784545107001,-0.287021769549776,-0.15959506129344,-0.383056404013423,-1.47397486876743,-0.206147270035942,-0.353854594916672,-0.144314288121695,-0.767391735578124,-0.885683134941616,-0.610874240710485,-0.597355877493475,-0.494161169076256,-0.510255554788299,0.235036591452811,-0.254216061704391,-0.304959402158627,-0.341521382697103,-0.399644362068905,-0.368635280327943,-0.386859748736803,-0.399655495253419,-0.29157541430462,-0.344112920160808,-0.629878047318463,-0.257934883872122,-0.608398371362289,-0.523149424325274,-0.639284979237115,-0.682947691792548,-0.673717432887186,-0.517278620588741,-0.684855591187509,-0.629935417271119,0.263962351479358,-0.331048689652083,0.568220211437062,-0.40329281233262,-0.401597905926704,-0.680065151505318,-0.534475639205378,-0.527190706719761,-0.567331825503534,-0.665956445261318,-0.584953582100116,-0.540610184319976,-0.423595701267284,-0.513966071598768,-0.26817431983164,0.0442729540503282,-0.518117276006834,-0.215009155366068,-0.204889380756962,-0.143808580839728,0.32576835600235,0.0342145176241523,-0.699742023884121,-0.321575228911972,-0.300698785124348,-0.339441829180963,-0.38361543322197,-0.372033273903237,-0.305125375183469,-0.363457227117322,-0.883591466963372
"YPSTB_Oxs_1..GE....TPM",3.38598401176619,3.73896663909007,3.37503183239873,3.00534967757086,3.50523856644614,2.49450616212066,3.82509049470342,3.58048936688927,2.24073066189414,2.93315825784249,2.87926124280838,1.93221595100502,2.8762927976035,3.03256839676768,2.18635872547449,3.15884600715978,2.93241839661916,2.93648413448449,2.41489541171591,2.43741529231221,3.61884226076408,2.95702078181864,3.29801299293486,3.05475433482928,3.63788741152894,3.49669615432502,2.80057658686802,1.75052049324032,1.77510153457413,3.28600343546675,3.02269418708096,3.07715565955475,3.13223666550751,2.37474940808803,2.43991463312473,3.22332078399103,3.04137968164781,3.18741686416556,3.29034329585336,2.4428149866006,2.30488812458306,2.95651822826511,2.00031865420445,3.66600491550014,3.41432927728797,3.44600325553025,4.09254426717598,2.50170951029822,3.22007180008177,3.05630970014618,3.96667464361222,2.48650962200014,3.24276139584677,2.74562260370555,3.1943260985769,3.20319754003985,2.96148983313471,3.46704071753491,2.40877539309033,3.26501547012441,4.02196108610771,3.38721505374291,3.62546640071781,3.26176396454066,3.71033351082639,2.64528793792045,2.49679488870489,3.17093793441515,2.70112279525613,3.21785791991389,3.76360202649894,2.69674799306639,3.16337214019479,2.63805685781733,3.29441971740385,4.03942096170322,3.24115769169538,2.84063038266615,3.25338785750808,3.32877138475272,2.83688353340539,3.74474281562577,2.9037317491058,3.46361868094328,3.81389696596271,2.54876583712659,2.5844443832307,2.96977288760205,3.22106561782741,3.08508467942673,3.36493499183049,2.08801917519746,1.66284322597291,3.25221237189695,2.94765609696013,2.26366415521726,3.65552756803909,-1.40354025980982,2.4684869413107,2.26956544750239,2.6614911509688,4.12200574651457,3.85494352238305,3.6171070904082,3.36612448012247,3.59316529440686,3.79754264800214,2.01571638140034
"YPSTB_Oxs_2..GE....TPM",2.42974783308426,3.37028050056839,3.96178423713259,4.15788565275141,3.39321062291465,2.47680182644362,3.60023038878573,3.6273155711917,3.15587971156501,2.07442831498377,2.82531483650721,2.01963020479899,2.66197115639106,2.47098789751759,2.44505205725452,2.33842749787743,3.35656178998344,2.82691980943843,3.19727780883498,2.78081960832419,2.83230834630817,3.48997807001647,3.50101555335014,2.57741799376572,3.02897312089466,3.31003357914764,3.11732322996909,2.14611803367095,2.0210502317801,3.67023879540499,3.24076076023347,4.18804289021723,3.12956765959062,2.29556478855739,2.13730091073042,2.64177101162244,2.57418130101828,2.96031430033858,4.2293425184501,2.76683770700114,2.44107337508544,3.00820273660848,3.28113945202119,3.0598017145788,3.6960414243663,3.689445926566,2.82159445554265,2.27551840939756,3.13256416083521,2.876242088851,3.13134236246924,0.944426815706328,2.37451737853279,3.00233329453698,3.66878936505267,3.42112232209415,3.18885347950607,3.40775403528768,2.85711571865586,3.42714018943049,3.28158180552987,2.84445061346148,3.76266763103803,2.69077740409335,3.71906425023696,2.56270098171556,3.21443542770338,2.96927640477327,3.05210419460514,2.12929375822848,3.65338451190836,2.39979695958268,2.69106364191198,3.53529179919665,3.67265311419394,2.57102635869277,3.05887643957314,2.42579089467949,3.87519582962706,3.66766023454719,2.41301126113155,3.24546028214843,2.83010653172981,3.35320469739407,2.56413786613171,1.98517343373231,2.81670974245905,2.91757897489996,3.26084936786828,3.87039391495716,3.35977941870076,2.22726747182351,2.24245290863208,3.07122611934362,4.49520204388282,2.24139477026024,3.15447023169965,-1.44804282353679,2.7314198293852,2.34647578523268,2.22074574336595,3.20838202716421,3.50704217516127,3.6045476161324,3.9684211912928,3.96085530017677,3.98136448940322,2.97722049084464
"YPSTB_Oxs_3..GE....TPM",0.703113421908796,2.58046227849483,1.9926584973652,2.29252996849584,2.0493242207605,1.38265311964409,2.08796777286188,1.20854504388544,1.58478291943083,1.16983197313656,1.03107604514863,0.783118021928159,1.30743981834511,1.6045064551004,2.02120458573691,2.67144756806354,1.32628430751337,1.14239817485771,0.990626199480179,0.843904397447597,1.05650144425476,1.68097540986267,1.97135485256454,1.44278762383372,1.67326566889313,1.9893559175679,2.47954216304533,2.4459008966505,1.60372098054485,1.92671857049857,1.61030728264684,1.47190202770935,1.80715458114401,1.60291810753884,1.47878943118752,1.89875508341334,1.64977417057927,1.53876995626667,1.80048532156757,1.16800600273144,1.78699295563284,0.38344653682435,1.37780827796461,1.8905453481451,1.86655932132468,2.01337630883679,1.13887121057725,0.938299199256763,2.91032518485877,3.19369080687953,1.72393560260235,0.710616712433061,0.802181704098567,1.99296981060993,1.35987337723536,2.42403905768424,2.18163641866177,1.91537465974354,0.940297650374392,2.35347356674863,0.913256802589834,1.27904872941087,2.18080767142155,1.04380904303655,1.80267087620776,0.978199401667074,0.873676321172878,1.14550792835171,1.60890028750184,1.2571476709202,1.81430172708663,1.35274732457869,1.26790390946442,1.60435310963785,2.23637884322591,2.13931480120353,3.02433751100862,0.330529925553122,2.55242904905025,1.6028758355382,0.47263830791838,1.58776851514742,1.37769872331632,1.87972581745109,1.82182220599574,1.58995323543873,1.71805459644503,1.60782675308506,1.85995207592411,2.25753447018304,2.09863384161438,1.11672018204684,1.40575120444831,2.36041358195777,1.64729676617317,1.35648195213109,2.13791668886047,-1.33114870935592,0.866906722792731,1.4374260200202,1.15647567707648,2.22390476064419,2.21321428579945,2.2911047872345,2.06346429821321,1.79230080365892,1.33519482451667,1.52111259534005
"YPSTB_Sp_1..GE....TPM",-1.07814298513899,-0.238544856025226,0.0339980832455936,-0.277343748154346,-0.425038363830941,-0.366967409751439,-0.400953622571156,-0.353600986713158,-0.44458769188287,-0.467878519406407,0.360924598101374,-1.01361093701349,-0.982444852257977,-0.89847061219808,-1.10581399316514,0.522961687641984,-0.671169634334861,-0.684895652074141,-0.66692933759472,-0.664102000044576,0.0320997604835361,-0.134832567293789,0.193732588156295,1.61596383008129,-0.00289405145383745,0.297304448155396,0.531628472216208,2.40043431557827,2.14806517313078,0.689066269093706,0.319509924002931,0.225828746950754,0.0808920867471643,-0.146935758616418,0.0414161560979776,0.96179305335076,-0.434713951141052,0.0141626818623383,-0.26381850934064,-0.699939625472332,-0.576346925093861,-0.556314468148986,-0.278364913307231,-0.0697981422532191,0.678873385210964,-0.108260408856046,-0.345834524028358,-0.404895806290449,-0.330596721337494,-0.367568945480169,-0.553124344918193,0.34591810384039,1.53802581179509,0.329840094996297,0.663086195288115,0.61074535339855,0.0699953260059405,-0.603691636066705,-0.211378313876781,0.315231921671561,0.314359207761558,-0.445272268235212,-0.180575383677786,-0.172789818200661,0.0612378586282751,-0.0424624196084804,1.0270133127589,0.575246468601878,1.03157928145501,-0.394286100091389,-0.298648140058402,-0.225092933067787,-0.280507412246717,-0.209227395402254,-0.016758093869663,-0.252228646820231,-0.0954727473413637,-1.04018979022475,-0.308535170036183,-0.718027387140123,0.822523075270492,0.241098716239051,-0.313524451959381,-0.317773338807209,-0.472655219375338,-0.680591287775635,0.595299166241073,0.418414086935487,1.0067744073356,0.447435734761725,0.55247786090098,0.207956691972957,0.904976304073243,-0.191734840275303,-0.206465330218562,0.329336904363198,-0.2756246893908,-1.26328596686827,-1.07175530351575,-0.427501120450106,1.74218568302004,-0.298956029851837,-0.371560495132633,-0.146369463783373,0.0793935668760643,-0.181375896200031,-0.162935409078239,0.39441429363616
"YPSTB_Sp_2..GE....TPM",-0.89232099220763,-0.200508531220067,0.30423281248377,-0.218335667722297,-0.366972268341628,-0.404452954302236,-0.40856999649198,-0.233634552684528,-0.398048001375862,-0.317185708347873,0.120026902785633,-0.902045337832086,-1.03506196540773,-0.68945894480845,-1.07212174344832,0.474531608729143,-0.616565555873224,-0.662818800375053,-0.666833268608343,-0.628775025814557,0.0149332998372118,-0.225480100728946,0.0516089608647284,1.15419152779645,-0.0624786569207237,0.0882256617795201,0.706434833537736,1.48812352115894,2.56377751471227,1.19200279716234,0.325120424486559,0.351160009166543,0.0894729840261583,0.374621894499947,-0.00979195781436248,1.10317923872293,-0.249229498519325,0.0199081719933536,-0.231522419962473,-0.663940082223183,-0.683037189146756,-0.5495774141271,-0.307729292846319,0.140195952951706,0.384265421572005,0.389408365067708,-0.332076701650081,-0.795926022583608,-0.167670706394856,-0.216067484842873,-0.47241081435279,1.15135424786938,1.00983086395023,0.572689369154751,0.97989487947686,0.754605380320246,0.0166588653302974,-0.47322889493185,0.69814510926146,0.0284501728321484,0.345739486615238,-0.321771495973491,-0.233329931768138,0.304254328992802,0.311448739439236,-0.149596394558981,0.919533508917285,0.726723994242711,1.40771168056951,-0.386166957406572,-0.311714343520652,-0.302102613660595,-0.188442877559837,-0.28914518874204,0.09350853446016,-0.254130070849704,-0.123293668092743,-0.844964076270437,-0.290363465734672,-0.713260477371582,0.703968357449142,0.0210312034580442,-0.290357713954959,-0.294200645597442,-0.425826491115292,-0.459514919924533,0.752293666847511,0.764607183489929,0.963335191091793,0.558929029442528,0.70085729343815,-0.265541221673552,0.720120182982202,-0.412298915595542,-0.292710469363279,0.950322984840606,-0.111059509550834,-1.24333636046298,-1.181668021321,-0.0204711502548267,1.55212156598351,-0.300883297226902,-0.324651271092345,-0.0487436472811407,0.362612878282847,-0.0827659062875971,-0.0449304837071328,0.607137917118468
"YPSTB_Sp_3..GE....TPM",-0.748447882988284,-0.155373861816312,0.0149569770943012,-0.137871592017819,-0.364180616878783,-0.309492976896855,-0.395740631298897,-0.403978202373458,0.103489369066244,-0.354568207810684,0.0748443705210863,-0.838890037380094,-0.688627097104031,-0.893437757758149,-1.19910922644084,1.00848800118867,-0.680441545679362,-0.642380622587549,-0.703972863399774,-0.686900502930809,0.125299216857598,0.00890442483827849,0.117079650177071,1.93475091541263,0.22393690854915,0.431970655398104,0.965238659018886,2.34968953368157,1.7910938370694,0.682254805119008,0.323281219163736,0.241925344096709,0.211574346987059,0.243751874837102,0.056723603412758,1.04845379232611,-0.277739763393908,0.212978418272811,-0.258862496934,-0.463083629605348,-0.330821292700806,-0.550636492258016,0.149699782898,-0.0382852027949259,0.622050727706072,0.325105434359369,-0.219397025892009,-0.20317691719616,-0.0595620010384533,-0.0332669114654582,-0.468121221706911,1.6089605604654,1.04358929121504,0.948374111187933,1.1878782039987,0.663372523288695,0.018519134039269,-0.497837676099023,-0.147957586984455,0.144955256621065,0.22252575829648,-0.219042430609605,-0.114440273192688,0.153255583161601,0.243112692409048,0.257844141279498,1.16439218667899,1.29124073006754,1.7265122929061,-0.381613504095011,-0.211949956164965,-0.167675696895073,-0.190337624602388,-0.2221145756086,-0.094177656436936,0.0442732359772645,-0.0924959422636211,-0.863692724047553,-0.280474643640103,-0.868016983647129,0.0241102803492349,0.11283696350848,-0.244472173234363,-0.242629374080308,-0.384795090716936,-0.538345719498563,0.779373016982701,0.733835397436911,1.12331346222721,0.623389519586767,0.706198457760955,-0.0726101855862904,0.460390036444054,-0.345812762231869,-0.193383313931155,1.14440073614073,-0.197458710017727,-1.23934116193202,-0.780443157478024,0.663103506845762,1.91328080187727,-0.301333973111504,-0.354616025985746,-0.0250693891238391,0.200531395847722,-0.0616784372537903,-0.0100739861309346,0.393677352583908
"YPSTB_Tm_1..GE....TPM",-0.722199180154264,-0.335510178011643,-0.208641267012382,-0.364253150704049,-0.278612484825064,-0.319603585301408,-0.124605000971518,-0.148383103964178,0.211532464715731,0.735248989798525,0.69528847284967,-1.03926548974286,-0.426210476138311,-0.754468485105733,-0.265075031989649,-0.879985017864612,-0.317275369089974,-0.327337772338519,-0.474569916073226,-0.43496743549915,0.0448498605564931,-0.623534404350979,-0.558027483260035,-0.450592776663447,-0.0900049437941979,0.0317699290102011,-0.489725246387497,-0.427962453881377,-0.357933189488737,-0.397773254503174,-0.458802474816943,-0.387219585706362,-0.410968216952419,-0.589840424233043,-0.191899618554268,-0.525430487275929,-0.0634198357203053,0.110107944870894,-0.276980752027089,1.4811434499436,1.46925868152818,1.2859263515632,1.85107546135953,-0.381280465729057,-0.24667073235693,0.0429378163844417,-0.348243447555972,0.0431144852190974,-0.696364337700267,-0.424312595037613,-0.471987812359013,-0.659415349720605,-0.615419595976524,0.245481678510434,-0.359159149130723,-0.449807433045432,0.231283844572235,0.243596178184953,-0.538061954341422,-0.672594864893062,0.0212870566454552,-0.48800064305217,-0.304947299210318,-0.412542770486628,-0.350755751660755,0.056854152125463,-0.308740682159121,-0.027154014205673,-0.272662695410163,0.0641287561976923,0.117846855378413,-0.600387059030444,-0.543676387593858,-0.286372914006705,-0.272854877959802,-0.186843054665605,0.404713530356916,-0.886955235662065,-0.236162229640012,-0.115331114723897,-0.140628543412731,-0.141457978484664,0.733693973768039,0.705724248634231,0.621566162154168,1.49067583880973,-0.396996339038551,-0.443289385610125,-0.442589882285129,-0.410057384543376,-0.437740320362928,-0.280473822669172,0.929820299837346,0.149618195302583,-0.0817494315690967,0.273758294420358,-0.127129331227953,0.897437300043807,0.414988356491828,0.730608749626993,-0.455449953764664,-0.265161191816644,-0.1490369204932,-0.256720078773364,-0.324967690352364,-0.188648670954616,-0.138717825355684,-0.063720572698008
"YPSTB_Tm_2..GE....TPM",-0.474318540223492,-0.36895714182738,-0.275483476403096,-0.231364870929747,-0.263884427626617,-0.384538441008483,-0.197466552049686,-0.215155696613741,0.619464891962012,0.641541616751266,0.574991235087855,-1.01677976453907,-0.518521858568368,-0.603153298079085,-0.35874697527219,-1.10654833089498,-0.311203359814766,-0.315619065363593,-0.472308265650384,-0.371595305954517,0.245907673458091,-0.664719831728337,-0.57227694116903,-0.530850420065863,-0.422630171616939,-0.0415406752988475,-0.324191026298755,-0.381157050446692,0.0892231993567928,-0.41075684669185,-0.447933398459485,-0.376391676294022,-0.417241884699883,-0.443039072369596,-0.277125940370214,-0.490307533234324,-0.100993800514676,-0.168431617275381,-0.232089407573387,1.26908945082785,1.58840921827542,1.61502817050406,0.717745242450871,-0.205433271946924,-0.312276685332316,-0.000777714922108223,-0.438116823671688,-0.37377689349546,-0.571917680342808,-0.632112846661241,-0.463133544224949,-0.537118337544628,-0.131207630691419,0.246181932564173,-0.337455595652512,-0.506603921436588,0.815632201935965,0.34139392508319,-0.495681638162884,-0.734630725629263,-0.228692566656439,-0.417424115307462,-0.295941036858703,-0.313059122667375,-0.358430980252031,-0.0271475087910377,-0.365527560107835,-0.135178120933692,0.0997591100363929,-0.0421132754416161,0.0168831161585117,-0.614270354065408,-0.565335680310078,-0.333536023537935,-0.0717838503214787,0.0675719657766597,0.324201721173317,-0.812721966926561,-0.244484073578871,-0.591711559129856,-0.0870817056977323,-0.207664359170581,0.872862991275184,0.687829819058124,0.455230980891556,0.674394930115955,-0.425511350021989,-0.446294195410774,-0.42646825057432,-0.410206993198517,-0.444152434679427,-0.60050223010845,1.46430649781466,-0.129581315627828,-0.0596833668129701,0.304944384535201,-0.277527533620536,0.915079243418682,0.283813381302258,0.258386473425243,-0.518011228274984,-0.26908054885964,-0.166362146929205,-0.154562536787953,-0.313337246422458,-0.0847704515879302,-0.140654351550184,-0.184914486831788
"YPSTB_Tm_3..GE....TPM",-0.538844055305418,-0.344688777459771,-0.251926975194413,-0.263462236485602,-0.310098114095714,-0.341595307142331,-0.20480678197951,-0.225394176762585,1.08060811751712,0.597150979884464,0.50227189484063,-0.985269984928746,-0.544122375583706,-0.570456400158802,-0.499786650332717,-1.09595041611893,-0.28765525991765,-0.218367739312368,-0.341888185273543,-0.14104182020018,0.256096092663056,-0.646378039263536,-0.573887893734675,-0.478566774294731,-0.213241632714383,-0.055018702333993,-0.446270770680091,-0.194695409595899,-0.791183088975973,-0.404094151847606,-0.405574389602431,-0.333887351954604,-0.337827202311904,-0.227643496316096,-0.283386700013801,-0.477437002105872,-0.227026905807768,-0.178218736194605,-0.239186316265163,1.34123603166408,1.72389454598626,1.52017983849245,1.5256684029874,-0.0821002421914425,-0.29110706227255,0.0313275280210687,-0.310644381608598,-0.211390192267585,-0.590760213501659,-0.50427095686527,-0.433469061137848,-0.191795629877884,-0.52452736194931,0.495188686091217,-0.364526218586054,-0.440756822526977,0.60517418451671,0.5373014477779,-0.480814257223952,-0.751372573188985,-0.154795111007221,-0.496042995732496,-0.285540630702492,-0.0573594466732859,-0.295231233883049,0.0478182001285058,-0.268757506015698,0.0186299610915665,0.0328837987555936,0.0393248369308817,0.0496668963386261,-0.60279782118049,-0.517899464153676,-0.219502657050396,-0.151226520716646,0.0944003361287613,0.162818041021843,-0.873380191136384,-0.23673389448169,-0.0381452025225445,-0.591312043004504,-0.0858110231678593,0.817931168362389,0.819535704483936,0.695753846157689,1.29803784635269,-0.369747936701712,-0.419913232208269,-0.40429390472211,-0.399037010080275,-0.42451913764655,-0.359713754285577,1.08945274148927,-0.127735929998968,-0.156932941056264,0.359442232633964,-0.105065147004514,0.731911214379085,0.298135150247205,1.05078706574945,-0.540897049343056,-0.271877344120234,-0.156733958845933,-0.211140175439606,-0.302287390150714,-0.119130758606963,-0.0921389030106923,-0.237634875659828
"wt37.Ca_30_1..GE....TPM",-0.975279523366918,-0.278089339359449,-0.356499239259308,-0.417560851728601,-0.307874510644564,-0.349869922843423,-0.318109746025481,-0.644042758864391,0.225785703543749,0.173468084918015,-0.912014105237414,-0.313152504083013,0.391908150456175,-0.0856741324282333,0.94527522245136,0.458381943257878,0.826357232083551,1.75069866138586,0.904157981877822,1.11665211259768,0.597310162102368,-0.27201566720877,-0.0082144809616589,-0.0730909393462928,0.949331663517979,-0.0237065309805413,1.44404777397698,0.386207840220528,0.0628604945443247,-0.417033815286748,-0.431769251010478,-0.394088119558808,-0.129473175016286,0.805526134636094,-0.49118392558833,-0.265568314471063,-0.996557610210695,0.144570292537883,-0.370165388864641,-0.91381545989705,-0.707208904661733,-0.656996262814084,-0.988233724555237,-1.0129995029365,-0.469867161408936,0.0673205705373511,-0.349522639893233,-0.972257002929558,-0.36962289596728,0.439698706288298,0.704901957136669,1.75781089333733,2.2268040823196,0.933224953756282,-0.724766791395072,-0.449262153973198,-0.447256981236499,-1.01544248402393,0.360777517239978,0.0518513207467595,-0.695606693612318,0.414426257518451,-0.423953150784008,0.274672580664318,-0.300132010218028,-0.98448384275478,-0.959945346150409,-1.53074269113626,-0.612563714647001,-0.487335729273472,-0.104676378153235,-0.6037953965666,-0.467424373023376,-0.639269144627996,-0.340296846189108,0.276446501526392,-0.103268828605033,-0.573727603750268,-0.368774361139467,-0.460469980191328,1.53627440662619,-0.514795498717988,0.965831174098268,0.251856623515019,1.81292234660725,0.0203079091508745,-0.525625152679312,-0.396611360881711,-0.477379283796693,-0.406311168196461,-0.392349800966729,0.68741688820617,-0.804101285272764,-0.432996545695666,-0.513867877666038,1.85609539178963,-0.610574395849432,0.421874029985036,-1.60612265220983,0.632218599927293,0.0520906912886437,-0.302317291121572,-0.323628496116566,-0.295541256338722,-0.348249630374784,-0.217710329112948,-0.406682318937972,-1.16673321748581
"wt37.Ca_30_2..GE....TPM",-1.13725962517193,-0.277712735852439,-0.468684810232837,-0.417560851728601,-0.364617880513436,-0.411520403264323,-0.205557280742897,-0.644723423039624,-0.918536138979931,-0.337992718058591,-1.02332995415154,0.157960623437542,0.710694339064312,-0.298004553568359,0.930945619191271,0.42784251645175,0.72527769622498,1.08941389424257,0.799650207424039,1.58798805457808,-0.537295116970764,-0.150796013424468,-0.052151236412539,-0.281039370055613,0.614148514810527,-0.30485379919797,0.0119025691149311,-0.178667415169584,0.208586601898398,-0.443020957650663,-0.488097580064609,-0.32814239789893,-0.439255238625776,-0.321166985225527,-0.495063330004353,-0.347773142943808,-0.46000505743919,0.538079089404805,-0.365138559990386,-0.81184519631346,-0.726002301788887,-0.783997434109626,-0.22109873261997,-0.9301722974216,-0.554099988618487,-0.118090700572647,-0.410025618142522,0.422550164863426,-0.128875148409295,0.781597448776289,0.714097535898155,0.22462992584552,-0.0782148936263514,-0.453602927541474,-0.451260989953575,-0.343307027331055,-0.813183361458596,-1.42750598361586,-0.416514982318722,0.301106808141847,-0.736105905454096,0.218507117746217,-0.400073683199046,-0.498016694012829,-0.327007152653017,-0.736021720657045,-0.708410438966679,-1.44686121499695,-0.879210235856785,-0.482634647575703,-0.100915014974611,-0.617013477361223,-0.515560800841756,0.0674778176995692,-0.0632594070636165,-0.618275459254222,-0.191217919862354,-0.557961236761363,-0.353780017546906,-0.789447975646527,0.238028663836786,-0.319674325318488,0.756177520500958,0.274511699867239,0.0935031319793564,0.344033927819498,-0.39400126610383,-0.424068590144794,-0.449863658555705,-0.433627099180768,-0.456621156201074,0.279473567300256,-1.24861501797723,-0.538843170676905,-0.366816799304276,0.8761348806555,-0.833408482755197,0.181387769072865,-1.66883667901196,0.0850805202843609,-0.283674308937965,-0.297600705937273,-0.303808524443856,-0.397546348914931,-0.370729813149972,-0.303525886205008,-0.382517001369168,-1.18976834166096
"wt37.Ca_30_3..GE....TPM",-0.962537894797255,-0.209014424103015,-0.386811934970889,-0.417560851728601,-0.479094512901441,-0.398010862640727,-0.260260284895078,-0.857338239687404,-0.158687659254208,-0.227884177329198,-0.649526927330078,0.128384551073648,-0.176619782386188,-0.0594094528510941,0.458822672868984,0.613342727638379,0.681432049943187,1.63025588499233,1.60709155244543,0.913990425673116,-0.34066195323706,-0.228411231211887,-0.111712921904852,-0.00208351017194539,0.259588852898175,-0.182876087864065,0.642805362497514,-0.252267711847183,-0.306516590619539,-0.42853183833542,-0.497934356347123,-0.417878848700594,-0.35500547105659,-0.112440016810172,-0.61461412035189,-0.357511558374496,-0.819845748358033,0.0911816945468246,-0.378291611508553,-0.913734224777515,-0.830506868240453,-0.783997434109626,-0.124443972088307,-0.98341889884008,-0.606895951334054,-0.238454858789794,-0.489640342748894,-0.455206090577913,-0.223286226646966,1.15584160053792,0.759443132898112,1.61989912037017,-0.151939714932101,0.0487799034595528,-0.38590404894548,-0.36055048682019,-0.568328150437559,-0.905430281066359,-0.330040872297893,-0.0116987622733125,-0.605983060343026,0.116966268036747,-0.398598895012938,-0.447518129805429,-0.359599835975774,-0.865887469545654,-0.914813924408506,-0.953621058029333,-0.809856813216293,-0.52296428540678,-0.0856258983391351,-0.634709425420081,-0.516710138343024,-0.435184720483938,-0.163802076847631,-0.568816145086701,0.0874500247054297,-0.86541067130853,-0.357754445220196,-0.780423638968059,0.518768695104203,-0.184492492167631,0.609726985605376,0.389010045347912,0.431064169137696,0.181228442827227,-0.502207323781349,-0.459648846810153,-0.4934515615415,-0.398255288967077,-0.482221846077195,0.381764495026787,-0.980470208539792,-0.383494924561845,-0.380512502008794,0.970469413659231,-0.764598696503882,-0.00582134200737341,-1.58619172582408,-0.309826740299753,-0.338666218883172,-0.30035086997219,-0.25103970919018,-0.309497582434451,-0.370191098154877,-0.363339282189705,-0.25617081194132,-1.14915910245311
