"","ETEC_RS00155","ETEC_RS00360","ETEC_RS00495","ETEC_RS00505","ETEC_RS00560","ETEC_RS00575","ETEC_RS00675","ETEC_RS00810","ETEC_RS00840","ETEC_RS00930","ETEC_RS00960","ETEC_RS27360","ETEC_RS01775","ETEC_RS02560","ETEC_RS02565","ETEC_RS27495","ETEC_RS02845","ETEC_RS03320","ETEC_RS03325","ETEC_RS03335","ETEC_RS03460","ETEC_RS03560","ETEC_RS03690","ETEC_RS03805","ETEC_RS03920","ETEC_RS03930","ETEC_RS04010","ETEC_RS04165","ETEC_RS04825","ETEC_RS04975","ETEC_RS05170","ETEC_RS05450","ETEC_RS05755","ETEC_RS06200","ETEC_RS06205","ETEC_RS07095","ETEC_RS07500","ETEC_RS07600","ETEC_RS07640","ETEC_RS08325","ETEC_RS08420","ETEC_RS08710","ETEC_RS08930","ETEC_RS08935","ETEC_RS09075","ETEC_RS09080","ETEC_RS09085","ETEC_RS09370","ETEC_RS09540","ETEC_RS09765","ETEC_RS09770","ETEC_RS09775","ETEC_RS09780","ETEC_RS10205","ETEC_RS10215","ETEC_RS10370","ETEC_RS10595","ETEC_RS11055","ETEC_RS11160","ETEC_RS11320","ETEC_RS11825","ETEC_RS11830","ETEC_RS11835","ETEC_RS11845","ETEC_RS11915","ETEC_RS12100","ETEC_RS12880","ETEC_RS13060","ETEC_RS13075","ETEC_RS13390","ETEC_RS13525","ETEC_RS14565","ETEC_RS14580","ETEC_RS14780","ETEC_RS15130","ETEC_RS15155","ETEC_RS15245","ETEC_RS15360","ETEC_RS15380","ETEC_RS16275","ETEC_RS16425","ETEC_RS16470","ETEC_RS16800","ETEC_RS17010","ETEC_RS17145","ETEC_RS17220","ETEC_RS18655","ETEC_RS18695","ETEC_RS18710","ETEC_RS18790","ETEC_RS18875","ETEC_RS18885","ETEC_RS19110","ETEC_RS19220","ETEC_RS19645","ETEC_RS19970","ETEC_RS19975","ETEC_RS19985","ETEC_RS20145","ETEC_RS20985","ETEC_RS20990","ETEC_RS21015","ETEC_RS21020","ETEC_RS21025","ETEC_RS21035","ETEC_RS21055","ETEC_RS21075","ETEC_RS21210","ETEC_RS21215","ETEC_RS21310","ETEC_RS21600","ETEC_RS21605","ETEC_RS21665","ETEC_RS21770","ETEC_RS21990","ETEC_RS21995","ETEC_RS22000","ETEC_RS22050","ETEC_RS22575","ETEC_RS22615","ETEC_RS22620","ETEC_RS22625","ETEC_RS22720","ETEC_RS22755","ETEC_RS22960","ETEC_RS23000","ETEC_RS23010","ETEC_RS23280","ETEC_RS23730","ETEC_RS24390","ETEC_RS24640","ETEC_RS24815","ETEC_RS24875","ETEC_RS24890","ETEC_RS25065","ETEC_RS25415","ETEC_RS25505","ETEC_RS30275","ETEC_RS25960","ETEC_RS26125","ETEC_RS26930"
"ETEC_Li_2 (GE) - TPM",0.87502356868399,0.876506226115978,0.682688628357534,-1.14801350653849,-0.741294085358302,1.14514380639376,-0.149851788239185,-1.28442090902729,0.029150955953503,-1.16469240309565,-1.2789653694089,-0.802963238174201,-0.242200111621395,1.36690499967266,1.94973356467024,-0.276294515696817,0.651859024130908,1.21448065758802,1.57483307853164,3.1962910679397,-1.35778673370841,-0.23803645088104,-0.0875082343641242,-0.842389185853249,0.686747336804389,0.592308695053523,0.170018525862919,1.71771332967645,1.75650126212874,-0.942460269963242,-0.969972201101182,0.962217199043162,-0.8272508754678,0.805286732352418,0.606504291975076,-1.1614565938371,-1.27476554145775,-0.537499136176389,0.158902402971608,-0.897391026182766,-1.16323441053083,-0.905814341970055,1.38508063495249,1.32512019846805,0.0180329316414435,0.0756624238402809,-0.36000142619795,0.990183325068444,1.69222209287323,-0.133639159237026,0.470614774256216,0.768143787459556,0.309355750098091,-0.972490070888673,-0.775367573986958,-0.817904565181578,-0.809968549212686,0.994195387710747,-1.03543023069467,1.80002872845379,1.02889654249929,1.2722530009222,0.386988505986064,0.970364403165729,0.342573510038521,-0.0788639310510561,-0.723772114120353,-0.908548321339613,-0.368078547552324,-1.0203736600302,-0.104999197394185,1.28554914606924,0.805455899845363,-0.341743263196066,-0.928492801436314,-0.667996050370452,-0.546229499317252,-0.972980089296189,1.95434952622016,-0.618013073040988,1.9750159200509,0.328739103595003,0.936178836529829,-1.1232079922767,-0.695811421665038,-0.461862234023547,-0.779193454894602,-0.915767298911477,0.502843715611886,2.06429176521139,0.599520052436931,-1.15164280913526,-0.289542216002343,0.277718881705891,-0.353718280045074,-0.352735443471557,0.105864593234078,0.168948223763505,-1.04501056006861,0.969296390771287,0.534627526855038,-0.738260114810846,-0.835835486473296,-0.643347676178133,0.47343761439438,-1.36727514746255,-0.514478755790747,-1.21613919569932,0.4469588298193,-0.93097016403774,1.65191997958795,2.62328941343288,-0.94900801405405,1.23983524102646,1.03579625202137,1.36340288619889,1.13990012772563,-1.00658170581524,1.40477050160291,0.339972930412962,0.18113826916617,0.0490623834071141,1.31059923375812,-0.425897949135417,1.94483066913539,-1.2285501335532,-0.451730946108747,0.43431454817982,0.576203391600945,-0.572517450808895,0.574587429836122,0.358531284051589,0.907547105853615,1.3758198184409,1.40704731685071,-1.10730786529637,-0.992530037831659,1.51574150772218,-1.13660323996573,-0.756980625488906,0.158728880486782
"ETEC_Li_3 (GE) - TPM",1.42489079743346,0.937070959347496,0.75220950940761,-1.23574140953423,-0.412642011235492,0.904277466880271,-0.456718372183958,-1.37385661204139,0.465447997557423,-1.41215394432517,-1.12949354173844,-0.985157910252631,0.835541431063435,0.740002482242834,1.0335156513077,-0.235718139507475,0.657761471296484,0.469426276010267,1.05030711415648,1.94321910942402,-1.16136277416478,-0.680048152107862,0.0887515342126407,-1.12087337482168,1.13301735664427,0.34025970731066,0.528732575143745,1.90961698814807,0.34288568906523,-1.08512729917019,-0.818786317829839,0.656234607998143,-0.831650016497694,1.5512924324158,0.772819497505061,-0.968252474372672,-1.44937546266949,-1.08569897834866,0.00905494675745931,-1.05811041680092,-1.27195128998306,-1.34593608723703,1.82760865961185,1.53988064695552,-0.583517962104083,-0.708662557601861,-0.419719031625447,0.780201023240569,1.6278445166392,-0.381620583362101,0.392465887501868,0.662576900882062,0.355759795767418,-0.756679763236793,-0.946116081044509,-0.904046186687135,-1.11036767320708,1.18428551770596,-1.11585751574833,1.59876800149282,1.3352517161908,0.866915208999876,0.688548385182086,2.02781161830368,-0.259285701818154,-0.377776087860016,-0.663356201959802,-0.896480544828277,-0.264432388773132,-0.387058875215211,-0.381193291370545,1.83195152267934,1.02671754088184,-0.853278094636043,-0.668254700672143,-0.116755373988338,-1.0254295369071,-0.443069621943561,2.5408088519346,-0.789404866739134,1.54510940562129,2.06832201444221,0.825374108954563,-1.08371325174495,-0.557061932778949,-0.112839487588487,-1.00027562983212,-0.781022608008088,0.468386380022762,0.604774547868747,0.975206835415901,-0.924232660092257,-0.897888900783265,-0.351908055164969,-0.687047069175357,0.745908035044718,1.08310448964701,-0.0457635184209497,-1.03694613332898,1.5839183522006,1.26112468064297,-0.588079392951966,-0.771479161814705,-0.668132740327532,-0.132441537491714,-1.36728363542837,-0.825344642169408,-0.591932630273138,0.423318036818988,-1.33170186119028,0.911453891483835,0.942456835849187,-0.969792961413463,2.35697793200789,0.735324823361925,0.927776085703322,0.28524440109085,-0.864029929535233,1.02654705285241,0.550048151721158,0.299167130948285,0.184727117321208,0.408976188377332,-0.785890999483914,1.28939238161043,-1.13979779844357,-0.753026031791151,0.681104017808518,1.01957029664984,-0.472783783656389,0.636605486868565,0.188814531045334,0.618869467127614,0.49636932859122,0.848942957447348,-0.781306717275128,-0.780965010043073,0.556498319044752,-1.17098856268507,-0.0655713798063938,0.000554809158058651
"ETEC_Mig_1 (GE) - TPM",-1.19263238100947,-0.209280495582434,-1.70961362934834,0.900459329932501,1.14642150101992,-1.64932780665983,0.100513251546467,1.03388970603172,-0.471479212865775,-0.627705882936677,0.419660630550759,1.58424642215467,-0.878624120052599,-1.5309346834599,-0.735450978161846,0.811781724396547,-0.727473268576981,-0.5612968589587,-0.637892517589146,-0.803768576599213,0.997642999496771,-0.219400183725642,-0.594143965331424,0.0986289257646353,-1.26801192210735,-1.43907341599445,-1.31602081593861,-0.920967870830068,-1.41396135289919,1.00512061272666,0.418852240078922,-1.35809226816358,0.00059737019219931,-1.15401310294513,-1.17344651895521,1.08060070744684,1.29106887112301,1.50704913648081,0.193583309428368,-0.0197900555227179,1.2963651782402,0.262179021695593,-1.69268208787514,-1.67810880756656,1.14077365288909,-0.177022442254462,0.58255765966402,-1.38935015443513,-1.44945965489833,-1.06981500530899,-1.28284792224253,-0.466198634353404,-1.10017502049956,2.3087078930533,0.215884765606808,-0.102443220940572,0.820046454077884,-1.3001007304785,0.65892877454761,-0.653480066600946,-1.11940922980531,-1.45439478811004,-1.18114233747062,-1.15841976287138,0.331537772394463,0.604016792214069,-0.9707549896924,0.878342938711271,0.590953194318015,0.196581893481791,1.35199598930602,-0.611696356621656,-0.995969826414733,0.728270431637912,2.14287503404823,1.24991029313276,1.22140575237997,1.86498056346841,-0.94350756126106,0.120617561824037,-1.36284179167932,-0.389468374874188,-1.50143346408026,0.345070562110424,1.19161423450855,1.79481873766152,0.701664965661325,1.47611033357147,-1.65533840856058,-1.77874248172632,-1.55023518097545,1.43642232148461,1.34882157323348,0.674716831032951,0.510388441891814,-0.895687389559458,-0.942037920961534,-1.43507160437295,2.02926638260808,-1.34668880900117,-1.40515647243381,0.724759110017945,0.521101949380157,0.255157858568113,0.419639485636753,1.52635989330103,0.451533566471837,1.92927289639161,-1.55492132259663,-0.123692384700414,-0.840988328748186,-0.399729456100582,0.993603996662451,-1.26740460550367,-0.893468349016829,-1.41872729002354,-1.36255295445193,0.62209932065919,-0.925946540520123,-1.15200896694584,-1.00084407825103,-0.96167759609592,-0.682502045006954,0.738101597025247,-0.875475692280816,1.3875151808414,1.45155180425939,-1.55360026239699,-1.21332311839918,0.906627136827233,-1.26038716842886,-0.913645113370849,-1.25548446792344,-1.36051746896365,-1.61809638546345,-0.064982137564427,1.56130271379675,-1.20605968433008,0.860798517973181,0.172964205802468,1.01268791020293
"ETEC_Mig_2 (GE) - TPM",-0.941403688984971,-1.2882692275538,-1.72139040076909,1.5094419029756,-0.495265782136858,-1.47681949331185,-0.58515419657113,0.530632879136921,-0.69617981622763,0.166616018603207,0.0175490663565766,1.65091274423737,-0.919183203677848,-0.897118179163694,-0.936222340121478,0.462598112794147,-0.615097548952021,0.248199201081064,-0.67128236867468,-0.817082344695193,-0.512923875794773,-0.895004471380391,-0.568087813203176,0.261623101281181,-1.32883173969513,-1.72524392551989,-1.17948847270759,-0.894182097155927,-1.43764340221306,-0.549830161267599,0.0569330410583815,-1.38186451680609,-0.0624499093346379,-1.22227610577769,-1.36999413306946,0.170567787637536,0.500441959649728,0.865037152744259,0.312607742812089,1.80637250808372,0.952679202716606,1.00664997644362,-1.5531848665957,-1.64839257009941,1.37348182562319,1.06265849684755,-0.745898066817598,-1.41020501776085,-1.50098620926079,-0.968669803014072,-1.32804679014222,-0.772107083719923,-1.21823085312767,1.73664334646213,-0.40535655112652,1.18276651625488,0.979907330102898,-1.26487553639841,1.70856358918423,-0.737827962203132,-1.18523004980032,-1.36253394408859,-1.23406674727601,-1.21372206139581,-0.619137266614361,1.6307827656403,-1.0611807640265,0.641771398230357,-0.799281589687684,1.43033342234925,1.43020225656557,-1.12815362645507,-1.20524878443819,0.394475888235124,1.10868916211696,0.736556198693603,1.06644526731145,0.785611526551479,-0.965569778480445,-0.266117211667772,-1.49872827997062,-0.156180888324565,-1.80245905417701,0.448111365945062,1.01939389108408,1.01593681852109,1.39211586816153,1.63921518874281,-1.64499820045027,-1.07403115521942,-1.39205688072472,0.172697481288001,0.901392105483389,0.707738720905992,0.224638583645375,-0.917014993148696,-0.93735930417797,-0.697327819067045,1.54404405205298,-1.33069736462701,-1.36512838913959,0.531633824504361,0.76392348627103,-0.147919717683393,0.268651653942102,0.662297009340735,1.12624726081077,2.26462389088835,-1.2011363213044,0.625737160759155,-0.238467666175115,-1.2163742455514,1.5380463843783,-1.17403604979405,-0.876926001326443,-1.34438843272906,-1.22873984860751,0.289569201471636,-1.08189471756053,-1.13647423663601,-1.00971274729738,-0.955758200071866,-1.12341569048664,0.734207759164844,-1.20215923111353,0.548566111988462,1.38477636450726,-0.780614911998998,-1.43536945604179,0.812067591405291,-1.32788744386239,-0.865609290359371,-1.28714279061914,-1.09272366499043,-1.60192074005774,0.164651589120461,0.741001307190333,-0.913651367275151,0.311076643019146,0.790223599953283,0.910767103306318
"ETEC_Mig_3 (GE) - TPM",-1.15180476639369,0.723553009759116,-1.54128049199961,1.24068050167773,-0.118886394707338,-0.775982430121163,-0.20897380863032,-1.22305549649702,-0.778680235769003,-0.58835755925416,-0.280549063727842,0.0730672919749748,-0.734351673169053,-1.33137500521239,-1.07278535150844,0.892389175063303,-0.68974496160092,0.590829055828827,-0.423869975027126,-0.697863557087039,1.09801767261825,-1.28026383117412,-0.368501738247634,0.119120166766079,-1.00124583755135,-1.32087138062122,-1.2611535616898,-1.03456018342692,-1.37502337884124,0.363496905801472,-0.076993351196509,-1.27506210568188,0.0944041713866083,-1.08680869034793,-1.028562721842,2.07171395623577,0.0183171460539448,1.43049022126653,1.02978845290068,0.232037246410462,0.659398704302572,0.609474022958953,-1.51093024154008,-1.4918015628916,0.95484601908965,1.65663772690299,2.33116384075389,-1.15031753645804,-1.46176226654485,-1.02582400256837,-1.33985600132782,-1.1529949936501,-0.986090815024861,-0.0335694815383501,-0.420448810980615,0.659919298598419,0.477824965296768,-1.23179742850109,0.427985274383092,-0.559475578546485,-0.494158197384142,-1.09395843477959,-0.514889061821291,-1.52261573719593,0.900554074113297,1.24359781573973,-0.210535932095165,1.0726033518091,-0.0130428552384091,1.02814046319212,1.15465824393452,-0.395371694941751,-1.30790111540972,-0.855485498530479,-0.676066732420273,0.174519804803494,-0.0849861858778681,-0.124812997875804,-0.790015671638494,-0.646220991759334,-1.36603153797423,-0.657778324329933,-1.44545572114527,-0.280619722554106,0.904272967912434,0.527647709643873,0.219973756217223,0.851131259744971,-1.41497691590617,-1.0639228792584,-1.37154078333071,2.23908913484828,1.48122667817621,1.39742675375947,0.172254163395457,-0.831767239123593,-1.00206554126463,-0.158178051344199,0.0753195626301189,-1.26699971355799,-1.33884205222932,0.868234191708632,0.283699837142726,0.420492126856969,0.327765016658013,-0.100235295473045,0.735754966910488,0.587392011675073,0.190007240143102,0.247828366757498,-0.693362043629395,0.48030303406438,-0.29129434553945,-1.12625735438782,-1.35276344089033,-1.37053123280219,-0.54347423502356,0.112084112059869,-0.956283873538242,-1.05461446317061,-0.871749648121475,-0.907686717854504,0.976074580851474,0.871100909292527,-1.30097457298943,1.45435986154838,-0.0458334833583374,-0.996506442356485,-1.23709199806655,0.361325008563654,-1.11764671794747,-0.743315350123384,-1.40821725014103,-0.82537144310753,-1.49876045177013,0.516445199381229,1.28023937731971,-1.3815294255155,0.368606803013887,-0.756980625488906,0.400565939774617
"ETEC_Nd_1 (GE) - TPM",1.15950838990937,0.0813807125166637,0.159458300772309,0.14038888607532,-0.239062112228129,1.38715564614833,1.57343103840236,-0.246091502967013,0.557668347771791,-1.11362390115097,-0.35639439492441,0.228751242574321,0.808839906556383,0.845818773899992,0.618759499318178,-0.163321052634684,1.01329109581156,0.869150683394615,0.937142728660472,1.08114121866415,-0.788288736364956,-0.655206576700191,-0.268853357470775,1.00310143165502,1.59361627125835,1.14095146101536,2.01226833066851,0.183612223220935,0.984925555022124,0.20399029902465,1.01974270572483,2.00816055535245,-0.85016517964504,0.72668709004488,1.21597979740711,-0.605138695737565,-0.600215828206489,-0.0632369472981142,-1.49164476125285,-0.405750733149244,-0.799835455807352,0.672682512508593,0.137845155391865,-0.0204983139199345,-1.03438974382451,-1.22367377097552,-1.02801762814561,1.10866338207339,1.09478452412108,1.82012865464255,1.24894577841169,0.790254416741529,0.376138755513858,-0.371917369965608,0.0928248042081458,-1.46815868025625,-0.0695722479145425,2.36948655108408,-1.43709553850138,0.312744180742326,0.981527583315826,1.38692586881774,0.967425666729691,0.507650605531679,-0.351372093247131,-0.723781029397721,-0.115000125328536,-0.883100843554446,0.197389744473572,-0.912703185045194,-1.2327452049318,0.449867342174573,1.66375774792362,-0.719488776530306,-0.774522965899977,-1.29487022855745,-0.485436373148219,-0.164093598741915,1.24241319864875,0.353449921682399,0.347080912593021,0.395818085344463,0.362122274772414,-0.878245358553334,-0.842459720809048,0.447501152919144,-0.921230460300953,-0.932915804641932,0.300820899737228,1.10176291831124,0.242297035822163,-1.0257304940667,-1.43939164036545,0.0172712991260582,-0.190268999077016,1.00077230405747,1.10624973627076,1.25346088980389,-1.10946696788793,1.03237951933431,1.49365599338091,-1.75156208362611,-1.35987701615891,-1.11976099262972,-1.51024883196314,0.290963336205919,-1.02329095175421,-0.302677577868667,0.26753393984729,0.128151236431815,-0.264211039171379,0.299988381195209,-1.30909414572861,-0.352641725716395,0.546424284140538,0.381858501939764,0.624428594887369,-1.26602336065457,1.10594892049801,1.20410724242904,1.3278281054959,0.983882261229652,0.50452756094344,-0.712414502027843,0.83006188442231,-0.750581017174934,-0.798057859208058,0.804484241683983,0.230740334520592,-1.21494852760611,0.618923285765568,0.952831100854153,1.62884785521328,1.04424908321433,0.814852677910418,-0.151363632839421,-0.127257921299191,0.8697773659585,1.36354176089523,-0.756980625488906,-0.544340239994516
"ETEC_Nd_2 (GE) - TPM",1.30017822785448,0.889956031561607,0.209738573477304,-0.122978010835624,-0.926337187258683,1.85183500668191,1.89924090099651,0.83327308671171,1.9158348506694,-0.945325765268174,-0.643960839567469,-0.139124780622997,0.445591307908606,0.852662627721457,0.391669010014557,-1.26520336123287,0.735969123516785,1.01529581386297,1.06352344677386,0.654540798335827,-0.860950937906874,-0.956065275854779,-0.0934775316197456,0.656561917207567,1.55816886223139,1.28461162219493,2.08241814666536,0.28394296722698,0.971450485114478,0.460959286719229,0.503343727432684,1.3470956184981,-0.602649700428096,1.22621959303539,1.67790877546401,-0.609152648792984,-0.434237853165749,-0.507896361710777,-1.5326288596846,-0.894503342377041,-1.1576860331099,0.65595498152797,0.125139128236878,2.41525849664956,-0.992948440437193,-1.00212784039934,-0.949945595127005,1.17524260104614,0.82302443499116,0.935194264159305,0.800498655571592,2.13221226515629,1.30190033214238,-1.09399914350084,-0.270788422417158,-1.08388017405441,0.417630819916333,2.45854778227123,-1.70063109842225,0.230046174542813,0.141498903315914,1.1371485972065,1.55996673071637,1.79197286302672,-0.590847973029967,-1.42304419777581,-0.687349750440993,-1.14513174110517,-0.0450903789331962,-0.545096277228657,-1.18123785344568,0.0895449271415214,2.01722213258835,-0.584713338632077,-0.586844383149395,-1.2325951049074,-0.81776522639897,0.913515968404385,1.25470649395137,0.978102486653189,0.00103786696092121,0.145016048793214,0.0780226925917527,-0.897338294844839,-1.0920151654848,0.357919876862562,-1.01142743887869,-0.683039970778929,0.418131455358224,1.41187952080219,1.00573375127594,-0.475112348199721,-1.23085924045685,0.262690551005147,-0.355345943419406,0.523714178782897,1.335056854755,0.84742153808519,-1.09543837644887,1.40584619481293,1.5347828573799,-1.35905300062406,-1.31819006316366,-1.44032700463513,-1.55113605680236,1.24178079281598,-1.10245194195153,0.670029325394133,0.945232710323027,-0.86730791754344,0.26471182184777,0.39211108091463,-1.328050659702,-0.271558982529632,0.91704379804438,0.429401491190398,-0.141915053359341,-1.31181590408019,0.759223116793538,1.21368375204432,1.13975110966096,0.938906523338992,0.384573865190525,-0.664934112204987,1.25364578090308,-0.584621193998255,-1.11058256382159,1.04361808583788,0.710776929047908,-1.09875921285226,0.410460172677629,1.10697531652378,1.77786862057005,1.76260514733219,1.04834241562272,-0.47528623147319,-0.224284428809162,0.445902435177205,1.04199263217335,-0.756980625488906,-0.770248960679617
"ETEC_Nd_3 (GE) - TPM",0.524629545237899,-0.968824646582863,1.00888561926573,-0.876459537476967,-0.926337187258683,2.42495259680727,0.335710443040268,-0.217751615444861,2.02082057534914,-1.41418231351461,-0.694955221455991,0.189599597202579,2.05109524143708,0.533330479967936,-0.0825923151561351,-1.26520336123287,2.71332962006913,1.44410526714258,0.541198119064547,0.404552575044792,-1.02802699888067,-0.339227106495634,3.27775090798474,-0.347236708980114,1.40707117354928,1.64133905935508,1.2939395589291,0.357578646679182,1.31648546268293,-0.539930018732162,1.56657102042678,1.75815461163668,-0.952071035674139,1.26730562901881,0.71004747853012,-0.452819441124488,-0.963360323925968,-0.966840420236966,-1.82205430730066,-0.457181443364209,-0.815062387403375,0.121247666450218,0.671132717120444,0.927601130017574,-1.15907148330722,-1.07629969543537,-1.16009046144783,0.53979515373866,0.902038246970111,-0.333368343231871,2.2794255345197,0.484690560084529,0.678348859744188,-1.09399914350084,0.114748915760113,0.012108391384305,-1.06766310564706,1.97178799729925,-1.21605749294526,0.755151253579034,1.03517178636912,1.80818943485953,0.141841121886471,1.43753284359547,-0.780507386157537,0.202971426734944,0.387924881219361,-0.751699622528819,0.281447934775052,-0.636538950852186,-1.27195631122453,0.441088366918411,2.49097398661529,-1.31310791519269,-0.406579207099643,-1.25815940681247,-0.882680556108734,0.425201256111965,0.722917856737668,0.0868363245855863,0.40438096268927,0.741121864797252,1.23098746917057,-0.963014954590774,-0.437860521729287,1.14220162086494,-0.791157773280422,-0.864392623714911,1.0673854641638,1.35061924532765,0.435448976775578,-1.1381536800935,-1.37256126824359,-0.930816784278751,-0.778666815956828,2.478753156059,1.28236531268917,2.19225518450742,-1.09331017038805,1.55643673828761,1.9188060225066,-1.4673113955807,-0.151936130857511,-0.950107073761927,-0.211745736410834,-0.341393389520019,-1.46284995780723,-0.755496887526102,0.812398002921133,-0.258611771714414,0.00452262852717173,0.199853279780396,-1.34726078466696,-0.271118129012464,1.34691332808525,0.674386451645174,0.961491445039144,-1.35001217951657,1.55891999673385,1.06159569304566,1.23895344314812,0.879450091702467,0.26842283449998,-0.681078030872746,1.78313149510159,-0.733416855737087,-1.69726184632137,0.625700678738532,1.05000303950627,-1.44483778589377,0.617623455998272,2.08744213994108,1.97685191688049,2.21319262196026,1.52072130323206,-0.46675440350023,-0.455171276092403,0.372655293692386,0.806571215217646,-0.756980625488906,-1.20792954523198
"ETEC_Ns_1 (GE) - TPM",-0.171533480104451,1.77103672609746,0.244891344532353,-1.18133185262415,-0.669481695653931,-0.126169581399527,-1.38562598185654,-1.4128854127568,0.299131558497983,-1.34463707388529,-1.33423931605998,-1.363455500324,0.548579953606685,0.0165035872908946,1.28797817751758,-1.26520336123287,0.720089231720985,-0.183041048227798,0.607362218115628,0.373158016455939,-1.37501354257168,-0.573357636197273,-0.391890662505893,-1.40224707039159,-0.294806586842693,1.33805295032742,-0.406969231231436,0.313759151431355,0.0103470333069293,-0.96148227310588,-1.3739120675999,1.22348308830876,-0.963331457970035,1.33810253438548,1.87967442216231,-1.20723263352149,-1.15094916268949,-1.61716182803103,-1.15412289048325,-1.48390071342291,-1.04072486729894,-0.817386231196693,0.712072665284146,0.78339890308575,-0.58348309749372,-0.28180014301823,-0.666494319949225,1.31794157523766,1.07034143865572,0.389847028454687,0.302929409723767,2.02435358966531,0.472510442654103,-0.0820098631406105,-1.70671845628409,-1.24250673950102,-1.42401150509414,0.564107297372914,-0.531047944003823,1.09800292327681,0.947213140607336,0.588961221219848,0.220495918394635,0.654211995282104,-1.45814565863092,-0.751662889048923,-0.716087810108441,-0.270745157185174,-1.58892582228448,-1.24926936664417,-0.993605639671594,1.32896774345578,0.49711911840192,-1.74620934478585,-0.158069955435226,-0.933108074556465,-1.35088259790503,-1.55478739897859,-0.187643854456655,-0.69155502071208,0.537771498353541,0.0432538691580436,0.425701775074728,-0.963318085203325,0.0556913415260082,-1.33706567227522,-0.918538750707661,-0.683864355005328,0.704188533355078,0.157684756528762,0.218247260653605,-1.0228944081853,-0.522058477175598,-0.117615603391239,-1.47109445654066,-0.556673030553047,-0.187576083154971,-0.130949755693671,-1.50418765344738,0.672001636091594,-0.126966514550501,-1.42617925044562,-0.614983361070281,-1.09798485495037,-1.1814821136561,-1.39698166104875,-0.86864655105844,-0.664504811820271,0.822354324539429,-0.435459497810135,1.03408947557314,0.267867794603798,-0.737518529678539,0.683687249738824,1.23160050751401,1.1008626358956,0.136493601347303,-0.774335161605656,0.248604355977844,0.271020646554603,0.630782253309328,0.844043498040546,0.594800407333915,-0.918635028083747,0.348482842795409,-1.07127524868085,-1.58607884915818,-0.12048165749512,1.3963547331392,-0.491829136040515,1.06231834759559,1.63557585998626,0.362261180497324,1.45290681774099,0.483760379322265,-0.0282161883487136,-0.927336113622596,0.575345900180686,-1.71535970334425,-0.756980625488906,0.0500355925596844
"ETEC_Ns_2 (GE) - TPM",0.15045673146063,1.14961604782445,0.832918790219597,-1.15140162061961,-0.812589270782248,0.100529021004612,-0.923004627891318,-1.44078682142178,-0.263256380205109,-0.947840939522609,-0.411120496482288,-1.50861381089782,0.482903960266012,-0.0900668076692806,1.22721491822502,-1.11323022679526,1.47277208836673,-0.016660578922981,0.660303836782506,0.325187223365299,-0.737091893831127,-0.511214722383477,0.653768519634824,-1.35414124785868,0.321941268082625,0.931894926363024,0.402787340347294,0.549200768911593,0.605846373996019,-1.37292331428476,-1.14471395963371,1.58202966541538,-0.852535176881457,1.01143581082311,1.15826679532653,-1.37425053359443,-1.3996353336971,-1.47232743441033,0.297626624930718,-1.26857259888744,-1.17766175430809,-1.06992751028417,0.692123049670573,1.11961966835357,-0.211229648300274,-0.0230111230918292,-0.886855439674808,2.71623930027438,0.621354600329683,-0.349472936999936,0.207723089017778,2.8672397650529,0.782265217983843,-1.09399914350084,-1.37169160271002,-0.36893429694531,-1.90802095513814,0.28525610672257,-0.964600511215215,1.34432310590299,1.46834897821473,-0.0332257821917359,0.853523059785903,1.12878748132025,-0.621537514982471,-0.316025856892187,-1.19408546990191,-0.825691652414432,-0.697414177255939,-0.698809211471304,-1.00286793542336,0.912245945549733,0.462527134009883,-1.52210164797221,-0.640712607947605,-0.831667960334437,-1.51770234555712,-1.15200540302608,0.625299530254925,-0.960894207815125,0.374744687623383,0.497409121205527,0.435433648998687,-0.885057537342008,0.0365068000163047,-1.40357612406073,-0.94187186406863,-0.676340526778401,1.2591487468684,1.45097461648795,-0.317058465244951,-1.27946394350501,0.217135583360373,-0.192537233810215,-1.3088455406326,-0.474331533328579,0.0455491979619878,-0.048694871339065,-1.59766322615342,0.876278345799043,0.620076848636916,-0.60508962712213,-0.688163656316389,-1.38577721837649,-0.755359033177104,-1.25010390264396,-0.88955023851268,-1.00468050620646,2.29886320341966,-1.1012437487783,0.329005897011299,0.0384587590962615,-0.900775291100673,0.947455780678365,1.84899754883044,1.77765690957321,0.349299551618503,-0.396196963215885,0.65803849658634,0.914457164025121,0.849732014369152,1.11511443314645,1.43747083343711,-0.749216091271891,0.964065365432303,-1.0774051806835,-1.1924287871994,0.198806105860825,1.5596163667188,-0.275615761356618,1.32210856131331,2.38396260599785,0.428419720967368,0.809076387735397,0.824130108340058,0.318816412196512,-0.992052453912935,1.61705860516321,-1.64590504135275,-0.756980625488906,-0.119667412650166
