"","ETEC_RS00155","ETEC_RS00360","ETEC_RS00495","ETEC_RS00505","ETEC_RS00560","ETEC_RS00575","ETEC_RS00675","ETEC_RS00810","ETEC_RS00840","ETEC_RS00930","ETEC_RS00960","ETEC_RS27360","ETEC_RS01775","ETEC_RS02560","ETEC_RS02565","ETEC_RS27495","ETEC_RS02845","ETEC_RS03320","ETEC_RS03325","ETEC_RS03335","ETEC_RS03460","ETEC_RS03560","ETEC_RS03690","ETEC_RS03805","ETEC_RS03920","ETEC_RS03930","ETEC_RS04010","ETEC_RS04165","ETEC_RS04825","ETEC_RS04975","ETEC_RS05170","ETEC_RS05450","ETEC_RS05755","ETEC_RS06200","ETEC_RS06205","ETEC_RS07095","ETEC_RS07500","ETEC_RS07600","ETEC_RS07640","ETEC_RS08325","ETEC_RS08420","ETEC_RS08710","ETEC_RS08930","ETEC_RS08935","ETEC_RS09075","ETEC_RS09080","ETEC_RS09085","ETEC_RS09370","ETEC_RS09540","ETEC_RS09765","ETEC_RS09770","ETEC_RS09775","ETEC_RS09780","ETEC_RS10205","ETEC_RS10215","ETEC_RS10370","ETEC_RS10595","ETEC_RS11055","ETEC_RS11160","ETEC_RS11320","ETEC_RS11825","ETEC_RS11830","ETEC_RS11835","ETEC_RS11845","ETEC_RS11915","ETEC_RS12100","ETEC_RS12880","ETEC_RS13060","ETEC_RS13075","ETEC_RS13390","ETEC_RS13525","ETEC_RS14565","ETEC_RS14580","ETEC_RS14780","ETEC_RS15130","ETEC_RS15155","ETEC_RS15245","ETEC_RS15360","ETEC_RS15380","ETEC_RS16275","ETEC_RS16425","ETEC_RS16470","ETEC_RS16800","ETEC_RS17010","ETEC_RS17145","ETEC_RS17220","ETEC_RS18655","ETEC_RS18695","ETEC_RS18710","ETEC_RS18790","ETEC_RS18875","ETEC_RS18885","ETEC_RS19110","ETEC_RS19220","ETEC_RS19645","ETEC_RS19970","ETEC_RS19975","ETEC_RS19985","ETEC_RS20145","ETEC_RS20985","ETEC_RS20990","ETEC_RS21015","ETEC_RS21020","ETEC_RS21025","ETEC_RS21035","ETEC_RS21055","ETEC_RS21075","ETEC_RS21210","ETEC_RS21215","ETEC_RS21310","ETEC_RS21600","ETEC_RS21605","ETEC_RS21665","ETEC_RS21770","ETEC_RS21990","ETEC_RS21995","ETEC_RS22000","ETEC_RS22050","ETEC_RS22575","ETEC_RS22615","ETEC_RS22620","ETEC_RS22625","ETEC_RS22720","ETEC_RS22755","ETEC_RS22960","ETEC_RS23000","ETEC_RS23010","ETEC_RS23280","ETEC_RS23730","ETEC_RS24390","ETEC_RS24640","ETEC_RS24815","ETEC_RS24875","ETEC_RS24890","ETEC_RS25065","ETEC_RS25415","ETEC_RS25505","ETEC_RS30275","ETEC_RS25960","ETEC_RS26125","ETEC_RS26930"
"ETEC_Ns_3 (GE) - TPM",0.752286637418642,0.704354815021631,0.0367345290887452,-1.01138855102962,-0.926337187258683,-1.82298589214441,-0.883431993376445,-1.04826983260082,0.246361903056948,-0.795431073960338,-0.68161709768856,-1.48049354386416,0.97515885882617,0.105495900766204,1.15340505326919,-0.407104466514529,1.37538141163436,0.477938629472767,1.07808619806082,0.0822155227333937,-1.23250113810584,-0.900293979844613,0.0626209472867778,-1.54546931211567,-0.0423707256338048,0.318940492002529,0.954016825641463,0.812668636707919,-0.428132204231182,-1.11228212786196,-1.38554751664876,1.54016354616167,-0.910296840835492,2.2078162187077,1.35440402973853,-1.51130824526852,-0.781816415882907,-1.17635383388375,-0.545612609520187,-1.41283393255605,-1.44707830644149,-1.70791416769311,1.72123489575474,1.6440084379072,0.88053688197952,-0.0602260441236296,0.176994423010369,0.894144412516905,0.641949019247764,-0.298928268549389,0.227991759891776,0.549489634791147,0.0935432558095142,-1.09399914350084,-1.05149395266247,-1.28007854188876,-1.55033759376029,0.52298443487121,-0.366634526165305,1.57148704806597,1.67018237912807,0.572144990727976,0.0647618415158156,1.86898632383009,-1.20196173418291,-1.0976545077841,-0.979750095234391,-1.18571306014839,-1.01370546806617,-0.922001658895919,-0.798296846051172,1.27866608741044,0.755453915877196,-0.876378033853111,-1.36724414375548,-0.830734401700568,-0.878518245459044,-1.18789351101797,1.93157744599269,-1.39512315202942,0.577853721961702,1.13263122112669,0.145402594957382,-0.778555668781166,-0.818525134888307,-1.20560659723445,-0.789161656513016,-0.901238107439473,0.344131851452002,0.716225585313444,0.382591745649834,-1.15440188116681,0.0671037163427563,-1.00041670997587,-1.2241101980069,1.1727857439068,1.54924632728399,0.0502921561502146,-1.26014740010626,1.16943281988828,0.372101637555769,-0.482086339284856,-0.372780074331286,-0.845207462135629,-0.0558086131979936,-1.45300325550719,-0.738419834579426,-1.22911461376445,-0.0708578960741896,-1.50593583369033,0.196852400070768,1.25784730919792,-0.619665353703165,1.82980833003433,1.60440412730215,0.699528264611206,0.166126874019876,-0.640658808396616,0.412007676530493,1.15325891703947,1.04970533729917,1.3472276050892,0.409818415114896,-0.645561273094366,0.281582368083051,-0.837044335801405,-1.38098471201545,-0.464227477511371,1.65707296737065,-0.521256511432104,0.713758634140197,2.1488286166636,0.551102017709671,0.362384521583315,0.0175338976153402,0.147516394825425,-1.16840003283927,0.736454567303118,-1.61280357121412,-0.756980625488906,-0.389852452198398
"ETEC_Oss_1 (GE) - TPM",-0.621582574303746,0.293707932445871,-0.876477878211649,1.73387515704751,0.359242822963174,-1.08483178213128,-1.62006224971101,0.218131348435308,-1.94793170233013,2.38419837124127,2.75805909958189,0.587191352400449,-1.53738022876031,-0.346888750631398,-0.0286062281668433,0.86135122130805,-1.80787962921077,-0.384422527062568,-0.672257690287018,-0.625681472041805,0.397356887300356,1.05267228846697,-0.69044650424983,-0.164080759287438,-0.774514461965701,-0.727933531684904,-1.13823051394564,-0.412163571420529,-0.888052851060675,1.82490966097066,1.11676453277299,-0.700590058812366,2.97869244388162,-0.866858282082218,-0.870184396698022,1.42041112492348,0.0164636693388401,-0.704679762133008,-1.04156100458922,1.41907963889794,0.61706028896305,-0.72066372511713,-1.1933541647746,-0.811986620864655,-0.400053398003535,-0.737407640417303,-0.218953773471616,-1.23652756024173,-0.554478454312337,1.71004918754205,-0.158533148520088,0.0370146182686474,0.194439813201865,0.674758374507458,0.717022461985849,1.54358536897994,-1.2620222136769,-0.352100523399481,-0.0574460037208885,-0.74230310584105,-0.185018262746839,-0.87930334650251,-0.64057208121695,-0.937378096110663,2.05810213978748,-0.749977242416427,1.43607829183937,0.571049766521985,-0.572284733059195,-0.800679955736934,2.95445332471929,-1.64985052788163,-0.727613192852364,2.43374725328634,0.0921193942959762,0.631111416934581,0.823583224085076,1.1556386456433,0.46312498813198,-0.293648676815796,-0.947901499064382,-1.37994967737188,-0.771314628752096,2.03956626019992,2.56380645427748,0.467413038103337,0.90666594447786,2.94578055850429,-0.942794573051824,-0.86226645260469,-0.930860650933482,1.15071147166872,0.713718824156868,2.67491942594351,-0.341043562885117,-1.33971259144088,-1.14316504211119,-1.36856054046081,0.861748700914175,-0.868060602097227,-0.848301685035676,0.975595209524399,0.134072011403274,0.800289733926141,0.125779160418086,0.712505847702552,0.809673498056762,1.90853237117072,-0.844567461960894,-0.313204527466902,-0.293630728531699,-0.605352586961326,0.138332809546164,-0.740973196499143,-0.396139208989347,-0.290719383128681,0.334933486965753,1.95728064899117,-0.0482555499066784,-0.564497554945139,-0.553177394620854,-0.40785540466727,-1.38710997475705,2.09224964637509,0.270752895173579,0.126982681064008,1.63373968715872,0.0783514981755646,-0.0840932274630353,-0.115238576829481,-0.0427337011155666,-0.426270653644129,-1.10183277103121,-0.680628899551972,-0.321053482216847,-1.2218882157723,2.1771797642583,-0.371945489912127,0.88029040898427,2.86847161196127,0.609207421020452
"ETEC_Oss_2 (GE) - TPM",-0.652005802499289,0.712266104653545,-0.55440465339552,1.05140475549094,0.0688901271953551,-0.734944910888147,0.285788501327253,1.59584704233408,-1.35920683507045,0.8851121842038,2.49972510653021,-0.0158383482935402,-1.25525797830682,0.00330042275796647,0.180617120466154,0.895519278347815,-1.07506853147194,-0.553196264502155,-0.598098550915072,-0.421923407624712,-0.139896707483423,2.3364304418227,-0.460693864119089,0.646520952263698,-0.640150182833512,-0.448725126105181,-0.815517336791469,-0.48399100699378,-0.224909010579432,2.56265881687048,1.65729994691866,-0.291017173605424,2.6255909007512,-0.528286242171953,-0.446781594391492,1.9094744038686,0.0214925437232958,0.643466466033821,-0.334767161472929,1.22508049114651,0.744102153444126,1.18260105276319,-1.01989633412343,-0.51385922761493,-0.550391320414757,-0.888756629290184,-0.323364498732518,-0.106837177617603,-0.354449171470127,1.47715279021148,-0.243084542461593,-0.218667350570727,-0.0670242456209413,0.458108034364982,2.13027503232473,1.48268553257225,-1.34855672652032,-0.308571347463048,0.445980365348948,-0.720810085327094,-0.430022462640745,-0.242115303909146,-0.475678226840221,-0.63204194977947,1.94102515122214,-0.0189070656401074,2.00305763785945,1.44203848970192,0.900115192649991,-1.05561980401126,1.03186694398493,-1.11285232650244,-0.553023074625273,1.13896634206778,1.0550646614339,0.584901370096392,0.874210504495194,1.12159602608025,-0.0565379746074591,0.342659083358291,-0.0751579764612,-1.26736611965602,-0.420691479246847,0.924832997472969,1.51090589905714,0.115566010221643,1.2072357444611,1.26406112201326,0.0468008237523952,-0.386789967690323,-0.327816926896464,1.06558546995585,0.731028915340581,1.15555861490881,0.834635997924425,-1.25697769738147,-0.998173113007898,-0.900731078473067,1.00399258363491,-0.525739832452477,-0.457994893987914,1.46846472168594,1.41061046780599,1.89689327602555,1.65225360381372,1.55303241090638,0.52966714058359,1.2700398154093,-1.17866558063995,0.214380349540813,-0.247208770226575,0.123331280365295,1.36183605258551,-0.00419536391616628,-0.0726416929099673,0.305856769300354,0.561256080534477,1.70428853154549,-0.216937376922081,-0.22976251700812,-0.301890556874165,-0.251085128371125,0.382649992968184,2.83576663206386,0.692986067135183,0.969577679806531,0.670617204515405,0.0822875341841002,-0.431765192470623,-0.216333981219084,0.021654707719941,-0.627091488728445,-0.472429697802038,-0.868911022569765,0.277593288116773,-0.0883601270723494,1.40094613495108,0.255528044082029,1.10071928885533,2.14533128487064,-0.331664832085609
"ETEC_Oss_3 (GE) - TPM",0.376610717297945,-0.901396361926146,-0.258664015850988,1.23961613022353,0.850323869638113,-0.461236950541617,-1.00426856539048,0.471229484052424,-0.858635025939123,1.13061488190505,1.0361158816484,0.914479262987778,-0.93052577600097,0.843878335619149,0.310715988491051,2.29536404869132,-0.906785165459473,-0.867764682409663,-0.609518750754793,-0.577504286683277,1.36713524040593,3.334159536397,-0.409403021469707,-0.367130805579059,0.226853584430516,-0.251152605654733,0.243735583746054,-0.0310932128237261,-0.610232316435984,1.3613711010835,0.942342186285838,-0.0425987046397784,1.88786888360782,0.00293053061613333,0.354307362142623,1.66928548765987,0.0655592471035635,-0.295737339581885,-0.23309419930241,-0.58430573098308,1.02982954530313,0.397592930790302,-0.0113081608829572,-0.363906568519208,-0.491960417063299,-0.833118196964792,-0.0931565832754582,0.18735969741625,-0.181722559226509,0.599949784744454,0.434989366976107,0.41683475751859,1.14200385740707,-1.09399914350084,2.06101925028277,1.26328877029387,0.29664397061635,0.124316077424834,0.108967124479334,-0.677536623342928,0.278851456683201,0.40877990629456,-0.146789349378043,-0.191637833385692,0.257843026974925,-0.401863442115588,2.16246729362539,0.502977820232667,-1.07805450835561,0.196594963278968,0.364479003475188,-0.651959472881702,0.156998897346238,1.79809187149804,0.411220725175341,2.2915192280209,0.498895346848171,1.53776662079222,0.370634052590619,0.639119125102759,0.385859444959099,-0.331083890208272,-0.439789073551726,1.09722655978824,0.374906772617041,0.517624946797941,0.313932216278131,1.58012018242152,0.307595975048107,-0.290299020742542,0.0194274840946815,0.678040983492907,-0.178281090755546,0.210663275582497,-0.839194235263317,-0.234053258548616,-0.0263109016729297,-0.381833940043346,0.612277854027304,0.117966446567765,0.451439306139306,0.590576825710126,1.55402662902015,1.90129040313383,0.00555138718996873,0.161681197065156,-0.0913189780660746,0.785508291407552,-0.443525141684622,-1.11383575825199,0.218749755035865,1.11691070329378,1.02039449647384,0.77944708665298,0.204221518647532,0.675434452447012,1.91746824769043,0.802312197975922,0.206306580561972,0.431605502331218,0.318588510313758,0.221930676991263,0.334448872940651,0.648832359238274,0.365641272809015,0.232538506518461,0.896431237046908,0.312656412685466,0.914112268878708,-0.921679194271101,0.806590505822172,-0.29864390247457,0.625822200357039,0.190881232686762,0.280873516684206,-0.568645436124498,1.93855708559599,0.0523322775436269,0.171691206579743,-0.756980625488906,-0.804621123885558
"ETEC_Oxs_1 (GE) - TPM",-0.225539810127375,1.95457876739855,1.80726337670968,-0.658644842228527,-0.247138111904302,0.734505392175112,-1.39692966109641,-1.40886935603582,1.12021045093439,-0.966592519037816,-1.42363023444259,-0.985982536529292,1.80823086907904,1.75604719466537,1.87184267498048,-0.962721594142131,0.471007556750173,1.78669788221305,1.94021418605904,1.1583995793305,0.482946133274328,-0.629674298647681,1.26143482751031,-1.41225190527234,1.5463347678306,1.5096513870158,-0.608790405953932,2.09582333648019,2.43137613715916,-1.46907451271703,-1.21132409654935,1.16532266545166,-1.08631799811139,1.29333411570427,1.27684054898552,-0.707718781506605,-1.09649077916101,-1.34292766355564,-0.602781791491375,-0.558541084864167,-1.55018239745399,-1.15370937065926,-0.407010310927291,0.232335935664889,-0.842666488307133,-0.572731470401184,-0.942555664752931,-0.276737410743784,1.62472253387174,1.61198541691187,1.60291210175149,0.447350645140452,1.56884230754222,-0.796667156475294,-0.761169269295643,-0.871470680367373,-0.835629502605508,0.129042851973084,-1.10379213912932,1.98870935680139,1.79609936393516,1.13533087536002,0.63589568427971,1.1694271102247,-0.952795787033856,-1.68119462544073,-1.61678643490782,-1.33811965515274,-1.49176294945389,-1.54354193460543,-1.31954120817113,1.64224291084659,0.51087811675895,1.00682384351892,-1.24558378670188,-1.33019669524931,-1.68031351881608,-0.720311732963802,-0.418976705043524,-1.90313403998392,1.57798626529003,0.257203349701565,2.54873653557111,-0.952807880209363,-1.30536058480736,-1.44414554793864,-0.796487138416262,-1.00892923558697,0.464630856839259,1.25122745200063,1.00850706518635,-1.36742496868343,-0.969737561068565,-2.02498946072696,-1.33593313035294,-0.109071069287815,0.680845245829692,0.877721416629259,-0.07975010531069,0.974665751989196,0.253081121384693,-1.56627163855842,-0.922907046286477,-0.903212620044254,-0.202118494055628,-1.26259792863921,-0.830661250996585,0.529192587151704,1.37266905286805,-0.708810929753404,2.04952209920879,0.448674892987807,-1.28861935913667,1.08536088699904,1.86720434259389,1.12607079907322,1.90373778307458,-0.862278256977097,1.56138344415624,1.92763223364453,1.83823960081574,2.18018590795668,1.71471800752012,-0.86982799781983,1.1233148926542,-1.26920485823263,-0.0644450509362378,2.28773550712269,0.0929035643787906,-1.22835929350115,1.70625020798766,1.3728036501225,0.763555440210116,-0.384632633398901,1.61495768304874,-1.68547523617774,-1.13836065052415,2.58614738537985,-0.674139641816179,0.868209798035556,-1.07335670301781
"ETEC_Oxs_2 (GE) - TPM",-0.376038554558825,1.25560426425733,2.63908565053314,-0.695661807937556,-0.706222007761549,0.593732524158263,-1.73207591650727,-1.02261583412897,1.40032303149829,-0.866759586849625,-1.41246789729191,-1.28635484087615,1.29398558140075,2.57867430821184,1.97459996812625,-1.26520336123287,-0.402372159599347,2.10866909362524,2.53804585465708,1.18583176369701,0.0592376456598462,-0.147044558776571,1.8942499280899,-1.62524055837123,2.51815027282266,2.36993661861222,-0.127594020659231,2.41034636707513,1.97291149411881,-1.53260756133274,-1.52072411580016,1.03055273046735,-1.00359241232328,1.27277972028797,1.38387055733464,-1.00881399126145,-0.891892880638941,-1.5841618155559,-1.66045848420708,-0.669029326588246,-1.47915870796776,-1.08610714987884,0.392343653797369,0.768847320370343,-1.59515244018274,-0.756191279481789,-0.948594101008518,-0.36953451294076,1.48265900423793,1.67838428240427,2.49253516603616,0.791908093544991,2.75275954802289,-0.22676363790388,-0.801492448644793,-0.694658885982709,-0.891376158051716,0.423235878096426,-1.43687127365244,0.75185145322503,1.42712734056332,1.18901178053831,0.576719075905105,1.24223833000859,-0.568070033893369,-0.989393093855189,-1.44750695681396,-1.68640105282218,-1.50985110466003,-1.70806215983659,-1.32204638369905,1.25474071079775,1.03121601998718,0.264367469055876,-0.77369692680533,-1.31987410628674,-1.66860067053366,-1.0312975453764,-0.252218602664737,-1.10546287804705,1.72035115848604,1.29363395373636,1.95350034245108,-1.02400007634149,-1.21908964552153,-1.52248925043643,-0.181085268452077,-1.08436189376066,1.98484961430482,1.61370868398195,1.40391806474735,-0.355875781723868,-0.61363014117222,-2.12532733416771,-1.49297158766481,0.497623734166128,1.01358579558686,1.78926657329522,0.515245666909401,1.45897372251678,0.50993591909272,-1.559413065893,-1.18821486984162,-1.24152045059693,0.528345521658424,-1.14809995117164,-1.13211287679105,-0.519495974693066,1.92299125977045,-0.734393873484328,3.35602061563517,2.8307004995868,-1.2472153809294,1.16979461476445,1.47423096330834,2.74862710687474,2.43668941943123,-0.772936610533197,1.92828526404792,1.86977634416891,2.21096767987342,2.29265306760447,1.78757017299303,-0.65960248074135,1.32904632901157,-1.16436406954746,-0.452107581593711,2.52566890344092,0.362059286053503,-1.38273670435157,2.22086332300158,0.297689422177067,0.9000999240653,1.18739740182317,2.02712030189719,-1.88758260389004,-0.998777087654231,1.42712017389336,-0.706862101249858,-0.361961225190421,-1.32697373190669
"ETEC_Oxs_3 (GE) - TPM",1.76490825518994,1.01276286130733,1.66685056925596,-0.772796630548258,-0.525400290479664,0.118365972843641,-1.48383299095287,-1.3500421091657,2.12547962351022,-0.453184716551525,-1.43193536290093,-1.20528402925397,2.13550085012325,1.5691214558976,1.8821466949478,-1.26520336123287,0.266775252494801,2.42463569991265,2.44173509961026,2.10408896578686,-0.254608289702522,-0.816871685283359,1.50426419053301,-1.72426718942002,1.52004576759882,1.68824173056908,0.797176870747167,1.76583795453445,1.15289446656657,-0.974577030199341,-1.41305990145485,1.27010197887236,-1.02735353337471,1.45220821036279,1.81542945419846,-0.704850150316623,-1.56884861541895,-1.66736044424486,-0.317191224124701,-0.912703997077624,-1.55442655044517,-1.74839427785653,0.594589881818339,0.975532990200106,-1.38490906199533,-1.25116428345294,-0.774852629943175,-0.71763019656958,0.743577651924523,0.932575307102334,1.67984690009328,0.441181902765956,2.39602151017398,-0.567446464629439,-1.47173884637089,0.997450750532028,-1.09142390686029,0.40697577032247,-1.26823956012317,1.71891019689526,1.36683497593152,0.932220261730777,1.85313704266417,1.34061469519516,-0.850102407543131,-1.31108965973032,-1.33522935501399,-1.81927102556413,-1.47023345382379,-1.63798153911602,-1.2984211176689,1.08093397007104,0.898406804435524,0.148148821911954,-0.771930965161411,-1.34167636631616,-1.78145013660445,-0.989984915172442,0.695406644772132,-1.55006940643063,1.89666435984286,1.49909978781578,1.31170274906841,-1.17002266530407,-1.29584400830172,-1.4479315106973,-0.797361682080068,-1.02574226018367,1.29380779565396,1.26416687321471,1.5683052349003,-1.17533166073241,-0.918957781458976,-1.19160448187693,-1.46579220101096,2.9323110721287,3.60752606276887,1.05027072430992,-1.68655946446516,1.99073531989157,1.0432115242313,-1.17544001331233,-0.468645939971051,-0.70106929009593,-0.708140297639403,-0.577458942463256,-1.20335673160107,-0.257278076842866,0.580110263836082,-1.39727550960225,1.50237431398724,1.31106344972975,-1.3293826684712,2.46342401834426,1.71137467211707,1.57992363807026,2.36984957366836,-1.00627100646746,3.08683728057319,2.88412410925159,3.00973012054229,2.83692502581173,1.67121153676535,-1.01039372676826,1.53255037040762,-1.14731052408764,0.387619536538955,1.0082915650134,0.0202273517581596,-1.38729738777463,2.12384177927591,0.788525164743309,1.57252949942845,-0.63373598448243,1.68078471743861,-2.12065715971796,-1.10418810128676,2.16778816542289,-0.950906376987484,-0.397219311332964,-1.4601991571643
"ETEC_Sp_1 (GE) - TPM",-0.721424492267296,-0.691112099273881,-0.228814429436684,-1.1845125856632,-0.638946371993182,0.261494943888341,0.0600663949199701,0.399652191523199,0.733848556757195,1.07282769702511,-0.491546653426863,0.985848613483625,0.302650072657333,-1.06230857436205,-1.06694867848686,0.270672963721051,1.40388987393187,-0.562964533181762,-0.689634753889415,-0.224156922705305,-0.63241918222406,-0.727902085919293,-0.339835054023717,-0.107130464080685,0.184245819766122,0.58063697701509,1.72011046932274,-0.270678737491665,0.594406447399813,-0.0426787052453273,-0.158426427192649,-0.523386804684255,0.100180043762833,-0.785476758467478,-0.957196666350735,1.38624612542791,0.528357003236566,1.14722723004407,0.81558781669123,0.948911600789641,0.999803614499361,0.941059582132805,0.393292553372162,0.135950732195178,0.343550715017244,0.47902293657019,0.0825294348201906,1.91422197193015,-1.34239037907824,-0.2065090201196,-0.783180561050347,1.13241102179977,-0.521855138218758,0.415728745560593,0.694001066228901,0.299185532909032,0.887673003166595,-0.742735516958963,0.985493410062875,-0.485654054061728,-0.352873555096205,-0.662512414682864,-0.710287364991964,0.269729632402269,1.00504665977277,1.11953782968272,0.798853776648266,1.0276245888348,0.338125477597278,0.765094557042958,-0.236048395978173,-0.687603173966983,-0.577494938103878,0.277012920016865,1.29905363246004,1.00180638110105,1.26802772808623,-1.31840389736089,-0.668467802493534,0.412232700214209,-0.864818639289479,-0.326030605806586,-0.408634107527085,1.24013725068091,-0.373049438340703,-0.74340808100005,-0.784356487793211,-0.783049049336539,-0.986555493972515,0.604686243284858,-1.30353102458029,-1.04175603466883,-0.507078953097492,-0.733448424735058,2.33876139269924,0.340427556696444,-0.49785008469945,0.631623793175189,-0.797220266216309,-0.459514374687565,-0.385520729289559,-0.239342245995682,-0.0315891327718896,0.0812088663659176,0.996027405134447,0.673473394347192,-0.522173468699882,-1.06556373975393,-0.159596133707067,0.542249834414218,-0.832691601151358,-0.76345859631065,-0.208165929035662,-0.739376872374085,-0.636815026822844,-0.557602257186114,-0.494070378895504,-0.363894648532359,-0.357896503796199,-0.923561712666199,-0.839230457339344,-0.813931438549568,-0.603872259256561,-0.652174799174995,-0.82737955290693,0.443252401201133,-1.2528828049965,0.685759229374565,0.858148258388624,0.883353102578276,-1.07749313585629,-0.207974396052815,0.0259059679612675,-0.914286746939796,-0.441320356559217,1.34909764383797,-0.251323914588454,-1.01159745035078,-0.531405776442092,0.274524313951439,-1.17885508735144
"ETEC_Sp_2 (GE) - TPM",-1.08213329655491,-0.451811042335491,-0.252260286444419,-1.53440669655661,-0.926337187258683,-0.0361163661529466,-0.178771280983843,-0.683561788357379,0.0269304493663382,1.74623583222702,-0.443607823315932,-0.029696650639475,2.19129737534754,-0.722252606181364,-0.906197635820973,0.603837719106469,2.22591937078096,-0.220171529019692,-0.657776667693895,0.720464013331492,-1.00683178164561,-0.288440623411297,1.72994323178101,-0.500170097590274,0.187336796524303,0.0356706384013229,0.483915811052427,0.184062060189294,0.213519959570662,-0.466362999272406,0.357679528750112,-0.306325482882414,-0.0774209015666279,-0.491809688368923,-0.782825845687661,0.676931837308636,0.741351023601673,0.44684285006714,2.2463814372326,-0.518226350139771,-0.0989849412399176,1.49379047115276,-0.106491593007858,-0.275792629008547,0.211898639351689,0.224634464239174,-0.15197646329813,0.678697478652357,-1.4450487170079,-0.542028531333816,-0.81612094917193,0.70111164220209,-0.51368728410729,-1.09399914350084,1.06584810411406,0.375315052274482,0.393270659073291,-0.97045451621452,-1.36536925794734,0.860233082845394,-1.15860650146465,-0.0242683748373155,-0.221167952748605,-0.385232122546641,0.184663895673842,2.7911491377983,-1.02944444539475,0.514768995009464,-0.633484764366134,0.790067646491055,-0.533076795147547,0.109652441858222,-0.343028323504708,0.0462630238705472,1.95941980946906,0.0746928864452265,-0.0454128520383525,-1.85026900698837,-0.993156922294905,0.802546083132297,-1.0140762476382,-0.0119336172230169,-0.382658944763152,1.36074542882845,-0.909894572150555,-0.778743228713753,-0.704410291421211,-0.777793892690632,-1.08683998119323,0.633437331404321,-1.26540972047004,-1.30424904460708,0.0862333065954368,-0.93503295320123,0.896687555814505,0.838573392471922,-0.129962636729799,1.18535597514204,-0.487646934457111,-0.51693918415503,-0.55540494544193,-0.23748538044424,-0.0989634201928428,0.440642509484989,0.288106567186323,0.666649325112562,-0.589568086435212,-1.25867624859061,0.550425354243982,1.21693637689003,-0.334216299093613,-0.481490461105282,-0.758928477240361,-1.13682151061047,-0.764405704922143,-0.540696296116916,-0.66158473764009,-0.4849240384464,-0.490151292263169,-0.753569969102101,-0.773245714605548,-0.729743077694439,-1.61936849588053,-0.770862672130388,-0.637542764696566,-0.089751828293068,-1.59421664420742,1.6183359243809,2.64503252948207,0.356281164930505,-0.927076402837093,0.417595148247375,1.72548892813409,-0.223044736841144,0.00125564457498769,1.52107862186896,-0.113590203987733,-1.0673756185978,0.0856328016549016,1.75354066491237,-1.30439024393245
"ETEC_Sp_3 (GE) - TPM",-0.76425878429175,-0.968829550573671,-1.20824672092968,1.03299709513189,1.40196573131273,-0.0407792863135177,-0.0756596009926029,1.22596810784387,0.248369631776391,-0.0457993938150939,0.254905274315019,1.38857984866431,-0.172405236271802,-1.11875339032003,-1.19447318777779,-0.487519902793855,-0.0308700737609056,-0.660146953086837,-0.836499269151419,-0.660572476760168,-0.620284064618966,0.154361914208912,-0.230209542287254,0.094850003224316,-0.68653078635174,-0.130021557208542,-0.0684854771998876,-0.663849679391193,-0.382081702588796,0.221744504621819,0.0837976112176356,-0.95038394266313,0.414993892280688,-1.02307590651748,-0.968996911675916,0.889639917762759,1.04160337498759,1.26487722805488,1.99971938465089,0.406207116369488,1.27080377690265,0.716592878327534,-0.74310931941218,-0.873304346645454,-1.39556741104463,0.824350737339822,0.517761542228951,0.110034306025436,-1.32844019118779,-1.30431478685312,-1.19521134291994,0.132787393109151,-1.14962562830067,-0.329555817767437,0.515434913926509,-0.956795199968684,0.897612333034388,-1.20889101072247,1.08932991727037,-0.594885526498453,-0.924548451388263,-1.58694866719334,-1.31913722364143,-0.604845371247684,1.89265116770325,0.976057208447681,0.476039599163512,0.77741299657311,2.46378771395866,0.328053606694393,0.979330486288319,-0.26072348305513,-0.967078841975478,1.05924542306549,0.310054539985116,1.21050634078131,1.17240766758157,0.518297524097305,-0.721166463108739,-1.31253054992413,-1.30728473002925,0.396899270395978,-1.20076784991384,0.514065720881633,0.338607488385552,0.798124341137607,0.368467424661815,0.542580528561242,-1.44142561071833,-1.16318853625924,-1.36911884766892,-0.290743750290297,0.577177138495786,0.720832990428419,1.8255802381843,-0.60001213175232,-0.802436881353109,-0.22247166399892,0.0989073372571228,-0.949721855349648,-0.945541122797156,-0.0633135322489681,0.58084163590016,0.529547726705853,0.604314398727769,1.24656757320668,0.529455565934855,0.912750039059733,1.4890723150872,1.07757370389278,0.0532476603402679,0.312503233645976,0.629534220467575,-0.843754324619526,-0.866042785634335,-0.99767740419711,-0.909644547387807,0.367525848385578,-0.554250027751565,-1.05003961291275,-0.941102545338008,-0.914715866052516,-1.48143138405761,-0.0898999622591625,-1.12613152131132,1.46040160024372,-0.0157819435293059,-0.484991228503304,-0.189135461274228,1.09143863817276,-1.28101836244314,-0.214650677761351,-0.939688436377584,-1.50589209403209,-1.01637355582524,0.865234355192588,0.641742625076924,-1.29560919774286,0.796198908005878,0.287614327533414,0.596055455978745
