"","NTHI_RS00705","NTHI_RS00845","NTHI_RS00945","NTHI_RS01220","NTHI_RS01625","NTHI_RS01635","NTHI_RS01705","NTHI_RS01750","NTHI_RS01755","NTHI_RS01760","NTHI_RS01860","NTHI_RS01910","NTHI_RS01915","NTHI_RS01920","NTHI_RS09535","NTHI_RS02265","NTHI_RS02270","NTHI_RS02275","NTHI_RS02280","NTHI_RS02285","NTHI_RS02335","NTHI_RS02340","NTHI_RS02355","NTHI_RS02360","NTHI_RS02365","NTHI_RS02635","NTHI_RS03030","NTHI_RS03085","NTHI_RS03235","NTHI_RS03250","NTHI_RS03255","NTHI_RS03345","NTHI_RS03530","NTHI_RS03560","NTHI_RS03675","NTHI_RS03760","NTHI_RS03875","NTHI_RS04025","NTHI_RS04400","NTHI_RS04810","NTHI_RS04955","NTHI_RS05170","NTHI_RS05275","NTHI_RS05600","NTHI_RS05605","NTHI_RS05610","NTHI_RS05945","NTHI_RS06135","NTHI_RS06200","NTHI_RS06275","NTHI_RS06320","NTHI_RS06680","NTHI_RS06685","NTHI_RS06690","NTHI_RS06730","NTHI_RS06815","NTHI_RS06820","NTHI_RS06825","NTHI_RS06830","NTHI_RS06835","NTHI_RS09670","NTHI_RS06950","NTHI_RS09690","NTHI_RS06960","NTHI_RS07830","NTHI_RS07835","NTHI_RS07840","NTHI_RS08340","NTHI_RS08375","NTHI_RS08750","NTHI_RS08785","NTHI_RS09030","NTHI_RS09110","NTHI_RS09115","NTHI_RS09120","NTHI_RS09125","NTHI_RS09165"
"HINF_Nd_2 (GE) - TPM",-0.174077655955698,-0.445824421959457,-0.806446129554305,-0.364091100758643,0.453948466230442,-0.14658105479783,0.0108455565011443,-0.590550996352624,-0.556800821453141,-0.659367336987302,-1.02795305115923,-0.304851325517505,-0.573665770072196,-0.422117981234587,-0.166829480434489,-1.01429063588201,-0.826648937056531,-0.707462068820661,-0.561162904343752,-0.541283425327447,0.0611012913931942,-0.17649736140801,-0.375467255676489,-0.328723233745907,-0.418569133707271,0.491989332768464,-0.142640550969923,-0.286766917872832,-0.508902827060482,-0.787195000702573,-0.619817384533869,-0.569760435306084,-0.736656884561531,1.94594163733794,1.74167443681298,-0.728286138882682,-0.541344416060667,-0.806003035524264,0.00872777134960118,-1.09708584712463,-0.678251130710362,0.462100938835508,-0.505394595885777,-0.517604378639168,-0.510032099598736,-0.489588283447671,-0.368418259922542,-0.65411153817542,-0.210371716965617,-0.426854761752042,1.32355922952289,-0.0317324178802839,0.0360554469435154,-0.862715545704948,1.54786558814275,-0.580828701318701,-0.564144163411209,-0.506556666031612,-0.585410014034054,-0.994015630424913,-0.44684783384385,-0.5146697726549,-0.614069677658205,-0.508291923687389,-0.401282687431725,-0.407513699909184,-0.453659863431826,-0.422454266535497,0.92278893796581,-0.316728232776971,0.982697155316804,0.0949886287718392,0.764318992309875,1.02081218538489,-0.0239677899660673,0.304101618425698,0.781637731102374
"HINF_Nd_3 (GE) - TPM",-0.174077655955698,-0.436596808357809,-0.722246511543324,-0.263486658819468,0.16633391615638,-0.201335101766489,-0.329889465952585,-0.600267533940281,-0.535267078151854,-0.594980596972564,-0.962490556775391,0.589414737717863,-0.189813432253223,-0.204449472925286,-0.109521448708639,-0.872930829745805,-0.832461537066116,-0.770164287329425,-0.554803225869961,-0.520064352261159,-0.656018298327702,-0.466394659391269,-0.389770354904885,-0.076699879805543,-0.228681184149722,0.209791612993734,-0.916384031326845,-0.565748448232359,-0.370399086697936,-0.723085868554599,-0.651589879239206,-0.567566125792397,-0.682875276521528,2.16696138127171,1.36111435447591,-0.673673059465289,-0.534083475036996,-0.827343782545364,-0.105827938602561,-0.580490395394424,-0.459167888644026,0.345176524564927,-0.491613092735645,-0.507212390629824,-0.493892692744155,-0.470351110210746,-0.124506929362915,-0.887560205570957,-0.398220151693051,-0.234779395315581,1.23095020122574,0.32580783629499,0.373771225153867,-1.12408806880009,1.86902761648518,-0.545447503498036,-0.500506531273553,-0.555689033546921,-0.606750378262439,-1.19711726961149,-0.55783244607461,-0.343556443855678,-0.487025863771333,-0.444574754858435,-0.384601845754519,-0.465765519329993,-0.47055804412753,-0.579317992867673,0.815906396458823,-0.29433366258653,1.16744390860589,1.68956828354198,1.1235950576924,0.37478702449432,0.231140975071698,0.723502635031987,0.929739961781007
"HINF_Ns_1 (GE) - TPM",-0.174077655955698,1.36925205623832,1.0324866000099,2.59326860286451,1.96582498512757,-2.1796537628181,2.08285952331586,2.07466154033962,1.58619682788208,1.66782720458364,2.75659358956943,3.57052463052561,3.82890807157417,2.78917099622881,1.73727977448205,2.75676699768017,1.57251245209404,1.65557742997453,2.35199599198108,2.44181869141272,3.52097683978855,2.64257777596433,3.0627224213065,3.36760831922608,3.38992609675097,2.12396190822057,1.09766707411095,1.78764932319833,3.26029227084234,2.39934717249959,2.51548952437206,2.93346032511772,1.19676748577924,1.26149762211706,1.57365338600551,1.3181280276711,4.40855852386352,0.704732992442255,2.25726271628893,1.29246521156424,1.71408178521519,-1.63352350471878,2.36256200578761,1.21561969822726,1.83664729361911,1.84166007408877,2.14631594879426,-1.77112060277654,-1.96184191663593,2.26214278964945,2.06293260421992,1.50177225142948,1.87863028185868,1.08243150191142,1.88741966408387,2.42486027314645,2.06489969014611,2.27141717740665,2.24029390441038,1.21214375513457,1.5563517314785,2.78237931375771,2.4138109614993,2.63124401136895,2.73813170825179,2.80555301692708,3.05183631349185,0.538731689896604,2.63431163460791,2.6833102363633,1.67448387487536,0.980571815357918,2.212992190168,2.20461009080744,2.24849082294846,2.45386095710333,2.68131041068393
"HINF_Ns_2 (GE) - TPM",5.57048499058233,2.11778451306001,2.57051643160539,2.22433591110564,2.11434452901884,-2.20311958004017,2.58455930463612,2.54224005748572,2.43925448443662,2.64550768342513,2.63774597397071,2.18753845698105,1.87486803976003,1.96511438356914,2.11445912307739,2.6781946613599,2.30281304696747,2.24180456925899,3.00425173831899,3.09365345464851,2.03579900091356,2.59172225248387,2.17209149930191,2.46199150451931,2.50574123354752,1.11113295387633,1.37986943443977,1.89307050144076,2.29204046756388,2.83264592885082,2.20515665080236,2.6662733400772,2.41589355561214,1.49014824211919,1.30712380159023,1.77265578256374,0.983249660946763,1.11887780326808,2.2737196821493,0.940214099196119,2.41767034815533,-1.7767380479537,1.87180634097617,2.13766012318519,2.25810114903004,2.63258852512376,2.08934962013075,-2.04767389464969,-2.55261982611818,2.00907665237344,1.8522821890011,2.37654163919218,2.5088555460217,2.28143541719145,1.8139695753158,2.80585710975274,3.81764605454262,3.55210417878286,3.35032502868804,1.9627480916994,1.52087346639622,2.16000392673889,2.89243448123187,3.09743170053884,3.26558827568847,3.35428472365961,3.19991659800196,1.84325897452893,2.32221542719167,2.91187763338851,1.88425795998859,1.10989570554852,2.93336303927123,2.75845590524433,2.28488238271091,2.33076194714008,2.34996933647746
"HINF_Ns_3 (GE) - TPM",-0.174077655955698,3.37372681912738,3.99326044393571,1.5033414724079,3.54368700825721,-2.44637732449035,3.13565825997504,3.12943941185621,2.90592423979779,2.87140453433201,2.73594683051623,2.44617497685137,2.83092336501143,2.70850715237152,3.94383510128823,2.33680461119459,1.6789961967195,2.32970586572362,2.54941437054487,2.96231136414236,1.62281824305007,1.83610589117046,1.34408902495592,1.66040468184332,2.01595728966621,1.64494970513596,3.39846063315196,2.14133350942833,1.50980110267397,2.51130375224163,2.0552239452321,2.20000108991019,3.00419827467897,0.885306231338948,2.08890115019658,2.70552505851948,2.69421534510186,1.98212337215393,3.63738318914009,2.8524699332416,0.863905612683112,-1.74503343792926,0.815504532087873,3.36712916536217,3.40125819271203,2.98778797857061,2.82497316661616,-2.09673512548031,-2.21855643048278,2.6703017721048,1.06460946684312,3.75728145431526,3.07151928029346,2.37124109195788,2.63460677573067,2.24469713900914,1.6600863252673,2.66023833837094,1.99763590612733,2.22452585697884,2.93879869585593,3.19163161377369,3.37999544473713,3.42049936985712,2.81685074038755,2.52570742650591,2.41386613752565,4.90856604878532,1.78825138481062,3.66012172214804,2.16138276920889,3.03118786399115,1.80730529235737,2.18427027433563,2.63050181551775,2.88833408958097,2.08092505869913
"HINF_Oss_1 (GE) - TPM",-0.174077655955698,-0.394219754115755,-0.308949984882007,-0.648330745881861,-0.696545852561446,2.1580715032452,-0.68119521353045,-0.460197723225143,-0.43923522652601,-0.645365776958423,-0.289334551646847,-0.379567047415971,0.111650293148223,0.551423822444439,-0.505638705933717,-0.598200402771661,-0.681592136473126,-0.638166244408577,-0.607286608343677,-0.514653441421391,0.305733448280556,0.503836240047582,-0.12436849289752,-0.235552410168243,-0.154369690883142,-1.21284929760698,0.375229247044794,-1.06308206570389,-1.11010933485386,-0.498954163048758,-0.431878407869499,-0.456540941041113,-0.789167692287828,-0.849704995983063,-0.783041413505527,-0.759643957184951,-0.0922058830873973,-0.947876980853354,-0.783701054809337,-1.00938296598615,-0.261041479397788,0.319077805909255,-0.431880606432694,-0.352258849562517,-0.370969734032248,-0.339880837597224,0.0771292291282642,-0.385364833717139,-0.343205888142766,-1.08491807328825,-0.677572907708893,-0.344988035791448,0.238626645924397,-0.669995170957267,0.036132822820562,-0.0693926920183328,-0.370980883921701,0.286126908012772,0.393975422766051,-0.679717272430178,-0.716652076510264,-1.13483808379006,-0.771226947753189,-0.508922535357246,-0.244526192452818,-0.0268851754169211,-0.20430127825217,-0.151981134151141,-0.952256782485398,-0.229861301438464,0.391622605874993,-1.02346541640497,-0.679030944591578,-0.282102800442082,-0.509866054080742,-0.424037191503432,-1.6329642298744
"HINF_Oss_2 (GE) - TPM",-0.174077655955698,-0.502049557182392,-0.165920791771546,-0.699343288943437,-0.727307279036357,0.445890613556284,-0.499587982330296,-0.483538662927878,-0.525330284760707,-0.714967750386144,-0.525919337577772,-0.0594634046614449,-0.282320205010918,1.66312147545258,-0.281109954466083,-0.408999432795243,-0.732082018123874,-0.734631330539673,-0.726081641780524,-0.640275379790361,1.10970956907958,1.79257327976508,0.429361137574054,-0.229609885305603,0.28940946197423,-1.47538134127303,-0.484311206201763,-1.2184113706881,-1.30209777330589,-0.646797466569588,-0.597727863091646,-0.542798371461313,-0.77389827691121,-0.550544855672234,-0.864769169130023,-0.742853075252218,-0.441252841012068,-0.636014346689127,-0.814903112858386,-0.760952988681164,-0.558154346784655,0.0920047976094404,-0.422327450252767,-0.39556475322092,-0.402372174787261,-0.378397634006542,-0.293799105423356,1.15639688564348,0.462450767142818,-1.24203573322655,-0.823560617923507,-0.262486549497133,1.43514131409643,-0.436027445127324,0.0803757803307449,-0.0477313340117849,-0.480639352269675,0.412553478466625,0.860265904092369,0.581595870696752,-0.0765698379539609,-1.13803805677251,-0.856256937345533,-0.608928855645182,-0.0787269127783198,-0.0368450756953603,-0.247048126971787,-0.0908328486720929,-1.10011443539792,-0.2335351697298,0.558779484846714,-0.373074655973452,-0.538515185202388,-0.791521908277872,-0.450396665778673,-0.783885215786561,-1.99218426482154
"HINF_Oss_3 (GE) - TPM",-0.174077655955698,-0.488129028007691,-0.21149625353324,-0.668500642915015,-0.854154927726491,1.28369906096825,-0.936675530727295,-0.502452915952092,-0.475922713822598,-0.71446679660917,-0.49638475278702,0.0449379907818621,0.342619031715518,-0.199133673488916,-0.691067318967492,-0.743085137036639,-0.799628104382282,-0.656474841743,-0.732340953728618,-0.629865013407767,1.17967091210463,1.43599994312016,0.66306474500074,0.45586333088755,0.0897428496210854,-0.871371967145763,-0.113825963110051,-1.48994697297538,-1.24772046224019,-0.629207995707469,-0.432257521933472,-0.576010018443882,-0.766093666613337,-0.796783507606281,-0.850196271238453,-0.779457680922172,-0.297870752199232,-0.788547047306108,-0.999319085042398,-1.31548235093803,-0.462103396964913,0.774912778470212,-0.44630032563173,-0.469536005828875,-0.399376340382152,-0.396319010250767,-0.394246806233657,0.874286292358929,0.628297968803574,-0.981312421162861,-1.04857378469427,-0.243268313445236,0.252767500609903,-0.123248943672025,-0.245064043616761,-0.211087986482283,-0.484751009437848,0.0730514318126542,0.487174433477696,-1.27124187711359,-0.548684094543339,-1.22003454594343,-0.931930129071309,-0.653787618559286,-0.163144908040848,0.0420497385017155,-0.306278402420978,-0.586676229180946,-0.942021927544341,-0.317188746175346,0.77035252786761,-1.02358975945021,-1.15386536169151,-0.57197144286962,-0.599487195073086,-0.590363014170069,-1.92744380158431
"HINF_Oxs_1 (GE) - TPM",-0.174077655955698,0.00931622563143998,-0.299447654854762,-0.342439830552676,-0.21385804581079,0.301393245963648,-0.97546905462649,0.0418986982406919,0.259311531930412,0.510370280676099,-0.483541829124515,-0.491836062876141,-0.555101956915605,-0.558269338542587,-0.598168552171454,-0.319288590289255,0.00771130228135563,-0.0509109072855267,-0.24433968508159,-0.293942356736701,-0.314839146306763,0.237999264845892,0.200668197814747,0.786398016680094,0.531764693163157,0.15332268183986,-1.18076166779674,-0.460470624609424,0.0665735229626664,-0.244019523168201,-0.313487161975604,-0.292186298466341,-0.0179696967042456,-0.0795114042699429,-0.0267400105619676,0.295265624641315,0.0650997835107063,0.57378102976873,-0.452411097995118,-0.588784855959405,-0.59473433570265,-0.111962216742809,-0.10897323553459,-0.144206280044113,-0.27070616991831,-0.260259413539375,0.578860644609676,-1.21495381768084,-0.0421368529686513,-0.132491226661118,-0.740406638853917,-0.723868261256983,-0.997695735328269,-0.651261092148521,-0.468240963544023,-0.143897812350916,0.45788050411174,-0.164862896659442,-0.0825751791706323,-0.175846834920883,-1.13183676762845,-0.27349169837279,-0.379150599580562,-0.325857878368178,-0.378542502248855,-0.290189725969027,-0.320566241141382,-0.596439331318967,-0.232493940636089,-0.233640660241606,-0.786391680697636,-0.262048988116363,-0.207854823604316,-0.10917599752584,0.199981994466809,-0.1737917745282,-0.401142767159684
"HINF_Oxs_2 (GE) - TPM",-0.174077655955698,-0.058878478899129,-0.0771320297564744,-0.382948852195889,-0.833777838877142,0.639426631124015,-0.576251823738757,0.0479400164184264,0.446830581865725,0.556437642790731,-0.290504936899292,-0.362492393188049,-0.246869184425488,-0.505025521732799,-0.597240297945098,0.396342157047103,0.273547280328842,-0.00348457691770657,-0.195097053310589,-0.327967495174154,0.715490562773157,0.558450805771084,0.70612119002973,0.500800547785063,0.391241237093884,0.757744778993454,-0.49716715068963,-0.721620074113972,0.228350083096059,-0.225545304121748,-0.348418156886619,-0.361592428266707,0.629418160242406,-0.340314225524621,-0.061689779875977,0.423224634760715,-0.292854033077839,0.889815918070032,-0.297633675529261,-0.329675786970977,-0.664595486812241,-0.201058478363414,-0.235422705803232,-0.104865245112129,-0.304660085297886,-0.193203395451527,0.626685452925872,-0.703354184951747,0.429432208127216,-0.0175044134207759,-0.71227498008385,-0.732453071642222,-0.844181802327115,0.130574193182609,-0.509231925925168,-0.116026364958227,0.465611222075395,-0.109435621747617,-0.157468029781868,0.5429570490934,-0.269568069677357,0.0673689619610551,-0.247582993608813,-0.370145311027945,-0.407178706287918,-0.236053881317887,-0.296449184792373,-0.539702953803302,-0.160272646556259,-0.203571559390471,-0.543149771758893,-0.529688117886712,1.28005472543823,0.649130851873939,0.248594430745925,0.133865939523079,-0.128964908569659
"HINF_Oxs_3 (GE) - TPM",-0.174077655955698,0.0217051732765983,-0.264149439574934,-0.3503508541631,-0.282446108998473,-0.130602346775794,-1.02084045507553,-0.0649127744175398,0.119278219411858,0.240389665264682,-0.285953001558631,-0.549094811202771,-0.573473654948182,-0.614839580901446,-0.108871371923593,-0.0863152214514768,-0.315666532104617,-0.362178221249071,-0.429032330504621,-0.403014077090169,-0.0208999037976106,0.215749514627011,-0.165733653041496,0.361570699412834,0.153021017461274,0.728764237699228,-0.723703567501786,-1.29130945258861,-0.0430148239200592,-0.28545099038619,-0.329652341565657,-0.344332378547838,0.025578206685421,-0.294143229311328,0.0111945919273628,0.135496790507337,0.246014116921525,0.604541766394753,0.126093954003084,-0.204248379333092,-0.479479747173105,0.213722856534043,-0.205295066849162,-0.235105556344288,-0.374436308455239,-0.331925361030757,1.00293135659237,0.425539697523619,-0.360983072529371,0.50008497771688,-0.333455810297375,-0.670300830390526,-0.332461144005238,-0.201693750113063,-0.343396816603932,-0.28384582663625,0.106749802478255,-0.341798090237224,-0.240681568812326,-0.996021778144293,-0.347303339600688,-0.165363593838733,-0.34685966155495,-0.300951765770772,-0.420338891189243,-0.501859484154506,-0.387569813439668,-0.632693530034502,-0.380236721216503,-0.188381486978201,-0.721353799271333,0.490507664601067,0.024179845452214,-0.383748548525542,0.212427102501622,-0.110688699522948,-0.0853506702564364
"HINF_Sp_1 (GE) - TPM",-0.174077655955698,-0.492254119358807,-0.314451577565957,0.0182174381836044,-0.413916008733056,0.907866002960475,-0.686779910174762,-0.337833245946955,-0.523242201499138,-0.428123190000304,0.100445294520039,-0.357944769066122,-0.038970938351346,-0.448815859302789,-0.277635072996338,-0.650755154465825,-0.209431633760984,-0.279181750629962,0.195786188942142,0.153256493817533,-0.690543481942179,-0.536334181365673,-0.72288874470388,-0.835019955420164,-0.727513243336633,-0.483806500486399,-0.823034100220013,-0.622954186970865,-0.376484184098119,0.269976230413297,-0.186675143435971,0.0368436132241508,-0.0750628584430626,-0.0221364254730561,-1.21093204863737,-0.316185776040579,-0.497635800239868,0.149289981330556,-0.682867164410576,0.318624594493073,0.418908095711485,-1.02368782020785,-0.355847034964936,-0.391449727952478,-0.348930065324965,-0.383786187168597,-0.787392954088778,1.24970823341063,-0.628788047914206,-0.0312079740923427,-0.899624893703145,0.371500833748287,0.545266726334705,-0.389722618771731,-0.630687339699515,-0.142793531232067,-0.0863055403916767,-0.101144005202993,0.0907650784653165,0.587948741534234,1.20199802689939,-0.183208906095045,0.0396376936583485,0.0554276132818049,-0.118563339943212,-0.136556028908976,-0.103299195477592,0.137763903324337,0.79545625884872,-0.356286419170391,-0.811521677111365,-0.388121108105102,-0.550737614933934,-0.789855892228893,-0.904034306886597,-0.771563275741334,0.10992366155918
"HINF_Sp_2 (GE) - TPM",-0.174077655955698,-0.481925554717583,-0.402078971414583,0.237989426016661,-0.547778333452126,0.389886550531252,-0.539975930356204,-0.267235164716549,-0.455156054525062,-0.255247269924786,-0.289022453958754,-0.454608250514914,-0.509760224488866,-0.58244170305205,-0.533493423626013,-0.322361653560245,-0.0764063922923988,-0.0891710231648613,0.274073611910387,0.0859782605125742,-0.568862186976554,-0.272892622399432,-0.268516859339439,-0.563350444050566,-0.454124332344896,0.573010481949681,-0.95184881002668,-0.87393163737211,-0.347029171006927,0.164533154052994,-0.0886939845743669,0.14354241428541,-0.536234479837398,-0.482229205395889,-1.10035775234303,-0.573621745225545,-0.489966350720701,-0.256077400495682,-0.849909131121843,0.639188244332471,1.88933747278673,-1.0430247133053,-0.320093301582092,-0.310735946615375,-0.289087757138034,-0.340679963033403,0.0979454698954906,0.284982797271377,0.0846508522154955,0.0356946268599706,-0.662219126897341,0.456415018789715,0.174196171026049,0.150267672186587,-0.494402461701678,-0.104427031330857,0.158656338511242,-0.0143315372034435,0.559615721152674,-0.524047639531746,1.01740851994701,-0.34960615166044,-0.00822135356218045,-0.0204688978517914,-0.0345600314113277,-0.07958942722317,-0.0997830614312945,0.163509080376505,0.924170633209179,-0.326857946462576,-0.371679012042747,-0.982722915372857,-1.21799620347117,-0.828871784463443,-1.14410395036814,-0.922477710021049,-0.212922370455637
"HINF_Sp_3 (GE) - TPM",-0.174077655955698,-0.504777903516678,-0.182467029904011,-0.192309273407346,-0.347852660502583,-0.369771651268972,-0.591482538850605,-0.400528388039675,-0.491895255843601,-0.445689449173921,0.237841224186239,-0.0878504139866753,-0.221908475153465,-0.571892055546153,0.162959612751334,-0.559388815811887,-0.271531392659139,-0.105861371301293,0.0612657320950684,0.0764860958217558,-0.739196978813638,-0.356640467743053,-0.77923945085283,-1.06021695044248,-0.776429065487808,-1.10172283968256,-0.45060034431189,-0.206110817896934,-0.404386102811426,0.146999150694847,-0.209729873439605,-0.121769565808435,-0.413234421461739,0.0488295220669998,-1.1715965368234,-0.464480479392916,-0.510069258819679,0.163495738353732,-0.682979858894281,0.213176750007345,0.358481654852437,-1.1057714072099,-0.392228254906367,-0.379672704492989,-0.384594656475372,-0.437425348581502,-0.632599738064647,0.504549516501795,-0.0665687851559234,-0.177633903996053,-0.967515093910812,0.704562385086115,0.412325968831617,-0.0425696622121009,-0.471777286402609,-0.297884560600526,-0.139121247046864,-0.233083391947768,-0.0539129574982045,-0.797645308635333,0.0734334646546264,-0.318111558966501,-0.0205084217111883,-0.0682173833548863,-0.0462424432108832,-0.0647770181665816,-0.203526969574148,-0.191901840152493,0.745365163503119,-0.359242037510692,-0.661894205721264,-0.932576621911829,-0.824661238639871,-0.975482492183805,-1.07244583988142,-0.645187349062685,0.033169069772204
"HINF_Tm_1 (GE) - TPM",-0.174077655955698,-0.5103739848454,-0.389641113323298,-0.712841130749094,0.739380477692564,0.690905393604092,0.991051352373524,-0.440737730999762,-0.27341773285856,-0.315254149286418,0.8705418171157,0.296343440444446,0.20302638879346,0.410020459506014,-0.679358774424676,-0.616306416234162,-0.941899745470885,-0.869523668150753,-0.668094560341845,-0.561920978301487,-0.302889094770696,-0.98812117364188,-1.01681407159975,-1.12218069720122,-0.893512193799798,-1.40750519553544,0.233044167038926,1.71917596380053,-0.462500114246636,-0.815017800060296,-0.584130539829802,-0.444862090378415,-0.729091833897281,0.720893655193372,0.965727406948996,-0.650682692664877,-0.520921672619096,-1.21969469487215,-0.462841429710104,1.01151528542283,0.04298045138824,1.44880399318682,-0.479574145430886,-0.495163228402146,-0.484167970483714,-0.441549656309577,-0.855441929826404,-0.12370422746793,0.121910837225754,-0.704667238009834,1.22891262395435,0.403794823125659,0.205804145195194,-0.309342374152267,0.549651601257589,-0.580760497977816,-0.707482296860806,-0.534051601802506,-0.672653506101408,0.509369551358846,1.17049160756976,-0.0338201010954204,-0.46642446240201,-0.311978349796407,-0.488561259297755,-0.556428495424811,-0.415281822143385,-0.120802461094265,-0.960249051976341,-0.288871641864199,0.900960608141293,0.735855401397152,0.224723350810547,0.929379078127003,1.3784422898276,0.930139722684892,-0.307133810942082
"HINF_Tm_2 (GE) - TPM",-0.174077655955698,-0.510834235335162,-0.302922357365005,-0.639097851080052,0.504008495806535,1.15934358921782,0.698465265242037,-0.375621948288501,-0.313571940118486,-0.173187728573339,0.841167720423634,0.894067589723524,0.286703868633387,0.924407005738792,0.340074000339852,-0.572104507339124,-0.928598360944655,-0.860491293956558,-0.673458264815569,-0.569191780974462,-0.0515288647161505,-1.00279091985026,-0.82865249761027,-0.844246016519982,-0.932628556431448,-1.45659536102822,0.257023249026015,0.485326199647197,-0.44974383838885,-0.862200860192174,-0.626207129438055,-0.455177330989709,-0.642286533125687,0.556743839862313,1.02732556672958,-0.619946501111015,-0.51727755226184,-1.26226892690643,-0.423784597154874,0.920566153702552,-0.103787743399957,1.31240811761754,-0.484791561045925,-0.454385852856365,-0.488050734656564,-0.456742637680394,-0.80652468792786,0.352371836924809,1.01220001454963,-0.363333923024969,1.88538165337762,0.444092855157833,-0.0985965915718981,-0.568391226614273,0.593815131309721,-0.575597650203436,-0.679463051811531,-0.525240589847347,-0.609805332577184,0.827484990700358,0.324337478319897,0.183264649807057,-0.486965946505059,-0.387373366232744,-0.478802490735368,-0.569632922291919,-0.341087189989022,0.130272600094086,-0.995376181783459,-0.302551954806383,1.2110166550899,0.310164399056705,0.89908552633647,0.784241696182407,0.72769640114044,1.09706687368807,-0.476373100124678
"HINF_Tm_3 (GE) - TPM",-0.174077655955698,-0.505600052795771,-0.360634476402445,-0.707677752842797,1.10076275416427,1.25522244251817,0.954381442472682,-0.349868561014371,-0.439399091515205,-0.142898888387145,0.592044394566263,0.350012655788468,0.527247458778971,0.813995280652694,-0.204183535944757,-0.603084936423159,-0.856962908734945,-0.817179136276983,-0.650202314309429,-0.570722758764122,-0.230619581586574,-1.25196096208608,-1.03723703239384,-0.855817748890773,-0.901077557547342,-1.0621432460101,0.645507739003387,0.525786106719321,-0.442391173897976,-0.943987985581672,-0.628049638674676,-0.461311150405091,-0.614901028759633,0.499378880302551,0.510025089795911,-0.634456599907714,-0.516595656059047,-1.17309231100185,-0.308950728511775,1.30919472421684,-0.521675305202831,1.18674595724546,-0.480742456150481,-0.425772689602175,-0.479558741789075,-0.472241626275353,-0.753900034220825,0.102199072735015,0.902316378700604,-0.841371302905055,2.08841285687746,0.585820990231485,-0.0509705613554857,-0.402407559595176,0.67026140369387,-0.616630223054904,-0.688850073405263,-0.532660395414643,-0.577331690736896,0.129989406470331,0.861192500268527,0.357955485209977,-0.396188621458319,-0.455539484660832,-0.521808166468755,-0.481552685500041,-0.372223385752138,0.151040579291021,-0.983696540002545,-0.281750735765414,0.982523941420697,0.592090981314458,0.615959810031049,0.418148128635484,1.63650914626704,0.965481109741558,-0.0471073760084213
"HINF_Vic_1 (GE) - TPM",-0.174077655955698,-0.444946562425468,-0.294193693945137,-0.57499306192125,-0.813299604294815,-0.30813095667903,-0.100903985071899,-0.486789898766315,-0.547422292180766,-0.313240458201681,-0.893700383646258,-0.0081547676354383,-0.0734091289777127,0.344790722835215,-0.0680658188291083,-0.244949088013338,-0.311784038314274,-0.444430174102596,-0.564583833846581,-0.582618757618458,-0.368858006070697,-0.308014361914325,-0.348453267865735,-0.427435250728494,-0.711162881851233,-0.0785853454953846,-0.145787579110061,1.59508767100831,-0.404627607339038,-0.123275301627749,-0.365397597869035,-0.540404075278029,-0.167338849318352,-1.09064747471064,-0.492446544264542,-0.176231260967805,-0.301803338540032,0.878244568466431,-0.167179542723618,0.0448060148943671,-0.420730370243521,1.54043877632805,-0.528322838160952,-0.247638681084091,-0.345851460034654,-0.410999055738351,-1.14660197488065,1.26537610351446,0.400384971872007,-1.14096396764683,-0.8924715707864,-0.410399604789953,-0.780195860563623,-0.673475427022969,-0.883065361965529,-0.57469360642054,-0.596225114026568,-0.52448624635887,-0.497283881104364,-0.0282230127264594,0.0965086000116431,-0.326337716766116,0.547710533124201,-0.201262362746187,-0.45696613951794,-0.346488894219052,-0.448957084052732,-0.159377323336588,-0.610100023112675,-0.350336420147406,-1.39733661549205,-0.558589843761908,-0.657176996219855,-1.0455524905099,-1.01592225267131,-1.02804869126207,-0.220029085245459
"HINF_Vic_2 (GE) - TPM",-0.174077655955698,-0.436364395112124,-0.132072054587248,-0.635330803606418,-0.831131875305917,-1.30864276055757,0.0258877848910019,-0.423479717963594,-0.570674904997905,-0.214235707196879,-0.805165538073284,0.450067550402584,0.121416668874985,-0.106939852124635,-0.426347998026284,-0.661372117584395,-0.464952238599985,-0.552510292139357,-0.598470851140926,-0.555603372963259,-0.760291678671064,-1.17863908208901,-0.622221352150675,-0.655649871478444,-0.743587598251866,0.563867099031114,-0.0484599882596096,-0.406538247448037,-0.543646868730285,-0.475294980137315,-0.61414907543436,-0.480210330915574,0.17206816698248,-0.710372505796232,-1.23302902991318,0.410308145086451,-0.478568019042986,1.35542273801698,0.16542201335469,1.33350909868264,-0.379749124954779,-0.216531328243962,-0.511188615626129,-0.158744381209702,-0.229197599744812,-0.384876745607814,-0.863244994078792,0.940433670239404,-0.583191541796126,-1.57271090844544,-0.839937615713848,0.0831181146809227,-0.4411757675651,0.700217385282181,-0.773624772153146,-0.535841115677826,-0.371234346297172,-0.349359625722795,-0.296235129239291,-0.066237846755184,-0.327709478763553,-0.167615316870184,0.252338679570042,-0.205777823533118,-0.500848006707943,-0.492453432845685,-0.40160743980564,0.0965345775893852,-0.895228413379536,-0.329628956167998,-1.23970739892959,0.701271915976058,-0.0885150035010619,-0.939640746421378,-0.595195018216876,-0.783926953399653,0.365326883758809
