"","ECP_RS00435","ECP_RS00440","ECP_RS00710","ECP_RS00715","ECP_RS00990","ECP_RS00995","ECP_RS02060","ECP_RS02255","ECP_RS02700","ECP_RS03190","ECP_RS03635","ECP_RS03645","ECP_RS03900","ECP_RS04095","ECP_RS04250","ECP_RS04520","ECP_RS04720","ECP_RS05050","ECP_RS05265","ECP_RS05465","ECP_RS06715","ECP_RS08565","ECP_RS08705","ECP_RS08735","ECP_RS08745","ECP_RS09380","ECP_RS09565","ECP_RS12540","ECP_RS12560","ECP_RS12565","ECP_RS12825","ECP_RS12985","ECP_RS13245","ECP_RS13385","ECP_RS13800","ECP_RS13925","ECP_RS14125","ECP_RS14195","ECP_RS14565","ECP_RS14770","ECP_RS14810","ECP_RS15385","ECP_RS15410","ECP_RS16310","ECP_RS17140","ECP_RS17955","ECP_RS17960","ECP_RS17965","ECP_RS17975","ECP_RS18015","ECP_RS18175","ECP_RS20165","ECP_RS20375","ECP_RS21065","ECP_RS21185","ECP_RS21980","ECP_RS22785","ECP_RS22830","ECP_RS24000"
"UPEC_Oxs_1 (GE) - TPM",0.1555504517267,1.14617104235224,0.706252825821355,1.4616096070611,1.3814602065835,1.10042537646604,1.82668189470584,1.00263760221587,0.507817158944129,0.760305664685615,1.42785519802585,0.514661783771163,1.14463005756165,1.92126637187467,-0.223798658779738,1.88511304696696,1.06079226063089,1.69711165864285,1.81613830564027,0.0221414638301141,0.87464644844864,1.03487576591908,0.672545180537978,1.67484303615237,2.39342373813752,1.00351551675368,-0.194695950356958,1.14422512379317,0.522774079631595,0.530108815614474,1.47242189898188,1.90650197179798,1.57819759773278,1.16227883324274,0.39452260332066,0.563931798356908,0.700250809060661,-0.587989665523794,0.18499535473603,3.2021590780831,0.553077200656432,2.45529546362134,1.27969162936818,0.149148610393239,1.11624958132605,0.266163558006374,0.764227827759722,1.42823531281459,0.338716790892877,1.6136684201964,1.92462723424973,0.491548930453656,1.63065869224074,1.09510396807962,-0.140582469312653,1.67404296929309,-0.0364537729114023,2.69460018068173,-0.36295939636402
"UPEC_Oxs_2 (GE) - TPM",0.971863259007938,1.97477885308679,2.51800235331285,1.22229011222704,1.69577050213466,2.70576503280259,1.40210739963114,1.48012091585746,0.679433664052575,-0.0661245997910498,2.29056164370326,0.715346804338098,1.03154277880296,1.91612995633708,0.634178284138107,1.92948066293394,2.4719573633439,1.5933053188575,1.50423355315451,0.335859361319884,1.71740093618492,1.84771518728658,1.3337039253027,1.64289202799353,2.04724828313965,1.29552421276189,-0.421774039210438,2.506420753862,-0.460745333318419,2.90513761506947,2.02314351663183,1.27625756505329,1.40069746330076,1.71612775817937,1.38145033879836,1.18169107684161,0.649380838855069,-0.0742714240443096,0.83250506928306,2.5468860974254,1.86571205504123,1.17109304943796,0.687433774762114,2.38578890641359,0.872113669558426,0.750609697256781,0.990213106334422,1.68345869494624,1.35420148492435,1.71954421265064,1.3550124840409,-0.0459859166968797,1.14423215960129,1.64567484070333,-0.059230587661634,1.505133685345,0.0153334278961811,1.49947525884455,0.0630568815883426
"UPEC_Oxs_3 (GE) - TPM",1.32483622158973,0.791810749442141,1.5373697020581,1.79438819855241,1.37485658315625,0.893138859740959,0.463417388046242,1.96936702384913,-0.085178228775628,1.83884694330317,1.40722085896364,0.979054648793842,0.772176636825149,1.83056168552521,-0.454150595084718,1.54268082639364,1.04832258758553,0.463188546812133,3.02378618865887,0.575541617929104,2.03759939852059,0.888964660273467,2.08521169256346,1.32070965073595,2.42028946220208,1.1824589520498,-0.25460118969348,2.49259290637318,0.489173758804188,1.42689874236285,-0.139193843623824,1.1413900956795,0.742995608646219,1.02488767248769,0.96686190531315,0.833072168934432,0.494858318197492,0.179454940561438,0.262965610010276,1.07530025000008,1.86539656408664,1.49895804441076,1.25895700854069,0.998253539385418,1.63695848737361,0.644725376603598,0.976842056597314,1.55228701526396,0.421101234841939,1.88730696251293,1.20335285218784,1.87701095614118,1.39126075377009,2.19587897445453,-0.264731453436207,0.629995274211377,-0.0841960702057503,1.54627105366939,-0.149737470558694
"UPEC_Sp_1 (GE) - TPM",-1.3817764863789,-0.610894604589327,-1.10117502093879,-0.854408909146412,-1.17349937454947,-0.85293040652661,-0.29899552659168,-0.881278593221243,-0.270896562133791,-1.21033066936967,-0.00786992616663784,-0.691292781030227,-1.14128573247014,-0.101530434829151,0.101869965876877,-0.476423678905403,-1.12180690260913,-0.301016419229642,-0.175904389801704,-1.53668294408617,0.114433302330161,-1.71799038210266,-0.856568196381648,-1.03568513223374,-1.11998429296636,-1.06460274786006,-1.6312401097114,-1.06981906822148,-1.01968031753548,-1.01555943121778,-1.7533597304685,-0.297663912372302,-0.287175729293057,-1.92025458246709,-1.14885839020759,-0.619104903587183,-1.23113562934669,-1.876051158108,-0.779506531123487,-0.690714798978473,-1.5381843008618,-1.054823024912,-1.52298968308003,-0.297550642111279,-1.30612849702857,-0.944809497545902,-1.05109451623338,-0.99661934668321,-0.895786904007646,0.544578347134782,0.403952124050661,-1.91355200356629,-1.13505467968971,-1.38268804090329,-1.08832662168658,1.1202918443788,-1.88150444494817,0.20194686494699,-1.46633352276902
"UPEC_Sp_2 (GE) - TPM",-1.32914992083836,-0.568607335113613,-0.384346500328684,-1.42633281004837,-1.14385798239683,-0.114869457328026,-0.465859756510464,-0.752923552339658,-0.440341481798327,-1.08537948118641,0.220218345965499,-1.02356011654731,-1.42431284905246,0.604952266757091,-1.21662454491347,-0.484730988981994,-1.14207741580102,-0.388721707328336,-0.947383808027748,-1.55504983682698,-0.603297752226581,-1.71799038210266,-0.624596128743657,-0.599055466409298,-1.02954127473742,-1.06830781619698,-1.64774756609814,-1.15237126842521,-1.01968031753548,-1.01555943121778,-1.7533597304685,-0.169791073773597,0.411699579876029,-1.06788051824567,-0.773783148035375,-1.15027872077237,-0.214114781087278,-2.13448104245739,-1.82287594938552,-0.364183388310104,-1.47215212829238,-1.054823024912,-1.52298968308003,-0.682409695684754,-1.1112504414203,-1.13391525083633,-0.996746200335873,-0.938683590300305,-1.17464160302418,0.224085976030113,-0.349717087206706,-1.67936005373858,-1.04503901790251,-1.21881592919603,-1.85837834340195,0.401457132531103,-1.47703710600225,-1.15697708859403,-2.38861245510131
"UPEC_Sp_3 (GE) - TPM",-1.45500384594346,-0.455853187420452,-1.45497141469182,0.102055113151009,-0.828101752074425,-0.525327132262249,-0.116111401974568,-0.839895011334397,0.179847009821231,-1.12330209276938,0.398854691561349,-0.197987002298019,-1.25528944278293,-0.261114631010374,-0.132216191092956,-0.473908935703731,-0.837759038128319,-0.720131024046778,-0.280629873469755,-1.60684589402795,-0.0608273015602603,-0.660617492044819,-0.827710361350967,-1.24067904704456,-1.17543506670515,-1.08429299627825,-1.63826915966385,-0.810939200692344,-0.0252021905131198,-1.01555943121778,-1.7533597304685,-1.55398241440567,-0.81407401547715,-1.08508451204737,-1.03666121291447,-0.643526123402222,-0.19800248844712,-2.10300850633494,-1.20326235045712,-0.471726238771226,-1.986475519234,-1.054823024912,1.45323511152589,-0.458167645129286,-1.92375901084719,-1.10388695966727,-1.03304590920811,-1.09676073471781,-1.18350592810813,0.0678534813386222,-0.80513649973559,-0.528754170295155,-1.11889205682973,-1.39852358241152,-1.45823943158093,-0.821867488357995,-1.73300201389925,-0.0694604361600202,-1.57240019493783
"UPEC_Tm_1 (GE) - TPM",0.215775060008196,-0.606630300639501,-1.16488982697308,-1.10853110055338,-0.650395521117251,-1.08842673648254,-1.14940451242396,-0.986812737871571,-0.72773980074749,-1.1742256548398,-0.878174159684377,-0.7369281939808,-0.40355104532254,-0.949369351891934,-0.223639975207444,-0.669102703633497,-0.808323740032179,-1.05813694060936,-0.812110568696268,-0.109778621253541,-0.856076358275609,-0.0990042204090968,-0.87684128803338,-0.517053392495839,-0.985892092330161,-0.258760781491039,0.185320183367437,-0.15867118893241,-0.681305770968925,0.566811951977075,-0.58482512417065,-0.676419784361147,-0.692004184295816,-0.41525390451252,-0.0905592752671726,0.188488202295186,-0.377364266280458,-1.04061439176617,-0.733610230454886,-0.465356119248986,0.302373884482139,-0.515802663473771,-0.703208758518673,-0.640348618886571,-0.0855613479562979,1.1190689053827,0.277627370802141,-0.293770051255284,0.698277268523994,-1.00615043806178,-0.716580252486164,-0.906255332086765,-0.642193722285854,-0.537043674771435,-0.281323514637646,-0.698828592678934,0.0154953220118596,-0.0333925222536709,-0.0918061486565477
"UPEC_Tm_2 (GE) - TPM",0.0864978846939488,-0.36451224887823,-0.912467239376307,-1.18304368201961,-0.606587744671134,-0.355752468667518,-0.533905299861488,-0.953334047077304,-0.521027869272782,-1.23160584181918,-0.925773080789554,-0.564890232206314,-0.514985797189595,-0.788206036217586,0.110034873537222,-0.718232993181568,-0.722243675964235,-0.489120114059025,-0.640704048093856,-0.453026152477305,-0.841283190307661,-0.0138227687936224,-0.873432565863913,-0.753439262857438,-0.907120981495836,-0.211194964063774,0.068033152442526,-0.117056201065252,0.137897561434175,0.521941845337177,-0.389646374393063,-0.694109043164327,-0.317373014326731,-0.538210926834703,0.297299031068559,0.597268364222214,0.423485111579469,-1.30916860850472,-1.12938214586636,-0.51483431323192,0.105537472942378,-0.34559750416426,-0.875804981246677,-0.566514187017313,-0.716833252959762,1.00580218621164,0.136399830402361,-0.451814095995684,0.964941512507437,-0.88861328880585,-0.621785531757941,-0.72118157090294,-0.577440694319051,-0.372628148272115,-0.138634928182323,-0.398937387633213,0.316504377833794,-0.417843975249058,0.220360032932642
"UPEC_Tm_3 (GE) - TPM",0.207325551303931,-0.48471729126471,-0.785484478295623,-0.673272432111773,-0.428702270369377,-0.624078602935434,-0.480817267522253,-0.817642867094383,-0.575430661451689,-1.26529721344795,-0.789187667144623,-0.524527031859291,-0.204954077900115,-1.06026909528457,-0.478093123577177,-0.705534481184147,-0.602867384448833,-0.587309744826906,-1.08554014317414,-0.230014699113613,-0.753214281799244,-0.217556510714076,-1.10048141174061,-0.472620903562818,-0.879002990377393,-0.276044349761849,0.439253673344343,-0.256212582973116,-0.843282203964081,-0.0637443605736428,-0.323136749301462,-0.38374306837709,-0.35172549227931,-0.612488888750272,0.323091166864849,0.0421138881602677,-0.00669510544311538,-0.942453801934469,-1.0260606786161,-0.477217335503394,0.209858358241591,0.0691642955670922,-0.995074160928708,-0.63900796492477,-0.386729875526325,0.961122941159561,0.224593568170795,-0.426674691138088,0.697993623974648,-0.990515535811847,-0.515479273747457,-0.756964383797371,-0.732918257105148,-0.00606602666521591,-0.119474480246901,-0.500532737718208,0.201856827484418,0.103104543602198,0.24449525997527
"UPEC_Vic_1 (GE) - TPM",-1.07320515292327,-0.596849780081265,0.0916560745607805,-0.570215095779562,-0.524798727746897,-0.425842038269115,-1.37857797875084,-0.484223465673944,-0.572466417203608,-0.772887074101796,-0.45837385066171,-0.73452366095877,-0.984673695034936,-0.616722257903244,-0.875407945973342,-0.55025265827575,-0.300032910443996,-0.561967493285541,-0.650069162166282,-1.24657888028121,-1.1786572481991,0.614117431075475,-0.688993614680375,-0.585423124391176,-0.0859979692075643,-0.767542564673467,-0.384309502387342,-0.568804018817109,-1.01968031753548,-1.01555943121778,-0.0596608343233053,-1.13949983324634,-0.664744651952148,-0.646064623022927,-0.586988035191323,0.154370032200686,-0.628987547161818,0.127079851650076,-0.846733143883666,-0.669132213256191,-0.0529829360235249,-0.306108271330088,0.0845857069598707,0.145961362955996,-1.01366856196853,-0.787596541687151,-0.313914007553075,-0.400969149880901,-0.413584698581352,-0.875994282482968,-0.849871506703434,-0.972313737566232,-0.50064276055982,-0.562462677509681,-0.723692311189337,-0.992064827937937,-1.05513748031945,-0.726476236804778,-1.29589264615606
"UPEC_Vic_2 (GE) - TPM",-1.12350928289681,-0.80396973446507,0.372177759119537,-0.282304441134866,-0.478051081469444,-0.328863836321905,-1.02828379856032,-0.939323620384,-0.936065937816647,-0.461035661185254,-0.552241198949311,-0.602260982866013,-1.12558816688886,-0.454045613834648,-1.48325935824856,-0.697362306302416,-0.376058703610581,-1.95813616316223,-0.252031887968817,-1.37258713987248,-1.08125665954656,-0.700393337032054,-0.672624817123386,-0.766102386384082,-0.731758849281226,-0.816013987981735,-0.410250795891843,-1.06971310526974,-1.01968031753548,-1.01555943121778,-0.891155384766867,-1.76113726237411,-1.46832351345329,-0.787710592016814,-0.669737361121712,-0.106365240607597,-1.12851268923111,0.251380782623357,-0.928418128293688,-0.891609773067619,-0.509066189998433,-1.054823024912,0.522914831342631,-0.42603188528411,-1.3060309981919,-0.939333199374102,-0.591136134529355,-0.564469460022198,-0.603881730654004,-1.35505132810293,-1.31922588083658,-1.01104888381278,-0.673175963479247,-0.763721812316313,-1.18447672199222,-1.57483892427656,-1.04201710793196,-0.622818673736701,-1.63347752514559
"UPEC_Vic_3 (GE) - TPM",-1.05379933921248,-0.85964450653575,0.495527415268515,-0.296881213233229,-0.54165852908192,0.853729227828033,-1.13105376216485,-0.701775846141808,-0.63607279648124,-0.627240294738135,-0.542789605896749,-0.36489964608573,-1.13353879964485,-0.196301824767383,-1.23314858567293,-0.622681408641529,-0.633417372055994,-0.973223583921984,0.0329179169151174,-1.37189663830557,-1.01597233014559,-1.13195550816846,-0.00376711234967544,-0.55842510730843,-0.536651430793428,-0.817086317041886,-0.237539886853615,-1.22555612875295,-1.01968031753548,-1.01555943121778,-0.7602715186146,-0.488943874443907,-1.14128331460105,-0.737130977993002,-0.713796211193483,-0.068871011713069,-0.346486655903129,0.247127663642817,-1.13605074166013,-0.806142514563055,-0.775486451378855,-1.054823024912,0.597838517246027,-0.391903465156014,-0.322883969562866,-0.790968557442901,-0.451513476802175,-0.52706823461976,-0.409696023016762,-1.25112421559763,-1.65510963955929,-0.906818610889332,-0.827281642559335,-0.67952504150284,-1.41483499363818,-1.17616619425837,-1.05273398325079,-0.569821489894652,-1.26772465051895
