"","D7S_RS00535","D7S_RS00555","D7S_RS00560","D7S_RS00785","D7S_RS00845","D7S_RS00990","D7S_RS02230","D7S_RS02290","D7S_RS02375","D7S_RS02790","D7S_RS03580","D7S_RS03585","D7S_RS03590","D7S_RS03595","D7S_RS03600","D7S_RS03605","D7S_RS03610","D7S_RS03615","D7S_RS03620","D7S_RS03625","D7S_RS03630","D7S_RS03825","D7S_RS03830","D7S_RS03835","D7S_RS03840","D7S_RS03885","D7S_RS03890","D7S_RS03895","D7S_RS03900","D7S_RS04450","D7S_RS04695","D7S_RS04885","D7S_RS04890","D7S_RS05535","D7S_RS05695","D7S_RS05700","D7S_RS05920","D7S_RS06285","D7S_RS06315","D7S_RS06590","D7S_RS06885","D7S_RS08010","D7S_RS08015","D7S_RS08115","D7S_RS08465","D7S_RS08470","D7S_RS08475","D7S_RS08480","D7S_RS08485","D7S_RS08490","D7S_RS08495","D7S_RS08500","D7S_RS08505","D7S_RS08510","D7S_RS08515","D7S_RS08650","D7S_RS09615","D7S_RS10335","D7S_RS10980","D7S_RS10985","D7S_RS10990"
"AGGA_As_1 (GE) - TPM",-0.98176982287347,1.0160019834652,1.24476313809446,-0.998268201951002,0.211815850316342,-1.22571828207482,0.689038212195479,-0.166666666666667,-0.591175668710482,0.297167541364111,0.0221477606728609,0.272683952903533,0.115133662593828,0.399765932876014,0.294771837440569,-0.0477524065398873,0.572282689920601,0.383994802969271,0.436559795056852,0.513380982579437,-0.0882215765679742,1.22394155313647,0.856210818840732,1.34022994210683,1.44507987917985,1.48026530515484,1.26269191664724,1.24968021743425,0.848889407081012,-0.93555458445027,0.487091746267874,1.18394043956067,1.64628893836804,-0.903517603776373,0.905412655076983,0.846897632046179,2.55240133101913,-0.452425457453975,-0.850594711749721,-0.667224230493835,-0.954812899183917,-0.157060630025193,-0.435744081916175,0.429791391427428,1.09028207104982,1.36617787902073,1.67742771006544,1.71988431020037,1.29354062834413,0.534621705501519,1.45307407696802,1.30804058875483,1.23464701749889,0.484703120921726,0.416608506556509,0.27648033333455,-0.0682766329276905,-0.89240622092996,0.713051802632004,0.531499780012519,-0.00792145988293225
"AGGA_As_2 (GE) - TPM",-0.345920694566236,0.517635258271843,0.253769313913846,0.0444061825746255,-0.302264419955428,-0.1221324230257,1.01835834908215,-0.166666666666667,-0.38065243104663,-0.222800538753463,-0.617570998916646,-0.575653864787275,-0.554287490107104,-0.547637068331842,-0.72796656309546,-0.758962538863014,-0.321705444167048,-1.05277671597307,-0.403819727813419,-0.551436718262274,-0.523271135211051,-0.153345901668691,-0.0566066340924883,0.0164944343967619,0.285639878875522,0.274860144707277,0.420555285933075,0.182694197059771,0.241206664989678,0.208907391294626,-0.319477766912938,0.323338236460368,0.586695612931176,0.125243710343546,0.633112484968437,0.45508008469108,-0.371536900529631,-0.779037795748362,0.572690148090743,-0.250907855330245,-1.08686483049229,0.00534188134947777,0.324070736412136,-0.232551410133908,0.109707949427262,0.259554467966761,0.234114541596985,0.112532271110175,-0.133759706155636,-0.4431814951346,-0.190087787766645,-0.171728554954447,0.00469429651197153,-0.108890738511157,0.179815119005438,0.273052256131887,0.291161073428557,0.267379593391549,0.58059592631463,0.694159356072333,-0.145855931781683
"AGGA_As_3 (GE) - TPM",-0.470332360987835,0.547511067135987,0.341635307543139,0.463118894081052,-0.506885933544442,-0.732025776108458,0.682263646097671,-0.166666666666667,0.538845230288445,0.52813328733223,-0.616011868108757,-1.12771481780564,-0.241683693103739,-1.08336379170415,-1.18058395154648,-0.7862028528234,-0.827691633261756,-1.50553623444873,-0.624543689839661,-0.0389793438175432,-0.64943046201322,-0.311447701468539,-0.133655608244078,-0.409434714668487,-0.0259599076442326,-0.545607769203819,0.470045859409443,0.918961871181971,-0.47477879977772,0.383641379337844,-0.29532298645845,0.695716588169389,-0.0718815406238431,-0.208405151434127,0.464965394541973,0.243487450735862,-0.624971476587103,-0.446986483310041,0.107241563718825,-0.44033628486265,-0.486398174650853,1.33983969579146,0.40276305844343,0.326502953533511,-0.434544157776762,-0.131669744743617,-0.0904581785613477,-0.0723665037891802,-0.280949886832511,-0.450907173363881,-0.435680203695209,-0.382049410449659,-0.639875176158637,-0.938450552232479,-0.559736713782341,0.528247283745513,0.776075719770064,-0.222140686824072,0.175515143799361,0.491896774071677,0.0312263620007301
"AGGA_Bs_1 (GE) - TPM",1.30481299522072,-0.961816221390543,-0.217272228482104,-0.532081778499073,-0.64615293710628,-0.306111156003426,0.566152963448555,-0.166666666666667,-0.234677107836004,-0.493140028762657,1.35043664362123,1.36401646501943,0.132896078825483,0.53695509031566,0.144418422815987,-0.0893401044398851,0.302654918988248,1.53735771869366,0.39494768304489,-0.207887702300919,0.879600407510333,0.19312922462212,-0.242659474933418,-0.373469359324844,-0.191847380777965,-0.731809675257863,-0.31876134252361,0.801174132488271,0.182809306653143,0.43775247844375,-0.822027671839829,0.713371270569583,-0.650006318284645,-1.00406940077138,-0.520428859887024,-0.26453025460344,0.662310344816679,0.535022180074666,-0.546953059650912,1.13111853809549,-0.0462281555891278,-0.661386949266148,-0.631809558947383,0.416112357199076,0.788166505812277,0.12527643606145,0.824157119403227,-0.386428884872021,1.13507930374232,1.46585545613943,0.00171713390061619,1.07721737937811,0.18246704662492,-0.421797889297839,-1.02552262138737,0.3537492841648,0.628620804334693,-0.73469555247163,-1.15328120074602,-1.02667990342219,-0.550742489244034
"AGGA_Bs_2 (GE) - TPM",1.61380828880827,-1.41513870897274,-0.782487189795689,0.680827174135232,-0.947633334919982,2.27889093785098,0.516221626814614,-0.166666666666667,-0.491783663894374,0.8256699423373,0.220062927618961,-0.297953937450943,-0.16448493383439,-0.976239093786743,-1.32807973630582,-1.17691434051269,-1.57864771228419,-0.189234701711918,-0.518284641614366,-0.88777567897253,-0.227026633626185,-0.21148071334722,-0.256419118606686,-0.201589149247247,-0.791281109043525,-1.26964812453184,0.0382911961817928,0.162181975899194,-0.349563850359585,1.63212423201518,-1.06493571581636,-0.121595517095482,-1.59494092250486,0.56860601627473,0.408512539543763,0.155046403363978,-0.628230267266597,0.337812168396804,0.29055767825233,1.16115159051324,0.977447619545807,0.604535540880469,0.603660023324681,0.899469715307567,-0.307107007150797,-0.609757531904896,-0.564113196502303,-1.1337655148851,0.294557999213558,0.923069497325854,-0.66135707485469,-0.260293390199681,-1.05400725973294,-1.38698177967661,-1.66408296642474,-0.0982015457554695,-0.342097839012592,1.244308834468,-1.03843814057462,-1.60582066970975,-1.00374613977577
"AGGA_Bs_3 (GE) - TPM",1.57948842199959,-1.40267944755453,-1.01594652758092,-0.0893718272996276,-0.924410206112747,1.67443078534945,0.102138402358219,-0.166666666666667,0.173965180561674,0.993118073961503,0.163011120227478,0.756990360947183,-0.191915956474434,-0.299060719776544,-1.00178920152881,-1.09859649165408,-0.588816481650134,-0.596464590394278,-0.47519620897079,-0.691521727345349,0.350551485876579,0.37188981670425,-0.643130849152896,-0.672274576849506,-0.920267794642881,-1.50800888895281,-0.491066526158774,0.389942101058323,-0.399085843723924,1.19377549164769,-1.36752544910898,-0.267337527009927,-1.77547066590959,0.0132879538117691,0.132035336696921,-0.359605669427192,-0.706620654630792,0.137004764674725,-0.349994740993011,1.68621077659579,1.29129981043876,-1.2680803798145,-0.205718510398901,0.0832129333270747,-0.00766266302214266,-0.702295795096691,-0.391092524707721,-0.987716623649059,0.0475141489450467,0.888931406790286,-0.733789081696267,-0.190012555878266,-0.68670530886871,-0.727847352016571,-1.73043841090979,-0.690468094987072,1.32531189335918,-0.0470328347466059,-1.09446576206958,-1.0189442419853,-0.586778436245437
"AGGA_Ctrl_1 (GE) - TPM",-0.736725287504775,0.851953471148768,1.3525586012752,-1.04811926726729,1.09359885900349,-0.572529063661925,1.50443925890539,-0.166666666666667,-1.38273860085262,-0.987609124246472,0.429002784306716,0.642689396208286,0.0924791427923753,0.646276412771682,0.809729586888637,0.39939334215946,0.494087946363947,1.23469358129696,0.479910338084667,0.220721502415696,0.0561542735183077,0.48404484611588,0.779997866253599,1.00386404219746,1.22626568876754,0.915579289454707,1.50634506210398,1.1117567256899,1.18008157792911,-1.84321308904033,0.326738806137769,1.67733321863518,1.54235540540176,-1.33719854579629,0.943676143511016,0.489887713200184,0.905087297019896,-0.387812455562526,-0.0773114843297144,0.351538816152869,-0.805016924232517,-0.868197478627754,-0.735930264705751,-0.926789591842817,1.47279757872538,1.15374315798646,1.51008729115221,1.76218366481019,2.29741929208477,1.82739306211398,1.71146493309534,1.69952376331436,1.38915701677624,1.67407315802502,1.0393061160518,-0.579555670834852,-1.10740569374,-0.26582013475286,0.617570122809086,-0.0286123355727129,0.315783730615613
"AGGA_Ctrl_2 (GE) - TPM",-0.741492907344472,0.124502012614273,-0.00889301088922782,-1.37145435163765,1.12127340374389,0.363622827641984,0.103730069679846,-0.166666666666667,-1.24745085915696,-0.580466859827517,0.456482997678796,0.649534214073416,2.0655544700159,1.29327967064653,1.51049341800183,1.31355632348832,1.18685641926666,0.88187860341139,0.893020351769981,1.52575081321585,1.05833139588957,0.686266129819048,0.298656979882642,0.628516843943213,0.806651943673635,1.19959678206976,0.406931344864453,0.833408331885056,0.311913287298662,-0.580067985344119,0.438624055637595,-0.344663441792819,1.50927651703305,-0.671472830434208,0.890043692663169,0.728778192197747,-0.649251120618197,-1.06828458658974,0.423163617758496,-0.363998609672226,-1.42334629952658,-0.385064446872828,-0.760698318843531,-0.399140944363055,0.812253273946953,0.737625422101204,1.2808207079326,1.59676744507855,0.90090981615111,1.1507121454043,0.885605824027113,0.723191114426359,1.0144252132782,1.05954889074145,0.918412284417344,0.738287477141616,-0.735531571707708,-0.128640196935627,0.920531173129701,0.532583876928562,0.614319530759858
"AGGA_Ctrl_3 (GE) - TPM",-0.566460150008202,0.157106483993666,0.205505990248686,-0.860554294621794,0.504502132357704,0.468649896026934,0.476754875405943,-0.166666666666667,-1.26724573217205,0.181580429237132,-0.202663697889059,0.0607265117377323,0.343240732133227,0.394931231859001,0.9320360340171,0.458454076169761,0.846180213965108,0.408410374585342,0.323062933890761,0.499754998992156,-0.154625669056281,0.0705351129001863,0.0915784656045936,0.142009945171503,0.373003203367058,1.1696609342076,0.232414001152822,0.56588614395383,0.795762197528599,-1.67474571212406,-0.596502126769695,-0.206712760209038,0.654219902788404,-1.05153926324832,0.570492460069353,0.662142136910575,-0.735022620758123,-0.224528010643679,0.98107815213843,-0.485897447080405,0.0155319736617752,-0.681390279108432,-0.522273976618703,0.12097008145457,0.798333535087561,0.614147994221188,0.697748306406985,1.029485900632,0.342575573051197,0.49297709402721,0.448405047771821,0.165555606734701,0.521432537716678,0.334173455280738,0.431493436157811,0.98205406426986,-0.650101260385285,-0.0808104265896342,0.7431535917847,-0.0764773574262258,-0.125331648130958
"AGGA_Li_1 (GE) - TPM",0.147234790672472,-0.863504583263303,-1.07841732838843,0.45154403247241,-0.524452288594035,0.0397209519278669,-0.74314545479992,-0.166666666666667,1.52409866921951,0.508119248003655,-0.778545785886079,-1.28363461533979,-0.91372276565919,-0.982091057630627,-0.843105939787299,-0.735577233426653,-1.06175194470201,-0.937088129202337,-1.23176489788851,-1.03910966691416,-0.797007817374723,-1.13452091439054,-0.925807771637003,-1.1623132607739,-1.05522595492351,-1.1138824982584,-1.46631667964985,-1.42258717529849,-1.35177325812854,-0.315053434150093,-0.758193467951188,-1.80453909228858,-1.468486927321,-0.059583343546814,-0.598685144466235,-0.698535849306799,-0.448899200295253,0.337720562620469,0.629951942617892,0.749233505332699,1.82910473018626,1.57786704970654,-0.227485552224445,0.201207597474603,-1.56587695873429,-1.30243665153062,-1.27433788346865,-1.11454657422325,-1.39655518780714,-1.49465172774737,-1.37961111616855,-1.4373221264066,-1.15528622597695,-0.804888119932569,-0.748658795624945,-1.61270687691948,2.17063172521263,-0.214975579450394,-0.821529710479992,-1.0839367206081,-1.01174208802118
