"","E2348C_RS00355","E2348C_RS01500","E2348C_RS26305","E2348C_RS26350","E2348C_RS02370","E2348C_RS26375","E2348C_RS03610","E2348C_RS03615","E2348C_RS26430","E2348C_RS03660","E2348C_RS03775","E2348C_RS03800","E2348C_RS04365","E2348C_RS04450","E2348C_RS04480","E2348C_RS05110","E2348C_RS05185","E2348C_RS05240","E2348C_RS05330","E2348C_RS05450","E2348C_RS05555","E2348C_RS05910","E2348C_RS06035","E2348C_RS06075","E2348C_RS06495","E2348C_RS06590","E2348C_RS06650","E2348C_RS26695","E2348C_RS26845","E2348C_RS08565","E2348C_RS26950","E2348C_RS09560","E2348C_RS09630","E2348C_RS27030","E2348C_RS11265","E2348C_RS11975","E2348C_RS12085","E2348C_RS12130","E2348C_RS13325","E2348C_RS13605","E2348C_RS27275","E2348C_RS13680","E2348C_RS14165","E2348C_RS15110","E2348C_RS27495","E2348C_RS27500","E2348C_RS17970","E2348C_RS27620","E2348C_RS18975","E2348C_RS27660","E2348C_RS19525","E2348C_RS19570","E2348C_RS19835","E2348C_RS20445","E2348C_RS27780","E2348C_RS22525","E2348C_RS24270","E2348C_RS24340","E2348C_RS24770","E2348C_RS25020","E2348C_RS25210"
"EPEC_Oss_2 (GE) - TPM",0.938038576883371,1.07559098715865,-0.177172580583907,-0.166666666666667,-0.123521418424458,1.17360767148922,-0.0376643654404674,-0.427012394382382,0.545122167329495,0.524083893646286,-0.204209344687922,-0.13307820917981,0.905061553004524,0.946271236492932,1.40622115744844,-0.459993293221289,-0.105089372166594,0.145109229890145,-0.230907624604642,-0.302096030893739,1.87518339549155,1.53449765627059,0.363174874879276,-0.314060641295759,1.96537204796645,-0.450140686342913,0.400498341991378,0.0282071817849586,-0.303239106687437,2.16348615342212,-0.248769507626128,-0.473459279872837,-0.296277829210678,0.695099707104788,1.0997499160711,0.424186948790467,-0.45478082629842,0.00909044501266495,-0.440467807649276,0.498041131722791,1.383395425392,-0.489215034221555,1.12682466297928,-0.361536222776592,-0.026638724634149,0.400029976357975,-0.179387857499981,1.38400116887686,2.45765587089853,0.333561221244834,0.516025187183764,-0.0338014130716867,-0.507102039035894,-0.00173925118290252,0.114867532139244,0.415073775902228,1.49588730784813,0.0912563993855792,0.271597914564084,-0.010826986231892,-0.197194680391425
"EPEC_Oss_3 (GE) - TPM",1.18480240632638,0.0544135484477081,0.377609210107671,-0.166666666666667,-0.564653979443359,0.199585977521205,-0.472122604116825,-0.143608962013045,0.23601153571237,0.862950761210566,-0.562491719786757,-0.780461988709868,-0.660651511563468,0.38185736867679,0.0421879801234951,-0.395029718312882,0.334419298216142,-0.556718890544368,-0.772863211018771,-0.174088970358923,0.716066580793425,1.38857104488241,2.54507973046353,2.02408132190462,1.54240734780825,-0.0458178126428896,-0.424969179122289,-0.237326236398958,0.0127994749324005,0.0613398694445168,-0.248769507626128,-0.473459279872837,-0.64964409105025,0.109648963422371,1.33294038126866,0.903773072671041,-0.205774617266948,0.0754830586695389,-0.00656337001671383,1.82208797607973,-0.750645901629153,-0.489215034221555,1.80776315407406,0.509142726493338,-0.292716290379728,0.69189972936809,-0.127902871778212,0.567267324986957,-0.495215411873663,-0.363080460193611,-0.359142019903215,-0.393821694401348,0.433565751607978,0.104258736714894,0.0694691695770277,-0.272226050182418,0.373137097858395,-0.00575659059986227,0.556822176760422,-0.387429118809353,-0.229298481994075
"EPEC_Oxs_1 (GE) - TPM",-0.371727751622187,-0.0963259491702024,-0.648776050379528,-0.166666666666667,-0.26150163192508,-0.155870841979814,-0.226432469260824,-0.522829581756106,-0.336757815187179,-0.364014617299609,0.0706707255820041,-0.177041524370019,-0.107260788471094,-0.0403445451529027,-0.773093151314005,-0.489838979037921,-0.3543670305572,0.113033431824741,-0.677087937574907,-0.163283673396635,-0.792734769409469,-0.495583234833208,0.159801878106101,-0.314060641295759,-0.50721938789288,-0.227497691108031,-0.618744364443725,-0.0496242449488823,-0.229070830547893,-0.291139904135216,-0.248769507626128,-0.372195806343826,-0.141005718793894,-0.358152851153823,-0.169092812798899,-0.425486383264927,-0.471779131942532,-0.488151338975441,-0.251656582740514,-0.252923113702622,-0.599793398805321,-0.251057279541201,-0.552645777760967,-0.20083921300398,-0.292716290379728,-0.364899020216439,-0.42650196927617,-0.441615611260325,-0.379251807451838,-0.239968808266236,-0.180381963587953,-0.393821694401348,-0.513098613401659,0.0435452597470648,-0.392367824416116,0.0464667246810073,-0.340096979036456,-0.582684371970339,-0.211711378193347,-0.254321635097102,-0.330345874838225
"EPEC_Oxs_2 (GE) - TPM",0.554005513160854,-0.027120995201337,-0.562858936253807,-0.166666666666667,0.0139600977677539,0.925049588066341,-0.123393795247198,-0.650328934728131,-0.320798581305837,-0.364014617299609,0.300261300646647,0.26167557332124,0.344755596868877,0.43958296150524,-0.945764125947559,-0.49358900506349,0.646077812421171,-0.556718890544368,-0.337848958228418,-0.368294486500692,-0.775061523990995,-0.521640570072923,-0.330662170659102,0.138751689076837,-0.50721938789288,-0.0705742085014318,-0.41102459535808,0.18894788780499,-0.338609338957916,-0.40340719685113,-0.248769507626128,0.906366202253617,0.450744591091407,-0.244937055720764,-0.441457495262788,0.51246296421551,-0.592247569330778,-0.336331779478665,-0.0939540700801082,-0.252923113702622,-0.40805753584749,0.0516449079107974,-0.419029552492723,-0.55807584930474,-0.079142454439954,0.249090436205968,-0.275911516342873,-0.343923802868672,-0.231860273925223,-0.363080460193611,-0.110878696598378,-0.393821694401348,0.215047952034338,0.00358417425089199,0.00141048900492764,0.396276620614867,0.713995070428259,-0.594499676731825,-0.475914654144153,0.21714918784476,-0.29773427625201
"EPEC_Oxs_3 (GE) - TPM",0.178593825550508,-0.745253598821749,-0.535929101480844,-0.166666666666667,0.402750353968715,1.00071206866089,-0.286423059155986,-0.673667645711545,-0.454531421524392,-0.364014617299609,0.713673783764308,-0.534650885800768,-0.660651511563468,1.20146140040778,-0.654203383618337,-0.549391246621961,-0.3543670305572,-0.556718890544368,-0.676343667819866,-0.398586729660897,-0.24938634766682,0.0782335585335813,0.163613274642691,-0.314060641295759,-0.50721938789288,-0.289987300620974,-0.184052311740513,-0.237326236398958,-0.482487806230391,-0.285259780019756,-0.248769507626128,-0.0652577112181253,-0.251363749957425,-0.325692548452615,-0.441457495262788,0.510371654451299,-0.750482462148108,-0.653415544993688,-0.160618893904388,-0.252923113702622,0.161502765871197,1.43085279692908,-0.234001341826986,0.112064765301172,0.0863802372101506,-0.364899020216439,-0.110999441276321,0.0785973423008976,-0.261485896423995,0.381329656375293,-0.520993342723637,-0.393821694401348,0.151167663805203,-0.0178603197123302,-0.460108263363283,0.365324970245116,0.238370514553496,-0.503682427138099,-0.298410387600404,0.68570577949336,-0.309393874671646
"EPEC_Sp_1 (GE) - TPM",-0.38153468935566,-0.22734922261816,-0.977110932809095,-0.166666666666667,0.0831719137079156,0.140956371366462,-0.472122604116825,2.29452110418522,-0.454531421524392,-0.364014617299609,-0.562491719786757,2.65540544536554,-0.660651511563468,0.0750341586520828,-0.977132208304778,-0.0369788848504897,-0.3543670305572,2.01113710404442,2.05986923436677,-0.637575508620482,-1.15969668049937,-0.980428974041244,-0.330662170659102,-0.314060641295759,2.0775643693203,0.158197114754381,-1.25835637826892,-0.237326236398958,-0.482487806230391,0.350939945536941,-0.248769507626128,1.02406882281374,2.47238475549459,-0.39011637658143,-0.441457495262788,-0.28523837055041,1.82550850691758,-1.2526330275291,-0.257790758119681,-0.252923113702622,0.364790170854857,-0.489215034221555,-0.657771348565509,-0.855362225241235,-0.292716290379728,-0.364899020216439,-0.668548918206561,-0.441615611260325,-0.495215411873663,-0.363080460193611,-0.69329194415153,-0.393821694401348,-1.08598430190743,-0.427845691589228,-0.460108263363283,-0.576721379461739,-0.585289629507824,-0.711681122798054,-0.475914654144153,-0.387429118809353,-0.360918734026209
"EPEC_Sp_2 (GE) - TPM",-0.733917836742445,-1.1034832012242,-0.799739683957264,-0.166666666666667,-0.797408648607826,-0.882636463188233,-0.472122604116825,-0.265583151856102,-0.454531421524392,-0.364014617299609,-0.562491719786757,-0.897861742256276,-0.660651511563468,-0.879024598142992,-0.295065308741989,-0.240155265462695,-0.3543670305572,-0.556718890544368,2.02105288241966,-0.637575508620482,-1.15969668049937,-0.980428974041244,-0.330662170659102,-0.314060641295759,-0.50721938789288,-0.827185585090572,-1.25835637826892,-0.237326236398958,-0.482487806230391,-1.04781507831277,-0.248769507626128,-0.473459279872837,-0.95129237106518,-0.39011637658143,-0.441457495262788,-0.8327070223657,-0.750482462148108,-0.839648970191902,-0.686566893866211,-0.252923113702622,-0.750645901629153,-0.489215034221555,-0.657771348565509,-0.0067635269167349,-0.292716290379728,-0.364899020216439,-0.668548918206561,-0.441615611260325,-0.495215411873663,-0.363080460193611,-0.69329194415153,-0.393821694401348,1.30144154772383,-0.376608576725673,-0.460108263363283,-0.576721379461739,-0.585289629507824,2.29875015283035,-0.475914654144153,-0.387429118809353,-0.379214809072274
"EPEC_Sp_3 (GE) - TPM",-0.733917836742445,-1.1034832012242,-0.977110932809095,-0.166666666666667,-0.797408648607826,-0.219498888242908,-0.472122604116825,-0.857796960866754,-0.454531421524392,-0.364014617299609,-0.562491719786757,0.828634067054314,-0.660651511563468,0.357154845502038,-1.39554584603844,-0.6302491064968,-0.3543670305572,-0.556718890544368,1.06233068742538,-0.637575508620482,1.00384957131975,-0.980428974041244,-0.330662170659102,3.50649659459454,-0.50721938789288,0.449580472572865,-1.25835637826892,-0.237326236398958,-0.482487806230391,-1.04781507831277,-0.248769507626128,-0.473459279872837,-0.211945998691926,-0.39011637658143,-0.441457495262788,-0.8327070223657,-0.750482462148108,-1.2526330275291,-0.686566893866211,-0.252923113702622,-0.750645901629153,-0.489215034221555,-0.657771348565509,-0.855362225241235,-0.292716290379728,-0.364899020216439,-0.00598141902583842,-0.441615611260325,-0.495215411873663,-0.363080460193611,-0.69329194415153,-0.393821694401348,-1.08598430190743,-0.428336643322323,-0.460108263363283,-0.576721379461739,-0.585289629507824,-0.217327952984461,-0.475914654144153,-0.387429118809353,-0.379214809072274
"EPEC_Tm_1 (GE) - TPM",0.424560231493694,-0.0366919498287439,-0.593913675527343,-0.166666666666667,-0.797408648607826,-0.259467000662899,-0.103452810993282,-0.126692137215293,-0.454531421524392,-0.0948657053470399,-0.182455512235841,-0.176778277323479,-0.328495816990973,-0.49180013235996,0.0479396494213459,0.0921238384133406,-0.3543670305572,0.783274947763117,-0.198001705058623,-0.281726722045921,-0.2278377881271,-0.49540616661178,-0.330662170659102,-0.314060641295759,0.017324568113891,-0.627216617530955,2.26079444022698,-0.237326236398958,0.0879086245163554,-0.196244623130337,-0.248769507626128,-0.169557913651881,1.7120503678227,-0.294190780488398,-0.441457495262788,0.500501785071604,0.608692468377133,0.340618808445437,0.35759904829042,-0.252923113702622,1.5129680228045,0.940253351652193,1.23517998664172,0.454161869289717,-0.292716290379728,0.446474173361751,0.0578571186359157,0.0747744585547928,0.896856045972623,-0.363080460193611,-0.436743295302322,-0.393821694401348,-0.349147990456394,-0.353451061771096,-0.256812728884412,0.00773083505426762,-0.340007433336952,-0.40197585623081,-0.211614890154869,0.0120391671921624,-0.0134921785177071
"EPEC_Tm_2 (GE) - TPM",0.501520413772206,-0.709677649738887,-0.471906969271959,-0.166666666666667,-0.401604442347729,-0.652593712497587,0.0722546055234536,-0.183079348927559,-0.454531421524392,-0.364014617299609,-0.562491719786757,-0.298939497522819,-0.660651511563468,-0.164305837040738,0.547833492429179,0.303073756981724,-0.3543670305572,-0.556718890544368,-0.242338490113432,-0.374852642236816,-0.65933984167994,0.272892814504316,-0.330662170659102,0.127723752978139,-0.50721938789288,0.206272884688525,1.33982977468589,-0.237326236398958,-0.0613645908864735,-0.628672567227914,0.363588643891054,-0.0247190226186966,1.18603779514474,-0.283883693581293,-0.441457495262788,0.0695743627451646,0.0986140809533029,-0.217492090759764,-0.172628990155408,-0.252923113702622,1.08770082471221,-0.489215034221555,-0.657771348565509,0.304822448163226,-0.292716290379728,-0.364899020216439,0.0976010520736181,-0.155677838620976,0.532549799911523,-0.363080460193611,0.253756337542117,1.0158854040447,0.319363607665068,-0.394415377246151,-0.310015337544374,-0.576721379461739,0.863443519059262,-0.48302597936131,0.109482240828699,-0.0925020121459811,-0.109202091919848
"EPEC_Tm_3 (GE) - TPM",0.0426194144280412,-0.551850957804633,-0.446353821676945,-0.166666666666667,-0.242976743240573,-0.238161045894285,-0.400633637312132,0.0637011966389173,-0.0433054630476836,-0.25963298364728,-0.267719581030563,-0.478384642212421,-0.145383532686891,-0.278329287186574,-0.539359472165034,-0.163329960502086,-0.3543670305572,0.684733910598755,-0.326976340034499,0.742481255882843,0.220173470055878,-0.133969567215513,-0.330662170659102,-0.314060641295759,-0.50721938789288,-0.0516636863562824,0.726808750670316,-0.237326236398958,0.84478290364024,0.0530416262766132,-0.248769507626128,-0.473459279872837,0.485786690194621,-0.166904541486985,0.192546625698096,0.546083747183583,-0.345008039387749,-0.0662713289212907,0.123332325114943,0.364922898203762,0.653957772946072,1.17391907454129,-0.168353671907996,-0.753790004032136,0.145107384617068,0.264436307901661,0.780274197305451,-0.441615611260325,-0.495215411873663,-0.363080460193611,1.09761779417965,1.0871881962128,-0.609716490749769,-0.396636675598288,-0.144739052499945,0.148599948113108,-0.204787161198594,-0.351350388881024,-0.475914654144153,1.47163775796951,-0.131543606897806
"EPEC_Vic_1 (GE) - TPM",0.145400675826967,2.54028179530416,0.481333438641532,-0.166666666666667,-0.797408648607826,-0.882636463188233,-0.472122604116825,1.01509112397622,-0.454531421524392,0.187573361885488,-0.562491719786757,-0.158975286553069,-0.660651511563468,-0.0854551237734002,0.69262925693037,-0.6302491064968,-0.3543670305572,0.358665939664017,-0.183808820870591,-0.637575508620482,-0.812472766027405,-0.980428974041244,-0.330662170659102,-0.314060641295759,-0.50721938789288,-0.827185585090572,0.0529294102032199,-0.237326236398958,-0.482487806230391,-1.04781507831277,-0.248769507626128,-0.473459279872837,-0.95129237106518,0.199647170908076,-0.441457495262788,-0.8327070223657,0.535116218950834,0.837079595270538,-0.686566893866211,-0.252923113702622,0.177154415787458,-0.489215034221555,-0.657771348565509,-0.318620134383314,-0.292716290379728,-0.364899020216439,0.1821258678969,-0.441615611260325,-0.495215411873663,-0.363080460193611,-0.69329194415153,1.17141008908944,-0.330956073951554,-0.329479159574013,-0.460108263363283,0.860595146253114,1.42541455569905,-0.39432947370959,-0.475914654144153,-0.387429118809353,-0.318341381544227
"EPEC_Vic_2 (GE) - TPM",0.74762130649922,1.96615561235587,-0.0319985911645111,-0.166666666666667,-0.797408648607826,-0.882636463188233,-0.472122604116825,0.719991388525611,1.83379595383318,0.79767931185007,-0.562491719786757,-0.508821397738811,-0.660651511563468,-0.0433602300214508,0.436906116388977,-0.370425075036994,0.786886091418962,-0.235405083763143,-0.152562429828159,-0.637575508620482,-0.428411865386371,-0.980428974041244,-0.330662170659102,-0.314060641295759,-0.50721938789288,-0.827185585090572,-0.567934905573453,-0.237326236398958,-0.482487806230391,0.177360755902416,-0.248769507626128,0.838232339562305,0.0483123744027946,-0.183100524692756,-0.441457495262788,0.126353500667246,1.05457522441084,-0.427422490261027,-0.686566893866211,-0.252923113702622,1.20338507109265,-0.489215034221555,-0.657771348565509,-0.855362225241235,-0.292716290379728,-0.364899020216439,-0.668548918206561,-0.441615611260325,-0.495215411873663,-0.363080460193611,-0.69329194415153,1.25443781165424,-0.290905600494434,-0.323338488851306,-0.460108263363283,0.936837604046803,0.473391366226107,-0.0433099871002793,-0.475914654144153,-0.387429118809353,-0.331137965118761
"EPEC_Vic_3 (GE) - TPM",0.0201815990121409,-1.1034832012242,-0.111203584457808,-0.166666666666667,-0.797408648607826,-0.882636463188233,0.0138405949512925,1.06961909343298,-0.454531421524392,-0.364014617299609,-0.562491719786757,-0.897861742256276,-0.660651511563468,1.16265978984944,0.395263336907044,-0.6302491064968,-0.3543670305572,1.79837033260372,-0.0151077840277051,-0.637575508620482,-1.15969668049937,0.29823957718448,-0.330662170659102,-0.314060641295759,2.25849739977629,-0.827185585090572,0.42847244383941,-0.237326236398958,-0.482487806230391,-1.04781507831277,-0.248769507626128,2.73124873694906,-0.95129237106518,-0.13722714928003,3.86833581157799,-0.8327070223657,0.903302644119021,0.763510694006027,-0.686566893866211,-0.252923113702622,-0.750645901629153,-0.489215034221555,-0.657771348565509,-0.855362225241235,-0.292716290379728,-0.364899020216439,0.425753146641198,-0.441615611260325,-0.495215411873663,-0.363080460193611,-0.69329194415153,-0.393821694401348,-0.762229966874132,-0.324247314205901,-0.460108263363283,-0.576721379461739,-0.585289629507824,2.14599139181148,-0.475914654144153,-0.387429118809353,-0.320484447094434
