"","YPK_0004","YPK_0023","YPK_0030","YPK_0219","YPK_0230","YPK_0472","YPK_0662","YPK_0665","YPK_0834","YPK_0835","YPK_0838","YPK_1074","YPK_1081","YPK_1187","YPK_1293","YPK_1295","YPK_1296","YPK_1325","YPK_1532","YPK_1545","YPK_1561","YPK_1562","YPK_1563","YPK_1564","YPK_1565","YPK_1567","YPK_1568","YPK_1570","YPK_1571","YPK_1572","YPK_1708","YPK_1709","YPK_1711","YPK_1719","YPK_1862","YPK_2091","YPK_2154","YPK_2550","YPK_2641","YPK_2681","YPK_2793","YPK_3023","YPK_3157","YPK_3158","YPK_3190","YPK_3191","YPK_3241","YPK_3242","YPK_3243","YPK_3244","YPK_3245","YPK_3278","YPK_3373","YPK_3470","YPK_3489","YPK_3510","YPK_3571","YPK_3673","YPK_3689","YPK_3795","YPK_3796","YPK_3862","YPK_3986","YPK_4037","YPK_4038"
"YPSTB_Li_2..GE....TPM",0.662693439671594,-0.142785055059567,-0.038425165604933,-0.931427867777694,-0.741892031422549,0.512991887211861,-1.43753118294295,-0.406511359842041,-0.606922377307585,-1.14482798531721,-0.1435876947724,-0.0409116722828662,0.348664585812693,-0.356517315503658,0.709659670296507,-0.448944417632827,0.288906642492092,-1.08630160490268,-0.546608386903479,0.77247835857839,-0.393988692228682,-0.786947983712867,-0.745468515087795,-0.760696112251083,-0.294776828511795,-0.179873028243655,-0.285862340980666,-0.272764284302905,-0.277939997358297,0.177629343990751,-0.641497204398255,-0.0863554136888523,0.563672458240069,-0.768308896360142,-1.29029902529635,1.95489478810823,0.681245391587186,-0.664514910182088,-1.24366556593072,-0.790108990701357,-1.0535407020242,-0.373413400016611,-0.304634923802525,-0.45422166360558,-0.344799675418142,-0.90245390784414,-0.842147001983613,-0.821061743518892,-0.785106186084427,-0.60347744242562,-0.900234974891705,-0.265040244081154,-0.310022784481898,-0.797951928768629,-0.686013734516102,1.35786591833401,0.360668995409225,0.578684601478091,0.631689735455796,0.0408794534518316,-0.282683085662259,-0.161898261311472,0.0210303154051987,-0.312568566201637,0.0806247086677621
"YPSTB_Li_3..GE....TPM",0.343713784664625,-0.00300029674911032,1.01621940416975,-1.14638535665135,-0.359354260111469,0.664338565341072,-1.35631361627747,-0.294294944667763,-0.928972636836159,-0.882931566394151,-0.412477936041678,-0.183538183657745,0.258393719001392,-0.112987071824801,0.349476904905296,-0.538332127253078,-0.598778520970277,-0.961859128871217,-0.582313948809696,0.0620910584852668,-0.128139069703715,-0.520299475325982,-0.440158856991713,-0.517147899092395,-0.514896820210193,-0.281014557148332,-0.382366526830905,-0.316244208300065,-0.165989729239262,-0.267160429949651,-0.199844944354112,0.358349728826752,0.564150476173909,-0.849769548006611,-1.1378447353761,0.548158874228207,0.193659271099894,0.496062395675359,-0.760613010337945,-0.451437356971714,0.298771282957899,0.18354280856807,-0.291773965332494,-0.615826987075456,-0.618954949390169,-0.731840609390935,-0.728037583800913,-0.875415500629779,-0.800257434532292,-0.644816045056491,-0.925056249500562,-0.340467549094617,-0.30040374990368,-0.726861297711262,-0.785215047022507,0.575578321426138,-0.047260613323287,0.31945378935483,0.281333503422824,-0.498715752555604,-0.00718114861202022,-0.273699230622655,0.144628403871651,-0.521622784230212,0.3361639327445
"YPSTB_Mig_1..GE....TPM",-1.97019403229094,-1.36893224455221,1.03906999299919,-1.56128915713294,-1.39755927430201,-1.16251893254486,-1.4727951423858,-1.29825958522163,-1.74736547278726,-1.40426442934152,-0.917455242176055,-1.1402440554412,-1.07001758317678,-2.04277187978518,-1.4143401429013,-1.16917449536854,-1.44950390211444,-0.864937408344834,-1.09487260860996,-2.12780813275154,-2.03797699754456,-1.43868142964675,-0.847993857714629,-1.15678366281365,-1.35825458048525,-0.868162376575815,-0.828884822647166,-0.792077972935559,-0.274141998236047,-0.861821281106379,-1.72090495035133,-0.950465405705363,-0.957684656813062,-1.18782657848922,-0.890859395433615,-1.59263224487263,-1.85966994079135,-0.622516240235282,-1.04822064664729,-1.45602411684078,-0.355469485120134,-1.30876243555772,-1.26531839974165,-1.58601919079839,-1.19321154478363,-1.10202306928815,-1.38074162990056,-1.47368771676833,-1.27030147822537,-1.19947320029117,-1.35794304632787,-1.90470615387873,-1.15616291042511,-2.3829760646959,-1.4422517093206,0.227942436661666,-1.75634738597231,-1.67782345645162,-1.17208885611801,-1.84125022753294,-2.00773756313415,-1.98878573266987,1.26449029165739,-2.02510320594249,-2.03250554311245
"YPSTB_Mig_2..GE....TPM",-2.01836969001647,-1.1876550147596,1.24830643108467,-1.35695075053268,-1.0755438092673,-1.14135115478465,-1.49021877479026,-1.46774754135305,-1.68588812958075,-1.3309353984961,-1.00296139291252,-1.12510068667561,-1.46426802637659,-2.09483782981603,-1.35448739293951,-1.15685820748839,-1.14394680997205,-0.684274667974837,-1.05982914091576,-1.36001049420774,-2.02526103669304,-1.31468537235851,-0.99307648517116,-1.09848404122834,-1.36531746229334,-0.98683984691395,-0.80980683973636,-0.703124573623295,-0.661004860403992,-0.780577364310489,-1.52569994002515,-1.07252668139077,-0.736280177441958,-0.558087187773053,-1.13605783588272,-1.45863014424728,-1.97519230804242,-0.391269597178091,-1.43047283659443,-1.02365061204876,-1.49348276904819,-0.83963262926624,-1.35341753778757,-1.51389638983563,-1.38065131081001,-0.954062333793673,-1.48189091950582,-1.46656998559389,-1.29875611549951,-1.12141750782979,-1.36034274745966,-1.51603744886894,-1.08110481420885,-2.11425074388944,-1.45697233904265,1.36375849975077,-1.89906791810863,-1.59631506652305,-1.24129199029596,-1.78363759592277,-2.02548168076018,-1.88840115065612,1.67436228975481,-1.66550301443944,-2.11535078100937
"YPSTB_Mig_3..GE....TPM",-2.12817945678852,-1.3797800541967,1.01074834739129,-1.67065181652374,-1.34938507362364,-1.28069043834511,-1.64415370373787,-1.12855595026832,-1.62960686689821,-1.47199092884442,-0.735363519633938,-1.206144983784,-1.63529970623533,-2.19816121750338,-1.01923992060608,-1.1980260887605,-1.13830067361147,-0.597595553152241,-1.02630656923332,-2.00317974290281,-2.08993111972737,-1.39776514172177,-1.27758532542647,-1.11472664208261,-1.53828847967499,-0.769628772355111,-0.540786739752109,-0.87865237887543,-0.612718094396016,-0.644202254701136,-1.64326207011517,-0.925797207413264,-0.710768822916209,-1.55674291324861,-1.27002509418542,-1.45840359105439,-2.19024726519607,-0.820235748757494,-1.46437836258504,-1.56121741903997,-1.28170585792871,-1.08672694281628,-1.16541562055132,-0.993109188974889,-1.14592217540914,-0.57534324006401,-1.69473967815084,-1.51481132121394,-1.2927955515296,-1.16836997581551,-1.39707508413799,-1.43851323057442,-1.35331714736094,-2.29613457333635,-1.52479411568487,0.580430308516325,-2.153824624848,-1.60575967353896,-1.66164644147113,-1.73528665273988,-2.16125675189354,-2.08598417013138,1.65574349196163,-2.05052504535497,-2.06272900939665
"YPSTB_Nd_1..GE....TPM",-0.8085031796669,-0.935096095636986,-0.28378286066654,-0.904967562747316,0.553456648422954,0.00142563719497594,1.04301112528549,-0.580441046101546,-0.353887640060781,-0.209884865209041,-0.496587064115172,0.279213934126957,-1.10907322115887,0.181826827263676,-0.317876932639707,0.21753246641022,-0.445684949754284,0.174530145946711,-0.344850460755736,0.0272536766779946,-0.650075288370137,0.249194157139159,0.594679593459617,0.168657139514334,0.450237548664138,0.648359379623942,0.463688933662202,0.462023071317883,0.270967613803727,-0.074085093210738,-0.730045535642156,-0.19124911736157,-0.719266674658875,-0.650265883537249,-0.497712723541581,-0.0261716066854976,0.0548250560853084,0.323238057210876,0.123021193491647,-1.81981043754184,1.26375145600168,0.894838111228445,-0.320157637764892,-0.652917974410721,-0.275465045991317,-0.435491598022853,0.571385341309778,0.0911189900996168,0.255142131557308,0.433068238697284,0.0524518522732719,0.824023892316049,-0.450141500552454,0.28244376996754,-0.168648964249075,-0.519656202114477,0.839934396669219,0.112932177808883,-0.710549623166292,-0.766876605676094,-0.94722913973128,0.140371814606814,-0.174311085980065,1.1201399305163,-0.0517453471645856
"YPSTB_Nd_2..GE....TPM",-0.772488925607502,-0.92889374529979,-0.551906425100661,-1.05165904560371,0.226420187997365,-0.0461914989059469,1.07790890997833,-0.3095825942235,-0.205529729074774,-0.20442208237007,-0.0547964077948709,0.0676452083385945,-1.15224061580077,0.196586188810078,-0.536772169723972,0.0823476861419712,-0.405200640077853,0.670001755219433,-0.175442483220645,0.715504010878736,-0.559192105257455,0.73295761267863,1.3146182610376,0.272856827043456,0.264818945804725,0.544905795357906,-0.0536673230838011,0.386679448140337,-0.0646526564127117,0.154512981939389,-0.562442230051739,-0.19234680083223,-0.744088181352282,-0.735226321528044,-0.362210064011219,-0.455322390818386,-0.629284470097271,0.190469223753343,-0.475676311690076,-2.11339285815912,-0.252480272727597,1.20926370232181,-0.563026990827191,-0.934707265116833,-0.567947243197114,-0.412713462183757,0.493136103420271,0.22944771351392,0.541384861972273,0.444889401639113,0.18173521333501,0.620527914263065,-0.426424568308801,0.367216282203007,0.173142664059224,-0.931753599460356,0.312700372112785,-0.00433236508113232,-1.38034895376334,-0.720032674468777,-0.862371629355104,-0.227253266849077,-0.781355910812303,1.52169657211218,-0.445833873646308
"YPSTB_Nd_3..GE....TPM",-0.295623369158165,-0.773241641854515,0.349096470069923,-0.538121494893914,1.26904398293858,1.01324606525952,1.82416061728012,0.203790729261961,0.0553622574951728,-0.118438088676858,-0.0332394655418956,0.829351021418922,-0.861617119429978,0.613187961412616,-0.197286552815805,0.815588158938625,-0.803583057760018,1.08389224372259,0.224176344678729,0.80351930913197,-0.1619309192878,0.671245783582009,1.53794604718331,0.777540105433722,0.423855240930739,0.860811191131969,1.11255017145251,0.705045875523097,0.383166308377602,0.0157888187357229,0.524529264873354,0.197988253565286,-0.689243755225621,-0.44556236301942,0.149469677811911,-0.0213060568695545,1.93456798204434,1.74186128443025,1.05509875835761,-1.5077090769073,0.978430936654604,1.98511979913997,-0.36899160209957,-0.583680467997316,-0.323877399653993,-0.106968625915372,0.957206159391141,0.483892128671195,0.629800324890043,0.718919136091003,0.0405939697444007,0.926133356079893,0.0517041880411989,0.240768452159941,0.501394039673057,-0.805850282962025,1.25878329714628,0.864408141520449,-0.909932329409791,-1.0427331481934,-0.292297791425142,0.32407504903106,-0.589691421000123,1.55381907743929,0.115473993080549
"YPSTB_Ns_1..GE....TPM",0.449868474804906,0.0957403034220421,1.04516344126554,-0.18223376520718,-0.854180336089075,-0.503638447553017,0.141445415487437,-1.07675993845871,0.0835326908519045,0.446126460751183,-0.101350891357071,0.0921047430468239,-0.629562042447495,-0.116926018089408,-0.424538810680077,-0.579367547541066,0.514811407165196,-0.510583809286093,-0.731340758920616,-1.2502444124796,-0.239777460976585,-0.484991755637161,-0.254961490791067,-0.781538552784946,-0.572003784721317,-0.814870366052324,-0.761834245534447,-0.973318253282317,-0.755478660446686,-0.963059361287377,-0.470924553609114,-0.729874230862027,-0.78776623745012,-0.68928470820096,-0.23477728256975,-0.585822885994851,-0.432106691336406,-1.25059287683816,-0.268839252825474,0.432027909495963,-1.19243529964904,-0.427188480865235,-0.549785606528549,-0.726948953764601,-0.0823393938418448,0.379555701178672,-0.410028060848389,-0.347308664509384,-0.552975944658701,-0.412511305959554,-0.389029747137975,0.492798382895539,-0.496509425131814,-0.306242522187143,-0.040961201016871,-1.05146530702023,-0.315948957870863,-0.332106725412085,-0.54754118821501,0.520081170724827,-0.0621128596683015,0.181763424134655,-1.02767111485794,-0.551987509362286,-0.791640645353155
"YPSTB_Ns_2..GE....TPM",0.361170545223235,-0.0021874811662362,1.29158992106905,0.046136258935588,-0.364669472193485,-0.348900993100283,0.237272223150314,-1.05050478424055,-0.0217145010193562,0.492527742985699,0.00788541366139385,0.219706008240817,-0.148597626055564,0.15710152380998,-0.209438316034071,-0.572229776934979,-0.393101807810951,-0.469486040698854,-0.6058077914168,-1.23752730583151,0.267769200439675,-0.510518516280951,-0.349696902139969,-0.64720605734434,-0.241538758350259,-0.557023624972787,-0.713824497813186,-0.871945247840683,-0.724355776310878,-0.809300411498218,0.0126098624898417,-0.132243525426549,-0.538431258261194,-0.383587156720441,-0.638628984513557,-0.0224636847531835,0.227326287501055,-0.496461367889236,-0.102652969605142,0.349443380993936,-0.195221847528846,-0.115654356396206,-0.344775556743297,-0.736583773988257,0.162429680466593,0.914146506933306,-0.13794631307682,-0.220425137487396,-0.446293474459848,-0.256472419142199,-0.192049137393587,0.93616016857776,-0.288309448088922,0.00476505363838273,0.0624656634944088,-0.139771765409059,-0.000559620473280797,0.349121416872956,0.557622054298254,0.48354835411874,0.017629663213373,0.106871433454664,-0.999606435370702,-0.630510706501273,-0.507823256796585
"YPSTB_Ns_3..GE....TPM",0.212054155466596,0.0443847252430262,1.12663521847986,-0.228933082162684,-0.835916663061764,-0.359660569257734,0.152748225988938,-1.01053894880523,0.609648268840243,0.711540976605833,0.181756676377179,0.0366601174129776,-0.361806641693448,0.210935734964954,-0.0551677939425234,-0.556559767380731,1.53563389851732,-0.46795467054554,-0.617171692223185,-1.27266869187685,-0.0900381349090423,-0.375295495290913,-0.339130573134443,-0.467288882215828,-0.245767116801041,-0.643047956055374,-0.822002000898274,-0.681319721053468,-0.431142322975744,-0.754977227847035,-0.13294020535076,-0.114606414755928,-0.464494180416965,-0.489761946938559,-0.529807167977877,0.00610932438588309,-0.133222220820169,-0.646223814649161,-0.0260714310112092,0.251606038473018,-0.344222637969082,0.339992220182874,0.0702471265338196,-0.361939597893449,0.108264313121124,0.311191905921733,-0.188354089664096,-0.197165299164256,-0.381070280636619,-0.1458000974319,0.12919034278963,1.29286984687295,-0.436096970542117,0.301037558408066,-0.0418391899857752,-0.467315035749453,-0.158315300200055,0.528561450902707,0.790569796872329,1.05375245243777,-0.165247192717169,-0.0679365321568617,-1.19411308222861,-0.614466054979792,-0.99952331671697
"YPSTB_Oss_1..GE....TPM",-0.785547915095604,-0.0562095661505944,-0.738793104900296,-0.220238188040414,-0.243202835768802,-0.517274666556094,-1.14829093874428,-0.456293857873602,0.862011926847022,0.676144245177193,0.401000699639399,-1.0836624936562,-0.91170503994767,-1.1275045636775,-0.567627028610322,-0.724260026123211,-0.454398494789639,-0.615952330060873,0.0332064894183501,-0.0811946496421837,0.169010193843336,-0.597151714983684,-0.963735461961024,-0.588276680431096,-0.942917908444592,-0.692639379064268,-0.852462412672143,-0.805912889178195,-0.751983619291843,-0.374922953443799,-0.45976859752539,-1.39939465976954,-1.05169026236489,0.0830491989614411,0.370041879747503,-0.510908101065683,-0.801946775607293,-0.817388556808222,-0.480700976572076,-0.427563334640643,-0.601110978698939,-0.498851866784865,-0.450290292500712,-0.499887757921133,0.369799198070629,-0.0829815525695623,-0.492137181489032,-0.493542857943397,-0.425576146206664,-0.632423498537898,-0.415034745288995,-1.24707258807962,-0.676098241875599,-0.603797485946122,-0.327084060126994,0.891910048743785,-0.658175487715925,-1.13638576041439,-0.904549827196269,-0.389942298327617,-0.863900617069646,-1.02971928009642,-0.543875132250013,-0.00748343484550829,-0.305591946838337
