"","YPK_0004","YPK_0023","YPK_0030","YPK_0219","YPK_0230","YPK_0472","YPK_0662","YPK_0665","YPK_0834","YPK_0835","YPK_0838","YPK_1074","YPK_1081","YPK_1187","YPK_1293","YPK_1295","YPK_1296","YPK_1325","YPK_1532","YPK_1545","YPK_1561","YPK_1562","YPK_1563","YPK_1564","YPK_1565","YPK_1567","YPK_1568","YPK_1570","YPK_1571","YPK_1572","YPK_1708","YPK_1709","YPK_1711","YPK_1719","YPK_1862","YPK_2091","YPK_2154","YPK_2550","YPK_2641","YPK_2681","YPK_2793","YPK_3023","YPK_3157","YPK_3158","YPK_3190","YPK_3191","YPK_3241","YPK_3242","YPK_3243","YPK_3244","YPK_3245","YPK_3278","YPK_3373","YPK_3470","YPK_3489","YPK_3510","YPK_3571","YPK_3673","YPK_3689","YPK_3795","YPK_3796","YPK_3862","YPK_3986","YPK_4037","YPK_4038"
"YPSTB_As_1..GE....TPM",-0.407561373745429,-0.171234719173399,-0.436645003191842,0.579106961978077,0.0584817458952033,-0.709453718716737,-0.312362403989126,-0.0489393226002368,0.146747557605545,-0.616821544398281,-0.5835801677904,-0.776971776164507,0.793227879167108,-0.0375533393673058,-0.226093558037999,-0.400267832182543,-0.372144985189481,-0.797531485080252,0.0258140312625576,0.110616436372036,0.457688673903947,-0.0454709993911776,-0.550358070909388,-0.480830292455475,-0.650153240993193,-0.377831422657206,-0.582583439420622,-0.40983925458706,-0.421147861562571,-0.496522242855582,0.51398585662433,0.236664957395557,-0.5630037153162,0.373688294288407,1.12673038375982,-0.43918968315052,0.0270537776153508,-0.263472504991366,0.577162223589604,0.307537050667314,-0.138633634968732,-0.0891459293018941,-0.485336417890448,0.101384504230261,0.00647433815565995,-0.0344370838625097,0.275348306077472,0.0474961646608737,0.0743160447145067,-0.129706780655438,0.399690770725048,0.0552337998609301,-0.241575342801564,0.468181086940072,-0.27002964742215,0.734429979179774,-0.158989640739749,-0.38052470195917,-0.497381407725896,-0.485208536996695,-0.0817383905177008,0.579764840816148,1.62281068412008,0.448335606511956,-0.00716688327108142
"YPSTB_As_2..GE....TPM",-0.557019698498344,-0.294449541681594,-1.00693015872565,0.156748582934217,-0.378343550489029,-0.626618581510963,-0.55264649440276,0.0184353426833419,-0.0477806738727874,-0.437464822889411,-0.797876950074801,-0.43049696155719,0.570126276217647,-0.0374134894084714,-0.204876329067721,-0.431837010063421,-0.408371641159962,-0.746552028063885,-0.124006177698128,0.0176412270072906,0.398232276466597,-0.354102818602952,-0.875062738767453,-0.402571926972138,-0.507548653037163,-0.31748856389364,-0.629493384132149,-0.473482065121715,-0.649484372421556,-0.510618332590005,-0.287545677956943,0.0237411781936277,-0.490974687317534,-0.467428363407204,0.733001495578246,-0.221411173679476,-0.258211637453763,-0.137520868627694,-0.216911202505421,0.00249859858929808,-0.423529422223075,-0.201676785363172,-0.367375476097215,0.423697707510273,-0.145231691386848,0.0619670525956904,0.0150325905645605,0.00937208081954571,-0.0904354600001762,-0.267586267921017,0.453226100938412,-0.0605612595627392,-0.260535901513599,0.0206535967088883,-0.245181261461202,-0.0334618238490284,-0.209878368436105,-0.206735521036894,0.0468924492876002,-0.628972558020953,0.0108410579359316,0.14854967759041,0.88429295845161,-0.144801102883119,-0.139873205474834
"YPSTB_As_3..GE....TPM",-0.580997089671824,-0.300159126693748,-0.809448797415468,0.612742843167271,-0.216848330854533,-0.573108646243037,0.205816198475245,0.0815598788211463,0.737369446555367,-0.22337149143886,-0.569823437455445,-0.48441321107177,0.862389132037249,-0.3023668911004,-0.444132346986152,-0.130142931466317,-0.511901659773847,-0.793903475087039,0.00143806098735775,0.185462213174648,0.638233198135421,-0.0635179128674508,-0.672519019933426,-0.454513911012147,-0.415931600448902,-0.39576413131016,-0.813103813962102,-0.313787412562426,-0.598444612778158,-0.381715908579733,0.244528180268609,-0.0197742969208624,-0.544452708653135,-0.284072723618034,0.626713498348172,0.128184280650054,0.81457213507771,-0.166751209374185,0.213723644917457,0.29283247255112,-0.252923596108072,-0.0289349396764932,-0.143861930890924,0.620568659762801,-0.000982089948814236,-0.073304372106949,0.329650235909225,0.0278362691010793,0.179424349453497,-0.163462382664204,0.509091699431598,1.14740463049126,-0.272384985218905,0.942648694408503,-0.199413703125651,1.30573011037233,0.177892269475848,0.155802028053383,0.373955644795617,-0.662325710850761,-0.160399629433169,0.30693694059168,1.52010165556834,0.911004890995525,-0.183650044130724
"YPSTB_Bs_1..GE....TPM",0.523021479808884,0.781648067863801,-0.221513525011693,0.359698132062773,-0.0469406649619477,0.184745702512841,0.88446486826878,0.294790711325537,1.35612162671222,0.209292910951104,0.0247675791861933,-0.276828236045183,0.585488422861013,-0.325485565689916,0.0275510913385205,-0.116449733276065,-0.153060021088665,1.69340398478129,-0.0200823207172878,0.172064989417107,1.32424491072886,1.48692472023004,1.0078344596365,1.27183522063766,1.0908251397632,0.990289444559674,0.760095524600285,0.81270546292707,0.769857407118447,1.15965955515186,1.25854307050338,-0.103581578586978,-0.310428857900171,1.29903357625699,-0.0054958754120379,-0.194124987942461,-0.330813303476242,-0.362685809856772,0.728734449947428,-0.396012597588419,-0.280120938765316,0.750051417099455,0.615264037037063,0.164669575555556,0.0362511620062635,-0.205388265349132,0.210296717377481,0.440250391583422,0.57541012915811,0.335557251331883,0.479213413749971,0.786219385087816,0.183021713864668,0.73950375868538,0.151432863185111,0.17990035629918,-0.00454424403625361,-0.0823664104713635,0.0234933051741763,-0.27009866732116,-0.387816179448771,0.781488208856305,0.378333538540644,1.29277372352053,1.86954077545515
"YPSTB_Bs_2..GE....TPM",0.5333136197324,0.673603892704643,0.0733076517568175,0.889175348951676,0.919505618510246,0.206258918145117,0.678185632010693,0.0326814700091788,0.932895668844924,0.477665164776132,0.404118790223225,-0.516205607930032,0.676556311382245,-0.245065747274927,0.296647343309051,-0.106706846451999,-0.408480319791007,1.34311235062795,0.472452137626877,0.782590002557107,1.29257606621911,1.39812985323645,0.98190735892181,1.09524838303062,0.775772497786128,0.333454189329319,1.00880986139163,0.81762693695753,0.574497896385115,0.837367775570765,0.385769420203808,-0.369739451287238,-0.0983001372706582,0.820230764996056,-0.251754076573401,0.0324472283855621,-0.724480283037842,0.0907115074349305,1.10839465397449,-0.532947340794136,1.03788704421895,1.75285437519811,0.828467848560177,0.961338253909902,0.11342747758305,-0.231646863310359,0.181596914306382,0.325931114119707,0.654002757294263,0.299885240782924,0.550940902914746,0.989250125630194,0.223067464654273,0.528597861841082,0.106554558438295,-0.127336324579118,0.315398463025746,0.247246820782274,-0.239172599528272,-0.332109207968907,-0.406427284100387,0.581260718074649,0.743722786797546,1.12201325097465,1.08236722297767
"YPSTB_Bs_3..GE....TPM",0.511998688641029,0.56789425026392,-0.250170692385195,0.667367952187707,0.398021069767027,0.285117676546001,0.71743230253642,0.0895150676659204,1.15968777653464,0.476339805864612,0.373221342882452,-0.355899688175871,0.374088061904804,-0.342112277612344,0.155877739311364,-0.0735455742820119,-0.287073246496481,1.59850052914857,0.215161979674043,0.771493748113341,1.49006429495663,1.31493070754751,0.93206199449327,1.07002511036382,0.924055628161947,0.525029660913149,0.961395862145912,0.947344184386408,0.521767324875203,0.969699061634936,1.02649090864312,-0.0499056354883262,-0.216648637535368,1.46272304673116,0.457822716859858,-0.0398614038922186,-0.371999471728515,0.236456679353266,0.572744340227888,-0.416863795492475,0.708564765212477,1.23854174029654,0.823531365680475,0.72254197394943,0.18032463328248,-0.151029555272178,0.227283267149193,0.423909598403655,0.558463152013538,0.14961132748139,0.582049284130106,0.72554418694391,0.209815028196106,0.521210199442519,0.172489860682067,-0.096624530793676,0.263076035198617,0.144821794685464,-0.67728936773975,-0.377897577158121,-0.420420979123515,0.782842364918246,0.626285256403611,1.04242628321976,1.22712636718005
"YPSTB_Ctrl_1..GE....TPM",-0.307252131481032,-0.404205666784806,0.518159155928848,-0.106727560302375,-0.944986602224813,-0.75320020180058,-0.146459960763228,-0.850653738968511,-0.330204727619478,-0.79733490110358,-0.737347696913676,-0.560218365364021,0.408004234012164,-0.141673367150198,-0.416420055983657,-0.314853040403401,-0.617143190826429,0.0113330548541044,-0.327821639172515,-0.495057030126068,0.230486783249268,-0.550263175548123,-0.715123479678785,-0.540034069426081,-0.435214519618043,-0.7629938453692,-0.339978160177456,-0.339356064393939,-0.37689208885156,-0.103866509970004,-0.447248738482508,-0.462874895665772,-0.453414135713368,0.0306911956620923,-0.361652384934792,-0.285903445822802,0.558299541243762,-0.632802068695155,0.0609739817552244,0.0389538727306815,-0.320460034080955,-0.906659820888183,-0.575185946344107,-0.2877337513375,0.404799967321162,0.503898130175183,0.315767879788441,-0.0606594831424618,-0.229014313076652,-0.284660067398942,0.301649576501007,-0.209900827404191,-0.32438601869134,0.142297872591599,-0.69327656914406,-0.376254893999578,-0.383680561493113,-0.666663759536135,-0.494841145674013,-0.448386090394518,-0.112399436552512,-0.0353665540803586,0.270043073020788,0.0153846443236161,-0.136472129193658
"YPSTB_Ctrl_2..GE....TPM",-0.0428403859899678,-0.318637647139547,0.458153847271488,-0.511880802123164,-1.03651205292049,-0.703958288815171,-0.223797897831785,-0.908534483554068,-0.785789477017217,-0.936026048149294,-0.732700887056919,-0.484815022737451,0.176328879851752,-0.451560222079185,-0.812220187894102,-0.146623863245154,-0.127255014196844,0.0181801145537953,0.0123659047189421,-0.194029240310338,-0.483654444446186,-0.511474005488628,-0.490259106588954,-0.241570331809948,-0.557345116966444,-0.743690054460327,-0.202725772533217,-0.282731147817396,-0.281889415138092,-0.461075757179417,-0.184912359815054,-0.0723340616979818,-0.630666142989514,-0.696286704944539,-0.676850937455114,-0.918965178286205,-0.0996827092915479,-0.762464506418252,-0.200493496736977,-0.434903365062179,-0.213198635734945,-0.575120923195562,-0.705256007788967,-0.125233539622097,0.0501549686683199,0.119845175335294,-0.0704374071425255,-0.213790879149215,-0.242688526272887,-0.231698927619031,0.292032946980509,-0.618740751568418,-0.367148684383703,0.57433448615599,-0.619906720660313,-0.792182321150912,-0.227941721461286,-1.00118884205157,-0.784432303819865,-0.216263101589685,0.0132167409675881,-0.624962951427144,0.233163043788265,-0.258179544114979,-0.320188683788752
"YPSTB_Ctrl_3..GE....TPM",-0.390188610319838,-0.614484178360382,0.988835863569593,-0.276786074795282,-0.669580821800429,-0.643541497986024,-0.257742895503052,-0.725063443355784,-0.521107758341754,-0.702926324867179,-0.854859449099088,-0.605881100513837,0.343418895173565,-0.372704599514979,-0.811174371646837,-0.409992893167839,-0.256783241388086,-0.0356153315139423,-0.38384282416391,0.0820667162168863,-0.549670064379718,-0.573380232725286,-0.678350504761781,-0.509915333130753,-0.683595181771894,-0.984965662981903,-0.701000699403706,-0.749216046041979,-0.740826059541179,-0.344319903229906,-0.573709396296842,-0.657983591847968,-0.17936151467797,0.137356355876142,-0.208216903751326,-1.0129206300975,0.184376101698334,-0.626127375018819,-0.596326137458482,-0.140541473412699,-0.441517176332735,-0.476542061355156,-1.01627872365807,-0.117188429879351,-0.13025423537265,-0.290921248481781,0.0907675625944906,-0.396705450748955,-0.353835187627568,-0.403354047341877,0.291217062459684,0.0902869818713227,-0.460105674571388,0.388781973752728,-0.723439224771103,-0.364157893130341,-0.723423724100054,-1.0792478805327,-1.01578318766582,-0.146357672430654,-0.0847230643289785,-0.65519495680609,0.319664378299025,-0.514129979889693,-0.109083582006904
"YPSTB_Li_1..GE....TPM",0.595431591584711,-0.0765788278849289,0.805420700277212,-0.12513050764437,-0.84551846659352,0.849691944617436,-1.14061621516998,-0.346962686190608,-0.639286448915059,-0.649175129926832,-0.468146646897979,-0.171133712903322,0.267646226014598,-0.588875867072037,0.423130610629723,-0.625256432776864,-0.241597038214168,-0.839148507674113,-0.615537780965282,0.220560646978676,-0.114592336721348,-0.725916244820167,-0.697338361445592,-0.482217821434632,-0.560553641187053,-0.267807633114816,-0.254776200082189,-0.235066678492517,-0.331457716708672,-0.0380367455466963,-0.326937854923328,0.115363204548121,0.75708519859301,-0.751817061934084,-1.26699913595959,1.01099325297682,-0.298136224923616,0.39064784524468,-0.753700279957639,-0.347004092231003,-0.98276870826613,-0.203323171853112,-0.55431345779184,-0.617439233144739,-0.67500474546485,-0.633224304304798,-0.940914711969113,-0.910423740306624,-0.807880444743847,-0.680450621455543,-0.876855326690809,-0.0584488829066594,-0.208513498163703,-0.482326860590427,-0.718897485119716,0.699228607026493,-0.152995367402407,0.00560379514183242,0.253111197195488,-0.212699537020157,0.0195790144713249,-0.479566553348306,0.0151121099023829,-0.204165476951619,0.456798619087941
