"","OG1RF_RS00430","OG1RF_RS00520","OG1RF_RS00670","OG1RF_RS00675","OG1RF_RS00680","OG1RF_RS00935","OG1RF_RS01375","OG1RF_RS01380","OG1RF_RS01465","OG1RF_RS01470","OG1RF_RS13290","OG1RF_RS01800","OG1RF_RS01890","OG1RF_RS02115","OG1RF_RS02165","OG1RF_RS02205","OG1RF_RS02250","OG1RF_RS02365","OG1RF_RS02545","OG1RF_RS02550","OG1RF_RS02565","OG1RF_RS02630","OG1RF_RS02665","OG1RF_RS02840","OG1RF_RS03120","OG1RF_RS03165","OG1RF_RS03170","OG1RF_RS03175","OG1RF_RS03185","OG1RF_RS03190","OG1RF_RS03355","OG1RF_RS03385","OG1RF_RS13365","OG1RF_RS03955","OG1RF_RS04025","OG1RF_RS04500","OG1RF_RS04505","OG1RF_RS04605","OG1RF_RS04655","OG1RF_RS04780","OG1RF_RS04790","OG1RF_RS04900","OG1RF_RS04905","OG1RF_RS05105","OG1RF_RS05125","OG1RF_RS05610","OG1RF_RS05690","OG1RF_RS05855","OG1RF_RS05880","OG1RF_RS05885","OG1RF_RS05925","OG1RF_RS05930","OG1RF_RS05935","OG1RF_RS06020","OG1RF_RS06070","OG1RF_RS06240","OG1RF_RS06245","OG1RF_RS06520","OG1RF_RS06705","OG1RF_RS06730","OG1RF_RS06740","OG1RF_RS06790","OG1RF_RS07010","OG1RF_RS07125","OG1RF_RS07130","OG1RF_RS07180","OG1RF_RS07185","OG1RF_RS07210","OG1RF_RS07395","OG1RF_RS07490","OG1RF_RS07555","OG1RF_RS07910","OG1RF_RS07915","OG1RF_RS07920","OG1RF_RS08180","OG1RF_RS08185","OG1RF_RS08220","OG1RF_RS08320","OG1RF_RS08330","OG1RF_RS08335","OG1RF_RS08415","OG1RF_RS08705","OG1RF_RS08760","OG1RF_RS08925","OG1RF_RS08930","OG1RF_RS08935","OG1RF_RS08980","OG1RF_RS09370","OG1RF_RS09535","OG1RF_RS09540","OG1RF_RS09760","OG1RF_RS09765","OG1RF_RS09805","OG1RF_RS10195","OG1RF_RS10365","OG1RF_RS10470","OG1RF_RS10600","OG1RF_RS10605","OG1RF_RS10615","OG1RF_RS10765","OG1RF_RS10770","OG1RF_RS10780","OG1RF_RS10865","OG1RF_RS11090","OG1RF_RS11305","OG1RF_RS11310","OG1RF_RS11330","OG1RF_RS11370","OG1RF_RS11400","OG1RF_RS11465","OG1RF_RS11600","OG1RF_RS11630","OG1RF_RS11655","OG1RF_RS11800","OG1RF_RS12430","OG1RF_RS12465","OG1RF_RS12470","OG1RF_RS12500","OG1RF_RS12585","OG1RF_RS12600","OG1RF_RS12675","OG1RF_RS12820","OG1RF_RS12845","OG1RF_RS13180"
"ENTFA_Li_2 (GE) - TPM",-0.0535502073669264,0.734152260357955,1.16748578610069,0.641821681326975,0.804778606734809,-0.21550295316302,-0.584562525287097,-0.559938313717815,0.42115892184187,0.818609938189044,-0.479118360241045,1.2198902982176,0.477488137771914,1.44134797279048,0.560841375678883,0.0250032123185644,-0.983359946796053,-0.940044437276318,-0.117729781955603,0.86140946992917,-0.476345613300542,-0.531297715923489,0.831230305197868,0.167282124795958,-0.708941705769805,-0.400349193151425,-0.607605056664392,-1.12976230596487,-0.737248350795268,-0.784684224439894,0.651665876866459,-0.0825504688281484,0.315742719344314,0.284125601605112,1.17935491153997,-0.672003263654264,-0.73356034829187,-1.20769353289236,-0.778212057189485,0.0752812849365525,1.59343704434371,-0.752742786513528,-0.615880462939118,-1.09138230926413,0.375318402702639,-0.750035713024459,-0.4294398442121,0.299918514419932,0.79755479786825,0.0494997144266493,0.895757280647105,-0.0242567494395913,0.545051214665395,0.0739703487478267,0.328611399992909,1.10903968475396,0.161418155565866,-0.774343553872293,-0.423459422176694,0.76137221663996,1.43359939724213,0.041207646089878,0.0923157652666843,-0.268099696760055,-0.386934066562172,-0.198281516539133,-0.421035868603633,-0.463710770293006,0.921432735883709,-0.0461488040201698,0.778052247598134,0.219272471637658,0.268872201312724,0.747807210843206,0.234653786189655,-0.695390148994518,0.332473221868365,-0.15053891539676,0.242489632903168,0.471442766212769,-0.158368908518474,-0.443379774140403,-0.972854594655469,1.02269284006203,0.291860340003165,-0.0200675506047696,0.854965602887731,-0.120321574970008,1.29766543888922,0.619255036983211,1.45927339456567,0.276325358654505,0.378674386596599,-0.891769538391602,0.361316184815528,-0.564261743893794,-0.532241768027208,-0.479845320048338,1.31563325063636,0.688333702559382,0.444857787366783,1.6539917105602,0.631307288694251,0.544321744641484,0.23049908046592,0.53935734132912,-0.432527832462616,-0.342125931548214,-0.897813158714328,0.625841552893522,-0.279761985355797,0.031044527497437,-0.0652176301707081,-0.364054169187443,-0.867598824182606,-0.48200575087957,-0.285602179524787,0.669963434270913,0.644431326014362,0.0298715386111061,1.03649923028928,0.272032722404769,-0.624329721933558,-0.62550949955549
"ENTFA_Li_3 (GE) - TPM",-0.388394186683169,0.330465958245887,0.708506657515749,0.27775619568603,0.162822735055101,-0.0838294684658593,-0.654452430385895,-0.293747301596917,0.932146766664898,0.453035045737239,-0.28257180475601,0.608941945220708,0.110508959348332,0.865149565942438,0.556981312397461,-0.0874210651308328,-0.854832322483964,-0.662713174807029,-0.31082304989312,0.548101010465068,-0.456645034156889,-0.599345634395188,0.879940285895469,0.286103024085497,-0.754705941746312,-0.177784687272441,-0.519866825886384,-0.503577200205752,-0.403061159878067,-0.478015626379715,0.348785528545351,-0.334465266489183,0.462780502909711,0.235840391447656,1.00201683906673,-0.489373460266227,-0.427191419412035,-0.67426475427364,-0.699262997003997,0.364586917727492,1.09760686452082,-0.600974982570524,-0.623715498128538,-1.05106627020392,0.208948004403891,-0.484433164633989,0.541502262956135,-0.0508122482504463,0.109905743943811,0.0416638079646086,0.678814158165719,0.44076511877464,0.288456374106386,0.0391937422308581,0.415859124711382,1.06830602088977,1.12451168510024,-0.772631926195207,-0.415480152544509,-0.00478786207859858,1.15917344524136,-0.660115202784422,0.390384303776642,-0.311328343638634,-0.402312633106563,-0.289067689817032,-0.854333314835491,-0.387332897550092,0.617452779199506,0.379928226913997,0.848947729362534,0.346457706068774,0.239769980461152,0.581869227230813,0.00311210646138665,-0.611559910562982,-0.367353671358007,-0.199096462886855,0.244230569010212,0.471559280853729,-0.101857533172014,-0.414921171541085,-0.843332336821977,0.0458282446929599,0.0993544249794207,-0.240671921342202,-0.132673902104767,0.657915484556687,0.473271532486022,0.443538963908034,0.829521525429042,0.0987702085529909,-0.202786742591845,-0.613453638567033,-0.0120627805918894,-0.367377393737659,-0.302420843086184,0.151164155020201,1.07858979876619,0.411521017300533,0.372436246319316,0.203287198022687,0.595339880231305,-0.0850132674968053,0.158352655364587,0.302635075120341,-0.407006820256643,-0.239526625041835,-0.833402218820559,0.500785351901757,-0.579106443600048,-0.794862853736951,-0.70906406667735,-0.0926147465180162,-0.837337632249216,-0.30665706825796,-0.445524183992343,0.434698044682938,0.482123446825627,-0.16366361246554,1.27367092944456,-0.57406696300029,-0.654181010140917,-0.0339433561994102
"ENTFA_Mig_1 (GE) - TPM",0.526122362124951,0.673481388857897,0.820026709901715,0.19317449063823,-0.0969922817836394,-0.162098936024277,-0.704707917899746,-0.338821403931854,-0.537373349129328,-0.703590652286103,-0.785618622229457,-0.312517286874888,0.146475927650977,-1.39377772893157,-1.15020575605429,-0.0751349749620958,0.955799231936369,-0.261416775612896,-0.318847750505178,-0.564749207735473,0.602519663865654,0.3481916809994,-0.860010629784655,-0.474607403209752,-0.155141131021212,0.911100752346741,-0.699854451584552,-0.737350025787084,0.800104287789129,0.0851986001303741,-0.129847179776604,-0.0595692346210773,0.781852823901267,0.155657509158264,-1.21377277227091,0.777361011855895,-0.276776648709166,-0.321490375640071,0.0881004529637914,0.163638491158946,-0.874026636555727,1.13333223774823,-0.196013769345926,1.02113939094582,-0.372877328789023,0.493587277910491,1.30015041382741,0.902024821647425,-1.02682826788154,-1.00002060569051,-0.568708288518361,-0.906859959413646,-1.31924256277667,-0.0346658277307399,-0.0878815844853808,-1.24244721037338,0.21067043708576,0.925710617762579,0.178366610636691,0.128115300000647,-0.34773574257057,-1.22403909289787,-0.622209473700069,-0.691098187211636,-0.821256401563004,-0.154371468986037,-0.772092826097819,-0.0627127596233351,0.784445905164846,-0.62983613563475,-1.13855110089675,-0.506050354070117,-1.44509967236748,-0.555062374569925,-0.553919277061447,-0.775538580181704,0.697254791664535,1.3141052157824,-1.81832934400596,-1.50581368439629,-0.3708499732127,-0.640665243239114,-0.424911689870315,-0.377981566195457,-0.975201562295494,-1.01121052659886,1.17069188792065,-0.192306478121558,-0.648080585332398,-1.21415184282742,-0.904856416429673,-0.934316609971192,-0.448088509832769,0.603101218447048,0.486247939330656,0.265632309760594,-1.09728744042915,-0.494423158816962,-0.857804341243522,-1.18105318004817,-0.932066129014807,-0.609290424250874,-0.846521940275406,-0.966203118833085,-1.21960162982982,-0.73059000727256,0.500461825899362,-0.411261976435176,-0.153281873697341,0.803079568178065,-0.06350758323602,0.395265803360088,-0.319618163882266,-0.4111778395203,0.449042518352859,-0.243920758786877,0.282928613324261,-0.293749174969298,-1.2057523930026,-0.58674754591677,-0.724831748374601,-1.31941495506698,0.352273534778333,0.326878541318625
"ENTFA_Mig_2 (GE) - TPM",1.12157201097029,0.224540565261754,0.754613592993366,0.144427731598236,-0.293078359565339,0.556832759345079,-0.420810975314469,-0.0525004765290956,0.188462086848979,-0.934576262407802,-0.741506056835681,-0.187728587569393,0.0502786721841921,-1.49056816901061,-1.2680326132376,0.0137525745146833,1.11010296756101,-0.280964236850442,-0.440589972304037,-0.724678307399181,0.543334579609193,0.563023080576465,-0.68625132488597,-0.599046222076294,0.443182939984938,1.29267535254024,-1.09641495530213,-0.929008405489156,0.189323534427231,-0.174142095654533,-0.653200561000595,-0.137308468129831,-0.456844635182641,0.421086162467609,-1.50751691829996,-0.284952231862596,0.0267908609822139,-0.394601145604631,-0.783882272317058,0.0609489229269301,-1.0110474125222,0.887577715548861,-0.254785809522608,0.777386978913249,-0.538472026469231,0.247641114825559,0.115537729736278,0.0239804045059494,-1.2734387055305,-1.23576334418457,-0.597591589762474,-1.18816297359127,-1.6518066366874,-0.558797051123008,-0.40275914430875,-1.29761376057019,-0.689918047624791,0.72671056245487,0.820853409506056,0.00194313848644433,-0.291574253121659,-1.3662478439707,-0.641790718669936,-0.187937270203593,-0.768356999005759,-1.01937884846721,-0.54828115247363,-0.223882352408792,0.633271411320065,-1.18214563286485,-0.44291994190675,-1.245132496253,0.168381805579407,0.531426399272135,-0.0492190083962509,-0.420279595354948,0.781689952022897,1.33512773068357,-1.97892018458547,-1.71478313239453,-0.352212533618901,-1.26843160511274,-0.269439429992458,0.381872482725392,-1.13484478763842,-0.64023258032914,-0.0536175544631556,-0.303160609041389,-0.506500532178838,-0.825114844744544,-1.00515186464693,-1.39956691935735,-0.903355920179437,0.890872737371828,0.939122451266334,0.375357544514258,-0.847611556261439,-0.53885258223997,-0.823209920236313,-1.33228520856167,-0.973847614750749,-0.948171976908742,-0.358146203471878,-1.17261824104535,-1.35315999780595,-0.736345679715406,1.04517004274179,-0.690436956326937,-0.157567520237149,0.504891529829335,0.133844421883337,0.0115846737617111,0.0346674414048377,-0.112703653911828,0.644342813442818,-0.159699606376325,0.429598135882305,-0.0506709553904222,-1.31304016472529,-0.535255146423428,-0.837526872629252,-1.43663795316305,0.670636632591799,0.768406869104042
"ENTFA_Mig_3 (GE) - TPM",1.59449781230318,0.157804544241144,0.684952721892332,0.501852579584045,-0.0140389456266542,0.0488208849981862,-0.418736846200241,-0.591077213177301,-1.14998280275021,-1.10915696876489,-1.03315331462061,-0.237233434830637,0.166135339049556,-1.29883754406294,-1.29203451675582,-0.223106843861609,0.204615517786024,-0.29118981151066,-0.207391988614117,-0.470739706571647,0.372179764737498,0.603922883772258,-0.667099482625716,-0.514388260497469,-0.313248438618344,1.43995167003449,-0.497930696072308,-1.339316582491,0.314038804251445,0.0747323032629641,0.228755374950014,-0.372214670363294,-0.896928883779529,0.617232809502245,-1.48223066655288,0.181123539490993,-0.0703675793803294,-0.763518329820579,-0.47037426615111,0.287275977372903,-0.879151410989547,1.22698318289893,0.0336027952553579,0.855863466914756,-0.271562446833775,-0.120340626150296,-0.742181634675272,1.43581552056305,-1.21718447977265,-1.27767210217723,-0.483829267796248,-1.28660199596635,-1.59010720785512,-0.277530061702484,-0.225913350788585,-1.19414136201837,-1.40661365378154,0.992169757785442,0.577862867593894,0.199264288668808,-0.277833221749038,-1.3828371426553,-0.337024277608339,-0.53174982303863,-0.484222527998401,-0.781474279026286,-0.639881517109685,-0.195059855728686,0.700252536492666,-1.17011372664826,-0.769529577450378,-1.57782487295363,-0.39403564964861,-0.774457810698876,-0.31430691763695,-1.01881073505295,1.32645411973022,1.7986944215351,-2.10341331704126,-1.7342593762846,-0.265792014231693,-0.897222433092923,0.12309125298544,0.359948752295379,-1.05035277936776,-0.301354805682195,1.46461054333054,-0.366713343981544,-0.0532369455687914,-0.956742505768145,-1.0283233950314,-1.41729809513248,-0.538101436157738,1.52800869105756,0.418371215415133,0.650634413362741,-1.10695922600584,-0.245269132532076,-0.950312585942529,-1.31822719475673,-1.03206570990364,-1.12344739794087,-0.352960902817878,-1.17619137290731,-1.57754886361795,-0.585239953277227,0.714404644990169,-0.762880419782093,0.161541328911496,0.538797376802429,-0.682025289133778,0.525796080758365,0.233111329926546,0.747435185059054,0.546135443723369,-0.281559384764422,-0.405101417030058,0.0696619485966973,-1.24603975660846,-0.134005509564613,-0.638611477567339,-2.02582766690167,0.490780064840612,0.635056200486752
"ENTFA_Nd_1 (GE) - TPM",-0.668673625816029,-1.478874442844,-1.14747466899222,-0.106588683781975,1.30729604767827,-1.66600485987758,0.459858735421334,-0.537121114684283,-1.37302660952389,-0.531902745373118,0.455276648303776,-1.28398587435376,-1.85140280201649,-0.245623662475033,-0.823991098365221,-0.81121039806024,0.342475534240456,0.534158459056793,-0.431995743337254,-0.962928596900886,-1.03439938940376,0.423091801504184,-1.59657803768217,0.495680002238699,-1.19684186310402,0.445241268938783,0.188201984050749,-0.0484038762250857,-0.653455163359895,-0.198338497824246,0.0293736256356333,-0.475678247323028,-1.0666709150502,-0.52847436825862,-0.0695018377133067,-0.488824527202616,-0.378224829761623,-1.28110582044037,0.903545365370227,-1.55413474714726,-0.730843593651483,-0.363228520067783,0.422044993041922,-0.520758754474918,-0.982201303762016,1.6890763460665,-1.77172792328187,-2.03059066121609,-0.177574907239538,-0.88799154338705,-0.419750544479743,-0.320606796245408,0.423437863811146,-0.67203412060894,0.0182945109062173,-1.37686908727458,-1.6728608026655,-0.918516713602551,-1.28105162695551,-0.82602657254745,-0.901107509476722,0.887334017013489,0.382108379420785,-0.196513341369662,0.224086217267799,0.57560361380601,-0.277106465553421,-0.237282370944,-1.04367085181127,-1.52834734326875,0.78908060723596,0.153525148375287,-0.909227587208496,-0.595693626400139,-1.61388095027226,-1.61421416364935,-0.0274667740845628,-0.885852718503827,0.494827170141069,-0.281809558299898,-0.760445041938205,-0.373860617232305,1.99908037791439,-1.8223763284254,-1.46882573421536,-0.577946542037529,-1.60778675103714,-1.28303568321786,-1.82168441327785,-0.939052699466091,-1.02949012637283,0.0871262002359564,-0.264005490010404,2.12455770600144,-1.47425679869852,2.31165903932107,-1.12638484669388,-1.36772660685509,0.551009100060743,0.477900561148662,-1.11313908534917,-1.01146534477546,-1.66834200049984,-0.0898087568423132,0.702882302143663,0.436542617454393,-1.41114585676883,-0.434143876998753,-0.287823639809436,-1.06473941889843,1.48089469219907,0.887890632897374,-0.0199908712528211,-0.59742751450529,-0.0323367548743408,0.127605796230242,-1.003214263506,-1.58820537658175,0.00229050322689439,-0.884645859948824,-0.985600096567808,0.628086430486447,-0.941978049750785,1.79290198075621
"ENTFA_Nd_2 (GE) - TPM",-0.890374222972998,-1.06119694196662,-1.6604893037887,-0.765430360338387,0.894951196739779,-1.72224657811714,0.447627242598541,-0.840021683266451,-1.5301131454654,-0.419610895621036,-0.192819342432669,-1.00154988196763,-1.96628619825272,-0.679048046375561,-1.23090645881842,-0.793926058590759,0.436366028769269,0.483707927141254,-0.492954678644861,-0.963747133062357,-1.0940264998733,0.34198863375026,-1.60501508598766,0.00968651102984893,-1.22858013283089,0.318017571566635,-0.317337361541146,-0.540306551615218,-1.01461493398445,-0.433255417170684,-0.154827061452977,-0.549603587312158,-1.25992681281429,-0.772949091810959,-0.382359283615623,-0.472210217981365,-0.226096292432562,-2.2008925077402,0.23696591229897,-1.6201906475309,-1.17687099401944,-0.640578346810596,0.354165210860065,-0.464032811922541,-1.15004683285088,1.71484523230697,-1.80351105298202,-1.91370951237445,-0.706287991506269,-0.854417956717584,-1.21372561283161,-0.985283423506712,-0.426606863737963,-0.986875275478804,-0.257378871126741,-1.61991056433367,-1.75007283388561,-0.851999079326083,-1.63134038525361,-1.11585789438555,-0.968731902071738,1.26722390029792,-0.19705909178606,-0.494352712647413,0.825184397123448,-0.818143489622128,-0.352920378433042,-0.200013506625497,-1.213576456055,-1.75645988141811,0.256389948983237,-0.129460567991705,-0.592634071214452,-0.508144448755351,-1.73901912098602,-1.40802594044472,-0.214540827813882,-1.26268144705932,-0.137925458431665,-0.880448147124484,-0.81659972047329,-0.239832722724014,1.57858366806784,-2.05561844626396,-1.48818080412076,-0.825694561331404,-1.57996312667748,-0.666228981840565,-1.92885878781866,-0.9936709239418,-1.2479973251336,-0.504928099737223,-1.44733455511288,1.35358683692819,-1.6046861495213,2.96921514085364,-1.15157273172876,-1.50471687202015,-0.367982467971427,-0.0908867246451396,-1.24310436101375,-1.63190210094797,-1.79141583590116,-0.339419322259739,0.185685965647507,-0.0627137746989958,-1.54406751629364,0.0462009655172649,0.212698796586162,-1.50052475560927,0.699508280427957,0.930513646272857,-0.518145387764887,-0.700054146192929,-0.718912360433941,0.0473908939249017,-0.990810067012253,-1.70271702837344,-0.210373574511037,-1.22126246459969,-0.732317124159464,-0.456855902697322,-0.767790500486108,2.06766005877753
"ENTFA_Nd_3 (GE) - TPM",-0.504744038108849,-1.5079248313157,-1.5181830192682,-0.0632753424432032,0.765844592085474,-1.75202596694912,0.477566768580818,-0.784816959652744,-0.998320366932115,-0.747820975277074,0.00670228420077644,-1.30216211955545,-1.94324036334467,-0.584779532052117,-0.936698226288078,-0.889161045554008,0.408471310459986,0.222149386876802,-0.494820811676837,-1.07112803936641,-1.33933847204173,0.951173057717906,-1.64646899396731,0.230925417450715,-1.18917283128734,0.301065112465579,0.0961214936737463,-0.576126938767998,-1.03881043643902,-0.306330753845698,-0.0995095100081583,-0.574477296819326,-0.82749413276233,-0.821587977689553,-0.510138029776173,-0.393781587368958,0.199449571633841,-1.11307474557923,1.10549373792447,-1.54290758189503,-0.967508558241559,-0.418471742677699,0.629427527115352,-0.53725199776322,-1.0902211420965,2.01609152694545,-1.85063617933767,-1.71909873893308,0.0393178807723711,-0.971746426079918,-1.39054264676325,-0.98951596352317,-0.473896349870552,-0.811255276895416,0.317691815663563,-1.33647115530054,-1.50895688632105,-0.965024693863488,-1.60336239971568,-0.740019891290084,-0.970470195057654,0.713884777284455,-0.0833948013569329,-0.476691733647046,0.348150559006326,0.000675359454118913,-0.373243689871825,-0.156608158696562,-1.108176583762,-1.72434251850626,0.766171349659329,-1.03623646974587,-1.45097559802264,-1.14901585003919,-1.7114305053367,-1.80001675237738,0.0156125162118584,-1.07530784275524,0.501535026241745,0.146464372473073,-0.770631559967851,-0.207307099911843,2.2338042473766,-2.02342203040936,-1.57216833239275,-0.816095157223068,-1.57400872674835,-1.43252851043131,-1.86731649619136,-1.01000910781887,-1.2003765035348,-0.659374874542749,-0.472029853896109,0.832842362840384,-1.33545329934264,2.18626252660542,-1.26265321031594,-1.54124799419058,0.366330029760808,0.493504427993397,-1.13033364607914,-1.4074810453036,-1.86364986512821,-0.4513869460932,0.416714250442175,-0.294218652332621,-1.48700045078406,-0.296718438236091,-0.726826531347243,-0.936115419507348,1.84395252361722,1.22555827054107,-0.0577638193008041,-0.311671000095457,-0.397876523053909,0.174779092243763,-0.919160251878722,-1.7471418221656,-0.227580346338883,-1.13908466537822,-0.985978553236174,0.350883798682611,-0.515121878447383,1.3984236941604
"ENTFA_Ns_1 (GE) - TPM",-0.508023057960113,-0.454399985795263,-0.0423204320033383,0.0121574007678873,0.152692339844224,0.18511089875201,-0.117021067414705,-0.109859066539881,0.311216449259113,0.477939275316516,0.972059168202664,-0.234485579498423,-0.540607970568443,1.13909808553331,0.778851042916788,-0.669917786593877,-0.844615490346962,-0.842886518485499,-0.060750011752193,0.0854098767129755,-0.477959717473679,-0.56753076492687,-0.248637512987253,-0.291625548818422,0.111023935291523,-0.954833252173341,0.137445846797572,0.240797994528647,-0.837489691979344,-0.806431936785766,-0.291228387419833,-0.695606522611657,-0.071903150148845,-0.725140437411666,0.955635307849273,-0.0421405622035717,-0.308331479733173,0.297287940337901,-0.164999633490169,-0.431329799888817,0.272191473254569,-0.79184308539976,-0.176056349204516,0.196786284697277,0.281640218922722,-0.771396182364358,-0.0673028775304798,-0.541630282546795,-0.149602411539181,0.395820353991103,-0.184624464936001,-0.160400417521984,0.169943718331037,0.577176340884996,-0.576463278791854,0.368686164515763,-0.355766874077636,0.91329307323029,-0.337552441769833,-0.266395660390664,-0.403420625326139,0.96742296729291,-0.391952469591341,-0.0936243236994806,0.292059098937361,-0.0783426721741674,-0.107692193483915,-0.200112361712526,-0.0277593104189037,0.0872446372180396,1.52870751832613,-0.190541985170413,-0.257761298072265,0.0413242446281484,-0.0397018797913717,0.843178300423227,-1.29099162741185,-0.29732298305158,0.469395074668785,0.712909739694254,-0.666195148924354,0.73631518681572,-0.625708523509212,-0.104693467816385,0.904815574365598,-0.0973016183363499,-0.674790045562939,0.00733368330107505,0.286890814374535,0.355224999972656,0.685909407400214,0.352491288862319,0.094439048563508,-0.0730240517255327,0.220000062880008,0.0889273611861695,0.0629892287317534,-0.337633517590369,0.687479537931942,0.0501906541547388,-0.0045189604115059,1.98748275126477,-0.299068769257315,0.98917543345404,0.453270434862038,0.191194746277551,-0.582895592178671,-0.537454764231335,-0.0106436089667336,-0.437926592086482,-0.872140569709185,-0.460940682157739,-0.938842601483322,0.0265713136106319,-0.213343950216422,-0.029978076283822,-0.354820186269539,-0.566764377934981,1.02047448980082,0.439532503697375,0.555128690958285,1.69339388689292,-0.555816275304988,-0.103381736014312
"ENTFA_Ns_2 (GE) - TPM",-0.658510748581725,0.0813263478830419,-0.133986775513167,-0.359230884581371,-0.443799490925198,-0.306785754573792,0.142817902716304,0.507313440436375,0.527109305341727,0.161218548481083,0.139728503563049,-0.184327490788893,-0.378973439371461,0.734949313770824,0.422708472554297,-0.747254110515888,-0.511353407042481,-0.536392062861453,-0.264680435443452,-0.0412571090135571,-0.470368030668419,-0.645066643882441,0.156678956573522,-0.537048760162819,1.35744369572541,-0.861465428514139,-0.718452423767473,-0.206388851583347,1.10566203543368,0.999785340516837,-0.768796842399173,-0.979336012594273,0.161047928356354,-0.243946318982525,0.862268388173134,-0.326655217351969,-0.30489898435251,-0.120113485277883,0.281692468731659,0.0505726136441776,0.300449471897622,-0.560863654152995,-0.290884291651916,0.430997764920198,-0.269955710528743,-1.00863846864123,-0.319969451938099,-0.0523758153300579,-0.170837398814385,0.113869532820009,0.0112042454970413,0.000128214841125333,0.621414562334116,-0.440072290955172,-0.375114312936623,0.57870545536588,0.434610347314683,-0.386427803894803,-0.551607634749121,-0.6234174040941,0.0977550517034929,0.619734033056073,-0.676447445835295,0.156969802769752,-0.0245493136228523,0.139988102435643,0.284375925579372,-0.174375828679642,-0.762625032163722,-0.115677031191602,0.265085981877484,-0.0244515169100273,-0.325417787940182,-0.538552559184737,0.221833696609876,-0.214675597154942,-0.610754678238659,-0.651368115482992,0.760611027209476,0.658136362914814,0.46596041777346,0.341544586422742,1.72819883832816,-0.347709678292053,0.697375269479823,1.27580640302318,0.0291318509218799,0.718242264445701,0.226439009158244,-0.068188386101724,-0.111737335550943,-0.267553910240832,-0.176804214452444,-0.168731351505796,-0.258115526885645,0.342586816662837,-0.412561055774488,-0.645433538869144,-0.252720674705194,-0.12445048323046,-0.0452876104509984,0.383526567138596,-0.166876295791902,0.892515828968436,0.718050663078657,0.252753785002847,-0.450301791462187,-0.620247848854718,-0.179584050228549,-1.03201605795249,-0.858203126375101,-0.720887401118896,-0.680036870682514,1.1335157715062,-0.0744836471120078,-0.187425580800209,-0.925127668689198,-0.466912793747611,0.681310640146565,-0.629352045464588,1.0416334554704,0.841785932569651,0.767501121639451,-0.00927307979109872
"ENTFA_Ns_3 (GE) - TPM",-0.558783712675372,-0.652283104826129,-0.216632985270961,-0.313616191518279,-0.309806604293969,-0.256334751341503,-0.143379922315665,-0.0325370857260764,0.422297861781743,0.611125824699369,-0.0333677887823559,-0.0152549331205,-0.550906330838632,1.14440149097933,0.53960082663043,-0.654194579231198,-0.32256572524362,-0.769157098088994,-0.0629979466110666,-0.0724882215826517,-0.477634095596357,-0.617568456227649,-0.112063301238093,-0.492584812260217,-0.0334978740532785,-0.799356871794195,-0.154262679703034,0.498517082580894,-0.365625144346122,-0.366165597072929,-0.101542732659976,-0.73058599241331,-0.1788217429343,-0.495785512543232,0.801803114963519,-0.270222261959299,-0.218193974823084,-0.11517867261172,0.0188405891564548,-0.306567150392461,0.236707792466555,-0.666052345211718,-0.215635939381494,0.0850314470738111,0.127149792644952,-0.709708315133629,-0.996685812611807,-0.00283140724840416,0.137786332347707,0.520422417936505,-0.116947776348414,-0.206343866792587,0.316491020535355,0.287022954644564,-0.444315386313483,0.336670248691528,0.17929031113189,-0.186219041579891,-0.279383768717031,-0.660256386141314,-0.0516075945479996,1.272606758919,-0.229266368425354,-0.157258214614445,0.00892459194227916,1.15023041096099,0.209793873667476,-0.139806431250309,-0.272606468710788,0.145074809329481,1.03391951923967,0.224987879259529,-0.0607156580260322,-0.548205500043718,0.508289983949689,0.057709647740394,-1.08374400958909,-0.580608230135963,0.739873256443856,0.455536663303028,-0.399150940509,0.538212567308676,-0.156359062283772,-0.14012022287898,0.873598398141584,0.902671509784921,-0.0538174922707682,0.543247022374626,0.205607715280137,0.0272024771619717,0.308999871188141,0.294917510359328,0.54011009376323,0.131381204254335,-0.125261779952798,0.198947163051173,0.0503289151265739,-0.352531796147135,0.165398285489993,0.115566302686108,0.0830546276683247,1.14745605588656,-0.0372010437593722,1.4621102628063,0.623425910949867,0.537526877680663,-0.534819806953117,-0.422565426324332,0.314151700268186,-0.558112186865281,-0.352254066771147,-0.527493185461495,-0.667303568806852,0.164937957379178,-0.0130017626950545,0.0942391471850416,-0.317171141242926,-0.620909193896039,0.519964268164951,-0.00485923846415197,0.365573035181516,1.42058754739126,-0.390547421082191,-0.00767430893878769
