"","NMC_RS11460","NMC_RS11500","NMC_RS11520","NMC_RS11525","NMC_RS00820","NMC_RS11600","NMC_RS11605","NMC_RS01140","NMC_RS01200","NMC_RS11635","NMC_RS11640","NMC_RS11670","NMC_RS01520","NMC_RS11680","NMC_RS11690","NMC_RS01620","NMC_RS11720","NMC_RS11770","NMC_RS11785","NMC_RS11820","NMC_RS11825","NMC_RS02170","NMC_RS02360","NMC_RS11890","NMC_RS02530","NMC_RS11915","NMC_RS02615","NMC_RS11955","NMC_RS03025","NMC_RS12010","NMC_RS03340","NMC_RS03400","NMC_RS12040","NMC_RS12050","NMC_RS03985","NMC_RS03995","NMC_RS04000","NMC_RS04010","NMC_RS12170","NMC_RS04510","NMC_RS04520","NMC_RS04530","NMC_RS04535","NMC_RS04545","NMC_RS04570","NMC_RS04595","NMC_RS04630","NMC_RS04645","NMC_RS04680","NMC_RS04710","NMC_RS12220","NMC_RS12230","NMC_RS04790","NMC_RS04815","NMC_RS12250","NMC_RS12285","NMC_RS05110","NMC_RS05135","NMC_RS05140","NMC_RS05145","NMC_RS05215","NMC_RS05265","NMC_RS05280","NMC_RS05285","NMC_RS12330","NMC_RS05475","NMC_RS05540","NMC_RS05555","NMC_RS12350","NMC_RS05675","NMC_RS05840","NMC_RS05915","NMC_RS05925","NMC_RS12385","NMC_RS05935","NMC_RS05980","NMC_RS06305","NMC_RS06315","NMC_RS12440","NMC_RS12460","NMC_RS12465","NMC_RS06805","NMC_RS06900","NMC_RS12555","NMC_RS06980","NMC_RS12575","NMC_RS07125","NMC_RS12620","NMC_RS07350","NMC_RS07395","NMC_RS07425","NMC_RS12710","NMC_RS07635","NMC_RS12735","NMC_RS12775","NMC_RS12790","NMC_RS12795","NMC_RS08065","NMC_RS08110","NMC_RS08175","NMC_RS08200","NMC_RS08350","NMC_RS08355","NMC_RS08455","NMC_RS08780","NMC_RS08885","NMC_RS12950","NMC_RS12960","NMC_RS12995","NMC_RS13005","NMC_RS09135","NMC_RS13010","NMC_RS13055","NMC_RS09425","NMC_RS13065","NMC_RS13120","NMC_RS09980","NMC_RS13150","NMC_RS10095","NMC_RS13240","NMC_RS13245","NMC_RS10790","NMC_RS13360","NMC_RS13370","NMC_RS11190","NMC_RS11265"
"NMEN_As_1 (GE) - TPM",1.64563765196016,-0.146165202182343,0.49706926732633,0.588991605210386,0.159104984669713,1.97983399572396,-0.250799984456214,-0.211863716358204,-0.289008559420245,2.04043573333294,0.461671737614391,0.519344811264173,0.815136021943732,-0.365481874508058,1.05770136193862,-0.0614442724098183,0.508767255849817,0.755236295631832,1.44953435455474,1.48687497875138,1.41608640939017,-1.07373125484271,-0.962430768018348,-0.166666666666667,-1.14895880492486,-0.0195827434070871,0.192051035169423,-0.260383711067488,0.134369099969694,-0.312610011001797,-0.271428499850549,0.71059810523356,-0.414281507821894,3.29838576393158,-0.873825930431368,-0.267173479912201,0.853710135940428,1.05965813824934,0.216383715800818,-0.418048582189666,1.82629861344489,-0.615549201560542,-0.475027767138092,-0.680898183845839,-0.0251522689726147,-0.387132947184041,-0.32729365690675,0.982666992903101,-1.14969737442357,-0.491852776236175,0.118814917985368,-0.53811385405215,-0.0833285378608295,2.62825228352034,1.77787590781475,0.218348101943069,-0.357718148653681,0.054771665421905,0.425858928372625,-0.0326275332122206,0.196617425282963,-0.157215072215573,1.05750642695581,2.79902115535647,-0.271366480022134,0.284236549432578,0.157669488243023,0.558157376138831,1.17847532861132,-1.28299838022756,-0.65603247298951,-1.0460040163301,-0.745942287951307,-0.494494064470491,-0.797637322482781,-0.130217351842132,-1.25110370032242,-0.74732998549903,-0.311290842963191,1.99038482559366,3.08763888885395,2.72815939012455,2.30731209412533,-0.204141845787546,-0.551291783106599,-0.226263532444149,-0.046073449623315,-0.307175915766422,2.31839718964104,-0.506297976266548,-0.744026673245305,0.0294861701524242,-0.330363245408749,0.485400451409819,-0.542648243701407,-0.22107280727734,-0.388488409499332,-0.33080193782992,-0.255209948832639,-0.324666999586338,0.560750015221991,-0.166666666666667,-0.311708429475141,-0.879330635352159,-0.537903529576845,0.105310456807819,-0.122258606829788,-0.611340163527322,-0.405823167204443,-0.0422709028770879,0.0293009226738192,1.15791829417589,0.68160326001285,0.409025966532046,-0.166666666666667,0.204766760831049,-1.22254806474826,0.630999212290296,-0.304571689432111,0.713483327077409,-0.471513124847247,-1.05705822710863,0.757876279202958,-0.308174515328715,1.73628179653759,-0.816640575592082
"NMEN_As_2 (GE) - TPM",2.38082575038893,0.563825115318307,1.03074402464437,-0.713259775703953,-0.197599212102417,0.898465159102655,0.0126499395719414,-0.841164795073883,1.35313000231968,2.39278651943839,-0.483862639883925,-0.953235556674882,0.144072576315096,-0.0455385966289797,-0.866420049160364,0.995602390683885,1.04638604658438,-0.891092499742535,0.691625105573082,1.50850269162044,1.29814447746288,-0.939418175958175,-0.78526034297151,-0.166666666666667,-1.20608546596519,0.476033742750202,0.421882884742433,-0.927606432311005,1.91568272801164,-0.312610011001797,0.101194695071938,0.182334489879995,-0.857513159087132,-0.477706298155267,-0.283023629298999,0.653428024936345,-0.399728558050935,1.38854040694448,-0.322593085165,2.27262392720161,-0.700220971837631,-0.477682497560856,-0.263970337309213,0.223029864594731,0.473517462490267,1.19099846502264,0.384388812758139,1.12711389011956,-0.923278251085413,-0.0348233416488265,-0.0104528022828596,-0.53811385405215,0.0881258503586113,-0.861970737772278,0.249653537520327,0.57024469809094,-0.484626151141824,0.349595340472555,-0.312652391502503,0.664890554583709,-0.110538836878605,0.87244639315926,-0.929437262691886,-0.346561230887035,-0.64216949505942,-0.315477013997786,-0.0667474026767593,0.322970776124879,-1.0236235793127,-1.33196634422221,-0.0458735416989367,0.0310517677027055,-0.121509374484649,-0.303047492391761,0.446381309833107,-0.184030112935842,-1.37937360323375,-1.34443400039623,-0.0393746337342,-1.06150038984785,2.22929296524247,2.17621872338059,0.0799905813968334,-1.10775964356358,0.0806638197795187,-0.226263532444149,0.249750945547108,-0.307175915766422,0.0740271399271562,-0.642144508893073,0.233466896410682,0.379170862347195,0.418412837621325,-0.440495610640695,0.209807990706622,-0.165430838018588,-0.388488409499332,-0.580373557275619,-0.255209948832639,-0.341245682697186,1.44098182226099,-0.166666666666667,3.38431421707305,0.374321243083768,-0.127005907215897,-0.0999699629080998,-0.912634592528192,0.334552095189942,0.657340502574649,-0.412796416582055,-0.152329824511362,1.65218869905782,-0.361341273790709,0.251631436970244,-0.166666666666667,-0.155585417283866,-0.096486077313876,-0.94367729634802,-0.74475126450848,1.70172900626276,0.0153231722705417,-1.05493155633963,0.441280672715331,0.295292160175855,-0.28721991165313,-0.664264327148921
"NMEN_As_3 (GE) - TPM",1.75584632179772,0.942495335987783,-0.858325797911978,1.47499987420437,-0.701243902378443,-0.765831223011661,0.293949110607954,0.242118876992322,0.0135150178466359,1.23674578752175,-0.895055595125287,-0.446253343388605,0.56503061492876,0.86601385009342,0.0900302138175647,1.75038756131952,2.3386967861424,-0.912802430206743,1.17033129743122,0.346213177294675,-0.437794659672653,-1.0846752862744,0.486247109241753,-0.166666666666667,-0.64693830389044,1.66738069508387,-0.170834407879131,-0.742595616158213,1.52414911077799,4.38464121466564,-0.506525860690131,1.7834466446862,0.363258588263682,0.172313066892742,-0.57760459879965,-0.376660031466265,0.594138205166811,2.08160252793786,-0.872740956860764,2.02713490488727,-0.700220971837631,1.69563806259337,-0.92153102243592,0.14055813606001,0.307537323748072,-0.387132947184041,-1.04132016588853,-0.412276861493034,1.19547316964697,0.436522348565665,-0.0395908577182816,0.155714776370854,1.52869245193179,-0.861970737772278,-0.682420934090367,-0.526107927850229,-0.545309775443177,-0.517273412910024,-0.341954355630787,1.64264066057372,0.0355408136004433,0.704710885301993,-0.538541261607936,-0.346561230887035,-0.64216949505942,-0.295552967961696,2.42012294243781,-0.412455537927275,0.592021385324111,-0.774168291348467,-0.861702756499448,-0.603797246055265,0.704642851540901,-0.0396048899607406,0.315623330101368,-0.013257716772719,-0.750170822483048,-0.981226095867863,-0.112319935440876,-0.662867505228531,-0.454746764207425,1.5082924584542,1.14666697384252,-0.35612279398675,-0.115085194194353,-0.226263532444149,0.209031257559999,-0.307175915766422,-0.882041598588911,-0.237209837219717,-0.655387842995197,0.240528584021144,0.330831879520362,-0.440495610640695,1.05868413711635,0.299166868904314,-0.388488409499332,0.349668460126366,-0.255209948832639,-0.247119498764978,1.34619600451013,-0.166666666666667,-0.311708429475141,-0.0406331303552604,-0.234850363150516,0.551705667602741,-0.793512881534553,-0.181544243670599,1.37486986687211,-1.90120116527528,-0.0942004917483605,2.30831872194385,0.42995022350214,0.647945903158763,-0.166666666666667,-0.518303636273125,-1.44507553504752,-0.292890399000582,0.46761429531293,-0.213771494245468,-0.0833637848950663,-0.551924308682055,2.15029199787099,-0.196107198792065,-1.22182762406745,-0.28952318532501
"NMEN_Bs_1 (GE) - TPM",0.890863352948119,0.59419728333592,0.0977727791563158,0.695223054832123,0.193697740049143,0.756595995029807,0.204288206962064,-0.325689194034364,-0.341934606313938,0.435458684667225,0.40434316372034,-0.118156098050062,-0.801376650668282,0.369732244566371,1.07931653899189,0.529579660580768,-0.140005745876242,-0.693708837202541,1.32341394954485,-0.208373635970864,1.56304224904481,-0.358408109861178,0.614363164063599,-0.166666666666667,-0.193390176409762,-0.779249738177063,-0.315692555976765,-0.208423319191238,0.722581687834118,0.976908604221308,0.276643112025502,1.24235378542128,0.371310961656676,-0.239776487450868,2.59732520270933,0.077739422949607,1.15421264167875,0.337870049216776,1.23176642958282,-0.418048582189666,0.732532480777685,0.802467343041062,0.247153358484996,-0.154705157487268,0.893328223192936,0.137815119424492,-0.553309888140982,0.103421027000718,-0.474369532311887,0.450848144632335,-0.567999585189792,-0.157165553690361,0.529481821371922,0.457533272108863,0.0151788029841009,1.48510475104199,0.746726530673698,-0.228919050727868,-0.0462430165207777,1.17227790113245,-0.111140474298993,0.5118835525263,-0.0709476556670783,2.82466578211447,0.759678072699488,0.998099713989727,-0.76849693550255,-0.0455083183594081,0.211681597279436,0.184008055604279,-0.288318587974045,1.09953768779779,-0.502460706576485,-0.415847240890334,0.157359596090562,-1.38409863123167,0.562141281218792,1.08380998206115,-0.0410400025168362,-0.332626270728171,1.33088586225321,0.606649716362317,0.420453217885437,0.35575782962425,-0.176192714387474,-0.226263532444149,1.59147823173216,0.0912808314375109,0.681969749457852,0.561018667443416,1.54761970721931,-0.213712439723977,-0.435078264711137,0.648522982263886,-0.0160105479517707,-0.239876778627966,1.19604156857143,0.521535660647035,-0.205618964487841,-0.454744313468309,1.52059174293274,-0.166666666666667,0.917732876845548,1.42049428833749,-0.0399433819028754,0.0607183737606298,-0.331370851274933,0.0966013273428413,0.488911203607009,0.633987818321141,-0.0476534497093075,1.71773765753594,1.10364599637598,1.20603326584296,-0.166666666666667,0.187674903247806,0.593555262933619,2.3713961241539,0.25372713234271,-0.78113514396495,0.432837302488833,0.979675109093179,0.274563645297064,0.892584228952561,0.242320425780923,-0.0210476933982035
"NMEN_Bs_2 (GE) - TPM",1.04024791881019,-0.436515534212896,-0.993323768450684,0.768077460369613,-0.308277086674008,1.59813649904561,-0.0284562422247008,-0.728286303049025,0.00607147244237516,3.62579530105337,-0.700369343178772,-0.424958530040079,-0.370072342887445,0.498411845806207,0.630046234756382,-1.20682714444625,0.588282872568605,-0.115086809405241,1.14974970579789,-0.453622609767543,1.42920823976637,-0.516247055193072,-0.361856234057047,-0.166666666666667,-0.318597113617911,-0.981225229288872,-0.253036008824927,0.13083309281018,0.856751692694894,-0.312610011001797,1.36341113293907,1.05605719319752,-0.857513159087132,-0.477706298155267,1.44008378985472,0.0648730664124144,0.771479549964014,0.673490514011508,1.47155028594137,-0.418048582189666,-0.247036112762647,2.57166589999018,-0.185272403197105,-0.252918177267817,-0.225959420423256,2.60163897153851,-0.0350131561860703,1.16385552514378,-0.46123774150776,0.83239089362758,-0.838146978125521,0.184857714210672,0.862759908438531,-0.611552535892708,-0.682420934090367,0.344693133010544,0.1700243718245,-0.517273412910024,-0.481755340314786,0.920195701226856,-0.170306323357423,0.0495121140370238,-0.318465009023605,-0.346561230887035,-0.376123962354075,1.16300062585931,-0.436241763238222,0.632144503074698,-0.529936686421355,0.426419777443281,-1.11791232741974,0.478447226906479,0.251701813299779,-0.384172624068007,-0.443940329825505,-0.908560290145778,0.518428856071818,1.50115963639125,0.107469900303967,0.297824017323804,-0.454746764207425,0.347814117252233,0.0816790463259928,0.7124979005167,-0.751354414724644,-0.226263532444149,1.34996509199115,-0.307175915766422,0.911965713456328,1.56888006395552,1.38601238664946,-0.540851987908769,-0.238518769023387,0.888137118833529,0.747605398486247,-0.619398306114521,0.900291784595808,1.0172178495449,-0.0545968302321191,-0.476159259225213,1.47546795920269,-0.166666666666667,-0.311708429475141,0.0623944554629426,0.473783652728336,0.465761003944285,0.183017640208871,0.0604328428631339,-0.102371130862679,0.162696783714245,-0.297758091079949,2.07755206093918,0.25918365719066,0.0824385673829859,-0.166666666666667,-0.122382139218541,0.869475557656131,-0.623530249251629,0.834359540692178,-0.688092017718224,0.640760611298676,0.729412679281238,-0.548710848504387,0.460708030185127,-0.780470160144691,-0.0815855306663071
"NMEN_Bs_3 (GE) - TPM",0.826445968594888,0.607572464597871,-0.11325749508159,0.34885084763941,-0.516718542461476,0.152640870146628,-0.227610171480011,0.342965209577343,-0.333648057946663,0.808678105002009,0.80687648718524,-0.799296999733013,-0.663248868321383,0.311627781234203,0.206679273583418,-0.061559102900667,-0.316279612602703,-0.275479785007257,1.3051927381613,-0.523754133366394,0.568930639947893,-0.95060580354767,-0.30199612828023,-0.166666666666667,0.171163223460994,-0.646135750269008,-0.0994529642098264,-0.101566941562886,-0.54567081887665,-0.312610011001797,1.42088001977797,0.25389239456667,-0.486841691774727,0.311773414396091,1.32258539740327,-0.182155676486142,2.01141184459422,0.735888012401734,0.797108896791403,-0.0468244962823709,0.356234179777679,0.45920951911563,-0.429928974168814,-0.0573368580836963,0.00965664025162194,0.0483272497822397,-0.349836372045769,0.692934257178327,0.137435257800322,-0.086692003639586,-1.44361946545622,-0.327441811946399,-0.227662862215801,-0.278201015742799,-0.0394432169201416,0.778689729161089,0.72938444031966,0.678719630961525,0.0751430686280742,0.0995099918517652,-0.277198387113727,0.0485746146100696,0.850920056119233,2.28406687597928,0.133080294649431,0.906988292763819,-0.76849693550255,-0.00659721045370528,-0.110912206727927,-0.480192367361673,-0.825091556443829,1.1533175697308,-0.0474414377466388,-0.423875587481188,0.199592952537496,-1.30216029179398,0.464471934604211,0.567064449172343,-0.177049223258884,-0.573637037785853,1.02648915955191,0.143524072103127,0.242463879092978,0.380602990912155,-0.51245746757178,-0.226263532444149,1.19916585030803,-0.307175915766422,-0.178931363239803,1.1658148127734,0.89905496218297,-0.58133926588871,-0.364930247299079,0.204771281489579,-0.403882727771167,-0.492907702468481,-0.388488409499332,0.890629737351222,-0.0949913346167651,-0.475730273872663,1.04862986767113,-0.166666666666667,-0.311708429475141,1.23040108173433,-0.370013927262353,-0.178456704633982,0.735564202231983,-0.611340163527322,0.262577218791677,0.00217236897190607,-0.283500477073193,1.5293588733866,0.627733835097578,1.63083194024401,-0.166666666666667,0.895574426231283,0.458879468581292,-0.508387929105921,-0.37663222649532,-0.30199045242419,-0.170935380468957,1.3153832402372,-0.275538475175115,0.885747813273555,0.650720007324702,0.765027988803817
"NMEN_Ctrl_1 (GE) - TPM",-0.575029578955535,-1.05609622160565,0.94409431404777,-0.822076052962847,0.878167711096073,-0.765831223011661,-0.328144341440263,0.22700045067389,-0.420667525681675,0.554910535785691,1.40783094672834,1.54629801155469,-0.0326853691076384,-0.283793472876616,0.779016199702413,0.384192877840355,0.350931644959443,-0.329457051357719,0.0197371547110135,0.571310978788607,0.807016273734855,0.782498003571956,-1.25250838590457,-0.166666666666667,-0.874689518305134,-0.70917922015437,-0.113820156906993,-0.0104346731507986,-0.846274082813123,-0.312610011001797,-1.49708717903366,-0.184915168471138,1.39948906937531,0.323478230787628,-0.837081548604856,-0.20137236163485,0.330421901129062,-0.241374502596161,1.59214199155213,-0.418048582189666,1.44401531286554,-0.883051359888625,0.218246843940287,-0.174653193251966,-0.123076874852594,-0.387132947184041,-0.72968522370994,1.42993451510006,2.1452792506992,1.4049093008275,0.530493832368806,3.73779540636557,-0.0664459345756847,0.322878631799001,0.361595860921493,-0.595117732808933,-0.623748515743627,-0.517273412910024,-0.633815386047092,-0.811712814560292,0.897455260101622,-0.62280228676375,-0.929437262691886,-0.346561230887035,-0.0127745882816791,-0.916499059087926,-0.76849693550255,1.23504677434025,-0.268474112813717,0.948092593036008,-0.332786348033325,0.203248773061873,0.970928732826264,5.46344411094751,1.90273800975811,1.5534682519338,-0.962994482617188,-0.865710316396253,0.0566471555111093,1.45483010754202,-0.454746764207425,0.914960643875907,-1.23131002661389,-0.0365062534382675,-0.0111239909115027,-0.226263532444149,0.65341277322304,-0.307175915766422,-0.606902000029494,0.116276700264273,-1.02383936645044,1.4127157399415,-0.18310970243891,-0.440495610640695,-1.07216924517453,1.06826776929039,-0.388488409499332,-0.45876410871133,-0.255209948832639,-0.00804699154664822,0.491458009447548,-0.166666666666667,-0.311708429475141,-0.320507159141968,0.833469798129818,-0.165114662909717,0.167798496399421,4.15638329161452,0.230689262621493,0.416481096697968,-0.0815204019332095,0.192111085899802,-0.0401371810475942,0.108297551747784,-0.166666666666667,0.118896847723893,1.93424704433114,0.148614014145279,0.00240226814315189,1.23702984873376,-0.0566968101916299,0.133717148565132,-0.548710848504387,0.403457764753839,-0.405917861067453,-0.00817295965937585
"NMEN_Ctrl_2 (GE) - TPM",-0.737373247156367,-0.899668070430532,1.64125880153691,-1.4473385278371,2.44254198323326,-0.765831223011661,2.71165398809457,-0.128436263970286,1.69011853024601,-0.540150613461767,0.33421708445039,-0.953235556674882,-0.478023761653701,-0.986266407558763,-0.436092321260224,2.0563610150274,-0.534372116269801,-0.417682789321582,-1.23376964160909,-0.621721010141732,-0.628860415152718,-1.56934962999999,-0.902719646467864,-0.166666666666667,-1.05183291843299,1.92311869397689,2.66915229641753,0.0859961343273365,1.41474686546625,-0.312610011001797,-1.55408384309167,-1.41643333218749,-0.857513159087132,3.79898834193153,-0.619193363016967,0.247146138314521,0.216170570867049,1.68153792938897,-0.872740956860764,-0.418048582189666,-0.700220971837631,0.328810033173631,0.557481708200419,3.37257855852621,4.09290303528373,-0.387132947184041,2.24460515340813,-0.317458271520633,-1.26119155458785,-1.04833902595801,-0.64253321597384,-0.53811385405215,0.467183107629114,-0.861970737772278,-0.682420934090367,-0.688245516681877,0.742838226841812,-0.517273412910024,3.20668712942739,-0.619612545094045,1.61074150186758,2.69806923844029,0.356480450880231,-0.346561230887035,-0.64216949505942,1.00624193337152,-0.76849693550255,-0.412455537927275,1.71475961024231,-0.164858222070767,-0.767250193742893,-1.41465384274224,-0.0652476938674376,0.169632848685252,-0.986786243143481,2.0459542911185,-1.34182319910104,0.48342301604685,-0.838888666005627,-1.18467922027851,-0.454746764207425,-0.568966511071774,-0.369857022162726,1.99286550462656,-1.19470055608411,-0.226263532444149,0.327004940580621,-0.307175915766422,-1.26124280218938,0.576267933911272,2.33284411727303,-0.383272968546753,4.24136843548859,-0.440495610640695,1.09077740930744,0.414585468914882,-0.388488409499332,-1.59294020058074,5.7029510136737,-0.511507678332625,0.0463820019389848,-0.166666666666667,-0.311708429475141,0.280257278363597,-0.0116076951399192,1.84657556053858,0.884078958343998,-0.611340163527322,-0.727843870506381,1.46934417019368,5.595553929603,-0.672687481808912,3.51769045684403,0.730902753678054,-0.166666666666667,-0.953220198032769,-1.14527774331565,0.699469153715829,-0.74475126450848,-0.118158765531382,1.62836516487307,-0.417040575498119,2.41089610640985,-0.605335909729707,-0.0635632308622336,0.624849728909967
"NMEN_Ctrl_3 (GE) - TPM",0.0104972595661252,-1.5237562879107,0.4023913834539,-0.458312944012086,1.31135568290413,1.30367960578043,-0.761970711795234,-0.841164795073883,1.15607541351304,-0.540150613461767,-0.895055595125287,-0.953235556674882,-0.120149449395665,-0.986266407558763,-1.0016275987889,-0.306690220466483,-0.534372116269801,0.646271931198756,1.15166801786301,-0.621721010141732,-0.409565644502154,-1.54375887515655,0.505658789360059,-0.166666666666667,-1.15992786104947,-0.981225229288872,-0.0538104368045051,0.463460276111492,-1.16292523384378,-0.312610011001797,0.863750098844828,-0.719204443236581,-0.857513159087132,1.30115756380865,0.203889369267859,0.283090840058109,-0.648473269556298,1.03377750126988,-0.872740956860764,-0.418048582189666,-0.700220971837631,2.14134474940571,0.591429738635808,-0.680898183845839,0.0115904967586695,-0.387132947184041,-0.0898382334862289,-0.498486763728417,-0.841004832817118,-0.935232167634486,-0.487787801584637,-0.53811385405215,-0.112837925434375,-0.861970737772278,-0.682420934090367,-0.189826860599155,0.494794588556598,-0.517273412910024,-0.633815386047092,1.16423557034586,-0.287451180013265,-0.203986277570736,2.27977837194086,-0.346561230887035,2.15271186904309,0.896122565318819,-0.76849693550255,-0.412455537927275,-0.957335034803958,1.38134100423618,1.28327337370994,-0.167772680862273,1.38506848831423,-0.327523260813953,-0.986786243143481,0.667753616971221,-0.815177161227655,0.0285167373019351,-0.838888666005627,0.876208385491188,-0.454746764207425,-0.195289380674185,1.1433153978486,0.0394579653088832,-2.26317122502074,-0.226263532444149,0.3849963692304,-0.307175915766422,-1.26124280218938,0.461292805449994,-0.630194962730741,0.119296757764543,0.254249183521764,-0.440495610640695,-1.01724941557305,0.557699951739755,-0.388488409499332,0.925262273288771,-0.255209948832639,-0.381297798838341,0.238412219150403,-0.166666666666667,-0.311708429475141,0.443258229813096,-0.537426718472843,0.138244899216547,0.118987542193461,-0.611340163527322,-1.3185382821344,-0.983995803944465,-0.0185554947952514,-0.922504931456178,-1.39622164584777,1.77480653056013,-0.166666666666667,-0.953220198032769,0.982432677329027,-0.535378113781178,0.914147991002035,0.602598540640777,0.727015617202108,0.42317086501154,-0.548710848504387,-0.605335909729707,2.54742861842419,0.765930291407951
"NMEN_Li_1 (GE) - TPM",-1.12401690079136,-1.5237562879107,-1.14015962737006,-1.09865730890254,1.2550015394848,-0.765831223011661,-0.761970711795234,-0.0878606148836965,-0.00495591725647172,-0.540150613461767,0.404199601816355,-0.953235556674882,1.447627962059,0.0045462036774463,-0.891672581982472,-0.570951823426258,-0.534372116269801,-1.12904331567072,1.5784602148936,-0.621721010141732,-0.110869780497879,1.3881658065138,-0.577878619085981,-0.166666666666667,-0.802784975367685,-0.981225229288872,-0.687205817360943,-0.63218538834753,-1.45118803194073,-0.312610011001797,-0.206847139964184,-1.80303953250591,-0.857513159087132,-0.477706298155267,-1.07283873086281,0.369307385216331,-0.45804199196962,-1.23720411679082,-0.872740956860764,-0.418048582189666,-0.700220971837631,-0.883051359888625,-0.279139817086238,-0.680898183845839,-1.3457011366944,-0.387132947184041,-1.25402433205645,-1.3942861017513,-1.26119155458785,-1.15444813474988,-0.589025291211525,-0.53811385405215,0.402925814624786,-0.861970737772278,-0.682420934090367,-1.43913103971035,-0.918572405020776,-0.517273412910024,-0.633815386047092,-0.575981022079122,-0.720056216520646,-0.966011860597707,-0.929437262691886,-0.346561230887035,-0.64216949505942,-0.786665417668764,-0.76849693550255,-0.412455537927275,-0.364255047216748,-1.37467513734289,4.39563863472234,0.293426612216368,-0.95001543262382,0.16017987361657,-0.986786243143481,0.600241294138533,-0.879975261462892,-1.97603867849762,-0.838888666005627,-0.00840104727547763,-0.454746764207425,-1.0638531671708,-0.393687825176109,-1.7304932851224,0.905538286714954,-0.226263532444149,-1.13520022318181,-0.307175915766422,0.320912597325253,0.00444592206159223,-0.363624943102528,-0.340169016023455,-0.541514714259598,-0.440495610640695,0.539030378900808,-0.896190842461448,-0.388488409499332,0.540012154398576,-0.255209948832639,-0.438328428388822,-0.711050531394546,-0.166666666666667,-0.311708429475141,0.438166831119325,-0.497390647390577,0.982606415172487,2.73250489162665,0.883037861582292,-0.0698929703959489,-1.39927851706795,-0.476966271902389,0.109960028161527,-1.24194946201154,-1.14619483448232,-0.166666666666667,-0.953220198032769,-1.07417642276453,-0.873920552436893,-0.74475126450848,-1.20400541289152,-1.06633123462129,0.0547461204440755,-0.548710848504387,0.817531001530975,-1.42942665866047,-1.98219667018874
