"","NMC_RS11460","NMC_RS11500","NMC_RS11520","NMC_RS11525","NMC_RS00820","NMC_RS11600","NMC_RS11605","NMC_RS01140","NMC_RS01200","NMC_RS11635","NMC_RS11640","NMC_RS11670","NMC_RS01520","NMC_RS11680","NMC_RS11690","NMC_RS01620","NMC_RS11720","NMC_RS11770","NMC_RS11785","NMC_RS11820","NMC_RS11825","NMC_RS02170","NMC_RS02360","NMC_RS11890","NMC_RS02530","NMC_RS11915","NMC_RS02615","NMC_RS11955","NMC_RS03025","NMC_RS12010","NMC_RS03340","NMC_RS03400","NMC_RS12040","NMC_RS12050","NMC_RS03985","NMC_RS03995","NMC_RS04000","NMC_RS04010","NMC_RS12170","NMC_RS04510","NMC_RS04520","NMC_RS04530","NMC_RS04535","NMC_RS04545","NMC_RS04570","NMC_RS04595","NMC_RS04630","NMC_RS04645","NMC_RS04680","NMC_RS04710","NMC_RS12220","NMC_RS12230","NMC_RS04790","NMC_RS04815","NMC_RS12250","NMC_RS12285","NMC_RS05110","NMC_RS05135","NMC_RS05140","NMC_RS05145","NMC_RS05215","NMC_RS05265","NMC_RS05280","NMC_RS05285","NMC_RS12330","NMC_RS05475","NMC_RS05540","NMC_RS05555","NMC_RS12350","NMC_RS05675","NMC_RS05840","NMC_RS05915","NMC_RS05925","NMC_RS12385","NMC_RS05935","NMC_RS05980","NMC_RS06305","NMC_RS06315","NMC_RS12440","NMC_RS12460","NMC_RS12465","NMC_RS06805","NMC_RS06900","NMC_RS12555","NMC_RS06980","NMC_RS12575","NMC_RS07125","NMC_RS12620","NMC_RS07350","NMC_RS07395","NMC_RS07425","NMC_RS12710","NMC_RS07635","NMC_RS12735","NMC_RS12775","NMC_RS12790","NMC_RS12795","NMC_RS08065","NMC_RS08110","NMC_RS08175","NMC_RS08200","NMC_RS08350","NMC_RS08355","NMC_RS08455","NMC_RS08780","NMC_RS08885","NMC_RS12950","NMC_RS12960","NMC_RS12995","NMC_RS13005","NMC_RS09135","NMC_RS13010","NMC_RS13055","NMC_RS09425","NMC_RS13065","NMC_RS13120","NMC_RS09980","NMC_RS13150","NMC_RS10095","NMC_RS13240","NMC_RS13245","NMC_RS10790","NMC_RS13360","NMC_RS13370","NMC_RS11190","NMC_RS11265"
"NMEN_Li_2 (GE) - TPM",-0.41462524401549,-1.23201853170348,0.376750226472008,-1.24820893104614,-0.397786396546226,-0.184371152331962,-0.761970711795234,-0.674577911603386,0.0431057530633511,-0.540150613461767,-0.607736236154918,-0.563418054799584,1.08832476340036,-0.548046656710044,0.412924550757673,-0.731262070869991,-0.534372116269801,-0.630241901077475,-1.46135359747386,-0.621721010141732,-0.37621483044703,-1.15299352341136,-0.743555711820069,-0.166666666666667,-0.365823994130525,0.715864130852557,0.7362830246695,0.520865823866687,0.48658450924207,-0.312610011001797,-0.524249589190521,-0.781602242026277,-0.388188811904881,-0.477706298155267,0.865181581117698,1.38922951887067,2.90107506212833,-0.429728438261729,-0.872740956860764,-0.418048582189666,-0.700220971837631,-0.033301964525472,0.0045468118135024,0.266525735212014,-0.455881161544666,-0.387132947184041,0.872096580622389,0.115843361605093,0.0374437427449249,-0.290194494319886,0.57045578652711,-0.53811385405215,-0.997057183070252,-0.861970737772278,2.24835320305466,-0.386098865017227,-0.401203062004138,3.11705209825753,-0.633815386047092,-0.490353591437152,-0.619780260529215,1.17501317469296,-0.027760052868202,-0.346561230887035,-0.249537600566189,-0.645786422700664,-0.278152382402691,0.61529658934476,1.05484799746715,-0.765603540541853,0.228491244337354,-0.304702881024479,0.898442681876348,-0.170064282162043,-0.385934340332469,0.0163790041413962,0.33198819967128,-0.849988629929355,-0.559560121777327,-0.61214393984111,-0.454746764207425,-0.622316653021356,-1.40201692607504,-0.735904646641427,-0.692880564397154,-0.226263532444149,-1.52317198231653,-0.307175915766422,0.196592028331139,-0.0430786436009699,0.507015675048639,-0.786478116336258,-0.0943511375008419,-0.440495610640695,-0.171078830257655,-0.691944642888803,-0.388488409499332,-0.0992727013592845,-0.255209948832639,-0.477195714897158,-0.874308168049176,-0.166666666666667,-0.311708429475141,-0.0181199531598428,-0.685706855654935,-0.622599138508163,-0.20922470606223,0.380067230643176,-1.18047457781684,-0.129425330502347,-0.547831995493951,-0.344879063989992,-0.444331360789094,-1.47197293380574,-0.166666666666667,-0.618813816375577,0.305989833651064,1.20487521836486,-0.74475126450848,0.318771923326875,-0.0585959062184972,2.06808294644878,-0.548710848504387,0.653284290032051,-0.790936906035308,-1.72003982841144
"NMEN_Li_3 (GE) - TPM",-0.848747737580889,0.189205659601682,-0.776622504674216,-0.532933333767389,-0.454944147771104,1.18507738647966,-0.761970711795234,0.556161529286444,-0.723815036422433,0.605857666807021,-0.895055595125287,1.00863171140932,0.828735712575875,0.116466257971271,-1.32932923632135,0.048827505864539,2.24510401198106,-0.292256730295991,0.595045555770452,-0.621721010141732,-1.16675924933779,-0.368171645058743,-0.583493475211202,-0.166666666666667,-0.488860867007205,0.157585984809938,-0.314135915499745,0.354541904665164,0.825469459629024,-0.312610011001797,2.27411670877946,-1.16182828661376,-0.070177144591044,-0.477706298155267,0.182897948559594,0.438518106148869,2.14985606010485,-0.628855674501896,-0.227850881142756,-0.418048582189666,-0.700220971837631,0.542483681045484,0.208457052947386,-0.680898183845839,-0.279445971386302,-0.387132947184041,-0.705290628690362,0.294637305100868,0.125179845773369,0.204149596681806,0.186552374974761,2.14679233003368,0.346968756409945,-0.861970737772278,2.59534641144148,-0.261423610018069,-0.559280391788515,1.51503493396415,-0.633815386047092,1.61910754433502,-0.541919485535177,2.98493750278957,-0.425220974322277,-0.346561230887035,-0.64216949505942,-1.22128187362727,1.69930126497778,-0.412455537927275,-1.37270430182112,-1.37821678464307,0.57853412783204,-0.418164443006076,0.817573298192794,-0.434516994895843,0.357195008415995,0.0822458861878205,0.745768697392255,-0.608571643508827,0.566911550236455,-0.263051795079567,-0.454746764207425,-1.02714915572044,-0.712186556401839,-0.896234994382688,-0.529884977733724,-0.226263532444149,-1.53444668027329,-0.307175915766422,0.0104982735740233,-0.842246997711098,0.861538421325963,-0.249775269779477,2.83420179705652,0.655983417972967,0.516446695862733,0.131736153915398,4.39766648948323,-1.46105764228167,-0.255209948832639,-0.350929414613301,-0.734326024229903,-0.166666666666667,-0.311708429475141,0.0772090056711739,-0.309541884642343,-0.696069945079614,1.64322939237781,1.05183957860117,-0.855308418316867,-0.0958957066498005,-0.290384194624712,-0.799125598010087,0.721481153744773,-1.22015427415094,-0.166666666666667,-0.579221293057633,1.1562034580278,-0.863310559318663,-0.74475126450848,0.0732961445913295,4.850668655556,1.08470780849712,-0.548710848504387,-0.605335909729707,0.177263832817902,-1.5456590889119
"NMEN_Mig_1 (GE) - TPM",1.2298151546165,3.16224454088744,1.18033301703096,1.37357993876793,-1.77925982749846,-0.765831223011661,-0.761970711795234,-0.841164795073883,-2.13119894976441,-0.540150613461767,-0.895055595125287,-0.953235556674882,-1.29007279966857,4.87944138502871,-1.93444423215535,0.58851736137398,-0.534372116269801,-1.12904331567072,-1.23213246492962,-0.621721010141732,0.700947807337109,-1.82251542334326,-1.62713541576513,-0.166666666666667,-1.68572778449736,0.836060324880653,3.97395845481094,-1.43707540292596,-1.64594099404382,-0.312610011001797,-0.494557827312003,0.0520098030048464,-0.857513159087132,-0.477706298155267,-1.23848791128323,-1.89866812215576,-0.543298334788221,-0.762129561116555,-0.872740956860764,-0.418048582189666,-0.700220971837631,-0.883051359888625,-0.905544449504777,-0.680898183845839,-1.3457011366944,-0.387132947184041,-1.25402433205645,1.30085429788825,-1.26119155458785,3.42294768835283,3.12238522952178,-0.53811385405215,-1.91335382349126,-0.861970737772278,2.80463010923177,-1.43913103971035,-2.0094308211427,-0.517273412910024,-0.633815386047092,0.532182433507865,-1.23009174464166,-0.966011860597707,-0.929437262691886,-0.346561230887035,-0.64216949505942,1.21110910307727,-0.76849693550255,-0.412455537927275,-1.35377934427818,-1.54959447888737,0.844815224912344,1.25674721465737,1.95029933054333,-0.379970531588541,-0.986786243143481,-1.63605827373796,0.260733619014257,-3.02814031003585,-0.838888666005627,-0.636994895900967,-0.454746764207425,-0.362842018375598,0.16559587164667,-1.06484935674078,-0.480366998574117,-0.226263532444149,-1.13780412004,-0.307175915766422,-0.0123741261669573,-0.088542583292708,-1.61559074291908,2.64960238321661,-0.541514714259598,-0.440495610640695,0.0945916819055184,1.29092833183238,-0.388488409499332,-1.59294020058074,-0.255209948832639,0.0851982153112753,-1.06417858022093,-0.166666666666667,-0.311708429475141,-2.49349117634579,-2.31055662009924,3.80209724203488,1.6228292253719,-0.611340163527322,1.63830277967466,-1.67984728718525,-0.467423533323021,0.32081184372194,-0.250735672838024,-0.373321918902376,-0.166666666666667,3.82132223102566,0.731671258950731,0.609025205684164,-0.74475126450848,-1.20400541289152,0.282553875812986,-1.52112031358246,-0.548710848504387,-0.605335909729707,-1.42942665866047,-1.61072833924924
"NMEN_Mig_2 (GE) - TPM",1.18970183272118,0.0191188410090833,-1.14015962737006,0.948259624616836,1.56063364530471,-0.765831223011661,-0.761970711795234,4.4448721484474,0.793154637018184,-0.540150613461767,-0.895055595125287,-0.953235556674882,-0.228120505326834,0.172511193894249,-1.25089192524553,-0.757680644720445,-0.534372116269801,-0.249728153731459,0.169565793332137,-0.621721010141732,2.86137983905015,0.67975244200836,-0.395903181344652,-0.166666666666667,2.42410733210405,-0.0837078833045203,0.576735201845994,0.445598495416979,1.58885615524954,-0.312610011001797,-0.240399121415522,2.5220542492982,-0.857513159087132,-0.477706298155267,2.73912090834172,-1.60395164521799,-1.15565368259308,0.200952989977266,-0.872740956860764,-0.418048582189666,-0.700220971837631,0.614934622771133,4.65446375301692,-0.680898183845839,-1.3457011366944,-0.387132947184041,-1.25402433205645,-1.3942861017513,-1.26119155458785,-0.0369534781270172,-0.188262015353057,2.2832491523092,0.125075136986878,1.09252009380164,-0.682420934090367,-0.510958895351336,-1.15890854262428,-0.517273412910024,-0.633815386047092,-1.38601880739014,-1.41880922711592,0.166283911366595,-0.929437262691886,-0.346561230887035,-0.64216949505942,-0.325213137414454,-0.76849693550255,-0.412455537927275,1.21406982293445,0.020371223397247,1.80639245240311,-0.0723077668970671,1.36330881245736,0.334133120610597,-0.986786243143481,-1.04333502955702,-0.671291651848222,1.9118255025617,-0.838888666005627,1.60420324591866,-0.454746764207425,-0.755423070255428,2.43967732382682,-1.07299950776687,3.00913775327683,-0.226263532444149,0.0393965275954053,-0.307175915766422,0.280729091326272,-0.108973927772272,-0.639455995620345,-1.14041222741291,-0.541514714259598,-0.440495610640695,-1.57077789284699,4.50465932043176,-0.388488409499332,1.31735142979363,-0.255209948832639,0.247347792256389,-0.86665229302697,-0.166666666666667,-0.311708429475141,1.55853777544019,-0.77009458595184,0.12681084123055,-1.24066306497123,-0.611340163527322,3.06241792453422,-0.654264566612404,0.0908454351777302,-1.54641090018452,0.999323988275435,3.47676479060828,-0.166666666666667,0.225800522764054,-0.464452237429173,1.94841657140863,-0.74475126450848,-1.20400541289152,-1.06633123462129,-1.04292618170459,-0.548710848504387,-0.605335909729707,-1.42942665866047,-1.7829191368782
"NMEN_Mig_3 (GE) - TPM",0.836301843552158,0.950130962387308,-1.14015962737006,1.96228055680147,-1.44455516945979,-0.765831223011661,1.53293878331335,-0.841164795073883,-1.22361514725869,-0.540150613461767,-0.895055595125287,2.35235148886279,0.903821207857761,-0.986266407558763,-1.7582059965944,-1.41849272179871,-0.534372116269801,-1.12904331567072,-0.962219732657199,-0.621721010141732,-1.51371698114416,0.603732438342233,3.06450243846576,-0.166666666666667,1.60893387722284,0.45787809006533,-1.50777863659807,0.0722894401955884,0.513787274850489,-0.312610011001797,0.754961699114924,0.907120562932106,-0.857513159087132,-0.477706298155267,0.106953959002957,-1.89866812215576,-1.32567930784393,-1.43335093431472,-0.872740956860764,-0.418048582189666,-0.700220971837631,-0.883051359888625,-1.02282942637651,1.99710046958629,0.81016291364306,-0.387132947184041,0.132833268728644,-1.3942861017513,-0.26008159542404,-1.19068219556612,0.280439400678071,-0.53811385405215,-2.57842127857154,-0.861970737772278,-0.682420934090367,0.0491250032186383,-0.13427433542,-0.517273412910024,-0.633815386047092,-1.38601880739014,-1.31131051730981,-0.966011860597707,-0.929437262691886,-0.346561230887035,-0.64216949505942,1.86796278333313,-0.76849693550255,-0.412455537927275,-0.897787434596897,-1.91731702886716,0.286114032137411,1.15061324786022,-1.01684785372057,0.16031318563517,-0.986786243143481,-1.44560200400275,0.180556789337579,0.102598298471251,1.52977054925726,-0.104507658231388,-0.454746764207425,-0.373233334998761,0.160122709320644,-1.7304932851224,-1.91486722561437,-0.226263532444149,-2.27010116927969,-0.307175915766422,-0.766755006290065,-1.75722336949398,1.51473038363221,-1.14041222741291,-0.541514714259598,-0.440495610640695,-1.57077789284699,-0.896190842461448,-0.388488409499332,-1.59294020058074,-0.255209948832639,0.0181549634311356,-0.955497685755328,-0.166666666666667,-0.311708429475141,2.00452301116642,-1.29310033120052,-1.07836581222545,-1.24066306497123,-0.611340163527322,-0.147781221819224,-1.0660881171207,-0.477966945243728,-0.195181287606324,-1.28714563393677,-0.533954418042183,-0.166666666666667,-0.00798351803697797,-0.53767459409502,0.292999021632159,-0.74475126450848,-1.20400541289152,-1.06633123462129,-1.4126360089988,-0.548710848504387,-0.605335909729707,-1.42942665866047,-0.883422081923304
"NMEN_Nd_1 (GE) - TPM",-0.659295276030518,-0.52063943610551,-0.246027156736769,-0.351537698071584,-1.14591509694964,0.300464120974537,-0.389752877216299,0.0753082037653268,-0.700782465861781,-0.540150613461767,-0.499885775797794,-0.238378926065927,-0.257141618100592,-0.182648578094035,-0.0609065355211046,-0.616509113320939,-0.281178771870631,0.243027577853808,-0.608169500666341,-0.621721010141732,-0.849996526933767,-0.386876018790252,-0.874633804404042,-0.166666666666667,1.14205365596258,0.0302277264157256,-0.241048297794523,0.19497883002684,0.779904654742412,2.99900634845831,-0.514326196885779,-0.319804402956199,0.218309565651322,-0.477706298155267,-0.716487871826282,-0.391311846614555,0.0447829746892844,1.32814481734894,0.360915753153756,-0.418048582189666,1.13950810216827,-0.103906007172725,0.0268767703574161,0.477374200366693,0.519182394546225,0.118412277149157,0.395523496617638,0.451921512841864,0.254288321493471,-0.248316146684395,-0.454422712442558,-0.0489566570188436,0.908519475869154,-0.692539641129746,-0.085251655900221,0.0896370752398915,-0.682287933842652,0.03811931955831,-0.428049989072561,-0.811146526156775,1.37264381983552,-0.76969872197114,-0.653851067799473,-0.346561230887035,-0.462165062239594,-1.74135918469633,0.355509983399179,0.765492186600736,-1.18304586060008,0.0802869126838525,-0.776702616301796,-0.663389089015766,0.173477068890299,-0.200142394493604,0.941462716039834,1.02364537224924,-1.0168807004157,0.372503677587138,-0.326649320251616,-1.00239992418546,-0.454746764207425,-0.77384975219018,-1.40999892249727,1.6038245674812,0.855901333039455,2.49212668219524,1.06358303634269,-0.307175915766422,1.30523298408558,-0.649875372412693,-0.177063209596838,-0.329096210982941,0.278504516406113,-0.440495610640695,-0.216077090744852,-0.100268795423753,1.79145937642967,0.245155550058376,-0.255209948832639,-0.316541767309399,0.168929886499328,-0.166666666666667,-0.311708429475141,0.424691182122042,1.61267463637509,-0.451518966016075,0.510703841892463,-0.00531798962931638,0.073976541234695,-1.08827878485957,-0.261765221628965,-0.371737019815378,-0.717720674993185,-0.379395468886003,-0.166666666666667,-0.391081333744398,0.616952510712196,-0.269782942422333,-0.103702473882161,0.192247283507184,-0.142326696220925,-0.0409469131477943,-0.548710848504387,-0.605335909729707,-0.112189207357332,-0.503031182891318
"NMEN_Nd_2 (GE) - TPM",0.521403394066854,-0.146480474309669,0.905908125802348,-1.06954448269332,-0.164325491941286,-0.765831223011661,-0.761970711795234,0.731727850631677,0.117614871310671,-0.540150613461767,1.81777807593229,0.273633907624235,0.766624608224237,0.392939063492543,1.53936629318747,-0.238720653378344,-0.534372116269801,3.05728641756525,1.13185264084364,0.159061738247946,-0.21188014389307,1.14845797011603,-1.56204539025987,-0.166666666666667,-0.962474756181171,0.0870218892862943,0.327933748913749,3.04453372938735,-1.51775683715199,-0.312610011001797,1.2299457299288,-0.0650620925802646,0.6195875552884,-0.477706298155267,1.78949005063055,-0.670942440259158,-1.20095453239219,1.06775106958075,-0.872740956860764,-0.418048582189666,-0.700220971837631,-0.883051359888625,-0.309608496900638,2.30092143895988,0.654672575699987,-0.387132947184041,-0.224559236787173,-0.602149731654036,-1.26119155458785,-0.421386832859803,0.0769414730124815,-0.53811385405215,-0.277867793242668,0.301170681566315,-0.682420934090367,1.32270198543026,-0.30115358124159,-0.517273412910024,-0.633815386047092,-1.38601880739014,-0.0496068592023708,0.381674288238709,1.90840411263838,-0.346561230887035,-0.64216949505942,-0.892334557932822,0.774760503252253,-0.412455537927275,0.856279838864634,-0.26271508850202,-0.459033790877224,-0.306564525438914,-0.74637611739042,0.0862940939445765,0.273917973273082,1.85454493893726,-1.51814168022703,0.105100067721436,-0.838888666005627,1.93595836093937,-0.454746764207425,-0.559556707271311,-1.1796765478302,1.39976747764936,-0.935710077523125,-0.226263532444149,0.521745075315299,-0.307175915766422,-0.894184262254636,0.69501017846165,-1.0346810058292,-1.14041222741291,0.162162436564414,-0.440495610640695,-1.57077789284699,-0.896190842461448,-0.388488409499332,0.881274333894139,-0.255209948832639,-0.425506208066056,-0.607329346128649,-0.166666666666667,-0.311708429475141,1.40186671882782,0.95221491902528,-0.719758122574877,-0.519276934164166,2.50890829402399,1.28862238450806,-0.568184062920807,-0.056162567708811,-1.67285876017057,0.807068526313797,1.19138966314544,-0.166666666666667,0.450079129264222,0.362000785178069,0.650154120471505,0.722178191196275,1.19230697227055,-0.669876580553741,0.581498766599362,-0.548710848504387,-0.605335909729707,1.08246537158657,-0.344825182630289
"NMEN_Nd_3 (GE) - TPM",-0.336057031906923,1.14491370051107,-1.14015962737006,0.749474726424745,0.296822495142223,1.89362064381865,0.475829453803104,1.44461450839324,-0.53663995403892,-0.540150613461767,1.07613394384066,0.829691482893174,1.19858126523809,-0.234651382723855,-0.568450550128089,1.15323261188515,-0.534372116269801,-1.12904331567072,-0.214106523767654,-0.0543914307309919,1.08760714337609,0.532191104764801,-0.436979528313362,-0.166666666666667,0.319169180674189,0.183083644920227,-0.324622721502318,-0.215921328934713,0.741292933429133,-0.312610011001797,-0.295389217145703,0.36297112062205,1.28905816023704,-0.477706298155267,-1.46151753287638,0.650148053539767,0.827196095278536,1.60173187446948,-0.872740956860764,-0.418048582189666,-0.700220971837631,-0.883051359888625,0.336289138947085,-0.680898183845839,0.398504169043982,-0.387132947184041,-0.880011201775596,0.33245182125837,0.0887245054344238,0.835099507381854,0.0252056809534583,0.681895244861645,2.05404193144915,1.67350228677023,-0.682420934090367,-1.43913103971035,-1.64164939199908,-0.517273412910024,0.392585361554336,-0.97636410371493,3.8933150191268,-0.966011860597707,0.445244198358009,-0.346561230887035,-0.64216949505942,-0.933289717181187,-0.76849693550255,-0.412455537927275,1.40291329541185,-0.338659913110541,1.02686587246091,-1.22020896886825,1.40621207527208,-0.381612094040259,3.59345579181986,2.61018597980261,0.599930961663945,-0.331767984523791,-0.838888666005627,-1.15952350763529,-0.454746764207425,-0.89580664814545,0.710333582595355,-1.16186855368417,-0.446124709894877,-0.226263532444149,1.51034357117709,3.52106684339706,-0.0610443426488328,0.0246098363997492,0.283852795193869,-1.14041222741291,-0.0302113293904952,-0.440495610640695,0.918838554145296,-0.662648177979243,-0.388488409499332,0.744206237302469,-0.255209948832639,-0.270080732991754,-0.777257117296984,-0.166666666666667,-0.311708429475141,-0.87610198841037,3.72573581188384,2.04847709294694,-1.24066306497123,0.900142382937168,-1.00280398266204,-0.149154318142241,0.405383567725642,-1.01138593168575,-0.317601494196796,0.58065469959429,-0.166666666666667,-0.953220198032769,-1.72663509785866,0.0507331766256167,-0.74475126450848,0.537194556657971,-0.490190297478917,-0.14914804901774,-0.548710848504387,-0.605335909729707,1.12582819797688,-0.391916938046475
"NMEN_Ns_1 (GE) - TPM",-1.03331542873773,0.0366713600051957,-0.808994432615619,-0.362697774932565,-0.542710893257879,2.34424401167552,-0.555179891023764,0.177153974949988,-0.0134402229430483,-0.540150613461767,0.202654988559182,0.536071668452375,-0.593962833155895,-0.316574730506532,-0.295179522823921,-1.03658997568583,-0.534372116269801,-0.493815679376418,-0.0544692916482798,0.326077775640436,-0.802577142131186,0.146721212262347,-0.292641839206177,5.83333333333333,0.0990844127742887,0.0561781446666907,-0.568858353035291,0.331010153899333,-0.344836550593391,-0.312610011001797,-0.329845210503959,-0.466280548283795,0.576938886884766,0.667988968680893,-0.884779084018174,-0.663809514914934,0.312992233507114,-0.134228186269422,0.00845576651214371,0.30024672256262,0.321866231038053,-0.666618814226444,0.219936276550941,-0.439587778923995,0.305522856882766,0.455455201118256,-0.504218497441767,-0.625021267429618,0.00172748804520538,-0.0176319532832247,-0.373832964638725,1.90770921117295,0.0536164076276251,-0.0148024104373346,-0.433596629222762,-0.366295045554617,1.69249376997494,-0.517273412910024,0.737974723399846,-0.701636668928999,-0.203324366371393,-0.311624812459134,0.448514601744717,-0.346561230887035,-0.342157558799632,-0.512587139259303,-0.393822282516657,-0.412455537927275,-1.35622334134009,1.23539333388447,0.0758169700415161,0.310641765722083,0.230686083536997,-0.0683544944701619,0.69663122615197,0.66549947688283,-0.682075049449319,0.0279327222147426,-0.412016073153714,-0.442656920321176,-0.454746764207425,0.276696123069631,-2.0262406153443,0.169431729899692,-0.355664706640814,-0.226263532444149,1.208361112288,-0.307175915766422,0.0754836013291563,-0.804651511803097,0.429405870049256,-0.464305297195461,-0.541514714259598,-0.440495610640695,-0.263590635126338,-0.271928792759623,-0.388488409499332,0.629627571774758,-0.255209948832639,3.2415499689317,1.84782727474022,-0.166666666666667,-0.311708429475141,-0.782185454992105,0.29995919879384,-0.294795375501867,-0.656865245730041,-0.611340163527322,-0.369081963230043,0.719709482482559,-0.0521784299177785,-0.212473300482291,0.482124201700961,-0.971210414360274,-0.166666666666667,-0.186655580057648,0.505472203707769,-0.918511733565329,0.679823200160782,-0.622224636097395,-0.103811915250025,-0.156599923405019,-0.0201394532161513,-0.364906458845833,1.00993893666659,1.35529066626411
"NMEN_Ns_2 (GE) - TPM",-1.05069212250824,0.0783720255072913,-0.743475215319659,-0.15314267867109,1.72502689857938,0.830763017299845,-0.0188609604317363,-0.536217906778885,-0.478946005997182,-0.540150613461767,-0.63207827487482,0.473931236083431,0.307705647611847,-0.284353218156668,1.57803125461694,0.582895257318859,-0.0288873548986858,0.544945352245681,0.339988124360031,1.64891014402195,-0.28328871238395,0.171155850601104,1.47407594028633,-0.166666666666667,0.575417852460989,-0.359901258698187,0.102795687123191,-0.622501715822974,0.805472201738547,-0.312610011001797,-0.318680082474773,-0.146170457321619,-0.427950530041923,-0.477706298155267,-0.320613702503986,-0.776540212114441,-0.550700210344163,0.299401250527515,0.182795704911684,-0.418048582189666,-0.700220971837631,0.153958791295814,0.554109952335073,-0.102793493710512,0.166817971747355,-0.387132947184041,-0.954640729902738,1.13972797151866,0.251589093572275,0.263417660642664,0.146777598005601,-0.53811385405215,-0.0203469874346275,-0.861970737772278,-0.0863152767794382,-0.314676667510946,0.345732035969431,-0.517273412910024,-0.633815386047092,1.56520139937036,0.986109381241057,0.993622980630629,-0.654341915637335,-0.346561230887035,-0.64216949505942,0.284227629527415,-0.76849693550255,5.23162291008859,-0.42688833251356,1.13667707042892,-0.0614849417040253,-0.0523199933053925,0.322952572060662,-0.312099734009513,0.11310778329281,0.700577277409682,0.162218427397752,-0.615440261288821,-0.583225169058956,-0.769486987216335,-0.454746764207425,2.36004210301974,-0.357122316896974,0.602216842555739,0.494069651730139,5.20083342090583,1.1198463803448,2.75719005056006,0.0730825231961335,-0.758819516128379,-0.433031030612549,1.28920070585169,-0.336875041743282,3.14887211919855,-0.432009102534669,-0.241893079301541,-0.388488409499332,-0.297771793199341,-0.255209948832639,2.5726807153031,1.12374734559366,-0.166666666666667,-0.311708429475141,-0.0660038677269126,0.314290189102182,-0.0354818678177941,0.542549425280285,0.296074013984867,-0.433970803627239,0.413972977765637,-0.255916984696106,0.490477936464518,0.233303284190381,0.0240757271718617,5.83333333333333,-0.443095074141161,1.21274773022316,2.48570475775917,1.38827212094613,-0.0425338922367747,-0.720446688396777,-0.164811792012569,-0.548710848504387,-0.605335909729707,-0.114535344818639,0.220939217316169
"NMEN_Ns_3 (GE) - TPM",-1.45993493174943,-0.635657241896828,-0.920267721645789,0.318458386332145,0.543744380515253,-0.765831223011661,-0.487354729194839,-0.165006616453271,0.147347782396316,-0.540150613461767,1.14579136754636,-0.162121976024899,0.106975343733442,-0.652762657610712,0.505750790060691,1.05392560108001,0.026033102820619,0.558107600985895,0.462673131315799,0.888678882794535,-0.149603803899091,-0.198416114991922,0.0493435310160718,-0.166666666666667,1.24615401359913,-0.636810102968984,-0.277991424234353,-0.89522957816757,0.9436448642276,-0.312610011001797,-0.31444487685047,0.0741640355730871,0.571189489576824,-0.477706298155267,0.0230087403950154,-0.371884292436165,-0.626092324029132,-0.0481459072080328,-0.482667704874744,3.39750512573776,-0.021560574563845,0.266628997234626,-0.454413933742158,-0.680898183845839,-1.0877237631622,-0.387132947184041,-1.08806865344409,-0.372710687835913,-0.78200787327312,2.24026796543082,-0.869091954882863,0.544561707458448,1.79436174572526,0.263059674969312,0.3088870548548,-0.192505726659898,0.82600536614288,0.712004499783229,-0.406100075137344,-0.477166699732091,-0.224354830137312,-0.966011860597707,-0.929437262691886,-0.346561230887035,0.154655744259508,0.245394400990395,-0.270933032362182,0.108986330531116,-0.17745403451496,1.33913335367015,0.258944509927357,-0.160102669908973,0.737626487057649,-0.159818643562655,-0.377087989070923,0.404774890803395,0.448962545630955,-0.299704093312119,-0.555447563406456,-0.25261797497821,-0.454746764207425,1.16322578124097,0.110498754027067,-0.532030306743985,0.464144548122051,-0.226263532444149,1.0862384682047,-0.307175915766422,0.0405399252482106,-0.887532317963783,-0.491838961081617,0.655313212643878,-0.541514714259598,0.885954141739754,0.638588321704427,-0.48168420370035,-0.388488409499332,0.0822616174486977,0.456909184181302,3.68745166717072,0.902067346929069,5.83333333333333,-0.311708429475141,-0.938557369673055,-0.238882340096463,-0.384650412727154,0.0385443401967306,-0.611340163527322,-0.477959772944328,0.456816253254852,-0.190108050437154,-0.0440534861513523,-0.421920447190514,-0.465312176494979,-0.166666666666667,-0.50078039572542,0.419797443311882,0.318818882010992,0.674113393009955,1.62885613690703,-0.299402061929397,-0.0265434665041544,-0.548710848504387,0.0332395318369669,0.514244080922666,0.290126455272473
