"","ETEC_RS00140","ETEC_RS00180","ETEC_RS00330","ETEC_RS00590","ETEC_RS00595","ETEC_RS00685","ETEC_RS00855","ETEC_RS01405","ETEC_RS01685","ETEC_RS01700","ETEC_RS02410","ETEC_RS02485","ETEC_RS02980","ETEC_RS03845","ETEC_RS04300","ETEC_RS04665","ETEC_RS04845","ETEC_RS04865","ETEC_RS05215","ETEC_RS05405","ETEC_RS05595","ETEC_RS06225","ETEC_RS06240","ETEC_RS06820","ETEC_RS07130","ETEC_RS07135","ETEC_RS07265","ETEC_RS07910","ETEC_RS08115","ETEC_RS09510","ETEC_RS10060","ETEC_RS10065","ETEC_RS10070","ETEC_RS10150","ETEC_RS10255","ETEC_RS10280","ETEC_RS10800","ETEC_RS11070","ETEC_RS11690","ETEC_RS11865","ETEC_RS11875","ETEC_RS11880","ETEC_RS11895","ETEC_RS11905","ETEC_RS12415","ETEC_RS12545","ETEC_RS12550","ETEC_RS12790","ETEC_RS13235","ETEC_RS13265","ETEC_RS13310","ETEC_RS13335","ETEC_RS13755","ETEC_RS14030","ETEC_RS14750","ETEC_RS15190","ETEC_RS16355","ETEC_RS16450","ETEC_RS16650","ETEC_RS16815","ETEC_RS16985","ETEC_RS17480","ETEC_RS17865","ETEC_RS18085","ETEC_RS18110","ETEC_RS18325","ETEC_RS18360","ETEC_RS18595","ETEC_RS18665","ETEC_RS18670","ETEC_RS18890","ETEC_RS19515","ETEC_RS19655","ETEC_RS19660","ETEC_RS19665","ETEC_RS19670","ETEC_RS19875","ETEC_RS19880","ETEC_RS20165","ETEC_RS20360","ETEC_RS20630","ETEC_RS20670","ETEC_RS21260","ETEC_RS21805","ETEC_RS21810","ETEC_RS22290","ETEC_RS22300","ETEC_RS28960","ETEC_RS22485","ETEC_RS22490","ETEC_RS22515","ETEC_RS22635","ETEC_RS22865","ETEC_RS22950","ETEC_RS23110","ETEC_RS23115","ETEC_RS23210","ETEC_RS23275","ETEC_RS23740","ETEC_RS23775","ETEC_RS23810","ETEC_RS24285","ETEC_RS24290","ETEC_RS24470","ETEC_RS24940","ETEC_RS24985","ETEC_RS24990","ETEC_RS25350","ETEC_RS25375","ETEC_RS25380","ETEC_RS25385","ETEC_RS25855","ETEC_RS25860","ETEC_RS25865","ETEC_RS26150"
"ETEC_As_1 (GE) - TPM",-0.215535701414083,-0.0642141998148022,-0.461447160715286,0.0320683045413417,0.0116998674571443,-0.611378852976501,-0.510101507740584,0.280546929361072,-0.481284387561897,0.384338024991704,-0.977823549519934,0.179342419363459,-0.209752847909147,-1.19827175068856,-0.473275350666978,-1.2298714168529,1.70533603286055,0.0557457168579867,0.473986581475753,0.17667346814914,-0.453305671724796,0.797939743351379,-0.373130104973205,-0.170866362637507,-0.181891145310928,0.124736348108903,-0.113227520620823,-0.503253594059947,-0.421671984230381,0.602543013874805,0.634086385078768,-0.287643774526758,-0.490747216170315,-0.0169545971562077,0.505625461412584,0.90318058223977,-0.711352195205421,0.532256351768598,-0.889081109785435,0.280258023182226,0.336094597391891,0.996381597469782,0.918403775551273,1.60582331140695,2.05153114284607,-0.141043634190103,0.431778651909463,0.353902597311716,1.06280402524204,0.767367422948346,-0.314894500784023,-0.232596855815628,0.00195462115361066,-0.379223924573903,-0.0531080118649019,-0.532412326037154,-0.720666674212722,-0.815129945891222,-0.606119731814371,0.628265086013163,0.329303312469856,-1.00178663357028,-0.82226290331475,-1.4106125915609,-0.486961951260128,-0.580141593675801,-0.628003690529585,-0.639094798341771,1.19154110519155,0.436365534173242,-0.952057822517583,0.731084667774423,0.791830424439482,-0.215836454822398,-0.380307589403994,-0.594526790126988,0.993661723638134,-0.23169376043485,-0.702690051672801,-0.848003754250826,1.03489059788809,-0.194456104568397,-0.329440831710072,0.155494795245657,-0.018392951606116,-0.683434425611774,-0.0386900011835368,0.500130394584924,-1.00456474320141,-0.318278660293429,0.44592031833036,0.732167408991107,-1.31113040721169,-0.632936513959389,0.0214946157552308,-0.206045157357012,-0.964396976654592,-1.28702991193689,-0.78004115905453,-0.17272214831112,-0.960453425596964,-0.275227882126858,-1.14286857366122,0.80972512872578,-1.18696968151744,-0.0505471020207165,-0.119715189660305,1.26197465786157,-0.331679514698297,-0.310593061913219,-0.454537615355696,-0.349769913488911,-1.09344500229105,-1.24125252763674,-1.23184299084798
"ETEC_As_2 (GE) - TPM",-0.50007522021787,-0.152167715429655,-0.806673343627099,-0.464598376162259,-0.273071398069812,0.225976629798013,-0.462949257592116,0.335061035583091,0.0156760155873755,0.779459807415604,-0.706191191492327,0.350915009964376,-0.00674533279712804,-0.448566641696593,0.0173659155416852,-1.05293010196939,0.729065481912699,0.470103740836897,0.473124708002977,-0.283302958175632,-0.595982412323468,1.0232023141162,-0.259460820218368,0.17706811245463,0.0250079563710473,-0.0928084626576148,-0.039389524623899,-0.130322372605901,-0.508561731064912,-0.459696728682654,0.223786235462662,-0.187010848673896,0.0149502757175877,0.713811050417194,0.311896958613302,1.1201975797909,0.413698247897857,0.1053912550387,-1.14026686081843,0.229055453390385,-0.15323434273745,0.825446542745533,0.680896577543888,0.21286656173847,1.16517913306042,0.0964257271818942,0.758450142750378,0.147405945894738,0.288896240374383,0.449902446066047,1.97014590179875,0.78291609788135,0.700395100100984,-0.411545403763718,-0.28341632396144,0.34708249849286,-0.0758617539064957,0.13097146318319,-0.563570812013875,0.423116173838306,0.044020038771706,-1.07443446570853,-0.754503721107288,-1.03139415798187,1.21660022222246,-0.0740309084980231,-0.364039219166347,-0.0720947005524789,1.32859052619074,-0.0825042397397839,-0.747636621865893,0.325340653987039,0.928853993260403,-0.0829508646663083,0.265798441744858,-0.0692439353425586,2.24444386831261,0.329207332039457,-0.545027034492924,-0.197972450120557,1.10570113969157,-0.72880956838666,-0.255771839275089,-0.129749314584701,-0.359953184439276,-0.19872810239846,-0.0747220417859305,0.731640403525069,-0.0298866179434992,1.48418337942004,1.86749218899296,1.47345798093112,-0.983663194280912,-0.347346330850502,-0.372741064074487,-0.268553006010927,0.121418717928661,-0.903828828718901,-0.358591280442662,-0.0183050814512658,0.157225932841079,-0.618512452961294,-1.22542249782307,1.13910870109656,-1.04857871634474,0.71048547367254,0.265540326267861,2.53843084588165,0.118641371905835,0.145512490620343,-0.195919743704735,-0.625753539093176,-1.04890157297132,-1.16845045510566,-1.01219233442785
"ETEC_As_3 (GE) - TPM",-0.545400193131599,-0.428933498164158,-0.563821339237186,-0.60655516477628,-0.484512915522732,0.349867997407962,-0.805662319891854,0.428701302305732,-0.267964858723479,0.560810731831407,-0.54572568807462,-0.149896437409902,-0.152702743743285,-0.833673617779642,-0.616265425573154,-0.815939884136993,0.281842551284779,-0.464128543658763,0.591251114689404,-0.0429958457079596,-0.438115273057285,0.945708457013569,0.246434470838872,-0.0970183468109709,0.206338629751836,0.680797305210527,0.540370397458408,-0.426577903893775,-1.02523516548381,-1.22070826457641,0.996278727334633,0.443780097350869,0.464285092758956,-0.287910360992881,0.618822193594404,0.0978079519255796,-0.169249271966417,0.214903494143999,-1.22516217326978,0.223719757181511,-0.179148494405842,0.247432625903659,0.10810201150748,-0.584105863005043,1.33799354558797,-0.0626414084696858,-0.0437329716744504,0.32977262256234,-0.350403071860464,-0.0955513387468537,-0.126579395147947,-0.206493365171448,-0.107116026898757,-0.622436370820407,-1.31502150711943,0.165334723488257,-0.48354726663667,-0.870851990057504,1.27455598958735,-0.0671026830640711,-0.570443435169455,-1.13720200556242,-0.630542862292827,-0.849129294891806,-0.197343139591213,0.405079571804868,-0.566445892525955,-0.5751283393179,0.986278970956526,-0.704760298391136,-0.553504815472629,0.0469195833249164,0.800589301689069,0.208926188097181,0.285155675175385,0.180753186456215,1.86466405059348,1.44146421215783,-0.35755459778718,0.585989118523705,0.897249661054561,-0.64056447106341,0.00630698535991072,-0.0638789816292926,-0.56564620503477,-0.356396561603035,0.443176585096543,1.24830773100812,-0.0552058301472802,0.203041221891312,1.03423843654548,1.03341975591161,-0.578558898697622,-0.361354292036289,-0.604401970375216,-0.33537533080903,-1.07823675424618,-0.824635244979893,-0.576664729284795,0.451943923807397,-0.115609442098854,-0.794127916324112,-1.16333879487747,-0.174362652022917,-0.910243128134539,0.415697779040881,0.166053129323429,0.330717789790009,0.369682797248841,0.26239733178953,0.217207930188148,-0.161399585897822,-0.859042488409523,-1.04391406885076,-0.669151229348055
"ETEC_Bs_1 (GE) - TPM",0.515514588655606,-0.795663670330647,0.326713173698321,-0.525657726269067,-0.485611358402013,1.39175319764162,-0.104825793373861,-0.218880467087866,-1.01968987847141,0.166209872814635,0.655005143772791,-0.377286299503462,0.674798192280645,-0.612795173075748,-0.398149251815055,0.484993734201168,-0.668828524251892,-0.560517865248956,-0.257432198933194,-0.0738929205034192,0.0903256785629287,0.0596517806496585,1.24432731788465,-0.251554250064479,0.722106761819868,1.36865661102306,0.571495221286357,-1.14889343937903,-0.618151158632094,-0.309543335576548,0.804919255993826,1.43106275747543,1.49160186589354,-0.616960374558422,0.921186785959779,-0.239969868861877,0.742641975123257,-0.315985550951759,0.395369725693055,0.41039218153598,-0.639983830652589,-0.533443760406456,-1.04677690124853,-1.22142804546702,-0.0492279787579649,-0.440707772419424,-0.425859097139468,0.108942398781436,-0.00426693910934155,-0.860581373799992,-0.678951032801567,0.117517649319782,-0.0400187134400184,-0.000313931816568103,-0.704274958975786,1.3040392199896,0.177232259059961,-0.734841671521661,1.25389596206655,-0.306780045039866,0.0287456445736313,0.0389582314012101,2.08469703318509,0.527288536165694,-0.0025403952232129,0.868497627447021,-0.53424730054776,0.132673357530531,-0.669116236468242,-0.253328460566338,-0.507709083773065,-0.212738118253787,0.152775730527667,0.260231270250487,-0.00106413878275688,0.316458642165366,-0.742384915797421,-0.611008516522718,0.258729498320051,0.268336541806174,-0.155880944115602,0.173591807847456,0.86586196854922,0.0566834861931111,-0.179123225126516,-0.946345745372596,0.15503153707313,0.65427551801363,0.483347514724779,-0.107164024282942,0.257152900281196,0.165751220378465,-0.527759928382586,-0.0311682041441026,-0.307965506837602,-0.469632834178036,-0.961458861391579,0.211944484024121,-0.151784794788801,-0.0385486227444417,0.244637316747738,-0.600952961636562,-0.16672930481754,-0.415778789364216,-0.328769214178438,-0.210268705985823,-0.117303341437408,-0.383159191606642,1.06679359464531,0.623270603805303,0.38871116264872,0.640831427344378,0.423973988988362,0.401066504939035,-0.515367367614424
"ETEC_Bs_2 (GE) - TPM",-0.132384614932234,-0.824582959455796,0.0747724972652921,-0.535613664173321,-0.512744973513296,0.774936943590034,-0.353409634627385,-0.0985719158622488,-0.695064072553493,-0.0565715590585348,0.210124138539706,-0.110687905127312,0.458683585292331,-0.63490070856167,-0.345247284193088,0.138755017071703,-0.773035874831121,-0.822439469059576,-0.361309228054791,-0.137890472776422,-0.073299855115152,0.072741890746395,1.14375653125527,-0.875314996070224,0.698250114422837,0.784434165258631,1.4286119509103,-1.03621249762624,-0.698151116706874,-0.519119396568804,0.411592113003579,0.911450176942767,0.828731473029206,-0.84559612507957,0.417836110159152,-0.0924323729496153,0.0496168887889098,-0.0346628377267926,0.250690571989044,0.194650638445459,-0.21804896631212,-0.375653000524775,-0.8065881924345,-1.22671800279883,0.223602945318773,-0.488857954742219,-0.502340434688836,0.0431153682259794,-0.0804340390725522,-0.406818035300172,-0.573820881587435,-0.351788669596309,-0.434047899229435,-0.595476331813947,-1.14775696704837,1.11007682285453,-0.247828684760548,-0.42880819894902,0.872427298751293,-0.0740667847118187,-0.065579152389468,-0.0372283115452352,1.68732644272799,0.252073290563843,-0.207571749194225,0.487762021197563,-0.491764818811137,-0.26205439579842,-0.387164418258217,-0.441038413777628,-0.563314483391581,-0.0782970267490512,0.712793781277176,0.537100298289255,0.43068279370937,0.433079557756234,-0.770633517472692,-0.774171343655935,0.256859449690874,-0.294174648933666,-0.065729753329975,-0.100822752530478,0.761524322640083,0.0337503644858732,-0.449598743044658,-1.08746600438217,0.220640187178378,1.08146118070646,-0.446258814443011,-0.316683328163453,-0.334962453191045,-0.175773431162132,-0.870272043619085,-0.110310256241716,-0.350835098745505,-0.380183704997273,-1.09959828517106,-0.267719705873263,-0.268314454256538,-0.147682174478163,-0.0967472038891187,-0.792458554998404,-0.310305478274336,-0.749913122540889,-0.370081492242615,0.0335647003785695,-0.17168410102864,0.00916012406871883,-0.113775942245881,-0.309157337858963,-0.143134879359581,0.714541290877238,0.217278387173961,0.306764117180234,-0.497241739189464
"ETEC_Bs_3 (GE) - TPM",0.110121828262505,-0.831219750535318,-0.163028609365003,-0.556718486827785,-0.528852339456373,1.1303372902659,-0.120020034762823,-0.30010558296898,0.106288354821593,0.246357137803958,-0.189106363804603,0.473236329845693,-0.170216338787827,-0.984298223490597,-0.290847197483625,1.02128470627993,-0.823134039836841,-0.507680724633815,0.0234548944411331,-0.313642887884581,-0.083432358075733,0.229544172912018,1.56760009565362,-0.0889892130211172,0.867720285213658,0.137939948680415,1.41997015743672,-0.586492994553858,-0.181837756542901,0.241445262901154,-0.187864989804568,0.348650781469725,0.224818326842185,-0.777886659590315,-0.207452235118075,0.276762560952812,0.175843769352258,-0.111926157767114,0.523853446367617,0.183043549922469,-0.348176268847553,-0.12913429919171,-0.895130948442107,-0.697223599580422,-0.176095272377326,-0.6050091648848,-0.605291244523183,-0.565097382132399,0.20000107450878,-0.516802312510407,-0.62148041582262,-0.0714386090819192,-0.54779552774503,0.0268639076826622,-0.944835004203817,1.04223987272774,0.2273011802851,-0.537736466124564,-0.431105129670403,0.232579479940702,-0.00388807332977914,0.0537207987244603,1.60769956172604,0.704219320517236,-0.263753672630125,1.42932949026539,-0.522052319607695,-0.637558536707994,0.146366215971926,-0.179922414355991,-0.717249901628981,-0.198414753737742,1.27352484471358,0.782698232956397,0.932266283707749,1.23263008014419,-0.558785281764449,-0.604233803749505,-0.0591380183302994,0.0143964347341842,-0.2367566639537,0.269356004063764,0.340964391070958,0.0580661850731695,-0.134003629392936,-0.82933403434176,0.0262417436901042,0.166783373437971,0.0952531324496153,-0.00200008717706645,-0.611737917510059,0.0191445324466531,-0.522132859629053,0.0267098196749832,-0.134149997438474,-0.31087135726655,-0.730575156409155,-0.260868531258813,-0.318767255533917,-0.612070077419517,0.374754729126793,0.304066464620154,0.0228035276180943,-0.573728252587703,-0.116730315906925,-0.281389622015498,-0.375769266142665,-0.025071501120428,-0.596896452907141,-0.56730797366045,-0.432648988626293,0.190135024419715,-0.121670238638753,-0.0719565327472612,-0.342727309973472
"ETEC_Ctrl_1 (GE) - TPM",0.778797763076728,-0.5755776844353,1.08857061894176,-0.432671576418006,-0.406140154638461,0.920196149946264,0.163766689393409,0.0175629469141489,-0.824734420596794,-0.0913209629519972,0.685811567411121,0.648835156093368,-0.714668501560016,0.620867063727265,-1.28903387876693,0.344779035412189,-0.893264967294259,-0.108975068160035,0.0440000546098287,0.0508665396597485,-0.0505840542516112,0.0752375379450943,1.37966074753524,-0.875314996070224,0.698633063395421,0.655799617478516,0.824298076324098,-1.29546003467018,-0.934263024278858,-0.361591321308805,0.365471598788677,1.41978848131506,1.52028762243953,-1.03003143868479,1.70903041028731,-0.64945664739781,1.82157640421242,-0.150378812596761,0.378020709901415,0.472370102560182,-1.21402015564506,-0.927005647419726,-1.29883115096825,-0.497832716360633,0.303125162996371,-0.379771914465766,-0.319828644212825,-0.577175513298626,0.254596066205479,-0.269923051293572,-0.499884377311184,0.319383506720366,-0.642903696822572,-0.489711449173796,-0.210118434336989,1.25226597359465,0.408186290760231,-0.097192679145334,1.00663973050121,-0.478668686514216,-0.0969830612357034,0.525718929664649,0.0919745249063435,0.326361450672615,-0.146469882003291,-0.561053820368161,-0.612111137843474,-0.10059176576018,-0.716714683442935,-0.321374771637349,-0.106889946605082,-0.209809275525036,0.373200073699499,0.179055626759075,0.310356078155566,0.358351843913273,-0.66155843459744,-0.768346472761806,1.36659285640956,-0.524790644884589,0.118213700074814,0.323259030990295,0.813079602232196,0.0503774993579653,0.0762884547831172,-0.545457334833758,0.239950978237389,0.447458518582235,1.14841542045206,-0.0253078400572856,0.230963769507475,-0.590491700216765,-0.0500072395042575,0.614162648593531,-0.355428472684564,-0.432739649343651,-0.158799710340488,0.431403172216812,0.0587928047693161,-0.592787131480285,0.872913459451953,-0.453531455797182,0.500492953955003,-0.753691762463827,0.133906257154285,0.0846879484975292,0.280582340706717,-0.196711784032807,1.18368077921612,1.29283087333355,0.76460278778587,0.678541179668668,0.461722597529404,0.735159430529838,-0.319715845066305
"ETEC_Ctrl_2 (GE) - TPM",0.0798507394588481,-0.68391933011586,2.46270820399015,-0.423501388317901,-0.368437618203314,0.63471771947587,-0.375303400587296,-0.0639766230423507,-0.848169824531244,-0.528102879587264,2.46736371271198,0.629032297095472,-0.0587891274735878,1.08718064992085,-1.03068321750722,0.387804015723001,-0.889660705017483,-0.478808384266473,-0.453005911617626,0.0128134640525098,-0.212720892828392,0.0782712420610937,1.00905647085199,0.239584541876432,1.20474306955143,0.454758927365381,1.4722109084284,-0.711099852064784,-0.216604983802744,-0.308740051065614,0.0520676132577283,0.846136954960246,1.00311641815516,-0.728447687394262,1.26124252023393,-0.0105797015772817,-0.987147494729124,-0.32943940758768,0.492037642164723,0.218908762258933,-1.19687797763381,-1.12155476726931,-1.44312592077266,-0.0417842934899855,0.732494084965931,-0.392625532922112,-0.361688896550763,-0.685693098013928,0.105209264295201,-0.0999099821422868,-0.432795774754462,0.586886754710815,-0.620112193840498,-1.20760146857243,0.0279640050395035,0.789040959617993,0.336126892228929,-0.14603008797191,0.427546211291868,0.0839197123971154,-0.0612882053122218,0.423033922296387,0.399646184358707,0.86534432050347,0.685509840247488,-0.660897168442156,-0.420689417011307,0.125195139614739,-1.14074464513366,-0.135692722868882,-0.179210055405324,0.168181190043283,0.875105235476754,0.497970665546946,1.1221317403878,0.69617339498416,-0.61143062758619,-0.878174153263344,1.55342183076126,1.6731614701875,0.290214485183599,0.537180542449627,1.02180912130164,0.216828716665457,0.425694214766725,-0.257786927807993,0.377705334040792,0.564727409248588,-0.0083764663170163,-0.275129208131249,0.171699041348688,-0.0137875316351153,0.492521804534684,0.407618410753434,-0.276513477956691,-0.272259808081219,0.0354490435359396,0.334710435903311,-0.0598495543458602,0.295636076671266,1.27084673312657,-1.22157789093268,0.605410187675515,-0.724986592311656,1.00940581567575,0.404681510722652,0.295448766870598,-0.451441289484824,-0.0207115487707257,-0.0555263034120457,0.374612893992602,1.03683562659422,0.488748913529619,0.776399265756955,0.911244705387347
"ETEC_Ctrl_3 (GE) - TPM",-0.0582345331901344,-0.6902888262401,-0.224520278766169,-0.459151884309753,-0.406539697814895,1.0472282839823,-0.147328049636008,-0.122142795760143,-0.367182819988105,-0.045166713019403,1.88724969907402,1.12800902532467,0.582727376506477,0.820329355123916,-0.302032345324346,0.460463886471639,-0.998733511188713,0.127073301992631,0.526674720761546,-0.0793720829036585,-0.0336024919751277,0.0111454549370859,1.90380343232013,-0.875314996070224,0.433975028098628,0.31919343664067,1.24128626166997,-0.808509689827796,-0.375559863384101,0.130458679135906,-0.324539357993664,0.244050793977764,0.036889157376035,-0.381822687474556,-0.183947608084997,-0.602979635209692,-0.467867302025434,0.898303867238556,0.528641277508592,-0.0168047720512623,-1.23038669867472,-1.06346689366828,-1.20852027257178,0.347581097000386,0.115844547210616,-0.592355280589332,-0.583785781372204,-0.960280352396161,0.245295364728092,0.128814491783926,-1.29347726101274,0.558164483076446,-0.0702681266841709,-0.0997393488960362,-0.282100198380429,0.381132248014774,-0.115392082522639,-0.2788201603865,-0.391026895422623,0.107189262615233,-0.0812390045282038,0.758837581376478,-0.0837883183910588,0.281273843216094,0.553299161961934,0.19494575669992,-0.0695216450577252,0.0698023798973922,-0.728636226815992,-0.0960762280775446,-0.369096377132886,-0.102054551983698,1.56321703878909,1.02930290151591,1.1512504168651,1.50794197110742,-0.621704379036769,-0.651378273312032,1.0097811725478,0.760711664420412,-0.1506960173021,0.303086339439897,0.442872680441433,0.920210396191193,0.578031394585828,-0.568526317282902,0.004679814724891,-0.0461329474407834,0.000472118972206706,0.0368609864003853,-0.581513004964397,0.216444308107149,0.188209315003079,0.0599735573683122,-0.140562200330026,-0.314746853168564,-0.0172303886590285,0.130314234733323,-0.203087690238776,-0.14541156582088,0.145416428477077,-0.59020495637979,0.968785759423385,-0.710224760136902,0.583256220042167,-0.457639089260338,-0.0976625867816785,0.267676823911371,-0.57166680185365,-0.602585939057475,-0.284513443601678,0.417964784031856,-0.0870550237251903,0.328127035455982,1.49611656452913
"ETEC_Li_1 (GE) - TPM",1.46770206055188,1.91738189668139,-1.38291699677126,1.432839968184,1.19484969431789,0.540228355667603,1.35921456838328,1.96200723769396,-0.147472333978364,-1.19113049136904,-0.878926962008173,-1.32944815695218,-1.28057050964665,-0.426926790495954,-0.225632716793607,0.293209866792749,2.00528747327547,-0.879043933847654,1.65419562393504,1.9849454289847,1.29210001662147,0.54853487465856,0.325047149652711,-0.662218449107431,0.598280839225194,0.554487391219325,0.228586019172842,-0.518376458576194,1.16649460393247,1.01580589563267,1.76408446225859,1.59322442263056,1.27101149089542,-0.293500672429763,0.0784886355026612,-1.23238045544562,-0.278006051861039,-1.52832299230243,1.31807232775807,1.15793341661417,2.29682342497467,2.482653403575,2.01376503623923,0.773942172658915,1.35786994612527,1.835472642316,1.22074980370364,1.6057119999099,1.27722917348081,-0.00891764047594732,-1.28406760365115,-1.24602041165134,-1.29155945675102,0.148465551529073,1.75037739581302,-1.55169416325583,0.163436595574029,-0.361903788360977,-0.52570938792862,2.31531754922519,1.79370230371583,1.42175230880187,0.569399107935003,1.21349956715459,-0.861893506125076,-1.37862079088478,0.454054032484286,-1.26608485010546,1.05681365506984,1.13636820801928,1.09358863176329,1.445772031429,-0.606404843356832,-0.119794602330481,0.978996737091561,0.46002876669945,0.936905043384199,1.02869229135825,1.13997117396259,0.32938404901193,1.77691304473111,2.02716463069317,1.35168294402911,0.904251025493882,1.24741489957093,-0.158407942623709,1.06742342992522,0.504320387057967,1.51985009961662,1.18270975744055,1.57052813904745,-1.77618291776696,1.3492751733069,1.23439260054861,0.842702550429157,1.1290103430627,1.35545529586957,0.612552304095038,1.59534891271122,-0.865888099357783,1.73806113741953,1.30581695021561,1.22269551531088,-1.07289810893782,0.649307421261974,1.75278246523486,0.628767117934543,-1.62252883436972,1.47781636831925,1.51559012923344,1.63939252055762,1.36451097060855,1.11680930095267,1.10796018052349,-0.213441964080313
