"","YPK_0001","YPK_0041","YPK_0057","YPK_0076","YPK_0077","YPK_0078","YPK_0079","YPK_0125","YPK_0126","YPK_0127","YPK_0170","YPK_0356","YPK_0357","YPK_0426","YPK_0469","YPK_0474","YPK_0499","YPK_0500","YPK_0559","YPK_0649","YPK_0699","YPK_0791","YPK_0792","YPK_0839","YPK_0867","YPK_0868","YPK_0869","YPK_0983","YPK_0984","YPK_0986","YPK_0988","YPK_0989","YPK_0990","YPK_0991","YPK_0992","YPK_0993","YPK_0998","YPK_0999","YPK_1001","YPK_1063","YPK_1075","YPK_1105","YPK_1150","YPK_1181","YPK_1253","YPK_1265","YPK_1302","YPK_1303","YPK_1350","YPK_1351","YPK_1364","YPK_1387","YPK_1388","YPK_1389","YPK_1406","YPK_1466","YPK_1502","YPK_1503","YPK_1517","YPK_1534","YPK_1535","YPK_1566","YPK_1598","YPK_1599","YPK_1600","YPK_1601","YPK_1611","YPK_1803","YPK_1843","YPK_1855","YPK_1866","YPK_1940","YPK_1963","YPK_1964","YPK_1994","YPK_2017","YPK_2018","YPK_2065","YPK_2094","YPK_2095","YPK_2163","YPK_2214","YPK_2429","YPK_2447","YPK_2451","YPK_2624","YPK_2661","YPK_2817","YPK_2820","YPK_2866","YPK_2956","YPK_2965","YPK_2966","YPK_2967","YPK_2968","YPK_3036","YPK_3153","YPK_3155","YPK_3156","YPK_3177","YPK_3178","YPK_3179","YPK_3180","YPK_3181","YPK_3182","YPK_3183","YPK_3184","YPK_3187","YPK_3188","YPK_3189","YPK_3252","YPK_3297","YPK_3299","YPK_3300","YPK_3301","YPK_3302","YPK_3303","YPK_3304","YPK_3305","YPK_3404","YPK_3421","YPK_3422","YPK_3579","YPK_3582","YPK_3583","YPK_3617","YPK_3688","YPK_3710","YPK_3761","YPK_3766","YPK_3821","YPK_3825","YPK_3921","YPK_3922","YPK_3923","YPK_4028","YPK_4102","YPK_4144","YPK_4145","YPK_4182","YPK_4229"
"YPSTB_Ns_3..GE....TPM",-0.710019739212492,0.0301290469579017,-0.586856303246836,-0.473885128574163,-0.482697279335483,-0.842902898365521,-0.743190892445852,-0.657637873906462,-0.748604476137105,-0.824737750641653,0.39642669286585,-0.595813012433183,-0.249278298242537,-0.612461637870072,0.054997608834633,-0.278290262968605,-0.120207079542152,-0.437849122515978,-0.444299764481052,-0.525924179646349,-1.04258245630688,-0.683951881148271,-0.563739684886596,-1.53600422175009,-0.27760868006117,-0.541661263875932,-0.550009229208919,-0.803625110591012,-0.353934590822912,-0.780065175809027,-0.892678108395184,-0.273487951920727,-0.708484902438301,-0.387802238890327,-0.290247105300862,0.095266149199193,-0.250766974491928,-0.475145372985392,-0.561743860059679,-0.562352248833092,-0.244703363208686,-1.63483135629841,-0.469124801542494,-0.591021603199353,-0.410402345784051,-0.0992625204893779,-0.842178726144826,-0.228960783690807,-0.610635662310305,-0.299156925221523,-0.402862537256763,-0.804031607857384,-0.662729049603856,-0.608461766586504,-1.43705540322012,-0.756607772275675,-0.840026750467955,-0.673328548420701,-0.501071364762397,-0.438821402325755,-0.325429864227391,-0.49808473092442,-0.43145657944742,-0.319488508634943,-0.219033747420846,-0.506929055926654,-0.60318996338475,0.0234292783793985,-0.447810935427686,0.346110051933868,0.13905159973372,0.249551564618052,-0.482829870486973,-0.472532760496132,-0.406458734726065,-0.384139448569768,-0.441124598235959,-0.627829255857466,-0.44777514791497,-0.68350461394581,-0.12818339588807,-0.737929165074711,-0.497321399776719,-0.62524310539258,0.79082146025884,-0.0740124426500798,-0.854937835655277,-0.185016169687427,-0.326365476095897,-0.561805554895246,0.262393931472231,-0.613080195276516,-0.576267822358562,-0.439899216369412,-0.281685437557407,-0.881554557463435,-1.09669813253601,-0.310815476773857,-0.226575004631921,0.426228953741008,-0.00148895249138588,0.153045595147318,-0.286409978911248,-0.5773189320292,-0.835356645110698,-0.132824114608283,0.321845980177418,-0.209131447734779,-0.845372286961572,0.317202401527013,-0.92264308719284,-0.834201642558775,-0.435709183448611,-0.251227414308876,-0.29437340506286,0.0385701756416878,-0.375925114476754,-0.181835721129183,-0.530904133301429,-0.283707694021116,-0.394908755321293,-0.741872370496287,-0.536047845766531,-0.310861923348262,-0.249559759415127,-0.523770874486616,-0.149519436938924,-0.486861086936058,-0.114023261912197,-0.386282348645686,-0.509900073962994,-0.258818743838161,-0.409847018512759,-0.449807943051022,-0.420560277821971,-0.766574965988864,-1.35921467944087,-0.381616144866092,-0.0223659515190935,-0.502605123996766,-0.139333128983426
"YPSTB_Oss_1..GE....TPM",-0.346407728829357,-0.674678140949124,-0.427480942353221,-0.492290370984097,-0.480015442016993,-0.608120541918209,-0.705018345083022,-0.216217464418381,-0.629232554652706,-0.673445651232171,-0.453793628460153,0.392198526666244,-0.23936798438779,-0.245955179907548,-1.99754441059004,0.984383748066043,-0.764856993933074,-0.44843603008408,-0.609869386589466,-0.295251722335298,-0.714971401403019,2.03657048479745,0.267392163459716,-1.00157233659613,-0.863467783139528,-0.72559629609976,-0.725750523352873,-0.995535906174378,-0.744501939011897,-0.812587694073464,-1.0171910446539,-0.619750006918932,-0.988871864935884,-0.840420903096379,-0.871880034342753,-1.17174986173159,-0.457746437773085,-0.614634989865128,-0.61720903058813,-0.994370771667672,-0.960572964323038,0.187237092494589,-1.09344227556777,1.9036864954636,-0.299739756428349,-0.267286095746572,-0.10757918280703,0.0562504700233411,-0.271295533276497,-0.322953281105105,-0.513035630654701,-0.663812985700441,-0.668505289361857,-0.915015537333713,-1.20383180420453,-0.73170905401529,-1.33652528883417,-1.30982262660523,-0.645405694991586,-0.4048162751054,-0.257556053869834,-0.497213491065939,-0.574746777257414,-0.405778633328849,-0.441397193794026,-0.552683962106574,-0.496861572025555,-0.473035689130852,-0.404633086212672,0.511037694263388,-0.350978021163686,-0.0309855157574262,-0.597863788332112,-0.558826947344316,-0.774010069420014,-0.464938283817213,-0.626502862684308,0.378933924509329,0.117674186596125,0.28320777974072,-0.835761588203168,-0.902762191663948,-0.296176825266072,-0.0183175046291863,0.958644408721112,-0.810231924563317,0.488239595324061,0.0353911849057622,-0.723641922493543,-0.549056544242783,-0.660711321148821,-0.758830444452402,-0.747496212527004,-0.760333220115264,-0.716809334479911,-0.348744459789642,-0.130356607932507,-0.179263416733692,-0.266571435545213,0.727699905044853,0.621427609713412,0.93458066332561,1.06796898031886,0.616441329093918,1.21849795621295,0.734504619427528,2.38950330100565,0.189366227657415,0.347358563753432,0.095894204599314,-0.0600435802561368,-0.844715996373706,-0.722327411252247,-0.632705242641901,-0.40049334434079,-0.652547720914283,-0.422094976831256,-0.507515843467349,-0.231191722917987,-0.490058602724967,-0.567001992401872,-0.598515119723399,-0.570314342195087,-0.381190325643003,-0.479684488387626,-1.15150679283666,-0.897002991199597,0.0696402020272929,-0.596262474479554,-0.934988403373588,-0.520088002438163,-0.62876559218067,-0.413898032964213,-0.405971196103295,-0.418891434335404,-1.35760661335929,-0.637350368429729,-0.426428531067535,-0.722683896106666,-0.324859421174029,-0.0729278537940547
"YPSTB_Oss_2..GE....TPM",-0.547272842327548,-0.316882858757595,-0.467575631961917,-0.477106124984257,-0.466588814138301,-0.694971448212448,-0.568967210399867,-0.51333114331002,-0.73445703324515,-0.616567422691159,0.0222601665481201,0.303506153107344,-0.323765955178764,-0.389994889758224,-1.73545971997666,-0.0396524989371614,-0.776200211049257,-0.489067448073121,-0.621444144694029,-0.361273392266515,-0.703152480042002,1.9683491345629,0.610428864539294,-0.65105908282783,-0.606224133187011,-0.680723497174381,-0.626100714177825,-0.925210507733226,-0.422225015774977,-0.488263720609192,-0.921825340765296,-0.712603969208357,-0.795933530147428,-0.716073887935789,-0.830455113933157,-1.13485563771654,-0.188388132343614,-0.459322224482623,-0.598863933133229,-0.783694572844048,-0.724827095518572,0.392879979550679,-1.05672083428039,1.21421558249006,-0.370184089344665,-0.340968663905207,-0.507317805291836,-0.158204071192904,-0.448834365473019,-0.338495019442424,-0.481687168198396,-0.757838332041516,-0.658655392527732,-0.915147075532293,-1.07162308648025,-0.61026420183104,-0.857869997503172,-0.67302706264573,-0.831520227216179,-0.403606129597432,-0.336610486532256,-0.621252361154712,-0.280545424320197,-0.191153820676809,-0.178956886202968,-0.521206567775255,-0.484153696582151,-0.472546282954682,-0.39669380527483,0.0133623666488056,-0.782778007438964,-0.0364379357806822,-0.547861429444854,-0.229828235945971,-0.704506095007563,-0.410847051026111,-0.523450642708697,1.63436829392252,0.285639452544477,0.581500261160392,-0.52625233696024,-0.962794230131302,-0.352204289406122,-0.0854766738542547,0.862198346204478,-0.479420209512949,0.563982950088544,-0.334935298430659,-0.621477803392289,-0.319533103294871,-0.355114192467349,-0.746519916551702,-0.701812458020592,-0.715784367130022,-0.621975455997972,-0.0817175332463272,-0.151288571182329,-0.118681602656664,-0.177345783688765,1.39082962265386,0.728086684921838,1.34798323950803,1.05650029564301,0.595670258357495,0.688527069761453,0.32357982956985,2.37241705721717,0.937234342311992,0.792036573052118,0.314299229588485,-0.244102184598661,-0.722043564329436,-0.6382379746926,-0.501653982475109,-0.394968112807122,-0.424303978296183,-0.458468519900483,-0.398475650142427,-0.186768099323616,-0.495876076161614,-0.509334898371667,-0.674270624714121,-0.577764688958855,-0.427259214835598,-0.410263274793689,-1.04682845008718,-0.59309250579327,-0.20274296640632,-0.374210801428996,-0.739595598864581,-0.448734485458975,-0.490688374653863,-0.409697446047415,-0.372494512322218,-0.426960036815056,-1.26731631563873,-0.678451320691509,-0.434460195527661,-0.678673971428488,-0.409395063750069,-0.196224072947469
"YPSTB_Oss_3..GE....TPM",-0.722010405711603,-0.673644403021933,-0.395372235607584,-0.417764236035815,-0.449555852789135,-0.679833770070753,-0.943335569900081,-0.230245788476409,-0.656891917644637,-0.505723751475096,0.548463518387333,0.492071860843316,-0.389225543273944,-0.247998853055646,-1.08722059678706,0.00409359491552285,-0.6646724624903,-0.650540513789802,-0.678424403966929,-0.208551479902659,-0.774511292556062,0.89443574144478,-0.207477916596339,-0.583262094860169,-0.605131534740388,-0.569956980486765,-0.589891945699131,-0.326520858964821,-0.853638403130322,-0.624735182970676,-0.435791161201739,-0.351505632991318,-0.745838583733386,-0.448719265563897,-0.369656214395946,-1.19177307071435,-0.300887581812727,-0.647290041898005,-0.583849264486321,-0.703536944133232,-0.768506150451927,0.0664340667487932,-0.830147456617349,0.89180110575459,-0.326564477316491,-0.103092355814311,-0.443208350288243,-0.302001995342367,-0.425090917090841,-0.410178689160594,-0.451266903329392,-0.695856064438181,-0.931757878672675,-0.700709872140253,0.205569184622318,-0.732267652886486,-0.677920078953764,-0.785039044135151,-0.319110305809463,-0.463683649018,-0.352804182590783,-0.336380647139555,-0.0607939188791301,0.0917745080666864,-0.0330089339604991,-0.551382921917822,-0.338891458950168,-0.289605889643741,-0.354231772145979,-0.0762848763892939,-0.827151265703024,-0.523206432523019,-0.494232538680285,-0.55425869131818,-0.38192556428135,-0.385120000747154,-0.538974615404378,1.20819495710459,0.940861552277784,0.248227032837797,-0.735136053215659,-0.683125677049101,-0.394649147733221,0.096882377063645,1.11409808014169,-0.43401944299612,0.880266481773856,-1.12667404835723,-0.846636795204513,0.0870885595002502,-0.700630750034276,-0.701496686906839,-0.565779717556533,-0.570951704704704,-0.497922627723941,0.0624448077327003,-0.0929014453860586,-0.0782760704710694,-0.211402940304325,0.407648800582156,0.0708065223617781,0.3041266032651,-0.158972524258137,-0.369721321795931,-0.00240153637633485,-0.135356678239239,1.26408892873595,-0.421224041099968,0.168935315832891,-0.148369144541782,-1.50934382549405,-0.986486160087843,-0.623588836229043,-0.375066726310677,-0.599636970057717,-0.679756186084598,-0.466139782889334,-0.534659581013698,-0.200763924256445,-0.417746340168396,-0.463662951842618,-0.877256064849719,0.0134721033142504,-0.225103151045207,-0.289862971595422,-1.06357579600708,-0.50731251926186,-0.248972455578171,-0.443636617679111,-0.937982466076133,-0.460323666221813,-0.489983103255656,-0.404456692390638,-0.428172717048892,-0.400989814424589,-1.18503734342953,-0.605394514141058,-0.356886224801784,-0.640316102936563,-0.485004576713432,-0.273193439980151
"YPSTB_Oxs_1..GE....TPM",-0.31045728767532,-0.157304300661804,-0.598493768976426,-0.362991699223542,-0.365593316766225,-0.400884371126778,-0.604182776323308,-0.29791179991136,-0.332518226664967,-0.121591932039831,-0.35088841537503,-0.359369438528818,-0.390440816835655,-0.444402744065121,-0.673625212148703,-0.344388283109783,0.904505090831622,0.966972665660206,-0.545374469022031,-0.346598005941844,-0.44675306741979,-0.332429525799061,-0.532049049242797,-0.426872620270061,-0.517573791174049,-0.379936504156425,-0.499718306209696,-0.387807432008211,-0.280819902635565,0.112479106318115,-0.416757261751578,-0.415591186390234,-0.718690583085821,-0.753950442172473,-0.78041121108492,-0.75580021671799,-0.694050609011589,-0.852277359431996,-0.51788415514616,0.106008658715855,-0.198436709296073,-0.545011352323765,-0.121135116738322,0.320214241293761,-0.39925839821002,-0.477864321023163,-0.431710575765404,-0.49309502667796,-0.367154740652007,-0.441934396721387,-0.116967949112463,-0.763934000879234,-0.808217428626291,-0.759383035528402,0.416573939733781,-0.514528941640598,-0.0402129525784913,-0.685119095724088,0.639849747635568,-0.399084429652008,-0.497374512991657,-0.495034397587729,-0.367060509222118,-0.308380372995703,-0.385688376088999,0.0733918348047612,-0.551245106213749,-0.784140565192655,-0.460725298490867,1.28626197966598,0.945295212739989,0.57466437091977,-0.295231459799044,-0.643262503886054,0.885184655707905,-0.44516649837968,-0.527515544277062,-0.339733716468776,0.945922263541478,0.993491964625321,-0.0744418853689436,-0.460721353140641,-0.356241178840834,-0.408194406077848,-1.50675259609233,-0.40957038998519,-0.119834301648755,-0.249229478073887,0.980249078249804,-0.728205716190243,1.06912601532294,-0.0799600141106164,-0.112831455992507,0.108542997402887,0.565429878493018,-0.41523732325863,0.439499434624768,-0.464449989261506,-0.440190008725228,0.0637461460541761,0.0270670978379138,0.0817492814056223,0.307345946524494,0.214137555345093,0.211235202973318,-0.293490022813368,0.102429547371709,-0.246980097054036,-0.691880288771591,-1.3760066554504,0.00667648829498596,-0.87401618770527,-0.487813266813138,-0.751221808195246,-0.743744683001973,-0.808197529593437,-0.744463998823217,-0.722010368929914,-0.78056911670793,-0.569316287011857,-0.484860449442357,-0.404998568605358,0.18329899625695,-0.660073647243448,-0.56931290468797,0.0250963617451408,1.53900457766853,-0.806848398915495,-0.0571517901527781,0.0923085425790382,0.180069707191787,-0.380662416138142,-0.251519506535045,-0.331970371528374,-0.239297578902201,0.643709371416362,-0.190400942844729,-0.503910239688975,-0.334050186733103,-0.307476997760792,-1.28217445735076
"YPSTB_Oxs_2..GE....TPM",-0.277402979743569,-0.15296543726143,-0.63171773823223,-0.386949578657957,-0.373096482454093,-0.431611702750745,-0.267667865895806,-0.452196993120033,0.0333822939077984,-0.580477892241925,-0.170681488693498,-0.472277530084345,-0.324272980916852,-0.384119644627631,-1.13500209700984,-0.741932040887041,0.54779046077498,0.432233854241895,-0.550518870898858,-0.36781768421274,-0.366490440641656,-0.602049631824731,-0.562532682114933,-0.305736364400667,-0.614207585460912,-0.527088618442067,-0.533195808051128,-0.121784525273799,-0.0330406098703546,-0.658974518945395,-0.476508967072991,-0.10028537050896,-0.915885927826204,-0.826727873843614,-0.746966470037948,-0.633734881578514,-0.698267102685026,-0.864188751496117,-0.550739428186872,0.601108310557498,0.111443609943121,-0.226779534507367,-0.0260304666077165,0.326441077720606,-0.412156885095543,-0.441164711698987,-0.509766370766173,-0.523811334037305,-0.385004155685351,-0.441762197145164,-0.215039489909938,-0.811705627948143,-0.77863252378596,-0.949602737641323,0.740140761279505,-0.170462240817901,0.0318706235971892,-0.179593524538537,0.242628088990858,-0.44482255030393,-0.508137586953406,-0.662065902120192,-0.386818810137735,-0.0559466503364453,-0.311232163150726,0.160109272847914,-0.600217414063426,-0.705832803407398,-0.435670340962667,1.08316114368229,0.728968444914628,0.528367874152945,-0.333913712459211,-0.380796879537498,0.96984280970331,-0.415765271013412,-0.468907358173812,-0.300631793072773,0.833547510905596,0.987548112555944,0.631257793010565,0.144861153836844,-0.456298994791538,-0.533398620656631,-1.43115715990745,-0.329016628779204,-0.486108353149846,-0.691907451754709,-0.0411118273408867,-1.0478881237631,-0.152287912181561,-0.320211608737403,-0.182733142073056,0.0277889259797645,0.269112990251638,-0.235911739968767,0.724941931277734,-0.390332277201683,-0.394575684877096,-0.0614754959094311,-0.214651058913198,-0.268051788898929,-0.0412178125738078,0.372390111118685,0.499795880255553,-0.0418108471571738,0.267876519333443,-0.527744451491147,-0.570173996867735,-1.33284709185997,0.0208379246275921,-0.445593384570355,-0.70377409343742,-0.753189010694932,-0.636894254878792,-0.720279904778909,-0.755795578196355,-0.764330284848277,-0.710875748390715,-0.56144596003962,-0.446178609286781,-0.120271605422526,0.00551477919413343,-0.644502345715644,-0.434303156625875,-0.0107752518674365,1.12626235452658,-0.502835765321555,0.0325088208272527,-0.0237363118160815,-0.00623675590694745,-0.329406074042265,-0.264418355092156,-0.302331518327286,-0.193137210741204,0.220356393765762,0.355794502259007,-0.539253590951241,-0.377559307994361,-0.0854632138152062,-1.35558333206718
"YPSTB_Oxs_3..GE....TPM",-1.17486984114981,-0.101897746733067,-0.736007923037966,-0.356419656757979,-0.314800269434767,-0.190626348640933,-1.02673203277409,-0.179649589008338,-0.275817941069521,-0.472036951369402,-0.443335216733063,-0.417353882924023,-0.136201993643042,-0.352803959770248,-0.738733956942785,-0.741932040887041,-0.334095503547425,-1.31565449505267,-0.725396368290636,-0.375895716746567,-1.02532874561884,-1.50422450371717,-1.26553440615,-0.0281518290466042,-0.540923001787649,-0.463793114467509,-0.403002608715424,-0.796352726348577,-1.41403628782306,-0.365133244823529,0.0462687790957243,-1.17280713229394,-0.909485944373456,-0.927679005378755,-0.584428717721153,-1.2645798669592,-0.608754647920901,-0.918901993230509,-0.590805005598334,-0.375806585056106,-0.205609684760384,-0.789233394833264,-0.144159776485142,-1.8100093569393,-0.323992553790909,-0.436007715998179,-0.0560644941975374,-0.225206112453097,-0.0297604227916036,-0.386584257646929,-0.199459883551567,-0.515390861929534,-0.229877849473035,-0.731443364192436,-1.71417143672323,-0.966406451364499,0.146376047620769,-1.08205433212965,0.787671864183892,-0.493680012531574,-0.598878072253055,-0.463704033354151,-0.208370773071525,-0.410887391699423,-0.476443166260724,-0.266261168211284,-0.695546011527693,-0.672641282991268,-0.428554584848721,0.951528027660421,-0.74337362346079,-0.0302680961096593,-0.60484596738794,-0.21114681110789,-0.158700739168941,-0.567733174648702,-0.550172161991742,0.761552928036334,-0.163403946616457,0.224626136704208,-0.540649469333367,-1.69303104977111,-0.637555558197858,-0.595203671444427,-1.32232993930093,-0.380012510148161,-0.597193752410712,0.0631676583208041,-0.846636795204513,-0.364664622613812,-0.64288388005192,-0.151048314211678,0.553287754946905,0.25430000075825,0.250091492843067,-0.371897202229463,-0.175270790586824,-0.36932109963878,-0.228937769244229,-0.859090520468737,-0.714106483032206,-1.0464221005133,-0.576548598178281,-1.38304768361944,-1.57332226863996,-0.790636909642089,-1.51136938873106,-0.726853531549345,-2.11506349899443,-1.79253148631405,-0.132265566555105,-0.789227092727953,-0.959292929426145,-0.682802778863032,-0.90523998178747,-0.983997363267582,-0.282195513157582,-0.422606289310684,-1.01546473333004,-0.649415335377226,-0.545425431425569,-0.995090294274687,-1.77571875611589,-0.315232555731334,-0.379418613583879,-1.01918862299131,-0.606556618515756,-0.988660599609364,-0.227458081771,-0.673518489195837,-0.126071339225568,-0.382790084130598,-0.36455283791986,-0.27997168011882,-0.347155496476302,0.320855123234141,-1.28371791834716,-0.686628226963707,-0.425733513439568,-0.298557789462006,-1.16962608199881
"YPSTB_Sp_1..GE....TPM",1.47844723519188,2.57183393811802,1.63065854147451,2.54950439178063,2.36900446890726,2.2895181345817,2.04488108087149,2.61653470732342,2.50222974650576,1.67010456109773,2.29607486815499,2.71527495824571,2.81673004170963,2.85830248680115,2.07029601658916,1.89462536560568,1.71334031067861,1.90326858273688,2.75220216155529,3.70669273368111,2.61012037261043,2.04891946772962,2.81050057056452,2.35205617746579,2.23665031883717,1.93643557781144,2.01662902201935,2.51248046353635,2.39980963097049,2.13957765942409,1.99172173659929,3.36537348692498,2.30288201304823,2.24830252022498,2.18259011845289,1.0783376281297,2.95178489252322,2.26204634067669,1.75465841725753,1.97249986843697,2.0660430246817,2.02461174447788,2.2337133233923,1.96371699553576,2.72159551449872,2.99362305823693,2.14357651957788,2.29396056097959,2.40332642524556,3.08737289416451,3.35545831864389,1.7998093578118,2.61238096745471,1.86955136657307,0.983479142286956,1.42157392317894,1.1606489968126,1.59782317811757,2.22331175953707,3.50467934140678,3.07329335138835,2.6604633527955,2.76032113185852,2.07886479231072,3.31078253629267,2.81956547794806,2.16384521980499,2.64371475574509,2.79667826046268,-1.37906682476681,1.89838014152756,2.99189207845629,2.44558568996916,1.9000346652301,2.09373523308754,2.39795190211114,2.28034473573833,1.65456974496972,2.26079038104606,2.61336282631038,2.53838440761442,2.60028800925209,2.90167476442975,2.34593493701521,1.83773516853012,1.64838533798757,1.42613484355515,2.13400794065557,2.25283679629783,2.61073933650501,2.29742289574683,2.63780756634326,2.64588448951667,2.72703217003517,2.52920509855796,1.40978672664927,1.9121223609983,2.98356796229063,3.02163188904319,2.1502880422384,3.30154368916469,2.91140209447877,2.77532905197481,2.02255047314802,2.46513711198496,2.63973115543928,1.87063671636022,2.16665101909246,1.3752133939137,2.70220868501119,1.33609401829356,2.35821825061426,2.68966448610464,2.39765000783925,2.88212937119575,2.69591350789496,1.98926954871422,2.60644274207181,2.00839333657577,2.53889490836427,2.11387901038271,1.70815096684858,2.28262998993102,2.59265443770491,2.68844416075652,1.47138093261162,2.80558576379035,2.26792935221098,3.38047729705704,2.53727520329272,2.71090255169312,2.01143089660911,2.83776281190483,3.02071811569324,2.76321376841917,2.29127518881413,1.58379057150399,2.58372677916062,2.55250265069028,2.88929405358786,2.28438551684908
"YPSTB_Sp_2..GE....TPM",2.2228164931072,2.33734481468808,1.5424664530624,2.83802489096573,3.00465140550672,2.19005039634906,1.50190894794111,2.9855395675082,2.22695569297894,2.90462099766703,2.16028932234504,2.82731157234279,2.99391054755205,2.92810565683618,1.26695659126359,-0.741932040887041,2.4661435602241,2.27422772540885,2.74326017894403,2.81796097126442,2.57918936477736,1.62905652869373,2.31016342916502,1.79608530412869,1.76318559248274,1.8045000459005,2.34270768489768,2.28551433244861,2.86962505635882,1.84047759453002,1.96333687984304,2.7276327357197,2.64577700856494,2.67869553314444,1.70198768822375,1.73875279316417,3.05955287171811,2.75713488405034,1.6934744337989,1.96435249968667,2.08951331643324,1.97566627812632,1.43934414725998,1.57759209433484,3.28118287409792,3.31780731052287,2.38616399996433,2.63598328079854,3.19978734378491,2.92488352290405,2.97096351604158,2.13257482347977,1.51550374171087,2.02083437711568,1.35385324499453,1.99427184758261,3.03550011743609,2.48756903680057,2.48612639567621,3.37374440919185,3.24666600632103,2.63951635531469,2.37566945771896,2.66302772284688,2.46835619427763,2.45804586324518,2.63477837902661,2.18552822983402,2.74512286743572,-1.41417834225546,2.2121843964651,2.19145203146734,2.68767398773094,2.94679267515974,1.43254446438232,2.39011424590835,2.25773056718804,1.97784685641942,2.91154037116952,2.53355484826634,0.716933764316303,1.95110041868268,2.81902336104911,3.09167483391458,1.61536557580403,1.82306837104759,2.59102388450262,1.57716435762743,-0.0125768547286522,1.55951021048685,2.9074959143222,2.77224751592279,2.91159956429428,3.02350829629772,2.67585998258511,1.39542341416777,1.74897514164503,2.60842849058253,3.30772480880173,1.93348971441834,1.97354769856947,2.33266915555624,2.08315681713157,2.0481314019224,2.58188224523727,2.037387630843,1.42410108583605,2.13468392508684,1.49634274674534,2.31245206648254,1.22576277088072,2.08113682345987,2.36233678708811,2.85420570849138,1.99040694980377,2.49939894040645,2.48729893539356,2.64211443746035,2.30061024901527,3.11234396024126,2.3966424027222,1.4009237148248,2.358607729982,3.20920482531136,3.29725044194068,3.12091585596643,2.04056519861406,2.24747008472248,2.53975778649734,2.03419302919638,3.26009286330808,1.97708688141467,2.78844578313893,2.46413592201839,2.94628857181551,1.78149176534426,2.31264675553116,2.29479832741014,1.52746902779204,3.25708149242325,2.676807383254
"YPSTB_Sp_3..GE....TPM",2.17449311217997,2.51558080578788,2.79484548106404,3.22077633907866,3.10341907032504,3.41556490943553,2.40382533146721,3.86594297219996,4.01793212576307,3.7124951980394,2.6763306760046,3.73443952263914,3.79308082840038,3.72525422051859,2.90845853516808,4.03907457079636,2.86582214207377,2.6785819189235,3.20267300433413,3.12026129580455,2.88146955998201,1.85093116230167,2.94564770325154,1.83199580272113,2.51397428624958,2.57725068872606,3.15027090136106,1.69321701429314,2.67968587312742,3.10811903366265,3.52361019341587,2.33614100364938,2.42201597406407,3.53629173345481,3.6048525076783,1.89195508525032,2.8872597971725,2.57666073199517,1.51200246956167,1.81947254802505,1.97717714177782,2.1303811835604,2.5491664755269,2.44942313962714,3.66329751069165,3.21370059652774,2.88160642437192,2.73686429032583,3.74334047434988,3.56099888246625,3.12224357909011,2.09042723158903,2.15053615972791,2.1400843940846,1.95502595910044,2.46053330732905,2.67269169302245,1.56732427220499,2.88587735784745,2.77420485938009,3.35314385139111,3.15899321636552,3.87218452534906,3.79056525779764,3.19957822454053,3.04710768388809,3.64299263340973,2.60174269483217,3.53508965737325,-1.38787358588432,1.71386444257629,2.25863317495137,3.244610960521,3.10296891626035,3.5682393959678,3.47242074377382,2.09689930725271,3.29137192803814,2.6664791401332,2.91705481465331,4.03103565396529,2.24651766300099,2.86407624872317,3.93268522643873,2.84431358074932,2.31066688161777,2.63319799320935,2.23536396536597,3.24095345558907,2.53478224336772,0.844602973947169,2.88344738435368,3.02630085805699,2.81536780124313,3.22447109396934,3.39421236388009,2.56613413226321,3.99014006102412,3.42468669128341,2.53677255258229,2.5066250768533,2.95896457801045,2.59821423453314,2.40069166070989,2.75366293517067,2.44422945838485,1.08262880854617,3.14500949549755,2.65836415159859,3.08138921275023,2.39522775820621,1.98335239272555,2.87956710979658,3.04798833438182,3.0708145956117,3.03825988359558,3.3165222067013,3.08437673717254,2.88613029483837,3.46628347842878,3.0087726290189,2.68733552157294,2.12460708048454,3.23694111263061,3.44699766148377,2.64733972385604,3.03521119469583,2.35082367952916,3.37017963092682,2.91491354367021,2.46662459706859,2.20081056915906,3.61063974217104,3.69368836168005,3.58660217285901,2.42634856220851,2.19320440833011,3.69436300485369,3.4036040073653,3.45737950269289,2.67312658572592
