"","B4U56_RS00040","B4U56_RS00050","B4U56_RS00135","B4U56_RS00190","B4U56_RS00490","B4U56_RS00795","B4U56_RS02035","B4U56_RS02040","B4U56_RS02480","B4U56_RS02620","B4U56_RS02670","B4U56_RS02915","B4U56_RS02935","B4U56_RS02980","B4U56_RS03515","B4U56_RS03620","B4U56_RS03735","B4U56_RS03805","B4U56_RS03975","B4U56_RS04005","B4U56_RS04020","B4U56_RS04085","B4U56_RS04240","B4U56_RS04260","B4U56_RS04475","B4U56_RS04530","B4U56_RS04645","B4U56_RS05250","B4U56_RS05355","B4U56_RS05485","B4U56_RS05725","B4U56_RS06025","B4U56_RS06320","B4U56_RS06390","B4U56_RS06650","B4U56_RS06740","B4U56_RS06785","B4U56_RS06930","B4U56_RS07035","B4U56_RS07390","B4U56_RS07395","B4U56_RS07540","B4U56_RS07545","B4U56_RS07550","B4U56_RS07580","B4U56_RS07710","B4U56_RS07735","B4U56_RS07855","B4U56_RS07900","B4U56_RS08015","B4U56_RS08020","B4U56_RS08065","B4U56_RS08070","B4U56_RS08165","B4U56_RS08170","B4U56_RS08315","B4U56_RS09630","B4U56_RS09670","B4U56_RS09675","B4U56_RS09680","B4U56_RS09725","B4U56_RS09835","B4U56_RS09920","B4U56_RS09950","B4U56_RS09990","B4U56_RS09995","B4U56_RS10000","B4U56_RS10140","B4U56_RS10145","B4U56_RS10160","B4U56_RS10230","B4U56_RS10235","B4U56_RS10240","B4U56_RS10380","B4U56_RS10550","B4U56_RS10950","B4U56_RS11010","B4U56_RS11015","B4U56_RS11385","B4U56_RS11460","B4U56_RS11550","B4U56_RS11620","B4U56_RS11955","B4U56_RS12070","B4U56_RS12075","B4U56_RS12080"
"SEPI_Li_2 (GE) - TPM",-0.375553336994268,-1.57891931131898,1.38239577550708,1.17727282264889,-0.714293923416564,-1.03239748324372,-0.791111034331515,-0.710481678599172,0.735544869989087,0.194378168253631,-1.91583152578587,-0.53740970403732,-1.12751036287042,-0.272165608848924,-1.13899553092405,-0.230495408580812,0.0958554920900938,1.56732536022474,-1.46736508651094,-1.07686732551816,-1.20254191382014,-1.42390826671523,-0.580771448026087,-0.669944512554025,-0.533883985725778,-0.165057249867467,0.922413237572899,-1.18502678827188,-0.515340106398169,1.48506593736431,-0.348555341274989,-0.81504727602626,-0.606397964672863,1.22338505656456,-1.62489427932223,-1.11178893245465,-0.93471782961832,-1.58567323013227,-1.21896273576644,-0.417346012456572,-0.619435508044534,-0.626487018880418,-0.498419109358124,-1.00108123102403,-0.44394634642869,-0.423348672374499,-0.658609990581513,0.737397541879945,-0.44086376963812,-0.244762806967567,-1.28688618752816,-0.186994881869139,-0.58435919806845,-0.543388588264264,-0.0143339411759027,0.155669030463304,0.168898838318733,-1.46098149325981,-0.575994917585688,-0.811815960950247,0.376619325714934,-1.46114195738727,-0.698067057991606,-0.730351630225778,-0.899074738339619,0.0985812988249529,-1.4629890179093,-1.53547686616382,0.382007942581801,-1.06937793591534,0.552477135953504,0.131231416697401,0.6336903962753,-0.482078192921149,-0.172806583004433,-0.815961531659617,-1.16803844604286,0.45983322088261,-0.545509495729646,0.371266935030337,2.2230080155432,-0.206218232130233,-0.337306533031492,-0.49384651492933,-0.351059841930535,-0.158665722353656
"SEPI_Li_3 (GE) - TPM",-0.191071198678315,-0.528875304885286,-0.283020942050052,0.361048342060189,0.38166045721413,-0.386831995760004,-0.0756227648212125,0.47196788588444,-0.192458338095449,0.735450636464962,0.177419030328771,0.335739813069364,0.534540349690068,-0.832010088273425,0.306241331536684,0.70382454883956,0.231172653665112,1.76379057667988,0.254868433538614,-1.4903131868054,-0.410288288616925,0.466389094038717,-0.356044643757974,-0.394650418100181,0.359956166473871,-0.297708879287586,-0.935128647831058,-0.901935764172093,-0.305303534561636,0.559168270106262,-0.507135471296454,-0.364582559204112,-0.171951499588271,-0.073526436456932,-0.679041470718967,-0.839261501054245,0.263741127247455,-0.887053562149123,-0.296906897915765,0.488693098716379,-0.0189551301100842,-0.654879024883918,-0.871567379064491,-0.281096423929094,-0.836298024753033,0.494475266504955,-0.236901473814798,1.22655522287114,-0.262672397564385,0.10542988235436,0.334408780154877,-0.414481038547238,-0.518464160662952,0.179232029603192,-0.12407194713015,-0.876642565267678,0.335276558258383,-0.243700892183772,-0.0405692179584393,-1.29289139248176,-1.27754413555051,-1.16150613039268,-0.00331227844608134,-0.791801775094094,-0.653982698530559,-0.441438910891744,-0.637478256207122,0.341397477522244,1.66764207282512,-0.440480688005056,0.734971068069321,0.926059544123724,1.0046661086989,0.214377965490474,-0.0208762560000437,1.37799557224624,-0.0471720050685636,0.664015030245849,-0.218287016849952,1.69253804935075,0.487527284114872,-0.283580214156677,1.1056241014611,-0.772291735056453,-0.246173804465239,0.272406463053087
"SEPI_Mig_1 (GE) - TPM",2.69254235443291,1.50848218679325,0.773818330089561,1.80733867818284,0.820010106755477,0.724507094493945,-0.041179821963474,1.52801072718376,0.850734858383632,-1.61075146375319,0.246334678972906,2.14210179775768,0.64162772349919,1.79388306281773,1.95483540415481,1.22113799805896,1.08053209451311,-1.0279634184758,1.01617474181306,0.890985574446076,1.80769975007734,1.38418947639055,2.02037435776651,2.19419151595096,0.0629287434595989,1.42319309049167,1.56201522466228,1.71793221283102,2.20383061325306,1.0243828717764,2.41651183413735,1.55230677136363,1.72456169026437,1.25243366371665,1.59979206020519,2.04256125805791,1.25990576275571,0.933381925838318,2.74377507936502,2.16183230814064,1.87391111559566,2.34339121051383,1.23614728352852,0.657219893961602,2.08530332573808,1.19624681972802,1.16343472270269,1.46219450193956,2.14525547670416,1.54361677469607,0.665805298427635,1.4466434493685,1.14533301190419,2.18107080125224,1.10298862827302,1.82949090605599,0.315752435057692,1.16426894564687,0.546265590157915,1.88780044163281,1.5066796622886,1.78730858645772,0.874716667953532,0.307478976731,1.8742845551388,1.67316682186833,0.745211563554591,2.24138390698257,0.565778833707506,1.88651846125676,-1.16181871743791,-1.16692343894185,-1.22531799160809,0.90687931535594,2.44230867810579,-0.564397696721894,1.76536287678186,0.576269816268293,1.37447128356766,0.102166379815333,0.657503359636937,1.95244511315757,1.72622501633427,1.23221685189717,1.25786084532575,0.490785953398026
"SEPI_Mig_2 (GE) - TPM",0.876134278953109,0.91454497979918,-0.0805014115688647,2.05255434365651,0.513981885517856,0.421539892846819,0.29630374201531,1.97383538419121,2.17959106752606,-1.59700671396912,1.25621332182872,1.6532570743592,0.492096840197281,1.13437948414517,2.83496911133449,0.706614119650186,0.758742695014113,-1.08329790339581,2.21363934486568,0.391411290977571,1.43440268829576,2.1443418972003,2.84046250218399,2.24168863393659,0.325570027030704,1.79199952491247,3.00324292892422,1.75699200124731,2.16089758075349,1.26182575876241,2.09194779530364,1.72266551924089,2.71116948279995,0.0638356434003324,0.966063641549084,1.88768667497689,0.959532147551511,0.847966333824709,1.63570184218268,1.05186635563796,2.40078499188284,0.845543673574525,1.15960962912189,0.726597446541881,2.23768081796224,0.272869629293179,2.10317792814445,2.05972155303196,1.92314469674828,1.9244477097977,1.07638109332989,1.71259832599096,1.40560193943189,2.13320914441683,1.49893928227497,1.37556514875325,0.360953249712395,0.369989042129337,0.904393818507289,1.77019317508195,2.3133599382285,1.33173378591047,0.948254321871954,-0.0591568415062233,2.14750343738229,1.81054611259885,2.02867498414231,1.10638150841108,2.41417139438742,2.61100119776517,-1.17181664651129,-1.16913721568525,-1.22914473424734,1.13141924200802,1.92168362711681,0.14345389364879,1.42314214985953,-0.403577234032794,1.45086500864785,0.00227893882375598,1.139833620514,3.14531640718579,2.49870226162798,2.30864265399365,0.879622771347003,0.241583770299317
"SEPI_Mig_3 (GE) - TPM",1.96565164895561,1.27161244247581,1.04702809824412,1.89251823442344,0.71855644810391,0.337327414242865,0.39335078960234,1.50603361435623,2.17779595423833,-1.60954768149531,0.879919790389931,1.67516722635885,2.01002486381499,2.03640100521672,1.53288196382732,0.957320196481174,1.76158557431869,-1.18200429241398,1.02156936790158,0.691953874349872,1.4721056723379,0.916806619809724,2.42574872621116,2.16657444900531,1.51127559339399,1.71797978276196,2.11659198964793,1.31008351930847,2.51278081811218,1.4122388925139,2.02464764355495,1.73347152106717,1.86741225629951,1.29483932757425,1.17870831257718,1.73276487217286,1.34651604182194,1.34373034697589,2.47636558911662,3.00454057752628,2.35510236437445,1.97760134886916,1.79482933159403,0.739554190152794,1.9426316320125,1.61335415929904,1.22353538159194,1.55433957621575,1.46055016533684,1.13968348855523,1.1054073869681,1.91752507574984,1.11057109535867,2.82915185477511,1.87099687666021,1.18592464686291,1.22320587196497,1.54494475956281,1.47354541701465,1.36644579008187,2.75353614890992,2.03845497864184,1.15778162729777,0.752861657097496,1.65974582304684,2.06700762287727,1.53468235052919,1.18213223964578,0.193256051873446,1.04824770740129,-1.17205945108266,-1.1956897263786,-1.24278285553031,1.16669113611081,2.12292250904898,-0.24712506183064,1.34296828664155,1.2494225692238,1.27947955435919,-0.357710842611005,0.948733064306338,1.68585844165669,2.21074198030959,1.46787292875929,1.43175972636722,0.462182242904338
"SEPI_Nd_1 (GE) - TPM",1.73439256435672,0.213532183973656,-0.273055683668451,0.463886197041577,-1.31202381158591,-0.34818328150706,-0.821476378356158,-0.611172826341045,-0.433491503688073,-0.298605025817242,-0.295027522556153,-1.30966211029145,-2.07715961681374,-0.693859221265086,-0.278006028498822,-0.762406732335209,-0.771092388763747,0.816414659570874,-0.85384020578881,-0.308055583268053,-0.725417312647571,-1.2863392606834,-0.82875229822949,-0.270469501156911,0.340151045530954,-0.171686778751571,0.293422846330615,-0.219891560067922,-0.23993805784406,-0.322317198886112,0.127507465351513,-0.257587550357213,-0.369501939924254,-1.25532211043242,-0.390205066747238,0.0363131475693934,-0.371962094837034,1.68255558024431,-0.0522699086816899,0.637591289602976,-0.0253433202946521,-0.421750352965768,0.128532886228247,0.941124487846245,1.02983509927026,-0.230253657617792,0.34973472067239,-0.681992295545813,-0.399219738295786,-0.518016205363405,-0.100088529390284,-0.31129441374727,-0.667410738618819,-0.952128315966916,0.695582488628086,-1.57907426717274,-0.380061202314252,-0.905904671490285,-0.848091255374648,-1.24251005775411,-0.354182973902172,-1.06816678116864,-0.285007606319508,-0.819065980005024,-0.799789747376058,-0.699504010857208,-0.61988571063728,-1.14646148684369,-1.54408761964401,-1.06955932745535,0.65315876123812,0.696053093274562,1.60790307782296,-0.48448639128639,-0.767651207694222,-0.279215030832659,0.076951330490517,1.50710402099045,-0.495639824789125,-0.901247909811776,0.149135965976518,-0.567818812097188,-0.627984773806848,-0.0911297759567756,0.888444771850753,0.295345488553892
"SEPI_Nd_2 (GE) - TPM",0.283755155525633,2.13079061160017,0.680739347861586,0.00191936400523225,-0.401294688982806,0.251193454667438,0.373729028647359,-0.311863166631221,0.29402419450711,0.222642489853617,2.0140765237359,0.0379413645358011,-0.888743887150351,-0.365737531887944,-0.0398749767161722,0.272378277985794,-0.737858165158719,0.0445680049481107,0.862902745361243,0.73608771085282,-0.310031060628156,1.29921173569855,-0.451736229001691,0.893280385595612,-0.658540930627149,-0.1768277081723,0.548021478718825,0.549512663510396,0.511503808726495,-0.623279224897399,0.26762071518179,-0.214427126220451,0.314232418602707,0.480088549717759,-0.0105806534801948,1.01805626169849,0.328945661098365,-0.71586310383901,1.33577478074186,-0.417453049346559,0.0257109258229657,-0.599009264242167,-0.365183592889087,-0.56036906964829,0.73305424643716,-0.521974683632208,-0.511206080100071,-0.145837351252538,1.03153723256425,-0.178062334065713,-0.622442424036761,-0.0680100444473751,-0.557746533254122,0.198430101508332,0.0360318331555437,-0.21479363889956,0.347116093682303,0.304592031581778,-0.202336251946069,-0.355575137760528,1.23613495949575,0.742989340573932,-0.12847464589097,-0.804179244399529,0.185876328259709,0.045226635466796,-0.0961937714723591,-0.466433427672023,-1.2995207392033,0.680324435112914,0.489870203681538,1.07230907265713,1.38635948989823,0.926852136107783,-0.103528811600477,-0.343035945146634,2.18362666457335,0.00914079332099044,0.190001050321599,0.443123729024748,-0.462124852083575,0.0735088749322712,-0.46950810142262,2.23915007914336,1.5658282928807,0.0129361815915236
"SEPI_Nd_3 (GE) - TPM",1.28248077763222,1.10862392705377,0.756733782790536,0.27578131013083,-0.408167567819941,0.74404509584566,-0.262833009328654,-0.292560690862322,-0.204006405908266,0.185475561656558,-0.173237475936435,-1.10305537996698,0.0849875227860271,0.117705390210301,0.359268649335882,-0.0965867533381288,-0.736335623253788,-0.333763414063862,-0.757971822450781,1.95209938311832,-0.212091621799615,0.879732557806293,-0.64385420488506,0.0381075862263464,-0.027638391598334,-0.488156449365265,-0.647906152424641,0.192525932446295,-0.436405379641356,-0.428084325752337,0.38360515929752,-0.331971198087883,0.0169343774604953,0.326347750995323,-0.48100805285065,0.887146147874725,0.239914236182438,-0.107624723651976,0.409502433318116,-0.115305307533414,-0.310079707806884,0.0125531045969159,-0.183522562697223,-0.444323642297892,0.506988541244347,-0.281917863809009,-0.3041181211485,-0.351450184506465,0.246747982217685,-0.339441812637964,-0.578115065102771,-0.363238936140216,-0.340933299539659,-0.0717637568354512,-0.470562092241144,-0.5977871173068,0.94891518872298,-0.372357072795512,-0.254571061036574,-1.10879396712966,-0.539202611514694,-0.705244661709978,-0.367312647431333,0.664995101250269,-0.283850944260715,-0.699668546632291,-0.57317801901575,1.09308915804441,-0.509535331049447,-0.46925319334645,0.745361739902341,0.87919556889813,1.505680158644,-0.251997159682742,-0.458793444709562,0.393772496572646,0.621151281305789,-0.0904658052907261,-0.168492880724763,0.65670334989686,-0.133923277160065,-0.252752291073327,0.0651407844709764,0.341649343430806,1.48402944218551,0.498116032376451
"SEPI_Ns_1 (GE) - TPM",-0.980429858039408,-0.468634447621779,-1.05647148968804,-0.786442023394353,-1.05460652043029,-0.490455543348179,-0.774320778490556,-0.915355554539732,-0.81208296596772,-0.218237609280319,-0.412985075202262,-0.820502876906216,-0.615007983844053,-0.490511242439794,-0.365176053194434,-0.680044925561788,0.206795802321947,-0.658673954313509,-0.95754828595323,-0.212554549835417,0.210525762203075,-0.627891337393044,-0.17616668028317,-0.55358419005316,-0.0723580637804337,-0.807196317087987,-0.622949379385673,-0.580401979741513,-0.311576775338192,-0.550564291629863,-0.322653354730454,-0.713525037634087,-0.779385219673901,-1.22014464046919,-0.392191833563127,-0.375198025664094,-1.24275137542026,-0.852829440056361,-0.974509568752777,-0.0176999701618136,-0.32205226507219,-0.375455739426952,0.0806224454530476,0.251936417472833,-0.565446817025761,-0.466396991073258,-0.360552809177186,-0.249914302979835,-0.820602896169135,-0.171844862930879,-0.739630636828668,-0.868144498779352,-0.717806688942394,-0.652258916981612,-0.721539378916932,-0.395408857393722,-1.26932856943999,-0.482920889965225,-0.700393014828444,-0.592468042856683,-0.946528109619573,-0.784110920871221,-0.653742391713214,-0.70447682843585,-0.517441181090105,-0.539683671567756,-0.184717598193632,-0.617969955726323,0.161309412635189,-0.519476042468381,-0.876995122081934,-0.793514454888469,-0.880424583481587,-0.726725322595959,-0.593318089858017,-0.891725200263607,-1.2843324115997,-0.891040078565429,-0.175277143298588,-0.576031901244411,-0.15853066971528,-0.64913648890541,-0.921277597585738,-0.292605255324566,-0.396437606814031,-0.577720144214925
"SEPI_Ns_2 (GE) - TPM",-0.920917514321499,-0.774167199649706,-0.24671998611966,-0.802714535665497,-1.20389588979266,-0.593159625233816,-0.721272882694796,-0.838806922619375,-0.769954545933064,-0.222033067669144,-0.459250751052392,-0.959450816345111,-1.66668781928065,-0.40546032380499,-0.721799782545402,-0.42339391905851,-0.286634984588182,-0.729208962155576,-0.976851962149023,-0.872272333890791,0.619589118773824,0.020711418183375,-0.735392427652933,-0.621089266212851,-0.584015651479402,-0.693073645712593,-0.613137389881159,-0.226804538591655,-0.380725459140273,-0.630427739966381,-0.226506375813538,-0.729606675231197,-0.795492124218273,-0.976989317434077,-0.376982679484173,-0.176299129276633,-1.02960618327884,-0.927806332687195,-0.645867847556752,-0.5510978766467,-0.462954150300854,-0.191123305725097,0.460899366384139,0.217464202354871,-0.0878227863884596,-0.469129805732456,-0.364785038725192,-0.723753870921428,-0.499057697151651,0.0299865030910458,-0.200341409518532,-0.902814879899988,-0.536503293435639,-0.776427488471867,-0.677637092036359,-0.796555565401662,-1.53156962776789,-0.765136874234352,-1.31188130201629,-0.904176551020136,-0.674876024170845,-0.592821562904918,-0.544647172377622,-1.31867878406334,-0.439192566179609,-0.319069648291875,-0.284513009897468,-0.405879608308455,-0.155799051560711,-0.282227367902959,-0.900813882121491,-0.845345652592667,-0.875935288433444,-1.01197916955807,-0.543219200773087,-0.153461731653417,-0.976223924894901,-0.928926346386129,-0.520758261008976,-0.711176187288126,-0.307312580265256,-0.590144636787889,-0.584639486475324,-0.461645243483865,-0.485128174018471,-0.491864937163247
"SEPI_Ns_3 (GE) - TPM",-0.590526982349159,-0.518304353161883,-0.479771693102405,-0.959269495513253,-0.436272858802121,-0.361170749042141,-0.643210967653245,-0.892862499947375,-0.922669594163148,-0.187974159842136,-0.215891959888482,-1.0696790390871,-0.649023146907762,-0.396958333931639,-0.716575521067886,-0.193138700570088,0.00533320283551871,-0.668668309735811,-0.768925429911856,-0.455422368365538,0.469207696708096,-0.72109634779506,-0.721532004818056,-0.873357694124112,-0.012505646918624,-0.934360602077446,-1.1021828358612,-0.337700705810455,-0.0259343038375891,-0.945544658096855,-0.549154061185712,-0.66817660474123,-0.811118685884396,-0.908578466267787,-0.695210906822777,-0.220804610379605,-1.04322757243689,-0.762606581417009,-0.545087260033982,-0.792286741482908,-0.512293221414619,-0.281276622338535,0.350728661990677,-0.206997051592563,-0.255395468226863,-0.141841685066153,-0.790979884447939,-0.981125414313412,-0.809863513525607,-0.196861073007466,-0.595362982949798,-0.992907293100316,-0.769257771225116,-0.357905225816274,-0.72087715754071,-0.569133174347304,-0.968000299813405,-0.797598129621295,-0.734050225576118,-0.219023418605059,-0.0491594855585422,-0.606889048632162,-0.7023070306455,-0.432386546033929,-0.350036524286648,-0.146794261534448,-0.129696378763452,-0.639012716392725,-0.824800873512007,-0.269248445066947,-0.868658524697792,-0.884709521928712,-0.912444316452355,-0.993633167932425,-0.693116611638684,-0.696191836822527,-0.732216459602796,-0.499198596813984,-0.417230321921564,-1.12547955638011,-0.981530734995516,-0.358786209445923,-0.293412722070649,-0.256180013060743,-0.371591051985973,-0.609844750647464
"SEPI_Oss_1 (GE) - TPM",-0.82143733042376,-0.631479720845263,-1.36625134096732,-1.1788908935813,-0.625395189560542,-0.584242731305665,-0.595977511742437,-0.731954016302689,-0.661430182531914,0.183893119276175,0.242200895118002,-0.54875102517155,0.885821773227546,-0.464217526457443,-0.506520875933246,-0.910045172759455,-1.17347027777198,0.404776838126188,-1.01209052792546,0.639903908964285,-0.994982520148815,-0.529322133390783,-0.407409566658805,-1.00797300122367,-0.829888804141395,-0.677147327650648,-1.02057605123546,-1.03678714459682,-0.676728322483902,-0.959744555527937,-1.04490713458707,-0.624511712608001,-0.865270588581183,-0.568940810038783,-0.881675170666252,-0.878078734477414,-0.884795094688871,-0.380361651122414,-0.405582539564952,-0.787700452060713,-1.00385291286762,-1.11098254634872,-1.28735905314415,-1.03586081435888,-0.491726866414741,-0.605434262395652,-1.25744585894432,-1.03460057130708,-1.29490817786268,-0.728254227683197,-0.714582665964935,-0.923817701876345,-0.854712132331384,-0.924895495301438,-0.996901610120066,-0.650817464141633,-0.232000987393238,-0.902025721879248,-0.839548762279542,-0.764875031649021,-0.785364983707718,-0.43367137921477,-0.821926655246418,-0.354703626934695,-0.871521255893582,-0.718320387867875,-0.769906671540596,-1.06398972543372,0.00759572726593289,-0.600742361795045,0.0119099971603414,-0.0764621026397987,-0.137786684625132,-0.889459885185276,-0.471832467128638,-0.782249647695203,-1.19755978894304,-1.30215515334823,-0.998833687936804,-0.836828362639467,-1.581918208515,-0.353356372464411,-0.986550266620255,-0.440355085062237,-0.773779108265917,-0.776591274637931
"SEPI_Oss_2 (GE) - TPM",-0.715790637255678,-0.905693614847903,-1.02519376096785,-0.715444651764357,-0.660057581238278,-0.887176924805444,-0.511564833983967,-0.551531170337841,-0.730122447789397,0.274493456752787,-0.571279060546837,-0.75090487327092,-0.137697012810671,-1.07539818142103,-0.560485353067974,-1.09398808132754,-1.01880942664136,-0.0110516643728799,-1.1793118856155,-2.09762703267806,-0.825321812829259,-1.14932744245036,-0.798094783730735,-0.904319738588878,-1.08604867605083,-0.57750825809551,-0.470192577777208,-0.763639552885674,-0.988380404915394,-1.00690294712178,-1.27953184205518,-0.695008132837063,-0.725223675591486,-0.103159012390566,-0.495961138469287,-0.864118552602133,-0.690267301524251,-0.517164647381001,-0.623923259065798,-1.04416159662553,-0.923429950437072,-0.76420159458174,-0.880618669843392,-1.39708750656535,-0.533601311222793,-0.844214419155636,-1.59195411734661,-1.11935282682602,-1.18350238944168,-0.985662441564864,-0.855649617888864,-0.975197216722509,-0.804938737852352,-0.676525481722511,-0.831772078984206,-0.950354839921115,-0.766700499048713,-1.10863177071807,-0.755176288165412,-0.484703225775508,-0.297816828263317,-0.986108886603099,-0.912009177269952,-0.828353307432768,-1.45239423987102,-0.289366098754,-0.741025578852152,-1.12192300472443,0.0256007962714589,-0.466647886705034,0.31423929029313,-0.134235756234379,0.0539880642108703,-0.985034008588269,-0.99970262656013,-0.940404812861772,-1.08892624072355,-0.611403564139347,-1.00100218731424,-0.574115544059919,-0.566253431074513,-0.746925682981243,-0.886361538821838,-0.398807780749061,-1.05477803687435,-0.892011684730784
"SEPI_Oss_3 (GE) - TPM",-0.618521726617333,-1.11605708533401,-1.62304044336407,-0.17339880609574,-0.215965697575389,-0.971064288296094,-1.0469875044854,-1.5594688596762,-0.894185229291434,0.331158543794444,0.0731451328343224,-0.683233260660355,0.590194150153196,-1.42261289596848,-1.03069626980348,-1.31970945983469,-1.15340837898423,0.883652869209515,0.0367547904425442,-1.78190773983196,-1.15667622461405,-1.39544329703918,-0.862977552568043,-0.857123586468963,-1.42826832765397,-0.682980263138892,-0.511633096535902,-0.93057401300937,-1.16637681604897,-0.858239360932966,-0.429077437214019,-0.718285898847622,-0.88344678206269,-1.03280840148636,-0.483253626515398,-1.01250523286528,-0.57868637909852,-0.290401824682152,-0.786065008788355,-1.12621936421736,-0.913463844037157,-0.235428099727139,-1.24101039271893,-0.987869831281543,0.346601403544709,-1.3418680985526,-0.836949066842968,-1.86449820261248,-1.16753741926269,-0.499567978036089,-0.48817459992285,-0.852185394687263,-0.808607202535666,-0.276068819735897,-0.46746525131265,-0.98878262740504,-0.401744709325243,-1.18376979172021,-0.552356280890603,-0.973367576914046,0.474471955095984,-0.519198651604741,-0.568019571499541,-1.18784856916246,-1.03403781155294,-0.0672911787897438,-0.279705255731743,-0.691485458443442,-1.75803134200184,-1.55128200594995,-0.0234552517125306,0.0309506627048456,-0.276579945411439,-1.07397529545692,-1.19014952334911,-0.680510795566927,-0.0547792858439143,-1.48798439975101,-0.969610138472957,-0.136113891727274,-2.30419163756993,0.088456118013957,-1.07068664706939,-0.883706432813158,-1.21162925297825,-0.915095872569393
"SEPI_Oxs_1 (GE) - TPM",-0.390990535252905,0.438797826385605,-0.453662758032689,-0.644312842165601,-0.193700576332348,-0.156454975654759,-0.199635407494596,0.259506216601131,-0.7075738487258,1.33714514132396,-0.00893112640751407,-0.0469415573609862,0.266687865830906,-0.0146525891782915,-0.0852171775966589,-0.166320403208698,0.448444154668728,1.46576432187179,-0.341598120339023,-0.495791380731922,0.277559871889629,-0.0680835114852202,-0.701870182460319,-0.38490701729242,-0.56354088251876,-0.950027017128156,-0.268228657546169,-0.515801079006277,-0.00346073277694451,-0.294758838699995,-0.246283963153396,0.236106989800204,0.178196526765121,-0.308343735987479,-0.0928001775695771,-0.358765505519412,-0.43488656698403,-0.651178444641293,-0.0280854945860814,-0.60201575034027,-0.708841585643384,-0.258063536511854,-0.193292875168516,-0.649056853829686,0.858297434337149,-0.00550795675003327,-1.07443930431694,-0.594342113962034,-0.157290852796242,0.753750132133627,1.46301290976307,-0.188835596327098,-0.557190087990905,0.0512646304010421,0.0188593937065121,-0.378841327808024,-0.398559444421607,0.188537383800981,-0.502481362616547,0.121127042208681,-0.266604147228711,-0.159951168231393,-0.529007085198995,2.06094280170164,0.539608858788279,0.0385106447997281,0.469424824826039,-0.232201038513949,-0.333750557492581,-0.53918456479719,1.97823097837554,2.14329134925321,2.07449338791975,-0.516756289774003,-0.438522115197094,0.0668538796146625,0.4045789281498,0.705690931966097,-0.675434099183262,1.14435182933131,-0.623905640519284,-0.402935853626355,-0.759801845716044,-0.849175265054882,0.0491960374234533,-0.520886739060671
"SEPI_Oxs_2 (GE) - TPM",-0.969110666030527,-0.143940304581406,0.656255122093049,-0.928821305010318,-0.778416003129414,-0.824760000535319,-0.379523877014646,-0.150646441264944,-0.882531302182662,0.794531729624195,-0.188248775049653,1.11912547855791,-0.822804041318878,-0.877979557581134,-0.883045736098397,-0.43052414647931,-0.922647266133772,0.162911513872577,-1.18097573181188,-0.698701733983965,-0.507414822750609,-1.55217480122821,-0.651102919807427,-0.518076696408329,-1.56259383213061,-0.846133927249235,-0.168207551466724,-0.915431501463015,-0.115663164300617,-0.364571089844009,-0.780699770321721,-0.483931862311907,-0.343563128353485,1.111402441443,-1.54007994779392,-0.842642512021921,-0.937887435339899,-1.13601977771159,-0.219515596847595,-0.868381687926889,-0.2818067508374,-1.40530511578729,-0.534359456239949,-1.18464740152509,-0.827002731974483,-0.934595511344909,-1.33291857312495,1.21255520648149,-0.976105440594221,-0.838917734616061,0.0727529437475261,-0.302000544925328,-0.310374854037136,-0.035348106090128,-0.248824160299491,-0.226097997785648,-1.03125460315595,-0.799246200722864,-0.478610274916646,0.0958672827156198,0.358385391118446,-0.591136884730601,-0.707506002627148,-0.288070689909506,-0.44462115086894,-0.604000291254719,-0.484978130779222,-0.0975106984164216,-1.50783327411043,-0.482919100949225,1.07113422841563,0.405426377206095,0.537465937385606,-0.0508743361324045,1.25072606216904,-0.106179518751716,-0.468067952432863,-0.533701572595195,-0.381986264476062,-0.64239204296741,1.07775714609108,-0.962657679908422,-1.14471437241874,-0.972335677232023,-1.02735839730627,-0.193397231097074
"SEPI_Oxs_3 (GE) - TPM",-0.632282523777731,-0.169603314859671,-0.770454351210056,-0.870145015472597,-0.733853825460433,-0.490145289582508,-1.04059274874618,-0.553219613318503,-0.950684386894922,1.32518875404293,-1.24494182915705,-0.354743068440087,0.121016740772275,-0.758819260094687,-0.578666963210031,-0.998151003657028,-1.00283068576228,0.203778124972669,-0.522892484378849,-0.770886462513519,-0.0845680611212524,-0.217718029393656,-0.730739078972052,-1.12440748542229,-0.759470501035333,-0.72507912199885,0.0317246603680398,-0.83625426533305,-0.500846163309838,-0.76181585853653,-1.30795878305372,-0.572560098030536,-0.590343400711449,0.0791786731078186,-0.900473692209865,-0.808737325338959,-1.0507098053993,-1.32295792737806,-0.858424144889534,-0.956744092382059,-0.839242625951401,-1.38462344340239,-0.874467255654064,-1.11698560265425,-0.771423452140657,-0.459683375577275,-1.43075563010332,-0.118537666424373,-0.819213869668822,-0.374107575977232,-0.00941128242746733,-0.582931728683971,-0.590809484292043,-0.878511605025859,-1.04560683555559,-0.924112873663922,-0.844332351325626,-0.245401166175284,-0.434183614850997,-0.403900736774393,-0.229646256361021,-0.624754384669467,-0.762439751725698,-0.471370266653812,-0.49959159865885,-0.639875795382968,-0.169504017901262,-0.737148851196664,-0.442400943470228,-0.260749080527341,1.67471047690122,1.09375556093558,0.792866025891813,-0.549646805451214,-0.0295079673105749,-0.91968852450623,-0.845632461692886,-0.288234547145043,-0.963465864226278,-1.15890102982351,-0.279476184767181,-0.803846064948282,0.0418139425865619,-0.789562897088321,-1.25286988513719,-0.657866148237027
