"","NGO0055","NGO0099","NGO0100","NGO0101","NGO0123","NGO0125","NGO0142","NGO0156","NGO0198","NGO0202","NGO0237","NGO0312","NGO0313","NGO0329a","NGO0338","NGO0367","NGO0384","NGO0397","NGO0444","NGO0524","NGO0539","NGO0561","NGO0565","NGO0574","NGO0580","NGO0609","NGO0613","NGO0614","NGO0664","NGO0665","NGO0690","NGO0758","NGO0759","NGO0768","NGO0801","NGO0857","NGO0868","NGO0891","NGO0918","NGO0921","NGO0932","NGO0937","NGO0938","NGO0949","NGO0958","NGO0974","NGO0988","NGO1064","NGO1152","NGO1156","NGO1204","NGO1206","NGO1237","NGO1238","NGO1240","NGO1247","NGO1248","NGO1259","NGO1263","NGO1283","NGO1289","NGO1292","NGO1328","NGO1347","NGO1376","NGO1380","NGO1381","NGO1406","NGO1434","NGO1449","NGO1484","NGO1546","NGO1552","NGO1574","NGO1575","NGO1583","NGO1608","NGO1612","NGO1643","NGO1652","NGO1692","NGO1716","NGO1797","NGO1807","NGO1847","NGO1880","NGO1896","NGO1900","NGO1911a","NGO1914","NGO1924","NGO1997","NGO2011","NGO2012","NGO2016","NGO2021","NGO2029","NGO2075","NGO2096","NGO2098","NGO2100","NGO2102","NGO2104","NGO2113","NGO2168"
"NGON_Li_2 (GE) - TPM",1.22808017018959,1.62154208730652,2.62857560490838,-0.491083586971558,0.916494223115381,0.75350871753076,1.760978502901,2.39662056103379,0.181379092201625,3.11574042029655,1.07794433835126,2.30425872912419,1.37108589714823,2.58136237897444,1.48608914958678,2.14076127540077,2.98260288634446,1.89825875308934,1.35483084483277,2.38887525182481,0.770690271760734,1.50452210063036,2.60268966728326,-0.255985320597277,2.68230216490804,-0.965603916226238,1.21348532791784,3.68478367960294,2.71250733376731,1.78780727947887,0.957772992485274,-0.252284006114116,0.39689804533158,2.64474741550748,1.57791166797032,0.194953021632004,2.47195951784938,0.422643843514567,2.30669430631261,-0.26846074106572,3.14156824272641,3.6476521261983,2.5246150003482,-0.249497265613972,0.464808068516461,2.16464022051567,1.47539720419968,-0.160626055145418,-0.129762076350265,0.841729888597579,1.6656777511948,1.89182915974693,2.80698968181883,1.85232146852682,3.07239911506709,0.895779052717907,0.37151365766427,1.31487286155292,2.35384040532525,2.30926963712504,1.94433814315547,0.441406491778319,-0.405611585582038,1.92833141508905,2.23582811213678,2.34953334949734,1.65661387803459,2.59011598817439,2.26122555610046,-0.800584208171309,1.19027931107452,1.87114511823723,0.80837429678176,1.18048085449899,1.33516741558958,0.467314377823953,3.72498156848234,2.41313195535712,2.24950274936263,-1.26199591966093,0.102492596701913,2.56279687467429,1.42686837419593,3.31510899492057,0.464409473556654,1.04149009080796,2.7431037677832,1.53868958196945,1.98770228521491,1.795987225379,3.10524935710529,2.00096146740048,0.752023510086239,-0.548297311426858,2.68163321594193,3.17353508589524,1.1575776379972,0.817613773782375,0.49062827225796,1.43802999075049,1.22579609525904,-0.0922622745931982,2.44824577185437,0.454456374285495,3.11908055990969
"NGON_Li_3 (GE) - TPM",1.42220373602294,1.58788296705962,1.64145424533604,-0.249991834768723,1.17938403278142,-0.79884564450571,0.309012389257111,1.27942056742896,-0.674661042878139,0.232182017386238,-0.511360316127034,0.740991503072027,1.87376622509551,1.16346284108782,-0.0975555530622128,0.023411875798963,0.829105995353775,1.18724747934275,1.61774791774211,-0.149671924771346,0.609331507624621,1.57730423888855,1.27512087538433,-0.169498324356145,1.33501190755604,0.366915464464959,0.733284515858789,0.617666502553325,1.25517182173214,1.22294040889396,-0.147016255432527,-0.36425242039726,1.57807725795739,2.06574412902759,0.592956883131396,1.34787249826761,-0.108467781795797,-0.431898149297946,0.217269824476231,0.710485681466026,-0.114969558621928,0.771701387250712,0.306187190787679,-0.351426418255758,-1.34271660449901,1.19362618506395,0.679792468555771,-0.298495035131553,-0.389193523148034,2.70061076454298,0.644744976297345,0.345537498265091,1.58692029324384,1.41511176962959,0.823440240244923,0.0444378484055471,-1.19844274865901,-0.345581970989197,1.6512776674936,1.32414979206216,0.808171467419784,-0.133131718276685,-0.71845834961223,0.786770142379531,0.617375952958064,0.880315050441921,1.19166409130763,1.16437192091191,1.1366442343974,-0.65068706767387,0.508655917316162,-0.540884206521444,-0.28544285684284,0.534122019445456,0.346949183125028,0.385118683879865,0.279930467785547,1.39792314389082,1.09558183850763,-1.26563136750968,0.465946823773341,1.62563209461053,0.787533084597837,1.25992109918625,0.613584683738227,0.712108934464642,0.179572291026391,0.333707443244973,1.23148206920581,0.353128604505161,0.607421652726289,1.23568661885496,0.243386737865797,-0.677100037587865,1.40208012242909,0.621244767620182,-0.165227340195146,1.23353276650182,-0.325104808273723,1.03967977500063,1.6385085528904,-1.50202911927775,1.20163575599723,1.10290469282254,1.20217470312749
"NGON_Mig_1 (GE) - TPM",0.755779382427251,0.39808680580763,-0.181252862815671,0.530886604310833,-0.00764026994934092,-1.19667559547863,-0.718628718837008,-0.0972246689507686,-1.23911393170193,0.046351720419311,0.301365473188284,0.650362458531798,0.178064653151569,-0.251355450598876,-0.0558466728170159,1.31296672611557,0.103478935227639,0.787175488510594,-0.414005406886435,1.32341887137734,-0.00428521663505752,1.62422571728428,0.0282225536844239,1.06388912249093,-0.885208005836974,1.09002379764539,1.20618315177373,-0.708976821366022,0.442882903618877,0.61547636310282,-0.512956131965206,0.125018823137702,-0.00942811147407428,0.555051930127157,0.469254795471604,0.444627681470605,-0.792693660334535,-0.169691422727397,-0.0891417151255416,-0.0326665658554937,0.0518299814194736,-0.132934793493717,-0.54114731597427,-0.765515932881045,-0.169105456243726,-0.371962487101729,0.503949901970132,0.310045101825008,-0.356239325157302,-0.197435159698317,-0.983482224182605,0.610937562776457,0.348189656126477,0.259643561116584,1.3173930571794,-0.58437160672102,-1.26000131482357,0.943459076943612,-0.550791289983538,-0.162591199537258,-0.390942660522185,0.309337209223972,-0.64656738955593,1.3725969530615,-0.469818593122983,1.0995798249283,-0.0626875175373068,0.744703977792219,-0.29224839600227,0.160862652200018,0.442797841057275,-1.14115481701209,-0.0435034890727398,-1.40184001879418,0.0177082391151868,1.48619949825865,0.896023694618576,1.01872887557333,-0.323652172547049,-0.314553691543427,0.126451600780665,-0.47221625552383,-0.977060468927367,-0.337663210659224,-0.284879667442541,-0.339113324118659,-0.0338397294097131,-0.405849979352144,0.607384439640551,-0.0197522110728005,1.55627723251523,-0.187224171885952,-1.1349486257238,-0.969322913012164,-0.559781324261969,0.847010776504244,0.437689398849763,-0.65989012347224,-0.520953131800765,-1.62279803825399,-1.25589042109568,-0.563404743773124,0.707218026130279,-0.12312611294147,-0.0545173219684608
"NGON_Mig_2 (GE) - TPM",1.54763130798348,0.847401574616003,-0.545209796619789,0.713738400921249,0.104613985807893,-0.625291657563389,-0.241221640091037,-0.116790664432418,-1.20333764440566,0.339819931602282,1.17635784996018,0.976235673235404,-0.804178887230471,0.238356121306719,-0.119826223414001,0.999593236613152,-0.0915012201655497,0.627056323889482,0.172700826342005,0.800958016939849,1.65807677838049,1.4188619061824,0.535076642808,0.989282277689354,-0.235603689997248,1.492731260104,0.655747891966668,0.044827404473098,0.470014920555623,0.954104259200006,0.916707292381288,0.259532025084902,0.0502469656686506,1.2866986343132,0.124746850514791,-0.155423164348135,-0.835020704210598,0.942008883391943,0.690868124608944,-0.317145384093233,1.17034779651949,-0.255726750191184,-0.199679432417571,-0.538659183457726,0.675704257991435,0.38920666835362,0.817998261737162,0.53578726398426,-0.407915907678012,0.429612777243635,-0.298715916977789,-0.0898055997039084,0.488779372574022,0.471053818868895,0.772526781133001,-1.08874377795384,-0.397258888237184,0.775506818013323,-0.381157426467289,-0.332481355291646,0.501298229724161,0.431553149084723,-0.751707082392638,0.974686973030419,0.22265509011048,1.33422902151309,0.461038393922849,0.708896599193346,-0.458650668241685,0.446709710917604,-0.357769937063822,1.06461915198664,0.842892679670916,-0.388401297794608,0.628816714095066,2.44470013699022,0.343376243969291,-0.2532078266689,-0.620895089898306,-0.389045487608718,-0.279593646867323,-0.14554386078587,-0.158765532712831,-0.402874731604569,0.469536503799038,0.264968329710517,-0.110134732194092,-0.657555080377302,1.51006131020319,-0.702453640224713,1.37397530616283,0.371950259774685,-1.37132801364092,-0.983783244692816,-0.59247519952304,1.57380739901245,0.192921915967588,-0.818422486112949,-0.011030973872139,-0.957886430526656,-0.952104405272211,-0.152965669621279,0.277419064761156,-0.155049908201206,0.574351524065345
"NGON_Mig_3 (GE) - TPM",0.713424797894832,0.279458995696062,0.969788554635177,-0.311235573045942,0.287034193750328,-1.26422699143497,-0.526295876378016,-0.187674202161319,-0.869239899078032,-0.400889642487452,-0.0526804029303821,0.264005140415304,0.201182616397642,-0.225452393487417,-0.233028584717726,0.263053197591675,-1.23528334203819,0.657288094957362,0.0600166949758061,0.160035072123444,-0.412959271304531,1.04915797559731,-0.0819010419936563,0.32288145797384,-0.968334242147088,0.806721022343211,-0.327705753924979,-1.1244544326596,0.226165114694975,0.842662556759181,0.555477363156334,-0.0277257868345094,-1.22457268968941,0.402645969464517,-0.409247539780712,0.468543276843035,-0.5906141712613,-0.163259760686794,-1.46472923986378,-0.799838258673654,-0.801366617909225,-0.363085580882985,-1.55338907603305,-0.681729177497592,0.508766105458342,-0.366325056671261,-0.2386570031614,0.323231521649131,-0.300308307885449,-0.835491633130239,-0.745833681277061,-1.05060468039093,0.246759745167684,-0.6705899490535,-0.0738573671983131,-1.13024348808535,-0.446693529013478,-0.0352392030944292,-0.973784782693375,0.259114094992942,-0.0401410223106121,-0.195709336393506,-0.722453787780014,-0.566635212100183,-0.233159140730629,0.343520949249307,-0.733665282187028,0.348694647429643,-0.261535094534665,0.152361676365202,-0.567103756611564,-0.482123533677071,0.397160313649668,-0.682493292298452,-0.297961599614833,0.183451520757105,-1.03468423438053,0.612591774049435,-0.378968163152219,0.779705870592875,0.19032815118981,-0.306244789069217,-0.727227538276522,0.299240079243839,-0.224254822535621,-0.125447992673803,-0.958698070720208,-0.851318065591824,-1.09005201007371,-1.02391832250537,-0.154874831772663,-0.534783375986205,-1.41122443637782,-0.930657418348397,0.182825434521012,-0.0108584384062173,-0.0649914395693047,-1.83050005630395,-0.247628858782483,-1.6380609382386,-0.9036612239426,-1.00962010409934,0.30627071894116,0.325628907357431,-0.520528681670838
"NGON_Nd_1 (GE) - TPM",0.766067091719875,1.10958479463886,0.96140959998374,2.04036501102244,1.04865318266789,1.78327346237677,1.88516628820398,2.40645128180791,2.28388157944469,2.38614712626851,3.85027670724703,2.34225284053035,1.27332949780041,1.4621907418376,2.13035811357765,2.74985578594212,1.3005978427228,1.72558492653027,0.929920147252537,1.63525547036157,2.94492052614027,0.644874933517285,1.54362378248782,3.01028105205628,1.37453897176108,2.03698655330794,0.690105061382096,1.03606282877661,1.7958250375891,0.869203835691262,2.46970999710556,3.33394666172018,2.22813361191433,0.0016692618173064,1.27396989920097,1.52522618611458,0.182961557896399,2.46506377803959,1.53330099312118,2.50065195654855,0.673549331660881,1.82358941846464,1.70335850323178,2.65158676533229,2.30209924423432,2.29280806418863,3.77227305962783,3.67670418263853,1.16311455222881,1.36656814671635,1.94502367631688,1.67293699990457,0.570535697083375,0.212083738782732,-0.220404404808192,2.25685652805242,1.53376066024523,2.59347227760014,1.58195821251128,0.67404668860019,1.42070650809924,2.83887976890279,2.29053485071825,1.59056940536248,2.39134463255297,2.29334165864275,2.3835666349632,1.82232449816108,1.31681791586712,3.50074923914269,2.50655231936469,2.84230309186672,1.76534167220297,1.68993483551735,1.72025166705997,3.19162628269579,1.50391368645176,3.06568637888514,1.13070720786354,-0.597319276973965,3.0129665827591,1.71713789439807,3.05054218398907,1.64764107739811,3.1804404464884,3.00389388564279,1.88342849110747,2.80836407892504,0.278773003090302,1.44951365068934,0.280983074621226,0.9330583708698,1.29307770310198,2.58129770226763,1.43205750918681,1.19954580811118,2.49836509809533,2.14821775891188,3.18749980304204,2.00525895716517,1.56216454214857,0.960178151157135,1.01616290144104,3.13082134833753,0.955728483462598
"NGON_Nd_2 (GE) - TPM",0.752281220529566,1.31369512514161,1.09966978673653,3.53574254643742,2.20282400151153,3.41814230146383,3.7103280931015,2.28236945476187,2.70239568038764,1.58093774079767,2.00726260889283,2.20405174477651,2.43832781769068,1.40971058827207,2.48860394803174,1.57447597121652,2.05966566152272,1.66833837397305,2.37506173710122,1.69735196863033,2.43395008486543,1.26104815115909,0.571787590978602,3.58752766276628,2.16256208249146,2.22212134776072,0.459551639347996,1.1682463798707,1.57700130606819,2.14641307760149,3.12026314367242,3.92744493431918,3.49792441978017,1.55859401639467,1.88851052390154,2.60796427181653,2.54109483902394,2.52980158518997,1.32026446721843,1.97974861888812,1.59912736717713,1.92212141495392,2.05499515301693,3.14524725426562,3.18807686374735,0.872697071028784,2.03678570559989,3.64276645737148,3.66478648000578,2.13158517140486,3.88818549515127,0.939024608278832,1.71349401669898,1.07315875703453,0.540441051974632,3.70118750911728,3.63742869514251,2.1161816669315,2.07607470932592,2.29903545247941,2.80611839178886,3.71120356305108,4.28844427810948,1.16843927157921,2.15442171235399,1.58588954328865,2.28113037968585,1.40336625030419,2.95903818178114,3.82054061306054,1.95840237607654,2.85631961686021,3.50099345473965,3.67626788771411,2.68806133823515,2.56707437290385,1.08668010327209,1.68441635637061,2.10639646880481,-1.4469636059908,0.977232957266078,2.70853108530534,2.52776029835836,2.64213071880987,2.12178193574503,2.52564423388546,2.43219583328235,3.07954356514238,0.973524452016113,2.67282165816994,1.33311105807825,2.42354294816133,1.37312602841657,2.74938032163082,2.82501413870747,2.17654224404961,3.64608606911503,2.40941202400031,3.64889165900809,2.45232518360483,2.69154749394185,3.12828781539359,1.55180878350919,3.42983364063501,0.592678828086481
"NGON_Nd_3 (GE) - TPM",1.43720087728626,1.78573165279926,0.646923177995797,0.427819978561469,1.94157482262895,1.05804816329631,0.708495750480954,1.21589625841188,2.84644145409975,-0.0394225696710493,0.765881487492444,1.01690919797789,0.564316997889051,1.18762527367791,1.0053013092752,1.67148237558682,1.63962398586288,-0.0895527285167882,1.30617561336743,0.536043591163256,0.344210743451748,0.819580309139135,0.642743111010387,2.11091591930374,-0.0392355884360306,2.45413076359899,0.974782507126483,-0.239161831227735,0.939801365065956,0.415411667660436,1.27015342808234,1.09912976208176,1.71745400416666,0.168690429855323,0.573171501235566,1.88703156117139,1.51591313101571,1.22667204737259,0.721986066693938,2.10569968682478,0.366836381146243,0.675140003664697,1.76456890968193,2.07049049451342,2.12583402899497,1.92011699490092,1.33538911342669,0.767331385624167,0.861910742990785,1.65233999087727,-0.179520310658113,0.0606749615056739,0.102735883387248,0.157564913525202,-0.680665030038474,1.01977773167865,1.10921177052617,0.866681239789969,1.73752268698037,1.12051196183511,1.69546918567911,2.24169950898065,0.580378119126385,0.588246021869585,0.609361958335981,0.827938217903846,1.41219134565142,0.659401410720941,0.852714716118154,1.60340222502418,1.63581152250632,0.951774772442624,0.644844592301853,1.50928053445809,1.3415089453601,0.0281716423853354,0.166105387445994,0.829453499453701,1.99569535118712,0.0347604415393927,3.6279012948574,0.347618121546691,0.394106940812953,0.611772539973547,1.17341941567327,1.60562586139557,0.659403119668001,0.857513690845814,0.648025211338155,1.14868974049971,-0.280373388606749,-0.181932596933717,0.0768529128775111,1.18649555568508,0.66653308534305,0.065734268412101,0.46412957439279,0.352639266094772,1.22389356715553,0.152521795700024,1.27331033520591,2.01767460617459,0.604285495885565,0.379538722467785,-0.29573689630184
"NGON_Ns_1 (GE) - TPM",0.103063172748499,-0.877118273514306,-0.154104219486864,-0.134838194712616,-0.152661048654744,-0.0138207900330337,0.98600827330972,0.536941742882021,0.249532175851049,-0.20082148714221,-0.237198044304136,-0.266864318109581,0.531480241882166,-0.926105049907793,-0.511031898898823,-0.552368565012022,0.0252710796772804,0.0579867203329488,1.46209427969362,-0.77401192823804,0.063963959539908,0.101749576877145,1.28745849581346,-0.712475011310169,0.398095946257664,-0.454503632273599,-0.47228040034583,0.416542901942941,-0.128876337160132,0.484596459968317,-0.190322783088213,0.718831992881085,0.444750800088526,-0.0668084916403096,0.900531534463669,-0.414400310837939,0.740817796354164,0.33076724822822,-0.163050018804057,0.659744211591974,-0.728211726867897,0.512684624086827,-0.450361980044732,-0.334646736320459,-0.149352213741835,-0.854669861580065,-0.60323666178338,0.0887561819692994,1.03202513789043,0.369196497863609,0.0607344943766974,0.999001450665469,0.464252699335884,0.491492372973989,0.794967030445108,1.03436729264809,0.00374705662903916,1.62106877469512,-0.459167431371107,0.310188604335991,-0.137486921724813,-0.594996865176009,1.57951766875406,-0.775739304276252,0.974711574173323,-0.494024375374187,0.231444671696014,0.509642311198739,-0.0201078876169597,-0.313456693966935,1.13962135602333,-0.89169149998306,0.898260272364893,-0.276397655620157,-0.022399069771913,-0.3423169196172,0.687025725924689,-0.312926448344537,-0.314885517108499,-1.2567062548179,-0.247886805761662,0.379460247372761,0.0974652179710892,-0.750353532931869,-1.01958672250123,-0.869514491107493,0.220097659868581,0.499583203356699,0.115335275701724,0.755666213519956,-0.809045164496661,1.06258092367324,2.43291965050295,1.46202416548482,0.61355696490116,-0.187085468961828,-0.097922473459528,0.243592213453027,-0.29563354120199,0.925715598294711,1.80245099947215,0.69792179497654,-0.379157270749593,-0.257275083013663,-0.728424810061965
"NGON_Ns_2 (GE) - TPM",0.119004076577264,-1.18002180628254,-0.246866530287598,-0.7621449159979,-0.00618432734392313,0.857100693329309,0.550920516553069,0.340153818277306,0.128588854237148,0.560027065650197,-0.41561985634425,0.0186923922818113,0.18544796871024,-0.881325630022701,-1.01071522235799,-0.0191357434954767,-0.748549052515561,-0.534579156693668,0.628591442445705,0.0140927414534384,0.0299087267441922,-0.86451966438148,0.51624045027498,-0.697132803413587,0.479641798636765,-1.31830961891589,0.432787518053977,1.41436385845618,0.186973011060867,0.284829061520687,0.917122568673432,0.045556150560564,0.681777304375173,0.257513077876217,-0.168361109911697,-1.60576109691209,-0.223443823934764,0.815066379965803,0.231767499617333,-0.48805260110402,-0.45612047854167,-0.292230377478519,-0.988780268458824,-0.875123830713856,0.622155818839408,-0.15228714264995,-0.460790069751935,-0.0721790003156674,0.730197035857747,-0.294642415957132,0.471801742471284,0.329086743738541,0.376650235732579,1.42451497563579,0.714749080625597,0.282414339637733,0.777410334146009,0.109999064079381,-0.0547367230270729,0.666284364308808,0.451347253344274,-0.553554243819405,0.650743545721371,0.632887032501061,1.76081686926182,-0.417782382254286,-0.350022625081797,0.319475820219791,0.227070315512222,-0.523479645462256,1.49448766633088,-0.69515582013267,1.09681377593265,-0.326159510059934,-0.248302887266423,-0.739792835240689,-0.146366414386591,-0.238781356496836,-0.303486799185117,-0.454433496204768,-0.715757519441644,0.578517493938269,-0.229984245315367,-0.347382520912156,-0.320471885244098,-1.1165399120968,-0.16296877361978,0.427958142326754,1.20616739584721,0.855472325392085,-0.451699065370744,1.08774979239193,1.86741849806739,1.13346785996975,0.666825628817995,0.167432319123747,0.114300974010554,-0.0688109373055174,-0.268942238681346,1.68370979298201,0.519448606998333,1.46583587606801,0.600753494660058,0.396272624374678,0.953512988500426
"NGON_Ns_3 (GE) - TPM",1.04341967610876,-0.900124793285011,0.345517271888215,-1.28619932140712,0.00289082558844164,-0.0195819552090998,-0.368196809144632,0.307150447618612,0.16498845024196,-0.41930745871002,-0.570990228831947,-0.60612936821729,-0.829056439869714,-1.26040257171761,-1.04390031232171,-0.0331648509362834,-0.225199464689043,-0.940176335913094,-0.0910922038130768,-0.900305455148181,-0.392729895274858,-0.775547129686595,1.1529034238437,-0.355891383265958,-0.518761602250954,-0.945643801053743,-0.3860110611638,-0.522722220988248,-0.503407304733026,-0.529845917009358,-0.277867244598024,-0.320250224474624,-0.781465659187491,-0.239221406690043,-0.582147482679993,-0.525214142996158,-0.442967341969405,-0.19751403587961,-0.585738082784512,-0.0772035509667106,-1.06089915967168,0.336276930544929,-0.717591650451275,-0.469136149095691,-0.328194822475498,-0.311867198229677,-0.354865895329797,0.0650863010445113,1.1475450521061,0.653289950355698,0.0805347414919359,-0.113937586040318,-0.428583040033701,-0.111232642681266,0.0100461777561414,-0.395381562955974,0.301256945259407,-0.159330873119419,0.286050457027225,-1.17708848343056,-0.117264841208059,-0.753292244023502,0.691272379399006,-0.228125034798573,-0.0609985037389934,0.11431539837947,-0.3395751973766,0.285660867241204,-0.792844742295008,-0.201122096534285,1.01074675888249,-0.0391671076219359,-0.427850548046714,-0.719766704875251,-1.34796321872844,-0.853714190464692,-0.750333779256931,-0.270207445932174,-0.208399078081211,-0.547353464881712,0.0388603777359753,-0.625600156451638,-0.279635682465086,-0.41408999041083,-0.726013350755974,-0.84028932571787,-1.14354571902415,-0.686971512403264,0.186616662115543,-0.663120913488733,-0.932267533672771,-0.0846996143989082,1.30859144669968,0.451528984368822,-0.170430850691207,-0.822243461834354,-0.425654519666849,-0.905764926252375,-0.444512565828761,0.223973286514258,-0.107482604742668,0.420037100291005,0.153799001164908,-0.811238133397803,-0.247428244982663
"NGON_Oss_1 (GE) - TPM",-0.1284220556189,-1.40103685692476,-0.106410349830735,-1.69356532759392,-0.70637950583567,0.562801819375881,-0.16725137685193,0.186679675538443,-0.159461921393977,0.190239319694018,-0.451426209245599,-1.0348458231359,0.408999827241116,-0.450738928644095,0.0986303117580091,0.210672598614579,-0.565339742112166,-0.533750190861049,-1.50860658482012,-0.59193527324596,-0.0110104442283074,-0.844332361338309,-0.0551572135061381,-0.0574099930364227,-0.239801066775186,-1.71624580323374,-0.517052943575879,-0.771798697439255,-0.675665760948441,-0.831719243863562,-0.782021119337692,-0.665098900757114,-1.0548511365093,0.806869665050643,-0.937146461002551,-1.56640314612317,-0.701477607470191,-0.505763830910821,-0.170005579233638,-1.31518359560631,0.174229104568275,-0.400192727360271,-0.895338377596578,0.227973748633325,0.280612059079208,0.900304856832809,-0.540951948548288,-0.435565056361596,0.187226658824649,-1.16832276078919,-0.836405413563472,-1.29078431297109,-0.197262630124057,-0.583771467077616,-0.338724888831785,-0.215879828729165,-1.46795220145782,-0.608119398868424,-0.118516713036666,-0.99438133833621,-0.899345124773999,-0.606214171868025,0.0202832004996826,-0.28701071881287,0.0246705952743226,-0.593378280327819,-0.351825567188218,-0.0134373437264594,-0.978588046124496,-0.543425472396309,-0.864634480422886,-0.606839811325029,0.585443259310636,0.236765018232302,-0.848461537278835,-1.00249151108291,0.387091794565117,0.216432245127819,-0.179568810013629,0.995939688637574,-1.14022004125995,-0.882828195262638,-1.23970960245735,0.0566945807375075,-0.704553743360881,-0.926335480672592,-0.641600803225999,-0.305954425653806,-0.631058176321698,-0.46497491971233,-0.432573680840834,-0.0365163545069962,-0.0414575533234326,0.123090946848821,0.213515402729284,-0.659398476681665,-0.697450670117556,-0.632071480486716,-0.358405858971243,1.32188664829417,-0.042323231196557,-1.41375074175304,-0.727334335007604,-1.36491609660992,0.0434044681333519
"NGON_Oss_2 (GE) - TPM",-1.42579872924756,-1.37115808796345,-0.502864368816217,-0.416178390045551,-1.17302886010629,0.304406016091997,-0.892293127520084,-0.672669464781166,-0.632254032042057,-1.0556100253398,-0.774743594598689,-1.60952421238108,-1.03588252700528,-0.741126351460525,-1.66814968027115,0.237259337234411,-1.16843174589121,-1.94017666202824,-1.70926453619243,-0.731132940001658,-0.237842942222163,-0.840329040560048,-0.785258280095624,0.0980505559539012,0.49281897514938,-1.58378640930099,-1.02351353129688,-0.358829929634797,-0.887388585582869,-1.38323085821485,0.527455699339935,-0.803172571109554,-1.05307767754381,-0.459878982350043,-1.41480331148519,-0.188810188911884,-0.367834339393885,-0.662476159068262,0.382909093584569,-1.56140341194831,-0.469732378875595,-1.68431818166077,-0.239270760599439,-0.486991723757889,-0.0583381079897471,-0.609640618523992,-0.709119703914169,-0.817428164735902,1.13709000479829,-0.622193567902306,0.084343535029889,-1.15701944064002,-0.660730319859275,-1.06005518297516,-0.579568667652205,-1.02154393613812,-0.192930518669244,-0.788529142776934,-0.730312672965485,-1.0027013368468,-1.02034672413448,-0.495428018989013,-0.472117844697367,-0.655463395288572,-0.252891783397786,-0.316783782611214,-0.827696168183038,-0.823808943689891,-1.164080395919,-0.368749905187762,-0.723194942589012,-0.0153239786002322,-1.02957951269217,-1.05219056569026,-2.08651624982604,-0.339877976341407,-0.468943832779279,-0.463542344422548,-0.924163041429465,1.3221422711908,-0.584260216370679,-1.41859372883295,-1.93888092343402,-0.815127260060231,-1.05561052658485,-1.43250226359612,-1.25206248936561,-1.09385464944954,-1.30398869002171,-0.969232585394628,-1.39374308179335,-0.771623125122188,-0.97518366034528,-1.04278222458363,-0.929008471673574,-0.549504222922383,-0.585013139554616,-0.469530387280457,-0.815098604676654,0.436509474006339,-0.825617471867559,-0.274314082847495,-0.663866718972328,-0.342148681779464,0.418915312022846
"NGON_Oss_3 (GE) - TPM",-0.301574662347794,-0.34559078547766,-0.151412927547517,-0.594035854074136,-0.707871037385363,-0.66033289435489,-0.79544662488379,-0.507946491087166,-0.821925914041913,-1.22471944153403,-0.0367025801791228,-1.29923610948092,-1.08871456046139,-0.851976780498279,-0.972109746983282,-1.04404221343434,-0.9557892365155,-1.21355780562876,-0.958873377235177,-0.639060585977855,-0.0107025126947504,-0.243009987065988,-0.269354338662537,-0.521221663669976,-0.266070874706217,0.392838258288294,-1.01587221266289,-0.916246153895445,-1.1503157266639,-0.494372904653974,-0.833196843695928,-0.676898856426386,-0.795300588676335,-1.26669664480532,-0.844585878916265,-0.127416954572184,-1.01206824785929,-1.11925406321142,-0.310916575446722,-0.856485232744347,-0.777580856119688,-0.646736947673037,0.0381358794760184,-1.10572452814555,-0.648521878408127,-0.295115494784227,-0.546564850250922,-0.274518040061965,0.121125052554801,-0.0074686474046583,-0.704333030698206,-0.887127641935229,-0.729112963177215,-0.564114567095283,-1.49846487787645,-0.835884625758208,-0.871906208320236,-1.61333648025601,-0.681795917179807,-1.58759755894985,-0.31736020882523,-0.388169796574324,-0.60796810414802,-0.846699371544732,-0.612433792743101,-0.914855243862551,-1.26806037514826,-1.44353043227559,-1.03236061850655,-0.549345043084491,-0.741560947532774,0.611721800588781,-1.44477016722549,-0.793551090602371,0.296273387461546,-0.0238907734547041,-1.54414366772457,-1.34669465244131,-0.602990784730278,0.981464928054543,-0.730518458920444,-0.895172319538775,-1.48278603038544,-0.817128849037508,-0.00967221105461196,-0.148847075129585,-1.87700340208265,-0.752796696251668,-1.25890302637479,-1.98038569566734,-0.880698988266387,-1.40033103016096,-1.22793682744021,-0.369039393426773,-1.08199320823581,-0.743636921375497,-0.995674384618675,-1.29097087317188,-0.967368309007194,-0.171065104507298,-0.258512855916109,-0.786623228685392,-0.225772632899402,0.0522205961130781,-2.0969465304178
