"","PA0126","PA0141","PA0162","PA0274","PA0413","PA0415","PA0423","PA0427","PA0973","PA0974","PA1013","PA1037","PA1052","PA1056","PA1057","PA1058","PA1059","PA1081","PA1279","PA1280","PA1460","PA1547","PA1587","PA1599","PA1600","PA1601","PA1602","PA1718","PA1734","PA1777","PA1804","PA1994","PA2045","PA2123","PA2199","PA2231","PA2285","PA2462","PA2560","PA2633","PA2661","PA2664","PA2833","PA2864","PA3016","PA3236","PA3343","PA3359","PA3529","PA3556","PA3557","PA3558","PA3559","PA3560","PA3561","PA3584","PA3653","PA3742","PA3870","PA3871","PA3872","PA3873","PA3874","PA3875","PA3955","PA4086","PA4175","PA4437","PA4445","PA4525","PA4539","PA4587","PA4630","PA4694","PA4919","PA4921","PA4922","PA5015","PA5016","PA5061","PA5116","PA5339","PA5420","PA5552","PA5559"
"PSEUDO_Li_2 (GE) - TPM",-0.251460504987293,-0.0797476000118292,0.78543206540421,0.245502629236971,0.0484365840220869,0.417300242365002,0.967678108380392,0.482772008356896,0.783840475720039,0.0144197666957035,0.277545202791299,-0.14173782226257,-0.29367530563985,1.44816482214604,1.29856964380823,1.55518483275864,1.69309427591768,-0.737584666535403,0.312337098287018,-0.0169202746795201,-0.587166368398773,1.14360916777946,-0.256215345406571,-0.474293333236836,-0.560951322590231,-0.562907956061641,-0.421051371067958,-0.542129928009899,0.468333681396096,0.362343810700649,0.741157556725161,0.541380488379182,0.171288238073993,0.529567932272456,0.544047999876762,-0.662790828615126,0.179724157004589,-0.132446314090711,-0.193903328340318,0.0731887930534916,-0.706539771708437,-0.795997147413581,0.213735993179974,-0.0348547997242171,0.0785534984444985,-0.276604430465727,-0.232078849786228,-0.0186803800928441,-0.0274935244885832,0.636614957674025,0.462381215519596,0.588479394133695,0.401188619514857,0.0962326159843568,0.107242158273833,-0.0311963654753123,-0.15408902804374,-0.599889432570456,0.290079869663913,0.176907852190794,0.220829070635299,0.21947552005704,-0.0774439866778844,-0.130166142654141,0.791691099967394,-0.00521307754446715,0.760740887122221,0.612359369989268,-0.379587091505432,0.0311427883804949,0.353315063201788,-0.201585253200601,-0.877052032282177,0.103463948116521,0.094006629230594,1.03766315753145,-0.192308741443579,-0.622096208462583,-0.657009242802863,-0.822832747295177,-0.316776391475217,0.336356636386167,0.214460717129634,0.796565200095285,-0.188212529798233
"PSEUDO_Li_3 (GE) - TPM",-0.363614555056476,-0.478799933901379,-0.153599755292023,-0.289756575510864,-0.280315709863826,-0.0844319316858093,0.372651340497575,0.767278847045964,0.0486799920635674,0.385135986213794,0.220937903347007,0.442643976726373,-0.229144422274146,0.104908200100562,0.716388448593461,0.280977665488953,0.59097864757617,-0.453033653125087,0.113921834605347,-0.150639412124541,-0.570642122711752,0.395133531753553,-0.347765011564551,-0.599066503348477,-0.607733838848648,-0.554256109477471,-0.474029794968809,-0.071027575721153,0.464575155255345,-0.434596135148392,0.846903627631676,0.348801733277137,-0.0080641054400215,-0.174371397810578,1.10338664580437,-0.989240795379366,-0.92915242031067,0.110825461180291,0.0285617051496698,-0.126233893624414,-0.815638389292525,-0.870055300876914,0.0359264138708841,-0.377280724542592,-0.158656891012291,0.220151324934582,-0.95038171324665,0.393780760028956,-0.271021241462598,0.0595151285227157,0.0881831409136074,0.918736559804345,0.138661136986296,0.0925993682749928,-0.0596274213851363,-0.337824877088364,0.0262618159574812,-0.384551589639188,0.0981550096420612,0.040242740077785,-0.148765973990426,-0.193121733071151,-0.109814669831125,-0.251484345802572,-0.106877082179844,-0.124256794528922,0.889005832822527,0.857629186430913,0.476897390086302,0.335557195324378,-0.0677313480601333,-0.412698235849969,-0.682533733456295,-0.341810594326655,-0.249672057988308,0.626950786658243,-0.36815914404227,-0.721570363904075,-0.598006636196522,0.205179251602022,-0.406961048003842,0.10277922353783,1.9235991338268,0.859400475466274,0.114920660130252
"PSEUDO_Mig_1 (GE) - TPM",-0.976107279086924,-0.281086895535034,-0.776855210073984,0.888727023964131,-1.21250189810394,-1.29988314953155,-1.26046916957759,-1.6963139404548,-1.39318596255757,-1.20376285392712,-1.26785892870227,2.02024494669307,-0.371382236065653,-1.02578382599276,-1.2982211843516,-1.24982799039438,-1.56729811329546,-1.73636976474773,-1.27446572411684,-1.14525881934014,-1.51258719767605,-0.846639676347427,-1.40427086414649,-0.914438171761215,-0.774673471154496,-0.558200096719724,-0.526141414977998,-1.02951964261983,1.10811382850622,-1.65592093796112,-1.51125039553604,0.912462357378106,0.996114136173634,0.428727066309592,-1.06424810015509,2.51882782721345,-0.841548225674338,-1.49706323660462,0.732121741470868,1.38181240151886,-0.975087868496531,-1.10893190795103,-0.715836546386243,2.24489115189156,0.493679593785986,1.72448166644635,0.774542777327239,0.947467212432735,-0.997960015246841,-0.831587427319277,-0.978727449883684,-0.984674575897676,-1.42362372503706,-1.29569877705175,-1.39772515381322,-0.340331176512268,-0.996633809020578,-1.13324255238418,-0.883357041995113,-0.840404661973654,-0.970745984941214,-0.788034801392184,-0.830059421264008,-0.793365777636388,-0.163129985271062,-1.31287914179723,-0.862899261126423,0.886561509650649,1.16059387692004,-1.38838449793832,1.30926974337696,-0.219202256732879,2.15072326907778,-1.24134592098604,-1.03363797363664,-1.17205476567922,-1.32784881337359,-1.0877137165305,-1.2423242158781,2.22347413493121,0.0641918175805919,-1.65920386465867,1.14255975570781,-1.20395777939466,-0.65412384880361
"PSEUDO_Mig_2 (GE) - TPM",-1.00451473754185,-0.326208884838007,-0.806146162531211,0.901620904867814,-1.25157796715858,-1.3630684505165,-1.20418098952818,-1.81433791383894,-1.37847558109317,-1.24401230044748,-1.23715695536002,1.13113749013004,-0.638190526092513,-1.17386599771647,-0.84696131339915,-1.0409377563011,-1.68665910135628,-1.67119526792962,-1.29509697350188,-1.09443444904343,-1.47006415108085,-1.17377865968931,-1.38903450262157,-0.791181842741168,-0.809583576423858,-0.556897213473002,-0.621984538417144,-1.30242692230689,0.811571615702695,-1.62629289521617,-1.55514374922488,0.516642051404605,0.816829408512217,0.546754879407545,-2.2295193108841,2.20153508803026,-0.710037262960398,-1.61268428128264,1.77494787732755,0.945790546606011,-0.994299120063683,-1.11454789333923,0.621265730975182,0.809483728549266,0.805533672084134,1.65531057819333,0.431209816696808,0.497171060071837,-0.813362745183815,-0.977362134277796,-1.01780673062534,-0.940836488890737,-1.4548313700709,-1.29277546400273,-1.20286728385781,-0.37610377688019,-1.01128437208733,-1.18690889511076,-0.891533098819404,-0.83970634537165,-0.965458094153218,-0.843148115286509,-0.898582866739318,-0.791376341076172,0.369966203819631,-1.08321896219189,-1.74753922023413,0.0647455668162003,1.42194063072267,-1.43473784217915,0.872907866831291,-0.46322229958994,1.99642053788422,-1.0803217011435,-1.08654679725533,-1.35157232924379,-1.46729029201676,-1.04580878771293,-1.26967700699358,1.36611094902889,0.472750289785805,-1.69386717770567,-0.262029876414988,-1.75153498470817,-0.534695590776957
"PSEUDO_Mig_3 (GE) - TPM",-1.02300453516918,-0.500082137404539,-0.214942135684392,2.14105274289259,-1.31727202409237,-1.32529041717349,-1.16296569913289,-1.83616445610182,-1.40549284834035,-1.04146200575519,-1.4324668994722,1.8481723399589,-0.723103914076221,-1.34747190823923,-1.1427764242041,-0.931297786321328,-1.30209774021906,-1.78733740319759,-1.28915748365174,-1.13945369152852,-1.27450861593591,-1.39847956731109,-1.42961497331754,-0.723446646831299,-0.807916529941259,-0.513707750375495,-0.625476269347324,-1.29329752479364,1.32972316605806,-1.77528753761549,-1.54566341743629,0.808304262092871,1.89480746227401,0.7087252680814,-2.29467740902327,2.08565680724412,-1.15166176945777,-1.55284866807124,2.90086484458089,0.706451967215414,-0.954155423153665,-1.11269674276199,1.08577758631138,1.29697540093695,1.06911123502519,0.256839165779307,0.381755253665757,0.663635388227566,-0.927564588947242,-0.843690242193129,-1.03626201052782,-1.20933107828148,-1.44343144332195,-1.24877864989325,-1.18990175369845,-0.462565521128808,-1.0736934030739,-1.11016774538924,-0.933753694447694,-0.879036184354435,-0.92867345020322,-0.849698208439509,-0.88572538407681,-0.820631601709801,0.404384332259117,-1.2034175730999,-2.52560264406698,0.945703783504532,1.49839430308831,-1.44757924469909,1.78211156224461,-0.404640284878428,1.94013573362154,-1.28485110299222,-1.13570436813024,-1.30742840226351,-1.46124604022795,-1.15889165467905,-1.30523962896238,1.4124966119258,0.295227726091376,-1.73861959239812,1.10455456850908,-1.79550483445708,-0.69441208230745
"PSEUDO_Nd_1 (GE) - TPM",-0.643116349194983,-0.962715747410673,-0.621588743867852,0.612557136411404,-0.834478574080088,-0.1989269620355,-1.52390870714397,-1.29587292140773,-1.34208338637662,-1.71537257591156,-1.81925415138945,1.81668890189121,-1.54659113396651,-1.50511057250254,-0.84973793133507,-0.812529075601082,-0.895808775266994,-0.307670940408453,-0.603072738770425,-0.786824543626318,-0.879394040272277,-1.03738074345697,-0.450209353017145,-0.967934077843252,-0.593927720017451,-0.588710117195726,-0.607103761744158,-0.980401949953275,0.487738733944602,0.197924683970761,-1.7574241182743,2.7826781895536,-0.505747532185774,1.81678080529785,-1.56707264676749,0.410555330674189,-0.31560653098161,-1.24673435596188,0.204612830547805,1.68133637080256,-1.20354735518716,-1.11120187727241,-0.924669047257421,-0.501289343761424,0.634381872471755,0.790396979328406,0.0858171649138039,0.457679478802513,-0.937318937177441,-0.442609630159761,-0.582435113394169,-0.645782450035528,-0.0622598414068103,-1.10836441370775,-1.47607855260633,-1.67051840965576,-1.0834564335021,-1.29683537519913,-0.784944265604791,-0.869804028652477,-0.900955734477867,-0.809472246982481,-0.775233211330266,-0.782470651584108,0.0321070104834505,-0.938547163924306,-0.215084072332567,0.859176523655858,0.165570445866126,-0.845896859600972,-0.593296522196402,-0.979523138442791,0.542581758355222,-1.41927935223818,-1.18860552983683,-0.440954640332856,-0.507829448968379,-1.51671274875427,-1.33993025139405,2.01839784467941,-0.40926450627369,-0.924860066201891,-0.19487302547228,-1.69472304147746,-1.4495186184899
"PSEUDO_Nd_2 (GE) - TPM",-1.12174357154939,-0.978470057224436,-1.08485692559721,1.31431773764797,-0.872057622187082,-0.131897742261378,-1.40321101570018,-1.61238145099416,-1.34957072956377,-1.83230853292899,-1.79262731869816,1.50123159341968,-1.82219229114209,-1.14289045635006,-1.07646318487954,-0.637487830800668,-0.701004879980872,-0.863221357235712,-1.00576209087299,-0.815923134965695,-1.27638314943419,-1.34319294226068,-0.492546338897132,-0.941689800419058,-0.754490414224531,-0.384009188649612,-0.45403097889552,-0.588876495496781,0.295528205040525,-0.0174407995049922,-1.62087075634918,0.903812847957558,-0.754788891771406,2.05607046914246,-1.12064522219557,0.480068456052571,-0.898466244219314,-1.4094696946633,-0.634165747694438,2.44494933678702,-1.25668306841683,-1.10465461857171,0.0661467435038984,-0.523192887451383,-1.21176332065522,1.04369455054893,1.78245724516953,2.25155347963605,-1.19875569188494,-0.312463041184076,-0.382752431955224,0.302489856203752,-0.163690722587102,-1.26500143146996,-1.37627441309491,-1.65191817699969,-1.24160169763066,-1.26946665026423,-0.786485131784275,-0.90259382309579,-0.926820678250449,-0.689386137627737,-0.782101920081826,-0.748402436061212,0.610414618921087,-0.983210956626344,-1.19019842371426,0.577825598398656,0.83029625327023,-1.09126945609636,0.0889882633374582,-1.07101296847873,0.543126143967482,-1.39738101900015,-1.21416546262965,-0.777817949721547,-0.283352896476827,-1.55932461073005,-1.3585830867266,1.96961461467373,1.59370197634736,-1.18686669675103,2.01255414449756,-1.13970982777165,-1.41627614052226
"PSEUDO_Nd_3 (GE) - TPM",-1.04404700617607,-0.988677178267064,-0.559410339211877,2.08793142372267,-0.443698888644475,0.264645945199501,-0.933887547129697,-1.4949789232078,-1.17956422503736,-1.40179961767419,-1.59344218149702,1.1624292153898,-1.20571895892461,-0.681668484168487,-0.611179711194797,-0.807557726184239,0.450105984037432,-0.795025089290048,-0.70981739404178,-1.14977004582798,-0.00806031529813484,-1.4015845526777,-0.154958671945993,-0.483138592158704,-0.193045704757167,-0.432211896471892,-0.360324362244746,-0.900622328831782,0.779821653435151,0.222629348960896,-1.51733596468975,2.11962991283709,0.562269460503265,2.15487839767503,0.694962947789092,1.446642979308,-2.10884824894706,-1.03856944427076,1.68821073861939,1.69534030942089,-1.06520800998788,-0.985690201516439,0.988512001756727,1.93507207644273,0.133029432412873,3.19031521357278,0.192341921682702,-1.03309939303913,-1.3076678496606,0.192556668108369,0.145655375609873,-0.702057011927201,0.684347477631561,-1.16182544089796,-1.34719647192143,-1.5044688866014,-1.10769837813797,-1.38501414649833,-0.674630936103926,-0.744834338303032,-0.863886791008595,-0.706549524151462,-0.762713433265929,-0.699667148194919,-0.0178035406364094,0.245960268907645,0.220871752998703,-0.60454150082142,0.85928326578852,-0.931318022429997,-0.217248904278432,-0.689401846278047,0.124018705294217,-1.210294623245,-1.14104180170104,-0.434969277675666,0.00305596728474223,-1.29479864742544,-1.19249311274444,1.75374149978664,0.933577477812505,-1.17984273201809,1.30008058858407,-0.192705621886073,-1.16425148492152
"PSEUDO_Ns_1 (GE) - TPM",1.13165119621752,1.45694460592395,1.83760270943073,-1.40931224126828,2.54408561842438,2.32268075867079,-0.619460936868123,0.820563503242576,2.20965472763485,0.936290199545648,0.384179323049112,-0.523230408442623,0.781883496551578,0.320711909243886,1.29781519962818,1.70099373183889,0.711005006990347,1.88812437641594,2.19344302534823,2.69393895921539,2.08849889672541,1.39995864164198,1.39233333971957,3.02528054575663,2.27548882366748,3.08563531331501,1.15540756516091,0.657886967576816,-1.48021461685782,0.422487046262589,1.32758822368711,-1.66576997353612,-1.96024222212866,-1.50028163318847,0.0386991276994831,-0.751757853930487,0.00868355862118798,1.56265331756601,-1.42608671304674,-0.88876238969994,1.47928252487247,1.62505708074129,-1.00122111497345,-1.52875710385653,-1.43024524576104,-1.1603738216605,-1.13092534556728,-1.28305194076225,0.768734726182342,0.22334640524565,1.10369641466065,0.00948647159675295,1.02413286011786,2.37144003051363,2.31363727460663,1.73409540261672,2.74451388034355,1.6153676426135,2.65643457578725,2.51535999770561,1.68499503346896,2.12360215004324,2.50693062528244,1.54992292879282,-1.9603665897167,1.80522499020861,0.778562733739688,-1.10508651520598,-1.86727760400497,0.699212763986792,-1.46577773338316,1.02700469723494,-1.30819087772575,0.378224619966323,0.772048292157876,1.63584996132955,1.47110344019169,-0.472785689246065,0.568453771687061,-0.524816044776621,-0.887742411605288,1.00498770365916,-1.12816001217062,1.81101304227325,2.10770579544629
"PSEUDO_Ns_2 (GE) - TPM",1.2631679865369,0.92439020742208,1.78447954672663,-0.670650941741001,1.91488459370231,2.31833522002214,-0.658419167774548,1.15645059407453,1.94380923102223,1.24193807327758,0.266830226848678,-0.964850280320033,1.2308929186778,0.0952901276701704,0.268572000526879,0.35524186353015,0.2483225452238,1.76104131867509,1.72022640829879,0.908058799707104,0.633743471666348,1.53912792168274,0.781613507101383,1.98825454178449,1.41582048524189,2.04030835234274,0.470682534622769,1.72584588171478,-1.66162907131432,0.594291102166761,0.757415280436847,-0.616879299780946,-1.5225600062442,-1.10079911885061,2.0467780032503,-0.763995520026807,1.95337623329244,1.38941910591587,-1.74357869009737,-0.199833499158215,1.83447481864552,1.76282627749609,-0.958495233718846,-1.3663668603542,-0.0268690963784475,-0.891072933405099,-1.01431651248109,-0.936983992217448,0.814348338566249,0.0483571816681866,0.510465111051637,0.79759064206565,1.18625680704775,2.06405820892401,1.05772813976418,1.71781279211643,2.16789305943871,1.33150880428978,2.54365578412512,2.43153427230617,1.83224389656049,2.13150272329349,1.91306534768873,0.838466239426436,-1.87948912532919,1.02267754955611,0.719149377143683,-0.480276049009031,-1.7884121779123,0.703335859967831,-1.25331117118069,0.38164908187704,-0.232711587683251,0.118318667190332,0.672868111919879,1.80316007072087,1.3863860280401,-0.529408227380651,0.430025963339239,-0.84043659524161,-1.1971564458094,1.176570239687,-0.929520080644273,1.40275387406935,1.23803103538717
"PSEUDO_Ns_3 (GE) - TPM",0.959895712005068,1.22050491404311,1.8027205306563,-0.755758842225652,1.53182786641748,1.81366374341482,-0.583780477743658,0.269001604756845,1.80087862667994,1.5461715527138,0.162698008585291,-1.82175120910423,0.682196336284025,-0.192359140085816,0.264881286379123,0.195943288361913,0.826723945224917,1.35068969007215,1.05518049063172,1.56363339056306,0.471724344508037,1.22023115916967,0.698502302534049,1.97256945212907,1.5231735359662,1.7611393081543,0.303636071253049,-0.127741264518517,-1.74193588302035,0.424539861245302,0.817422132678349,-0.733366941317908,-1.54014168403969,-0.720036929069922,1.1998163708877,-0.35682001078103,1.61176929706771,0.816200397973552,-1.77923661186484,-0.23951058121232,1.58385949175148,1.85260258637414,-1.17530295697096,-0.910960993292401,-0.749231115192942,-1.02894428268089,-0.919453258549983,-1.60454542644975,0.746210317431949,-0.372701453431633,0.718486468451076,0.140116050550951,1.43757874234726,1.67575813377972,1.08871901265353,1.65427184860648,1.78080700369705,1.66862927766399,2.16640641952715,2.14681408414325,1.7462121232101,1.59797994514427,1.63999588132342,0.716862472541561,-1.86733659526028,1.22759889722628,0.147641305108117,-1.66400848425634,-2.04914832204174,0.361445031475133,-1.40642055039162,0.270589200759774,-0.91185455734131,0.104302843474682,0.664869678103461,1.73837315170268,1.3053055389174,-0.460220025512492,0.0943415937840954,-0.710924789455689,-1.18577599731587,1.19521815370827,-1.17140668860435,1.28030298906157,1.4268514503841
"PSEUDO_Oss_1 (GE) - TPM",2.49326715019731,2.99634081768032,1.80639291406911,-1.08918322986835,0.294150714080115,0.989321710050175,0.855852742431004,1.00831377353836,-0.234157142996208,-0.516389928187648,0.981246799749298,-1.78680319027033,0.248144781536989,1.87110068599339,1.94106402482319,2.28962662608444,1.23445572773562,-0.455504935002968,0.210579298765979,0.271689106071937,0.114014424598497,0.784154376198927,2.66836105209663,0.499554104583954,1.20557586218382,1.34795236603233,2.12490062973855,0.858679114416132,-1.80493932459347,1.83690453447156,-0.288928735432164,-0.474484862821269,-1.38823466261788,-1.22258465688018,-0.665538001836366,-0.19000383189159,0.494630015877885,0.792765915461777,-0.27573215785307,-1.60369025929965,-0.374378308838041,-0.276409117293732,-1.42542173738722,-1.09094601983085,-2.03986303538092,-1.36787180987628,-1.66964572415318,-1.38678118910996,2.67409898354191,2.51882257241934,2.43678550611812,2.34984797469562,2.01654626400216,0.687851048036883,0.31264457882306,1.17401490975643,0.904371854807253,0.828237619186712,0.830500132089311,0.777673795427798,1.31176427520798,1.45726317165851,1.66949287067875,2.45532412521431,-1.71520403469133,1.71944180242162,1.96175601033346,-2.659710928987,-1.49014489201951,0.00688255161665353,-2.1775682636304,3.02174056121758,-1.85171929986613,1.55380033285003,2.3600556369017,1.46618320668488,0.920641015803816,1.81751856376967,2.26673512019538,-0.797189430999419,-1.28814098247529,0.777729502641976,-1.05575630809987,-0.419607370146068,0.153835998619492
"PSEUDO_Oss_2 (GE) - TPM",1.4436653636306,2.0308759527813,1.40136171086594,-0.476054788852937,0.444909308434587,1.02231657274286,0.485012986410513,1.27518230582826,-0.499368136989844,-0.25724535198018,0.369437160453778,-1.66332085179077,0.327283735026255,3.04702735239,2.20723192826123,1.58841055386259,1.32242793367722,-0.108145250413126,0.571342900315461,0.608186404747213,0.234143307368012,0.28747588857098,2.35991096703023,0.559670069685747,1.39068163631944,1.04607942278761,1.63235414784044,0.426716879114487,-1.38872163835503,1.74784839451156,0.0791461806444813,-0.70296144352965,-1.41465302470564,-1.23926529706168,0.840803499116377,-0.35868283320054,-0.854285666503933,0.760526015900455,-0.721450382219246,-1.81290040990101,0.184414757864853,-0.0564943540327268,-2.12342750079546,-1.46079206605727,-0.758133440841686,-1.32285943755582,-1.40713783651428,-1.5931686100036,2.74300945673797,2.82293690614975,2.75581158169514,3.06644119710035,2.06760229958758,0.66991415119313,0.814177865948069,1.22855552993378,0.778053568542413,0.32615784101066,1.24822370082435,1.27143620943876,1.69221091208128,2.67740662556501,2.14039619398541,2.42548173722697,-1.95280571071357,1.57430539481369,1.26185622976,-1.79719216513292,-1.92158348626755,0.0258150803051135,-2.25346435229882,2.21153531112087,-1.25748201224858,1.06769953853317,2.23404466099354,2.01183058703723,0.661470296056786,1.54478197961298,1.98820748148439,-0.517315977246409,-1.14666551025751,1.13920889951166,-2.10326487320931,-0.661210901247267,-0.0100244231356781
"PSEUDO_Oss_3 (GE) - TPM",0.479814808383421,1.39666628822877,0.881472258328275,-1.50917403350227,-0.0244079221544938,0.864284106131908,0.691274403854144,0.75608413682921,-0.224046959080527,-0.36763214155246,0.932279794578177,-1.62932252579419,-0.205660302432166,1.91903062098459,1.77918672544683,1.50358131042248,1.29873681969588,-0.464526818473728,-0.266156073317568,0.283350460976136,0.422515116191573,-0.179990127828061,2.43505904199334,0.815293604580654,1.28270660234107,1.04656615537117,1.30155860995522,-0.289810533956404,-1.25828026970138,1.63657962635697,0.136907160535102,-1.42390426351558,-1.44672589030785,-1.96173439977468,0.482443051803039,-0.288690481657246,-1.09173133449648,0.554037323581828,-1.05821752441971,-1.82706578905278,-0.178478175879417,-0.14028626403886,-1.48889908957521,-0.559326882363639,-1.64324593298984,-0.573642903934311,-1.6805173391216,-1.27776948844719,2.8504127469612,1.9734670397933,0.823988777612772,1.0758616148564,2.11803888551141,0.303901360334393,0.406240452522313,1.18156649041688,1.20537691674531,0.686068313539884,0.617831530865392,0.968112363438934,1.40309938256761,1.17914328843696,1.53353625780084,1.95589263245496,-1.73017834455913,2.53719061497291,-0.152658183990256,-2.292402611925,-2.12550489012281,0.0700655515093367,-2.30182942831181,2.53012963820282,-2.00914974080129,1.4324298485616,1.98931466919969,0.89719257688297,1.07172493304271,0.978779034820842,1.56741844808276,-0.432633939665781,-1.05983005328947,1.13756805617312,-2.16398371235343,-0.941520222335258,0.309016976865484
"PSEUDO_Oxs_1 (GE) - TPM",1.09202326912531,-0.369159135680239,-0.74749716483234,-1.18648766683336,0.374748303948826,-0.29922472017531,0.566465276878329,0.88314372929052,0.187249674709408,0.350880083952644,-0.0362374690276217,-0.642059031987735,0.536005949888311,0.790839363401039,1.02269255110225,0.601722518248638,0.863006147817943,0.443305583037906,-0.100194981835834,-0.166893708435193,-0.0955615101890831,-0.0674391408484755,-0.118597292172833,-0.782401857476642,-0.79345862360575,-0.582172657457082,-0.692236738209539,0.35136737514241,-0.280553501754455,-0.224227184428446,0.742725630006771,-0.906899634151806,1.08821687252142,-0.837171603011649,0.667367037180995,0.0430994423281317,0.555368262459597,1.18651087930859,0.200184896310346,0.012373605565254,-0.254437920760837,0.584715341028544,-0.254468692178328,-0.749366440063611,-0.0318067723854929,-0.572807294872166,0.351909186465101,-0.12230755145513,-0.571619154283928,0.216765555422585,-0.0956840770720344,0.546705802719082,0.31779746739572,0.745405166648763,0.467650135933419,0.185922526121751,-0.550491975216112,-0.0870729963420773,-0.534845147219078,-0.722313642145845,-0.752444106929512,-0.591859156294041,-0.424256410456784,0.0118294401479783,-0.579225131824464,1.36053624322357,-1.0672266644486,-0.462868747574178,-0.84271402423434,0.57566298084804,-0.477892448163688,-0.58280658773726,-0.376941917371166,0.440839683321416,0.470394026310227,-0.391152478526013,-0.220976101511456,0.572453338800271,0.543193332921152,-0.740865416654054,-0.0466497470575736,1.08464427593541,-0.702725336125502,-0.607780289622292,-0.692858678578488
"PSEUDO_Oxs_2 (GE) - TPM",0.750434522833336,-0.205216205319249,-0.802468237870606,-0.116536246749068,0.824569904150561,0.265211656971548,0.520192398708516,1.26967534424848,0.38215706835677,0.333108140422819,-0.049692535083199,-0.806380645345851,0.369081921454035,0.913347691964462,0.286089953789811,0.942878834883328,1.37145388978546,0.725188464924175,0.413626617826956,0.296420807478736,-0.133385076741547,-0.0245881676852891,0.531301028624497,-0.781878161087784,-0.865934261405514,-0.689252667655664,-0.63114172833304,0.0432757242850148,-0.243607577429924,-0.0292425762424446,0.46975605744854,-0.370789267111794,1.2792143301364,-0.0733125667303225,-0.0330716193565567,-0.39500489949383,0.902656391594513,1.69339214969892,1.21218290642612,-0.0432169747841958,-0.231571591311287,0.414219926130326,0.812657485707873,-0.296627263655394,0.633076960705656,-0.367754280987806,0.793375506082709,-0.391610551803713,-0.526004067794417,0.16417061417847,-0.266258570907882,0.287795043936665,0.13839533678944,0.576739606020426,0.432782484748359,0.281118058347125,-0.186900518952773,-0.0470147656689731,-0.654197072170292,-0.700225599384698,-0.736192963091844,-0.513311734283148,-0.513691002146642,-0.156852676065208,0.305778237986567,0.867977758416893,-0.820386949554268,-0.083409232251403,-0.593236983247225,0.0265763215908027,-0.0367150531972895,-0.442100859046072,0.261357447449674,0.624510119417355,0.454382622908109,-0.195938170138215,-0.119862278350609,0.579605725866434,0.541038804680859,-0.836184804308092,-0.0477845022474085,0.468324972208983,-0.25331686739457,0.359320560239926,-0.639308546749775
"PSEUDO_Oxs_3 (GE) - TPM",1.45466603251837,-0.274276404760905,-1.13967473389139,-0.448088694279296,1.08088898390954,0.0920189585283801,0.7490307185501,1.76410242015312,0.381219436911295,0.552562157253027,-0.073617727397646,-1.45361799751251,0.654213455591962,1.07649250803882,1.21301075955061,1.3976522309001,1.6306542826169,0.938271906593669,0.577612231700678,0.0767105615012762,-0.304260316644901,-0.544697442823646,0.374670284311676,-0.654328648511175,-0.872137508393099,-0.593347213394884,-0.606713450142884,1.95108648486699,-0.344042365345139,-0.0472395859838129,0.620569978209629,-0.211510487215932,0.523183985479096,-0.220072925607504,0.43175524980816,-0.285080240430878,1.26215568005419,1.51917566789586,-0.446881884102633,0.275780208659742,-0.355463916898287,0.365035945755745,0.525878978888321,-0.280606860446953,-0.224702571990283,-0.612383720926677,0.462950942473378,-0.434023097719718,-0.361880702271173,0.397334501008302,0.180587633668588,-0.00528895371661477,0.323024750527995,0.783955354712964,0.821636385657695,0.483307874486008,-0.339737240462553,0.550235388136745,-0.729061826636819,-0.750659298937241,-0.772730944247657,-0.597308037226596,-0.567186277946385,-0.225333433503365,0.196969131670992,0.616365909114708,-0.413386318466157,-0.26830509618629,-0.705301874591294,0.076360209375657,-0.450475118397162,-0.532331451272951,0.0602297760619668,0.778621673652197,0.842614115705556,-0.283595654550324,-0.225660510748077,1.08144014888065,0.914613060990261,-0.955905086721236,0.0652045530322693,0.581491905237011,-0.139595904716523,-0.0224651988830345,-0.565133848973499
"PSEUDO_Sp_1 (GE) - TPM",-1.50051567633975,-1.24922629010102,-1.24164759803849,2.4154899803148,-1.14001846835717,-1.68338807559179,-0.974572063756036,-0.319815096756164,-1.43788435128533,-1.45615383988003,-1.03838066034577,0.436387862763607,-1.53865374476853,-0.225406086773241,-0.869399895981874,-0.459337645107539,-1.08153992103993,-1.38110488046057,-1.25933921220044,-1.38739324219002,-0.335372268358734,-1.45802221316597,-0.85833716337632,-0.84641681842767,-0.938033354818995,-0.993934740690178,-0.768284850454972,-1.37614142412907,1.10265143827572,-1.62584770155462,-1.48684446678329,1.20046142494104,0.852634081579787,1.36874556767674,0.493194916250945,1.00938716149405,-1.06452503337061,-1.3978183607467,0.689414216945484,1.3412616996741,-1.06632664590938,-1.09718691052618,0.903827344856244,1.59403438386792,1.34010491520997,1.05468551347898,0.815410838634121,0.267740802435752,-0.428503163828116,-0.924281796854533,-0.642134262264514,-0.895206640097537,-1.18132052728064,-1.58789270190724,-1.59533475803859,-1.65647188191295,-1.04720252040491,-1.40352081983678,-0.980901119771635,-0.929684049209395,-0.998420763606389,-0.884021417588298,-0.909971449304865,-0.885923137976996,0.181248726003863,-1.2896338618393,-1.27667978827744,1.83723029563784,0.590978097095772,-1.1813506805237,1.24157525095411,-0.405374536173176,0.744773742751499,-1.41211926031486,-1.30029455257121,-1.4960134352869,-1.10115984280604,-1.28883816862681,-1.05311159821474,1.57510481606139,0.322710068347433,-1.48073494581356,0.225446074079772,-1.37722236901326,-1.14036637494617
