"","ABUW_RS00105","ABUW_RS00710","ABUW_RS00935","ABUW_RS01510","ABUW_RS03005","ABUW_RS03190","ABUW_RS03855","ABUW_RS04405","ABUW_RS05705","ABUW_RS05710","ABUW_RS05715","ABUW_RS06690","ABUW_RS06740","ABUW_RS07310","ABUW_RS07630","ABUW_RS07725","ABUW_RS08060","ABUW_RS08385","ABUW_RS08515","ABUW_RS09230","ABUW_RS10050","ABUW_RS10070","ABUW_RS10585","ABUW_RS10670","ABUW_RS10875","ABUW_RS11505","ABUW_RS13140","ABUW_RS13215","ABUW_RS13435","ABUW_RS13440","ABUW_RS13885","ABUW_RS13910","ABUW_RS14160","ABUW_RS14165","ABUW_RS14470","ABUW_RS14475","ABUW_RS14505","ABUW_RS14720","ABUW_RS14730","ABUW_RS14820","ABUW_RS14895","ABUW_RS15300","ABUW_RS15525","ABUW_RS15680","ABUW_RS15910","ABUW_RS15970","ABUW_RS16125","ABUW_RS16855","ABUW_RS16870","ABUW_RS17050","ABUW_RS17825","ABUW_RS17830","ABUW_RS17980","ABUW_RS17985","ABUW_RS18870","ABUW_RS18910"
"ACIB_Oxs_1 (GE) - TPM",0.571584107532417,1.43741679617002,1.19985323424959,1.51345852522665,2.45155115238581,-0.288763073012746,1.09970486904555,1.57602305366427,0.972600478191176,0.576839879437286,1.54379664099573,1.20386145456833,2.00332932203504,0.468662231068242,0.42098975164048,1.40020380983507,1.86392733826016,1.80338551518653,1.19344468803643,2.08502383545908,1.40229760922431,0.973181337748033,1.48948230832803,1.25085373592163,0.582465284554262,0.433993652782315,-0.430442493555511,0.318846307843255,1.39894450839845,1.90056655745946,1.71617743949666,0.732700396016679,1.21302329016713,1.73497158652988,1.76681959246292,1.87324997442035,1.29509832594193,1.88324971538548,0.471428737626709,1.34008015910906,1.91772448701624,1.30694649952382,1.04280587147708,1.71691839482311,0.452997200915664,1.36336971523624,1.3097508941624,1.98692796393039,0.243232352739963,1.87522912931905,1.02256289539048,1.20219949924716,0.733212304780723,1.33810341486322,1.27220182340846,0.720927448686703
"ACIB_Oxs_2 (GE) - TPM",1.99884503427353,1.71102110771644,1.25086789857442,2.29605475117464,2.20323429862385,1.82083881911641,1.4951137440051,2.50426121002649,1.40121754758124,1.14108101112763,1.79451664025996,1.615857750791,2.1503112539271,0.904595146497308,1.17521578471779,1.7721109898922,-0.1880752800048,1.58738262147969,1.73499141562135,0.850915598290369,1.53978818426664,1.33521275716845,2.09276138274655,1.7645630227788,1.35900322136055,0.976582300131027,0.560540867987065,0.887028909334037,1.93917864417679,1.08822503785775,1.28873004658591,1.17023548604854,1.56635342705337,1.83556962498148,1.0274817166477,2.15177490013345,1.32536716316864,1.23812489840916,1.69827884724381,1.18650508757835,1.34614507312737,1.38896287453866,2.33239084705755,2.37253495426334,0.994241964577511,1.32892679342448,2.14309032159694,2.00290577632988,1.70054703516846,2.71856047268867,1.67190821235707,0.916875301836441,1.24924910762301,1.76154115180082,2.26431665261261,1.34621150415826
"ACIB_Oxs_3 (GE) - TPM",1.17772638944987,1.65496099520124,1.29188361231891,2.08739046282049,1.97832139348969,1.34234755095761,0.701004275860898,1.8850823980311,1.26114599140971,1.33871435451137,1.4849650531057,1.17266145913521,1.85648602201603,0.867860730969787,0.476989374073359,1.40372209831213,1.93752732814587,1.67736599085078,1.58857184034609,2.17749692803967,1.03942617038042,2.23701251532892,2.26854212991848,1.90207391796383,1.43494536310697,0.782418065450473,0.19692461741782,0.591535412320609,2.13079733016691,1.72958546515558,1.25186501496948,0.934419503157096,1.1639811370739,1.75061382213865,0.647031088471952,1.7293296240303,1.33829063600113,1.31587573934742,1.03292054612001,1.0371567625852,1.30293460263226,2.27925995787865,1.59137436180917,1.2750195031057,0.630041308418225,2.45364920714525,1.79469130207655,3.03321233746398,0.814216286606369,2.42240607072788,0.594148411275626,0.411068573664863,0.948527768758837,1.32540364347861,1.67893207343719,1.16347811389517
"ACIB_Sp_1 (GE) - TPM",-1.63017436536715,-0.59089363626567,-1.45729814875272,-0.627505616553915,-1.60689007084945,-0.855999859034728,-0.902682703654472,-1.27313760759044,-0.561452160975087,-0.413250318770978,-0.457449303543177,-0.729908835347139,-1.50708655137368,-2.05204504512212,-1.33907735419824,-1.61611413470519,-1.1580600943124,-1.18021170836045,-1.3950398725056,-1.30950504277654,-1.78721260488929,-0.409965200764374,-0.448070444815828,-1.26849905623462,-0.859362165763667,-0.40246288186065,-0.811819217571471,-0.407527423584557,-0.679820822897627,-0.994597074403244,-1.86957356471399,-0.83796521611246,-0.548892043768048,-1.29460649717562,-0.870075363040662,-0.874795673814708,-0.423413771129266,-1.15899922857728,-1.77248394265391,-1.18939202238746,-1.4346903669876,-1.21977054788926,-1.07738087769661,-1.39050945509376,-1.11648693955307,-1.48918300547449,-1.38714501158482,-1.51856815090896,-0.657071681283799,-1.53085332679511,-1.30250798066502,-1.52942650938854,-1.59376357916927,-1.54106819660753,-1.12893816128618,-2.24096754662161
"ACIB_Sp_2 (GE) - TPM",-1.49959500956393,-0.590215703835216,-1.41439346022215,-0.627505616553915,-1.47135802912335,-0.844259484776919,-0.787462049840726,-1.18777438341867,-0.557216783671018,-0.409583547111341,-0.456911614601487,-0.700452510208535,-1.48131216172827,-1.94708396494464,-1.38319013102328,-1.64120063326789,-1.0660614153349,-1.10284689736563,-1.3746427553653,-1.29237825212482,-1.68523617102557,-0.425564951383246,-0.446851265472971,-1.24431387150043,-0.856374968729998,-0.40223787740944,-0.837062951158704,-0.401066298062663,-0.698590347648985,-1.02081952565719,-1.77394228056206,-0.873354674069823,-0.534630150776585,-1.27627819563777,-0.71903872257544,-0.826039799365889,-0.420952846633064,-1.15645575505518,-1.76354744550539,-1.16757026379778,-1.28940783394317,-1.14267948291553,-1.04645226737206,-1.35890652091564,-1.10490332952728,-1.4206115522241,-1.36360810323815,-1.49728751684714,-0.652295931223879,-1.45807587270768,-1.26334632977068,-1.51924107430188,-1.63711251332132,-1.48759608654315,-1.08977016456922,-2.1806479335666
"ACIB_Sp_3 (GE) - TPM",-1.6562810992387,-0.575104784020464,-1.43759195392133,-0.627505616553915,-1.46606985637644,-0.823853820513533,-0.638575360913439,-1.1958092385642,-0.571476990168975,-0.417803004166641,-0.456688738508777,-0.706182694350743,-1.46733091637456,-1.98020256068025,-1.42798159851718,-1.67648577266528,-1.05057021089197,-1.12742450103846,-1.36347892263335,-1.34698190743528,-1.79782762868651,-0.371189482674025,-0.447659246410582,-1.18103452002201,-0.825892672021726,-0.402281310776112,-0.970161418873723,-0.406488249766181,-0.712397277044589,-1.00177634647845,-1.74387040501008,-0.719990329377792,-0.534692349453692,-1.26021216218685,-0.828134891436655,-0.882393019834626,-0.417243234174085,-1.15547934176406,-1.7114734535391,-1.16144697516121,-1.33678213365755,-1.2425252341929,-1.01013041775139,-1.3240510196173,-1.08802127466835,-1.44543181648335,-1.24757286266575,-1.41091994114227,-0.646368334970338,-1.49656681559319,-1.25363428886977,-1.44912960551103,-1.58644201809331,-1.47790957006298,-1.12610068857541,-2.14238449950771
"ACIB_Tm_1 (GE) - TPM",-0.398373601560836,-0.46951595429686,0.597524540446617,-0.627505616553915,-0.179901194269844,0.131906448457262,-0.727880915998235,0.063986374604948,-0.271931252498347,-0.383347043135247,-0.410076535871504,-0.162421109380597,0.14561400699052,0.85176424440258,0.684117007255813,0.0114063080063958,0.375513027628201,-0.0764499826108792,0.240872118584143,0.102708615308924,-0.0840717449507778,-0.397116861408812,-0.433912126601318,0.053976787307852,-0.089383184846038,-0.387407314637366,0.160614672020958,-0.366930019071282,-0.384129339120411,0.0625096107732597,0.344465906304328,0.652891191894548,-0.340667245442675,-0.491804707273749,0.247490725919606,-0.492280928783981,-0.402633761616079,0.145709150051339,-0.536196760974137,-0.227927260107293,0.512499802529788,0.315969440250985,-0.289849004319779,0.0883757148298063,0.0343659128976061,-0.284675790554433,0.39422995927512,-0.238366593934273,-0.445059864333877,-0.0911415851994839,-0.249714339061388,-0.304399423370035,-0.510404024494216,-0.00384022269341667,-0.00912463805321463,0.372032621583173
"ACIB_Tm_2 (GE) - TPM",-0.421882660400686,-0.309749119861855,0.39546938354959,-0.263140024414088,-0.0946529503382714,0.197445052612301,-0.0848069221876211,-0.0856196101989689,-0.267459766822299,-0.373021018644502,-0.404860365623792,-0.310060733417405,0.391386038996065,0.547186442932461,-0.0871247193922271,-0.152177151507169,0.26992511837644,-0.457432089946718,0.418654825475864,-0.301281539992209,0.623341632940289,-0.249992824315669,-0.429182233559338,0.0742562277810156,-0.243515501116202,-0.379837005080839,-0.639488892867633,-0.37070350331543,-0.347393620846258,-0.328808102896375,-0.0498748688397936,0.262682335073262,-0.35586728556405,-0.385236090308745,-0.620405776740038,-0.785701950202729,-0.392546512216045,0.0572068979250967,0.505308404917182,-0.197309965721836,0.339718269261577,-0.0020346464771088,-0.303250869688403,0.184622899437521,0.581221299407394,-0.0825702228685381,0.579794360987428,0.0237723058152074,-0.408479748177069,-0.0729502671555335,-0.00291848609326982,-0.342996329681029,1.38210858360412,0.143191988024721,0.156012466557334,0.835858561577761
"ACIB_Tm_3 (GE) - TPM",-0.0321583879614621,-0.37994776636732,0.701579195704821,-0.627505616553915,-0.269869354598436,0.29770129255495,-0.447580241285231,-0.0248483847643524,-0.315378613604173,-0.390890820514003,-0.429345375210823,-0.225259309920987,0.396771775108817,1.12084294369745,0.192559974834486,-0.187814469823947,0.92747745147521,-0.325351422567759,0.457543397777905,-0.277591494814921,0.594637748966939,-0.257016566555859,-0.429899710045536,0.400611862042899,-0.0180157019209071,-0.381781494806933,-0.418158715486972,-0.372922003210097,-0.261360798236063,-0.296373010493009,0.209933428233678,0.216326213502116,-0.381017990842476,-0.42801821991146,-0.534823940863495,-0.347147757877688,-0.412528036432125,0.0255434541045882,-0.091980197742664,-0.227681351590942,0.555793980457825,0.190980743736736,-0.244619466470727,-0.366728941478198,0.167010698711093,0.0768058210090592,0.472702211513065,0.160661522572883,-0.396537646905252,-0.299056520213286,-0.474441620421366,-0.537212580077307,0.0179193693800797,-0.0185449586658366,0.15255311797651,0.475160701725933
"ACIB_Vic_1 (GE) - TPM",1.16230395832288,-0.43406301495689,2.14539931782594,-0.175766972427104,-0.387556746069372,0.0938690103510825,0.618314768893528,0.748321345007868,-0.309906010104401,-0.321197364927909,-0.351518842962528,-0.306164473686592,-0.0804408451733384,0.761788198850524,2.64040711260773,2.60888923879671,1.25426046309782,1.00408106776486,2.14525146315616,0.702817142890907,1.89974401016246,-0.227076077332068,-0.348519576170825,1.42424421959947,1.35167390541246,-0.334053382959637,-0.457703733186901,-0.323328559633184,-0.0267728439485944,-0.250819958168612,1.34826321120809,1.18021313076409,-0.268529645236198,0.633837605703119,-0.0198209138253472,0.116573051719852,-0.346667506276074,-0.626365724034522,2.16942051896488,-0.37111472722739,0.970400158954491,1.60170184260184,1.12286949805057,0.301947401618064,1.20650097558501,0.940927157596263,-0.16322416419645,-0.215820468201923,-0.0827743857615126,-0.138765783784985,2.2940148427958,3.88189096741467,1.31276692989886,0.161265822104957,3.22373637476607,0.425507948795777
"ACIB_Vic_2 (GE) - TPM",2.7981857621443,-0.506037361391355,2.12221977181286,-0.627505616553915,-0.994281684114853,-0.608319095976833,2.79315352993883,-0.522256158477004,-0.406434024636265,-0.396686981401906,-0.443296765290736,-0.406512128635231,-0.390917706670804,1.02294699547025,1.91273178671915,2.16207376499718,0.297892927358118,-0.326086223470065,2.37075215646713,0.985145975830474,1.38389511599378,-0.385663773047476,-0.440636637839028,0.0163875679460821,1.20464530928445,-0.368447247526853,-0.580356874363704,-0.355373924077334,-0.4556726400362,-0.250105440754308,1.05747843310385,-0.604827851870624,-0.462634925328506,2.44955564180308,-0.368197730248339,1.51366280470203,-0.422514252770766,-0.949695287114947,1.11102485822272,0.132950301585437,1.54959337036903,2.73228450005029,3.06059144383625,0.0154753966417124,1.89649227011934,0.648997471347455,-0.4415528447632,-0.716110347828157,-0.103683265728104,-0.136391126842858,3.658217542469,1.58540004566,3.09430248980313,1.19447821380098,0.800193083657557,1.29779159364253
"ACIB_Vic_3 (GE) - TPM",-0.395963035192429,-0.537503239461878,1.40303835416501,-0.627505616553915,-1.12865334577302,-0.801470414562005,-0.0156605022034866,-0.41766346266788,-0.489690084068176,-0.379919940851162,-0.435715137957235,-0.559659632699082,-0.790885679571674,0.418623912799763,1.74100060290084,-0.121710039248755,-0.100012043471841,-0.474127297654112,1.45439173242019,-0.335480204967354,0.457173067632039,-0.190343515747789,-0.435068975814775,-0.679900104149219,-0.206796420079295,-0.375843243480542,-0.432218105246781,-0.371289579013524,-0.485833802096847,-0.392367871174893,0.45743450789024,-0.527646349457477,-0.476496739606489,1.61948700485563,-0.650987791245157,-0.210560989706378,-0.426111243089779,-1.04153160258293,-0.281768968632269,-0.29205449586777,0.404527438983359,0.138041970717417,1.60695799707546,0.113017705650699,0.492218959434227,-0.156876822854873,-0.503451590935883,-0.83749402064777,-0.386766271531,-0.660986288492381,1.07560074675641,0.779525155528377,0.619197994992293,0.180129526891816,1.63248869122193,0.307370527131716
