"","OG1RF_RS00160","OG1RF_RS00210","OG1RF_RS00615","OG1RF_RS00620","OG1RF_RS00625","OG1RF_RS00630","OG1RF_RS01045","OG1RF_RS01805","OG1RF_RS01810","OG1RF_RS01815","OG1RF_RS01820","OG1RF_RS01825","OG1RF_RS02210","OG1RF_RS02215","OG1RF_RS02240","OG1RF_RS02255","OG1RF_RS02635","OG1RF_RS02765","OG1RF_RS02930","OG1RF_RS03270","OG1RF_RS03465","OG1RF_RS03770","OG1RF_RS04660","OG1RF_RS04665","OG1RF_RS04705","OG1RF_RS04710","OG1RF_RS04830","OG1RF_RS04910","OG1RF_RS05130","OG1RF_RS05285","OG1RF_RS05875","OG1RF_RS05985","OG1RF_RS06025","OG1RF_RS06840","OG1RF_RS07000","OG1RF_RS07005","OG1RF_RS07190","OG1RF_RS07320","OG1RF_RS07330","OG1RF_RS07380","OG1RF_RS07385","OG1RF_RS07390","OG1RF_RS07445","OG1RF_RS07535","OG1RF_RS07540","OG1RF_RS07545","OG1RF_RS07550","OG1RF_RS07905","OG1RF_RS08315","OG1RF_RS08390","OG1RF_RS08665","OG1RF_RS13215","OG1RF_RS09430","OG1RF_RS09435","OG1RF_RS09440","OG1RF_RS09770","OG1RF_RS13560","OG1RF_RS09800","OG1RF_RS10235","OG1RF_RS10370","OG1RF_RS10375","OG1RF_RS10380","OG1RF_RS10810","OG1RF_RS10985","OG1RF_RS10995","OG1RF_RS11020","OG1RF_RS11295","OG1RF_RS11300","OG1RF_RS11430","OG1RF_RS11595","OG1RF_RS11625","OG1RF_RS11770","OG1RF_RS12115","OG1RF_RS12125","OG1RF_RS12140","OG1RF_RS12260","OG1RF_RS12375","OG1RF_RS12380","OG1RF_RS12410","OG1RF_RS12515","OG1RF_RS12575","OG1RF_RS12580","OG1RF_RS12900","OG1RF_RS13190"
"ENTFA_As_1 (GE) - TPM",1.04528115900318,1.00817887869577,0.981108282913784,0.93126538313869,0.637461364500146,-0.355761376249672,0.10175480775246,0.237819698007387,0.0767518863004882,0.273525083671458,-0.148734514762462,0.163921994650989,0.259620483852882,1.24231932921403,-0.2028245033162,-0.457145540808944,-0.167398859131179,1.2273844876618,-0.0990263345971378,1.14384978316842,0.706878238206304,1.70600163147968,-0.106510795735372,-0.431710780339425,0.225289388386653,-0.160405790725801,0.543929921672528,-0.122088079309056,-0.0295001554004105,0.631177106502529,-0.521545486665633,0.590278014306263,0.0166041242794007,0.0783033713777363,-0.340742595916322,-0.157131680044567,0.29538403273344,1.6410016583675,0.37967842701141,0.326314970274792,0.844571223904467,0.689996158656149,1.68650582090202,-0.391032254905607,0.188979172856605,0.356561738281457,0.272058726120394,-0.512155744697325,-0.262600258330646,0.675099915943128,1.01157603634196,-0.244119110699817,0.683248546373868,0.759186074502422,0.469104323910643,-0.448680539906893,-0.313218582737624,-0.430663379053688,-0.316751333206111,-0.00490060151523294,-0.312104387157865,-0.348055216907947,0.223526352248321,0.304170817297149,1.14254318726239,0.494507024905238,-0.421479870017751,-0.241999809385519,0.544300833585462,-0.235508050237742,-0.904725516233674,-0.207682225098183,1.55154695282117,-0.699129408355254,1.89987303499111,-1.01574870950208,0.747296161861273,0.30189358072017,1.62850129278595,2.12929506472153,-0.29388064537423,0.334151869597367,-0.121659486586799,1.56713326858664
"ENTFA_As_2 (GE) - TPM",1.29837227376299,0.384752369552323,0.802619573340839,-0.17629922165389,-0.0548361716536503,-0.246726100115395,-0.159169972551106,-0.153608981262447,-0.442489714841299,-0.131475853811815,-0.147250459143241,-0.27006015158401,0.274080267040697,1.10988921072809,-0.490468691745643,-0.54857224517655,-0.294881330833588,1.47971683612818,-0.555539512968485,1.03546263084016,0.063501392668016,2.18260920507451,-0.365567524975135,-0.988737263270884,0.141637447792821,-0.450229065654737,0.785706034251651,-0.334963417704041,-0.294326705695377,1.5317601011247,-0.117896494876636,2.29347312735274,0.11439988636008,-0.207568407418331,-0.0441485505718644,-0.0919308247696411,0.546581369912048,1.65901514655234,0.0983164873252376,0.826355708881756,0.324370236594422,0.853757092974095,1.3297796653193,-0.374454036846628,0.367970810430905,0.458700810731775,0.259871876692879,-0.463971044059584,0.018523305058777,0.812729912184407,1.7698057600855,0.0716738653560712,0.724777484636889,0.691986229617396,0.408968539795655,-0.458850794165272,-0.371573814891394,-0.243395950052026,-0.322623505745738,-0.359547993859362,-0.27034600624288,-0.157652361344865,0.401847516212064,0.767189160494869,0.68062592649217,0.323418305774166,-0.446442456892806,-0.0880962352919924,0.318370883089326,0.772348942841073,-0.831948633363283,-0.240224593525926,2.11618847480302,-0.659061924749371,1.33863115522781,-1.12953914345327,0.997428388486404,0.457559089022241,0.472901292275295,2.10438780580485,-0.32769162123006,-0.10492277918784,-0.452594644359062,1.34175119690915
"ENTFA_As_3 (GE) - TPM",1.48272573040866,0.154674653970328,0.746435633806563,0.518824980389988,0.372443777554743,-0.0993473199858496,-0.213520295517672,0.245202318164644,-0.0738458582135322,0.196686545418717,-0.110798977592004,0.0622749758413361,0.215609336430255,1.13989257596532,-0.0860463740580963,-0.460224041051301,-0.264046996411649,1.50660835782141,-0.278908299518514,0.901991204340559,-0.0583574499272526,1.58554960826382,-0.232150754060023,-1.23907082832644,0.0458205776582503,-0.211696434228497,0.690395984598884,-0.30756455903885,0.0490981970157926,0.157758846203082,0.139409577673689,0.946851260607108,0.171712634750862,0.0528835667257285,0.0151024628099592,-0.405215348928372,0.533925011071544,0.726099462212993,0.266068161534511,0.689847553994589,0.744771280366304,0.908117775069774,1.12318681202419,-0.568038338761268,-0.1959841691646,0.382207510460281,0.410335623464772,-0.318579079502709,-0.395359889785887,0.541494807017081,1.65509247048551,-0.011710501141304,0.475258085663821,0.50695078061815,0.366190206864299,-0.0589392000052769,-0.427724885867497,-0.342189149963327,-0.29576896163029,-0.0248471401246078,-0.0913314181108556,-0.167913758404165,0.362830279331362,0.58529650453961,0.950736442805366,0.448845211219396,-0.341342602081603,-0.0775119951228711,1.13781336885006,0.3761786020219,-0.509140665225479,0.343155223020835,1.9754895320069,-0.572135982736903,1.92875661909237,-1.2239094815959,0.855166480013201,0.425275570881652,1.158559250465,1.58030398458422,0.0100761853940874,0.30537410963494,-0.187871972997748,1.21145529136619
"ENTFA_Bs_1 (GE) - TPM",0.384853687003797,1.34782296457214,0.870273822035852,0.422504300189712,0.213967168025683,-0.119739613830174,0.0665439097141362,0.0208914269098641,-0.062503952851423,-0.26522271705037,-0.250515395543559,-0.589009149663151,-0.314665113615272,0.66570876191263,-0.607408998542769,-0.454876321107425,-0.315461879797829,0.741492091371051,-0.680065176583457,-0.401034057305678,0.8620151168117,0.600224116307323,-0.534251675204284,0.328032892299406,0.970346667004653,0.256685525210469,0.191607481368012,-0.636500994740027,0.274877561779918,-0.31041315147418,-0.785190102035238,-0.297982880173336,-0.269918643235582,-0.756427139348866,-0.185531292187816,0.17848997759428,0.425516583062657,0.208878246353455,0.318827436966343,-1.16961595880617,-1.13244545932607,-0.633452333364954,0.375026088796192,-0.657923584954604,-0.689945048301696,0.167758345303498,0.12277375129938,-0.13164459840076,-0.191640244812065,-0.439694521494026,0.977619765335561,0.00797417630668316,0.0125565204744967,-0.0642675516941807,-0.153136442433299,-0.623492712068183,-0.910083897172833,0.167000068733826,-0.305092655073891,0.807467128418791,0.464306790202809,0.00638298234496067,-0.26516852778269,1.05504580435838,0.709143553661977,0.318929983464646,-0.149536926813437,-0.00230692370833218,0.402672384132008,-0.645435507068948,-0.677334288516172,0.734825661633222,0.128573318836916,-0.520666183284839,-0.0446841622172255,-1.08873243952346,-0.00240965887004539,-0.0934523507771375,0.562946576797993,0.205386435808974,-0.349137619791258,-0.128956791789415,0.223393860914711,0.281014114633725
"ENTFA_Bs_2 (GE) - TPM",0.729894053576876,0.552603718564672,-0.50296862331837,-0.727636584213393,-0.807169947427283,-0.457926548829889,0.233030137433035,0.274964865951715,-0.19973389384215,-0.3317575721645,-0.60281554938377,-0.546607186003995,-0.398632751560571,-0.0519343282906031,-0.377154817569376,0.0696479318072202,-0.479728326356544,1.55532658499595,-0.581681240990321,-0.517985341724745,1.10173979668345,0.736635679966332,-0.632730000167439,0.578581362106226,1.00156737098592,0.162361621439624,0.840696052226792,-0.669746484796789,0.340402478347439,-0.734508483633483,-0.207461541663878,0.210510053647335,-0.316433694285335,-0.495518939463124,-0.125689223672293,-0.0400365897266638,0.80463973551944,0.414384116455024,-0.178215863044479,-1.20977027784316,-1.17182971334716,-1.17115624200425,0.148600739272031,-0.287440229836352,-0.328215931977278,-0.0910220661070434,0.0332634854578515,-0.155870076746787,-0.263603631142843,-0.36393557717403,0.0902342387072238,-0.228804535926272,0.111622411418938,0.024227088348071,-0.164297887917793,-0.401167037076481,-0.83495820848558,0.0619002094237036,-0.263489658063266,1.0051111741618,0.656721806439487,-0.111321672211767,-0.0385022372522569,0.357666143613194,-0.60058113313494,0.343627623474676,-0.1551584058801,0.0299853477080158,0.383680734547757,-0.350526208558059,0.0948434652100276,0.280423814030502,0.393587724643795,-0.448065167203645,-0.720644902515363,-0.896295849368715,0.394907991787638,-0.0230107919728415,-0.451230582901637,0.353513621120273,-0.261641122021985,-0.210787823819447,0.281619585614675,0.0724060771677218
"ENTFA_Bs_3 (GE) - TPM",0.0172996795073546,0.177005653605187,0.989068534971346,0.507657888095311,-0.109475016064212,0.446061961469086,0.396255694433469,0.286347954154963,0.195930745270513,-0.383940268546673,-0.645673066477616,-0.607110404571013,-0.413893924933265,0.211949700805123,-0.560558786440517,-0.1256228735791,-0.268963572485443,0.512690760332381,-0.668507937065389,-0.304798501958096,1.29117278156693,0.0375494408700806,-0.599333827853219,0.0830389834478014,1.30803544889899,0.193756363051708,-0.00283957323353529,-0.505166548413224,0.323516161840588,-0.275946378758967,-0.590346957505587,-0.253277105032299,0.163741090077768,-0.531037661465213,-0.184846556637966,-0.444924940877084,0.701385347727219,-0.456981467998732,0.830559371690424,-1.48375501312479,-0.891375045289681,-0.836290113501678,-0.307916549535108,-0.515979333520139,-0.799656599462375,-0.00540714239829098,-0.148912114109112,-0.209349181530003,-0.429643895540527,-0.441791856281552,-0.400288220734453,-0.221716617892105,0.00922484608766806,-0.389883214073504,-0.108431638271595,-0.668160088295026,-0.433923142255306,0.196743928435939,-0.0101140631826491,0.615456781199268,0.341382501064053,0.00190864767854907,-0.178833865100376,0.348166195373438,0.301358324241664,-0.0271834676982057,0.132578114419966,0.0382914766934834,-0.565448837131626,-0.0257150189154254,-0.191422120639495,0.260125650814108,0.0170691777643697,-0.258029739829795,-0.336469218590386,-0.159171657920381,-0.14480203641624,-0.372027698877,0.0735560864641983,-0.153960514158752,-0.341360020079896,-0.0937245565177733,0.325397238431877,-0.071538746288248
"ENTFA_Ctrl_1 (GE) - TPM",-0.327739679567603,-0.562550901386559,-0.625799398936402,-0.322503883194895,-0.461437339340525,0.216970610864394,-0.677627819762433,-1.07794019661974,-0.53490595058629,-0.835549013513609,-0.552902026432413,-0.687585422183194,-0.395604599032045,-0.909328894877909,0.576261134992718,-0.900307305666728,-0.548159438130725,-0.598038229184408,-0.794279227754221,-1.33129688682986,-0.129216191880758,-0.0710813916945682,-0.456785779151384,-0.656577972068345,-0.614380038143801,0.161909695382971,-0.304260496242224,-0.515153582670349,0.0285257743694792,-0.120733783356912,0.753974292711137,-0.0919088790014361,-0.429884905665316,-1.19628905581836,-0.314805612577772,-0.850627519966542,-0.331369364255521,-0.65548720691424,-0.39215179612289,0.321134798068427,0.0521492443078582,-0.422088385392833,-0.0279998752182652,-0.653982042572649,-0.223481218084382,0.234812995230832,-0.161739707051829,-0.284870844733595,-0.451005978888309,-0.457801188193366,0.10431333483357,-0.810530033570054,-0.174087001517913,-0.0302487634185063,0.0361721871643736,-0.454201903274445,-0.551931030360982,-0.258825706873349,0.265328967586407,-0.219210076674245,-0.0559084164521277,0.0358639460705765,-0.661394371684257,-0.717286345779211,-0.159911977486918,0.28829527315426,0.0100571268466728,0.382243265851295,0.404261385627183,-0.486218659710578,-1.08978278528486,-0.652435483502041,-0.452650869863579,0.0953838602524493,-0.381391156661495,0.488884435780566,-0.518197026710687,-0.591660025431603,-0.549304659730732,0.226452138373076,-0.239551588726365,-0.624887218501718,-0.821504564725939,0.581297992328129
"ENTFA_Ctrl_2 (GE) - TPM",-0.9380874909619,-1.41616292553885,-1.20495112713059,-0.74537430706075,-0.483381038114196,-0.00754503981095692,-0.502237304339545,-1.56129780034773,-1.26985739821023,-1.02277908304549,-0.438769449373265,-0.993846140031774,-0.885727932347982,-1.42149552640334,0.877341570598124,-0.976871854254766,-0.644459223439012,-0.837040962308665,-0.562179381260262,-0.223437871308046,-0.997424706103388,-0.513188866694922,-0.844008489567903,-0.887614047292415,-1.1763663118435,-0.779054129803145,-0.318529750658183,-0.647116678112878,-0.451111238672004,1.0425882120831,0.44439209342618,-0.670786187096767,-0.768136915497957,-1.22916106470377,-0.480652923708455,-1.41744454458307,-1.22190915222783,-1.19283297149882,-1.74245051024566,0.181480721476194,-0.863419442903889,-0.830762306177533,-0.767715004906954,0.512355858746428,0.1212176160277,-0.342778278694789,-0.326133942378687,-1.05620761399306,-1.00273755083517,-1.01403072723932,-0.314730122427603,-0.615695197916052,-0.314190567407522,-0.795618680413589,-0.476929273315964,-0.886479237760311,-0.457655052464292,-0.325218006008728,0.514648251665569,-1.0340006560712,-0.579929283414575,-0.317238540290861,-0.999124783193395,-0.983389752136696,-0.854454269597936,-0.515751409898443,-0.0335272402867969,0.157410755393408,-0.0610429499800254,-0.443517313133659,-0.335869829969111,-0.454527655839959,-0.846305343484878,0.0386543483903969,-1.2720426416053,1.643798945273,-0.516594672526475,-0.77626512281781,-0.657175656204169,-0.968177242089264,-0.515983335502457,-1.02581354673251,-1.01008011818494,0.0516392212633619
"ENTFA_Ctrl_3 (GE) - TPM",-1.11677874967631,-1.27526086903161,-1.14591709371842,-0.780636719814676,-0.698148113646762,-0.116175660163159,-0.672999685074948,-1.4307336355254,-0.952979025432253,-1.0243819203901,-0.715587596445701,-0.934741407665886,-0.837084454559233,-1.4165110749758,1.16930435908177,-0.988923391674126,-0.6495056616852,-0.277290987609552,-0.50295416479879,-1.35212837295231,-0.678878868727653,-0.223542386300699,-0.856652587245143,-0.959913503253085,-1.11059556610079,-0.405898300654189,-0.401154861784498,-0.791431730687825,-0.485023755086092,0.516809718633997,0.239972826349824,-0.63660226909586,-0.79869191089506,-1.33077043730039,-0.320295832231851,-0.960121378713949,-0.805775786976634,-0.959696335738123,-0.313664403358122,0.103755125636049,-0.678254165337652,-0.647912942315325,-0.676929670757222,0.677882100171899,0.508207580847355,-0.386061201568395,-0.434072377625273,-1.06218200218329,-0.987392638258632,-0.58373739890929,-0.465436803492199,-0.712024352075708,-0.305175052360027,-0.3065159783404,-0.70382137692576,-1.0966176663768,-0.095205745146972,-0.305712512691964,0.390989301001091,-0.887735642605749,-0.807954763055262,-0.528927829954437,-1.06974022822189,-0.82621802218936,-1.34452648133467,-0.503582428956983,-0.236863466042286,0.434472277980339,-1.07318274633584,-0.235362935693184,-0.87977020354119,-0.767052341832673,-0.784882256501198,0.0344597339076904,-1.11305671384041,0.802324073596172,-0.499742708965146,-0.928650713992764,-0.591110851996794,-0.743833692369301,-0.472820189863141,-0.995163924884506,-1.08848596555051,0.603864646107915
"ENTFA_Li_1 (GE) - TPM",-0.930727562172346,0.22432691115503,-0.426312858173846,-0.189309229492081,-0.768584984117095,-0.220033096789533,0.0126303814950427,-0.0644019575245595,0.114034203039124,-0.47995629901259,-0.701692245060899,-0.809815058657189,-0.323427450227839,-0.339699317481038,0.411934919930624,-0.72933416918011,-0.498289058715702,-0.228093467290509,-0.121142506302725,-0.728476132268723,-0.616970625934932,-0.822034104163948,-1.02515373392742,-1.21123987737026,0.314730624457773,-0.395647452776929,-0.979936179619225,-0.504569385509526,0.142062867255919,0.414637659356903,0.0640516808143428,-0.789206244694448,0.103202281798073,1.47805027958017,-0.0372983687705067,-0.118981742440349,-0.72732916454452,0.409880281810526,-0.0850429677053057,-0.972900924342896,-0.943344285742981,-0.310435588902966,-0.542683505776822,0.499815669758405,-0.0822002720933234,0.123248027688802,0.481427189460093,-0.365355116630092,-0.248931866255777,-1.46857686244044,-0.865527671843907,0.471703319524152,-0.135616560082738,-0.492081832332379,-0.342383736369168,-0.0751493565345815,-0.177910499845685,-0.158318117546975,0.215891766550733,-0.190684610780988,-0.302212842914093,-0.240674532920664,-0.809282876079612,-0.40388474771806,-0.276504206516003,-0.609258801499076,0.315410503590611,0.332069001393856,-1.14398908986764,0.661424719100527,0.311266360938172,0.696070092382234,-0.880461640185564,0.11090938530511,0.0695049454473212,1.19684709340837,-0.330661384662171,-0.453140350598775,-0.285171524004102,-0.975314227943834,0.0323766953103824,0.0931520251452981,-0.504666069748684,0.774466877399786
