"","SPD_RS00155","SPD_RS00435","SPD_RS00515","SPD_RS00525","SPD_RS00695","SPD_RS00905","SPD_RS00940","SPD_RS00990","SPD_RS01220","SPD_RS01250","SPD_RS01265","SPD_RS01390","SPD_RS01425","SPD_RS01655","SPD_RS01660","SPD_RS01690","SPD_RS01700","SPD_RS01880","SPD_RS01995","SPD_RS02160","SPD_RS02250","SPD_RS02400","SPD_RS02810","SPD_RS02900","SPD_RS02930","SPD_RS03450","SPD_RS03490","SPD_RS03540","SPD_RS03565","SPD_RS03660","SPD_RS03740","SPD_RS03810","SPD_RS03865","SPD_RS03950","SPD_RS03960","SPD_RS03970","SPD_RS04285","SPD_RS04375","SPD_RS04430","SPD_RS04475","SPD_RS04925","SPD_RS05170","SPD_RS05525","SPD_RS05550","SPD_RS05670","SPD_RS05805","SPD_RS05920","SPD_RS06085","SPD_RS06605","SPD_RS06705","SPD_RS06865","SPD_RS06870","SPD_RS06985","SPD_RS07325","SPD_RS07625","SPD_RS07655","SPD_RS07690","SPD_RS07740","SPD_RS07770","SPD_RS07910","SPD_RS08105","SPD_RS08125","SPD_RS08225","SPD_RS08395","SPD_RS08495","SPD_RS08510","SPD_RS08560","SPD_RS08700","SPD_RS08855","SPD_RS09085","SPD_RS09435","SPD_RS09460","SPD_RS09490","SPD_RS09545","SPD_RS09740","SPD_RS10190","SPD_RS10240","SPD_RS10285","SPD_RS10440","SPD_RS10600"
"STRPN_Li_2 (GE) - TPM",-0.630845796090211,-0.48080914476229,-0.673648194862116,-0.187146319150192,-0.0512224176784842,-0.443900794899867,-0.777581108695917,-0.483745647165556,-0.689793671664876,0.169506299971822,-0.548879330923359,-0.873884284403352,-0.164549537888375,-0.562775926948935,-0.464352358808575,-0.605253758361661,-0.596809081929705,-0.35239992111174,-0.735471969294652,-0.425540894301164,-0.564291862987303,-0.833084921028024,-0.387008407923384,-0.277973086698352,-0.401784189851118,-0.437707832030379,-0.0367518124410399,-0.290788993536529,-0.160845943740131,-0.852151610460893,-0.102792014063575,-0.475471322433995,-0.0613654249492697,-0.47793241507543,-0.424181743838528,-0.53519122842043,0.70425822366943,-0.627456223534233,-0.180497658756129,-0.524370182823304,-0.303706634806566,-0.48153291432289,-0.81368555861179,0.019230970612506,-0.0243394799682063,-0.270561434558764,-0.586622997258565,-0.243875907636028,-0.638306692633755,-0.677338411092696,0.357891812268307,0.0327602809190781,0.89422364754809,-0.118816293745122,-0.311165326438238,-0.621442795606005,-0.588114027289078,-0.58721884402754,-0.726935264650508,-0.54281340812984,-0.986439379706776,-0.265326042473422,-0.24177018510607,-0.363255708203569,-0.478607315720341,-0.524330761881339,-0.445451355478278,-0.239146049456961,-0.352284369344866,-0.577412634316319,-0.386234524664983,-0.376149736793582,-0.373816701436462,-0.832789944064231,-0.352406006870586,0.341648279307995,-0.5985045134744,-0.549837730775422,0.389770289096542,0.203486281096711
"STRPN_Li_3 (GE) - TPM",-0.642682478307047,-0.339995909248968,-0.672766451733933,-0.467427437983282,0.06607962962673,-0.58336677047626,-0.850765285896008,-0.440008155068655,-0.659532998106656,0.311299348626667,-0.460835074565179,-0.781860849080399,-0.087559043372949,-0.581995371672579,-0.504208948784907,-0.624705609902531,-0.588431211789783,-0.54646712793762,-0.669749025815696,-0.46273947932596,-0.6537074061487,-0.762074505654872,-0.226998090758443,-0.278314943426038,-0.470995776768937,-0.578616656150598,0.0120243426794601,-0.269042663190432,-0.156250795317285,-0.501896422968516,0.333824053623986,-0.393337300065389,0.0893601590227761,-0.483835213497533,-0.433914507760153,-0.493547626604822,0.235631419010704,-0.604492272869584,-0.150296601694871,-0.498210245785469,-0.189086873341793,-0.484228422402437,-0.813597967244393,0.188129679526219,-0.742590707662342,-0.299277699940614,-0.578638315694101,-0.269845009758914,-0.51777390874848,-0.611866389478391,0.341474401216778,-0.150178301842625,0.691367895580022,0.165765657540318,-0.0236087645380259,-0.53143920430411,-0.618470682558345,-0.509827559545607,-0.726068182276553,-0.332953928626291,-0.948580050796181,-0.104590599558281,-0.205497443042951,-0.546023408825455,-0.801351451081415,-0.476525595013552,-0.285186789282772,0.0891267431448068,-0.283995090409743,-0.523843178294611,-0.539461860520015,-0.453905736109204,-0.308093687713687,-0.547529815901003,-0.388705416185381,0.189295913137763,-0.522560082530392,-0.584969226861547,0.20403192463078,0.121675295947276
"STRPN_Mig_1 (GE) - TPM",-1.04426605030649,-0.906752958792271,1.13531199956572,-1.12496955065595,-0.309219795293023,0.224118043662285,-1.14975195243903,-1.02117208647714,-0.736438339327795,1.04997302773538,0.308589724507344,0.454647665991583,-0.963795506228968,0.291602248392464,-0.198162827026635,-0.571596406071965,-1.00300884763524,-0.744052513971259,-0.534334622354508,-0.350119350436904,-0.930200626359993,-0.278373706297899,-0.970218011189283,-0.514598453632207,-0.284915733307721,-0.548523947824255,-1.57923872127055,-0.36023274429036,-1.2094084627345,-0.573839254907742,0.133685171594956,-0.618276192256483,-0.467230626443694,-0.513527631113735,-0.713363122611664,-0.252942524882382,0.264807982727407,0.021977840368947,0.322366892261465,-0.829658858438295,-0.250325097511088,-0.798975538314871,-0.671421557502028,-0.753510138687766,0.165480977013255,-0.331272848453836,-0.769948617937829,-0.797238364241851,0.686673352788044,1.35037444165266,-1.45109337690332,-0.631359313309147,-1.36726934543743,-1.31388884725201,-0.971759750025656,0.742444245432538,0.0999003737763947,0.0657432120291241,-0.374521903572379,0.636689284182773,-0.513690648593543,-1.07876139111504,-1.02646335111747,-0.69872920253432,0.434301504755151,-0.340110302448741,-0.239610524551267,-1.50896213255572,-0.691144759746908,0.369226125446301,0.450766726148991,-0.409921868585706,0.0400028712012912,0.351870912628223,-0.716628279427726,-0.556140262227496,-1.08538371188744,-0.663536505537743,-0.689253503657443,-0.740689546486315
"STRPN_Mig_2 (GE) - TPM",-1.00524365003589,-0.891572617427072,0.682879208705891,-1.08834347163675,-0.381383611741452,0.2084202786792,-1.12563838057075,-1.01413738748964,-0.607449049076876,0.480384040106716,0.290442356802705,0.522209591676228,-0.912138009158734,-0.497442184507875,-0.459315138344548,-0.453146629449358,-0.762065599784696,-0.648858281086419,-0.48526535624544,0.0878900834414641,-0.788073445542097,-0.313404965409884,-0.589764628865241,-0.611360755975096,-0.41850540228811,-0.582508355757622,-1.63580905981741,-0.445331757530985,-1.16905440577822,-1.02336138564957,-0.203939883765042,-0.657285750833989,-0.568856816970043,-0.596505495146473,-0.703362214206039,-0.34158029685701,0.641823265440532,-0.238270742151218,0.817783034991823,-0.870378350999863,-0.390941302814317,-0.855233747903424,-0.551704308718782,-0.747042163630073,0.0285706242787975,-0.421408857490534,-0.775049069456805,-0.869225558426421,0.506203610401783,1.11167272748449,-1.50179384207217,-0.819285918820228,-1.70385810673482,-1.43700690998915,-0.880665585808155,0.379309922725351,0.509170674218517,-0.0558440713417572,-0.513172145712807,0.352133810204477,-0.562614337391042,-1.12065356118736,-0.767645603787202,-0.38386709160255,-0.68602938007624,-0.368492648707707,-0.463360035559481,-1.67115329178296,-0.432284576481423,0.33553283385104,0.935376728167118,-0.338642345216295,-0.279362202859211,0.772315004110021,-0.829629906876124,-0.753198365139121,-1.01292999546103,-0.592994712126318,-0.118661944412472,-0.787822138576864
"STRPN_Mig_3 (GE) - TPM",-0.855753563226029,-0.891199280402182,0.346008075934003,-0.985644519280185,-0.303394020627497,0.7827889547567,-1.13418640862957,-0.890058822799932,-0.458823101549658,0.586745696921369,-0.100853964207835,-0.28408032611655,-0.86827671902629,0.383200338795696,-0.208113961641123,-0.456812882708452,-0.847405325995571,-0.709669637715635,-0.670708788260884,-0.454023100504031,0.633135612599837,-0.380010849335705,-0.187139355281071,0.263896130815085,-0.309808305540303,-0.592774222129394,-1.50938064629885,-0.355119511738486,-1.12255293875737,-0.995691506386535,-0.391735313489353,-0.622141666280851,-0.681158643812895,0.215110855473545,-0.663050912321821,-0.00475780574074843,-0.104111200451976,0.115934841048001,0.419957714450024,-0.744261148706908,-0.227981698957227,-0.69108536883628,-0.654570957435174,-0.497422981990589,-0.321174567056658,-0.567099655411747,-0.607665380413686,-0.745360869392948,1.27035571958045,0.921887921958523,-1.21948821072302,-0.198496365178591,-0.963271394115594,-1.41348145073121,-0.90972014341138,0.459619350769572,-0.0739449127478181,-0.185742370525436,-0.147463061354126,0.550007434314472,-0.584974952525913,-1.08491228306222,-0.176667320022727,-0.439197035007257,-0.395645937662109,-0.527063415115795,-0.107991989991923,-1.39139550176981,-0.593389292087617,1.66409574986105,-0.360620408805801,-0.490987201209704,0.303961184911235,0.569914248810594,-0.921099889364632,0.160027023184707,-0.665802783179264,-0.483339861634913,0.26966596920088,-0.59864533161324
"STRPN_Nd_1 (GE) - TPM",-1.11020504115387,-0.0255824720723775,-0.38509474908653,-0.792410484163463,-0.695138970095848,-0.689302947411879,-0.147090721534029,0.202531204572194,-0.58005277675421,-0.853587653366507,-0.598150093118784,-0.64782997078716,-0.830534342237919,0.333245505643944,-0.33610900648402,-1.06850751146476,-0.278066370826869,-0.840064220180233,0.147107879134854,-0.521749625830949,-0.765129663242828,-0.92464439586182,-1.1439752123741,-0.449578104666874,-0.828765690186551,-1.09126302938795,-1.09642374537258,-0.754487277510687,0.0898795989409198,-1.38544258051099,-1.43491551755939,-0.666616053669723,-0.848464071859525,-0.721512327900226,-0.655834422817943,-0.824356567598436,-1.00593234877817,-0.56334057157587,-0.892968541583624,-0.566955934955938,0.0107518964483156,-0.332230707277498,-0.993304266183759,-1.06053138200642,-0.780286576547588,-0.885153249556995,-0.583676555992101,-0.561467565387585,0.188973333968405,-0.629364342961061,-0.632989285481607,-0.679535541088435,-0.818031663689839,-1.35992398992095,-0.923331192755981,0.128142736677267,-1.05114199672995,-0.396413618731051,-0.189432654572205,-0.534137686060682,-0.9641168540764,-1.02632376672105,-0.150659215272636,-0.573244043550006,-0.991058637100022,-0.590251845684394,0.792034121330358,0.470319507120145,-0.876939539960689,-0.776189104178161,-0.20169375614892,-0.32150275604854,-0.375671482764009,-0.678711618170294,-0.970616151611386,-1.02134701794852,0.647655468043067,-0.0752609118539651,-0.215447850331651,-1.2014696764619
"STRPN_Nd_2 (GE) - TPM",-1.17480225795058,-0.561255914330139,-0.175726093848796,-0.895718058819988,-0.665255161127649,-0.63882480041352,-0.493989974229238,-0.406583374538799,-0.923462332959597,-1.20288390047134,-0.551510156763017,-0.751145550880327,-1.2551417948661,0.426230863411855,-0.429205916956441,-1.0914549311302,-0.299615606275761,-1.00270590587225,-0.481348862872845,-1.14557615749776,-0.776691458393503,-0.896061461859888,-1.10045635532896,-0.698432021695266,-0.795354462655402,-1.08856807403298,-1.63065892693192,-1.09392061939436,-0.698231818145222,-1.22822110609451,-1.43042731112707,-0.720376802575254,-1.02710887398031,-0.984357172209203,-0.719233287695096,-0.860093574427345,-1.14427936810575,-0.603428274596669,-0.9116422920938,-0.910702334268056,0.134390032364382,-0.56571348134225,-1.04084192282089,-1.12280612598579,-0.547031115514652,-1.00748949740983,-0.77863438401429,-0.770314210611098,-0.434399100091595,-0.677646692735939,-1.18799345301322,-0.845200976877459,-1.13508301531425,-1.41773661254011,-1.02230428226043,-0.496936462983425,-1.17465258609859,-0.448011248722254,-0.267136782048685,-0.0247287512385509,-0.969248838243048,-1.06377148979773,-0.661593666023255,-0.621876443777069,-0.902674122742069,-0.789578415510091,-0.210435126127661,-0.429999328380137,-0.909634446008611,-0.751895691310465,-0.518614744425556,-0.654367798443127,-0.722506883349427,-0.60096265865935,-0.904769586478283,-0.981665280970281,1.0411514461946,-0.698040204956565,1.42997013968173,-1.3027218290143
"STRPN_Nd_3 (GE) - TPM",0.273256257599325,-0.503743969675695,0.0382443700073927,-0.74724117636787,-0.140281676161644,-0.316724005045263,2.46652606509608,0.335931399575336,0.25929169198542,1.18739520042996,-0.178609876349069,1.18970138581317,1.10685840531083,-0.256007705609121,-0.398729975008837,-0.135877911184251,-0.747486902278358,-0.528898150954015,1.54598156536287,0.486635862293199,-0.100332829410562,-0.74259394513487,-0.124306019319395,-0.184338997666622,-0.629544821203914,0.313107733162986,-0.61423702782495,-0.0772978469185174,0.44960770053548,-1.33566573689135,-0.0270088804782848,-0.783554277742886,0.0453977296305014,-0.530207290951465,-0.676919318210147,-0.581223148954482,-0.599735564819105,-0.306424859889624,-0.05760468903267,0.513320785423815,0.0494659075227728,-0.28504905911745,-0.33023567829259,-0.694295428064806,-0.66812380117541,-0.624233963890342,0.755300515137782,-0.213117520861656,0.171238245834333,-0.50939868508342,0.1063400758795,-0.530737918377546,-0.642652285690728,0.143341211828379,-0.837338463518795,0.903494306132274,-0.83248110416065,0.609794713234888,0.296720887690589,-0.351024613270213,-0.417758940610927,-0.290753739876683,0.622982043853536,0.966085664045475,-0.218233325574009,-0.475598997178703,1.15489984142101,-0.137195048201266,-0.513172672088399,-0.900294732593976,1.92204684408827,-0.516745419837633,-0.504596684955582,-0.580437313171131,-0.299223724738723,-1.17041356510083,0.546017972781669,1.74964913196485,-0.316148557371341,-0.811305881797576
"STRPN_Ns_1 (GE) - TPM",-0.423982324689218,-0.00941186723907204,-0.693494771217153,-0.840382731420707,-0.647182529816163,-0.698513667024657,-0.557656650385557,-0.637130239259342,-0.780432226761739,-0.818657766226032,-0.664924126560114,-0.809078944022431,-0.817122105156887,0.073210748923822,-0.518690446303051,-0.623583034215985,-0.673101650357998,-0.697421394626351,-0.670435786375138,-0.810173834569619,-0.302639060939751,-0.483889647558002,-0.338314632964034,-0.445824941211785,-0.411751981167931,-0.482817021106403,0.178793698208067,-0.762925886624381,-0.28177772387659,-0.156063699158051,-1.0911872132218,-0.597115547243788,-0.492398198514966,-0.554426212527522,-0.528632599272091,-0.601227498065296,0.426108679155622,-0.567895806866076,-0.797026460528283,-0.490503148085855,-0.134222036609542,-0.662979691013634,0.120066227321155,-0.760571605767568,-0.67434349622487,-0.276537015113753,-0.587127605502948,-0.389646866665632,-0.736330643496444,-0.68682412375645,-0.196879014580712,-0.379799698667928,0.0953710220028264,-0.21754349100537,-0.79089314330257,-0.7323389706612,-0.710675589375148,-0.617813371554897,-0.795501195199661,-0.816412918747964,-0.79640028698366,0.31850122571336,-0.913001090099156,-0.708944334693929,-1.21475589144835,-0.350858615362627,-0.517273731805316,-0.0131294025320842,-0.884764407920706,-0.614605476231685,-0.560209523183712,-0.364167538688163,-0.365682608705009,-0.789619803419915,1.32893886384516,-0.736205331104502,-0.8307635651221,-0.600669287393122,-0.839631825483421,-0.830319738572606
"STRPN_Ns_2 (GE) - TPM",-0.421609728131545,-0.0183781838868897,-0.688593042461437,-0.852756810073932,-0.646747293322706,-0.709816147092198,-0.483590874998254,-0.637446702419644,-0.725473170074708,-0.91626512407619,-0.632530932544308,-0.828955336391432,-0.781118740781845,-0.449027543323561,-0.46456367113635,-0.665144135737709,-0.645040453138891,-0.532876252588896,-0.652178001171007,-0.754785519143327,-0.2933771224699,-0.478448905424444,-0.4759051733509,-0.426864010822323,-0.405995114080756,-0.514312118991543,0.238682524894675,-0.709789692486198,-0.261297668296802,-0.359427468829911,-1.15388481320559,-0.615017020672008,-0.541418876401155,-0.605944547598795,-0.563134942372372,-0.606074264196863,0.64512042604995,-0.547633193405574,-0.725216423606627,-0.518598297188223,-0.033020333212214,-0.71677141560889,-0.0158166561574433,-0.768574609122436,-0.600962337642304,-0.219101588232801,-0.591429430392414,-0.424282323138044,-0.737633018213575,-0.672367433839194,-0.113206506411443,-0.430592804334144,0.143860267025726,-0.0845309271308495,-0.78589487407226,-0.583657825419928,-0.944327646881809,-0.615262506749476,-0.796611007307578,-0.715505421300939,-0.793939520994996,0.316258418862353,-0.833593333328184,-0.743051152589073,-0.788701714909612,-0.399843768684043,-0.524451384615591,-0.0753766356935193,-0.967799912112475,-0.62163101362738,-0.646867926837918,-0.393294163520768,-0.395168980869408,-0.620762342064898,0.902970691824842,-0.738748107028385,-0.812210322116658,-0.597320662712341,-0.97083696303427,-0.871989191781223
"STRPN_Ns_3 (GE) - TPM",-0.460269594290853,0.0550369190595905,-0.687733147854229,-0.842179257935326,-0.647853479550504,-0.699640368070786,-0.490419279563214,-0.639083633669414,-0.789726355546292,-0.840740172071335,-0.623573481866975,-0.822604726334318,-0.815724884615378,-0.294334393894603,-0.506658605264957,-0.645014789195392,-0.639052556072708,-0.700534391294225,-0.678671743856808,-0.777396604084085,-0.278282489148059,-0.472587115347331,-0.518717889531937,-0.447678844655244,-0.415709066649547,-0.42278076229585,0.192975875435242,-0.751559760977726,-0.290372800364178,-0.0442647528963514,-0.844681525411373,-0.613849509279419,-0.503266729396228,-0.550248099055092,-0.503413035712083,-0.603228866551129,0.396454970853964,-0.529959983149975,-0.697510138347898,-0.537807313392175,-0.122518798493118,-0.70276996880564,0.0177073162492242,-0.769510145821369,-0.776163666397408,-0.275440644366816,-0.577702082945099,-0.490509517343067,-0.740551399319757,-0.686144043549095,-0.143754722411779,-0.432855008484897,0.0645475773912041,-0.151405212039396,-0.692084508342883,-0.613496307997175,-0.915516033817003,-0.604423463086007,-0.799751181400048,-0.764780904541477,-0.760709209999086,0.35656303711236,-0.899040737047586,-0.753456953146186,-0.653007581237401,-0.355612584299737,-0.468714626280585,-0.0499638502159943,-0.897090381757866,-0.620094703979114,-0.275856195402436,-0.282829997766862,-0.3674465608955,-0.816871704778373,0.862570561544748,-0.742399297130399,-0.80263457852416,-0.599010005341671,-0.935635429518921,-0.904664556571225
"STRPN_Oss_1 (GE) - TPM",-0.661391278332446,-1.09749696775677,-0.77110167637356,-0.90091114554977,-0.747178093502283,-0.681229321524934,-0.266520513493705,-0.838586461984295,-0.90096808382732,-1.09964183929269,-0.685769548770984,-0.728541232830532,-0.99750917292161,-1.01337756012425,-0.671665378364688,-1.0116220395313,-1.00942699565081,-0.679619683793513,-0.707060540080032,-0.870513308510042,0.267295646044225,-0.690734488002351,-1.1373470149495,-0.936178507664406,-0.747354646642849,-0.795315611223473,-1.47642770903163,-1.15059445747546,-0.804526912925464,0.386317037082876,-1.34916377738478,-0.667626966928497,-1.03100293134514,-0.540539095171465,-0.670718190766364,-0.827669375189702,-1.46329797286023,-0.856648449486208,-1.16691201511954,-0.828531917682582,-1.15986436960227,-0.489771438360748,-0.66705454570401,-0.956562430974651,-0.273827080759752,-0.649982868084476,-0.251024456822411,-0.64168554393316,-0.754408907148419,-0.685254077656871,-1.24954350709855,-0.889059938148431,-0.916599045349904,-0.868334201406943,-0.749898382065434,-0.870205151117409,-0.778446995716797,-0.577698940439208,-0.67687479886801,-0.746883011225562,0.0880756124662719,-1.03877546947614,-0.323826166546279,-0.532223308046842,-0.485181781895114,-0.913366903391868,-1.1596532084947,0.572722690059958,-0.844698759799788,-0.733979969068735,-1.28894345944658,-0.777307048287361,-0.994983672631791,-0.940328648338326,-1.24581280720307,-1.19904383919589,-0.813296885232961,-0.916282228670266,-0.461550625415963,-0.621690483732098
"STRPN_Oss_2 (GE) - TPM",-0.730565064445361,-1.10606253806337,-0.750209718088265,-0.830963678430843,-0.773259612407102,-0.760291015857485,-0.43986834400739,-0.746663326471453,-0.811324123008098,-0.899016543688096,-0.672230344693542,-0.706278079679026,-1.12762943373099,-0.89893888553248,-0.625945172697047,-1.01807473794264,-0.519834766866626,-0.812061270485766,-0.750866618054025,-0.735359011099174,0.464936013756938,-0.83950590451356,-0.482199096947831,-0.933965137937669,-0.797820545352723,-0.816016318917843,-1.68349925047752,-1.13935383299002,-0.870316253123167,0.577686507005214,-1.21202230287663,-0.633463794911644,-1.11002910666966,-0.358556016943629,-0.662531316768275,-0.784523144005919,-1.53584532080804,-0.877318337108442,-1.11172233272745,-0.913618678919016,-1.17414562236644,-0.389513914673652,-0.634200346532656,-0.930601304528792,0.0329287755561801,-0.545336075515437,-0.341698816119075,-0.492087517800711,-0.698531026689696,-0.647286412259226,-1.49369851159815,-0.966547621131482,-1.03532339521282,-1.18128625732712,-0.716911551309548,-0.925055728011924,-0.639984989776499,-0.347227604191637,-0.710857999898919,-0.600315808516699,0.136361766186794,-1.04719868500737,0.403156231872387,-0.37985836049305,-0.8767838743005,-0.995838476540272,-1.22398798172596,0.224986913184335,-0.616143871495058,-0.735767485933929,-1.16645849845403,-0.812130793876792,-1.0177824316397,-0.91977573533799,-1.10584348281806,-0.633417978897844,-0.425285468229915,-0.917176330083032,-0.545843956805987,-0.491298834604555
"STRPN_Oss_3 (GE) - TPM",-0.375815641659141,-0.448762172970835,-0.703168689744226,0.0822624610082694,-0.389921343905607,0.483079005617274,-0.338291972123409,-0.345363660959392,0.25216872446905,-0.530115544842433,-0.557766018285482,0.558297449229496,0.892825830654079,-0.937222961084673,-0.476596355340784,0.557943362559979,-0.282089950462817,-0.0990238773720935,-0.210850809893913,0.042096058085795,-0.319921619726816,0.194878106873592,-0.30879891359748,-0.569626159659918,-0.14479630460188,-0.323013233796347,-1.0813085034618,-0.578739615944168,-0.540815765405001,1.04272278527764,-0.899035429068871,-0.447784681532001,-0.793392999027031,-0.485236215174787,-0.538832217149968,-0.582611589211067,-1.36578494035696,-0.616816299720282,-0.624169251508173,-0.521172222789294,-1.09618924376421,-0.231963012673879,-0.55147977464712,0.279849886607618,-0.756030016336068,-0.773349059432208,0.146909187947875,-0.616443758142319,-0.676377023331935,-0.707315290825022,-0.968044204720948,-0.588651056890222,-0.703144872284034,-0.940293873280015,0.0640957750487412,-0.586469447022798,0.701472442839604,-0.303123667192509,0.658152883317753,-0.554045008814845,0.727908398455771,-0.457872173710314,0.53321910336852,0.0187244685213124,1.74016222653223,-0.637122920222627,-0.697511856485396,-0.29120913476351,0.311882715891283,0.241451590356715,-1.00847011115285,-0.723758839068136,-0.726347822300973,-0.609974946301218,-1.13274626163556,-0.882894420780447,-0.0836760810274397,-0.551019895538001,-0.617323269329863,0.158322667015385
"STRPN_Oxs_1 (GE) - TPM",-0.498513904462441,0.0200403208295435,-0.67962246692828,-0.657826409653853,-0.547695088720737,-0.587675638777172,-0.603825043757922,-0.643230872639798,-0.759821291219858,-0.610647951767772,-0.555328854976875,-0.824688288488206,-0.650560293076617,-0.113636859539531,-0.530117477407079,-0.634522094654081,-0.67449558520195,-0.616871387624945,-0.623768841115377,-0.932250381171783,-0.600838589802264,-0.440785292816516,-0.474108898338294,-0.595881355632589,-0.512008806374191,-0.604542013388683,-0.0640353949302265,-0.735812880099384,-0.425652156242477,-0.564618964551763,-0.358068986755764,-0.686431164875356,-0.42973371331394,-0.722652806132109,-0.475557564219506,-0.559579828707072,0.528119103406062,-0.533854984931056,-0.758316782531258,-0.500380854272913,-0.0477347930762003,-0.713712182642424,-0.59085584677208,-0.75329640566048,-0.389729377789646,-0.29187392954291,-0.573173570041849,-0.5075147773248,-0.65067065108837,-0.592789870976974,0.0554042681518964,-0.32698130565357,-0.227735361184997,-0.093423943636389,-0.6302783911202,-0.4597957385213,-0.784670646419534,-0.543233257862695,-0.771966218594179,-0.768984254649804,-0.71849866316496,0.353765681624176,-1.02790885589954,-0.826639679106647,-0.847875881568803,-0.372582937778166,-0.33579260081662,-0.293418945549857,-0.916608256534579,-0.624887201200471,-0.141002777773902,-0.469317994528299,-0.195209917211678,-0.273567701955054,0.63959456619927,-0.514052710816944,-0.863174130982085,-0.644057063427965,-0.766612307249811,-0.690018302136522
"STRPN_Oxs_2 (GE) - TPM",-0.488323350139609,-0.0252678988775923,-0.686141030074248,-0.686364374694482,-0.551719609502102,-0.631990047773371,-0.566478119934044,-0.649787052596113,-0.779287147658711,-0.475988555645261,-0.544365771203657,-0.834326470655144,-0.638434250990168,-0.126426370364592,-0.532753475344423,-0.610592829030213,-0.742445802873433,-0.519796522865233,-0.645206019738504,-0.91428701582298,-0.666281728103429,-0.447442728528749,-0.460483051679587,-0.590355676805081,-0.509404284101116,-0.618901266957354,-0.0642662457158712,-0.74327466872864,-0.402899530427808,-0.544578062741772,-0.402258322731107,-0.664397392520154,-0.40516716021278,-0.664602496220756,-0.477254053661062,-0.558162224556337,0.679995188686171,-0.531799386881097,-0.746786769308526,-0.524674440817517,-0.03204174013441,-0.714534942176345,-0.589877067202703,-0.772925758743884,-0.54363767487145,-0.328778067735568,-0.56757981442007,-0.458781273127723,-0.644064676455811,-0.585542034002999,0.0757677256052348,-0.343616403131558,-0.238701668771811,-0.108874845191087,-0.627174817418239,-0.467150322833531,-0.861829744171611,-0.556342741889527,-0.772933292809022,-0.811874323592107,-0.706441851576798,0.340307738426695,-1.03365975740378,-0.852411496528759,-0.586052540032302,-0.346051107410042,-0.383543792897338,-0.229190675154293,-0.919768870702319,-0.618867899654691,-0.252440474946765,-0.489821522775708,-0.227063268331004,-0.368382736480252,0.665323686070167,-0.465835485794638,-0.853860375975301,-0.649336963372765,-0.894395351043569,-0.71581543302982
"STRPN_Oxs_3 (GE) - TPM",-0.465428638786269,-0.106462956001214,-0.637369638685839,-0.452457704008941,-0.448436098898726,-0.285143133307558,-0.258592078108497,-0.421091775766988,-0.239255323974751,-0.0117665527571133,-0.354587256326147,-0.425885090356184,-0.174931888816037,-0.188188162109877,-0.326583826953527,-0.287672375045766,-0.864370911631775,-0.366998521314475,-0.562657365840744,-0.591652957338079,-0.968235249403449,-0.42181015425445,-0.36281160669326,-0.335839088450347,-0.206231192299206,-0.522455558170136,-0.249699599161623,-0.602070927204176,-0.43473016015078,-0.613339895719235,-0.237558005240851,-0.608158311913285,-0.237518608789448,-0.52982813191445,-0.472414724581697,-0.581595241607849,0.0496882154576218,-0.448212051609606,-0.96071479112758,-0.466415472446634,-0.302915198608385,-0.67101080459051,-0.555662292168588,-0.712503582618777,-0.5837854406623,-0.265016255889005,-0.441137389957422,-0.344369911853003,-0.647765452629987,-0.662647296838619,-0.0457665209872569,-0.274878174612212,0.074167727705598,-0.471102588241252,-0.487435393232747,-0.396078803231066,-0.553485949377967,-0.485958160338629,-0.42919792824262,-0.693601617566743,-0.510183690665296,0.269954220619002,-0.574306139617629,-0.625649143764878,0.379919566901722,-0.224645704011762,-0.422563359325728,-0.533582239982128,-0.541603857890533,-0.620993421528224,-0.643070485836013,-0.499791557249502,-0.0432813113169453,-0.79233143113595,0.465394784020593,-0.494625585070072,-0.537602079770342,-0.462705621072011,-0.485056645238662,-0.363151721950982
"STRPN_Sp_1 (GE) - TPM",3.22163146181791,2.55665074389813,1.50558471040676,2.03515500972215,1.1782065541573,1.09471357218055,2.59766278148231,1.68438977219759,1.57125628866606,0.524306452866716,2.16911680958855,0.81390879498413,1.48814073598502,2.04729101421437,1.123758413125,0.65947842837484,2.50845346915737,1.71977271358315,2.3869450936325,1.98415461657192,2.38168611431065,2.29356196689017,2.13335481259262,2.38187653511751,1.66859153710291,3.00586173423783,1.97556548435179,2.59113362577959,1.89174236579744,2.54033498400027,1.91330598369943,1.44464148836655,1.1247289374766,3.03842075762499,1.3112735604086,2.26270902957183,1.19529789711698,1.32610218457292,2.08637550882759,1.94681192346028,2.18302997875894,2.64915193386115,2.6840307485832,1.58091684467604,1.63323667731272,2.95448933553955,2.35349985835296,1.03747324464281,1.42501693043252,2.30486906132555,0.880739473062711,0.932792952759077,1.34941628503233,1.53786963128747,2.2413752843849,0.524514942659666,1.30431496836751,1.45672822582396,1.63342866983697,1.86667375003222,2.02590358991531,2.31714924841986,2.24187412959725,3.2257860119591,1.42224284315008,1.6858100809559,0.694752644896291,1.62080417483011,2.28093364756356,2.31631288200564,1.09287448293696,2.21413323563816,1.23792768163875,1.37275447549547,2.29465187807044,2.05317309457976,2.01342952458577,1.72949255450985,1.92489619887971,1.84334424464894
