"","E2348C_RS01230","E2348C_RS02195","E2348C_RS02560","E2348C_RS02565","E2348C_RS02570","E2348C_RS02580","E2348C_RS02585","E2348C_RS02590","E2348C_RS02600","E2348C_RS02605","E2348C_RS02610","E2348C_RS02615","E2348C_RS02620","E2348C_RS02975","E2348C_RS03395","E2348C_RS03740","E2348C_RS03755","E2348C_RS03835","E2348C_RS03955","E2348C_RS04040","E2348C_RS04050","E2348C_RS04295","E2348C_RS05035","E2348C_RS05170","E2348C_RS05340","E2348C_RS05875","E2348C_RS05945","E2348C_RS06060","E2348C_RS06300","E2348C_RS06365","E2348C_RS08235","E2348C_RS08490","E2348C_RS08850","E2348C_RS08855","E2348C_RS09120","E2348C_RS09805","E2348C_RS09875","E2348C_RS10150","E2348C_RS10405","E2348C_RS10775","E2348C_RS12320","E2348C_RS12325","E2348C_RS12475","E2348C_RS13230","E2348C_RS13845","E2348C_RS14210","E2348C_RS15385","E2348C_RS27420","E2348C_RS15740","E2348C_RS15745","E2348C_RS15750","E2348C_RS15755","E2348C_RS17840","E2348C_RS18055","E2348C_RS18200","E2348C_RS18240","E2348C_RS18810","E2348C_RS19755","E2348C_RS19905","E2348C_RS20080","E2348C_RS20085","E2348C_RS20090","E2348C_RS20095","E2348C_RS20100","E2348C_RS20105","E2348C_RS20110","E2348C_RS20885","E2348C_RS21415","E2348C_RS21420","E2348C_RS21460","E2348C_RS21470","E2348C_RS21625","E2348C_RS21630","E2348C_RS21635","E2348C_RS22295","E2348C_RS22460","E2348C_RS22645","E2348C_RS23865","E2348C_RS24600","E2348C_RS24605","E2348C_RS25135"
"EPEC_Li_2 (GE) - TPM",2.95417045893113,3.53398730371494,3.15660552130408,2.7556748819154,2.5953347446809,2.48037347160771,1.46024768203652,3.39334961176522,2.49752663335025,3.27751041831387,3.09116371962756,3.03548096625586,3.34740100975379,2.71632853127906,2.65577182028477,2.32621788423534,2.49419389518212,1.70348600385364,3.16526162482838,2.80859200147613,2.80011556583805,4.33494349241026,1.58233493673846,3.3710443096182,2.27621068605315,2.45176090580009,3.70760246989836,2.23207653251903,2.53495418960762,3.08498214531297,2.13802365271049,2.26378096162732,2.70041111307187,2.94581391370793,2.04256477535379,1.93685972471264,2.59595932864995,2.53491578132017,-1.32578577605486,2.67867030120549,2.97072942953644,2.81270083883781,2.34539541035043,2.60623351123161,2.25112685096103,1.00706407592337,2.46344035131427,4.62996469470162,3.66988063728857,3.59896170204243,3.70307849962837,3.18963077460404,2.74150228508665,2.48230588069917,1.55935540778239,1.9343198941775,2.6822718368646,3.67315720636972,2.37448267790178,2.16658652682809,3.64548574972495,3.64503274191886,4.5179030361028,4.36002723531598,3.42088701487814,2.79166469007579,3.31351764933961,2.47293613467624,3.51404721213118,2.32396929813848,2.65764961697364,2.43105577800804,3.0861958512966,3.43836362128618,2.09074326583358,1.82988611983062,3.50027366701678,1.653158388971,1.48627623687185,2.13691926517012,2.81503555196923
"EPEC_Li_3 (GE) - TPM",1.63618132171994,2.51161433414082,2.61643534642983,2.53071634071969,2.39934293005034,2.10738476548727,3.45410222174254,1.59240202777903,1.16457087541071,2.40339646201612,2.37824693832124,3.22018054472721,2.34692973197171,1.99416036249599,2.56877728804144,0.444091408630901,3.03805554488577,2.52321370219592,2.59473441998367,1.92956100443904,2.52636921158961,-0.371136852440748,1.96896343950331,2.16676246459863,2.17836545756605,2.97587233277512,2.54570838078193,1.97853575209607,2.68752179735949,1.66619086686383,2.26416342580149,2.0284361000089,2.11275772278939,1.78982530644529,1.44755535788551,2.19333075116374,2.64021323087059,0.221115072576549,-1.16000406622083,2.65543702968849,2.34383286880522,0.435073159388175,2.2712633865682,2.72723668912109,1.21727750887713,2.49934950810233,2.22378408328753,0.962238623369243,2.79945413319251,3.24811992715023,2.96951861988437,3.08801324453787,1.88472417885479,1.52339678685574,1.75388308475595,1.27463973456297,2.53120645746925,1.87311374473518,0.87693909591932,2.20776632417724,2.27447454646427,1.94129800903654,1.59947016111092,1.68914961199187,2.74362027988578,2.44725575511654,1.41507350753202,2.83238019581699,2.65455130490708,2.36954919469022,1.08664401760037,3.49629971934107,2.71844188783365,2.29525307342216,1.38106277870681,1.77497104021957,1.12352863012543,2.39921508678183,2.93718021285898,2.55351337550676,1.40134082612893
"EPEC_Mig_1 (GE) - TPM",-1.59123867373689,-0.768193096256769,-0.235086389066337,-0.656018968257862,-0.746513721184532,-0.729393035828777,0.36826770100257,-0.230693009363368,-0.559427066246498,-0.0143013832289348,-0.532551811724597,-0.533628723446684,-0.406621186501171,-0.796467921943213,-1.14483464964652,-0.299492147422688,-0.344159239478866,-1.19380287028253,-0.620109827956754,-0.818393981720489,0.23945318902866,-0.732298691150041,-2.08526321197944,-1.46935093528805,-1.64170625646114,0.37905591550766,-0.909966737882719,-1.20412914952641,-1.04908447084609,0.553027323368166,0.201925457236299,-0.583411606018997,-0.769940497468274,-1.00345870626133,0.00345424647360982,-0.90575859846035,-1.0335684935256,-1.42159694437841,1.2213840463003,-0.0267027887270275,-0.428487361905511,1.85810370066233,1.67997352442885,0.480098274634452,0.467788564199396,-0.679520527841427,-0.95294305212097,-0.500406528300583,-0.56236760170553,-0.660273100032709,-0.572550987110337,-0.720279265765703,-0.440787445914857,-1.14690090202714,-1.2217875647285,-0.368390003899894,-0.616647731262663,-0.620914397523528,-1.34988088321195,-0.651160947605137,-0.474037862575753,-0.201995347214445,-0.324239356414749,0.201767256823891,-0.403406829534931,-0.638445833472092,-1.1151710904614,-0.357378655571671,-0.263287499889254,-1.22618136002039,-1.84909096854498,-0.874736326604812,-0.608049776934207,-0.606802625457516,-0.168443271504237,-0.917981085063129,-0.0356321292295979,0.115431827029291,-0.900077002308173,-0.0195690051395478,0.0716931950647322
"EPEC_Mig_2 (GE) - TPM",-0.706542958427107,-0.480996755337139,-0.278066599774524,-0.656018968257862,-0.736015800476067,-0.729393035828777,0.231047603417486,-0.0894569681292514,-0.756380477246655,-0.135465714465142,-0.510396466511826,-0.533628723446684,-0.275023605326149,-0.851607818022833,-1.21532710391513,-0.393473362425656,-0.422640376044345,-1.19380287028253,-0.357144966936474,-0.570267550780283,0.569115442605768,-0.732298691150041,-1.15636303175522,-1.51095685275119,-0.944642282413185,-1.01356509697219,-0.909966737882719,-1.49721087763241,-1.13585546807404,0.379806905411337,0.361975926249705,-0.58542784513763,-0.870627815704802,-1.10174799057967,-0.237214098294041,-1.39709279591989,-1.25791416245185,-0.0936914686232841,0.845944004103906,-0.00802853787179831,-0.405522191111354,-0.51309623197792,-0.0957022984635783,0.695154662417932,0.294798561841181,-0.586905697753599,-0.978086544307989,-0.500406528300583,-0.533517454166813,-0.627971726677655,-0.538708485356796,-0.704265467187718,-0.459598031336412,-0.945114832606485,-1.41832135057266,0.627921503544861,-0.0803027008877741,-0.605100881835263,-1.34216191804694,-0.587250221923102,-0.44000333051447,-0.227645922208582,-0.433043841049774,0.709926740917962,-0.498675163005573,-0.166203604754109,-1.46349964564347,-0.402874997827712,-0.302535288465899,-1.22618136002039,-0.91673550134828,-1.04477920435487,-1.16125227554572,-0.884168594999474,-0.885586493516173,0.440052945837579,-0.101539959111499,-0.670689442841902,-0.881956123924495,-0.514332304723761,0.281248911064023
"EPEC_Mig_3 (GE) - TPM",-1.53306614679808,-0.74743589563134,-0.417165979379565,-0.656018968257862,-0.732104970243599,-0.641107386896451,0.187455696827647,-0.382601507518248,-0.527358009811705,-0.208937727264558,-0.467816747199951,-0.514610647364436,-0.650145683091937,-0.836538492419763,-1.23347147038104,-0.423329195407524,-1.37997412225717,-1.19380287028253,-0.710052909469204,-0.584345532576666,-0.545595164647318,-0.732298691150041,-1.04179241467048,-1.28373373564457,-1.18909933820161,-1.04831323609856,-0.909966737882719,-0.65461361661513,-0.883312990440083,-0.226665587924693,0.158554285666242,-0.653901487241654,-0.96951057370407,-0.532820842539742,-0.410042858084711,-1.41763282678157,-1.24062450705194,-0.712563885885181,1.19118725145188,0.0379801266693631,-0.4501249357692,-0.51309623197792,0.581255412049323,0.105006837263078,0.0622157081215525,-0.679520527841427,-0.869222549101026,-0.500406528300583,-0.534268796885076,-0.597352798910532,-0.618501913692633,-0.673489009310048,-0.564898551011131,-1.26073085894065,-1.10337267385845,-0.485624094059051,-0.65002054533369,-0.436292522286711,-1.49319712148989,-0.640315597181985,-0.47676913641154,-0.438957153250281,-0.370209251528025,0.762876084244873,-0.269989819714816,-0.431153239591321,-0.209290104661719,-0.421423722097624,-0.355821277949795,-1.22618136002039,-0.789671082477098,-0.839717219966688,-0.771444497380391,-0.384819575007974,-0.852639065424371,-0.587314377744456,-0.513989321900578,-0.476758294088732,-0.607918335423305,-1.02726239807118,-0.39979177150097
"EPEC_Nd_1 (GE) - TPM",0.0219881459132564,-0.366883744691792,-0.494752605948533,-0.388930654571381,-0.54117577449434,-0.326660955211886,0.202190299439529,-0.38231439058526,-0.450839061624465,-0.5025406760608,-0.435705610971999,-0.452471160593788,-0.349077487403748,1.2382695090259,0.722986927730091,0.103140776135194,-0.556748562850373,-0.455025746575421,0.114473485627573,-0.878414318944609,-0.505765871577816,-0.37338435877284,0.375077362058961,0.998536520867974,0.089939106849383,-0.414326332326135,0.0712248307153168,1.09872991334872,-1.01329797940763,-0.629024128969656,-0.73675850605748,-0.422523144021736,-1.04702827557568,-1.12900958614574,0.160239330754057,0.0749207930683231,0.147212442974036,-0.0888759119678919,1.00717821501613,0.248130466399609,-0.501696723148379,-0.199006583989959,-1.07435664267833,-0.283914429059521,-0.481698834201047,0.0107003718176426,-0.984076050441815,-0.500406528300583,-0.285337431635079,-0.424173424023026,-0.345826612634934,-0.37831174683586,-0.418662550603228,0.239524203970885,0.97781061673265,-0.687162773616531,0.463639979155577,-0.586173504850471,-0.509995326788234,-0.594474038130308,-0.46868578770819,-0.450851465436791,-0.142421857325713,-0.613111714547679,-0.401927474315693,-0.12771393564263,0.474366686604327,-0.555070642889495,-0.50842508989541,2.02954150350382,0.533877394794934,-0.303489977010791,-0.294724651206816,-0.333069264242148,1.03621902819108,-0.431400373427412,-0.703860852492859,-1.3782973518972,-0.969139733337047,-1.08275955978394,-0.0497329155089862
"EPEC_Nd_2 (GE) - TPM",-0.352866228145696,-0.523282533423181,-0.296120028967717,-0.0656909901818082,-0.178542042441502,-0.0803380157613333,0.435073335883686,0.221263666329731,-0.405470039118516,-0.367647299830596,-0.312504284841954,-0.398322572087865,-0.164935209085926,1.15553961517971,0.682031843373571,1.10806196153087,-0.937729175620336,-0.796924462359344,-0.190507520375415,-0.361681552019374,-0.562888291267475,-0.153861659851621,0.149498795761065,1.02393778983611,-0.0853145920024395,-0.224778394861928,0.671350828193368,0.797423037642833,-0.92359646373894,-0.24269548748417,-0.723686341423752,-0.100773916993863,-1.05014924852595,-1.23333595613944,0.470019914167816,0.728953486136481,0.20115708998084,-0.206991024608829,0.968892798513222,0.120652279268302,-0.464601453200963,-0.259998114649433,-1.00265133215218,-0.450569380688931,-0.450813857322745,0.304508434704654,-0.961509260774423,-0.500406528300583,-0.029269003605701,-0.399142030814826,-0.250377386184643,-0.191347178402642,-0.31805963825477,1.05992466849358,0.233625419061102,-0.665277398247569,0.012035429303937,-0.638508616371043,-0.793358895778627,-0.519094512102303,-0.447050313426346,-0.39599623484132,-0.186325879874108,-0.708257095849427,-0.437662418741367,-0.344937624235401,0.6929425074285,-0.567325729483682,-0.507338930416458,0.565483994835748,0.448008283819567,-0.163122490415672,-0.494185194685107,-0.647323768110752,0.773132205694732,0.415138467411875,-0.441258965747009,-1.07000240349306,-0.722589591148465,-0.693365844089699,0.433845619390948
"EPEC_Nd_3 (GE) - TPM",-0.544081534218474,-0.394391529632768,-0.431353548195352,-0.212677947701055,-0.44761580234859,-0.446360166191532,0.0815661393097394,-0.241650253331479,-0.407485410771055,-0.457047059944022,-0.405726328334138,-0.421851124565744,-0.318284187224164,1.21303991304343,0.527527850457844,-0.421278821658552,0.36370566079573,-0.523170457010741,-0.0987038020848771,-0.829525246007672,-0.594426451946645,1.22255002075733,0.0162058568894393,0.673856333661438,0.292962800551837,0.294549388304209,0.426063131830495,0.48235242595997,-0.942220468791552,-0.571532155497969,-0.631189937875536,-0.31123884110044,-0.991920604093075,-1.07973802769322,0.456730102100621,-0.0823024071972497,0.089081925244175,0.199517012754821,1.73588719842682,-0.0323049676775902,-0.462974154089032,-0.51309623197792,-1.43534482864852,-0.29373172693144,-0.39420631879257,0.537442085929676,-1.0104218545369,-0.500406528300583,-0.134481462430518,-0.408129722320118,-0.302960674402099,-0.274434714645097,-0.377265347360869,0.422788957269286,0.14749909840831,-1.11905832000354,0.250620193385132,-0.63703490744278,-0.920323537230638,-0.561205676199121,-0.459483536309466,-0.459124181614388,-0.172244528545589,-0.673305841545483,-0.441398840955286,-0.403031586751398,1.04952575598358,-0.572562302825523,-0.504220166986431,1.29673421587758,0.334289169994461,-0.323048271968904,-0.344629302318514,-0.48395579784116,0.826609687737049,-0.476282518193454,-0.513270371435351,-1.38480557064468,-0.913362935664637,-1.015695418734,0.0370159105768336
"EPEC_Ns_1 (GE) - TPM",0.128362226404484,0.0068273471990883,-0.307338943315569,-0.18931106459146,0.328821415111115,-0.298074221606441,-0.484652365809312,-0.674484367023055,0.592458923396914,-0.356040262247087,-0.210740717546281,-0.10329642750206,-0.25558263243015,-0.202780921509742,1.10517626820025,-0.247929860069802,0.538022562686573,0.957752158966236,-0.456649474062526,-0.840081593264553,-0.172553052014797,-0.732298691150041,0.271746990612761,-0.238732467585973,-0.3615335579601,0.288210775852248,-0.052703733862565,0.935951140314725,0.0679295966742983,-0.469624181602094,-1.14050181573194,0.239143470718295,1.74990786732417,0.268276896991563,-0.924940638583568,1.07324710572459,0.990917196460244,1.84798107865594,-0.553245497278067,-0.979212467027239,-0.231179780569104,-0.51309623197792,-0.391641454417596,-0.821338058056356,-0.754637570157873,-0.0764773908440562,0.443704687517017,-0.500406528300583,0.181815424471582,-0.061658638660126,0.00569922635921815,0.256255758125702,-0.618820924882905,1.01829051008604,1.93699725009394,0.359903458112588,-1.38879042207609,-0.07457200414405,0.177163177699215,0.339049623149557,-0.229651727566594,-0.488299018155342,-0.326545155988046,-0.410405386607296,-0.388421179125402,-0.519214562580003,-0.737882884182181,-0.482855462765375,-0.351896474247957,-0.116128067552876,0.758260461594087,0.914972123564922,-0.379053593446745,-0.627372221980666,-0.927851968004165,-0.237783405919532,-0.80483127882736,-0.208005401759233,1.6596562907074,1.70415241927018,-0.615025696770396
"EPEC_Ns_2 (GE) - TPM",0.0477528406347535,0.165959250732139,-0.197282468846467,0.220087637209204,0.540249478686116,-0.249980789959577,-0.646527046701587,-0.545146918548764,0.390082763069813,-0.367515854224773,-0.154985855669785,-0.0210900692281706,-0.341530726269196,-0.198316501198677,0.927378556653845,-1.20303979403138,-0.0673013936828956,-0.184075180414894,-0.442894225902947,-0.846116386496405,0.0112995395491377,-0.732298691150041,1.20019202444434,-0.360375071596553,0.497458799638771,-0.0536818196399586,0.431082225184043,0.521098381074887,0.264803090177625,-0.458309754333728,-0.962828735682976,0.106560025913398,1.53835493882945,0.259435335904865,-0.705409472219053,1.44477150914173,1.05656614137451,2.15068775749735,-0.614273296340242,-0.914465983981499,-0.311365579517513,-0.51309623197792,-0.545392128749263,-0.638932841503507,-0.489300193819249,-0.00828132520004873,0.31766464809363,-0.500406528300583,0.522668832801278,-0.255328123250866,0.064668211581637,0.19096656173037,-0.634119990367584,0.903094201247002,2.2536986878844,1.43358177601358,-1.3248998055646,-0.298725120113213,0.145387523700684,0.317198719750788,-0.202277351110011,-0.336238155276637,-0.305631602261384,-0.320699288509764,-0.349197280378076,-0.672603851914207,-0.706759803189067,-0.507332515061925,-0.293356061174464,0.184723573247421,1.62091464390985,1.30668752345624,-0.0189029416561599,-0.532666844973512,-0.918943579318581,-0.585462655720921,-0.866130739388483,-0.34564198557873,0.899269814738664,1.33609770641906,-0.677436557923748
"EPEC_Ns_3 (GE) - TPM",-0.0783796958716733,1.29437831553593,0.461549820489981,-0.0787975584071589,-0.035959893834277,-0.489716088418114,-1.06344532699337,-0.6157998602643,-0.173982368461016,-0.213345596662992,-0.242577397042383,-0.208359269160486,-0.352588910149087,-0.328164933992093,0.236890934873516,-1.08520065371457,0.645045870791073,1.07780791228296,-0.223053795040653,-0.967904607993128,0.195946064122975,-0.732298691150041,0.78689709552036,0.827630496386894,0.324265714604224,0.474499507080287,-0.00486886390168819,0.933595126928077,1.10630457535896,-0.538622567744156,-1.05060057291764,-0.197460758461123,0.752254811734807,-0.176917694680245,-0.709956663067971,1.67217763923964,0.797576475897662,1.92129923911372,-1.12360040651024,-0.860203487958768,-0.202670088175736,1.22529134695012,-0.339284331501837,-0.0704492357902332,-0.348835235717725,0.300006639889755,0.394599986495185,-0.500406528300583,0.54372630771196,0.0742329868322941,0.0134105106592723,0.00376719022485226,-0.378961750907807,0.0466785648949063,0.853569040538018,1.0399807068827,-0.85394358170204,-0.52055422237455,0.293936928908018,0.0452231133895665,-0.158340629822156,-0.237189439453081,0.122102008706084,-0.325660565785287,-0.203779699483288,-0.624538981880869,-0.101533719238554,-0.358079945164696,-0.0383121991547845,-0.640184489301417,-0.246691328186836,0.797093867951348,-0.676031076091012,-0.545261733523894,-0.554217480345034,0.159247496912413,-0.905501169438403,0.419443001750106,1.37365735695663,1.03693299793717,-0.353444655140218
"EPEC_Oss_1 (GE) - TPM",0.860301838069611,0.34444263940749,-0.586280021007173,-0.618035891584274,-0.529447075713818,-0.362967697863975,-0.760484020719307,-0.649373241555278,-0.6396539179203,-0.514994941402905,-0.461430696003857,-0.429157769385004,-0.409308987068325,-0.75973474346067,0.0642122229191283,-0.585782150735218,-0.0141307813553788,-0.580936929037978,-0.0717673506743036,0.142424589104128,-0.561694218603288,0.756420727980277,0.424300739474994,-0.791325885930143,-1.17207544738118,-0.356083383055038,-0.0960015041299141,0.46472975797988,-0.316272090385374,-0.280048835786171,1.39775332566485,-0.625393995338729,-0.563393934788104,-0.311038458033065,-0.536569752652005,-0.826115694014194,-0.617176634972154,-0.361175369313685,0.7618842554004,1.24222225952927,-0.422231128046896,-0.382816854324304,-0.65241216426765,-0.117523902864095,0.170439881081446,-0.547385470989519,0.564026930753352,0.705406494489808,-0.438884703272487,-0.395285010620956,-0.290348523867781,-0.527030522014993,-0.607212228446365,0.108914680775434,-0.868482360705785,0.715424997350094,0.824460727001117,-0.333901983151637,2.0281953263586,-0.535361478996809,-0.43696636740076,-0.453736744059905,-0.314139656402898,-0.534206461409432,-0.470759059660766,-0.424651310888099,0.488576485963327,0.940752649168598,0.461692222956669,0.025429208726576,0.404869929920973,-0.70790806144361,-0.423647715332674,-0.518429051335706,-0.402153100328804,1.26173885420034,2.12933394528635,0.0176745576084887,-0.736360623342061,-0.574983873053029,-0.701888477924517
"EPEC_Oss_2 (GE) - TPM",1.30441302285433,0.246195345407617,-0.569197973768333,-0.621624624872985,-0.488175332231667,-0.471756536454082,-0.299779417297649,-0.608779706385664,-0.632062355998265,-0.497155883695621,-0.478168390349435,-0.392358964955835,-0.243059543913405,-0.973118840352602,0.014829928357768,-0.132871294243853,-0.761576549255283,-0.30586546295915,-0.0973636382882644,0.565249248669631,-0.248240151350935,0.238305657081454,0.0621946030148777,-0.811690230256231,-0.951285843271125,-0.241014823235402,0.416740942853732,0.150269891456632,-0.411335857958635,-0.23427670383472,1.55263782555554,-0.594141167936328,-0.501433782128113,-0.452335399030369,-0.720092158885886,-0.708339111282739,-0.71725429173813,-0.293838760092754,0.690134497208962,0.6259330287719,-0.494827956023877,-0.51309623197792,-0.107779092266305,-0.737726443379548,0.485556292263761,-0.595765096712289,0.58624251240773,0.809855329384765,-0.487823645437819,-0.276350905771933,-0.254319043643695,-0.465810855181932,-0.593535432716103,0.0440675848096558,-0.804352361061621,0.911021202113568,0.968795594691048,-0.39597223839162,1.52790036459076,-0.532139076272774,-0.449404848697968,-0.405794788280416,-0.106710723892896,-0.263413281041153,-0.415256039991378,-0.245846282042754,0.0753862810205042,1.3680000148686,0.57414803672386,-0.224056617251763,0.0781495099620264,-0.565811402403486,-0.494179959773642,-0.32115650279841,-0.462472388652378,0.529453700920182,1.53532787116869,0.808960504199788,-0.895087715978713,-0.823118455170639,-0.667376806259179
"EPEC_Oss_3 (GE) - TPM",0.23328505772431,0.0832270251102276,-0.592467325160883,-0.656018968257862,-0.649971616888429,-0.697034722886381,-0.589201702364521,-0.671504149493567,-0.773309767554465,-0.533125442138854,-0.506848004900861,-0.432556844346593,-0.315374397378545,-0.913862025799261,0.00161309726632444,0.30168453036006,-0.0130043041424788,-0.580431468548831,-0.528000465952935,1.1082995820552,-0.52442592685243,0.161669651652385,-0.436258489001381,-1.1071735272249,-0.895206863565327,-0.230956507377459,-0.909966737882719,-0.938138666145972,-0.536608952876552,-0.343262084983518,2.43949121146541,-0.676159868497902,-0.61985387495198,-0.560978754903579,-0.663430015544598,-0.637298159760583,-0.813716379678825,-0.732244440231604,0.651709349236847,0.0589385302988475,-0.480414496313151,-0.51309623197792,-0.651269501412258,-0.722622585415811,0.353017474990649,-0.381971449067112,0.876641397438089,0.40469910828653,-0.510873959739437,-0.412362547262003,-0.393485698269292,-0.527347515141061,-0.588942547356612,-0.321843768229272,-0.674244814937026,2.04096013498592,0.541567009946378,-0.540062653925539,1.24301230817801,-0.57127352207582,-0.441886817715478,-0.503307036412648,-0.197304086424475,-0.557555609154832,-0.425334954361342,-0.597548016648316,0.432725102007483,2.38010994831958,0.869773515848087,-0.0394670976819406,0.0369223475269879,-0.602851020910601,-0.201213425684776,-0.152086221615531,-0.669703785734192,0.233375457585546,1.13932093064411,1.46907425376269,-0.84036695971041,-0.812283921693976,-0.760130496210997
"EPEC_Oxs_1 (GE) - TPM",-1.03767189446505,-0.738878420588391,-0.0582461160672529,0.343241114480573,0.608117360951087,0.9179630306406,0.326033629552433,0.92315291783124,1.09771752240945,0.671971339017577,0.819525693861148,0.534534674979177,0.696177345127885,-0.740870816010361,-0.0648133798818727,0.396964266439233,0.368573489333913,-0.173837534417501,-1.21031519285816,0.542950205857274,0.679869553414593,-0.503596317708417,-0.69053125489992,-0.419709245267712,-0.66560850220841,-1.2105614386886,0.184170319937425,-1.30270906291978,0.468734954457226,0.752664323286139,-0.379762483245294,1.70189649942749,0.229058208606987,1.09585033004482,-0.959205399543473,-0.421130596518527,-0.641834205298024,-0.188885272957597,-1.73441984732429,-1.05089514942556,1.02120222609668,-0.162851555851308,-0.120950977283216,-0.875826223109528,-0.299115070942044,-0.556880388536534,0.610548952062845,-0.500406528300583,-0.110515547120676,0.087522748829446,0.218173266519326,0.378014193437922,0.789426321831216,0.449449418966144,-0.141931139491949,-1.04708146355228,-0.317682976583638,-0.659357644993308,0.178242090660892,1.21655883304796,0.266447293694005,0.621492951481335,-0.401543937933819,-0.283626810487362,0.456872088340365,0.50288969156738,-0.963691511596301,1.207036534817,0.257065082216658,-0.821387952671356,-1.11115664065043,0.0442251539695704,1.43336774371786,2.20607294989069,0.67889509939613,-0.855970653217655,0.113212622129899,0.0640468362945458,-0.458324172997449,-0.385853038265658,0.3600038856417
"EPEC_Oxs_2 (GE) - TPM",-0.414708294184901,-0.641703311208282,0.305561132289641,0.972822523441041,1.62506987749808,2.60758117956757,0.838486695749935,1.06477774362486,2.47393967106733,1.79266477555596,2.14286965609713,1.56010526619287,1.96391756697464,-0.51054979161804,0.454748806151743,2.38319980940947,0.903338604838735,-0.659258937060192,-0.967362106191216,1.41169857385243,1.99872914548646,0.30647456101936,0.161246883538432,-0.24529789375577,-0.1960107640095,-0.841223772801107,-0.200023260582566,-1.22096038214149,0.108819100150626,2.12131082719265,0.0678176657487857,2.46841496074839,0.203688302436315,1.11034381013486,-0.853425890434886,0.308717657846394,-0.465754709094868,0.270203986703812,-1.74572552513886,-1.01357312124268,2.28552932934585,2.21402744938425,0.487387753273296,-0.83573663080939,1.41148667740311,-0.58347995813403,0.918813102635354,0.551308035377248,0.197531530164383,0.394856325285301,0.931095236471596,1.02834671236297,2.34869599760396,0.899385652522299,0.0661929056391529,-0.642301622786726,0.010362777510688,-0.615388913882032,0.692820338952026,3.03217152464206,2.35188982902388,1.65501576641985,-0.187726958496027,0.700250661796116,1.09006630485775,1.6863005478684,-0.895963646364168,0.251249789760813,-0.0577418970723017,-0.191977763676279,-0.753336179457476,-0.662237878827064,-0.227858431702271,0.684245013759591,2.1584902576254,-0.84756776040404,-0.0718021539219976,0.291084057984419,-0.518986197793511,-0.547520518689561,0.536120857176871
"EPEC_Oxs_3 (GE) - TPM",-0.805011732873605,-0.674606871488512,0.333274973107388,0.94640090768201,1.56647676524817,1.84009723241092,-0.188392271093893,0.928225008401068,2.75205637077657,1.96350103933518,1.97953813431203,1.17361817674197,1.7043774192301,-0.713042671872506,0.148225631597389,1.78361857086013,-0.587013111671553,-0.877528566489888,-1.10441782439945,1.89906172712917,2.03082123853827,0.18961978968423,0.0578696765324412,-0.288511302157024,-0.337257045311835,-0.874265291112997,0.665232689129463,-0.960895281971592,0.634352414335159,1.86130026568097,-0.0802335856463091,2.12362093193353,0.11101122975905,1.05485320255677,-0.915465704412504,-0.988110944177898,-0.539777719371752,0.335842874197339,-1.6814819058349,-1.03345179763657,1.96158391374145,1.8063974392325,1.19328749400598,-0.41295478202233,0.565859085193357,-0.517570848867724,0.821892956024676,-0.500406528300583,0.0961170784851709,0.296971258476247,0.65353077370231,0.777107621610645,1.32885777716903,0.777417760932685,-0.147738588766737,-0.593760227142283,0.0848130672334394,-0.653451398577359,0.78843419839579,2.27895182280357,1.43668268001707,1.91677102957836,-0.291217018689676,-0.0213272754412484,0.900539187611341,1.18502417586185,-0.307970609900567,0.180796203473418,0.0148375098155022,-0.257326097998992,-1.17692876853791,-0.494238646665351,0.369648765470665,1.00325917306252,1.99828421443597,-0.824242612532073,0.000893077306037759,0.692033882453131,-0.535545934428836,-0.293812213087258,0.287572270637458
"EPEC_Sp_1 (GE) - TPM",-0.374630775612725,-0.81610626362999,1.10413908316145,2.04060345473822,1.31387606690133,-0.300918903319262,0.010437725767878,1.62765824616754,0.703064178760802,-0.314514350323545,-0.255777032167373,-0.0721293884988281,-0.447499291013378,1.25697491793266,0.0255835188982335,0.395450529306638,-0.0870601538889895,-0.0335190917568797,0.133291792447098,-0.928321385503571,-0.742134124561566,-0.732298691150041,-0.351731529203791,-0.362129066930276,0.241114134305995,0.154909025011206,-0.909966737882719,0.970445193882869,-1.14718302108285,-0.0842446098834989,-0.595957037890061,0.146395097126653,-0.669597464678726,-1.11974218853175,0.600702176383318,0.477123698367279,-0.429163532310078,-1.0799633424302,-0.958969430647977,0.0241717916153208,-0.435763523726533,-0.51309623197792,-1.1299251220445,-0.482171731018696,2.55905740583302,1.00905527708477,-1.03721917829522,-0.500406528300583,-0.192217474305206,-0.0713467102791593,-0.300517900257334,-0.412091435491047,0.998120814536784,0.621877273835248,-0.0805563854699519,-0.809785694813345,-0.924447776300909,-0.706857747371983,-1.13956230573905,-0.502351705031325,-0.177777391485302,-0.188394521435658,-0.333273058365421,-0.917219017443137,-0.459036883631667,-0.773892318186578,-0.593925628049008,-0.56950095463161,-0.475818543877231,0.270383695459069,-0.694842730399562,-0.497158704453676,-0.445737247327571,-0.884168594999474,0.25540512602924,-0.917981085063129,0.180277622618931,-1.76281348583189,-1.19490604721796,-1.2680797143737,1.68892151517654
