"","GBS_RS00055","GBS_RS00270","GBS_RS11120","GBS_RS00905","GBS_RS01360","GBS_RS01400","GBS_RS11160","GBS_RS01620","GBS_RS11165","GBS_RS02195","GBS_RS02715","GBS_RS02720","GBS_RS02940","GBS_RS11235","GBS_RS03565","GBS_RS03600","GBS_RS11255","GBS_RS03990","GBS_RS04160","GBS_RS11275","GBS_RS04565","GBS_RS11280","GBS_RS11285","GBS_RS11295","GBS_RS05200","GBS_RS06335","GBS_RS06945","GBS_RS06955","GBS_RS06995","GBS_RS07015","GBS_RS07045","GBS_RS07255","GBS_RS11350","GBS_RS07555","GBS_RS07875","GBS_RS08070","GBS_RS11365","GBS_RS08190","GBS_RS11400","GBS_RS11410","GBS_RS11430","GBS_RS09560","GBS_RS11455","GBS_RS11465","GBS_RS10195","GBS_RS11495","GBS_RS10280","GBS_RS10300","GBS_RS10345","GBS_RS11510","GBS_RS10580","GBS_RS10585","GBS_RS10590","GBS_RS10595","GBS_RS11525","GBS_RS11530","GBS_RS10735","GBS_RS10755"
"STAGA_Oxs_1 (GE) - TPM",-0.522683037191453,0.637974324062834,2.24409316608396,-0.292120128943559,-0.380708479395089,-0.343857094951544,-0.1433751910311,-0.454127530477474,-0.292987283467049,1.35155868906321,-0.61467907374025,0.234772600798814,-0.516996750195581,-0.270095416025437,0.967623064242307,-0.885876846503316,0.129674412953573,-0.166666666666667,-0.260907237402502,-0.166666666666667,-1.52506621217341,-1.04863970426955,0.507814137802463,-0.307755252794746,0.600509249022777,-0.768152836408033,-0.108081156858156,1.49184386238589,-0.546825216776956,-0.514723532517343,-0.220543530303273,0.179846066016937,0.00632014263156211,1.14303835494009,-0.810791785573102,-0.89299629448041,1.49336241670824,0.341678770266733,-0.166666666666667,-0.394488246166906,-0.166666666666667,-0.881908282584435,-0.166666666666667,1.32474504622081,1.78864230264859,-0.434953604135727,-0.0795621688912128,0.261412389370092,-0.430788655038247,0.100519567810597,-0.527046345261959,-0.448308328949596,-0.537356136659994,-0.481638816375316,-0.385372289887636,4.92347453239288,-1.72721444404927,0.504004413274541
"STAGA_Oxs_2 (GE) - TPM",2.50155168916663,1.53592458057726,0.975584839044792,-0.292120128943559,-0.380708479395089,-0.343857094951544,-1.16684222267638,-0.454127530477474,-0.292987283467049,1.93011190639181,-0.0723925898552458,0.848912460199039,-0.976668702250526,3.14065922367311,2.58974557398581,-0.885876846503316,-2.10467183370634,-0.166666666666667,-0.260907237402502,-0.166666666666667,1.07580031026853,2.2755596309753,-0.404844005280003,-0.307755252794746,0.993521438095773,-1.64595486966298,-1.19190533969955,-1.29388888105466,-0.546825216776956,-0.514723532517343,-0.220543530303273,0.476028731882699,0.693709876116242,2.67071548755247,-0.669181213794945,1.9984613752864,-0.93471741876046,-1.23680882277877,-0.166666666666667,-1.03575250562853,-0.166666666666667,-0.881908282584435,-0.166666666666667,-1.49946704477656,0.633522987009374,-0.434953604135727,-2.68859871325316,3.36849071748395,0.64287446075915,0.773338654728896,-0.372961525243811,-0.724186686843325,-0.479233737009658,-0.426729938837576,-0.385372289887636,-0.406009200883602,0.680345184112536,1.98674807016566
"STAGA_Oxs_3 (GE) - TPM",-0.522683037191453,-0.19447259177084,-0.866789748238833,-0.292120128943559,-0.380708479395089,5.10352103653026,-1.16684222267638,-0.454127530477474,-0.292987283467049,-1.0485698975317,0.185541620622055,-1.22394558058487,1.74091514275267,0.0288689027535111,0.986826913620542,2.34710125197388,2.78605710991495,-0.166666666666667,-0.260907237402502,-0.166666666666667,2.12101653980073,-1.35516710197787,0.29051964703902,-0.307755252794746,1.22109349163446,-2.00812336765355,-1.19190533969955,-1.29388888105466,-0.546825216776956,-0.514723532517343,-0.220543530303273,2.37468327202133,-0.251610868421176,0.689925449289596,-0.842790501476677,-0.89299629448041,2.71920047184312,0.384276276597444,-0.166666666666667,-1.03575250562853,-0.166666666666667,-0.881908282584435,-0.166666666666667,1.05055761225028,0.895609955221547,-0.434953604135727,1.93309101767698,-1.69146069941539,0.255854857931704,-1.84410466693402,-0.171176777782699,-0.494955388448149,-0.567818601196911,-0.666527447032137,-0.385372289887636,-0.406009200883602,-1.8187535062598,1.09205140798996
"STAGA_Sp_1 (GE) - TPM",-0.522683037191453,-0.649028942081716,-0.866789748238833,-0.292120128943559,-0.380708479395089,1.59612811229271,0.890051447767963,-0.454127530477474,-0.292987283467049,1.06367754529457,0.974695679225184,0.03960812963217,-0.0727509943762134,0.831004181186129,-0.946538671536916,-0.885876846503316,-0.798363335325066,-0.166666666666667,-0.260907237402502,-0.166666666666667,-0.35440613345874,0.123323350056295,1.14844902608973,-0.307755252794746,2.03943190715662,0.324398615954862,-0.611053253832123,1.6920173222788,-0.546825216776956,-0.514723532517343,5.36674694863662,0.938397603269983,-0.276710488219228,0.851134057412981,-0.623422243493156,0.676934602248666,-0.284079031162142,-0.244369179043561,-0.166666666666667,-1.03575250562853,-0.166666666666667,1.45535633809369,-0.166666666666667,2.13311361391116,1.09977571094797,-0.434953604135727,-0.230698362406548,-0.121560674713643,-0.293958039701137,-0.138720485624743,0.4024178413603,0.182485195095153,0.389105509474962,0.536309196068136,-0.385372289887636,-0.406009200883602,1.87774881599093,0.607332941240221
"STAGA_Sp_2 (GE) - TPM",2.80284244587842,-0.711600692777416,-0.866789748238833,-0.292120128943559,-0.380708479395089,1.62063148715709,0.0828819860344433,1.48220270274828,4.69311311748543,-0.543061670439488,1.24080040437267,0.329481501694687,-0.46128119700283,-0.544593792947827,-0.532597832254837,-0.885876846503316,-1.22279977255423,-0.166666666666667,-0.260907237402502,-0.166666666666667,0.742365713237494,-1.35516710197787,-1.0015851165778,-0.307755252794746,0.907388320016587,0.182581840375121,-1.19190533969955,-0.0844407635822949,-0.546825216776956,-0.514723532517343,-0.220543530303273,-0.648601959890497,-0.507256093310411,-0.357585531464591,-0.879495893717805,-0.89299629448041,-0.93471741876046,-0.680906389044742,-0.166666666666667,2.09635998853001,-0.166666666666667,0.301484673937421,5.83333333333333,-0.120043531815678,0.75216961488,-0.434953604135727,0.188451156112681,0.295700505347608,1.59143314461885,-0.980642476715786,0.403484846595897,0.250351728490022,0.431413805915258,0.11749361959341,-0.385372289887636,-0.406009200883602,1.01413420797881,1.39867269803614
"STAGA_Sp_3 (GE) - TPM",-0.522683037191453,-0.431946834362872,-0.378468513871064,-0.292120128943559,-0.380708479395089,-0.343857094951544,-0.363564346295666,-0.454127530477474,-0.292987283467049,-0.999334613612163,1.80314464521613,1.69991190930284,-0.27842696895238,0.293916705718316,0.442672247961433,-0.885876846503316,0.020962100526091,-0.166666666666667,-0.260907237402502,-0.166666666666667,3.33769535964818,0.0883186349574812,1.08028983071494,-0.307755252794746,0.375303701013461,-0.913967343310095,-1.19190533969955,-0.127804105749806,-0.546825216776956,-0.514723532517343,-0.220543530303273,0.630670640266724,0.363757762068746,1.16873972899746,-0.734117339284053,-0.89299629448041,-0.299483534584778,0.40070947140773,-0.166666666666667,-1.03575250562853,-0.166666666666667,-0.881908282584435,-0.166666666666667,0.273820825167611,1.29263016596944,-0.434953604135727,-0.454068893518712,0.224453173498416,0.849974703317078,0.0984041239730766,0.397959745088059,0.431616675541438,0.560255964865876,-0.125356087855756,-0.385372289887636,-0.406009200883602,1.32605734815916,0.168523026575759
"STAGA_Tm_1 (GE) - TPM",-0.522683037191453,-0.263812188976712,-0.665631901010467,-0.292120128943559,-0.380708479395089,-0.343857094951544,-0.670491756124673,-0.454127530477474,0.697172482648868,0.099743649624461,0.700128784571124,0.0786192820038873,0.559584155538771,1.22539296733104,0.679497040475047,0.503308695045149,0.828683341051016,-0.166666666666667,-0.260907237402502,-0.166666666666667,0.252784004227013,3.0054232795863,0.295804681058927,-0.307755252794746,-1.79761822222285,-0.504615106014897,-0.0238567750711971,1.46814714822058,-0.546825216776956,-0.514723532517343,-0.220543530303273,0.267705229103967,1.53607792688753,-1.33761841336993,2.37022711157184,0.369807489728276,-0.93471741876046,0.267135283230065,-0.166666666666667,0.622880641409384,-0.166666666666667,0.998114980210788,-0.166666666666667,0.874605435738845,-0.84208155712916,-0.434953604135727,1.04728899632905,1.22871562484672,-0.69204298625547,0.670785385970686,0.731536571426861,0.38262813211129,0.280030650448149,0.26070112692536,-0.385372289887636,-0.406009200883602,-0.0484242142338401,-0.968861450127764
"STAGA_Tm_2 (GE) - TPM",0.0444494363440591,0.321839598965828,2.06995282813042,-0.292120128943559,-0.380708479395089,-0.343857094951544,-0.882672924516956,0.866753346758079,-0.292987283467049,-0.223751059032686,0.841712940567857,0.238018131560629,-1.72834837988981,1.00862371343368,0.484739080169102,-0.488210372228198,-0.450340467470194,-0.166666666666667,-0.260907237402502,-0.166666666666667,0.0737957470650654,-0.163649037771006,0.258236041859407,1.70156689468658,-1.60905782006025,-0.621876196157127,-0.59004998403718,-0.0563389551113349,-0.546825216776956,-0.514723532517343,-0.220543530303273,1.26670474299657,0.366472542755221,-1.42013371548392,1.8376828609849,0.733702379637757,-0.0358306335025912,-1.78345002019895,-0.166666666666667,1.45693804904395,-0.166666666666667,-0.0746487044941968,-0.166666666666667,-1.02897546502649,-1.77438055551544,-0.434953604135727,1.8460916167384,1.29076155738948,-0.0687775154244585,0.168368795900585,0.5194980097845,0.076777822193444,0.0385591678998543,0.408971094852256,-0.385372289887636,0.439562401983295,0.0525625210893385,-1.07866143311619
"STAGA_Tm_3 (GE) - TPM",-0.522683037191453,-0.0961670182879903,-0.063036109805034,0.108976038017701,-0.380708479395089,-0.0321047458428168,-0.307439936122237,0.160440049464735,-0.292987283467049,-0.393073753083477,0.62386993579095,0.883055697665863,-0.346309196185872,1.23373555759889,1.4323225498569,0.594304611621197,0.974177869382716,-0.166666666666667,-0.260907237402502,-0.166666666666667,0.250268202939332,1.09993907168899,-0.342513032671191,-0.307755252794746,-1.06810147853625,-0.628668323823559,-0.0718019422579688,-0.190279681248262,-0.546825216776956,-0.514723532517343,-0.220543530303273,0.960330591385227,1.13710968907721,-0.54830294073544,1.43433294506117,0.368429931590324,-0.516491456058144,-0.296819072379515,-0.166666666666667,2.44357745217685,-0.166666666666667,-0.13071932372677,-0.166666666666667,-0.404936581903914,-0.862173014073926,1.27061554701748,1.56976439977796,0.295246537566794,-0.246060975908846,2.65492156570411,0.495186290652958,0.0613536655938627,-0.0515133133006049,0.276454719021629,-0.385372289887636,0.380830705872748,-1.01354449686742,-1.09867359813248
"STAGA_Vic_1 (GE) - TPM",-0.522683037191453,0.592487662266318,-0.359047078910456,-0.292120128943559,-0.380708479395089,-0.343857094951544,2.42462836098074,-0.454127530477474,-0.292987283467049,-1.69532256435486,-0.20475112855106,-0.761432708218923,0.0986867611702295,-1.39292329480176,-1.80820804930606,-0.885876846503316,1.01167394435175,-0.166666666666667,-0.260907237402502,-0.166666666666667,1.91356383345231,0.445907886383184,-1.4381378015434,2.05455136151847,-1.00653094336257,0.740344929574383,-0.838112671423442,-0.748280929567271,1.41181404300255,-0.514723532517343,-0.220543530303273,-1.62387381286078,-0.838341393623346,-0.198728021195939,2.14660638485033,2.61319205526595,-0.142119451646268,-2.47438574718594,-0.166666666666667,0.429542493030912,-0.166666666666667,-0.288737270929339,-0.166666666666667,-0.393178167797506,-1.30158311434607,1.71991124572478,-0.196103958365381,0.499863926676132,-0.604560268473774,-1.03619828986554,0.0939716149997635,0.560632283705033,0.65476207366913,-0.323463250064852,1.45551646799418,1.58222289154148,0.223076746458382,0.596566153007504
"STAGA_Vic_2 (GE) - TPM",-0.522683037191453,-1.20371748489625,-0.634010882893042,-0.292120128943559,3.99311669845005,-0.343857094951544,0.843467841147667,-0.454127530477474,-0.292987283467049,-0.108191032225129,0.13671538262137,-0.664615682834854,-0.372792642498959,-1.14492608834277,-1.52635982083732,-0.350023968135677,-0.990071683309449,-0.166666666666667,-0.260907237402502,-0.166666666666667,-1.06501653044396,-0.667068881875665,-1.5629054953571,-0.307755252794746,-1.57183818838971,-0.0335645787275229,-0.92157333596291,0.373701254420429,-0.546825216776956,-0.514723532517343,-0.220543530303273,0.126846120618897,1.17518019878678,-0.614775951492447,1.39934608888859,-0.162341148996039,-0.329095494059353,0.0129328468546421,-0.166666666666667,0.883609564932168,-0.166666666666667,-0.881908282584435,-0.166666666666667,-0.231498616920653,-2.0456487763737,-0.434953604135727,0.410148803082151,-0.504169436660667,0.801630730307936,-0.124430202256687,-0.208351561606099,-0.298107353780858,-0.276265280628518,-0.109955478552821,-0.385372289887636,-0.406009200883602,-0.341841697440019,-0.928348554031122
"STAGA_Vic_3 (GE) - TPM",-0.0694994339478153,-0.0632491908526968,-0.452668146079603,-0.292120128943559,-0.380708479395089,-0.343857094951544,-0.0882421708636516,-0.454127530477474,-0.292987283467049,-1.29267195718324,0.798544313051986,-0.343331354246517,0.991350073833822,-0.187873785031284,-1.55221818434072,-0.250343054354467,-0.00158337419716692,-0.166666666666667,-0.260907237402502,-0.166666666666667,-0.207074412073638,0.549066827987384,-1.13448467479658,-0.307755252794746,-0.770717361737224,0.153325572862611,-1.03159536434156,-0.964255529374976,-0.546825216776956,-0.514723532517343,-0.220543530303273,0.970021150582522,1.95957578525877,-0.0665092218296617,1.16283392697644,-0.459709422517934,-0.396006309294033,0.666379574271328,-0.166666666666667,0.387002116311912,-0.166666666666667,-0.559376227544058,-0.166666666666667,-1.06084715878937,-1.51927851713539,1.02965983679729,0.295828013499791,1.12484858652286,1.19376019549657,0.666139417906795,-0.344699474559413,-0.225377999339246,-0.347942388797426,0.106398028182638,0.86583862129977,0.26966923919247,-0.829186947940422,-0.464544950258294
