"","GBS_RS00055","GBS_RS00270","GBS_RS11120","GBS_RS00905","GBS_RS01360","GBS_RS01400","GBS_RS11160","GBS_RS01620","GBS_RS11165","GBS_RS02195","GBS_RS02715","GBS_RS02720","GBS_RS02940","GBS_RS11235","GBS_RS03565","GBS_RS03600","GBS_RS11255","GBS_RS03990","GBS_RS04160","GBS_RS11275","GBS_RS04565","GBS_RS11280","GBS_RS11285","GBS_RS11295","GBS_RS05200","GBS_RS06335","GBS_RS06945","GBS_RS06955","GBS_RS06995","GBS_RS07015","GBS_RS07045","GBS_RS07255","GBS_RS11350","GBS_RS07555","GBS_RS07875","GBS_RS08070","GBS_RS11365","GBS_RS08190","GBS_RS11400","GBS_RS11410","GBS_RS11430","GBS_RS09560","GBS_RS11455","GBS_RS11465","GBS_RS10195","GBS_RS11495","GBS_RS10280","GBS_RS10300","GBS_RS10345","GBS_RS11510","GBS_RS10580","GBS_RS10585","GBS_RS10590","GBS_RS10595","GBS_RS11525","GBS_RS11530","GBS_RS10735","GBS_RS10755"
"STAGA_Li_2 (GE) - TPM",-0.0714852226836998,-0.0515165224493383,-0.59191842939919,0.393723313485068,-0.380708479395089,-0.343857094951544,-0.375566809901356,0.596735527726495,-0.292987283467049,1.44218794636678,-1.58703120600191,-1.4775104058681,-0.260665557351486,-0.968444263759575,-1.08840127537269,0.695995578870196,-0.459485893694933,-0.166666666666667,-0.260907237402502,-0.166666666666667,0.426774093129938,0.40530203363131,-0.0494013380300829,-0.307755252794746,-0.36012958328358,0.373111062913062,1.0425999272085,-0.80160546552878,-0.546825216776956,-0.514723532517343,-0.220543530303273,-0.673612342057801,0.497905474230234,-0.12463933720749,0.364411822555135,0.185474376675994,-0.219583350123542,2.44893350090362,-0.166666666666667,-0.752448444543624,-0.166666666666667,-0.721348900507971,-0.166666666666667,-0.875612882372322,-0.0340539139310261,-0.434953604135727,0.894069519628201,0.195825861152881,-0.425607654577572,0.342734304157178,-0.779659845955211,-0.449223938526026,-0.48051787602794,-0.750723620077541,-0.385372289887636,-0.406009200883602,0.995586901957563,1.80575876849148
"STAGA_Li_3 (GE) - TPM",-0.522683037191453,-0.556642053198339,-0.367388269142459,4.6921937145306,-0.380708479395089,-0.343857094951544,-0.756089902994232,1.45513884120434,-0.292987283467049,-0.667644381965232,-0.928094886964604,-1.52928558264808,0.212788747058866,-0.806410174805944,-1.02940020123497,3.13777030952971,0.0148471216255606,-0.166666666666667,-0.260907237402502,-0.166666666666667,0.173147849563137,0.367111877985762,0.784759234554579,-0.307755252794746,0.183041246332058,0.506678286045678,-1.19190533969955,0.643994797888805,1.86125323333805,-0.514723532517343,-0.220543530303273,-0.295772021670712,0.0702542222203501,0.838511024559349,0.75774557651048,-0.109226128464971,-0.285069770642999,1.56859450526725,-0.166666666666667,-0.521029951905255,-0.166666666666667,1.74351054230961,-0.166666666666667,1.3341651880679,-1.03782474100516,-0.434953604135727,0.732579046138682,-1.10364463409361,-2.96273531150468,1.70336899965111,-0.617677881003627,-0.31017879329628,-0.419163594862467,-0.628854430041328,-0.385372289887636,-0.406009200883602,-0.929408873258948,1.8043560831987
"STAGA_Mig_1 (GE) - TPM",-0.522683037191453,0.27652837406273,-0.866789748238833,-0.292120128943559,-0.380708479395089,-0.343857094951544,-0.806319016615618,1.2216629644987,-0.292987283467049,0.661338574404785,-0.005607300288107,-0.0366677258934078,-1.12008244595231,0.407590761504621,0.443413895925008,-0.885876846503316,-1.24605696930882,-0.166666666666667,-0.260907237402502,-0.166666666666667,-0.936694975875348,-0.923261679524557,-0.468911111341345,-0.307755252794746,0.7698675267922,0.684413655713339,1.86237003672834,-1.29388888105466,-0.546825216776956,3.31194039198467,-0.220543530303273,-0.11062761820002,-1.04633346482288,1.47372241260783,-1.09192956034582,-0.89299629448041,0.775897774374724,0.520124545843504,-0.166666666666667,2.12670310354229,-0.166666666666667,-0.881908282584435,-0.166666666666667,-0.703588747804789,0.961165308162259,-0.434953604135727,-1.2902011620327,-1.69146069941539,1.36624815935751,2.39048456119198,0.861126376321375,1.39634115408949,1.2129542941251,1.37259417821364,-0.385372289887636,-0.406009200883602,0.25270034877696,1.01591657937474
"STAGA_Mig_2 (GE) - TPM",3.03376209969125,0.737072172650532,-0.866789748238833,-0.292120128943559,-0.380708479395089,-0.343857094951544,2.39716642000677,-0.454127530477474,-0.292987283467049,-1.30977308454304,0.0237877759443641,0.72630881749765,-1.28671249603932,1.11510032210648,0.218837623608847,-0.885876846503316,0.960429083530052,-0.166666666666667,-0.260907237402502,-0.166666666666667,-0.443473117744676,-1.35516710197787,2.16664288915748,-0.307755252794746,1.19346867682694,0.162054797863315,-0.562873719164913,-1.29388888105466,-0.546825216776956,-0.514723532517343,-0.220543530303273,0.104802232488841,-0.622585077332997,-0.293381298300991,-1.63093460791032,-0.89299629448041,-0.93471741876046,0.296612253865287,-0.166666666666667,0.0807814383154831,-0.166666666666667,2.9147898458581,-0.166666666666667,-0.0242583687926653,0.535557207981869,-0.434953604135727,-1.57412479274593,-0.841401983566992,0.413214670941907,-1.53629808388287,1.18351549395747,1.12424931626397,1.45808912744109,1.32269017140222,-0.385372289887636,-0.406009200883602,-2.341756030539,0.316120695095771
"STAGA_Mig_3 (GE) - TPM",-0.522683037191453,-1.22756172863352,-0.866789748238833,-0.292120128943559,-0.380708479395089,0.453753797672052,-0.490300651944266,-0.454127530477474,-0.292987283467049,-0.852809029588584,0.338228260578931,0.475622845287562,-1.28890458512321,1.63051035150961,1.65489495823719,0.0608753292031515,0.401698214710402,-0.166666666666667,3.95469027190724,-0.166666666666667,-0.656349896403606,-0.544672886779411,0.0450331877154754,-0.307755252794746,1.7642882985786,0.347291235584734,-1.19190533969955,-0.802835380556121,-0.546825216776956,-0.514723532517343,-0.220543530303273,0.888579072998983,0.907934309801665,1.31005449649473,-1.41369710323621,-0.89299629448041,3.88037743531195,0.640297241328926,-0.166666666666667,-1.03575250562853,-0.166666666666667,0.0790411701349424,-0.166666666666667,1.11417419161679,1.68632463226484,3.9287040905857,0.535468805864661,0.890351486892357,0.865328839431942,-0.675510703512887,0.169321425665964,1.04451538951276,1.132085340209,0.140845372932596,-0.385372289887636,-0.406009200883602,1.31883975323727,-0.702931218164281
"STAGA_Nd_1 (GE) - TPM",-0.0431348891850583,-0.516118768653247,0.00963758082946866,-0.292120128943559,0.305447011209298,-0.343857094951544,-0.145635212800442,-0.454127530477474,-0.292987283467049,0.0071058203702693,-0.869785721080663,-0.738027488535417,-0.544392862446717,-0.184292703272525,-1.16935052616065,-0.213370050334946,-0.64224090935918,-0.166666666666667,-0.260907237402502,-0.166666666666667,0.272490221485698,-0.34765949569068,-0.259062473460432,-0.307755252794746,-0.391125499502248,0.846611568516492,1.60709223207672,1.7582003713567,-0.546825216776956,-0.514723532517343,-0.220543530303273,-1.30851060761818,-0.963903519109836,-0.543445344074701,0.123383197534762,-0.663749345376846,-0.554683199879919,1.93446439723452,-0.166666666666667,0.168667670444821,-0.166666666666667,-0.881908282584435,-0.166666666666667,-0.239666161230539,0.201816590134915,1.11486562764028,-0.593659916925886,0.0278576100905988,-0.421425219045082,-0.183929169979975,-0.774063769827132,-0.909850303342033,-0.993939857432124,-1.1795885533287,0.938629440349643,0.308977711441812,0.429003610868853,-0.596895434759983
"STAGA_Nd_2 (GE) - TPM",-0.522683037191453,-0.0140864964838471,-0.353756695802118,-0.292120128943559,-0.380708479395089,-0.343857094951544,-0.0416045121465982,-0.454127530477474,-0.292987283467049,0.17374298816614,-0.987637239714081,-0.707256012778065,-0.0981110946622798,0.280373916269584,-0.627157928444981,2.06660594492709,-0.578649755502553,-0.166666666666667,-0.260907237402502,-0.166666666666667,-0.455917060556371,0.919634325046371,-0.376966849818073,-0.307755252794746,-0.243896733135987,1.44566140499563,1.38988730807883,-0.272976160397237,-0.546825216776956,-0.514723532517343,-0.220543530303273,-1.07044369658342,-1.34455791032875,-1.79563382886177,0.146280732365849,-0.89299629448041,0.288813156663651,0.676520880062527,-0.166666666666667,-1.03575250562853,-0.166666666666667,-0.881908282584435,-0.166666666666667,-1.03371047682977,0.121234200206753,-0.434953604135727,-0.350283437296633,-0.550834390080702,-1.51676464674769,-0.192019791560095,-0.850103888206244,-0.889733925822114,-0.989372532898499,-0.854975963679937,-0.385372289887636,0.849583495955,0.750807588174116,-0.714560718394287
"STAGA_Nd_3 (GE) - TPM",-0.522683037191453,-1.45939631423309,-0.866789748238833,-0.292120128943559,-0.380708479395089,-0.343857094951544,-0.64726484594965,-0.454127530477474,-0.292987283467049,1.32022040045715,-0.443691755790682,-0.775513883399183,0.271838993987019,-0.431105608224374,-0.322245901804915,-0.885876846503316,0.736799874461028,-0.166666666666667,-0.260907237402502,-0.166666666666667,0.807769652876778,0.304704126492226,2.51162560999491,-0.307755252794746,-0.289977818790037,0.830366707901438,1.13123956410763,0.968857124248341,-0.546825216776956,1.32357512804691,2.13173308167464,-1.4026327906474,-0.651231337638111,-1.15499886851369,0.933020845184597,-0.89299629448041,0.16097035391732,0.501572635373331,-0.166666666666667,-0.167627745768922,-0.166666666666667,-0.881908282584435,-0.166666666666667,-0.065716211592706,0.147930051007452,-0.434953604135727,-0.183962403074307,-0.86529121452712,-1.7953758275937,0.549145600939301,-0.601589434323617,-0.844392262489864,-0.902511025994627,-1.02045376602761,-0.385372289887636,-0.406009200883602,0.967767724200904,-0.640578687887201
"STAGA_Ns_1 (GE) - TPM",-0.522683037191453,-1.29468547194343,0.0149701846567907,-0.292120128943559,2.38061307763763,-0.343857094951544,-0.38116770495385,-0.454127530477474,-0.292987283467049,0.140014090607457,1.85788615364893,2.26118506509331,1.02172320582598,0.333552230579263,-0.318160463103355,0.129021128208951,0.00636550647134417,-0.166666666666667,-0.260907237402502,-0.166666666666667,-0.930203058431493,-0.196723941151284,-0.250110249516524,4.82030332777124,0.811342988697159,-0.750457471975565,-0.509231881579351,0.636240027191384,-0.546825216776956,0.768246185059152,-0.220543530303273,0.457769250901569,0.400198143017383,0.00112195545524839,-0.684713493568626,-0.431712699319039,-0.170024360309352,-0.22867115003125,-0.166666666666667,-0.126941170827085,-0.166666666666667,-0.881908282584435,-0.166666666666667,0.101542786296428,0.0645701103666582,-0.434953604135727,-0.0936973332495147,-0.653593019404844,0.303991559779695,-0.591397066381181,3.23522893252118,2.9692613100359,3.00808091017095,3.29602528019227,-0.385372289887636,-0.406009200883602,-0.309357395595348,-0.377604682905597
"STAGA_Ns_2 (GE) - TPM",0.0343965314968778,2.2255009483996,-0.527414886936,-0.292120128943559,-0.380708479395089,-0.343857094951544,-0.0503135991561918,-0.454127530477474,-0.292987283467049,-1.22476459504484,1.35760806642643,1.47212067889873,0.19427587236382,-1.22078329224167,-0.370943305521246,1.26251939461314,0.369770548992348,-0.166666666666667,-0.260907237402502,-0.166666666666667,-1.1167574977007,-0.0175700800185329,-0.265356380473086,-0.307755252794746,0.0231596221740457,-1.78932513421326,-0.108062582745954,-0.0782755786750324,0.271395523466908,-0.514723532517343,-0.220543530303273,-0.350726238843603,-0.670799068781884,-0.857190782202737,-1.00880657495631,2.30273182287662,0.389712461442767,0.23085738187481,-0.166666666666667,-1.03575250562853,-0.166666666666667,1.69517992054592,-0.166666666666667,0.349139822310639,0.116624614732514,-0.434953604135727,0.460397614039369,1.50420457445869,0.633085208678892,-0.976240961927975,2.69519063585827,2.79773027126003,2.53971842111224,2.06729528397343,-0.385372289887636,0.839865490493616,-0.098560229236241,-0.528493105736535
"STAGA_Ns_3 (GE) - TPM",-0.522683037191453,0.83683317109666,0.293022210615242,-0.292120128943559,0.981317754841021,-0.343857094951544,-0.0936678197091743,-0.454127530477474,-0.292987283467049,1.99529257838138,1.28443414898517,0.900168641814873,2.29931516478265,0.880683176789207,-0.143162824069891,0.11532322274055,0.293410318604918,-0.166666666666667,-0.260907237402502,-0.166666666666667,-0.175862091053802,-0.355210232762691,-0.0614757527688129,-0.307755252794746,0.359811772161029,-0.554550715850506,1.83866254804596,0.7832874310638,0.851307486401988,0.750930176872269,-0.220543530303273,-0.412367098032079,0.43951317430259,-1.09639982946108,0.236763715466616,0.927234621865737,-0.746124387292638,0.0531979622892961,-0.166666666666667,0.0102169671435361,-0.166666666666667,-0.543170338002002,-0.166666666666667,-0.0516825441460957,1.06208383711333,1.10325054925644,-0.745272565758874,-0.212552162668949,0.350317629151778,-0.113984640703843,2.10756879665241,2.0948317262445,2.01375967361079,2.58122718250368,-0.385372289887636,1.36806195498396,-0.0336327049887001,-0.236520539954781
"STAGA_Oss_1 (GE) - TPM",0.693943065001519,0.416869390343455,-0.443262340678172,0.764641619744483,-0.380708479395089,-0.343857094951544,1.44575814469183,-0.454127530477474,-0.292987283467049,-0.76989046204573,1.58375598198238,1.04864507518331,0.923858773865742,-0.484770628608132,0.908164388055987,-0.154662331326034,0.38417490186543,-0.166666666666667,-0.260907237402502,-0.166666666666667,-0.749614248640183,0.783587820758018,2.07857567672859,-0.307755252794746,-1.10602235926387,1.89703833702614,0.0377274763270331,-0.156108194013748,-0.0362704438612867,-0.514723532517343,-0.220543530303273,-0.882012228735708,-0.821782446938505,-0.399143115165148,0.197938248365977,0.76873359852861,0.167175930181433,-0.835169739600181,-0.166666666666667,0.164679560291959,-0.166666666666667,0.355057782508665,-0.166666666666667,1.52846221332417,-0.503200704474715,-0.434953604135727,-0.796773889736126,-0.445187787682184,0.139284750111259,0.622870218367589,-0.856934196368903,-0.85283487144271,-0.888074069801734,-0.705031908718537,1.53407157903176,-0.406009200883602,-0.487851571903583,-1.31137828784027
"STAGA_Oss_2 (GE) - TPM",0.591855440764163,0.748955605223488,0.219579561014606,3.09618931147246,-0.380708479395089,-0.343857094951544,0.285139179952464,-0.454127530477474,1.04387229779146,0.791350776390145,0.892905915452464,1.65583769840967,1.00422080751666,-0.649684890092691,1.10075695527271,0.36452473144821,1.14644858254783,-0.166666666666667,-0.260907237402502,-0.166666666666667,-0.410079931856514,0.986424664204946,1.20066856732856,1.27174650545559,-0.765924469373193,1.17842371340596,1.0159440951337,0.813891574400742,-0.546825216776956,0.670785292969085,-0.220543530303273,-0.759744652394729,-0.253593317285318,-0.90088284714016,0.678828616404937,-0.253633059044,1.09676649431901,-0.941018254576842,-0.166666666666667,0.0839453901944274,-0.166666666666667,0.387244028462399,-0.166666666666667,0.164845596113853,-0.130337641489132,2.44664762291409,0.537699846346782,0.812662728499626,-0.571562123552566,0.934004738022146,-0.842618928105614,-0.792409980775369,-0.911279429124707,-0.654794642618077,-0.385372289887636,-0.406009200883602,0.622589915345633,-0.852097431033072
"STAGA_Oss_3 (GE) - TPM",2.09415659847218,-1.6051156778032,1.04623590500334,-0.292120128943559,-0.380708479395089,-0.343857094951544,-0.642361246971953,1.9837744380145,-0.292987283467049,-0.634889432833882,0.540344157790863,1.54420150386191,0.581741410393168,-1.00615537007312,0.200637947681588,-0.885876846503316,1.85079063829284,-0.166666666666667,-0.260907237402502,-0.166666666666667,-0.428822439393849,-1.04100400014227,-0.812802864142426,-0.307755252794746,-1.44670795678103,1.94484631469703,-0.0810827197553798,-0.53252186373465,0.990587083991896,-0.514723532517343,-0.220543530303273,-1.31127661021677,-1.40510635210372,0.314296211919994,-0.149895432221192,0.608173103103812,-0.93471741876046,-0.95882497959594,-0.166666666666667,-0.37851413045243,-0.166666666666667,0.608021466701809,-0.166666666666667,-0.92055420561306,-0.710699579006904,-0.434953604135727,0.148622481962886,-0.940890760808953,0.996785103300811,-0.756978030219108,-0.899791899543064,-0.815573741105788,-0.904629496907893,-0.66737429699797,2.50459838430167,-0.406009200883602,1.38864746324513,-1.66052893560145
