"","CJJ81176_RS08730","CJJ81176_RS08735","CJJ81176_RS08835","CJJ81176_RS00015","CJJ81176_RS00145","CJJ81176_RS00175","CJJ81176_RS00250","CJJ81176_RS00260","CJJ81176_RS00275","CJJ81176_RS00380","CJJ81176_RS00560","CJJ81176_RS00570","CJJ81176_RS00645","CJJ81176_RS00715","CJJ81176_RS00810","CJJ81176_RS01120","CJJ81176_RS01340","CJJ81176_RS01775","CJJ81176_RS02020","CJJ81176_RS02155","CJJ81176_RS02175","CJJ81176_RS02180","CJJ81176_RS02325","CJJ81176_RS02360","CJJ81176_RS02525","CJJ81176_RS02555","CJJ81176_RS02650","CJJ81176_RS02655","CJJ81176_RS02705","CJJ81176_RS02945","CJJ81176_RS03110","CJJ81176_RS03145","CJJ81176_RS03320","CJJ81176_RS03370","CJJ81176_RS03375","CJJ81176_RS03435","CJJ81176_RS03455","CJJ81176_RS03515","CJJ81176_RS03560","CJJ81176_RS03720","CJJ81176_RS03930","CJJ81176_RS03945","CJJ81176_RS04135","CJJ81176_RS04235","CJJ81176_RS04350","CJJ81176_RS04455","CJJ81176_RS04640","CJJ81176_RS04650","CJJ81176_RS04665","CJJ81176_RS04750","CJJ81176_RS04765","CJJ81176_RS04925","CJJ81176_RS04940","CJJ81176_RS05025","CJJ81176_RS05040","CJJ81176_RS05210","CJJ81176_RS05220","CJJ81176_RS05255","CJJ81176_RS05325","CJJ81176_RS05375","CJJ81176_RS05665","CJJ81176_RS05950","CJJ81176_RS06045","CJJ81176_RS06100","CJJ81176_RS06295","CJJ81176_RS06305","CJJ81176_RS06385","CJJ81176_RS06410","CJJ81176_RS06435","CJJ81176_RS06515","CJJ81176_RS06535","CJJ81176_RS06580","CJJ81176_RS06685","CJJ81176_RS06865","CJJ81176_RS06870","CJJ81176_RS06875","CJJ81176_RS06905","CJJ81176_RS06950","CJJ81176_RS06955","CJJ81176_RS07010","CJJ81176_RS07015","CJJ81176_RS07025","CJJ81176_RS07030","CJJ81176_RS07225","CJJ81176_RS07830","CJJ81176_RS07835","CJJ81176_RS07900","CJJ81176_RS08255","CJJ81176_RS08350","CJJ81176_RS08405"
"Campy_Li_2 (GE) - TPM",3.23302233729402,1.4783102669985,2.81229431985211,-2.33935474567085,1.64384716478187,1.46408696602678,0.950963607776954,2.90657121585099,1.29159152446432,-2.06308432366347,-1.9658246117338,-1.97662220001121,2.86961962871583,-3.72381208997384,-1.64560532584273,-2.18769435375271,-2.35583107598203,2.77576321368572,0.0767562583763009,-1.48717720122976,1.10534681828563,-0.130362075090228,-1.90185239948269,-2.31208752380449,-2.72972731790529,2.81472774137876,0.219896375844685,0.0699600960445687,2.45371465912773,1.74038683453232,-2.39128382407059,-1.08561175916118,1.35780631122319,1.25702602990268,1.38598815961561,-1.94377779992763,-2.16521413126689,1.68314318530194,0.860407759308961,2.13609167474293,1.77027503231815,1.39251310308047,3.37263970882914,1.50720267191069,2.29474783426229,-1.91022146340511,-1.75713741943852,-1.51096724763837,-1.33664721153845,2.2311907989928,-1.45521754289472,-2.15828844368524,-1.37411541400673,1.18809227638976,1.85969542393766,-2.27219819034298,3.57197895264559,-1.98923538429055,-2.26110960365723,-1.78498547841458,2.76340463368453,1.89192760283792,1.37284936905032,-2.05108775273119,-1.77435175457204,1.01531996907988,2.84245082435356,1.42994884147232,1.42737338944176,-0.21601954909495,1.5672915698056,-0.242478965869019,1.48905294149497,-2.31558542879408,-1.85818428068731,-3.06783055344876,2.56247929134883,3.03563275105944,1.56275425740259,1.89028605045445,0.85247753187462,1.58599179826759,0.553220520269194,0.954547207682925,1.70779688559892,-0.367766160808386,-1.8722467249582,-1.99313835476047,0.203305845954367,1.96846755242259
"Campy_Li_3 (GE) - TPM",1.43864912368459,0.956730795475104,1.80135543750967,-1.32222133717618,0.452769457552649,0.554467424200046,0.694838332254459,1.55460258940698,0.727500807226442,-0.48077945160666,-1.35333838483316,-1.04139569683951,1.43889108191049,-1.22079664380961,-1.65331531845629,-1.11227359022746,-1.20365247543244,0.541573315352503,1.68113053845793,-1.24961755962227,0.259563824508553,0.986148206368088,-1.23865123002069,-1.50364539650609,-1.247964775655,2.0334280004095,1.12494943149278,-0.376407319562199,0.861727866364978,0.259901776280722,-1.21246219763256,-0.571956962350022,0.93411258901668,0.925748473793994,0.0282523561642995,-1.34669521978731,-1.89233992186098,1.37326768886431,0.0599218381624364,1.2867115440571,1.53087693577681,0.822246827805706,1.88945048359155,0.795507078725523,1.63639206016631,-0.810267297071617,-0.771150445761533,-0.421961562486261,-1.36877755828747,1.30667814339336,-1.21056960217961,-0.579789607204352,-0.679311212002102,1.26084836919675,1.29996952075165,-1.35753653162627,2.33768608304849,-0.996159690196279,-1.78138689241478,-1.05326529664298,0.774771844332706,1.26151863059517,1.0660873304741,-0.90139667883756,-2.04899638599903,1.14219588964226,0.660363485319378,1.30222469681631,-0.27612045837439,-0.686468154969119,-0.0438320264392024,0.138353585233918,0.586687868830244,-0.934215148663361,-1.60169820793566,-1.26772278942249,0.562351850112876,1.44869306314175,0.784539838744725,1.44327508737616,-0.346463962109454,0.701257063531153,-0.067033776301321,0.613664415936359,1.33707248234076,1.831472172356,-1.43880229858351,-0.992043941370165,-0.0977655012268985,2.16969190396573
"Campy_Mig_1 (GE) - TPM",-0.399252932047627,-0.551142294930402,-0.421171685159387,-0.0111039663687573,0.627684896714767,0.128121237025399,0.771904254733582,0.304137384220659,0.0681811388495558,-0.476932325491546,-0.217328382495289,0.0350362608391152,0.0931364482280369,0.070415746926531,-0.181130821502398,-0.42291147707153,0.413466526965008,-0.310767637188451,-0.268496524611099,-0.785694220756894,-0.464188306235447,0.183904143735965,0.0972126898183177,0.676592865618004,0.915247985877044,0.356696184854486,0.546398390825416,-0.329715658577614,0.476030434986055,-0.044197862195839,0.388016515855375,0.0673831703680819,0.691358010442269,0.425570102726435,0.340409028982625,0.403444674183339,-0.0937394960329767,0.369102496062655,-0.095721186760571,-0.289270225761262,0.100865894719588,0.336639325389281,-0.373529326695324,0.0031945063380482,-0.189189039984997,0.0701249147067477,0.678254584764319,0.558178286287434,-0.333737337820147,-0.163638344383552,-0.748854884214115,0.418927369087252,0.585454114220812,0.579374227709373,-0.290050081433919,0.335431957007758,-0.0534856898216482,-0.123447093392537,-0.119101044543073,0.155092918900074,0.345266806839932,0.132285893372168,0.264266823675492,-0.0957686660529686,0.346477642579593,0.762696437300126,-0.321694186283758,0.59143956154901,-0.310315359649845,-0.622041066354854,0.591178351759619,0.120961640409876,0.318004754138862,0.482191402753955,0.158920038419587,-0.155374283892272,-0.218247500016652,0.316536064153723,0.101912730489299,0.730685098036032,0.26287967300877,1.34482339494298,0.247114496671476,0.64577240597621,0.0479506367983386,0.0981935881023962,-0.557815298670565,1.19969368206562,0.179893477211645,-0.610926474164927
"Campy_Mig_2 (GE) - TPM",-0.599782193596223,-0.246431998134389,-0.393273441449092,0.0775190062477241,0.514846945645499,-0.0366778511342369,0.965061169941731,0.574624961471974,0.266918304607411,-0.370939014172755,-0.23327039509383,-0.0910597693326422,0.104409105610144,1.17093326628042,-0.387207397374825,-0.699461777729972,0.660992773620489,0.0957793220399663,0.310743257132858,-1.17399264259763,-0.690298017632004,-0.354334755119395,0.198043372336619,0.815942329864295,-0.19176767224717,-0.00237011718548008,1.04423883546921,-0.233969259073935,-0.326799614639191,0.0927531315591389,0.930249408903804,-0.245261393624154,1.12135229885491,0.679011793661264,0.271965813616193,0.29019851633897,0.38356279799214,0.245651085573295,-0.468526140816113,-0.186102645297752,0.0876024492430246,-0.0472999830812131,-0.158004588451192,0.0854899826380954,-0.450250029852651,-0.460355676530573,0.69712814040476,-0.0609312339616292,-0.0882586067195064,0.234054863549885,-0.810836181821027,0.0264737105617562,-0.388048601557207,0.85326923974243,-0.206513141692905,0.030782532876475,-0.540353895786772,0.970780263837739,0.100856977545929,-0.579856764589649,0.0181952994760017,-0.22687667272662,0.697697238928856,0.52738509245383,0.0384567250831538,0.831646099218663,-0.416750099709929,0.398971966844126,0.914819881570722,-0.601037253611486,0.149075342505257,-0.488096165629385,-0.32077081960264,0.869081563670504,0.405960716657115,0.456171759426184,-0.939091539793301,0.215749731098678,0.729520343525264,0.680646233141695,0.242460260157075,1.38929401549799,0.64363274699675,0.0733790234561052,0.112058409980426,-0.512447312229047,-0.500724599829534,-0.798915762152499,0.437305077804871,-0.848991573418071
"Campy_Mig_3 (GE) - TPM",-0.401182392883504,-0.734609269386416,0.0492031786921961,0.373565298362784,-0.390715306770668,-0.659975199754505,-0.951719935809966,-0.641978770873094,-0.462733479464205,1.1494284522594,0.92320156754767,1.57143339176469,-0.465332891617606,-0.30183618292642,0.341676796101728,1.13924489442503,1.54221874736797,-0.663816322686779,-0.621117289492798,-0.00883427290528383,-1.3202735875198,-1.35841169757201,0.58488841347826,0.832489853200369,-0.218145667315683,-0.557983254176452,-0.972688530339985,-1.38913264858761,-0.55159755007476,0.934470485407216,0.414710961458401,0.775851516968575,-0.769321326225323,-1.10307444051359,-1.47579150336102,0.647542338206482,0.657550845908922,-1.32256349090027,-0.490654885043833,-0.0776837176687913,-1.10639264704775,-0.2402445794664,-0.570097390158353,-0.59509718097349,-0.497915665085063,0.807347608463796,0.887310092919349,1.02194275006755,0.632772900616843,-0.618466779367508,0.63181738057239,0.336295712240043,1.44735783995851,-1.37152107023059,-0.943792524462914,0.246031622701751,-0.182126752437059,0.754550164557352,0.906741515456118,1.23192181913256,-0.300633640230947,-0.856971484598693,-1.12308256778893,1.13389537744995,-0.1517497466022,-0.249568793389606,-1.78111504118635,-0.3691514364819,-1.28356174946051,-0.223348098750621,0.210776746898729,1.03940848531819,-0.691446212635831,1.89925958706641,1.63452413143844,1.22351247819028,-0.830265779661918,-0.588664547846198,-0.678437734053617,-0.551820050093513,-1.0482683425062,-0.903660261690614,-1.14861666366842,-1.27339744405411,-0.700613245973631,-0.961155125331226,0.789223894086508,1.3893032197147,-0.614349236984228,-0.648685838050496
"Campy_Nd_1 (GE) - TPM",-0.658263789842829,-0.3843458834058,-0.87137142673283,-0.0827263024632202,0.220446714053146,-0.435500804837105,0.629852964609183,0.192090547813205,1.45762051862931,-0.14827237133667,-1.21208369798233,-1.77996604568065,0.25370936045418,0.078682454442637,-0.387724195550803,-0.797087796141277,-0.7998726209945,1.42659467573599,-0.713119386300682,-0.447569599142693,1.71051061065791,0.698790498288818,-1.02791196628166,-0.877234497959417,0.625104966802331,0.194608898854934,-0.7136248098307,0.434230913363569,-0.269782974700374,1.65461527383074,-0.28062105120251,-1.5144647155278,-0.505229256936274,0.152775223110512,-0.121563277902443,-0.304276206730266,0.00424814384990654,1.15489911465371,0.09262807681874,1.55071122007612,0.532650711879349,1.50470874598988,-0.92619414534603,0.907668169587545,1.41258100178416,-0.362784626026624,-0.222451868805767,-0.522232803656494,-0.595059974843816,0.494163522179495,0.822496296519436,-0.832914426286844,-0.333220535990616,0.906729832116608,0.981681782872675,-0.0551992796439896,0.577806652168065,-0.643084057373111,0.432659457816396,-0.347615599870046,1.20790380512127,-0.00864938807203155,0.385946763652149,-0.828673098707782,-0.0562306946904862,0.228995141188757,1.06113953974785,-0.209148080446764,-0.789253330497776,-0.765994349152617,0.0483349151173972,-0.584067471232918,0.579166984603367,-0.258658378478479,-0.00931789205409268,0.0852864996483119,0.803053444382986,-0.519844980191519,-0.666661597719017,0.00951539664220957,0.321580064795602,-0.0814880848660707,1.47884568020427,0.636128730056268,-0.615873297548617,-0.271286945520958,0.374221875493932,-1.29057739788664,-0.403562760015266,-0.66361884024167
"Campy_Nd_2 (GE) - TPM",-0.411176151819108,-0.269099596583296,-0.603982778853645,-0.24687740571425,0.33142843999331,-0.395086068504548,0.805063873523667,-0.286978155160462,1.59421148086294,0.575957888178667,-0.831772515543506,-1.24337919411691,-0.241839440472308,0.934430796409037,-1.0688481843523,-0.564935157522765,-0.188622980775333,1.2802066433288,-0.816701567254769,-0.972299322119029,1.1986701817901,1.23332048446629,-1.13055529335785,-0.676072222239752,1.33481578439575,-0.155555526211316,-0.0179775767574833,0.655433930530187,-0.0984717674109902,1.35974651599945,0.757388974305353,-1.61275827473357,-0.193261018937967,0.147975435769434,-0.326558760145808,0.124656544734029,0.0721403691706229,0.949019054609992,0.00739904702880106,1.40656341453398,0.281471850679327,1.52118379325041,-0.845712789533892,0.299245440263848,1.55789775191315,0.12570521643909,-0.315318435442864,-0.466152324050962,-0.595856241565478,0.384424019812408,0.364839254821523,-0.606628773571087,-0.424954230163331,0.801857236285062,1.01640140527137,-0.0215469648979896,-0.105032690297813,-0.275261249076836,0.366395915415323,-0.149620414529944,0.00372993892643798,0.185305652853607,0.766640805631209,-0.355025569310176,-0.0451537011008186,0.188645263789962,-0.238330805210768,-0.170854997816055,-0.551463161236388,-0.701450151154376,0.230639996218208,-1.14046037641497,0.0917497865653175,0.0108125453035178,0.394077187789034,0.311205833818621,-0.452269939954605,-0.726481635949745,-0.35941080996923,-0.121946972967071,0.36580110384303,-0.244636285213643,1.26957064321061,0.920890300870539,-0.523075783141988,-0.253163969950981,0.443456121461113,-0.922492099494755,-0.841137814443512,-0.814550947791178
"Campy_Nd_3 (GE) - TPM",-0.394634758680011,-0.794273724697458,-0.963270235727268,-0.328707392193032,1.09342054796402,-0.241548300796507,1.77672240321279,1.41189632771659,1.13067963777963,0.508879943450927,-1.33086789969054,-1.50690229900498,0.620397378220539,-0.494083620623818,-1.33857155430515,-1.12151200732838,-1.22357807014964,1.37585170880355,-0.839143275422511,0.568104454889455,2.6005355221354,1.6917643319005,-1.72805931492433,-0.76636081743168,-0.0434912120836513,0.608420016018177,0.47341552329292,2.20696282433124,-0.528006012853605,1.36498048771971,0.307370149925408,-1.51459154094356,0.84601219522466,0.518156177110721,2.01399151983399,-0.748877641092418,-0.880703472962598,0.807766199517521,-0.0321257629394013,1.86904989507008,0.891328355640904,1.06182767052162,-0.637408278819022,2.78752038954338,1.61619088172061,0.0689088942709547,-1.22227926513697,-0.945763654590369,-1.01244215808884,0.250381777825013,0.0412417528833586,-1.32393319054396,-1.13437982404873,0.255992937968981,0.465591729920931,-1.12512979825067,1.23903510873211,-1.47818533160859,0.337910560841187,-1.03148526734232,0.559344971838411,1.16031095077325,0.884875727174617,-1.02492998718802,0.503019683177113,1.48763822127312,0.23593393559055,0.422125911340386,2.55246186678684,-1.15014543369011,0.106663088617273,-1.92218845977201,1.29978389314631,-1.48487240254792,-1.66985100842522,-0.574309646551064,0.306400227431325,-0.289269167854063,0.0142463954701629,1.32036166977961,3.07182499463857,0.747966215893603,3.16886376171461,1.64287351694369,-0.245602751763033,-0.119560239157361,-0.476566825054663,-0.789841057456409,3.12895696912257,-0.902838863293619
"Campy_Ns_1 (GE) - TPM",0.555076910051111,1.17310900839874,0.696969343735571,-0.552239101010966,0.932848375895752,1.04452952351024,1.25913707700993,0.616710609619815,0.112711871176389,-0.681743789376399,-0.731280103158352,-0.622499080584393,0.679444457177406,-0.514632656586597,-0.494250305570409,-0.216170716315796,-0.957232254298095,0.259253168022417,1.2381898532498,-0.900265011132821,0.936774550427752,1.10429763356118,-0.489566628988556,-0.428315655975013,-0.696089285710534,0.550925039242474,1.04067424409718,0.623811067880413,0.0140643783509568,0.420905819534785,-1.00197813753605,-0.788674369254526,1.27440105809228,1.24257614909753,1.16534883216189,-0.951783864617232,-0.602215009995526,1.09376672402705,0.890160756363473,-0.0895796378711543,0.413346146495004,0.334576884431369,0.577316739197255,0.764779634371166,0.0304372204217578,-1.02658918578623,-0.232195116252041,-0.760353023403597,-1.15507842379856,0.706039845494208,-0.990694239677487,-0.0729112355130346,-1.02441068088765,-0.335590460614976,0.696982816692365,-0.712703416492828,-0.12536631425537,-0.430208542277726,-0.345694020599788,-0.911487590141859,0.215389717576618,0.512293406418821,0.754351516654707,-0.69153052394681,-1.05229703768583,1.13698224534964,-0.14849033379877,0.545835373600403,0.92277225460992,-1.05386926552743,0.937889431655635,-0.789814276721707,0.72223073460666,-0.34100955930163,-0.705476496971996,-0.270298414475454,0.393686520618109,0.876846284098156,0.358830528851873,0.796969169798389,0.30174157813765,0.100486428860982,0.681869416562436,0.40358406230625,0.881385483950784,0.738942272103052,-1.02004620429507,-0.985753682106096,0.990988899745738,0.656732590153258
"Campy_Ns_2 (GE) - TPM",0.654964066192805,1.94281382431828,0.642403387309616,-1.15788364326522,0.712674304173313,1.14993401619108,0.388270762863198,1.07979031436483,0.366013902109182,-1.81741826617382,-1.13503330622409,-0.99462604461905,0.56393258697665,-0.273664539237592,0.111198061426446,-0.982206743406146,-0.888824875330978,0.992025744327726,1.01794576391135,-0.965970758301824,1.17074478733456,1.16316689288595,-1.09073205071684,-0.708863089202351,-1.14724057768315,0.658768822413701,0.700495568873087,0.382754144355855,0.0158871492361999,0.596607015833756,-0.12778262164626,-1.36394840122363,0.903328860120294,0.801323462921704,-0.276291382410667,-1.44129254192026,-1.51530404099533,0.79681845985517,1.24602775874606,0.768819789982737,0.163342726785429,-0.0681687685351921,0.68267588764889,0.483984300935765,1.05152689571752,-0.720182494430608,-0.943766324133374,-0.853876847611955,-0.743371220816266,0.897085798414787,-0.995452145841466,-1.19003697253772,-0.947134183668586,0.0108433981562328,0.96873273212118,-1.41894601919036,1.0013330258973,-0.391022754499279,-1.11845530956202,-0.866453381639028,1.68980443266101,1.52132636025327,0.731975285849141,-0.308962464201935,0.548808991884176,0.664559001404089,0.360025485616382,0.121461042391003,1.07293866670557,-0.876019589219956,0.672919019781589,-0.758550434208999,0.950596625099409,-0.84290195860738,-0.746951957743955,-0.356673843589244,0.330277384763404,0.85003770905853,1.6994192041977,0.958489189516415,0.147293665757168,0.248699444288889,0.628247523267952,-0.074935718569672,0.441041632774212,-0.0717322199673628,-0.72358270191146,-0.600085453033736,0.598037794430773,-0.0121682523374255
"Campy_Ns_3 (GE) - TPM",0.911307413765917,0.526478080044043,0.177690670057841,-0.655945301098201,-0.0818946957224668,0.359285125944319,0.766531079282951,0.334864039897788,0.434443077500808,-0.840874447447168,-0.766159375724724,-0.199353535469348,-0.189098599150049,-0.863849895653483,-0.88925553922477,0.0977019735636005,-0.185180018861865,-0.392560675793876,1.01395886751982,-1.02449189050173,0.570669784337428,0.398411709148497,-0.754666665714514,-0.229495477910572,0.0660101084268681,0.660075197267078,0.224537749913829,-0.171058630295673,0.255063845925715,-0.178478274137039,-0.813265254686959,-1.32454592464344,0.492809902806019,0.567762906516071,-0.16615119634499,-0.947176151757027,-0.969430522582614,0.118524185426981,0.296655912669885,0.689837037677503,0.387924486165007,-0.320783203877842,0.56103161960512,0.0942946445098842,0.320279784537891,-0.456918880084862,-0.422890079277474,-0.878688824098104,-0.511652251942498,0.661036045339792,-0.32933112578099,-0.921138648529921,-0.0187414798182362,-0.412693764103757,-0.235483387106161,-1.34731192040587,-0.00488755498260476,-0.850484548897936,-0.958140758154073,-0.193388588332283,1.21914139390918,0.433941257083692,-0.0454102622414116,0.0667942461552316,-0.116020163587688,0.476396506895826,-0.190882417820311,0.049893852066502,-0.7469631047968,0.09749291481228,0.407268989342579,-0.223675781917327,1.38536312936941,-0.0601500827633205,-0.0455638768112808,0.327907176663295,0.260279624403535,0.93483465857572,0.748282443957427,0.355150962043775,0.126727542395047,0.782233154864439,0.0972504276405703,-0.239678543642504,0.301224703030115,1.52583353960516,-0.317906673719027,-0.240051156119924,0.0152339141832343,0.110947314832001
"Campy_Oss_1 (GE) - TPM",0.632205465899715,0.281897022337907,0.593516934040298,-0.302980278117306,0.4743158519206,0.80745898483003,-0.457147020963974,-0.0875759163350449,-0.665980332240018,-0.718762605086136,-0.568459029104263,0.0218698799977281,-0.387127149846652,-0.393004334494594,0.258020650172955,0.254570171022288,-0.579313039929048,0.117283676574716,0.811330080574135,-0.592306810196168,-0.170444751663806,0.653247898580185,-0.15501743427618,0.409440109002164,-0.113111941177613,-0.0999948462325166,0.00771414917978622,-0.475941093647029,-0.273534269241721,-0.0199074365854083,-0.60971870704658,0.317562127282198,0.0513393719888432,0.205756453555216,0.344383735909748,-0.336789415518021,-0.311484936767938,-0.145567520306525,0.783513665544649,-0.331105867998812,-0.162385959568076,-0.300080764501486,-0.0831859665962088,-0.380144140957229,-0.0097173850187063,-0.938422968318617,-0.378205087962423,-0.217482004210593,0.346097421734566,-0.0418315005002532,0.572741325718246,-0.0245362217080775,0.947273271806035,-0.454375309613195,0.50633844712162,-0.781034892297127,0.293546874519485,-0.0632829613837813,0.0931991842318542,-0.86800348275027,0.506555691239212,0.976620762646459,-0.0349986129715126,0.179288579901788,-0.764275917969369,0.165314526717831,0.248083549326681,-0.389079812122648,0.397469044385565,-1.06060409978467,0.789863468065011,-1.076629441294,0.841164052200162,0.128729723194432,-0.719124510894502,-0.463192299758023,-0.433262060172097,0.210635333931035,0.301786963839474,0.0213269000795221,-0.0597103160147386,0.0638277419040695,-0.270770518356308,0.433406969900543,-0.0947525642511771,1.08350187997794,-0.298381073767577,0.174307138474931,-0.146642733483614,0.00266131894460912
"Campy_Oss_2 (GE) - TPM",1.17421895886671,0.342930556137046,0.733804977721073,-0.45434316118599,0.267558054006972,0.843881139343202,-0.401640261106929,-0.248977188700452,-0.523089192024318,0.0630338881944093,-0.450057772604259,0.188558768743954,0.338631056996069,-0.0551393484001412,0.534598559925536,-0.191038024276784,-0.214329667460652,0.667771247713266,0.856293009947918,0.36670878026803,0.131161297568986,0.740337991868746,-0.541506788933874,-0.0591662603640455,-0.848098508661799,-0.0200645091761472,-0.0529376275845553,-0.406037725613998,0.900149199721035,-0.501954395818991,-0.557105514917016,-0.556679703601199,0.283049043907549,0.0383799190172479,0.782352191645633,-0.663056789985892,-0.40594479011097,1.68593804808405,1.9595936330961,0.293598660105387,-0.171169767836322,0.973851382501779,-0.00832212143718115,-0.420257011225387,0.418101989797211,0.368516982147218,-0.256274524794732,-0.534695614644597,0.797125499691445,-0.131031318864264,0.381926539661395,-0.306418965277462,0.643521082895354,-0.404299670493595,0.509434667724154,-0.487261109737264,0.410197217404018,0.277863353157565,-0.12793489462722,-1.14908448989408,1.43957087866908,0.938401857843853,0.272342813384741,-0.47072429209629,-0.32311189411257,-0.307764507992312,0.0357352895810675,-0.775213278875995,0.0553848041693912,-0.16017399224684,0.788031963820968,-0.147298405066789,0.880635833279239,0.0407207354026355,-0.222252612740411,-0.346925620225118,0.787113002789179,0.648178518347201,0.130802011676062,0.0282429123942946,0.679823460664861,0.06744118728888,0.149442295324204,0.584158991431952,0.292707230244389,1.42730337011642,-0.206900836920978,-0.551846223671589,-0.428484191183977,0.198639518664972
"Campy_Oss_3 (GE) - TPM",-0.0705702236120382,-0.599574278826015,-0.315226951036165,-0.0678531444425755,-0.273555209910374,0.123650250252281,-0.796310629940169,-0.546995003407086,-1.18104126049276,1.65188255343819,0.291927826717926,1.52705631473279,-0.709341273827496,0.372903033542817,0.0714773763169864,-0.220891389950774,1.00208661082498,-1.052591949225,-0.413168215707077,0.612593541819365,-0.350883688297808,-0.469925499226128,0.440647359054537,-0.0620597505185728,2.18144375611673,-0.697124393741116,-0.325258649427406,-0.350100761823891,-0.22286753418997,-1.36629696341573,0.239192747624591,0.44981476676446,-0.147468458672892,-0.405650912652624,-0.30680668415524,0.313081721263846,-0.0314287392816162,-0.709816474344849,-0.544253043823194,-0.422408894713301,-0.522118528323295,0.870613391647339,-0.412154887086474,-0.517448986938306,-0.496729626595985,-0.168645601840671,-0.122645801682307,0.351574841649189,-0.436964251362022,0.0107557882337679,-0.57749926618266,-0.636678718712493,0.809865358804729,-0.93930526671368,-0.00204290990909169,0.266442994423765,-0.819065993559255,0.416003431817451,0.0946713153257484,0.971822922734716,1.07572749545895,0.2095607463187,-0.413165372368597,0.574534431440087,-0.195777379987183,-0.168837273730336,-1.03990632919098,-0.286640901970143,-0.0766773321067322,-0.656217780755112,-0.361962934520759,1.6579017166331,-1.30850731553076,0.117527495148353,0.284362355570462,-0.573237515837159,-0.316013119214759,-0.616509501003829,-0.335965453773871,-0.35888035064515,-1.39402224622836,0.0733153401609062,-0.805083143689827,-0.603879058074628,-0.43495249189421,-0.410888537289687,-0.307545961207801,-1.31944974177126,-0.499652013359939,-0.0151017367341008
"Campy_Oxs_1 (GE) - TPM",-0.879783446764378,-0.667332784115962,-0.863664816103834,-0.578120082670943,-0.810384033765138,-1.46663391481133,-0.717842958101567,-0.931949859315235,-1.31787822499022,-0.0615385573886541,0.150027916501216,-0.155661148258719,-0.922906629262887,0.569869650308154,0.210714573280948,-0.245549498187144,-0.897305714998981,-0.798849283006131,-0.785848039407576,0.374639859274178,0.122289945396472,0.057675008011655,0.922586049887593,-0.886881476564511,0.288274469618785,-0.569537170731797,-1.06842477174498,-0.202064338709279,-1.12620670101087,-1.16510460586059,-0.78592188182005,0.223820533236215,-0.920234354071749,-0.661415559894692,-0.993607797765544,-0.276031970458809,0.152920760571035,-0.894289021133813,-0.663870498059262,-1.42980281950692,-0.899495795595673,-2.28569386517872,-0.750640713376839,-0.410778305458181,-0.769269856357983,-0.43225750398256,-1.86158346060916,-1.32439949314746,0.782476815951497,1.05028610239501,1.46171753043521,-1.41981045021431,-1.01617634921372,-0.415915018517888,-1.17288078980025,1.50020450531791,-0.131674361274059,-0.296555384719388,0.447292686696831,-0.200507883257435,-0.564679206960081,-0.25094789653901,-0.313691960064862,0.174177875758042,1.00900129485679,-0.903993766505974,-0.0418801875116293,-0.672017505839246,-0.671085375058175,0.39935076394372,-0.595056067771647,0.376331404782029,-0.23607969376042,-0.796146802476769,0.358348329028576,-0.191458873387502,1.11799085018574,-0.993400098426504,-1.28745627605015,-0.968554013725949,-0.981462481544775,-1.03698368268442,-0.743604977642637,0.823370835508251,-0.975779364287922,-0.949786698450146,1.17348273099021,0.543984973488183,-1.21364436780883,0.744542740433027
"Campy_Oxs_2 (GE) - TPM",-0.76441660908954,-0.979454163202977,-0.62219447721932,-0.37365684719912,-0.804943845669255,-1.54725412177473,-0.511098361838699,-0.851665774605361,-1.51273753249154,0.803194630934934,1.20348725926955,0.589669331367362,-1.08054067271129,0.348696652879205,0.0973442249096704,-1.1092294765687,-0.720496164555621,-1.44825525568668,-1.04960337806539,1.6776829473342,-0.722829040280748,-0.601778711383591,0.385283988725913,-1.12551411622008,1.46795235406078,-0.728282842490841,-0.759274739473279,0.512573271500811,-0.424616027458308,-0.924130957188746,-1.12693492504059,0.372046472826049,-1.05192877731585,-0.678426356509097,-0.298125227314709,-0.285267618875987,0.851628272655006,-0.886160666638958,-0.935818386338337,-1.7575164000533,-1.13500738366536,-1.11827167347285,-0.894178191421672,-0.643965008867404,-1.12055910225414,-0.735346749369534,-1.73625093834069,-1.08376702743162,1.13560866637781,0.0619841410381322,1.02494380020375,-0.560597816361973,-1.36267870689702,-0.971308756138796,-1.34660137719764,1.50407492177706,-0.772888027744803,-0.457071852593038,0.445746271141786,-0.616977766877086,-1.36540553717834,-0.318289996920955,-0.239262147845099,-0.317831612042776,0.768869846907839,-0.922452180503701,0.794892540509138,-0.342612585567649,-0.468545749300958,-0.00650744733432444,-0.512318233209537,0.668265917160377,0.411552119492352,-1.51326008154451,-0.506906355701731,0.718000939139136,0.980028790839818,-1.0586004613704,-1.17450567909451,-1.16237417140115,0.308102241005752,-0.93168501518516,-1.06205909261868,0.368749060350394,-0.785614061197341,-0.634061059983216,0.68265342395793,0.79020277508163,-1.30115126530136,1.00977743845905
