"","CJJ81176_RS08730","CJJ81176_RS08735","CJJ81176_RS08835","CJJ81176_RS00015","CJJ81176_RS00145","CJJ81176_RS00175","CJJ81176_RS00250","CJJ81176_RS00260","CJJ81176_RS00275","CJJ81176_RS00380","CJJ81176_RS00560","CJJ81176_RS00570","CJJ81176_RS00645","CJJ81176_RS00715","CJJ81176_RS00810","CJJ81176_RS01120","CJJ81176_RS01340","CJJ81176_RS01775","CJJ81176_RS02020","CJJ81176_RS02155","CJJ81176_RS02175","CJJ81176_RS02180","CJJ81176_RS02325","CJJ81176_RS02360","CJJ81176_RS02525","CJJ81176_RS02555","CJJ81176_RS02650","CJJ81176_RS02655","CJJ81176_RS02705","CJJ81176_RS02945","CJJ81176_RS03110","CJJ81176_RS03145","CJJ81176_RS03320","CJJ81176_RS03370","CJJ81176_RS03375","CJJ81176_RS03435","CJJ81176_RS03455","CJJ81176_RS03515","CJJ81176_RS03560","CJJ81176_RS03720","CJJ81176_RS03930","CJJ81176_RS03945","CJJ81176_RS04135","CJJ81176_RS04235","CJJ81176_RS04350","CJJ81176_RS04455","CJJ81176_RS04640","CJJ81176_RS04650","CJJ81176_RS04665","CJJ81176_RS04750","CJJ81176_RS04765","CJJ81176_RS04925","CJJ81176_RS04940","CJJ81176_RS05025","CJJ81176_RS05040","CJJ81176_RS05210","CJJ81176_RS05220","CJJ81176_RS05255","CJJ81176_RS05325","CJJ81176_RS05375","CJJ81176_RS05665","CJJ81176_RS05950","CJJ81176_RS06045","CJJ81176_RS06100","CJJ81176_RS06295","CJJ81176_RS06305","CJJ81176_RS06385","CJJ81176_RS06410","CJJ81176_RS06435","CJJ81176_RS06515","CJJ81176_RS06535","CJJ81176_RS06580","CJJ81176_RS06685","CJJ81176_RS06865","CJJ81176_RS06870","CJJ81176_RS06875","CJJ81176_RS06905","CJJ81176_RS06950","CJJ81176_RS06955","CJJ81176_RS07010","CJJ81176_RS07015","CJJ81176_RS07025","CJJ81176_RS07030","CJJ81176_RS07225","CJJ81176_RS07830","CJJ81176_RS07835","CJJ81176_RS07900","CJJ81176_RS08255","CJJ81176_RS08350","CJJ81176_RS08405"
"Campy_Oxs_3 (GE) - TPM",-0.0917405676378524,-0.324729034403535,-0.258657160587361,-0.403696198615729,-0.275842371641228,-0.99880049192798,0.373649569033273,-0.179630361386937,-0.452608797754105,-0.579436885347781,0.0876078743908861,-0.173382387667222,-0.807371138419523,0.452128289164124,1.19057628849428,-0.392966990546221,-1.17830967670667,-1.15837839451441,0.558070788227649,0.364817704478056,0.15232928038474,0.677759922410625,-0.549119251889502,-1.27540933591792,0.320861842162036,-0.482966490711705,-0.114117539678059,2.62987481223087,-0.0837225401989254,-0.712575786820716,-0.730930870422085,-0.411711645447816,0.282331246870585,0.183941512975721,1.08955889209634,-1.01411773108341,0.106594312381306,0.105541763094508,0.799029696219073,-0.633021196890001,-0.51353837658941,-0.870891937949252,0.0463633328653546,1.38521875977361,0.280129485156243,-1.36901861866625,-1.60901573529343,-1.8593001951078,0.348864281997159,0.580578560200897,0.271678402537535,-1.33537690076167,-1.6674045604518,0.683146306053121,-0.815694404703516,0.804418163056741,-0.194978774940894,-1.36548067842215,-1.05441678644666,-0.116615869185436,-0.447796985240643,0.301688989660316,0.714066516925611,-0.71234025955108,0.553369344263869,0.0599866056403877,1.67675614414215,0.401859696505438,0.245861943995106,-0.0740166722341625,-0.474933747396669,-1.1188024507409,0.724517393905536,-1.72303066458604,-0.909532344379251,-0.504806676251562,1.75241813314085,-0.393954195268483,-0.68550693860173,-0.194139523540125,1.44469969184093,-0.707235758325281,0.887954441122107,1.23971736845847,0.218149820468998,-0.17451919932536,0.0535846204788913,0.565108944023617,0.306341777881171,0.775555184145006
"Campy_Sp_1 (GE) - TPM",-0.88366942587895,-0.920415833483053,-0.742865707684075,0.736353902657183,-2.13131925240045,-1.35766317265835,-1.84947430737095,-0.835968473408895,-1.01755205945431,-0.912873304580716,0.892285821995977,1.35962913364317,-1.18701514308617,0.854445024532311,1.39307409048521,1.07987625146525,0.696159210666367,-1.10416834717655,-1.07013763387484,1.11805004759521,0.408517994992052,-0.144150718803723,0.409925439177947,1.262713314486,0.120289442354991,-1.0889851328977,-1.41357818732439,-0.793263463465323,-1.7362443572452,-2.12499547849464,2.16085987392615,0.138782436972313,-1.11453092124765,-0.958156134451198,-0.517164068750165,0.687690220035154,0.866372369045068,-1.38939245672741,-0.839231980545636,-0.448144985177349,-1.05065609973811,-1.32458362934722,-0.816900377818367,-0.509536193820217,-0.748248570208146,0.804666896054755,0.123435349293685,1.37076363954489,0.215045671064265,-0.86048130362338,1.13489442177438,0.347360858672224,0.517707837580836,-1.59962861482972,-0.834926137717275,0.0803490790893244,-1.20854702982045,0.105776496056463,1.1982398051909,0.945040815899123,-1.99831068100292,-0.688241780486365,-1.26165061224108,1.53282020198734,0.679941965865602,-1.00032888245395,-1.86665628185973,-1.23565668260979,0.171064829767037,1.13730357414091,-1.59391067382012,0.00908777475705119,-1.97578617260622,1.144481505046,1.14932693943503,-0.106682915829862,-1.73341237106363,-0.78498984817691,-1.50698046990195,-0.98851006912496,-1.08336435340747,-1.6348091242535,-0.778476428637155,-1.45490977057763,-0.811755650880386,-0.988611952013156,0.22934239679556,0.086039648477275,0.469777208511344,-1.87306378465219
"Campy_Sp_2 (GE) - TPM",-0.88492824198619,-0.994795416741617,-0.835971995811099,0.841863020912691,-2.39247939297569,-1.40363226152493,-1.4168424603285,-1.06440595211139,-1.18028279197757,1.68183073478252,0.472905754740745,1.43481930689384,-1.48981946560572,0.318570767180001,1.75388394333011,1.18545551797284,1.21798981018533,-1.73398987685372,-1.06893121479469,0.39262126399384,-0.529432016863695,-0.633463981369083,0.128858104113442,1.59966167170988,0.151918404227975,-1.18817087283443,-1.26666286085964,-1.00106188697356,-1.07594052407058,-1.43481274552878,1.77418793829234,0.144734098429228,-0.93067106675963,-0.754810435990902,-0.106078044029124,0.63358031113019,0.951753710861534,-1.84401507783236,-1.28942458807453,-0.569523068105112,-0.933676120735573,-1.14726710283152,-0.668674720353568,-0.693573416308666,-1.12852131961769,0.666535203677612,1.25379567237822,0.828950579705984,0.488903287901455,-1.47732992922103,-0.0824943272330808,0.502814397763163,0.168274089454516,-1.52348492331739,-0.355017934468383,0.365702277710187,-0.928610846718876,1.16035598260295,0.065462830011994,1.77003621248963,-0.895016598019111,-1.14943805931281,-1.36408215890455,1.64440149740915,1.06367105457712,-1.01807797833959,-1.52623184397963,-0.96510447617286,0.693641542230843,1.58990958663876,-1.57372785140147,0.76765564117421,-1.28282949570482,0.738293806025478,0.836620815758754,1.28958794912549,-1.37846198027109,-0.815031200549647,-1.61725739233106,-1.00100564123111,-1.0624718994214,-1.65752298217406,-0.649263416274622,-1.53063819965685,-0.947355309532229,-1.53262808789675,0.289432694213472,0.976512089323409,1.16031184171296,-1.16856838042529
"Campy_Sp_3 (GE) - TPM",-0.0482577439938505,-0.466871665504883,-0.217716253508044,-0.515571994050833,-1.7809680769967,-0.852464795444499,-1.68638896331474,-0.551206564275762,0.332863436283403,0.0695740154283943,0.736561629148766,1.49111860375697,-0.446287033479438,0.177231945292659,-0.488893764166904,1.22127309688507,1.27596376215157,-0.621942084402376,0.188757735987002,1.07503828671153,-0.437752626517061,-1.08429376248908,-0.133418679663079,0.389677993428284,-0.160468733593201,-0.756995028426896,-0.854792242993171,-0.917392313918693,-2.26813334367669,-0.579645151952368,1.07718894325678,0.722416546709693,-0.798061375946285,-0.793386098656711,-0.768959861896258,-0.307670074687161,-0.17833637923079,-0.65809143971233,-0.497120654576199,1.40723207876618,-0.95024758692932,-0.41724236123414,-0.402477114073424,-0.819185975012235,0.237543462281092,1.0876491118998,0.473984063921675,0.788072927568657,-0.0318286815875947,-0.590301721202972,-0.468416151634307,0.369298096641285,-0.0263991015127249,-0.82536305137737,0.0888769024730191,-0.469533929698592,-0.632107542671691,-0.212820704107703,-0.607411326856392,1.41605810671638,-0.544597342795561,-0.842821190208098,-0.771907044415544,0.886460580887629,1.11944697625272,-0.853864234420079,-0.5040333101376,-0.590952835748725,-1.37066205901347,2.56754977767627,-0.81475095973257,0.289055203857661,-1.43894212566813,1.10599167264657,0.58134014261667,0.24762859629654,-1.1418749130709,-0.137769262909362,-0.811772458852546,-0.630884950150814,-1.24830234886187,-0.537430614033151,-1.01523110596415,-1.74200443311761,-0.808934654368881,-1.70011525676322,0.737202034139281,-0.438325623661884,-0.938475561886725,-0.27048954038734
"Campy_Tm_1 (GE) - TPM",-1.41098623868318,-1.20349723410064,-0.89875796071675,2.17708723995267,-0.0324551864347956,-1.1792359825863,-1.27923343862228,-0.894844923710796,-0.867712372794716,0.642862242660419,1.3413693616418,0.202427875819911,-0.920335696494052,1.2564645344114,1.78527113285156,1.03089728858516,0.678484700534748,0.235522170910046,-1.36914780050375,1.56932365662069,-0.287501611443001,-1.28896061354843,1.70364972750582,0.740412084410109,-0.0301049963263164,-0.913652024326786,-1.54702804767256,-0.591090267105284,0.49644660164878,-0.735700311160797,1.08538889135376,1.70818104226269,-1.12322875407251,-1.25150094425477,-1.68559419438136,1.41658247791694,1.54725358762109,-0.968376498031892,-1.53809277776742,-0.706619842552153,-0.85199858699424,-1.41152926019037,-0.947329939524861,-1.16333812213086,-0.737470835493158,1.4076998438479,1.10945557536873,1.8188432889137,2.42620118731103,-1.35519681505387,1.89758171942421,2.00565402082614,1.27864334335077,0.354103670487379,-1.27270688453593,2.02540068877586,-0.576773270744132,-0.577288239362672,1.22913683751186,0.809554361439808,-0.312398086804387,-1.27778990867512,-1.76485460716912,0.583274994669387,1.98077840920026,-1.5514594069455,0.721494651510943,-1.36842520461608,-1.67852088034961,2.26112847610102,-1.63741821447551,0.231256361087158,-1.61787455085595,1.83183101790128,0.760211896287529,-0.107822905178346,-0.658607184115558,-1.02792274594598,-1.11631748906484,-1.28484224714515,-0.511748743563543,-1.21781191424843,-0.562052894085748,-0.676082295562664,-1.12835138541702,-1.03096022404297,0.814856044333321,1.33736980836789,-0.927093403911383,-1.44585566498487
"Campy_Tm_2 (GE) - TPM",-1.31891160750263,-1.0705776901751,-0.804625585629902,1.96199960183191,-0.683568320322927,-1.15062323252692,-0.970394861967522,-1.25131254247645,-0.476171875910451,0.876208570242919,1.25300278740607,0.798859784064715,-1.45630590271646,1.3897008125116,0.648575343846317,0.923363396527526,1.6536890574377,-0.472921006992619,-1.17736111553924,1.15379960756657,-0.816674261014386,-1.28628112043298,1.39168736781745,1.02269611834801,2.12272017783093,-0.872219108598066,-1.19522008500248,-1.06364080960313,-0.789064698161439,-1.15370370005709,1.41845046298924,1.71144024448359,-1.20504611389869,-1.26190446988277,-1.51602693084485,1.47275704469831,1.25224885636134,-1.06343261098433,-1.65598689735016,-0.813918689659698,-0.913550695372511,-0.860311209889922,-1.06547570040457,-1.41804342538202,-1.19192143147359,1.86532805910554,1.47387955442755,1.55673246027283,1.78125512178731,-0.976087188220676,0.889102571522877,2.16826920494888,1.26943799772806,-0.603779181226859,-1.62731433205433,1.65118950843351,-0.784148169500819,1.10530389768278,1.39075885037289,1.67949524795333,-0.759127114692323,-1.49610856089544,-1.57113792237305,0.976437178181502,1.18811455563817,-1.23508277120594,-0.21103796301041,-1.36855408594948,-2.07133839663516,1.94707588063385,-1.74174007407398,1.31509744852166,-1.3654757439235,1.54248666355039,1.0173959458653,0.889203089202477,-1.00284851674059,-1.15439553712783,-0.706314039378318,-1.39922244823513,-0.990387858818495,-1.04109545594326,-0.768456044866278,-1.29625079650186,-1.17714808639816,-1.00431998653098,1.95732962492416,1.84113608108971,-1.70032724128702,-0.604684103420677
"Campy_Tm_3 (GE) - TPM",-0.983915314464442,-0.0117104883580457,-0.127290557959072,2.24204507932936,-0.633384771980724,-0.51823591333556,-0.806944954711531,-1.00284373818328,-0.517245841717908,-0.123502191225583,0.906233802398805,0.200841922267113,-0.486618733624588,0.719204036103908,0.605851100456955,1.00089045881836,0.154843001933535,1.42341678980472,-0.915293567232664,2.30571480631867,-0.138154275429805,-0.107051498711837,0.545922784694278,0.392061331113938,1.26586685482251,-0.776010640141783,-1.01407184553802,-0.384357758496113,-0.0566635539150264,-0.668008270403297,1.22951745831703,0.662666916056884,-0.947555008076027,-1.1601490569431,-0.600169531237252,1.23405429718951,1.52638400778941,-0.166700379386248,-1.14203601031983,-1.11124101040863,-0.121938360032885,-0.0798378571144028,-0.912470825431777,-0.436419062960945,-0.682364686021878,1.32687169154494,0.73106649308501,0.583591564222063,0.78923524515904,-1.17248448219498,1.22123489834534,0.808474481754669,1.03093205300142,0.00496306827069876,-0.625012033659819,1.01563642925684,-0.341321227143364,-0.105874394424097,0.713753704122959,0.115987603741348,-0.138437890688415,-0.741053967106193,-1.31069556870897,-0.487984557919257,2.55332641687386,-1.22952137180907,0.478139173350468,-0.885941986622458,-1.28174082547475,1.20900331392785,-1.29817423268482,0.127511992881003,-0.711678903822058,0.769138229491896,0.870657698519974,1.13643445028959,-0.28891370081384,-0.822115846506574,-0.351558143585612,-1.0694429219243,-0.485363563289455,-0.508943211603226,-0.693756742294004,0.439226798071009,-0.810941848499153,-1.06413205526706,1.03107131146988,1.99363523640368,-0.656297330222193,-0.728252370485611
"Campy_Vic_1 (GE) - TPM",-0.35713879731104,0.384266734766514,0.0562083635144306,1.09257367521165,-0.976045144032395,-0.375645169766517,0.811077044018502,-0.376589766551595,0.841104534252549,0.624836132231637,1.00220185455014,0.333600072139697,-0.270815349056874,-0.0481677694606758,0.372144506620553,0.818401976409385,0.483958074118346,-0.441021113539273,-0.655611950680275,0.583046456853727,-0.863487366502815,-0.843812605863074,1.19399886203084,0.62491685529644,0.81285118612198,-0.455151552119545,-0.363805660003802,0.614086424163415,-0.850708367224616,0.313123456604413,-0.0998470739674364,1.13959164489193,-0.737394582917335,-0.498368187330046,-0.0623748379404491,1.24012607066238,1.37763920747018,-0.719314922007999,-0.538485669184475,-0.728715203584351,-0.165555116863586,-0.348353690424062,-0.831821488040014,-0.507876024064951,-0.57965977870177,1.36944108627078,1.70061141222076,1.63986492971545,1.32656007263906,-0.929705942756894,0.675527259972584,1.77565865413399,0.29987812367107,0.194493910544456,-1.00224953157521,0.969995130101167,-1.00869802645958,0.774802958979251,0.63690838354662,0.206703935325874,-1.10157480382015,-1.30733097046153,-1.48369465956136,-0.268281726401039,-0.43924456370083,-0.729852617984126,0.0480597096601293,0.170423999712994,-0.0288393808085683,-0.0398443218653705,-0.815659377994756,0.626227696164177,-0.260985764001406,0.569622347012458,0.928229096436301,1.81293230445575,-0.209636297405557,-0.449206656337734,-0.40691288301247,-0.737416503763504,0.362364764448476,0.303013840717517,-0.460192763257367,-0.843748682331596,0.00479372502451734,1.2383956019049,0.613037693055052,1.24881400914585,-0.2645301275012,0.13916624123936
"Campy_Vic_2 (GE) - TPM",-0.470026113537029,0.300303233395843,0.0977583181100774,1.39049526112153,-0.923567168636099,-0.240830205728022,-0.756703663721319,-0.68074973225958,1.09839607869568,0.282332061920849,1.17864517737198,0.13363014799045,-0.204446644049906,-0.050450819836664,0.890757937226496,0.944336601793845,0.976201999346578,-0.162733653791055,-0.615591668078215,0.728909526460796,-1.00143062299901,-1.50255964476646,1.59817006345367,0.809208994103239,0.544543844177181,-0.526366900320093,-0.699086148265739,0.177398345949309,-0.772514252170193,0.100372865581563,-0.226829559441409,0.93928016926968,-0.735365121511153,-0.493140746404701,-0.297936294970681,1.64031290339703,1.33445495453576,-0.610797754896799,-0.781747134651742,-0.0447519639620133,-0.381041985749001,-0.444347482264752,-0.633500955967218,-0.294193340940468,-0.680317544877572,1.65403259071324,1.76964380302717,1.47937389601428,0.95834352728822,-0.673712340371021,0.891417027126635,0.980591605698374,0.907579051261885,0.272577057938434,-0.552253344164812,0.968105368388818,-0.531113507102813,0.82417868382035,0.785393013021478,0.351049689091186,-1.19133340028884,-0.931156772461969,-1.43827849636573,0.267441660485641,0.835174115572537,-0.441590626806505,-0.794921343564062,0.0287670623065661,-0.568586053802147,-0.0877292893963652,-0.81259730184101,0.292315687526373,-0.821247915266005,0.55581851797779,1.51286902821013,1.16798270266272,0.30672309902858,-0.495613400824053,-0.450266463616644,-0.768875873756053,0.415183876765584,0.167523833696528,0.110708980015665,-0.838575893599494,-0.197222869949998,-0.743574987604657,0.927741877585008,0.857873482928209,-0.0977851498420705,0.662423673602158
"Campy_Vic_3 (GE) - TPM",-0.330926945078417,0.926930631332001,-0.0607389137394787,0.932665414844864,-0.938314927354603,-0.408091097201248,0.626716810091698,-0.151219741593441,1.59415607448,0.703245499567033,0.862821389766956,0.58086525177873,-0.38531120183196,1.0459580523918,0.0674250053293269,0.999074174621233,1.38360171645444,-0.544661651846334,-0.156734504139915,0.543212489225468,-1.27071451846071,-0.816956633499264,0.869516726271758,0.523406131369775,0.615587558404054,-0.637316758893442,0.397570235967982,0.350675749420078,-0.419460141565229,-0.117177115758191,1.28039097809982,1.19058833465864,-0.181407304726873,-0.269501232335723,0.409412889039701,1.76579769109424,0.384204808378571,-0.810181856669349,-0.864894655255616,0.46773213750351,-0.0865748880791877,-1.19785092601439,-0.310555934578321,-0.0106940593729839,-0.307699676225564,0.815835435090156,1.78447806698787,0.959684992626018,0.875503022825243,-1.2831631787063,0.886080722361053,1.24960967415459,1.84552744773533,0.578572146128678,-1.54005322768958,0.336776000844759,-0.549513855536149,0.252493476964585,0.627368581048517,0.777259526024454,-1.05767596434329,-1.08286134426536,-0.73545665670201,0.453404236439032,0.00838340513348036,-0.0058028134446742,-0.551708893083566,0.475082136643276,0.0146758097847109,0.0128791774384553,-0.735043878402574,-0.227414830839227,-0.447838466554026,0.63038139228589,1.52019905758269,1.67907157631604,-0.377852874409791,-0.24826739561148,-0.0578832745675671,-0.41791149009299,-0.0325972309521321,0.180236972445231,0.310437759236722,-0.783983828215116,0.206047146208706,0.836901082959583,0.589926304563102,-0.117416908752488,0.367327478204615,-0.42856458162514
