"","YPK_0191","YPK_0208","YPK_0250","YPK_0439","YPK_0701","YPK_0720","YPK_0893","YPK_1051","YPK_1738","YPK_1911","YPK_1932","YPK_2191","YPK_2250","YPK_RS13450","YPK_2962","YPK_3074","YPK_3789"
"YPSTB_Li_2..GE....TPM",-0.272800932488925,-0.361962830091559,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.791252875837146,-0.336032106766582,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,-0.0371716751635481,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,0.176406042383569
"YPSTB_Li_3..GE....TPM",-0.272800932488925,-0.357090624374112,-0.166666666666667,0.928387725865033,-0.22479991330875,0.465483556822906,-0.0633214806634137,-0.225045738927331,0.559928899758015,-0.335966610778401,-0.21736767370098,-0.373393285634801,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,0.859985617193989
"YPSTB_Mig_1..GE....TPM",-0.272800932488925,-0.662147708410208,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.791252875837146,-0.416892522203418,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,1.0791587729101,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,-0.854908298731336
"YPSTB_Mig_2..GE....TPM",-0.272800932488925,-0.515481852476957,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.310673102020787,1.1537698041894,-0.225045738927331,-0.302626282243173,2.42866144384863,1.01341029491068,0.388776571719551,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,0.254874198205822
"YPSTB_Mig_3..GE....TPM",-0.272800932488925,0.542220426869081,-0.166666666666667,-0.240455407118618,2.39461230109738,-0.791252875837146,2.24874528515854,-0.225045738927331,-0.302626282243173,-0.335966610778401,0.487304915834583,0.258968071211674,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,-0.854908298731336
"YPSTB_Nd_1..GE....TPM",-0.272800932488925,0.941064607443814,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.466613290499616,0.943864741622947,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,0.968000550881892,-0.201539875436785,4.09851164898532,-0.246729710418413,-0.166666666666667,0.235530144699129
"YPSTB_Nd_2..GE....TPM",-0.272800932488925,0.48065477015143,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.438744242627306,0.464079400750773,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,0.378502375479644,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,0.0331279648664049
"YPSTB_Nd_3..GE....TPM",-0.272800932488925,0.737831095439829,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.791252875837146,-0.33302946292247,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,0.147557135145515,0.60088152779222,-0.302537779414907,-0.246729710418413,-0.166666666666667,1.48320843806256
"YPSTB_Ns_1..GE....TPM",-0.272800932488925,-0.857326710227649,-0.166666666666667,-0.240455407118618,-0.22479991330875,0.905737956783481,-0.992330421304981,-0.225045738927331,0.141077235024379,-0.335966610778401,-0.21736767370098,-0.567823774058983,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,-0.498654754478582
"YPSTB_Ns_2..GE....TPM",-0.272800932488925,-1.03053985598518,-0.166666666666667,-0.240455407118618,-0.22479991330875,0.243675005852958,-0.845244469361106,0.0847029932908405,-0.302626282243173,-0.335966610778401,-0.21736767370098,-0.624412848794099,-0.201539875436785,-0.302537779414907,-0.215567035574747,-0.166666666666667,-0.58750521254087
"YPSTB_Ns_3..GE....TPM",-0.272800932488925,-0.405885272325486,-0.166666666666667,-0.240455407118618,-0.22479991330875,0.374426935423898,-0.70236484632758,-0.225045738927331,0.230746314224858,-0.335966610778401,-0.21736767370098,-1.11878334728347,-0.201539875436785,-0.302537779414907,-0.161174090979338,-0.166666666666667,-0.854908298731336
"YPSTB_Oss_1..GE....TPM",-0.272800932488925,-0.685972731828583,-0.166666666666667,-0.240455407118618,-0.22479991330875,0.414378256631515,-0.569094577892568,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,-0.734249899748262,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,-0.854908298731336
"YPSTB_Oss_2..GE....TPM",-0.272800932488925,-0.504892020333073,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.0555618010696817,0.299684026289973,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,-0.0514453134963051,-0.201539875436785,0.0964046707492864,-0.246729710418413,-0.166666666666667,-0.669573730217298
"YPSTB_Oss_3..GE....TPM",-0.272800932488925,-0.360470339386046,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.791252875837146,0.904713825381157,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,-0.316327025664669,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,-0.264270250555961
"YPSTB_Oxs_1..GE....TPM",-0.272800932488925,-0.316403663933189,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.458087089325441,0.121512256334388,-0.225045738927331,-0.150181761057541,-0.335966610778401,-0.21736767370098,-0.204455140637954,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,-0.330340826604371
"YPSTB_Oxs_2..GE....TPM",-0.272800932488925,-0.0634005101639057,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.340053588877075,-1.13281414284863,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,-0.844522000628558,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,-0.665465501581709
"YPSTB_Oxs_3..GE....TPM",-0.272800932488925,-1.03053985598518,-0.166666666666667,-0.240455407118618,-0.22479991330875,2.82795505691413,-0.274481901765635,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,-1.02441670448684,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,-0.854908298731336
"YPSTB_Sp_1..GE....TPM",-0.272800932488925,0.153519150258965,-0.166666666666667,-0.240455407118618,-0.22479991330875,0.0373452688046657,-0.357067801410451,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,-0.621579382424151,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,-0.854908298731336
"YPSTB_Sp_2..GE....TPM",-0.272800932488925,0.605079095026288,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.791252875837146,0.16260450221265,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,0.37339606232497,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,-0.305678129051273
"YPSTB_Sp_3..GE....TPM",-0.272800932488925,-0.314834605393274,-0.166666666666667,-0.240455407118618,-0.22479991330875,0.210440518913706,0.10192042627993,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,-0.704383422289472,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,0.82739576834815
"YPSTB_Tm_1..GE....TPM",-0.272800932488925,1.63704673346338,-0.166666666666667,-0.240455407118618,-0.22479991330875,0.608819220536235,1.08415299619783,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,1.33341200645052,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,0.565708170929986
"YPSTB_Tm_2..GE....TPM",-0.272800932488925,0.607299952989223,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.332792268348781,0.608151407146532,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,1.6514832947699,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,1.8399737058873
"YPSTB_Tm_3..GE....TPM",1.82957862793409,2.86218109343668,-0.166666666666667,-0.240455407118618,-0.22479991330875,0.92104185410058,1.82371272989228,0.380613905828417,-0.302626282243173,-0.335966610778401,-0.21736767370098,0.741411498685788,-0.201539875436785,-0.302537779414907,-0.246729710418413,-0.166666666666667,-0.72419326950022
"wt37.Ca_30_1..GE....TPM",-0.272800932488925,-1.03053985598518,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.791252875837146,-0.7750326856799,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,0.388340598996886,-0.201539875436785,-0.302537779414907,1.14033179010405,-0.166666666666667,1.3767550270088
"wt37.Ca_30_2..GE....TPM",-0.272800932488925,0.752956958503785,-0.166666666666667,-0.240455407118618,-0.22479991330875,-0.791252875837146,-0.916908890967886,-0.225045738927331,-0.302626282243173,-0.335966610778401,-0.21736767370098,0.161725344646239,-0.201539875436785,-0.302537779414907,0.730374620480193,-0.166666666666667,0.193143235760191
"wt37.Ca_30_3..GE....TPM",4.9039742863264,3.35126863618109,5.83333333333333,5.46336738518417,5.24858475140013,3.80829626400166,3.31430312380954,5.74031636508708,5.3096031846968,4.07399933024171,5.67241802138706,4.13467674968444,5.76336852956226,3.85445027182594,5.6047623137195,5.83333333333333,3.97306617309334
