"","NGO0025","NGO0056","NGO0116","NGO0275","NGO0322","NGO0383","NGO0388","NGO0554","NGO0555","NGO0562","NGO0618","NGO0639","NGO0680","NGO0715","NGO1063","NGO1133","NGO1215","NGO1310","NGO1318","NGO1340","NGO1357","NGO1377","NGO1378","NGO1496","NGO1654","NGO1655","NGO1656","NGO1657","NGO1658","NGO1659","NGO1746","NGO1749","NGO1751","NGO1760","NGO1947","NGO1949","NGO1998","NGO1999","NGO2092","NGO2093"
"NGON_Li_2 (GE) - TPM",4.24844886702331,3.83616407375641,3.57655180432768,2.05664784124668,2.50686509875919,2.64506368052447,2.10581238361472,3.36738463066871,3.2253328782288,1.6271966138916,2.72258806407639,2.60226085841233,4.14526462051955,1.89758024144266,3.66697762319887,1.32135819918307,2.51484879160326,2.14183939209097,3.50672445817135,3.48775363574798,3.6845323475154,3.24021279576481,3.19504218693731,3.16295613004116,2.55076265768465,2.02977558033845,2.41998053829373,3.68429093386592,2.51340518428689,2.86865173940082,3.00986330965624,-1.41763752651859,-1.76847936323612,3.92504975893279,3.3576609613561,3.13535998447061,2.56063654921242,3.2774196336934,4.08308786498558,3.55028569933181
"NGON_Li_3 (GE) - TPM",1.65563811337963,1.36716375548239,0.427964064094354,1.53364531666281,2.93219536569819,2.16162645144422,1.88676153638572,2.10278263686696,2.18111898083261,0.301071293920234,1.3395109267652,1.95535860133162,2.08379211322585,1.89716419016094,0.431049174906445,1.43488468300216,1.09463400402983,0.96470661341005,1.79768945976644,0.485583950425443,0.563917630406393,2.84138913511762,2.40813393168754,2.65340056147183,1.29548830458045,1.68483556962742,0.934239832944845,1.0954175397035,1.62415783053539,2.12340749549205,0.60735109699351,-1.92314653952479,-1.52183165497091,1.41965902960192,0.285700638708287,1.00711106001011,1.33960089600327,1.57356559470058,2.39009701088576,1.93114151093859
"NGON_Mig_1 (GE) - TPM",-0.481470475485585,0.340780681414061,-0.305142536777298,0.234278886710269,-0.578565699748151,-0.259928722602963,-1.79017686666876,-0.478009669880579,-0.388754798872741,-0.418194265246464,-1.22169103252761,-1.44412204110548,-0.667507187140346,-0.105479548493077,0.462327619907637,-1.69406057446886,1.19296254764019,-0.0632867851482913,-0.555228843718459,-1.93949106961804,-0.0952385012208302,-0.58411025699954,-0.641718243355709,-0.456518939917545,-1.46253949521676,-0.971568702440001,-1.23572653276825,-1.35935948268312,-2.00479959215411,-0.842306621425873,-0.255777320591767,0.857422940421699,0.99839149313141,0.0862940308135639,-0.629025320932237,-0.599444110536522,1.05570071668347,-0.709248106736594,-0.828000262235034,-0.701232903198965
"NGON_Mig_2 (GE) - TPM",-0.48188232857449,0.730658736095402,0.152407461130052,0.162567287031618,-0.71327998920853,-1.400744311921,-1.5823346911501,-0.564144047244336,-0.498888741190506,0.611752485698355,-0.603694598643625,-1.36033048090123,-0.231137986068376,0.751204064631537,1.01615895135536,-1.63510289392076,1.76231710178833,0.0744502559044936,-0.154640994010366,-0.686509108359416,0.167367846802567,-0.574561869524937,-0.650415659976017,-0.552745513819973,-1.36418867401819,-0.693442729003374,-1.50965348419794,-0.646978440861371,-1.0712669888775,-0.936360163948301,-0.12635681436297,0.811925305995252,1.08383912659532,-0.154852893266026,-0.866725976725891,-0.181604194458406,0.675566941204982,-0.134489797574963,-0.269343166263336,-0.104967366331341
"NGON_Mig_3 (GE) - TPM",-0.418292595497461,-0.652529783602848,-0.414200731559895,0.65275251465302,-0.555173001078913,-0.649417526284075,-1.64261820438392,-0.516957484663807,-0.101114509249735,1.16533735603542,-0.883572230740621,-1.35808135943324,-0.368944318517446,-1.04908841750429,0.886764732444487,-1.6636019024777,1.44266966251016,-0.117913659471044,-0.191753900643878,-1.0563298899547,0.261949999941462,-0.630441227121834,-0.404479763358933,-0.436971949098134,-1.4690867269955,-1.80538859348457,-1.89743276214324,-1.22716280030985,-1.11612013506186,-0.971263246669703,-0.914069590210257,-1.02505530901313,0.690834804819619,-0.58539924317398,-0.974020021498297,-0.929996809401332,-0.835021675717983,-1.35218185553866,-0.508432723332596,-0.0793818514192964
"NGON_Nd_1 (GE) - TPM",-0.195081928695334,-0.0967409937448011,-0.180312208384126,0.141782497956035,-0.201360461496662,0.697084198619696,0.424163049014527,-0.413732205388906,-0.012434309185126,-0.735155943730239,-0.646928377642453,0.675889590992698,0.24681704480935,1.07489125268989,-0.17538605179361,0.611357820703975,-0.579372343867295,-0.518493017920226,-0.302898771626801,0.58887426436124,-0.284941757498317,-0.485519636024129,-0.366180037108745,-0.511535814855047,-0.827495875304863,0.821454405746611,1.55901065750477,0.43877044029072,-0.284668590444936,0.424931665318511,0.20658392805101,0.979107341229751,1.10271183883198,-0.333060994411179,-0.620008492118243,-0.253606123671512,0.723490941929046,-0.103045688778276,-0.16547217603671,0.100817118715185
"NGON_Nd_2 (GE) - TPM",-0.493142458308556,-0.137066876013697,0.369230823011989,-0.602532189169305,-0.438413456056154,1.54052809674028,-0.873688621244958,-0.536255608940977,-0.20665039217848,-0.195041213495572,-0.0176634629696173,1.4103420647546,0.412849061433166,1.01443041113597,0.814657660334778,1.50384077628759,-0.874329790705108,0.107949407341772,-0.366689859761041,1.15949930068008,0.0484328596266162,-0.359709143435806,-0.415346342627769,-0.491164804128851,-0.955921270824327,-0.0235106997569762,0.94278831188046,1.10014407060901,0.350652243030515,0.0949139075982434,1.81234266893137,0.389742739443392,2.08229666725092,0.985361684968163,-1.07033175495994,0.880581885876135,0.452489362331956,0.889543854920586,-0.18269307463291,0.188589832933301
"NGON_Nd_3 (GE) - TPM",-0.328173722169073,-0.0775498626544228,-1.25598067951019,-0.241390409202176,-0.14651192651776,-0.282523937245293,-0.473365094702149,-0.492467696942936,-0.22159520736372,-0.574596888443884,-1.07598849868332,0.708863606472333,-0.54209864785668,1.02805753847211,-0.879088581580932,0.904733248948023,-0.852250973547081,-0.641278113500705,-0.246047005955597,0.485139080328571,-1.04809436752822,-0.485608113165453,-0.276237342919593,-0.423853692404844,-0.250929421286429,0.0580394639056212,0.348053843334115,0.0796713725578705,-0.595578983208121,0.226950871370336,-0.37816147464958,0.795989310701834,0.539178108279981,-0.394530046941562,-1.20063241570763,-1.46822069732749,-0.390521379258845,-0.294495980756864,-0.340840319592396,0.164983051144346
"NGON_Ns_1 (GE) - TPM",-0.508133432473667,0.551888494482733,-0.0393934917136634,-0.477208022191069,-0.415927474154247,0.0654032221366673,-0.968847977562052,-0.465102511040005,-0.306252772555749,0.750863555854907,0.116360205928538,0.403398665862652,0.0376622004436826,0.216021564482093,-0.310293165804834,-0.415188192879212,-0.194738408749334,-0.43665355950653,-0.180346765885587,0.136914288694771,-0.647836008363711,-0.206003357067357,-0.263506248814743,-0.528389023426779,1.109780201974,0.591858926719572,1.32123376836167,0.353059607732785,0.940804199084192,-0.172589815145144,-0.0754172106682735,1.47754201563061,0.65475680230704,0.61732893833193,0.632181840839094,-0.846583082561127,-1.07296631902083,-0.749220607767175,-0.256771868566604,-0.564995074212623
"NGON_Ns_2 (GE) - TPM",-0.442556219521139,0.643285839966779,0.431525478264672,0.940482316521264,-0.596857476565159,0.680698941371959,-0.228292570508355,-0.571278241069743,-0.624444469300716,-0.663592044993705,1.4336168570546,-0.000663165517458146,-0.261162235707488,-0.214364492152374,-0.520952343141242,-0.699090523490802,-0.370501447885576,-0.459874170594355,-0.507748798208016,1.1987815417063,0.638693273879012,-0.537941051084652,-0.65042578421407,-0.623352577145374,0.783281894611146,0.537576817860396,0.543663038414092,0.740013359940242,-0.0593096586056019,0.336248734193935,0.574568843323214,1.46156806195972,0.8545930793919,0.0670658904729304,-0.49437163595826,0.523917104290127,-0.477610587130754,-0.0136485091881401,-0.571515730359463,-0.58728424133839
"NGON_Ns_3 (GE) - TPM",-0.376136980501697,-0.0765021716664596,-0.836039369110377,-0.400908035280631,-0.382002360032098,-0.358654356184421,-0.80735199424459,-0.419936713548981,-0.384727688827193,-1.18847711521584,0.211042406330886,-0.293429579441076,-0.717277596961833,-0.114905260651692,-0.431004917544467,-0.418630265251105,-0.410930972468638,-0.643328970807568,-0.494304232199684,-0.574356409306931,-1.26125724882924,-0.43097285926993,-0.453085330658215,-0.523664809185302,0.785993083641496,-0.0789531222316279,0.197608012273679,0.899430137754118,0.221986343617355,-0.406574580320254,-0.658256799375492,-0.450202459497815,0.219293599237508,-0.12505931379707,-0.943537148017047,-0.818684225921076,-1.30268435774889,-0.513015410177925,-0.572002046482823,-0.501612223244413
"NGON_Oss_1 (GE) - TPM",-0.342849606582613,-0.48982689485506,1.42414783732475,-0.954353532416927,-0.284343326507761,-1.01883114573472,-0.29634919107,-0.37468248009826,0.173792012420766,0.836109680021939,1.96556516182668,-0.248587626267088,-0.624844494021205,-0.981725276035009,0.829245690031591,-0.854569764059315,0.10795166222242,-0.162982337010942,-0.205564010187907,-0.37903216384471,0.142304499362562,-0.280291466332811,-0.16277091156957,-0.392846316126662,1.35549763477411,-1.36187159032152,-0.580273491136136,0.0372730138855225,1.03112033672381,-0.776530411022888,1.57678754883061,-1.13947662050371,0.0598944974050817,0.374001859092508,0.872155326914443,-0.0564014709468594,-0.988702197490848,-0.54396667602842,0.112147721963251,-0.771784597854697
"NGON_Oss_2 (GE) - TPM",-0.313041084750548,-0.0574997624727773,-0.251862042109435,-1.15934156665427,-0.479713578723285,-1.79697147163996,-0.240506483199243,-0.469046278179095,-0.671365872900912,-1.31135144081764,0.84410842326452,-0.381152548580235,-0.293814923019155,-1.56000035812863,0.359598407951146,-0.770663074260865,0.314606847861697,-1.49846352718009,-0.424221230589785,-1.19743520217532,-0.485548331696389,-0.791729869628657,-0.783309740851223,-0.553576749385198,-1.03821811365755,-0.638598972219562,-0.482255176450405,-0.605184540245231,-1.00193867735184,-0.523263025284286,-0.382049209318568,-0.142273595577604,-0.269469016446395,-1.39081281168706,0.343220279131123,0.111210251516912,-0.425111050887995,-0.534368043059015,-0.751114138888626,-0.417875749865471
"NGON_Oss_3 (GE) - TPM",-0.441181209499319,-1.17593592006034,-0.82488745363781,-0.353661771395413,-0.517102109870384,-0.372044264835869,-0.516518230391376,-0.406349289199653,-0.890718689424597,-0.679263507050544,0.0735319560028315,-0.130679034396164,-0.728756794356855,-0.476942109914978,-0.993520835625034,0.150810520800427,-0.806414132430341,-0.819649352645275,-0.452289567192339,-0.477144675866967,-2.32868955484896,-0.181758700517779,-0.340643577908701,-0.436631978593561,-0.540177725552367,-2.05379369716095,-0.641417451077606,-0.452094097098946,-0.554429960710229,-0.719320029125479,-0.709682572389268,0.26027870284999,-0.526081935134522,-0.825195888423101,-0.228616907766257,-0.307591909306159,-1.40275371244106,-0.778483840585113,-0.504172688196903,-0.806804099097652
"NGON_Oxs_1 (GE) - TPM",1.05859320522092,0.723573599284769,0.264226178514109,1.08197275771877,1.74805512387233,0.973931655447966,0.908552058316077,1.46758142975852,-0.16640059608219,2.40064226967121,1.09537922649579,0.895886458480662,0.472922942973894,1.20734023636581,0.00110033963954421,1.49711743703271,-0.0611917502885948,2.18283118250051,1.37270554665796,-0.0972960862392517,0.923356331821861,0.067065652661918,0.558867460569243,0.81384117019977,-0.418484584759305,0.585992233180358,0.188410545879869,-0.240584884797914,0.00734689348885886,1.07614124395805,-1.07690871374024,-1.07290103377005,-1.42250128681285,-0.941200191365191,0.991867553158562,0.591132415242124,0.824570321585741,0.898302886159256,0.695070453297796,0.65229392160657
"NGON_Oxs_2 (GE) - TPM",0.71792044353274,0.0888556295347994,0.766977105927931,0.733546762613974,1.29291529423595,0.389635548006436,1.57697352726538,1.53868877535606,0.268486473929255,2.1063061035162,1.06757464228023,1.01786931745742,0.718133161689023,1.6701284811042,-0.11104822019748,2.46349250824592,-0.0117501569532317,3.00850481014365,1.33420322420145,1.27517715419413,0.78259576569655,-0.218691219640673,0.258217230838193,0.637694138713092,-0.0534490173181139,1.31958155274817,0.45237764028328,1.22286212023453,-0.280455940590231,1.4901049080797,0.319266728929698,-0.759320982577398,-0.765045283832748,0.502937645716505,1.53551368156174,0.298780031999546,1.95324054763318,0.633007477905509,0.417978693230034,0.605027055189898
"NGON_Oxs_3 (GE) - TPM",0.371017281906124,-0.527337555032134,-1.25438566409539,2.5551074049673,0.626959181453244,-0.368380509872963,0.624541616301507,0.784230225396452,-0.568199377159613,0.0820206792393591,-0.908204929851218,0.318518789199081,0.0365396317206483,0.993828777190644,-0.720613518518098,0.597750828810988,-0.183881083003094,0.191111508400068,0.203489527282387,-0.425564001385644,-0.846714299059313,-0.0438663600634998,-0.0674862238167723,0.154919657767181,-0.0791724231943968,-0.413846094437584,-0.646146077797637,-0.104992941161413,-0.392794134375987,0.218630763021552,-0.650795972708897,-0.192944440808383,-1.18013824172061,-0.603443925066807,-0.486574258579758,0.160161541712385,-0.160938453119426,1.03544065182348,0.350870767015339,0.126531763607435
"NGON_Sp_1 (GE) - TPM",0.499689927155295,0.164337211054443,-0.194999966481893,-0.461591726087765,0.0607474333060002,-0.626413175157752,0.201980570578237,0.170273478314778,-0.169311935134346,-0.073757157106951,-0.819226991666749,-0.156730427391658,-0.62027916987084,0.388602073592441,0.896901536467567,-0.227368107790343,-0.764549538315719,-0.119001636080668,-0.505530741312691,0.163602936228042,0.752385831445602,1.02084710013549,0.0539655920216197,0.380015435557405,1.11771605765619,0.581249987946258,-0.13345391824598,-0.117867094789686,0.066693130111581,-0.666711774537086,-0.703662964090878,-1.80143780283596,-1.60141357825289,0.616426054121271,-0.422867912286139,0.760817769720782,-1.23471475722838,0.0206692037989696,-0.581208491235878,0.156764365144812
"NGON_Sp_2 (GE) - TPM",0.0336224761422854,0.305667284213897,0.933089610912014,-0.793895369177764,-0.236818227365,-0.299441989134961,1.07782000400903,0.229861164552453,1.17448790196896,0.314055324479669,-0.488442306914296,0.330534790532869,-0.0363756034957107,-0.349499127347234,-0.673739008419095,0.575441484389411,-0.313532852148792,0.609332729918162,-0.145111208722158,0.23033203517082,1.46270469826126,0.637276683545049,0.620702357346435,0.771576007343805,1.42206043701568,-0.311188560216076,-0.588616587272526,0.33617378760728,-0.574520282166923,-0.584753957550344,1.09064009121867,-0.409535241018827,-1.63462805830593,-0.113193469072809,0.336763424807579,1.54024845350844,-0.294978909310084,1.88832085939869,0.442966710762045,0.0202679887545084
"NGON_Sp_3 (GE) - TPM",0.304717412699184,0.654189726076054,0.193500624179772,-0.450951121875118,-0.261567928182491,2.66285486927338,0.423167414059998,0.128434514909507,1.20355729840159,0.75229124023539,0.395239857746209,0.222012595739534,-0.955089842393239,0.393188519023066,1.40731391927759,-0.20987334289655,-1.17049765385994,0.661125093667633,-0.650314403061416,-1.58024669690822,-0.633055365303857,0.770305518091223,0.48041627853984,0.492625487857305,-0.460737719786831,-0.195172175391468,-0.812515943346927,1.21676017449927,-0.329372259164432,-1.02876992991003,-0.52006509664999,-1.23295756999266,-0.521951090712914,-1.36385013751664,0.235629518556275,-1.77435049947209,0.319668152066192,1.1574652712155,-0.0509553448147362,0.0850521102142284
"NGON_Tm_1 (GE) - TPM",-0.469734133754173,-0.319697295571134,0.650249292451199,-0.815586881231692,-0.0741829216110826,-0.977850332197387,-0.281907736131522,-0.321171727787476,-0.200672919441692,0.0536899286001407,-0.749493900655185,-0.859128940504371,-0.0676432024824762,-1.16832338218878,0.538703924442636,-0.263873833489434,-0.915244502373442,-0.152651015100777,-0.762859148641179,0.279631164361436,0.0674394829447105,-0.377201578838566,-0.286969422010595,-0.356438390036555,0.245995792491733,-0.615564651264739,-1.17407275835119,-1.04013047492382,-1.15642741268379,-1.53323542568158,-1.1674670324195,-0.536684648073027,-0.675519711179869,0.847149120524345,-1.12594012454273,-0.0393036758738418,0.295394461901009,0.38602096217954,-0.458269822015869,-0.715301327840276
"NGON_Tm_2 (GE) - TPM",-0.384612080143035,-0.50062834707325,0.594192009669032,-1.36165437347573,-0.580775929441955,0.0531156707483506,1.2575218258546,-0.363883051319491,-0.23989761096693,0.260805789097115,-0.381745553827528,-0.614072159333319,0.0926084290810947,-0.657272488234953,0.567862965310526,0.163558656581374,-0.25383383045505,0.219850034175557,-0.540030995205206,-0.0382166518202308,0.202167662479951,-0.341845185267007,-0.427830137475925,-0.426731863597879,0.846183120768831,0.338631012560726,-0.529224726618112,-0.263018405660903,-0.408174981731728,-1.17185413689737,0.844214660701706,0.770174365118816,0.352512966850846,-1.17167127797267,-0.866560058296385,1.05764044774664,0.262677812671343,0.244717071037235,-0.122644366709097,-0.280150111624251
"NGON_Tm_3 (GE) - TPM",-0.357119561078537,-1.01576760871263,-1.04667430301128,-0.868765266310141,-0.417435092909898,-0.295937017935547,0.945564468652052,-0.402278471358384,-0.503600817718599,-0.141728504244569,0.479730210082001,-0.485418108621533,0.117793109868187,-0.134632028445892,0.301028297250921,0.754666421465538,-0.414817349318427,0.214312571895883,-0.413751718923162,0.467298375720669,-0.823233546380374,-0.119588580601753,-0.152835599591615,-0.403830014460356,0.405244062556252,-1.02396521013443,-0.870943927445785,-0.809129608753017,-1.13459975951582,-1.32755196456151,-0.456590703359601,-0.225803886332315,-0.11013484243794,-0.917661868041657,-1.14764635087372,-0.0659454313822786,-0.0846079492927925,-0.818136614422637,0.0356798350584267,-0.324653271885496
"NGON_Vic_1 (GE) - TPM",-0.425179941047235,0.150580127904907,-1.05608336617905,-0.0771638330093489,-0.46105570431203,-0.239023205878166,-1.34699436447841,-0.538195283384047,-0.658006960179429,0.45153551021595,-1.45308592475496,-0.983100245922781,-0.467860363370406,-0.153574245975729,-1.20222269400287,-1.35148028973345,-0.515267701054299,-0.304761903793762,-0.271088544474674,-0.313618924980116,-0.401700066657921,-0.375755074945118,-0.218197928171831,-0.575793913655085,-0.353734442526086,0.785675564694117,-0.232603922841018,-0.513368458322008,-0.328415780413565,-0.450059748076402,-0.363494347274444,2.06316875477718,0.655875105135352,-0.167633334725603,0.344790770403944,-0.37190315802877,0.600354191440013,-0.265345597969401,-0.0618328432478006,-0.485654012631315
"NGON_Vic_2 (GE) - TPM",-0.422722314322337,0.233854931681927,0.267738353119579,0.0722004278259094,-0.541705879297375,0.0178463442497988,-1.45322057666757,-0.538933500960386,-0.597200683825137,1.49198683822451,0.367247075838521,-1.30334579320578,0.090186417517903,-0.270004243134217,-0.0410865474252886,-1.20587226768105,0.879369195033989,-0.304553493798557,-0.0059897285038885,0.0489898936944243,0.681351974438921,-0.677144834441145,-0.669351524847271,-0.560255559225567,-0.679034127459161,0.5440931348897,-0.197211344311642,-0.628900922373848,-0.9093629205692,0.104158085663741,0.883887189242041,0.868090065802028,-0.435325272452068,-0.388416351829018,0.0223467279965365,-0.437500813979977,-0.489264341257907,-0.646164808662007,-0.336352586187216,0.00836297695227548
"NGON_Vic_3 (GE) - TPM",-0.395883592581119,0.101268665401986,-1.14840115531525,1.75828100604123,-0.525084845073641,-0.248998738783437,-1.07434146750096,-0.533662771823706,-0.130648088997262,-0.0118261231056529,-0.175600390606409,-0.867047641860431,-0.410589104892996,-0.289899704404944,-0.526001339742413,-0.862482267054957,-0.328484332421739,0.249275883908958,-0.0466532228533168,-0.53968060141638,-0.409059667182705,-0.218131485569096,-0.265569778351737,-0.279738413674301,0.342179972088819,-0.103778961810361,-0.394486460245365,-0.987237223575474,-0.365452315049753,-0.546732326182654,0.196423869310739,0.327883074634233,-0.314553485021461,-0.648789848529234,-0.837432856590169,-0.722387219124178,-0.587466826592368,-0.430941910526498,-0.531565949938175,-0.238036797218982
