"","ETEC_RS02125","ETEC_RS02465","ETEC_RS02480","ETEC_RS05340","ETEC_RS05730","ETEC_RS05735","ETEC_RS06320","ETEC_RS06340","ETEC_RS07865","ETEC_RS09100","ETEC_RS11910","ETEC_RS15235","ETEC_RS18755","ETEC_RS18955","ETEC_RS18960","ETEC_RS19090","ETEC_RS19095","ETEC_RS19300","ETEC_RS19305","ETEC_RS19310","ETEC_RS19350","ETEC_RS19355","ETEC_RS19360","ETEC_RS19365","ETEC_RS19370","ETEC_RS19420","ETEC_RS19425","ETEC_RS19525","ETEC_RS19530","ETEC_RS20795","ETEC_RS21030","ETEC_RS21670","ETEC_RS23760","ETEC_RS24400","ETEC_RS29635","ETEC_RS27025"
"ETEC_Li_2 (GE) - TPM",-0.68612255569525,-0.444524213602398,-0.113877674825445,-0.45946562723038,-0.526218736338952,0.274112417142053,-0.61074060360359,-0.73189874818178,0.203408978835019,-0.000338409608251152,-0.273456805551238,-0.501339457760194,-0.791824373857916,-0.60732117862886,-0.340626400904421,-0.0077151052745618,0.26446611065759,-0.62035714469813,-0.863584972521174,-0.892952954677474,-0.698910922921877,-0.312908761061136,-0.115351688710787,-0.0437927901754438,0.0605617850828493,-0.238116908640759,-0.408933919515396,-0.193259560510301,0.00832540432080414,0.298737231089332,-0.158477033663406,-0.59601987912367,1.39290148671399,-0.115723130006299,-0.786559128432687,0.0912261893473932
"ETEC_Li_3 (GE) - TPM",-0.879225402434071,-1.03559316239417,-0.622629477731444,-0.495220988601085,-0.624673866197489,-0.303104010841201,-0.851621740124757,-0.860901846249019,1.04617552506388,-0.576599527608866,-0.14789025481122,-0.353767730779157,-0.606375659603361,-0.958534796945263,-0.980341557716393,0.219912913848646,-0.113455081677731,-0.783445616500577,-0.870591788907635,-0.61731434852654,-0.843542105335683,-0.240956402418526,-0.636185324938957,-0.417218512506562,-0.591452271302216,-0.81183961823297,-0.802903571340301,-0.806378746594197,-0.87827622457831,-0.211993416048242,-0.76761654511233,-0.493836585916887,0.211015706231497,-0.500963190342149,-0.603746009764246,-0.222574103924149
"ETEC_Mig_1 (GE) - TPM",-0.831689187392346,-0.479581633418277,5.21277217941899e-05,-0.752104776081279,-0.473739434718009,-0.646210875555639,-0.474364447955854,-0.336509042311999,1.29902526568004,-0.797207619394222,-0.423935856573967,-0.250108451042335,-0.202563327906429,-0.728837999454951,0.0942272903953045,-1.12383748841609,-1.24919306888388,-1.1007157987978,-0.814997007086001,-1.01535004448413,-0.935009971383737,-0.88378091229088,-1.09356432286268,-0.228129011056285,-0.548879133387542,-0.96985807215423,-0.987395961155527,-0.95751263669225,-0.299902606446306,0.187666740188816,-0.788109031887015,-0.768638448979513,0.897675691853941,0.256941083386015,-0.378140726735315,-0.447548030071553
"ETEC_Mig_2 (GE) - TPM",-0.554513386930104,0.063847166775109,0.145997257938784,-0.395403283271424,-0.396492533904222,-0.601727716799626,-0.438111629683065,-0.308450414887617,1.51611701052277,-0.687502123572585,-1.4580422986286,0.125903280583437,0.0847942333741416,-0.282123887599023,0.322763007292861,-1.1256137829516,-0.892168220057629,-0.941771037954676,-0.709501844835888,-1.11139483220533,-0.743377722371335,-0.735584594037167,-0.882293750053872,-0.545095863511383,-0.688841904719573,-0.794057454759105,-0.915368157781037,-0.763318607185977,-0.718883593660924,-0.722356498296482,-0.730175050684924,-0.750713079916758,2.08059190304868,-0.151383647360605,-1.25767602329977,-0.632494175275939
"ETEC_Mig_3 (GE) - TPM",-1.01701188246084,-0.651232339177798,0.104459559342867,-0.882528050653656,-0.213232312421691,-0.706199826573212,-0.901787475307214,-0.686671335611189,1.6840173945528,-0.607726742670256,-0.916197484826496,-1.84593633284563,-0.483856670229537,-0.666914782350865,-0.162714839513221,-1.22182643449004,-1.09921569288831,-1.16293321734284,-1.13992324479829,-1.35444703609332,-0.960167734158361,-1.14803579507339,-1.2181384946978,-0.775827753997241,-1.16000429133143,-0.978783321603057,-0.946170217303902,-1.07687166122045,-0.65391817195627,1.05742021517537,0.466589428966429,-1.21846547400325,1.02657951743756,-0.866810261051895,-1.25767602329977,-0.676519315817484
"ETEC_Nd_1 (GE) - TPM",-0.328789995898279,-1.13301813369988,-1.39130123588104,-1.37542987638369,-1.28189526023979,-1.32114051393197,-0.170297856262739,-1.57011073502691,1.11307348120033,-0.224439514897776,-1.59052283522645,-0.610619136314664,-0.88241745029669,-1.28074893407355,-1.39057287412203,-1.06708696952358,-1.33865874378832,-1.38744360271691,-1.30692092266683,-1.43631801090754,-1.25356985498758,-1.39314064883013,-1.33646978096623,-1.19522503408166,-1.37796160848321,-1.42155851754701,-1.42536448279771,-1.4375318808444,-1.36973724665489,0.0761227189071583,-1.16333949965168,-1.03948376956769,0.239414415289551,-0.849991070298804,-0.324453739135619,-0.915516211022646
"ETEC_Nd_2 (GE) - TPM",-1.01701188246084,-1.37405939479847,-1.38210503243554,-1.41448535792117,-1.29829536235767,-1.17090505894855,-1.1375704332345,-1.64877716958793,1.15848323137538,-0.753344762827436,-1.14649358567928,0.721600303743596,-1.25053287309849,-1.34642168056428,-1.46721609668368,-0.955939503436827,-1.24131571655351,-1.30333275801774,-1.30099353478526,-1.31450289203042,-1.24692309887204,-1.43861954693076,-1.34833493204783,-1.30030285114817,-1.61775951225152,-1.39634905600504,-1.39940440499139,-1.39744215612443,-1.53545171577771,0.602414674536335,-0.764313356616278,-0.553972007449614,1.1609572043949,-1.07603559821203,-0.267758226411737,-1.0372592218584
"ETEC_Nd_3 (GE) - TPM",0.067669585243494,-1.24220841072376,-1.26330416082832,-1.30236601592986,-1.28865229259065,-1.33615703696199,-0.752823619750069,-1.69204132231377,2.16765471772006,-0.537877244123809,-0.47032896853673,-0.845460546524687,-0.858748648118676,-1.44118588317282,-1.60489063970255,-1.24149971191936,-1.54099459654288,-1.37312909216761,-1.09773718389599,-1.54004874137761,-1.22553886141259,-1.4229444715502,-1.36925399747815,-1.26961431310995,-1.32196627235245,-1.38313518976675,-1.44825447971228,-1.44882245322544,-1.47015848976071,0.656112052466413,-0.952635128924075,-1.07219837379942,0.851227207759795,-1.16421794550414,-0.685691370588458,-1.15210284739729
"ETEC_Ns_1 (GE) - TPM",0.177174356260859,-0.696907650105077,-0.914399963565606,-0.50260569072246,0.340278177644106,-0.0216170441955969,-1.41458058485676,-0.951714182293903,-0.759965617027506,-0.261380177210816,-1.32252686898276,-1.16356678556039,-0.188299420856933,-0.535141797804472,-0.862466963807789,0.14932615785513,0.257671342204701,-0.311472312185845,-0.573723241165464,-0.21283251639583,-0.638835607956766,-0.78703191837646,-0.41427276560799,-0.897009397050984,-0.682713870068797,-0.307748073318141,-0.480796576201465,-0.64641388288971,-0.839679794736458,1.3326739876282,-0.548978860037463,-0.10361749558402,0.211141460814356,0.215192743336559,0.0502242486877733,-0.381301961982793
"ETEC_Ns_2 (GE) - TPM",-6.35431037843561e-06,-0.010190957748044,-0.578617904845036,-0.543978861404912,0.12435221769746,-0.451492559826686,-0.831554415954851,-0.850425797787013,-0.49126627726691,0.442072023126727,-1.09596074131919,-1.17864250614681,-0.461162630085125,-0.654445792968058,-0.850976857406823,0.213735730667614,0.0302836387905562,-0.410943820339401,-0.714869194874365,-0.515006608095603,-0.616582798628112,-0.152835705768782,-0.597593944034509,-0.690103551251097,-0.370656415795385,-0.429441350594746,-0.46154245117108,-0.102339979275287,-0.435925430097444,-0.344376179235723,-0.770200223474905,-0.0829368617555534,1.50619598642513,0.190532007997674,0.0937927342735452,-0.332375530085041
"ETEC_Ns_3 (GE) - TPM",0.514296175041389,-0.480396854998488,-0.874786164461708,-0.0679920699726503,-0.0468228361568398,0.146421305628334,-0.830913592202068,-0.689612732635925,-0.142079993136728,-0.408508835903982,-0.534550132953374,-1.31173988381399,-0.770207544319712,-0.172243214851743,-0.196461178876684,0.213717738694159,0.106534806538518,-0.39121544804461,-0.528675109844557,-0.730047594092015,-0.413649529171056,-0.163862591000894,-0.327612667341014,-0.621897289288032,-0.876715285732957,-0.396785676285294,-0.203173793445729,-0.505001993526068,-0.999163020966448,-0.404847533127651,-0.742903758726203,0.54705644525575,-0.514138537232475,-0.735872465863993,-0.652047965893833,-0.729476428009168
"ETEC_Oss_1 (GE) - TPM",-0.119369133199016,0.362543138565616,-0.0315482287705735,0.66638734017391,-0.468034691490094,-0.679638448012906,0.178336976246815,0.37027889847104,-1.45730308019081,-0.486772184717732,2.19278348637965,0.339879148490282,0.325916890321223,0.64040573526322,0.680178279557866,0.316689386857619,0.294971558501158,0.969834833004979,1.62174696505236,0.733931762424424,2.29075711888084,1.94444512191955,1.06401645703271,1.56928709502572,1.07060673170469,2.56026505462028,1.77911312438859,1.79205699427572,1.37387953969662,-0.910253501613081,0.63917408148665,0.614928088272592,0.686920204878336,1.35544041120119,0.439469806185029,1.73405213004881
"ETEC_Oss_2 (GE) - TPM",0.0730175852170833,1.02620857244936,-0.376136186302304,0.0646860545468784,-0.0381503994184388,-0.461470540918085,1.77367106828833,1.16711548786797,-1.07185333319823,0.856382927367287,1.34310985242325,1.45043488752865,1.01674372452602,0.868736230800341,0.987493917050744,0.175303760024391,0.884448424722788,0.869626209504474,1.37022994018629,0.431370080979539,1.39816336876038,1.74026111548254,0.813909241760734,1.57894865711933,1.03402322579416,1.76785988199337,1.19885934229397,2.2286278080659,2.00029363119419,-0.996374051109917,1.09744673979399,1.89978562190154,-0.294558554319312,1.28645014031698,0.431546279205045,1.32186595574646
"ETEC_Oss_3 (GE) - TPM",-1.01701188246084,-0.188845913478144,-0.916148377685495,-0.435337674228946,-0.755102874985559,-1.01983495978945,-0.0599416372674103,0.580476933533989,-0.031800369101056,0.153639956724806,1.2877076533945,1.89729777335724,-0.574304079374237,-0.211705434963068,-0.662153940272595,-0.221973005592781,-0.301382617919095,0.184212172696974,-0.000328747428081054,0.121999296625777,0.491572002475753,0.101009386485187,0.162483876970312,0.371307604747186,0.133083904196414,0.109738317444421,0.02875353907109,0.659710973799357,0.113246962068336,-1.37043158701228,2.16223484338208,0.612984212660439,0.587748152097023,1.52518474280591,-0.503784063425914,0.320736915728199
"ETEC_Oxs_1 (GE) - TPM",-0.288296066976381,-0.846756933371921,-1.3041136982303,-1.11359787136716,-0.877898833389315,-0.846993716048386,-0.872665946969363,-0.718797024482788,-0.157818731426028,-1.7940669235881,-0.38036886462274,-0.437224262317811,-0.490129697406673,-0.979075310124641,-1.25881904739908,-1.7238845162689,-1.18285321433384,-0.32265851136098,-0.173382675003439,0.486579327273073,-0.740305585117347,-0.649761863433227,-0.680152875599011,-0.608627858628462,-0.198459877805878,-0.181862523118574,-0.202248355266354,-0.539378293969186,-1.01176266940245,0.671791560490882,-0.923636852458519,-0.972800842609227,-0.889597689485527,-0.927728284300236,-0.232946890484034,-0.779757413390466
"ETEC_Oxs_2 (GE) - TPM",-0.544686703045592,-0.355580993180452,-0.716058902810952,-1.02437916908958,-0.895605522957607,-0.55546115096954,-1.00666033433993,-0.698657075252332,-0.621233243131824,-1.22532230785207,0.677952640635563,0.605855661906348,-0.531371740263674,-0.644796728607231,-0.896801970138962,-1.66628965568646,-1.22542843522942,-0.245749374665133,-0.128825211552253,0.0970329257700923,-0.384780193121729,-0.413319359798919,0.174694813176055,0.0189422393726664,0.717541068218176,-0.261041799776895,-0.224319836706165,-0.751405649993384,-0.388161944877804,2.26971431591449,-0.721124471798581,-1.02738919108978,0.225635663792197,-1.47810415787586,0.361285811160028,-0.877198278800036
"ETEC_Oxs_3 (GE) - TPM",-0.6585393467681,-1.23609343370268,-1.33723983305294,-1.35283363062461,-1.0572799160328,-1.09709459544937,-1.36264324354914,-0.886971292082248,0.0968479758639868,-2.03329873912323,0.102909980237357,-1.03125891266647,-1.08791826130812,-1.00278181923966,-1.28826573761554,-1.53543383756058,-1.42664583395495,-0.768185889086768,-0.57697768145903,-0.542489024213005,-0.870435345179391,-0.980048990629919,0.551580631613267,-0.779394081404539,-0.753587185510759,-0.897878832375136,-0.825462560808815,-1.10797258624724,-1.24356895130106,0.136495176019556,-0.208718340751325,-1.08794937544312,0.615003972069377,-1.19982348687707,-0.350316751977081,-1.06138077582723
"ETEC_Sp_1 (GE) - TPM",-0.400326024474203,0.0881132936019176,0.86858713797517,-0.0602237958950895,0.246564529803651,0.524351072825573,0.385769849246719,0.24327831111874,-1.43692331270615,-0.694945307114681,-0.875314565626189,-0.598918321289936,-0.990859365097695,-0.694687360893545,0.410149304476366,0.128079351835408,0.358613937969629,-0.392249159532187,-0.657848918350225,-0.231889292586992,-0.474417672722563,-0.216223465791797,0.289105365770045,-0.423667934234138,-0.545752765474379,-0.332582868003319,-0.407969278082415,-0.086728319712858,0.64410849874565,0.789892964916404,0.472337920774021,-0.657143306734841,-0.0851746594750909,-1.12673191098861,0.0431108226799366,-0.450703613291316
"ETEC_Sp_2 (GE) - TPM",-0.51670632011008,-0.830093624852593,0.24898344032559,-0.452800668629941,-0.395160829887322,-0.242011148133788,-0.714074259651685,-0.246446108554974,-1.06992692775053,-0.777131337797395,-0.95398545391419,-1.09995473592153,-1.22074297594934,-0.962286958919672,-0.592521191335155,-0.575222186120199,-0.341695543255475,-0.767624917882555,-1.01364311038243,-0.626713587158909,-0.81394340884708,-0.698001035445604,-0.582084137716326,-0.960651052553933,-0.908360314202393,-0.816170474712712,-0.849584919758291,-0.539121398075939,-0.294908360481602,-1.37043158701228,-0.641378864784003,-1.0666687913322,0.956707226459785,-1.38048439286046,1.11675739861474,-0.843879565762777
"ETEC_Sp_3 (GE) - TPM",-0.808841305695251,-0.3226719816869,-0.103591433283438,-0.566029889274136,-0.139464426124667,0.0269623233251333,-0.787956496811533,-0.119487119361684,0.493864739102431,-0.809810076583394,-0.688460024019812,-0.661935543385056,-0.126318714148859,-0.631242765482822,0.136124747402831,-1.08980441628106,-0.680168861869508,-0.843961098392245,-0.868726660694528,-0.833502923016028,-0.836746049898142,-0.57505448745726,-0.518370816333116,-0.331631055451421,-0.50788925692477,-0.837150004364295,-0.782163559788081,-0.600481610025349,-0.556252533546465,2.12995164889085,0.263980805119107,-0.207895761982147,0.63315019663866,0.368224458491705,-1.25767602329977,-0.640397024126807
"ETEC_Tm_1 (GE) - TPM",-0.195096317890445,0.712961240515373,0.676811138013245,1.30975617642615,0.940077225818811,0.846806340419828,1.76614285135672,1.69710552003638,-1.62070877899026,1.70726928425105,0.143038895850865,0.344775177804549,1.45334795027476,1.05407630227849,0.792316529151296,0.786800429402221,0.471403952408516,0.536690453623687,0.342315452210331,0.660872021592945,0.39874758734369,1.29338446655285,0.88985267637421,0.670891369944583,-0.170260763106996,0.230922034556206,0.195764485305961,0.847915938837792,1.47855183204121,-0.284535911058457,1.45361003653798,1.31804177379346,-1.82737479696736,2.17399705035702,2.38305543773034,1.47300334117369
"ETEC_Tm_2 (GE) - TPM",-0.349069966400614,0.436464223587148,0.559624157434248,1.41667612777461,0.874548120993319,0.787927729575148,0.473367573473667,1.67180745300114,-1.40471155824324,1.01415827705485,0.817310735720192,-0.14890418012418,0.904125169708939,0.970265826556705,0.0669492751658901,0.842779095463463,0.398525244336159,0.614123609389728,0.388538558789505,0.266546933276308,0.374514067345981,0.50201695275838,0.556186608316456,-0.0119207817272442,0.591787962434316,0.0796482546163056,-0.240167106703941,0.79062342898326,0.815806574176578,0.189488862012703,0.773964073569357,0.357770293067608,-1.290683569072,1.69358911991567,2.38198797723713,1.03003716765767
"ETEC_Tm_3 (GE) - TPM",-0.353416799599646,0.63275753414767,1.26030812750402,2.0927063619304,1.7409051827024,1.89295559244979,1.1166547890718,2.05017615917063,-1.87554176838986,1.50796928915593,1.46084732536978,0.148701578836348,0.668005022454453,1.10253268479896,0.313605400473568,0.978917006495286,0.506518956726212,0.958237982553883,0.599541181528613,0.930970777914516,0.733552829815648,1.04321154668379,0.673326243869551,0.611927269861748,0.981802302718677,0.539395552009099,0.253262734123214,1.18370332579606,0.932644028663149,0.0243603299496802,1.37467425543358,0.33185268499819,-2.32180478758877,1.83170715293268,0.00208398149220136,0.460520944209852
"ETEC_Vic_1 (GE) - TPM",2.15210330852178,2.35801752301189,0.929604068731274,1.5356035481096,1.55856818158472,1.539102137518,1.67589178124357,1.10711010892679,0.426313790811267,2.11363677214887,0.729312864510944,2.53744629963918,1.28662583098017,1.52066075750899,1.88773665782178,0.667095634151554,1.4496681032845,0.836305248386671,1.3598038016539,1.43767560403995,0.869102389039392,1.77479113573631,1.66556245055635,1.01942734523226,1.88125465892963,0.927490548314163,1.13356135018245,1.39393963264295,1.93078639230931,-0.482288326768655,1.39629715834173,3.39690122187151,-0.78373302326363,1.21766274060762,2.41889416957422,2.27400082059982
"ETEC_Vic_2 (GE) - TPM",3.51250572324693,1.48938715821546,1.36610936070475,1.54855730850239,1.26146147953341,1.18469045724164,2.09960070476388,1.3706607081824,-0.187389681944185,2.05582581274333,-0.0725527292479928,-0.0996510766528044,1.48878967100167,1.43388457312871,1.099091180683,1.26548993685194,1.41492298013443,1.85649335779924,1.20356522661384,1.89742849658607,1.18672845780402,1.77198519227143,2.08259758537741,1.17295102546271,2.11368913741031,1.21012325456747,2.32029092628182,0.87778780327654,1.33116925711215,-1.37043158701228,-0.552818111692963,-0.161318066081935,-1.22413799596889,0.111331686052678,-0.155268911862877,1.05422106125326
"ETEC_Vic_3 (GE) - TPM",1.00694793434611,3.00971198600357,0.289968515294405,2.2768216147455,1.76703638122733,1.35281509861807,1.6818885789295,1.94135250014713,-0.80063654909376,1.32226997566297,0.395002851937586,0.407090375595547,2.78085524547388,2.33529452968607,1.83446495668764,1.93537372883057,1.53212256266072,1.73293137154843,1.31318923385073,2.35808374537599,1.54094420871366,1.24619467955667,3.04185472679534,1.12060313104937,1.53722708479135,1.45682188260719,2.3244795220734,1.46148781206223,1.39777872301825,-1.37043158701228,0.85271359581495,0.828486157271241,-0.518735171474576,0.648384567287097,1.41055881598471,1.43936836703171
