"","CE206_RS00435","CE206_RS01265","CE206_RS03375","CE206_RS03380","CE206_RS03385","CE206_RS04325","CE206_RS05655","CE206_RS05660","CE206_RS05665","CE206_RS05670","CE206_RS07060","CE206_RS10425","CE206_RS11015","CE206_RS11020","CE206_RS11025","CE206_RS11470","CE206_RS11475","CE206_RS11975","CE206_RS13025","CE206_RS13440","CE206_RS13615","CE206_RS13620","CE206_RS13705","CE206_RS13710","CE206_RS13725","CE206_RS13730","CE206_RS13745","CE206_RS13750","CE206_RS13755","CE206_RS13760","CE206_RS13765","CE206_RS16535","CE206_RS16815","CE206_RS16820","CE206_RS17615","CE206_RS17620","CE206_RS18090","CE206_RS19215","CE206_RS19580","CE206_RS19640","CE206_RS20045","CE206_RS20370","CE206_RS21095","CE206_RS21900","CE206_RS24135","CE206_RS24705","CE206_RS24715","CE206_RS25760","CE206_RS26540","CE206_RS27750","CE206_RS27755","CE206_RS27785","CE206_RS27790"
"ACHX_Oxs_1 (GE) - TPM",0.562832861990717,0.0395145510895791,0.310357187047944,-0.159630753784681,-0.941729753343802,-0.214199092577592,-0.343284987919644,-0.42553897039535,1.02430683626181,1.14990370636736,1.38416843899757,-0.119374410332034,-0.893026588939865,-0.54280614421649,0.215711754925365,1.18335682818206,1.58190309846644,-0.447335971404832,-1.60267182276909,-0.636802371625006,-0.0668269316952645,-0.927513613714417,-1.47947425822222,-1.36142106433199,-0.116727588794843,0.209247498594775,-1.21944231749753,-1.00802841174365,-0.730303827348923,-1.39963878063268,0.132881890798892,-1.35338903937792,-0.74904601068962,-0.730337433815801,-1.49877214694063,-1.43376290841659,-0.394212407545943,0.283466693728107,1.10193397814573,-1.09097219496097,0.395046002300088,0.768004359101033,-0.295494480324976,1.30280799468836,0.164087351581898,0.463907822983172,0.265718966884118,0.31962331900236,0.107929089915054,0.225266333527823,0.426531672436116,0.642940476105811,0.609293519533088
"ACHX_Oxs_2 (GE) - TPM",0.674103998964799,0.299279673492415,0.856594254240701,2.32788680708957,-0.22563621332153,0.947717163396873,0.0203530528049455,0.263838750919056,1.31464383933431,0.748876603823002,1.52658074825234,1.56962945976613,-0.406497625688277,-0.53820452259259,0.682751224565807,1.76931019762953,1.59320035785136,-0.43092753945462,-0.379344253067004,-1.09764651876452,1.20033917759524,-0.596538316089838,-1.27841790835289,-1.35979110110186,0.661202436625426,0.856341190502158,-0.69220994401418,-0.418229480197024,-0.302073432905962,-0.779273779398461,0.282232352997862,0.973099268573119,-0.723622333904397,-0.718823325905318,-1.45502433558269,-0.466244904171881,0.729254991242978,0.631929781176197,1.55267546967154,-1.44967824028094,2.0109067731532,1.16133840982851,-0.295494480324976,2.75421291167756,0.138935186963987,0.790657372652324,1.51254992670178,1.66001052732225,-0.357942249314185,0.76655393806358,1.01274185330227,2.1610120627374,0.717210400943058
"ACHX_Oxs_3 (GE) - TPM",0.504443553955874,2.13672808235459,1.30278277138894,0.656345719376068,-0.433004318868942,0.478270158621606,0.109620724821389,0.0233958614908546,1.47870167350575,0.644671870247115,1.13779829500579,1.45717792973945,0.178986845639956,-0.0610273621883599,0.0521610220383692,1.53555795085697,2.13292689463947,-0.443199489319131,-0.770317277349946,0.300579497514626,1.76958007335348,-0.233819472940329,-1.46650941082938,-0.820573844603062,2.01582811644882,1.96164665047281,-0.235467309504436,0.209906328874501,-0.372418548441356,-0.342025005172393,0.508990095596928,0.155186975339633,-0.740201304319838,-0.736277911478991,-0.878838487124042,-0.580032406778099,1.38880883367105,0.799181251305874,1.46924883936796,-0.652238537171072,1.09012465796558,1.14713798317378,-0.295494480324976,2.25439157401278,0.309488516908462,2.03210738504838,1.82079030486356,-0.310196473004582,-0.0785407672181295,1.62366430351613,1.34061210619158,1.70338952120259,1.78443949616969
"ACHX_Sp_1 (GE) - TPM",-0.364123163865989,-0.236925411804465,0.944126454642512,0.788034122472672,1.708556735534,-0.0132407306700279,0.704326276304275,1.56328054837262,1.36498728925391,1.02011978717399,-1.15353629331834,-0.0949191375271993,1.38491253719728,1.49188698690981,0.168206179193003,-1.00251136912349,-0.441190536658381,1.80122126887327,-1.28780193315276,0.401299639159332,0.453210437822145,-0.373309606362255,-0.729971615820714,-0.319275425147453,-1.01728045052434,-0.941854782787743,-1.02756768603469,-1.11322349509403,-1.13848218546078,0.220219469602852,-0.524257714290888,-0.0559257533543109,-0.533167089342497,-0.597357999687035,0.322288553924393,-0.694824827211025,0.677439981759638,-0.0799448562303221,1.56643983041129,-0.0702149115638585,-0.266570930501459,0.792975472488985,-0.295494480324976,0.11810170070642,1.53150672686237,0.220688071182777,0.857269568691461,-0.75128823728236,0.62689651874589,0.606610284376084,1.49095339430757,0.429694444259504,2.01741756854916
"ACHX_Sp_2 (GE) - TPM",-0.269944907877095,0.136432538632098,1.61140454172478,0.889259450191844,1.23183830666566,0.00541766641190322,0.946444480053731,1.46700208922768,1.77002960449602,1.21178118075352,-0.954389081790245,-0.890692026190575,0.171350731094003,1.70278206000744,0.388196099623011,-0.90248151363155,-0.852309962958117,2.44831152833144,-1.08337534168831,1.52265561906128,-1.11980129143168,-0.172887724344273,0.180923347566711,0.0261203852039346,-1.33804676512028,-0.712790435358544,-1.16935386792529,-0.58810593013555,-1.05862667523632,-0.124885376431695,-1.07812319885109,0.509213246206928,-0.723541564523293,-0.731358428631611,-0.0727079906954066,-1.29583377210733,0.647455064852817,0.310573993592187,1.77502680916444,0.567469079647503,0.239330113506072,1.15391955607163,-0.295494480324976,0.390030320620877,1.85158073420678,-0.269657378825516,0.94088655954877,0.800565397084483,1.15357269608708,1.21608855134579,2.00596102661566,0.256194323733221,1.77372218598715
"ACHX_Sp_3 (GE) - TPM",-0.403648650790629,0.797493722246518,0.951772118371503,-0.0213077038255076,2.36487452849751,-0.270197287173604,1.22450139537067,1.70241343361455,1.36216663602825,1.02107920368409,-1.13777205578367,0.169063421194792,0.801730833379724,0.739985039501699,0.442938275254937,-0.965528877532438,-0.810329817441774,2.03784926255101,-1.20855007506397,1.99377074504923,-0.859022511699861,-0.402654336134077,-0.0162933197611732,-0.483194543025094,-1.14334260545291,-0.608397048210502,-1.03660006681864,-1.09896668027105,-1.25021466134224,0.140902572938978,-0.805960854699539,-1.35338903937792,-0.795106109034944,-0.78177808942931,0.193651291507525,-1.3342454166773,1.14645271744808,0.278645657923868,1.21657014951159,-0.213770941726718,0.151082054649668,0.888398128422885,-0.295494480324976,-0.123549998365347,1.64917707127214,0.0625565471023275,0.763378954779184,-0.482507882436478,0.738282610705611,0.958099974086351,1.39201127982223,0.869146065353443,1.71996860878586
"ACHX_Tm_1 (GE) - TPM",2.36487962811694,1.07050816942393,2.01373924675084,0.956071860702259,2.01249878526572,1.85305902906209,1.62116886175106,1.30457969199062,1.10090548827076,1.54545323848765,2.08904645580227,1.30012397291295,2.78405177164005,1.55804814567795,2.07022034297762,2.30102834043754,1.58571908232365,1.68779260394513,0.360524224912299,2.37499539453039,-1.48711652077522,-1.70939386066078,-1.65044351916736,-0.503083323242322,-1.257348667378,-1.61787841083308,-0.660610380009203,-0.731635070976227,-1.05939237068858,-1.79522092108668,-1.51646097384997,-0.197902669012118,-0.675849540675918,-0.678985703257531,-1.30005404147908,-1.12585385519481,0.172859625251766,3.2038868380793,1.36498395318463,-1.33829310361407,1.79874051222845,1.88797282152954,-0.295494480324976,1.06750282582119,1.00040747530641,1.90326957726641,1.63928022444255,1.74322780224899,1.61095960727047,1.75386304579495,0.445523092456348,1.92326301606578,0.477950406320075
"ACHX_Tm_2 (GE) - TPM",2.01007902625391,1.80351700108474,1.67813410834756,1.74058048123804,0.391424425499566,1.09241502283087,1.68463017158515,1.02709477320985,0.961651971384161,1.03993993314965,2.0949566911817,0.725940247629252,1.41678047378189,0.588580515065804,2.57032871897109,1.82742942463615,1.81471644300549,1.51652220475085,0.0105501518696289,0.119512464536647,-1.50277206281561,-1.69287398369336,-1.18205098874466,-1.18239330070262,-1.2923305323248,-1.45529736650674,-0.861195819245563,-0.515222985119299,-0.719124841315531,-1.45260043977867,-1.78384873477196,0.842031834988704,-0.612779992161369,-0.690943618994618,-1.49464045194218,-0.732439199484135,1.11213158725408,2.38035221650719,0.710976897568384,-1.03916881162754,1.61100018427606,1.90602696147158,-0.295494480324976,1.4669635729047,2.13428977247545,1.03242471799143,1.79977228201198,0.725551004838469,1.73574002634823,1.44467914755165,0.133421780024769,0.816989955655277,1.06813426543472
"ACHX_Tm_3 (GE) - TPM",2.24524545476671,2.29873882256077,1.6864272485195,1.43224130661237,1.60389481063748,1.81337694447781,1.93921188664069,1.49142609833442,0.912835137115436,0.610535537822984,2.12405476719832,2.54079303354731,2.08965437183693,0.61798307028288,2.48633974512117,1.63430412947684,2.65031341931109,1.71618806342362,0.105725468905905,0.373278073461568,-1.4701137117288,-1.81705879219869,-1.00819960421514,-1.03893755952786,-1.69088850742164,-1.37149170384198,-1.06049560326764,-0.574968356277249,-1.26683998421783,-1.73667149876442,-1.5725720702156,-1.35338903937792,-0.584463898943292,-0.607341235892788,-1.52988253786684,-1.02494622592415,1.85398127415961,2.20026217583711,0.764519495053433,-0.981773818307406,2.35476264282774,1.73778812909565,-0.295494480324976,1.9930976185534,2.57240778641166,1.69447738941898,2.33687028960025,2.35695496983597,0.869203904962635,1.74089055969071,0.265186713817623,1.43604916553608,1.7827710222372
"ACHX_Vic_1 (GE) - TPM",-1.09823484760932,0.539427399276248,-0.895840487815794,-0.274428153263682,-0.597771643770669,-0.402716306396392,-1.24851597898382,-1.05418388442223,-1.2336575267094,-1.2860751163645,-0.792794271375288,-0.81492488549157,-1.17490804399111,-1.3575604859014,-1.28296224897731,-0.576592588414062,-0.500060391429991,-1.04644626329019,1.20490373533771,0.732297018411055,1.4365059308268,0.84283157237643,1.60372002816532,1.91130525282645,1.05840012850973,0.625800378237569,2.1757860160429,1.10688510990691,1.53282011233227,1.34389599657826,1.86805715412661,0.112282137301886,2.02545887558914,1.54641717374618,1.36634511882656,0.90612657400472,-0.747121085676712,-1.06054327967366,-0.972930697404405,1.52160628100366,-0.365273313473434,-1.16200489717823,-0.295494480324976,-0.899851631475876,-0.823358322933954,-0.646080644129104,-0.999320513813815,-0.3204095865896,-1.38536292789286,-1.16847690976264,-1.15452091246356,-0.27751252247665,-0.914001064869489
"ACHX_Vic_2 (GE) - TPM",-0.977617192112812,-0.690594258098318,-1.113456105935,-1.30921615819031,-0.702072760497547,-0.908938561385327,-1.35770099936608,-1.15005771100815,-1.39054761590006,-1.45281872778253,-0.763773067035585,-1.43197341092599,-0.778808841017683,-1.1435945551644,-1.29923202906625,-0.859089686548989,-0.285156024357252,-1.17540246498989,-0.292326497451705,-1.70090471975093,0.648207590663903,0.770741833661541,0.949154352437194,1.02003464863979,1.11947398052993,0.801679286737357,1.04043487259493,1.8080131720385,1.52586869476839,1.32181294964717,1.52760529581546,0.212423832288765,2.93642962534952,1.81143663911809,2.03587530840323,-0.266591074474666,-1.25913927333761,-1.10475395186674,-1.16901970444616,0.765512333347563,-0.805693425858955,-1.38314077013867,-0.295494480324976,-1.11308963804939,-0.966116906045225,-0.986994846423437,-1.24722338517693,-0.200388341535594,-1.60938029607977,-1.28789772630021,-1.30718256427155,-1.0239271771001,-1.17235999845884
"ACHX_Vic_3 (GE) - TPM",-1.1153425746235,-1.20815789072973,-1.19204257887083,-1.21348715028491,-0.255858574133587,-0.851327576851642,-1.34725209009935,-1.25341692496484,-1.38876109122634,-1.55492305946633,-1.01049529905591,-0.623334693377659,-0.572428347670616,-1.02268053754456,-1.31552242407703,-0.927198883933949,-0.752925006141342,-1.16237786073911,0.521090143927233,0.408361361905604,0.0811625766782657,0.292813674903827,1.35532871398409,0.438354035047156,-0.193583516418989,0.21152651073915,0.600794902029641,1.4997013502038,0.25111229684188,0.771993898320826,1.02601292548991,3.32606832961872,2.87366919038062,3.16807269454184,0.948349543353774,-0.0699926844180264,-1.14776556247572,-1.10330216178855,-1.33172789367571,2.04692973185887,-0.86341509621732,-1.42599387635262,-0.295494480324976,-0.979776255973371,-1.03803402617928,-1.02469008260924,-1.24532377808131,-0.602212281676232,-1.74043442606095,-1.30162576757852,-1.3165471693139,-0.902004803841249,-1.11289867750164
