"","BB_P30","BB_S34","BB_S35","BB_R31","BB_R32","BB_R33","BB_R34","BB_R38","BB_M31","BB_M32","BB_M33","BB_M34","BB_O39","BB_O43","BB_N31","BB_N32","BB_N33","BB_U11","BB_Q38","BB_Q39","BB_Q40","BB_Q45","BB_T04","BB_T06","BB_0019","BB_0020","BB_0032","BB_0104","BB_0155","BB_0166","BB_0219","BB_0268","BB_0291","BB_0329","BB_0366","BB_0367","BB_0390","BB_0445","BB_0508","BB_0517","BB_0518","BB_0519","BB_0538","BB_0559","BB_0577","BB_0749","BB_0814","BB_0828","BB_0842","BB_D24","BB_G07","BB_G08","BB_G09","BB_G29","BB_H29","BB_I16","BB_I19","BB_I20","BB_I21","BB_I22","BB_I34","BB_K32","BB_J16","BB_J17","BBC01"
"BBURG_Oxs_2 (GE) - TPM",-0.758754681555787,-1.02773485697418,-0.796535760057501,-0.66272470730277,-0.534792107692688,-0.775468335934718,-1.07810467529231,-0.340188149514549,-0.259660014743776,-0.627490865296168,-0.895396749828507,-1.37923235096856,-0.456404679806097,0.54117114050588,-0.0331763627544366,-0.933980942281638,-1.21479013137053,-0.695854950090347,-0.948229876830092,-0.228045155907887,-0.5542182841664,-0.767994142862101,-0.951251364189044,-0.916182708412201,0.070505090869175,-0.232051832775405,-0.774232744072819,1.15592853604877,-0.718208022717528,-0.849572093712313,0.745766875712638,1.23378738048017,-0.645454617092402,-1.07402343370585,-0.628296044235538,-0.0418377978813434,2.14884269879739,0.697400463329358,0.200471847787044,-0.560993017605074,-0.390829554382132,-0.435008131311573,0.00226704315321421,0.74271047941906,0.350854538832841,1.32804787584242,-0.458308571285796,-0.516050979443739,0.885088339438884,-0.385056243342012,-0.329656600731491,-0.854430838369588,-1.3822629560068,-0.805649058085063,-0.829754046618317,-1.06667437260207,-1.13521306051483,-0.961850726077772,-1.01300658262191,-0.363594497128454,0.208382541569369,-0.975308210349566,-0.803035821279482,-1.19658196944799,-0.683472451920275
"BBURG_Oxs_3 (GE) - TPM",-0.39976029656096,-0.263604323974174,-0.562291370158163,-0.530731662471576,-0.18274372100976,-1.02094921403947,-0.754710526918663,-0.552496317509865,0.0176601000475911,-0.753771010956283,0.155302557575819,-0.59568333139326,0.427019100624109,-0.632571693448462,0.305758497982897,-0.745790792021546,-0.991123874210957,-0.74229020552185,-0.77864987554948,-0.619766629394026,-0.20160838604433,-0.680803655925495,-0.811636870366738,-0.805864300254503,0.364221319362853,-0.102627288482324,-0.43186199334466,1.19253808355769,-0.167672691183537,-0.734843628518672,0.176868581416117,0.525393505204559,-0.233376011810238,-1.03720125746135,-0.462871444869962,0.0735421378712877,1.01404858429939,0.567004163257128,0.645346543603773,-0.476066899724126,-0.391907582516611,-0.446380143187451,1.18080816382078,0.17855865020594,1.20278387563163,1.9148058674798,-0.570465767674861,-0.310386743809218,-0.0663052482775103,-0.385056243342012,-0.988360868741062,-0.80117701633798,-0.915896419504606,-0.148747426424333,-0.7304122126232,-1.01818825648111,-0.897935701653826,-0.509161304131741,-0.896350663613899,-0.529285611635018,-0.47152705482304,-0.766201022428159,-0.665861957437862,-0.783670520043583,-0.414534457504054
"BBURG_Sp_1 (GE) - TPM",-0.0102008672227728,0.648545647193636,-0.29941333455869,1.00180816868251,-0.295646795935711,0.0390771287522751,0.174159242939436,-0.0411722581309375,-0.590015077454822,0.284213856283892,-0.496740567428035,0.711857693436423,-0.846638716188924,0.473415530101946,-0.280709912290474,0.441488940650785,-0.207380718055485,0.0806599705491597,1.36091663472735,-0.658071221077507,-0.672537851323781,-0.186641780869589,0.407006179187501,0.00845153781946348,1.16297576526705,-0.300653581892894,0.520772141426361,-0.386646955563602,0.398750580468557,-0.392933244695571,-0.722456361304578,1.14594070679339,-0.0903451345214395,0.599607073578868,-0.77517906716574,-0.386012991323092,-0.581328977066133,1.20418842348557,0.0138900856703094,-0.753456634551712,-0.460342927096011,-0.534778843779285,-1.01235580944194,0.504516480159142,-0.880728322277179,-0.433477477755422,0.929881842042749,0.0610538275778002,-0.842786707292794,-0.385056243342012,0.394569191484337,0.348032433545747,-0.22403503660015,-1.02898064515126,1.14208747708981,0.175762308220039,0.617094437037736,0.168379193189986,0.852870213714833,1.55034097121551,0.801221697450632,1.51922303581463,0.308751195322326,-0.879646161036578,0.933408315801104
"BBURG_Sp_2 (GE) - TPM",-1.22847279914912,-0.0506668748320897,-0.288171799158439,0.62699662176745,-0.498198273072192,-0.586441172227584,-0.937449884328152,0.551202316106351,-0.0134630150143344,0.241378250130323,0.647618961707102,0.232453281558306,2.87415860492472,0.92720727893716,0.935089210079669,0.254685514045992,-0.188792081424464,-0.134839417445152,0.513645243051288,-1.54473670313877,-1.04367389451673,2.99043951338644,0.325512306802468,-0.364724377467828,-0.956920969700002,-0.553636377260927,-0.167215575894908,-0.122863316595051,-0.759401454550033,0.124296132185292,-0.835095000636946,0.0785750223029562,-0.484523545040425,0.227338449676719,-1.02335460619543,-1.54671007699757,-1.32267662154178,1.0143453306102,-0.989542657843293,-0.751158544687913,-0.461620609088886,-0.56408744564491,0.774372303141197,0.0548624687127864,-1.15299301291769,1.07097172419389,0.386187169267347,-0.416388291096878,-0.812592662608036,-0.385056243342012,1.00366982713144,-0.157297407840471,-1.22070495972512,-0.891345035544789,0.804958507485632,0.403686865749182,-0.0546951249999623,0.171071497413668,0.776384494451725,1.03880665414749,-0.768197596243792,1.12338006385714,-0.477499966015004,-1.01725547439068,0.87000779759826
"BBURG_Sp_3 (GE) - TPM",-0.862419012819593,1.00489765727089,0.663808359392454,0.615118216631133,0.334805202356488,0.39301474058676,0.836688413024207,1.0783774273084,0.256555511747739,0.790959399186631,0.997219365524157,0.71228200329634,-0.475181321677417,0.650516604602986,1.21872309631648,0.911738519501229,1.06891009777126,0.46036182760363,0.295490111445115,2.30154503456546,0.62801197391324,1.13442014608251,0.0969488755792849,0.516022285690062,0.140652919935895,-0.281562829640689,0.658548346122598,-0.951604470131513,-0.219109364117953,0.0831132823115091,-0.903455872080521,0.432886385827655,-0.127291378924756,-0.0169719497593322,-0.636391948741992,-0.22092182502041,-1.11091580418641,1.48094208616502,-0.688949649941985,-0.751074434760987,-0.472942090811041,-0.530621826967816,-0.0406197708356571,1.15899046609192,-1.1628893157271,0.287703192717621,0.445295026437168,0.156020399966798,-0.769388556116022,-0.385056243342012,0.853272431346366,-0.17709567239647,-0.475714720881169,-0.725160814829469,1.18757997506937,-0.117994455829723,0.52396310453168,0.119052038218274,0.986053649340691,1.08845240320296,-0.38862268699658,1.61793807159135,-0.793271943363144,0.221697517655911,1.45337449252333
"BBURG_Tm_1 (GE) - TPM",2.05988328115556,1.81443176692329,0.889765523414351,2.9675308326808,2.74632964207913,2.0195780985208,2.20983583179336,3.23118624415752,1.56497145931152,1.55931123733831,1.61473171921479,1.51862436595661,1.39520349375767,0.505663288880509,2.04003110772441,1.41281913869234,1.08865003077709,2.06179217159038,2.04605974295768,2.10685136191255,0.665223328795091,1.79053887410744,2.15167606829913,2.1563560978441,-1.70171206377739,-1.81093886464262,1.16454099415711,-1.85322397696329,1.35618350740523,2.88363622287312,-1.68033230490772,-1.493421490169,1.36994666855908,2.83034442649091,-0.477552749197055,-0.72134272211935,-2.03666072679424,-1.52000695358609,-1.61882482591844,2.47222832136442,3.21511883104298,3.46048305507549,0.920203477522873,-1.12644203340049,1.92150271042364,-0.808037163691886,2.05706567618991,1.19661132813522,-1.35209757181961,1.48045217151061,2.26722509124619,2.41263901014664,1.19992436023374,2.18089424321078,1.83765424365139,2.70609821207168,2.41545524695218,1.63388490835096,2.03652594523626,2.30946890233949,3.24166480833558,1.61993303758056,1.93638868476806,2.38193401897086,2.38412042255831
"BBURG_Tm_2 (GE) - TPM",1.75779556889563,1.5337901320947,1.54747861540837,2.69989231196769,2.6276903470589,2.20918523995949,2.71972813157635,1.23174885279908,1.75553524884596,1.47828243890707,1.87024328724276,1.96068745619765,1.24447519656376,1.95540679245925,1.3492376647005,1.11453362624778,0.852457564308697,2.7080806287815,2.51518475953479,1.62794500695591,0.605065950044276,2.51121036191813,2.23495812242095,2.46141696297534,-1.96696956664949,-1.7689603716512,1.19859696693368,-2.35446346797953,1.64363820276705,0.677067774112558,-1.83635107768,-2.09602248198172,2.35923384693811,2.5551978555369,-0.919510757767134,-1.44221341589012,-1.50661576258587,-1.58948609753112,-2.2181671390287,1.96030826934752,3.13042722150698,2.75069879674169,1.30416164650092,-0.966585471732009,2.94128480797477,-0.213159777059354,1.33701027466847,1.62482074975188,-1.07257100426806,4.3628144510176,2.62609722509345,2.67612419027804,0.725727204716379,1.62945138998478,2.10022385102084,2.17618521834661,1.72358915365943,2.03287815978231,2.65213753126579,2.2367553627374,0.435447557929873,2.8440429130836,2.86494874939052,1.46809114084231,1.83383118666337
"BBURG_Tm_3 (GE) - TPM",0.89052748735241,1.53611573812325,1.45514855793478,2.01802576436074,2.54068822520711,2.60697976924445,2.85887219332515,0.799010224849448,1.68520673077351,1.60630435203628,2.23277826950214,1.8156954872153,2.42302755759133,1.95962363170748,1.34273621249936,1.52815992092507,2.14503338284536,2.624208073649,1.10596621917147,0.597874578565173,2.70172843100298,-0.0770535716334373,1.90501872905488,2.73338001338332,-1.08299008475796,-1.32216203460597,0.776085380686708,-1.88249626593556,1.25505434995182,1.43490877109822,-1.89339083355664,-2.1367045043232,2.18243695216493,2.17262608378217,-0.780690067184507,-0.730208988378482,-0.890098499620182,-0.95720063768391,-1.98231311381346,1.78810590848383,2.71722653503962,2.10115963259599,2.47631372419144,-0.289096555509474,2.19483499738042,-0.800467527672203,1.3484317387259,0.444840613873819,-0.725653386900531,2.03135496307708,2.02598456050749,2.20440565933369,1.63283242269582,1.99806841255255,2.15116499716122,2.07357987494889,1.33442522771214,1.95670634315069,2.11864691382534,2.2721671590969,0.678091835985838,2.13106655668009,2.07920107304705,1.79709348503468,1.9016066399036
"BBURG_Vic_1 (GE) - TPM",-0.13569611839363,-0.175115962329194,-0.323561552811951,0.17875493020629,0.439614222757914,0.0670296668837056,1.19516155423191,0.687335115459989,-0.224318577085864,-0.350157829766763,1.07220496731181,0.788363743583222,0.385218272826169,-0.215475964062108,0.223879737649948,-0.458971182376176,2.48391811738092,0.210675928521329,0.0458420456855908,0.229146065011667,1.90928639753085,0.801488694187071,0.310921990771221,0.629398903394805,-0.656086309575743,0.450180951563485,0.421447675581477,-0.00921326594946306,1.39254602599182,0.88301064145415,-0.075966742103675,-1.24546412082209,-0.012841211488288,0.167230344398515,0.238195532570451,-0.232446105266161,0.339799185582174,-0.41734350489863,-1.11162703928606,-0.377626517137001,-0.324222659527871,-0.374516013742817,1.60992540643834,0.410210859289008,-0.0139357567749193,-0.766813447127414,0.602219429954227,-0.309808686352159,0.725985334949591,-0.385056243342012,1.02436109212378,1.09923401303052,0.697978719505156,1.33200329054426,1.05040603893795,0.760866382979288,0.0253771505639189,0.283350536065979,0.586925749099938,0.845791288221091,1.36869863046583,0.182333883077355,1.07793217716324,-0.0908671335270388,0.278033501573934
"BBURG_Vic_2 (GE) - TPM",0.895515440205484,-0.492109652818498,-0.713342316144056,0.77349158658054,0.257537558649725,1.41886556960047,0.153040944781123,1.44309719532675,0.1560211767123,0.0893623948191558,-0.361366788538046,0.0432325883299511,0.553760843826637,-0.678102861534582,-0.282536394305424,-0.00224580198755467,-0.0389696576141585,1.27953846280924,0.741217698812788,0.096318453084909,0.230056886299496,1.09616716947345,1.40036455569286,1.14814891663516,-0.361529586258137,-0.333660101852885,0.799872480985506,-0.602996867933906,1.06484525733862,1.65322581223291,0.599605756299782,-1.13555436931703,0.0411488295506604,1.58599361231833,0.0323538838518208,0.0300574993528046,-0.217429577569878,-1.31136348916308,-0.67646546294731,-0.443417801333236,-0.32579978481544,-0.402256997467652,-0.228793314415845,-1.53977266769217,0.0728245908414048,-1.70837661759261,1.55307644094057,1.01733216619687,-0.966453745021547,-0.385056243342012,-0.211517732465676,0.375516122205971,1.70074852835393,0.206790844651549,0.803605675643264,1.48856903553407,0.667076110739339,-0.362092023066572,0.309172753689201,0.064659509272812,1.20888387388476,0.743086824078063,0.0538952348452154,0.357784938781113,1.04118503758646
"BBURG_Vic_3 (GE) - TPM",0.366896294786481,0.111397701596211,-0.0070069160534424,0.358225204231994,0.0367928933038245,0.314330084694108,0.494984112672961,1.26610086527509,-0.299539730950338,0.646200845555275,0.197575253665108,0.835221883565432,0.102265372932188,-0.794237412327157,-0.540196614687114,0.0399350281235255,0.20950846822469,0.604214832545697,0.451515793670986,0.181595970212252,0.450024781291841,-0.215949829626294,0.576558871454425,0.708215731510312,-0.358005235185078,0.00103523263043733,0.518231484525089,-0.10090146004493,0.258987546259678,0.527600438184342,0.692304220302979,-1.29845254661232,0.450135134641062,0.954287864788901,0.510036672595732,-0.40141915489483,-0.181687204969039,-0.86757903189882,-1.39637715254539,-0.454660750249127,-0.315461183527409,-0.440866989435966,0.196350017279464,-0.363008829401094,-0.043656751061203,-1.16373442948072,0.968887740502407,0.0752221806678143,-1.09432208568702,-0.385056243342012,0.420567419393737,0.558380213984484,0.334592366348759,0.404414889242038,0.710071260036446,1.25098719968011,0.085750202459277,0.0510638179896828,0.509175195247587,-0.00833001097228196,1.46657485918534,0.290712350799928,-0.00375546539471084,-0.289183444531591,0.436675610021071
