"","BB_P30","BB_S34","BB_S35","BB_R31","BB_R32","BB_R33","BB_R34","BB_R38","BB_M31","BB_M32","BB_M33","BB_M34","BB_O39","BB_O43","BB_N31","BB_N32","BB_N33","BB_U11","BB_Q38","BB_Q39","BB_Q40","BB_Q45","BB_T04","BB_T06","BB_0019","BB_0020","BB_0032","BB_0104","BB_0155","BB_0166","BB_0219","BB_0268","BB_0291","BB_0329","BB_0366","BB_0367","BB_0390","BB_0445","BB_0508","BB_0517","BB_0518","BB_0519","BB_0538","BB_0559","BB_0577","BB_0749","BB_0814","BB_0828","BB_0842","BB_D24","BB_G07","BB_G08","BB_G09","BB_G29","BB_H29","BB_I16","BB_I19","BB_I20","BB_I21","BB_I22","BB_I34","BB_K32","BB_J16","BB_J17","BBC01"
"BBURG_Mig_2 (GE) - TPM",0.149383356024294,-0.565299574996696,-0.318444003802591,-0.274397776214294,-0.744169793736353,-0.479891024143679,-0.193522554767648,0.214783780485324,-0.0416690364762303,-0.12694368742362,-0.339622573799344,0.539986006187955,0.978930492674222,0.0187006613879486,-0.556524524597175,-0.549092146352198,-0.385544273709728,-0.275868261031,0.271235620506679,-0.282070972320645,0.558084611423399,0.196851091420658,-0.0763695089352568,-0.517605049924929,-0.541717613821342,-0.194028174073135,0.551032953175628,-0.0310740414542046,0.136927319600985,0.145081588120667,0.92763912561818,-0.874077006652253,-0.499995500812871,-0.146742411566466,0.481442067074185,-0.127125983104715,-0.747044453687108,-0.706828987676059,-0.628300923809289,0.632050172763839,-0.0053567981361596,0.0839588087259549,-1.11290190718658,-0.958656400120334,-0.224540989291548,-0.377088908363842,0.154694463618034,0.928561699141156,-0.527804848965888,-0.385056243342012,-0.514563321804001,-0.297207949171948,-0.0659467837100859,-0.76351660015123,0.258429625594287,0.433523461931233,0.307684457075027,-0.252163678758192,0.250433346468709,0.723674093715207,-0.32881639575334,0.0753685661786123,0.378455872827039,-0.0816748676345484,-0.356010153847937
"BBURG_Mig_3 (GE) - TPM",0.86221916121128,-0.233642965103805,-0.474891331846659,-0.00383766342090918,-0.382817208743404,0.381009374997243,-0.167218437315885,-0.22718705917844,0.047634608070709,-0.396738096309892,1.42570062480931,0.404825031959673,0.0230320642532612,-0.593786118373489,-0.506871002857713,0.993360498007848,-0.512206189598958,0.338741603456956,0.651335488108038,0.261864033964524,1.12599004917828,0.235331421900599,0.0694934319982912,0.0417364255919125,1.65633636891777,0.119376285038387,0.878794705293761,-0.506554294039098,1.08645539360624,1.47000790157127,1.0877434828244,-0.201450637214961,-1.12409943054362,0.000757555453722357,0.0747638764444277,0.0361921576931145,-0.360414524360388,-1.04776767701615,0.806954153979138,0.527658388942258,-0.099426174437457,-0.0202187758560113,-0.552225333035773,-1.11455413699077,-0.422678397390715,-0.777237791407526,1.06395399338177,0.697175441164237,-0.423092279068932,-0.385056243342012,0.0792004967311253,-0.492859278031553,0.635985617865685,0.704286061006495,0.55814880166571,0.328232394357962,0.660341208164083,0.0401532094843435,0.250295373270154,-0.138287882897073,-0.243514292193048,-0.0693348040028495,-0.328482382166574,0.355077832846135,-0.296250890111518
"BBURG_Nd_1 (GE) - TPM",-0.0647809430501467,-0.621997415861571,-0.615355706596923,-0.851867779628581,-0.760620393008526,-0.646502352442,-0.45072604423221,-1.1961757300344,-0.660316304742331,-0.431106266023268,-0.432179404030402,-0.461416970549181,-0.386280499710554,-1.32541625852014,-0.0906334797816799,-0.327904636955031,0.604000308331179,-0.534302116533205,-0.267987015261118,-0.172605685067747,0.286025797592381,-0.827511222920807,-0.613772441784898,-0.69251191147113,1.87796764311041,2.11098203932267,-2.02675876747248,0.794848463947685,-1.33046522150525,-0.908286999021293,-0.0159550469197158,0.716499257235259,-0.750727863940864,0.0523246074937629,0.711245681725777,1.39931968931522,-0.532765000622254,0.716687503131956,1.45301065444713,-0.696806115057434,-0.422731061785715,-0.453054603402807,-0.922812012067347,2.06992915931254,0.244196296583016,0.555729398658165,-1.7408545504474,-0.398380144835869,-0.040380899073462,0.515559006488148,-0.605766615462552,-0.519275345354246,-0.368985281906465,1.14177913950038,-0.531122537394195,-0.547340921737614,-0.148372448118548,0.144838120203506,-0.0283473204093616,-0.119281780525704,-0.625120702936957,0.302778798936839,-0.309849919834147,0.0656001134970086,-0.872167973545003
"BBURG_Nd_2 (GE) - TPM",-0.278431214789907,-1.09749617301187,-0.768750184782636,-0.902298410693266,-0.00365560564108251,-0.804866467180962,-0.200851306873409,-1.58494448020246,-0.939156350712276,-0.569317301998686,-0.813776625850019,-0.893749966739192,0.115063157813303,-0.667132761378784,0.0446795916516302,-0.300098280003445,-0.0661844298499238,-0.93295451091604,-0.708198828365243,-0.35926535727529,-0.212455382185991,-0.932967089889832,-0.685469654805475,-0.84765080979071,-1.11329905869298,1.69178587213214,-2.54819938163358,1.57018248641598,-1.99817898517173,-1.15176105299625,0.277923581648656,0.342882683017031,-0.956078481596918,-0.222552448678391,0.130976509441895,0.718540975235401,0.194570647468887,1.26625543675636,1.14362206712282,-0.760393125010934,-0.419139595155211,-0.447655542594987,-1.96595885695124,2.69722789313739,0.527462012111402,1.77184682533409,-1.88947129432115,-0.784029437538455,0.590951560214381,-0.385056243342012,-0.658728725127495,-0.287866855737175,-0.22292186167951,-0.380773908072309,-0.713321581272587,-0.280170196269783,-0.521622373150411,-0.323417533172707,-0.183473754447317,-0.265276155452544,-0.811195853238889,0.0596515379517217,-0.000447243197782632,-0.0984030624867134,-0.908052454560462
"BBURG_Nd_3 (GE) - TPM",-0.414783470984405,0.106695855644372,-0.763167108720179,-0.911366637156691,-0.617412163384523,-1.00752764459016,-0.304469739996573,-0.818916555885203,-0.845077276773806,-0.834268286232309,-0.115111078308991,-0.772887469302524,-0.0123855393399303,-2.03041362311368,-0.441571332817592,-0.937948389462857,0.949735597654746,-0.488715689572542,-0.808177063338245,-0.333330331573926,-0.627878763812725,-0.389514924296406,-0.651316293235582,-0.563216867345963,0.300214317602674,2.20169571012344,-2.34080808038846,1.28434809315933,-1.98371261767082,-1.3097908598067,0.813196353121582,-0.589535141336957,-1.01801576727415,0.00815126387654852,0.453789157805203,0.745161966576587,-0.055349163638429,0.269923850546145,0.470098379689904,-0.746815745198947,-0.422090871715248,-0.466301364686477,-1.38488704428033,1.82026508508297,-0.25582896813089,-0.339916457505061,-1.79654270581219,-0.563587551821233,0.727243035137392,-0.385056243342012,-0.274711913695456,-0.643177039166,-0.794513846433567,0.390662862082129,-0.513596222868936,-0.475090878002921,-0.538421547120361,-0.438459296235311,-0.476507079850656,-0.75030587768641,-0.101935123702063,-0.120800321870236,-1.33377102089878,-0.517012380150863,-1.05166849977588
"BBURG_Ns_1 (GE) - TPM",-0.135053811842644,-0.127986647998525,-0.36457193851354,-0.685905726489689,-0.317588031627162,-0.392999897628829,-0.0829101873289415,-0.0433965004030756,-0.170399104378451,-0.79247049467292,-0.282363497242057,-0.437603790520827,-1.09755960974807,-0.0443913635997012,-0.20607422513044,-0.130261665633808,0.880678437571244,-0.790282654822286,-0.807731265031388,0.0538914710253325,0.622672628319266,-0.549412233556909,-0.82514341665668,-0.688359248782975,-0.044231899963111,0.640820136654199,-0.451400584991267,0.981460319591537,-0.73422464446253,-0.808255820619834,0.239685701342751,0.433223328921553,-0.678614539373901,-0.286721829968643,0.0307264572034201,0.243420062990394,0.332671748410512,0.30659275631821,0.834032184731789,-0.71321393841491,-0.448920279847573,-0.538096615927791,-0.201355353513727,0.0867583445448599,-0.573140088613005,0.491102652459322,-0.847647609596912,-1.05755375952902,1.45688981748758,-0.385056243342012,-0.0462565590490432,-0.6103388979656,-0.629315231524756,-1.11578674324,-0.896818185042709,-0.831822870593578,-0.495553025281776,-0.579009414125088,-0.65462512719172,-0.642588367887828,-0.868695870133817,-0.937004611912438,-0.240722028688566,-0.580672128702452,-0.89534408840349
"BBURG_Ns_2 (GE) - TPM",0.923337061467794,-0.324686228537217,-0.0413545280698362,-0.413326003378415,-0.225101138671865,-0.0465688021346598,-0.676313312709225,-0.956027716874625,-0.412375408168779,-0.250872806759631,-0.386496091495365,0.405830919457447,-0.726439592096798,0.0381473674050436,-0.54379385332617,0.222929669214672,-1.20840628360215,-0.635155496850165,-0.316691420331536,-0.806778095236113,0.162190300468856,-0.840622548456318,-0.630922288051134,-0.559829167961691,0.949393834183613,-0.28380605742145,0.302866071050596,-0.415480399519392,0.475879826151049,-0.806487521666413,0.259696065574262,1.537792607081,-1.01208822467159,0.254616516569022,0.19109190178556,0.958244112923726,0.117491054598739,-0.0767176064526892,0.901083107036205,-0.73332530852104,-0.450201997091622,-0.529348334150927,0.498990370985862,-0.609555400721383,-1.22053445634508,-0.216304950642249,-0.490363596442351,0.0300840940605735,0.636176281724506,-0.385056243342012,-0.524810272364371,-0.501891394280851,-0.396591188437571,-0.0379513828390609,-0.998690835982076,-0.830812866037326,-0.414544092058491,-0.47140532542762,-0.64680625281102,-0.347778344211622,-0.538938021771707,-0.631706929758597,-0.152366922381633,-0.666815658314527,-0.0685801808633038
"BBURG_Ns_3 (GE) - TPM",0.872170218426853,0.230497204541588,0.649971002329726,-0.401328366093095,-0.703936750555682,-0.51326268866731,-0.185397861281459,-0.134778583316979,-0.179317348873143,-0.362436152390124,-0.601609280212518,0.095270734449508,0.229911764739161,-0.70190948933013,-0.273201690603426,-0.561891734416064,-0.124267671132291,-0.603043006088954,0.0181298201372226,0.898458182390683,-0.672447044135913,-0.831536756950094,-0.640422512929812,-0.476326498596646,0.80713803654087,-0.581675939895429,0.453465484751466,-0.660728488998987,0.667537479454904,-0.568174511844503,0.727490705931316,0.691377548282033,-0.616301282045911,-0.257339555040136,-0.0840188389410886,0.654534462932797,-0.497028992416125,-0.434058938902169,1.07464067609533,-0.692350025434541,-0.451481830784312,-0.534559034017026,0.711788880928928,-0.699355752207526,-0.907308514324358,-0.555311005582387,-0.354869371247659,0.293040272647236,0.533543040348731,-0.385056243342012,-0.306679426215223,-0.361044282045091,0.0926938541757031,1.11378667577514,-0.925444707352379,-0.734995268130263,-0.170108769758517,-0.839846085708662,-0.385638664133438,-0.224653064306216,0.301594386947554,-0.878075464935881,-0.145068756975904,-0.323136127931485,-0.785797371586966
"BBURG_Oss_1 (GE) - TPM",1.32576452681387,1.16274152085771,2.05865901665884,0.412331446793071,0.593408294524483,0.677543883687101,0.00955470748714197,0.650189010643942,1.95760411960266,2.15332239159729,-0.350479422908078,-0.24739415974983,0.0721200928561903,0.551370450302835,1.4468987768171,1.7975213949523,-0.35209986507407,1.21824130300412,1.08660546704324,0.230860671999997,-0.0686005169363066,0.611169227952733,1.24980186911261,1.03686667336599,-1.01407535905431,-1.6363390618753,0.0737853872960333,-1.11366434813974,0.132745453211093,-0.538446813966179,-1.40951781995462,0.435876080728658,1.10242841854028,-0.475288713458236,-1.37693670392049,-1.3156957314417,0.0622507239668445,-1.21107966570845,-0.973068655850454,-0.266714622568539,-0.375078281056263,-0.454702031431944,0.99146078680963,-1.03099803739599,0.237007208271041,-1.73629290508071,0.862826500548122,1.76445512150401,-1.20311963368278,-0.385056243342012,0.506154997140279,0.797378029492396,1.97558585031066,0.715881860167478,-0.0347413952482516,-0.673079322607039,1.43658991354025,1.90080826385173,0.334461885636464,-0.669745126234097,0.456839658644812,-0.10958480199649,0.523732678276055,1.888379943744,1.11335890103564
"BBURG_Oss_2 (GE) - TPM",0.812864481694727,2.08022385867468,2.40504689829388,0.341615282336435,1.08490095335039,1.15545310882587,0.235419519785807,1.16325975802705,1.99389666758606,2.11422961291894,0.0484432384605165,-0.221689513314585,1.26127622415898,1.02015282024256,1.54173810257142,1.69984302814021,0.00530118673793488,0.595378020822164,1.16655649383418,0.226966637460033,0.24199176259906,0.142129244199598,1.37800323103731,0.691052686225821,-1.18329253971033,-1.65404918968438,1.05195792942338,-1.10730576845019,0.834857310693312,0.163539337809222,-2.01946523063555,0.49493318578311,1.26972291818968,-0.616870950609635,-1.23472320146088,-1.23988900760549,-1.2879118656286,-1.17527202108754,-0.887245075582654,-0.269677287380682,-0.447724344826454,-0.474707305923022,0.473176204707454,-0.384005616520263,0.665232321440832,-0.948223693185281,1.16488537518507,2.03102320796589,-1.24135962260487,-0.385056243342012,0.0640457854842399,0.813011342114052,2.30068704515396,-0.106865154926821,0.213209453020939,-0.750992509914643,1.61498471981503,1.50972773080941,0.625893626926229,-0.599522296340654,-0.102696575150959,-0.191663320675786,-0.100338792883545,2.53593717567115,1.22599548841606
"BBURG_Oss_3 (GE) - TPM",0.6449328672507,1.63780556380564,2.12841389930579,0.375089108323134,0.342187288416385,1.08754085128202,0.0135172934014331,-0.280558592318278,2.25548122781547,1.79057134390585,-0.403730906053747,0.63407868996462,-0.987729320151893,2.78544671244279,1.19557649833159,1.78891895665634,-0.151079180071357,0.314990364986118,0.669401745036843,1.5366431307172,0.18457495213284,1.06019720550324,1.26807393110111,0.555195836293904,-1.10924317726346,-1.06027384909601,-0.0395360020617298,-0.576826917209794,-0.430175961165748,-0.136814397272519,-1.43651003071717,0.775770172107776,1.76003712118063,-0.935327757917841,-1.56212028695768,-1.72200496131854,-0.552952195764993,-0.628499572862221,-0.525526860314618,-0.246663504532962,-0.420398275669751,-0.464176409416069,0.525272970255239,-0.586671107840378,1.06182235172059,-0.697530255303632,0.205689411996673,1.21842086130539,-1.39542425144138,-0.385056243342012,0.674106894066207,0.855407735551682,1.60491866941046,0.846342624097521,0.275614844095778,-0.59916164189667,1.43325194173342,2.42505646220301,0.399121421209816,-0.469760540402435,0.60046730356928,-0.461317317500561,0.321111624738702,0.978552819669579,0.340038407352583
"BBURG_Oxs_1 (GE) - TPM",-0.182810585368048,-0.778545393542651,-0.279154978205849,-0.644357884598752,-0.402877894422485,-0.64759247241329,-0.702032948912144,-0.865589121134157,-0.754438169443946,-0.483659734018283,-1.03604812532783,-1.06506395338883,-0.750266237418905,-0.0366697832218541,-0.315614115545808,-0.37296312936352,-0.921602890814091,-0.953853322922463,-0.846350296190337,-0.737035397853273,-1.03255825976527,-0.754278632480738,-0.973936868283353,-1.05693640541419,0.463526321473212,-0.181940522122868,-0.713632735163156,0.289559211246115,-0.631639521640935,-0.839520929335547,0.227936336246465,1.56568546955487,-0.62251901570959,-0.877973795252389,-0.538707240598547,-0.246132855787541,1.40690742563274,0.752847962678877,0.15942875721961,-0.614225426086543,-0.399898159865439,-0.417408131139182,-0.683261795336343,0.827915142002839,-0.267191053541051,1.37978151668643,-0.503499109410516,-0.29755074571816,0.252058755513492,-0.385056243342012,-0.663703759325399,-0.688238779751856,-0.86429284503533,-1.24002866123135,-0.990642754927221,-1.02975240279297,-0.965910240631585,-0.893980132851858,-0.77611267170582,-1.02854624150048,-1.08212256058821,-0.880331184482478,-0.74975347045014,-0.872704363580546,-0.380424456454774
