"","SL1344_RS23745","SL1344_RS23930","SL1344_RS24180","SL1344_RS00815","SL1344_RS01200","SL1344_RS01205","SL1344_RS01825","SL1344_RS02410","SL1344_RS02595","SL1344_RS03490","SL1344_RS03690","SL1344_RS25070","SL1344_RS03700","SL1344_RS03705","SL1344_RS04590","SL1344_RS05720","SL1344_RS05770","SL1344_RS05775","SL1344_RS06340","SL1344_RS06415","SL1344_RS06460","SL1344_RS06465","SL1344_RS06510","SL1344_RS07295","SL1344_RS07925","SL1344_RS09000","SL1344_RS09600","SL1344_RS09755","SL1344_RS09985","SL1344_RS10605","SL1344_RS11875","SL1344_RS12475","SL1344_RS12955","SL1344_RS13300","SL1344_RS14415","SL1344_RS14835","SL1344_RS15250","SL1344_RS15695","SL1344_RS27175","SL1344_RS16830","SL1344_RS16855","SL1344_RS17575","SL1344_RS17580","SL1344_RS17590","SL1344_RS17840","SL1344_RS17850","SL1344_RS18030","SL1344_RS18145","SL1344_RS18155","SL1344_RS18180","SL1344_RS19025","SL1344_RS19390","SL1344_RS20340","SL1344_RS21190","SL1344_RS26160","SL1344_RS21375","SL1344_RS21380","SL1344_RS21730","SL1344_RS21735","SL1344_RS22240","SL1344_RS22420","SL1344_RS22565","SL1344_RS22585","SL1344_RS22630","SL1344_RS26245","SL1344_RS23120","SL1344_RS23170","SL1344_RS23185"
"SALMT_Ns_3 (GE) - TPM",-1.21551246038991,-0.0479984351719359,-0.857495642936781,0.211530986711687,-0.587387670151529,-0.678030123956751,-0.990612233630665,0.0757970984336042,-0.772154184043364,-1.04335658552356,-0.535628940776674,-0.497740513151563,-0.565074300577661,-0.534445335290972,-0.818462028813697,0.233286997180428,-1.02589297253034,-0.772117287640348,-1.49755438891203,-0.689890042218467,-1.05395461336471,-1.17633595589713,-1.17417495893285,-0.183417382460816,-1.35146634046942,-0.536965106063983,-0.908994643630464,-0.649500365779401,-0.659773679946859,-0.805290974840414,-1.01186011554635,-0.423497126249023,-0.627607694656648,-0.986256160512125,-0.525385425173886,-0.882685953123266,-0.617569609231187,-0.246747475959831,-1.03520799730741,-1.28659484528902,-1.12975936086957,-1.10019653913011,0.216357536337182,-1.05772092286468,-0.100164833737224,-0.460087246315613,-0.868643370358233,-0.00990368423094442,-0.776382723318435,-0.826049821186974,-0.727206241172089,-1.11707619273266,-0.540091860726844,-0.575295504531276,-0.707493130751973,-0.183117636156775,-0.590890232551311,-0.163595699458596,-0.302221765413149,-0.956962907997191,0.560270011412496,-0.466221415379896,-0.513771690105788,-1.48010941372255,-1.15277762649265,-1.50911804709972,-0.746250366280852,-1.07758805410711
"SALMT_Oss_1 (GE) - TPM",-0.236513873084171,1.09425999794576,0.0570493119015796,-0.132369970595032,0.78827165272331,0.266281969328851,0.161466749320578,-0.238309553927896,-0.749889474036707,-0.123031325363229,-0.326010160253402,0.0130559525571268,-0.490583271298446,-0.585069911166479,-0.0331839016870003,0.532985561471135,0.764272679179974,0.08709719833471,-0.139973013701503,-0.0573470715221032,-0.0643018057670812,0.330923179283522,1.93777942353135,-0.475518392252667,-0.685076023008806,-0.536144590911342,-0.564973771832779,-0.284171165954185,-0.357253016947276,-0.787332382663176,-0.00686817222066794,0.834360730878463,-0.251402533926321,-0.361217258904271,-0.497525005921405,-0.511343001792096,0.389860758401058,1.63850920868583,0.679458823966969,0.915808338768011,-0.435772002318475,-0.311210246647587,0.00392933043188885,-0.00495908841403509,-0.0182186877485252,-0.178415445987891,0.298591055700971,1.46094067157799,0.400714860811563,0.678781599723586,-0.161136576566458,-0.50154276019055,-0.0552047812850253,-0.254915478799364,0.369295900347468,-0.292088967408732,-0.355158380530099,0.132927612555266,-0.0799458312059311,-0.405624040916961,-0.421750793078735,0.390408396225989,-0.297469576201566,0.587946281439635,-0.181019645651977,-0.5884161278467,-0.570776113495524,-0.12573260809159
"SALMT_Oss_2 (GE) - TPM",-0.610073453762972,1.41238709611071,0.361655341027168,-0.57140341722734,1.16576838220704,0.628921416561196,0.446141035412365,-0.482963653588021,-0.649170032878925,-0.441898570846733,-0.32565906939765,-0.28639613558145,-0.482456984398039,-0.551355658331974,-0.216542020191837,0.83107632405989,1.06750222538862,0.288356915321493,-0.62201683904096,-0.00331463143459928,-0.0733891562447116,0.326605019919762,1.4937265365986,-0.56046015098067,-0.682761177697965,-0.529655678757109,-0.400677384435753,-0.366350395609245,0.113999758117862,-0.741514268951983,-0.0715759546667346,0.991057168736333,-0.416047078182598,-0.103455940233899,-0.442287887651426,-0.393063186255657,0.815664105291051,1.201691863538,1.33760476214822,0.576059795950648,-0.0246745997778722,-0.0467786212464596,0.368082774153918,-0.159708441579948,-0.398593793255361,0.0127028328074989,0.360158568009202,1.50857992277138,0.561208699627234,0.927393356340178,0.0853691063076601,-0.096752108995705,0.0917463893126685,-0.301884279934712,0.600508156708677,-0.393472772469035,-0.338332350248883,-0.193912666226972,-0.266107088823311,-0.4411453178145,-0.595370330060267,0.149884068135518,-0.0448999056048169,0.712732374693996,0.144211672566003,-0.740724350025745,-0.407254033157809,0.471413762664207
"SALMT_Oss_3 (GE) - TPM",-1.66642065216268,1.1225575892356,-0.249161199026123,-0.679243039295206,0.496105422991466,0.413268160876385,1.03414856918267,-0.65623264926406,-0.905355669447086,0.293604478796265,-0.286435070932768,-0.626483711518865,-0.482777120814553,-0.553018237682931,0.0815058377635896,0.298341043955408,0.43901421320598,-0.0581674924588153,-0.0578511929600214,-0.223078412066488,-0.267760433459773,0.821463359013024,1.49568880746601,-0.595713382534639,-0.288995752352639,-0.504340224598996,-0.661186258323913,-0.925749549477572,0.659510154787277,-0.78111062925142,0.0176624882455329,0.930375797425005,0.174632268246685,-1.12911922382746,-0.544587336262543,-0.470224837784288,1.13293992204272,0.986059023108911,0.760187504894377,1.10509266927291,-0.839805188669534,-0.13959220710274,-0.107346148024932,-0.0709999890744059,-0.047353780457731,-0.324472467278229,-0.0350078394897895,0.44339761769135,-0.0697603485879354,0.600164174505732,-0.309392124905854,-1.09307228440155,-0.45400414525574,-0.390611838343929,0.227015405471414,-0.237002566602307,-0.353737997651619,-0.15065454836229,-0.703466558246674,0.208146196999207,-0.895526834878834,0.200939565182746,-0.275320966692671,0.268797159548734,-0.662382896611492,-0.733213093934622,-0.439513505672193,0.688407558930203
"SALMT_Oxs_1 (GE) - TPM",0.70876912265931,1.31191287664513,1.78199305167441,1.94574006357784,1.94822210323172,2.20210059324941,2.5161270560067,1.52175977003214,1.20881650021389,1.59475234191265,1.9322689731124,1.78609733579693,2.41831796638789,1.93099680826519,3.01439252797431,1.39403766194332,1.39862989308283,1.75816570972825,1.07179074422992,2.47753302000954,1.88381851672276,1.86914289543332,1.60555181909637,1.49759644553056,1.59778891188039,1.70974536964932,1.55108803800616,1.86922040207166,2.20457958479736,1.89174849837684,1.23572644188436,2.70852661911387,1.91640142004424,1.23485720712079,2.04487622411141,1.75512893065505,1.39312286801356,1.25032863711825,1.20913419878163,1.70778748161134,0.861639326378673,1.34705989075276,2.29159975790077,2.86243408140428,2.83837289544684,2.27500029642755,1.92433816295505,1.04025615312844,2.43056656726479,2.43211347630042,1.79834644905741,1.95579697027706,3.66959658277917,2.70898271921956,1.80366151672677,1.66202045288154,2.39955710825081,2.45495666167269,3.02890997304988,1.27130160393974,1.49756926155169,1.36276830642509,2.14323413796543,1.52548967577937,0.857515117668471,1.76599790548259,1.92603712888961,1.39968977245971
"SALMT_Oxs_2 (GE) - TPM",2.08224397108594,0.940184353569239,2.15285203521504,0.45776419633362,1.66778816009835,1.61422934075114,2.43051878731164,1.89447417552584,0.909811391374084,2.10759540362849,2.02922631531378,2.62907405354762,2.66896940385971,2.62968227836099,2.7278599657608,1.1944047106743,1.47254481385597,1.41911861137402,1.78765300955852,2.76008987222022,1.55951007524712,1.61144602489517,1.38340922730583,2.14810273611271,0.862692995150958,1.9372269080689,1.72715987699064,1.51153815950793,1.76863506160789,2.16819569407086,1.41389428878501,2.61315342496343,3.14096012893557,1.82905447779969,1.74836983224559,1.40680860488296,1.01102738303262,1.67017529893171,2.7453264998888,1.48388133556598,2.16410810073332,1.50544462905514,1.74594857652868,2.45470939122622,1.47191128711004,2.33391330597056,2.08779349179187,1.25334596545022,1.29757183238863,2.4720030408788,3.4811834153518,1.23510134722393,2.49533699188994,2.48037828734776,0.522445807820446,0.787833044716639,2.70806882430439,2.38783059470042,2.20110486373415,1.61482890000101,1.31852855471788,1.83694314431813,2.39212972234647,0.810478597444461,1.75717822136769,2.19573147012539,1.65102638463207,1.19263401933329
"SALMT_Oxs_3 (GE) - TPM",1.42802995998393,1.93182393063543,1.11398671638289,1.73145384430995,2.32758731364065,2.02020704207898,2.44398448780996,1.4711583880816,1.15739289696051,1.30799309224205,2.12164943228688,2.42191941169683,2.81470998979653,1.88681816084224,2.13057700900271,1.84473283829101,1.88195559944293,2.27340175741362,1.58766369265759,2.6434909713103,1.86163800002166,1.3987215354787,1.16077533225046,2.19684726269941,2.00144272029899,1.98185938291576,1.91942522846501,1.83584519642717,1.82445686292295,1.94034476019163,1.580497947689,2.35447419673362,2.91842442011832,1.4557650470656,1.33205646997064,1.57162044946419,1.39874568843014,1.93433663869481,1.96552340575277,0.995621102559603,0.98607159077931,1.65921807396537,2.77764540292985,2.05352737074751,2.77392379483075,2.2543499403925,1.29692387979912,0.464613322075077,3.01826781918787,2.26182414097877,1.61197285746244,0.839157856163222,2.46550399288756,2.73155395669144,2.40777845078759,1.47681305413431,2.14155217151356,2.71287229592421,2.29076906425799,0.875209549552279,1.19757551315145,1.75547853520027,2.8090002099947,1.90557028539835,1.35703688120794,1.75248710918123,1.96595882305921,0.970797027520849
"SALMT_Sp_1 (GE) - TPM",-0.0206571788380121,-0.451163170167327,-1.31366520844255,-0.879944173065465,-0.735900803029501,-0.855651199669587,-0.0457332027324613,0.448280230907851,-0.965741736684071,-0.276111881353979,0.548740195979737,-0.465512720419822,-0.117532196595412,0.542025538185093,-0.313471015440748,-0.303007834499692,-0.153612113588024,0.724249183833126,-0.85970162092796,-0.726579757574652,1.40475045538299,1.07824696114845,0.0533626283598869,0.242927084495646,-0.336749125306234,0.805262630478251,1.95693185602638,0.0511967319085618,0.578568847464251,1.21533322757696,1.22597941276296,-0.316727514152373,-0.232702265130654,-0.264568532348027,0.329905380925407,0.980189378871254,-0.702675137952627,-0.0379916219250423,0.0219590577239736,-0.200927625711097,-0.718931701330945,-0.913772800030764,-0.412850277903897,-0.453110536790074,-0.0399139022185427,-0.217255803073641,-1.24557623583888,0.224054908264154,-1.17732264482096,-0.532474633163454,-0.551849903139714,-0.763476871269455,-0.379072778343126,0.447310404712141,-0.707493130751973,-1.00092500423305,-0.172030834661167,-0.634465310059578,-0.0876005385242031,-0.74615571583367,-0.789493859665581,0.793113988889565,-0.257469641064504,-1.55968844287218,-0.124874532313226,0.35396281350266,-0.561078127892095,-0.786853605762733
"SALMT_Sp_2 (GE) - TPM",0.29335604545336,-0.381334879489531,-1.49723253489057,-0.879550366168622,-0.832062522106192,-0.474705327520524,0.661011942867249,-0.0578350004740088,-1.13664051374134,0.69498277923532,0.182714835855965,-0.230462703053649,-0.155296187705698,0.377081089684955,-0.264184704329571,-0.663394887566109,-0.259582487791662,0.412812366065741,-0.191368213673279,-0.613388715305049,0.398652018955081,0.994508827752944,0.572022096315724,0.373798826080897,0.646330354778308,0.883345708717395,1.38312143418325,-0.418294499319927,-0.261454708566246,1.44258490243812,0.310310364145332,-0.395115933905348,-0.626378170350683,-0.188109767416665,-0.227267251072275,0.695675847894043,-0.59451037294954,-0.297945749099008,0.156170455417047,0.533619144016903,-1.45263459976671,-0.626071381346599,-0.57829056089799,-0.396702370219649,-0.739932840347268,-0.817436801883276,-1.1749244423557,-0.132940467314744,-0.702008302032475,-0.380720781748825,-0.921279966456235,-0.671237504726853,-0.464313415885582,0.183286409555132,-0.707493130751973,-0.822296199816513,-0.256633071875798,-0.860878476431716,-0.37921207217106,-0.53865845222004,-1.37224256098797,0.931086788621386,-0.31050143514556,-1.60344530858286,-1.39019259668384,1.0219907188018,-0.851111165436129,-0.271169651242636
"SALMT_Sp_3 (GE) - TPM",1.40663178194642,-0.514985443995066,-1.19214232626177,-0.743308709022373,-0.706063881542223,-0.414006651818981,-0.402604151541881,-0.214995880383734,-1.20222450021082,-0.453828966168208,0.195071782171262,-0.641549814822495,-0.137997112887656,0.735069010425142,-0.406419586551781,-0.701784676905584,-0.460210177491503,0.250033456968247,-0.644580269425884,-0.486149684128972,0.399461903608183,0.150608019436897,0.0678533087268361,0.371769327297494,-1.06101520186411,1.00271986435543,1.02236268862149,-0.140220347718199,0.106314422449963,1.3799139998115,0.0364507073257651,-0.0852614878944334,-0.143693339147419,-0.798518270595951,0.585966830054743,0.188812607942575,-0.672304498651962,-0.1512979853486,-0.0427980815980063,-0.83583351767433,-1.25907167106605,-0.745389479465524,-0.70605803985374,-0.304547923414627,-0.197140127204323,-0.182477459901277,-1.13482136203667,0.138388533972449,-1.47573725901122,-0.401668594063659,-0.653648895236537,-1.14592107241329,-0.372881578761963,0.479365609759975,-0.707493130751973,-0.789725436819022,-0.183493328704653,-0.513001331373449,-0.573354738120453,-0.587896697200654,-1.23764661739987,0.932338793613361,-0.137677685636182,-1.59514388402475,-0.231163123039298,0.446918461853409,-0.569542306019495,-0.436262862690512
"SALMT_Tm_1 (GE) - TPM",-1.18472958837905,-0.917330563849288,-0.20201145782125,-0.267230924465283,0.449913823879001,0.0471798842363443,-0.418137840838912,0.304592983873775,-0.948782415164268,-0.407036355140312,-0.466159993278553,-0.307993005565086,-0.396449655608085,-0.544622698151051,-0.665246754955875,-0.680020410050798,-0.408861218247587,-0.517699156489942,-0.335719194248116,-0.610497947013642,-0.454559495089931,-0.658991736510023,-0.469925951945202,-0.545900255386484,-1.04260889834829,-0.591723196511308,-0.830562322540078,-0.783891265177948,-0.579617437974653,0.447494262462292,-1.04287085090676,-0.635271280051503,-0.413097523928228,-0.656553877234516,-0.420927397902872,0.759866777438835,-0.605228327063857,-0.400283975960675,-0.675348734187282,-0.330240601518968,-0.170849552089018,-0.365125463679814,-0.754303672643385,-0.468024831308161,-0.513877088835778,-0.545435572945478,-0.870915270493441,-0.552401054603019,-0.671570903403649,-0.667992278467989,-0.377700477904941,-0.552274192123224,-0.470926887787346,-0.630377512356649,-0.343518625873147,-0.336072679372205,-0.419396076946201,-0.929345078671401,-0.498326961200481,-0.791560783164623,-0.613653433417466,-1.29861062976979,-0.514083204524019,-0.0372997902749403,-0.237418772160218,0.455851634317635,-0.227795550992356,-0.32158757187781
"SALMT_Tm_2 (GE) - TPM",-0.029275065068144,-0.840385035777404,-0.201412385757035,-0.482611135402569,0.295955353584877,-0.0933918567273469,-0.481940856323827,0.0345431026393482,-0.909809488587121,-0.332497215979989,-0.489037291663341,-0.193576989290063,-0.38117737422922,-0.458605129809805,-0.612077703740207,-0.41814461686805,-0.435643609823043,-0.548622158064359,-0.0863711191937553,-0.581128157985235,-0.56787117593404,-0.589048984240519,-0.739379579284629,-0.437256107913235,-0.618527489356931,-0.578475549002398,-0.862764003059291,-0.901977229418081,-0.24684983958818,0.532447369940897,-1.10155211434847,-0.619888883694229,0.357167002497725,-0.519878083856919,-0.367456233123058,0.501455155782724,-0.397336055755821,-0.354286689540327,0.115860008945995,0.428894515849682,0.0829984393424546,-0.438523625513921,-0.762038222438702,-0.229585725403583,-0.560335527982857,-0.392128446780608,-0.648770887688537,-0.536903716238127,-0.764637120272047,-0.45370732690125,-0.419690607196568,0.170297893918881,-0.42984607967828,-0.636830894600796,-0.312593389575116,-0.364545262724372,-0.364026979335194,-0.667260628088491,-0.497626999887183,-0.26852256980388,-0.694072606410741,-1.04042097759125,-0.452684391781994,0.445977407818357,-0.0779620874353235,1.04862550971497,-0.295492963346848,-0.663163798766361
"SALMT_Tm_3 (GE) - TPM",-0.0686555416173764,-0.817118687795678,-0.383968035656045,-0.368789227255611,0.253482680611536,0.133253802423874,-0.396366969646245,0.329494095856147,-0.752710223173465,-0.678549063302653,-0.466594104944136,-0.335502329813414,-0.36460365395536,-0.44643762654918,-0.57341647043326,-0.518334582758497,-0.536723402519769,-0.651219604650452,0.026591614352926,-0.456035711495558,-0.658343536664445,-0.727386425949421,-0.33173287247854,-0.332586668708802,0.367168383703691,-0.567269376166462,-0.857493824651597,-1.10471331383659,-0.508230080510801,0.738619536203621,-0.954175790379881,-0.584295974230895,-0.0762425654235238,-0.144858406709969,-0.188472060955108,0.459196595179828,-0.49610351821228,-0.31292460307929,-0.444319121081252,0.883881141298144,1.056840669393,-0.0588697207287314,-0.727421097257686,-0.152241034604271,0.355346078411567,-0.752253397601893,-0.412967381412568,-0.436518032407222,-0.131270494506948,-0.301912946264437,-0.00222115125582476,0.755617503196789,-0.309600542530729,-0.619770458479524,-0.410930754289991,-0.356578943456557,-0.403685785477546,-0.866515185355749,-0.161424035637864,-0.615184030069496,-0.281635771623787,-0.642261200679579,-0.431673888397959,0.302654322095988,0.272772432191987,1.05770394944603,-0.421250836493702,-0.549777267795275
"SALMT_Vic_1 (GE) - TPM",1.39426948657561,-0.98337912842921,-1.30645322324884,-1.53821898472515,-1.25709636819719,-1.75497978039173,0.407368300140432,-1.69216209744332,-0.64573028274206,-1.23947312385594,-0.706336040903029,-0.341619182300223,-0.503680483139961,-0.540811101401777,-0.713474801787162,-1.11778859872807,-1.40854253023967,-1.02421072745676,-0.55758138377029,-1.21234161833777,-1.13902093233026,-0.688673818688801,-1.15467946949701,-0.69787462905454,0.593190457620393,-0.53588035950726,-1.03616223472427,-1.174353463511,2.21288012862377,-0.842520995158943,-0.96704310261459,-0.574828521752322,-1.00479734784059,1.61384697534443,-0.481578892999272,-1.40160771980917,-0.204330153662922,-1.0288530032592,-1.0563403746649,-0.862127497332277,-0.0214525913115712,-1.25958566874093,-1.18659713888128,-0.892487955502102,-1.13468281601368,-0.231123900096027,-0.000774294028458194,-1.02707945636028,-0.43671030674209,-0.977903900352271,0.790279371784609,-1.36592442185667,-0.260717324559246,-0.30017294601214,-0.707493130751973,3.57371178963061,-0.514839393590668,-0.635667109128548,-0.391424297290586,-1.25786656448997,0.294623547354117,-0.481892539271122,0.0789064968186717,1.37423653405014,0.953664351273856,-0.247212593685257,-0.0369836242441819,-1.4951595508495
"SALMT_Vic_2 (GE) - TPM",1.66007239405164,-0.796423665041458,-0.938696989433965,-1.86052458348252,-1.50203184048124,-1.91452611300413,-0.76726957827048,-0.946126948540355,-1.40747419214962,-1.23947312385594,-0.575680412397488,-0.864715611790659,-0.443392948499095,-0.667319262204421,-0.949118778691808,-1.20588209169923,-1.40213429393466,-1.1494005912636,1.6256370297694,-0.4041126417659,-0.940159895470696,-1.69219060928941,-1.49192997788879,-1.08007137912813,-0.380092770002613,-0.649050313071435,-0.870537454498178,-1.46101183314687,-1.38241310518815,-0.743528877421631,-1.03903836417124,-0.743552152401181,-0.539580908058058,-0.413398090457495,-0.572058549789818,-0.882648801629008,0.628703649215139,-0.959227535475611,-0.251140906989781,-1.52116701039888,0.308398173161959,-0.774997517427781,-1.22996945435141,-1.2479108748922,-1.13468281601368,-0.817436801883276,-1.15670855342309,-1.2031396421101,0.133261403198327,-1.14131684025839,1.29982422120653,-1.88497217916501,-0.572230076041135,-0.356833520695394,-0.707493130751973,-1.51866788824772,-0.528133618067091,-0.297413179160373,-1.22489345948182,-1.46569878250401,2.67766430204434,1.93396994746834,-0.775782609475741,-0.175808374377631,-1.39019259668384,-0.783906463135836,-0.90412313964992,-1.5655597877656
"SALMT_Vic_3 (GE) - TPM",0.0384559404910738,-0.600204705222073,-1.02429165403772,-1.65386564586966,-1.4951718537928,-1.43149117464837,-1.35076984249466,-1.56294880283994,-0.867639206652201,2.22666646012941,-0.321004672053983,-0.864715611790659,-0.368798203337208,0.1431835123762,-0.308228132451615,-0.965923301827312,-1.10201325522369,-1.00764737793794,-1.86689844895069,-0.213456093001014,-1.13435052527327,-1.17813453193946,0.609896753776965,-0.406214005854138,-1.72457405811679,-0.194831487880435,-0.39932904943325,-0.817703742116798,0.610962199638314,-0.65943025708498,-0.447946283624387,-0.23800846792743,-0.784803298490996,-2.09789439334246,-0.572058549789818,-1.28974505547429,1.74988997431336,-0.773850613582211,0.176205203350478,1.25194309190364,-0.565337813382273,-0.919794208534678,-1.18830866167081,-0.680159654384011,-0.769369257431451,-0.817436801883276,0.031832742586886,-0.548455297421147,-0.432207350002074,0.128207542501576,0.646437763554601,-0.487178886701859,-0.572230076041135,0.486309401307847,-0.707493130751973,0.285773654703415,-0.259488591543258,0.779402232818912,-0.973235239245013,-0.898821771151373,-0.634749850115212,0.427279754771677,-0.775782609475741,0.304717819439262,-1.39019259668384,-1.28509577370313,-0.646564002714133,-0.946195608484131
