"","PA0032a","PA0258","PA0824","PA1019","PA1154","PA1248","PA1257","PA1403","PA1550","PA1619","PA1738","PA1972","PA2193","PA2194","PA2195","PA2229","PA2382","PA2873","PA3054","PA3283","PA3304","PA3303a","PA3305","PA3327","PA3754","PA3755","PA3790","PA3910","PA3917","PA4012","PA4211","PA4353","PA4466","PA4620","PA4806","PA4892","PA4950","PA5087","PA5247","PA5370","PA5537"
"PSEUDO_Li_2 (GE) - TPM",0.877876725643901,-0.572594759594635,1.17701606041383,-0.311974211719458,0.498510541518142,-0.385409971258928,0.936062551046848,-0.632665012448337,-0.365135796681784,0.403786064773977,0.924184002172986,1.28116482857286,-0.157575088854673,-0.359082180805266,-0.38757401071165,1.06515970507313,-0.705056905971556,-0.390503587097421,-0.499301921383994,-0.507866982349986,0.252713132943459,-0.047620716158014,-0.342381769597228,-0.318976209254483,0.405782287520994,1.12544707276012,-0.474174016183159,0.191584900623374,1.17938540229522,0.229820164619049,-0.890809079777922,0.962988785124255,0.511672717139164,0.569392343188493,1.24552892205711,-0.761104087637414,1.1340917563486,0.522257681346323,0.612277193148687,0.610174401619298,2.17236068488491
"PSEUDO_Li_3 (GE) - TPM",2.18330527242339,1.74096891149817,0.803115106670709,-0.628998510669364,0.997585642846953,-0.431468320683267,1.48022709241191,-0.634415731360803,-0.398164723622967,0.993711250807219,0.159913228306969,1.64939565643578,-0.31130631249665,-0.5018063118568,-0.420260555222314,0.317437356364309,-0.934916406161643,-0.330267660492685,-0.410590167124511,-0.180642315127883,0.131790112711743,-0.0529945854557237,-0.157901800409485,-0.626909068758301,0.268261670653878,1.14439915977538,-0.721987818128994,0.0949767879003522,0.577024871177355,-0.824203189184353,-0.247056474478786,-0.318709821023022,0.931473897411707,0.0454515219930341,0.362777115883541,-1.05779644480507,1.08232174583468,2.20637132596247,1.2448383515014,0.0217161578904928,1.16324411806978
"PSEUDO_Mig_1 (GE) - TPM",0.201736557349069,0.326033018617897,0.594177325275692,1.78540060965874,0.597847611019622,-0.509025778347103,0.995514062486796,-0.863980820125202,-0.567968576182023,0.268634356566324,0.840018742011161,0.164442497607267,-0.805655046431721,-0.654100599623944,-0.733430138472315,0.610724732978437,-0.594651868112986,-1.16742163833886,0.0959910643559318,-0.290771154555811,0.732651549109255,1.06791400361369,2.05499561002303,-0.105962783444761,0.916183810860753,0.546801992928986,-0.991323653178537,-1.31566342336317,-0.106960944885202,-0.78875188221048,-0.262691776419017,1.6100331677443,0.565835373659395,1.9396277461033,-0.299288693537647,2.72396784441413,1.55544234811964,1.42891594933537,0.0569963043400379,0.357667736634379,-0.0103261971487624
"PSEUDO_Mig_2 (GE) - TPM",-0.352410207579849,-0.614975588345278,0.300058857984303,1.48939923630661,0.114011473130945,-0.337736902832069,-0.247786610401076,-0.126631545676656,-0.808455403347292,0.128913515677294,-0.13522385199521,0.270375973791467,-0.661606909991402,-0.701265112463843,-0.729395768224747,0.91233586273863,-1.01593020274333,-1.3353339543194,-0.211478754621882,0.135686196103185,0.184546867857369,1.5717239106455,1.23401065090486,-0.167263341273324,0.675553006072736,-0.00793816902679385,-1.022393968784,-1.33626448251074,0.0839970838279469,-1.36026726571051,-0.610985152397849,1.32312892840754,0.716624324635467,2.26162359868572,0.264639607023763,1.153156251836,1.24074190335235,0.415393924057289,-0.0647236868180285,-0.241559657398756,0.837797940610282
"PSEUDO_Mig_3 (GE) - TPM",-0.626591133274085,0.0707742932548263,0.251823381530399,1.42445493377987,0.553676830471942,-0.330445332601307,-0.83115119486207,0.292305685718408,-0.916274352424878,0.199192825426482,-0.012404500313978,-0.680333196443112,-0.679810295995986,-0.646946173384564,-0.774078916590595,0.87708706486441,-1.1078499726646,-1.32896904701648,-0.250051779950435,0.220434538928964,0.283343098892138,1.50979121131163,1.25341831965289,-0.406951309187681,0.298628003059915,0.0565330233549699,-1.07911712082279,-1.83829493502377,1.09893650152184,-1.3757830044976,-0.649512343277543,0.447952668354309,0.949459838707907,0.597064029341477,-0.467755363036169,1.19322245639873,1.34751214720723,0.620263230411815,-0.333154701894465,-0.406150448888669,-0.185833904744268
"PSEUDO_Nd_1 (GE) - TPM",1.24700938014576,1.24782334486169,-1.33730401802001,0.0165944251355002,-0.785182063340147,-0.979705397975977,2.36215361760332,0.287029006171453,-1.71441648819572,0.0464062950578218,0.23539336400379,0.505889271554361,-0.740916927833445,-0.677673477423268,-0.637623108178924,-1.26142204203611,-1.08956446691919,0.875263816775012,-0.121362866124785,0.983651637695054,-0.815459947618326,-0.0562950867943843,-1.39005965923719,-0.410316686368061,-0.0322514518135945,-1.26803989043031,-0.966149119055369,0.740415489297574,1.04081483284305,0.0986404502331452,0.124005314390187,1.45231628806881,-0.695556382305786,-0.957476703746107,1.65558818800842,-0.696337880312421,-1.36481979035206,-0.725939393028663,0.641008798678567,0.207648316261366,-0.733973534918564
"PSEUDO_Nd_2 (GE) - TPM",0.776630401060634,2.89015561352259,-0.172480474126423,-0.391431068762431,1.44160058899791,-0.97446953980853,0.327688347862399,0.544433641715677,-1.71484542096289,1.11605357898793,0.210890120949467,-1.23511856453617,-0.855816568472168,-0.543905374041307,-0.755662835007601,-1.4136802739043,-1.00232657108935,0.204793285662227,-0.103880249484438,1.46095494406985,-1.1021119879832,-1.45738601371572,-1.68917526571569,-0.399458721930581,-0.776212597792857,-0.635918509713353,-0.740376536995946,-1.4043839705008,0.287781561260346,-0.380194345695714,-0.972360630206903,0.930820041559551,-0.558726554700677,-1.06489264891677,1.77286300381409,-1.24375085766076,-0.249023384182214,-0.0626856346729761,-0.159950815299693,1.23789950995384,0.413997440025476
"PSEUDO_Nd_3 (GE) - TPM",0.0162598605829514,0.629585688663185,0.294444719790369,0.553056582006569,-0.178084697310892,-0.47537977611689,-0.0587699679498683,1.55938229132235,-1.51914598983955,0.936952054721901,0.524654135923735,-0.953173945146897,-0.743538161590447,-0.561317134840601,-0.592375222085951,-1.16502783606762,-0.503032401891884,0.28137197135366,0.0691641837118556,1.79465801325407,-0.458609895468509,0.201478831119177,-1.15876472131558,-0.648860002335355,0.192331914752296,-1.08025264409337,-0.748757743672356,-1.86519584891802,-1.17586891515833,0.0504127555333899,0.0766752928472499,1.75187472111601,-0.427624216325756,-0.594972609860653,1.44881779604164,-0.909856681593145,0.348017511051522,0.0971032210833956,-0.482028515116451,1.89571719724684,-0.456860843319081
"PSEUDO_Ns_1 (GE) - TPM",-0.163181134057679,-0.575020635626903,-0.186286801999634,0.969912293930844,-0.0180909062089352,0.0913001704720954,-0.16100758696306,-0.660089564120099,-0.217888769656211,0.105991250863288,-1.37448683707055,-0.80775676285774,0.123476987422193,0.059692180070336,0.586852015897865,0.321060099711545,-0.689975806672487,-0.441841305758881,-0.229287837775271,-0.394849937610989,1.33501811338246,0.990285988660533,0.71863794333391,0.244460353149608,0.880080657255667,0.0359737561248934,-0.166498835904837,-0.328289069201372,0.380117958127506,-1.19145962451845,-0.469386222820392,-0.964783298712062,0.288997680071493,1.1309510852286,0.758161733726124,0.96177526284485,-0.157479346868527,-0.215572112786968,-1.32852154907638,-0.0323561687400461,-0.694380773927358
"PSEUDO_Ns_2 (GE) - TPM",0.407747970856579,0.185321387033533,0.881374426398579,-0.399951597362184,0.272690446299556,-0.170250191816232,0.150934555827611,-1.48446259787773,0.123800729468016,-0.0783719096585126,-0.603084411199737,0.545709219241183,-0.099340439315678,-0.183781580989114,0.31046565610509,0.607691081718778,-0.778123440148384,-0.307980152841775,-0.424258944594183,0.254867460081932,1.43990411400536,1.8636443734588,1.31550435120415,0.723055709490252,0.306774148442923,0.562328872611726,0.131271464248519,0.355321633600745,0.919428579534726,-1.12528376331064,0.325232506658022,0.0853101535473692,0.941724024585116,0.61578106991621,-0.144022335281442,1.81815613219025,-0.223371692652067,0.0340834239809616,-0.721640974930706,-0.119393336561922,0.204312382152789
"PSEUDO_Ns_3 (GE) - TPM",0.702241727549391,-0.334249543510423,-0.124868810496676,1.16297825781159,-0.72242108315676,-0.28260612012677,0.0485779096072555,-1.16400303502696,-0.260326828589142,0.288487650728203,-0.479030101182262,-0.656587057128115,-0.0920394975213307,-0.255532837481478,-0.033334533260219,0.427580964354691,-0.831119957058083,-0.697988198707907,-0.432408448034487,0.362646975969881,1.56540735020836,0.546861884785148,0.867906380604362,0.207752291946416,0.0751751458020137,-0.0815313116044076,0.144687066619032,0.638600306403927,-0.31240888913342,-1.41995387286924,0.739853321680052,-0.658588495473144,0.559787491423391,0.610446693244632,-0.0507696273365124,1.47499269378498,-0.120331796068025,-0.0401269397823074,-0.789753874552276,0.243183620287658,-0.451551027663607
"PSEUDO_Oss_1 (GE) - TPM",-1.11013251388609,-1.30579128042264,-1.34954540506442,-1.64354215969966,-1.31352078241929,-0.521467593868531,-1.51507243571123,1.76923298832372,1.02568730457591,-0.820350144495469,-0.803444293178009,-2.05518433840827,0.657182607634715,2.15390343694556,1.76232730465657,-1.53820065258839,0.843057760851441,-0.428413136152116,1.58952635571565,-0.807016995374474,-1.62834572141937,-1.53109761225812,-1.41545274747669,-0.389730976114996,-1.47995409846811,-1.72910506559655,1.16304167093533,0.653319927321481,-1.12048053099025,1.65082360616531,1.85364117163096,0.928808747801333,-1.56304826463692,-1.12799051271527,-1.00313143154837,-1.32752597312052,-1.73707600635036,-0.435695368080783,-0.663885990392018,-1.29302109889153,-1.39638526624322
"PSEUDO_Oss_2 (GE) - TPM",-0.745524762036277,0.173292253725269,-0.769209529557141,-1.82479478090011,-0.252560629585715,-0.164919286264942,-1.4063641337834,1.65302140904261,0.856849894529772,-0.728064101155119,-0.0989541569059579,-1.87362233554635,0.58524790691733,1.61540368043199,1.37476958784089,-1.37234503956517,0.721419535372164,-0.61438932256038,0.65418878107205,-0.613638990381801,-1.55607946786415,-1.57716617234766,-1.21222417432963,0.133914012517184,-1.81203327690861,-1.59308557085496,1.08775931257507,0.387095682756511,-1.95048385942618,1.41189662602515,1.02935738524606,-0.305596479593128,-1.9105582978256,-1.23802879658216,-0.54777126497437,-0.978577193358237,-1.09015314386199,0.081940222151173,-0.299242113014714,-1.71322650160287,-1.34675649900618
"PSEUDO_Oss_3 (GE) - TPM",-1.72109811241213,-0.776587796437117,-0.719246803957319,-0.578743310892362,-1.23571098590071,-0.327267828497137,0.0564009108921611,1.45472126170659,0.733351258747733,-0.84300620939453,0.458778248309667,-0.209203481634101,0.360953134969198,0.878424161722703,1.11144530472929,-1.91476504326088,0.565500609587781,-0.631383535676594,0.350349751361438,-0.592215972473558,-2.30566265794358,-1.11031380270688,-1.52388520071428,-0.328331546023369,-1.92437048213729,-1.53676574656406,0.577559596870023,0.344345453537668,-1.9360810218086,0.470664111300801,1.70387182895028,0.326424397599391,-1.90806256858449,-1.13319113672465,1.01231438711124,-0.858971999193607,-1.48618403717091,0.622144905183518,-0.156266295272368,-1.00157156250161,-1.17236837820529
"PSEUDO_Oxs_1 (GE) - TPM",0.696917177373032,1.50118606191049,0.0407872803230114,0.542926735928545,0.0495578974946326,0.0809329608799532,-0.0552074828000703,-1.05648951145487,-0.162748531357876,0.113368946359302,-0.584816006114195,-0.512176645885767,-0.465477938663632,-0.520224901539239,-0.65558387592897,-0.24464974824852,-0.511522713948976,-0.36562477896508,0.283219969003562,0.163349028686489,1.53443892404041,0.479009197896387,1.26046612988221,-0.383319214270691,0.141374129268397,-0.328416863381398,-0.430803614722701,-0.452650597529179,1.1466991155756,-0.284333242080617,-0.903608995864732,-0.159731480177425,0.320269728300764,0.554215847426575,-0.413928147124835,0.218614796241478,0.741815570693303,-0.135092919234512,0.330213896597265,-0.307011270779246,0.865671252854467
"PSEUDO_Oxs_2 (GE) - TPM",0.498109840633171,0.0783983171635948,-0.188930344847589,2.26475356140607,0.111579585355785,-0.172735008810324,1.1854216987101,-0.589110130052465,-0.0909051599339281,0.18627795885032,-0.679427157024733,-0.756728079088097,-0.313799438421197,-0.459442874630547,-0.612486155104547,-0.0369698586562475,0.232434404253752,0.189611784322325,0.254109300252443,0.791380399537657,1.07929297735443,0.762931744940146,1.04736576402846,-0.107916864010874,0.660847953218032,0.326026871281258,-0.360381442562808,-0.00723053679083263,0.516023554277031,-0.463649951391107,-1.00893213553211,1.08585256280795,1.2925815316304,0.432113061847469,0.0598262018746868,-0.22658415724862,0.228291110598202,-0.318205449272825,0.655429386349741,-0.222142968267504,0.385838626329355
"PSEUDO_Oxs_3 (GE) - TPM",0.05417134015108,0.273147276877528,0.063826428806027,1.27203226728651,-0.690761973870575,-0.0882373172070323,0.243446068168868,-1.50688813584526,-0.0493800351916871,-0.343137393530357,0.659309846397389,0.502592271605994,-0.247179562365192,-0.43300350817124,-0.560196439008327,0.479244486478115,-0.342559641283133,0.520511113618979,0.192716298396923,0.786427484293141,1.27805309115848,0.696928612233644,0.586033827806613,0.13409015304388,0.260465332889818,0.173403039332967,-0.388496136664894,-1.12998842916213,0.231710323536634,-0.572525361270679,-0.448885535010651,0.31672481004079,0.424737255048637,0.796563625614918,-0.136223494454218,0.44865279638699,0.93459937746375,-0.507167026288657,0.0905555490586868,-0.466843228790404,0.124607758175778
"PSEUDO_Sp_1 (GE) - TPM",-1.4686726859659,-0.54179269328382,-1.65487724816211,-0.72849237875125,-1.4459430444914,1.36053393194397,-1.63771850226428,0.136127221869519,1.39883159019804,-2.00071266867681,-1.58829183176935,0.321484443689845,2.68588794089686,1.45578887090056,2.41024006345238,-1.49766614107092,1.85774985725703,0.496997971505697,1.43948629593769,-1.59704977124083,-0.782098586765651,-0.941281394816976,0.19179530351306,2.55350905099951,-0.864928658957376,0.237414174421846,2.45546243606381,1.76255219133324,-1.24497958485763,2.14208998755622,3.07784144610404,-1.72493098151165,-1.16471386564842,-1.15395968143893,-2.21542062439774,-0.358390880850024,-2.15536650215574,-2.10266684844106,-1.73421855933184,-0.896101834187092,-0.787551004150013
"PSEUDO_Sp_2 (GE) - TPM",-1.93788829772877,-2.04901932171598,-2.18705053056159,-1.42781755625008,-1.33920859906842,2.39267623389855,-0.792356160620129,1.36239418237861,1.85810756243213,-1.30508271966118,-1.92600444266126,-0.0353152904075794,1.83530672799948,1.22519673404744,1.48932169945414,-1.41360327275486,2.12569719377151,1.29269330566955,1.36401270990123,-1.61233179545854,-1.33618829658755,-0.591999115144022,-0.0511004367846794,2.85639107098,-0.246150769938688,-0.74475268714124,1.7042973899442,1.66391512690946,-1.11349688962972,1.3558405967492,1.20763228020792,-1.47385254243313,-1.52359132681191,-1.85787858248975,-1.95295778970352,-0.644936440767806,-1.18909979350094,-1.92117831664034,-1.44525548853297,-0.114497372900662,-0.890154324366163
"PSEUDO_Sp_3 (GE) - TPM",-1.37057284659682,-1.18879918868481,-1.6602767618224,-1.22394776182926,-1.79635041027113,1.91107264151943,-0.565801178930114,0.41900274894613,2.00927442573312,-2.0420226797632,-2.03205475910173,-0.245333739221622,1.73179749052106,1.21548456589318,1.88955869531983,-1.42820462593281,2.13221133022154,1.15418251495736,1.81012315179865,-1.57961329578241,-0.152665319159495,-0.228056772141921,-0.578978993173201,2.72165877135918,-0.441912201264796,0.0724335239916747,1.84975384852931,1.95713708814241,-1.44006036423536,2.72546994190004,1.890076589402,-1.61382039649406,-1.48710746876255,-1.05574418056132,-1.0479681455568,-0.516316386818936,-2.03746788457434,-1.70572160022045,-1.8614799505906,-1.38546957282038,0.36630857710507
"PSEUDO_Tm_1 (GE) - TPM",-0.914486439267732,-0.0698118421126504,-0.61768448451546,-0.830864125615292,0.0667335171571803,-1.61397908898065,-0.668520368131385,-0.188596925643966,-1.55255640107013,-0.818458233020716,-0.15802041849174,-0.535117494021169,-0.745824564726679,-0.705372970243908,-0.827384208235622,-0.292431720938068,-1.38702691254135,-0.146735621166313,-0.877218480397189,0.497494647128332,-0.986118883836723,-1.24301594383095,-0.656744224229863,-1.11465388984757,-0.802028633934017,-0.683690290562931,-0.880657932774682,-1.2861579669997,-0.0463550265590018,0.351139998702988,-0.99705068940298,-0.182448885261265,-0.00772674967929133,-0.423129355285646,0.00951378551561727,-0.723499252344581,-0.0305917363257411,-1.01073578553448,0.247203752583991,2.44651833714458,-0.258653790470222
"PSEUDO_Tm_2 (GE) - TPM",-0.616897025721042,-0.833655522400409,0.173622914573219,0.40814286294641,-0.029882707063059,-1.63902679639743,1.47110661692424,0.387031663617182,-1.56540963698849,-0.66084205715038,0.0486421254839182,-0.976794889153363,-0.747603879917322,-0.745810196617622,-0.805054032866103,-0.0900818400499284,-1.31501826449065,-0.215339398913383,-1.05371345420542,0.985064783234722,-0.474980413794078,-1.13604951760463,-0.405924937454489,-1.07706262275707,-0.0145890556279534,-0.329170892163523,-0.784578657132048,-0.500843602392675,-0.258560596129912,0.798150102918946,-1.04891406663421,1.43978083440382,-0.0895205452316559,-0.222071686456012,-0.867420391979899,-0.594602431991101,-0.160120929537256,-0.749148214255607,-0.342216211231195,1.97684003850612,0.572540837228692
"PSEUDO_Tm_3 (GE) - TPM",-0.176529023550394,-0.783631198383666,0.172437650106651,-0.554279537388933,0.421675043582691,-1.3869671314477,-0.873312333526899,1.11058258560244,-1.55189013491951,-0.772508279022141,0.0715139903097025,0.11787949348935,-0.695711005752801,-0.689241487148122,-0.785243863289194,-0.211157595057431,-1.18850828319923,0.101738270268762,-0.503328241811755,0.909913497094118,-0.614531197805864,-0.77604882737414,-0.0937814414576908,-1.05573879136136,0.139317168750911,-0.300792579112424,-0.842050579579866,-1.01163143668251,-0.0644595575479612,0.217543024500151,-1.49502111420139,0.400608235629717,-0.46332886277409,-0.578094794344446,-0.760111607306155,-0.578986324529617,-0.0816109055516343,-0.648229682428379,0.658324895551857,2.26061138389256,0.237220059175954
"PSEUDO_Vic_1 (GE) - TPM",1.56114823433174,0.739925206512527,1.97779912000422,0.0988354263892703,0.597232648774566,-1.05217389177561,0.38898686115652,0.707318845481887,0.64059697362527,0.663178856344955,1.72761198192436,2.37934479383853,-0.691102822768523,-0.68065952246453,-0.649445792583945,1.2604009015302,0.366863007733281,-0.742083871523262,-1.0811308530131,-0.814074226192975,0.247692297960937,0.0311041213976838,0.289077787917944,-0.704279938904452,1.39042420636814,1.10552621138886,-0.465169693429678,0.0490938697600651,1.72704861866021,-0.49045040554551,-0.647070813717238,0.670476218976125,0.484815098810047,0.417092971915461,0.631896384024232,0.679707083574306,0.247101246822465,0.848709933263435,1.53332770343615,0.562576639894379,1.50616911981365
"PSEUDO_Vic_2 (GE) - TPM",0.0517068135650702,-0.2045025651988,0.221071672236119,-0.147974483385985,1.15247735958911,-1.26098528553042,0.534215601195068,0.211032768299489,0.327957144182676,0.516623724511688,2.21509918405547,0.0295499666364168,-0.776365473987354,-0.783656630016022,-0.691175168334951,0.799827535290718,-0.177282499286132,-0.581833035606624,-1.23509166055472,-0.793101637220152,-0.106118519034166,0.190373685619163,-0.114508026796871,-0.965251677305981,0.829954244956182,1.18820009079315,-0.604467125871182,-0.284576033646845,0.925608667398961,-0.647437021146527,-1.10916432642817,-0.917136882656785,0.830764707031778,-0.872583053308457,0.458750345829474,0.086455937467354,0.743225587404352,1.69001401772785,1.0726815411479,1.00341196637358,0.73599592426345
"PSEUDO_Vic_3 (GE) - TPM",0.048417302374408,0.391832838736279,0.734421324297073,-0.0794973217294476,0.48327004818246,-1.00875980432889,1.39215548953418,-1.25222651628622,0.56229631805786,1.26843415253759,1.20535465218784,1.12837361838278,-0.722494442676002,-0.690974058845514,-0.664766818676953,0.628889173563313,0.139859473425377,-0.727343101090002,-1.24496428885231,-0.892637563923024,0.047297734845457,0.213727513789089,0.182857278542702,-0.809969890023932,0.949563584441308,1.06483816845969,-0.776783004358865,-0.76012193376385,0.235704652950536,-1.07232656607209,0.0946477831298357,-0.393769755020773,0.413508621576527,-0.347176211017034,0.0955132462152841,-0.274407865410517,0.659143633509081,0.990367601181826,0.690112529240359,0.329063326236111,0.74467658769284
