"","SAS_RS00425","SAS_RS00605","SAS_RS00685","SAS_RS00980","SAS_RS00985","SAS_RS00990","SAS_RS01240","SAS_RS01255","SAS_RS02130","SAS_RS02270","SAS_RS02690","SAS_RS02695","SAS_RS02700","SAS_RS02705","SAS_RS02720","SAS_RS02730","SAS_RS02735","SAS_RS02740","SAS_RS02745","SAS_RS02825","SAS_RS02850","SAS_RS03040","SAS_RS03200","SAS_RS03500","SAS_RS03505","SAS_RS03510","SAS_RS03935","SAS_RS04010","SAS_RS04090","SAS_RS04235","SAS_RS04245","SAS_RS04250","SAS_RS04280","SAS_RS04640","SAS_RS04645","SAS_RS04650","SAS_RS04780","SAS_RS04875","SAS_RS05085","SAS_RS14550","SAS_RS05165","SAS_RS05385","SAS_RS05390","SAS_RS05495","SAS_RS05625","SAS_RS05685","SAS_RS05800","SAS_RS05925","SAS_RS06180","SAS_RS06190","SAS_RS06210","SAS_RS06235","SAS_RS06245","SAS_RS06320","SAS_RS06410","SAS_RS06550","SAS_RS06670","SAS_RS06985","SAS_RS07115","SAS_RS07560","SAS_RS07575","SAS_RS07595","SAS_RS07690","SAS_RS07695","SAS_RS07715","SAS_RS07800","SAS_RS08355","SAS_RS08600","SAS_RS08660","SAS_RS14690","SAS_RS08670","SAS_RS08750","SAS_RS08995","SAS_RS09095","SAS_RS10285","SAS_RS10295","SAS_RS10365","SAS_RS10505","SAS_RS10715","SAS_RS11000","SAS_RS11080","SAS_RS11260","SAS_RS11510","SAS_RS11515","SAS_RS11520","SAS_RS11525","SAS_RS11535","SAS_RS11540","SAS_RS11545","SAS_RS11550","SAS_RS11555","SAS_RS11560","SAS_RS11565","SAS_RS11570","SAS_RS11575","SAS_RS11580","SAS_RS11585","SAS_RS11590","SAS_RS11595","SAS_RS11600","SAS_RS11605","SAS_RS11610","SAS_RS11615","SAS_RS11620","SAS_RS11625","SAS_RS11630","SAS_RS11635","SAS_RS11640","SAS_RS11645","SAS_RS11675","SAS_RS12215","SAS_RS12255","SAS_RS12330","SAS_RS12570","SAS_RS12660","SAS_RS12690","SAS_RS12900","SAS_RS13070","SAS_RS13085","SAS_RS13185","SAS_RS13240","SAS_RS13295","SAS_RS13675","SAS_RS13760","SAS_RS13775","SAS_RS13780","SAS_RS14205","SAS_RS14210","SAS_RS14215"
"MSSA_Li_2 (GE) - TPM",-0.214904633995816,-0.349934193294741,-1.70626571363593,-0.998264920921,-1.01971200033737,-0.827390471392087,0.0973561624929955,0.154656944770984,1.53197102069928,-0.498288724359867,0.519099816425744,0.852618341883482,0.309454794891478,0.395661106916768,-0.022027941823967,0.748096627115836,0.319914565576721,1.28294463239864,1.27063136154249,-0.247360203014165,-0.0685069036999397,0.0128545243860263,-0.685676904340647,-0.746589439455734,-0.87995528274018,-0.593293591147858,-0.970441489201085,0.547228175098928,-1.20720044621325,-0.141867935241516,-0.387474148908592,1.10057245982854,0.72346274943853,-0.742923995115473,-0.915809049485829,-0.267215663161446,-0.736824099962257,-0.512881128385403,-0.655871760228557,0.321427769178573,-0.34233976568139,1.83563682801603,1.4619141420405,-1.25849466126822,-0.680242477530605,1.07868307376124,-0.112351994827715,-1.17956877550635,0.359830340674577,0.155686589917396,0.83750643076209,0.00288455289761911,-0.819127042717111,-0.150638026588226,0.202648371727906,-0.654749636080897,-0.527390946709973,-1.5100646377611,1.13611448224864,-0.0594247603101286,-0.645201793804926,-0.0494821384522634,-0.876145946594517,-0.83042418197562,-0.0113092452706217,1.96468975925665,-0.0344992148813785,0.323361379456761,0.493835655880363,0.259881881363856,-0.958250032252714,0.186720313227226,-0.799872932524003,0.403829999261695,-0.339824377206528,-0.352793058548944,-0.285657586255016,-0.84590037331869,0.101632274381775,0.604618501625228,-0.510107323815198,-0.76320662860728,0.430764138607985,0.5322051467981,0.448524589326693,0.301126244779711,1.16526611182404,0.191897838493944,1.17418459374162,0.312743071460152,0.908613037528954,0.567672768665359,0.69382505868816,0.453475732436612,0.618404710259127,1.31069194799177,0.7528197302557,0.841147838259432,0.653428807797131,0.33985210888129,0.221083954441377,0.652912595259693,0.732770828605819,0.898689698862641,0.40589997931438,0.386566379662176,0.71421798540462,0.695051176550826,0.531987104980782,-0.725192949152449,0.0368062909929768,-0.484921746427393,0.236227633678476,-0.715373066132695,-1.05496500488141,-0.553576249489122,-0.944610034423111,-0.821214978615977,-0.295393698143627,-0.720348715521327,-1.05210726771461,-0.147264650899594,-1.10447544652044,-0.266173164935031,0.964009178239831,0.130357399107583,-0.923302638611937,-0.790241720479455,-0.886142090151067
"MSSA_Li_3 (GE) - TPM",-0.3980427254637,0.142760974089451,0.606812532680242,-0.732332953133834,-0.481684214203238,-0.575798374518669,0.317636817491084,0.118521489069588,1.50487731374672,0.900003065645833,1.76604559994887,0.327476025239671,0.0780028853293511,-0.0529040089077989,-0.383422988208465,0.508407408412614,0.445137179453289,0.825585909578366,0.478778363361698,0.700064934897232,-0.431362635955961,0.346420646285062,-0.780031963841332,-0.865117889717346,-1.00986166382766,-1.45882156803583,-1.08893006648064,0.679224433036532,0.0391891011610981,0.528178746774039,0.590767903521646,-0.45826014449858,-0.111537609673722,-0.24643283178458,-0.739221752860414,-0.950221786564522,-0.595185290419671,-0.567607800704864,-0.674224503250412,0.483195580905756,-0.0751911331443175,1.01808530153889,0.888832484873674,-0.13876826492389,0.218204246863153,0.989389137435045,0.896192810008564,-0.832484524166348,-0.981716422659471,1.04706096413975,-0.238715082638181,0.210822655337044,-0.713187991422472,-0.122743417274372,0.855583935531091,-1.19225065909671,-0.507902208643916,-0.824395697163752,1.54702868746477,0.893591116580033,-1.06787668803557,0.32360557519353,-0.684898109607572,-0.67102354161668,-0.453828980155119,1.07692841714931,0.0551804257088014,0.644508260423855,0.0923710865164114,-0.100557566740169,-0.771320406267086,0.0644160878063542,-0.927655762384277,0.074339823362165,-0.133776469941801,-0.855571785559038,-1.52649021759572,-0.936114978388536,1.7203715007204,1.90962197090234,-0.534655432902319,-0.106548127056108,0.309112925833403,-0.0425952961658689,-0.213386906579426,-0.0907162970646294,0.00445463177080597,0.123318345549326,0.408420739810872,0.460520075231469,0.31622994086424,0.052630857912606,0.187799319565169,0.154598674814531,0.0401704682377768,0.767178962667068,0.142273393565181,0.359477578004702,0.254178788758073,0.277894907403008,0.147736520918601,0.24658241694015,0.182063910720973,0.277035107108264,0.189960586376131,0.58459956347534,0.455357938254087,0.190169048652639,-0.0959944770208589,-0.898702906202204,0.261323880338057,0.0775854654881704,0.236594240334882,-1.01170724010149,1.0289220133467,-0.667409832577185,-1.13169514735033,-0.653195262615246,0.92691025002317,-0.48273903643902,-0.0266769425543671,0.879231285929934,-0.0982621421902057,0.00534537587327664,2.02482936550598,1.81344669065703,-1.00224377764531,-0.733586106700075,-0.859256241260675
"MSSA_Mig_1 (GE) - TPM",-0.694914011788071,0.959241659460546,-0.0210907979103445,2.18078436629964,2.42458059049748,1.71965365135758,-0.797445973933164,-1.28402088164938,-1.58955487749623,0.304306560518403,-1.68981849412612,-1.58221175461541,-1.44426436080932,-1.43946727971704,-1.49441553514313,-1.46056233232749,-1.42278918641398,-1.49421090752967,-1.80518949104607,0.860445138533863,1.02697833646724,1.13041471582259,0.333438726599831,2.84703039760335,1.65421597928365,1.57205229872929,0.221228111152369,-0.663958628188697,0.416140825271907,0.290710472601492,1.09890990199898,0.69582717148459,0.562378450984017,0.915023457240938,0.436886768114814,0.785693806105294,1.01150069623626,2.71958261661527,0.470220128661244,-1.40500709543584,0.35340437668015,-1.80920157462386,-1.45163721625118,-1.37487425769338,-1.31754679654165,-1.01833949726008,-1.28522196178853,2.00592366311733,-0.704002318491582,-1.54158537596604,-0.253954277626153,-1.49199366774037,1.56519961753847,-1.31342294396437,-1.48435219115049,1.6380974602606,2.38807769626459,0.914184722111795,-0.406908505217117,0.931354907639636,0.139165311297517,0.808493168795013,2.02603825241592,1.82847884835761,0.331445686773705,-1.0244930876547,-1.61356879372993,0.668149405804963,1.9809543926059,-0.948699872878772,2.60056266347062,-1.47343851628526,0.449654935659031,1.09239879939603,2.44714336597088,1.27593535066826,-0.138788527900663,0.884205390697914,0.360897876776897,-1.49909439377681,1.23277764690737,1.05519803394279,-1.63757970492032,-1.65758260344395,-1.59426118500414,-1.54397439537347,-1.54948635571598,-1.47438539435918,-1.44589126378617,-1.50140336616309,-1.35985778706548,-1.47331708849188,-1.37002349050434,-1.37094656308521,-1.39997594436166,-1.39123796081674,-1.41762002885114,-1.39202212720674,-1.39049444631554,-1.38830209561669,-1.4034394423861,-1.35401706572356,-1.39081375714514,-1.36072577862782,-1.35996516151322,-1.39155479397342,-1.3899441785858,-1.42714746540829,-1.27867082676919,1.16887109985316,-1.35737125005809,0.854884755743867,-1.20809476462295,0.339085862146842,0.512627038453701,0.616881321190069,1.58224166874826,1.4430717546983,-0.374461408611725,0.778618755273993,0.676397780359437,0.725352772306718,-0.319054050518284,1.32937065252045,-1.13460752601171,-1.15041089697283,0.459731222533948,0.361956875713706,0.0864726089409723
"MSSA_Mig_2 (GE) - TPM",-0.979871939193245,0.208110752415856,-0.736573114305677,2.61325042861969,2.43709930877934,1.75520908477069,-0.909681265705456,-1.18213761530676,-1.62283691249943,0.248364199838841,-1.5937169779002,-1.65826110009235,-1.48597676568863,-1.50639259433759,-1.50324515943164,-1.55632790845618,-1.52017399661704,-1.57978209273228,-1.85260834200554,0.673839492170143,0.66674229632817,0.913730487456316,0.486708230297028,1.83185298443362,1.77411118241848,1.54838713661627,0.644535635927144,-1.52291020396985,1.22262582044566,-0.422078710357932,0.818773100435165,0.983958392370276,0.0621559741764615,1.58172524665336,0.377616933092738,0.172235864533228,1.51174947756931,2.20362355171849,1.35178322153453,-1.62765574689331,-0.0130205562863126,-1.97988313404833,-1.64613453936392,-1.56582479306532,-1.52321449322081,-1.15802218739044,-0.285265089426799,1.65741809221117,-1.82085084753617,-1.52840971425042,-0.636777944264235,-1.43284529449814,1.58064943527396,-1.36770071338649,-1.44251300881623,1.09600147111024,1.57903533144194,2.12296250972809,-0.902577770023913,0.693796431813268,-0.247329165185001,0.317030187422452,1.75670524844076,1.67884571116066,1.13448202582985,-1.21693057607311,-1.78518496980031,0.829202734284282,1.20864818087629,-0.556265672721898,2.09667998424083,-1.49130324564237,0.162193460820317,1.09280595344389,2.6184173575466,1.47061432411946,1.06642814176727,0.786659705971942,-0.151819848211503,-1.57117253019177,1.1440464430866,1.90713576088398,-1.7256375984814,-1.72441537118992,-1.63952454568225,-1.60953222259095,-1.71441393649161,-1.55028211412,-1.60125742979321,-1.50206732966931,-1.50671108966031,-1.55344132506873,-1.49831423849452,-1.49950630397087,-1.53506664573792,-1.53102634387629,-1.49515649445021,-1.51776769902564,-1.45128473219865,-1.49069744533246,-1.45267298697311,-1.48008213073057,-1.44919776835427,-1.45306585771865,-1.4492512311057,-1.40428464066578,-1.41817498011707,-1.45166226239082,-1.3335909420387,1.49691164790703,-1.55229456182967,0.979977277310741,-1.20543296390369,0.766213439539531,0.898701792734812,0.860409030680065,2.10759124070946,2.06994597630628,-0.760645563304386,1.84047102450385,1.57362919853563,0.466560302974479,0.753913749814113,1.33022648480135,-1.15974233974885,-1.11531147993331,0.60989287712884,0.4795163483159,0.167271946777757
"MSSA_Mig_3 (GE) - TPM",-0.322366525413771,0.882908359482416,0.911970177212518,2.39441752857782,2.24080250713714,1.69564234547539,-0.970724287716179,-1.16714928280057,-1.55426657788089,-0.0630809801307482,-1.54874778925822,-1.57785315794262,-1.47544446839533,-1.52549398393982,-1.38977145840948,-1.55635534890271,-1.51272357217193,-1.56888280864739,-1.91328464632036,0.30639290026412,1.07385733442358,1.58718311564238,0.603903288223044,2.49827608140505,1.80290814960881,2.12314349768182,0.684304114010086,-1.60826213409771,1.62476510943034,0.215141575301452,1.58651404781613,1.69167650534952,-0.156390562564579,1.05817474580585,1.14592725744839,0.874298117955789,1.19899223861146,0.463960999717418,1.27739811180412,-1.64475662358158,0.213593460156287,-2.01138352031502,-1.66772139806315,-1.5272338442656,-1.36180927577185,-1.15545140941561,-1.0810072705392,1.04066817943422,-1.44748314847271,-1.71241734667015,-1.17640846824754,-1.44266406413595,2.8111546549686,-1.47600804828755,-1.59127005446946,0.270300261176336,2.14612764401955,0.424795789253368,-1.14918500285462,1.16377435629069,0.7022538557036,-0.478179370736779,1.76029216059731,1.76535584449457,1.22415926522362,-1.06976451117309,-1.76047485681061,1.8171016655798,1.96565222523156,-1.07724504669149,2.04781499273629,-1.43638922822855,0.12729116763769,1.20035628718173,1.84576933816316,0.105496033111621,-0.158741286502661,0.919284689064257,-0.3136658657341,-1.52760678435577,1.26779911791205,2.94582565863526,-1.63261929022177,-1.88139881068428,-1.7362097401525,-1.64203217948599,-1.73537349098726,-1.6309033533506,-1.51285865178747,-1.53480040172356,-1.5746934763192,-1.57318800123734,-1.4900515691941,-1.48868729292248,-1.47846832583122,-1.4214264247944,-1.46812737858648,-1.43098084449812,-1.40951328544802,-1.56693158857751,-1.56092622345856,-1.38515022838004,-1.4494242696023,-1.3771217304788,-1.39116747050519,-1.40634753524879,-1.32583967907089,-1.26108452867606,-1.32201374816781,1.87789595218846,-1.55508763178069,0.899282006036747,-1.17510430231366,-0.0835535919227709,2.20975496705101,1.11810073006646,2.85872541900396,2.48526940740002,-0.675961559461988,1.84634871067376,-0.320891760631823,1.32185835578513,0.173539153834329,0.914958387735998,-1.10288867252305,-1.09506386446174,0.694197422191217,0.591375662741183,-0.232534541644048
"MSSA_Nd_1 (GE) - TPM",-0.83188976093005,1.902715476606,1.16659682266654,0.796650109896891,1.21494731330846,2.01154782089442,-1.26740100981782,-1.61106898035276,-0.574163848006791,0.537936692880337,-1.49203396856498,-1.3985661400926,-1.26528685712285,-1.13857991658452,-2.08840117722815,-1.53579395200641,-1.49740398813626,-1.52686739876476,-0.804982053302328,1.26264374604105,0.955990801353945,1.24091922128525,0.866285628620388,1.89344186032212,1.52001423654186,1.66694013885283,0.225229516817645,-0.722664272444037,1.21699457974535,0.964480251063182,1.10925553422795,1.25414375727372,1.00761695443378,1.60572801417257,1.72767929814648,2.38902919178161,1.47206655303417,1.172945165931,1.14917972282864,-1.46206371001924,0.950213453808371,-0.471386175421547,-0.931996357861015,-1.14621642154377,-1.24748600774549,-1.85590633829826,-1.10529870783346,0.590868683490782,-2.07144485843126,-1.68303171929657,-2.06500659691156,-1.37855622634075,0.579972014579169,-1.27621556397004,-1.51784411913466,1.01833879553034,0.489979327358587,1.52100282534853,-1.45290866133087,-0.169375483285876,2.18812513535721,0.933518190056788,2.22244544150806,1.81075235897876,2.00160423325053,-1.50146250337918,-1.43123208536626,1.41254367700339,1.41052469257604,-0.53781575030421,0.913396877079849,-1.44099189390904,0.921660249837668,0.308162303654168,0.47493891757323,2.49957185652395,1.20150277263288,1.62663536718156,1.38227169327933,-1.50071654928177,2.19395760840343,1.98772785313668,-1.0614732018166,-1.07130146058706,-1.08939257544457,-1.00436469599091,-1.20350804175906,-1.40275036813589,-1.29315233328284,-1.4811637592002,-1.57954425983456,-1.53874381513078,-1.45684115840681,-1.50185783326284,-1.48228671340634,-1.41029684729815,-1.48897779506035,-1.4986344551821,-1.49566936007068,-1.70264245153715,-1.65348358772934,-1.60880792750007,-1.61208302872168,-1.63768098246581,-1.70731913802244,-1.49740246115252,-1.53737844820177,-1.55002633062794,-1.4844841766264,1.71240251883176,-0.231991702674808,2.02621195741531,-1.00396832844903,1.29303252502408,1.5459797235183,1.37913980397858,1.24971932971862,1.66377719663736,-1.31748563162702,2.07413120073842,2.87769412391133,1.4459395397587,0.211340741554439,1.01816015543377,-1.04512300041016,-0.962509780951949,1.21402897159375,1.33913360944093,1.25143921231159
"MSSA_Nd_2 (GE) - TPM",-0.602823800954558,2.1634070924531,2.03956951308882,1.22818455439077,1.51629873423804,2.14596769959723,-1.17940650660474,-0.855571784047954,-0.34157012503324,1.80637461602939,-1.33906572618003,-1.39079108036875,-1.33722673657239,-1.28376152932973,-2.21442834271245,-1.63510080259909,-1.51569371685482,-1.5863547696629,-0.618442364874345,1.44919009852955,1.17661622562638,0.965289862315746,-0.257856284991115,1.47400596733659,2.18681131994266,1.41196568486313,1.33464521987175,-0.515420816227356,1.68689400195453,1.18693930907676,1.42763151401443,0.747293042286748,2.39027803994232,2.32464296999736,2.71967676207935,1.28892507821563,0.764287228873015,1.1020131762403,2.2106249381686,-1.22358381531876,1.57859352440545,-0.135106186610811,-0.295834951952656,-1.0641987264712,-0.899710580669207,-1.68503958340572,-1.02601537652162,1.83472544682828,-2.04972473102065,-1.13722209714153,-1.71221803650721,-1.36673704100017,0.930874938017882,-1.25513765739078,-1.47094052710673,1.51182911650737,1.46904180460577,2.33013926262065,-1.18771009010445,0.612804348208081,1.1052082799716,1.73269408932515,1.45500925047987,2.06777569056045,2.17683399620788,-1.49894227460163,-1.19188218252813,1.9842522389973,1.02060630979902,-1.1871974150941,0.760318743129784,-1.49734806470598,2.27575098122924,1.88341294758236,1.34862780654565,1.81938355702893,1.66789446404033,1.55895004635622,0.91167762004965,-1.54121680449609,1.6070676759088,1.77731261600047,-1.55984395143124,-1.31936793356837,-1.53147301282943,-1.24301666865884,-1.36993158061215,-1.37255202524016,-1.51651056295896,-1.55337748628288,-1.51834951991587,-1.57775338443423,-1.50292001639662,-1.56140441870903,-1.56361444080277,-1.50659680674958,-1.58524118719136,-1.57322236490226,-1.56270198774146,-1.65704562318996,-1.54913559659883,-1.64785784173866,-1.65684139398574,-1.62328972946538,-1.69555110231387,-1.5353664667986,-1.5877928446222,-1.60460503490951,-1.45699125753218,1.34396732609231,-0.816976302733972,2.40327044740941,-1.09160807692602,-0.876665093449023,0.53688474700633,0.798756360914826,1.32685135178634,1.93863912152984,-0.393740072121321,1.38479712998251,1.82696455383189,1.48190087204285,1.72802332183429,0.441848858259501,-1.08241437216516,-0.965542427517646,0.34688014541006,0.466418952419801,1.06233663926604
"MSSA_Nd_3 (GE) - TPM",-1.09942754132138,1.06867328307368,0.154302410387663,1.33591652403678,1.38466078736129,2.29555130364051,-1.15783140760747,-1.34363195362887,-0.31245876312636,1.30858668044425,-1.32886743088265,-1.38360782308059,-1.20692861418075,-1.12959897903183,-2.28494210855135,-1.46789170420978,-1.27420673436627,-1.38201884623961,-0.702335234978749,1.46447721372061,0.609811876387638,0.0952996715576568,1.70671296400127,1.59697552263903,1.62740913090328,1.25087250831626,0.711806982304246,-0.727176901838349,0.547967216408569,0.963284952724316,0.408895978553499,0.690980529178056,1.68966905305336,0.715573558946258,1.19344996910208,1.16707688832215,2.08566370071191,-0.662139231732757,0.552599154480984,-1.44600692903494,1.72610329055762,-0.0792046361977473,-0.796805876412573,-1.1378464849374,-1.40406842756856,-1.83566653880826,-1.12197707001699,0.981146167196744,-1.47132410832003,-1.73924476974595,-1.97818385901887,-1.58127539277528,0.350822157075457,-1.41265592468555,-1.53473852279766,1.02573442166951,-0.406862547448624,0.514768257224781,-1.49803740888104,0.542383781027648,1.31658391378808,0.21740094437715,1.65171605991243,1.93073610384813,2.69657124147961,-1.53917796063207,-1.53699965301087,1.00627935966873,2.37127742461721,-1.02828266119577,1.46587696428115,-1.57010588482955,0.867346246039586,0.483139254245894,0.534787613599441,1.97786677595097,-0.0539875104958428,1.68542555968435,1.24656188758935,-1.31560045847539,2.6182900588885,1.22085836603298,-0.956728033997543,-0.840743811733728,-0.864370510428191,-0.841935103369924,-1.04094020429994,-1.13026454618074,-1.15003348672768,-1.21349583355491,-1.38807587326023,-1.25766468231322,-1.38369760978987,-1.36735357094268,-1.3681563635132,-1.60231451377581,-1.42595105729478,-1.45946627643189,-1.33229697592725,-1.51112361541498,-1.4358011812864,-1.46997706848486,-1.53756261398325,-1.57662508889946,-1.56296949683715,-1.42948405342761,-1.54139742409587,-1.51523200412322,-1.46083121655846,0.868650241583981,-0.389997106119398,1.82471411569965,-0.954471256107157,2.35229034679605,1.81047925103051,1.19749937944923,0.227535577756894,1.34833416182485,-0.815814462109915,0.960128645229329,1.13612805520077,0.930990269006761,0.658382335366387,1.72460102859801,-1.0581565639455,-0.975669439667277,1.02103610932148,1.2872002012427,1.32240577075129
"MSSA_Ns_1 (GE) - TPM",1.11559728245652,-0.209384636622455,-1.31791952180534,0.821047458168275,0.953231624236154,0.640458864342243,1.43132734312393,0.932989941931142,-0.00171046536712984,-1.96506805650784,0.0069240477428473,0.26287117010409,0.823451334777091,1.2123815628893,0.417573145866585,0.434552004009173,0.75973013492084,1.28029309611929,1.24525644052249,-1.54593398032369,-0.770408991727167,-1.63762359483571,0.0300980852590356,0.243452378023151,-1.14431757775881,-1.0393698844523,-0.345773046965996,-0.111063327517171,-1.27311124268224,-0.89201279507448,-2.15609651807429,-1.10841394516655,-2.18618892991307,-0.890180500436909,-0.977201231292676,-1.00783402600888,-0.449227091916077,0.0849078510460347,-1.67343544053913,-0.378601615634268,-1.66074611896029,1.62210468462119,1.27547124963112,-0.801038477540792,-0.412116016761603,-0.360410076016077,2.24284294214026,-1.86006355319528,0.43600300698648,0.605504688525834,-0.152822693531983,0.634584023257299,-1.42227042329187,0.422153008577118,-0.0658760506607007,-1.27895477716208,-1.49089148209806,-0.599877716009787,0.792733777383081,-1.20981044569719,-0.838588318853502,-0.830945975245012,0.110556548645175,-0.275631875407996,0.359891744122289,0.424334881677624,0.228522411329663,-1.52072532510712,-1.01978876877315,2.41146347321692,-0.730780245868001,0.366546027604367,-1.2945533818416,-1.40571988851102,-0.361728065755204,-0.540804390159517,-1.11676148832764,-1.0807567320498,-1.49911645075486,-0.0254567028169818,-0.355165997140184,-0.680663081585596,0.903421510403584,1.15353399947933,1.07794449344622,1.25469071191445,0.993136521359047,0.913747548266944,0.788808116357469,1.25717890929832,0.935220393540889,1.35536899669903,1.25793432285554,1.24933657394674,1.01748975655792,0.855261135738682,1.14016984293248,1.09480907938173,1.03324738819385,0.937285087341684,1.1963842394036,0.952019722701213,0.942858863278815,0.85506510184904,0.696352528036051,0.943117057302307,0.150425298763454,-0.141356838956046,-0.228951248559473,-1.33507446071545,1.2597341865769,-0.82242374794979,2.46375624060389,-1.56834115744976,-0.766293806784875,-1.26821706097596,-0.845656626645764,-0.413592031553148,1.80727400766719,-0.487401984307369,-1.94244763727702,-0.0324778887213097,-0.627174058120986,0.419544375198887,0.715959958707562,1.02245353318577,-0.901084517399313,-0.942030123222346,-1.19699324193678
"MSSA_Ns_2 (GE) - TPM",1.2014731718655,-0.538177986639462,-1.08624236658393,-0.00282233753111813,0.10582788223542,0.564580811513571,0.996650168365121,1.74239931813748,0.330710824680634,-2.18133564059829,0.0709398116157451,0.55326999479563,0.98575815075473,1.09038454741992,1.12384543334007,0.436033489515204,0.868010221134725,1.38398773811006,1.42896692040535,-1.61226868127832,-0.888794162491365,-1.15901263136942,-0.466081681512511,-0.383604589603478,-1.43444585597344,-1.03604845150739,-1.42431096024781,-0.111885363897693,-1.11314298043306,-1.09206672471374,-1.44652167533464,-1.73892405831092,-1.88496941322554,-1.41638192084878,-1.13344148127629,-0.488057671139783,0.309659276883703,-0.207020161460833,-1.54892326275654,-0.163253894072288,-1.59527860777339,0.111335286078832,0.756182844057221,0.565965895919188,0.618596567096063,0.14841866795438,1.15348415311334,-1.8205529603398,0.656044036818971,0.851936004673678,1.08964590723873,0.307726213802079,-1.44691209022583,0.323997595150709,0.53837002831789,-1.75019153975458,-1.19304966293561,-0.741565226010214,0.256394806050741,-1.1495965640259,-0.759610622021999,-0.430508857490408,-0.393350835992751,-0.54099589545801,-0.532334498571721,0.233155643748753,0.136195594919325,-1.7816083574174,-1.91171699148328,0.731694446659347,-0.793927173180125,0.923298831856172,-1.83163837697216,-1.53070574680853,0.684820975697359,-0.00751605642680026,-0.461400693966929,-0.692588847395548,-2.03073250637099,1.6835619003662,-0.382395308864949,-0.611523818402951,0.556776467831017,0.608130123184954,0.777181658047787,0.764159689487914,0.805667318413968,0.840807311109747,1.06942695051261,0.832588407331153,0.686921953181548,1.27995432616178,1.08485411141533,0.860155068852378,0.740383953514319,0.829533573329869,0.965033969165808,1.19332762670904,1.00213226403201,0.889358978114075,1.08551800297832,1.01047023307466,1.24188859941573,1.20100489127935,1.15217497533979,1.2774931785013,0.579648170354086,0.759595463834037,0.0847620478883442,-1.10401926637943,1.58036830520638,-1.25858581602392,1.598302893091,-1.83471443433315,-0.392711915628299,-1.20472728595463,-0.846112487268346,-0.674113742252867,3.19022654531093,-1.0999994787993,-0.995044428349152,-0.0997873856114943,-1.5569606441422,-0.238617107467164,1.14220410535086,1.68527959485828,-0.630806893311996,-0.778085730898634,-1.17022473392178
"MSSA_Ns_3 (GE) - TPM",0.580746225475508,-1.23504114380763,-1.08485654182096,-0.531114441895844,-0.788714892886016,-0.857811589054657,0.361340601208627,1.3258499353985,-0.406104048977583,-2.504725405656,0.883286596469227,0.753737779985047,1.51197847870508,2.1357366618905,1.81327390105107,0.632291236783801,1.06427263873708,1.90533624906106,1.98424239514669,-2.44954608288474,-1.49614595770991,-2.04455846452437,-1.08726070487062,-0.48578416707092,-1.84113739841783,-1.4340681095075,-2.37180572697698,-0.14749572886871,-1.51272966955487,-1.89444973314961,-2.74962104991663,-1.01076191239514,-2.57373668930963,-1.58481585096997,-1.49626418209571,-1.32616633958252,-0.765193162095526,-0.767780934371924,-2.13441725478181,0.0286939146805231,-1.62345675840082,0.985746618210991,1.65725363973563,-0.090669991036508,0.64315618160953,0.673651806341603,1.74561212642349,-1.88474133455063,1.28475129146487,0.633953338340332,0.85085004830051,0.895686420941836,-1.42937021620159,1.32079149189531,1.15067565249422,-1.51358482563694,-1.37432575464868,-0.529011366004236,0.05467362822672,-1.12280562519949,-1.57999771994471,-0.565959901973553,-0.529791566525918,-0.776352851239017,-1.18629975108655,0.936110635734815,0.0656592409709379,-2.13278546447048,-1.97244538127795,0.085789290371742,-1.67456073564411,1.88703051644545,-2.19941124625664,-1.52651973838521,-0.407702251667285,-1.16090979435352,-1.29065645861377,-1.25198754349663,-2.35875171365995,1.51382278895188,-0.546171699436275,-1.15211908909718,2.11626408808064,1.9110671850987,1.82829989842152,2.13997332708169,1.86928784161353,1.98789322018376,2.43163317375123,1.94300858234659,2.31016444442596,1.64298123757699,1.86224817738672,1.7148944063203,1.41979786678744,1.78364554901813,1.53426309097861,2.05852284439567,1.95657214812863,1.75663670333696,1.5402421236972,1.4589789007809,1.63807122493813,1.71536034443201,1.78167203389805,1.59192174872255,1.05744590390105,0.65459354849432,0.384494600340427,-1.53381047503758,0.808830918800378,-1.2718109620292,0.691693830789609,0.676058251381925,-1.54458377026377,-1.50316380527421,-1.27083847182817,-0.943824233673382,1.5399940756663,-1.26776759506812,-1.8769322250176,-0.841447151022947,-1.44670851834808,-1.01598929734748,0.578909901867255,1.28806543499767,-0.792248000705211,-0.960680867488641,-1.19310303906876
