"","D7S_RS00215","D7S_RS00230","D7S_RS00630","D7S_RS00880","D7S_RS00925","D7S_RS01070","D7S_RS01145","D7S_RS01170","D7S_RS01665","D7S_RS01810","D7S_RS01955","D7S_RS02505","D7S_RS02565","D7S_RS02575","D7S_RS02730","D7S_RS02860","D7S_RS02865","D7S_RS02940","D7S_RS03000","D7S_RS03050","D7S_RS03330","D7S_RS03855","D7S_RS03935","D7S_RS03945","D7S_RS03950","D7S_RS04130","D7S_RS04135","D7S_RS04240","D7S_RS04335","D7S_RS04345","D7S_RS04400","D7S_RS04600","D7S_RS04615","D7S_RS04620","D7S_RS04860","D7S_RS05010","D7S_RS05110","D7S_RS05175","D7S_RS05240","D7S_RS05405","D7S_RS05755","D7S_RS05925","D7S_RS06905","D7S_RS06945","D7S_RS07140","D7S_RS07445","D7S_RS07570","D7S_RS07705","D7S_RS07710","D7S_RS07715","D7S_RS07720","D7S_RS07735","D7S_RS08130","D7S_RS08135","D7S_RS08170","D7S_RS08265","D7S_RS08585","D7S_RS08620","D7S_RS08680","D7S_RS08685","D7S_RS08820","D7S_RS09245","D7S_RS09380","D7S_RS09875","D7S_RS09880","D7S_RS09885","D7S_RS09900","D7S_RS09905","D7S_RS09940","D7S_RS10155","D7S_RS10450","D7S_RS10455","D7S_RS10575","D7S_RS10580","D7S_RS10935","D7S_RS10945","D7S_RS11095","D7S_RS11100","D7S_RS11115","D7S_RS11165","D7S_RS11225","D7S_RS11320","D7S_RS11405"
"AGGA_Li_2 (GE) - TPM",-0.824990607199454,-1.18452278478733,-0.260784320925128,-0.864174858369422,-0.0535990507842617,-1.00218264682969,-0.732113191401951,-0.909300787258965,-0.598966933755097,-0.39489542548155,-0.447455313238088,-1.09644492540861,-1.5495212505819,-1.27153867769712,-0.100091861212179,1.08071116041159,-2.15760976182817,-0.645827390985477,-0.246007727461155,-0.817711631693512,-0.355952599451751,-0.519431799257879,-0.371053158497362,-0.981277632755659,-0.754097378417086,-0.924271155460958,-1.34252221742768,0.582279429429455,-0.737737181006856,-0.803440494850492,-1.2183347226829,0.788222122920113,-1.0708010365319,-1.39429321317736,-1.45947849547741,-0.389755155535516,1.59605905658926,-0.566135978117113,0.172714230844707,-0.488788528628501,0.182693748411999,-1.05991220688424,-0.955155406274785,-0.907742184980339,0.379946646383356,0.349881007645144,-0.989340928555129,-0.525854195488185,-0.659792720758372,-0.989244955955382,-1.06152183423705,-1.06630746727869,-0.890987632907433,-1.10180892411136,-0.902681560334545,0.904984114755241,-0.598295407748143,0.0260931616133283,-0.552618212797082,-0.523984357836307,0.0923287170992263,-0.587216424301055,0.193677935860559,-0.382955336400869,0.0901413587502199,-0.609158769459834,-1.01601826978928,-1.04623124167114,-0.923511851369951,-0.515856341509233,-0.228976567164794,-0.121996099028904,-1.34766816140526,-0.732373843813739,-0.906534084950933,-1.10902748412728,-0.642976741853933,-0.261403211010179,1.21645448156728,-1.50725534144093,-0.525424460237539,-0.769042637138359,-1.02238754396939
"AGGA_Li_3 (GE) - TPM",-0.623008235178027,-1.10228752165753,-0.175718709464375,-0.540272653368235,0.0706531605530266,-0.803218889504416,-0.910296348035418,-0.915662741958932,-0.754052831191201,-0.250275883931157,-0.423091403565487,-1.07870097133142,-1.59371689012676,-1.03724465348844,0.0370047227795232,0.323237149915505,-1.66882220841094,0.0395676328892014,-0.424661895917186,-1.14395408899259,-0.413450848096874,-1.08041534111886,-0.0816119171330817,-1.13072298596529,0.21049241168066,-0.974368656716457,-1.13275992592383,0.728912343059028,-1.18018528632449,-0.0125191874634332,-1.65248834030068,0.75941264023368,-0.773354553943872,-1.31692772171784,-1.2999119437619,-0.269126308451971,1.89424241996838,-1.02450869563693,0.455268144617613,-0.814689604659894,-0.470021845735249,-1.39493276379417,-1.18633116483501,-0.99979330588196,-0.791179643296114,-0.260841085621469,-0.976680525630245,-0.716826420088288,-0.920121424085204,-0.946933218335149,-0.599376980612584,-1.08837363007804,-1.01759652205638,-1.03157977340859,-1.17554157575089,1.48768274319253,-0.807486751522369,-0.602589439045049,-0.863029483215302,-0.848564872162869,-0.14373436329159,-0.425522989360213,0.423926792854454,-0.363496029039667,-0.69485929034729,-0.817053340681264,-0.264664984340006,-1.09059747497395,-0.754289541220936,-0.275093620478526,-0.5716531944617,-0.464709689983324,-1.42499258457455,-0.859555054528761,-0.900278686292412,-0.268640228618982,-0.693608154235991,-0.408178947835644,0.990939862797565,-1.85861456671365,-0.734479797953661,-0.999119231149122,-0.671466920593939
"AGGA_Mig_1 (GE) - TPM",-0.619711919791239,-0.292252850715017,0.418064676442491,0.0665231659704346,-0.85609750348771,-0.365366810382563,-0.0292145325890213,-0.629242455839362,-0.863043183859797,-0.590226532146136,-0.504507964698958,-0.216757338187134,-0.295012574433728,-0.504709586125287,-0.531425947458737,0.198106834184866,-0.203436156423391,-1.04184335251312,-0.574678965411444,-0.873664498991734,-0.161066359677852,0.824024575352419,-0.414569088977835,-0.288093134768247,-0.586157527297997,-0.395973942010432,-0.176075340973306,-0.514308009094407,-0.72563293097056,-0.869577621981903,-4.59828735425918e-05,1.19084695095818,-0.650000287785703,0.189130423259393,0.282346095484677,-0.562015462705761,-0.353409125978595,-0.0919813704704878,0.034013198081206,-0.590804325771885,0.368157064066976,-0.430573506703069,-0.912824832765645,0.233119744857114,-0.742307752747058,0.315376255488486,-0.321695189058648,-0.728663143219745,-0.317264327000968,-0.123416392918568,0.173013033850655,-0.632240473705607,-0.474350780109915,-0.40663461931117,-0.61014005137894,0.704049173428853,-0.989483965611467,0.0011935658542477,-0.127577289282924,-0.38393530382214,-0.69706325905917,-0.577258654410081,-0.818123741344031,-0.480607366458835,-0.745065043930556,-0.781523007119519,-0.743524297375605,-0.561246873224062,-0.395747358571047,-0.83825876172423,0.521008484404405,-0.441834755700995,0.425309197285518,-0.299184289773885,-0.081235946796289,0.0211165559355273,-0.461503389072877,-0.134081009869637,0.212233221784542,0.290005743839638,-0.630435300485241,-0.0112235331979273,-0.0256551688097679
"AGGA_Mig_2 (GE) - TPM",-0.798074792626319,-0.851489315360738,-0.440179580843086,-1.26509996602242,-1.03457199359106,-0.984223737918012,-0.88876635062885,-0.548083283195856,-1.11519096786564,-0.957850846333539,-0.595547841554305,-0.704871080710217,-0.897322884446398,-0.989543564828703,-0.653421329525817,2.10999196053073,-0.982121294268493,-0.488865446410341,-0.671696587606237,-1.03016522635574,-0.686861319616606,-0.700177229586429,-0.736862424929216,-0.760101098516588,-0.339581626601112,-0.54889211186392,-0.734318909322942,-1.09854127537859,-0.67124261377246,-1.09828275447464,-0.869934553159168,1.04618409802622,-0.966595222134492,0.188665259831392,-0.377117564383903,-0.773227513588111,0.381984899956747,-1.05709747536285,0.923134544293673,-1.07596842028992,-0.683623706104096,-0.193942939446296,-0.729239164196283,-0.269740022041134,-1.02150668506069,-1.13459612595523,-0.674321606862541,-1.09901943975913,-1.06894380995976,-0.93550348225094,-0.872816539294721,-0.823586268185255,-1.08686385347563,-1.05751937556982,-0.430873704078401,0.917274188897462,-0.69093366782518,-0.775029262878793,-0.552710600640537,-0.472765380172972,-0.775065924306656,-0.85724422581295,-1.30286214245635,-0.710594425770356,-1.08296153677688,-1.28019156437922,-0.898306351602331,-0.733285087655215,-0.576507055595305,-0.862512013037921,-0.556134477883985,-0.886821807395165,-0.598428201017492,-1.0725299626138,-0.837486616346038,-0.240692250753859,-0.532246918552074,-0.909874586862814,0.0688721140167366,-0.396659740422565,-1.23551611329662,-0.721236617363012,-1.39494682081736
"AGGA_Mig_3 (GE) - TPM",-0.70988302484448,-0.681494876014776,0.0148467482078226,-0.0762470601936496,-0.914089521506959,-0.573077776870679,-1.02490842335469,-0.840525883266081,-0.862105961158936,-0.928425435929987,-0.466456915808827,-0.453430809061703,-0.569529787075421,-0.38902241611397,-0.820859571769131,1.41821143818038,-0.0461071764626831,-0.89468150332879,-0.577541647617674,-0.483197140272084,0.0644111378945494,0.138763200635947,-0.233400434279167,-0.0229174769889615,-0.172697298739543,-0.405289409412534,-0.692563503727812,-1.17350338008652,-0.42791249214498,-0.698472237463564,-0.270488452835711,1.15072054784481,-0.916445097394784,0.30330973393443,-0.0523280205431851,-0.675417732161224,-0.393112407874744,-0.5944256057294,0.720857807303125,-0.576462223552659,-0.299030485745342,-0.268141909654382,-0.997820877660521,0.380391227472201,-0.964363226653424,-0.287050220022836,-0.473019461583477,-1.01396722676491,-0.625943429310201,-0.692985866137561,-0.422213350907394,-0.999492573191452,-0.72783963492348,-0.632228908574708,-0.471575797357444,0.909948939435591,-0.861002285132534,-0.389404230513373,-0.0290336786685991,-0.568337121986157,-0.587780788567152,-0.801557301491769,-1.04503745778644,-0.480051267177424,-0.612646582081467,-0.807679843187935,0.299211095142557,-0.359306501453025,-0.802950742519043,-0.755622186737355,-0.658389902511042,-0.364886182357452,0.414429389686452,-0.772504537677712,-0.276853852901019,0.0633098478691656,-0.866530502899725,-0.358500151061331,0.619524886569383,0.0310187942796795,-0.898564687679599,-0.696054662738447,-0.725080531997908
"AGGA_Nd_1 (GE) - TPM",0.988755820336566,0.683837615993978,1.45465622650382,1.12861806767721,0.50180873988912,1.49221371524504,0.864461932990702,1.75919227108511,0.56793846411052,1.45050413518472,2.70309890407437,1.88781118199707,0.817935778056518,1.11350189522363,1.42641624115645,-1.09106910093262,0.0471100769159733,0.625957792423057,1.60674301905625,0.461337847908103,0.389920926056,1.4170230579107,0.197896753654659,0.841565354815741,0.574263339967123,2.8871424748848,1.52307648875016,0.642976308146074,1.46919534982499,1.01707518326784,0.948722082896902,-1.06047208755598,0.305519791728133,1.59038270996483,2.25771996122824,1.25773702789151,-1.07654917305464,1.42596393889425,-1.23112758063084,0.235430398807296,1.38771254630693,1.08120857869195,0.607987202265322,1.54385512500154,1.05267139842865,1.03386523804844,1.4520242761887,2.18768950068164,1.51077103595594,1.78429176532891,1.10254586153753,1.15642584080001,2.05450718786428,0.730158871083784,0.966756786948822,-1.19436595106381,0.638656587790578,1.52526596437378,2.05130497695061,1.35342244961239,1.0922766132956,1.38275215859866,2.52726000088974,0.74485101772645,1.23184533967859,1.51452456521346,1.90292270958149,2.27113942335458,1.47275457000831,1.18639526750379,2.05493432593128,1.56809863561705,1.02521708054524,1.94720216916353,1.00210371549046,-0.504289588575979,1.2225021490898,1.53726175882596,-0.756840224224632,0.392171904079694,0.900118395175919,1.86778415283539,2.54767882233407
"AGGA_Nd_2 (GE) - TPM",0.45840597405672,0.625972096772379,1.3193790482254,0.271013761227686,1.86660412147717,0.818813034914325,0.716398162670443,1.25720537339936,0.499944420708388,0.848810109433996,1.83368645620433,1.27710141438861,0.56769548667256,0.518958819761405,1.76685925062657,-0.78345026899107,1.67291971952927,0.0725893292230604,1.31413529402554,1.00461524043006,1.44662559098708,0.584695556256789,-0.119720607612418,0.734719620850364,-0.0421862423515436,1.91751038498252,1.45150157268347,0.128159074886338,2.88732179255333,1.64471180900494,0.894112835166643,-1.37358898982734,0.639625038816182,1.45267680646971,1.10411796983175,0.336681417682466,-1.94122027631262,0.53041147686599,-1.43553079134556,0.970291101273231,1.84106800561452,0.699519689237364,0.253901290918629,-0.142999762054706,1.96978091992528,0.796071642529229,2.40341228350981,0.638340461547113,0.322694529593456,0.497902032273448,0.594009457106786,1.22114672462857,1.07425743012945,0.337452237587864,1.32286743227169,-1.67099845377104,1.10809453817925,1.61836491267405,2.40293176718698,0.448705097881568,0.214012671820247,1.25671071408672,1.10273075981834,0.862821262332453,1.37963253993495,0.847176849953173,0.713432882954066,1.55993842097085,1.03599480040452,0.630826964677459,0.533523281048485,0.486337163461336,0.653147428323142,0.990856628386804,2.8641635474486,3.12766186460308,0.842628393738852,1.69755850365607,-0.681228351136129,0.207688138954683,0.278698848217798,0.393084755488025,0.616426760776543
"AGGA_Nd_3 (GE) - TPM",1.01552459167281,0.611431040851833,0.724308042739285,-0.0407849114188007,1.01818062686652,1.28430626124916,0.161881353460579,2.19624435844791,0.206839290019428,1.74704408858951,2.0436233871508,1.16769061535108,0.282637344158612,0.999737481261069,2.34067070960763,-0.955470683180594,0.422748394989209,0.698937188159461,1.2622714422139,-0.0237251467139857,1.54834694145799,0.560950545002325,1.31913910424673,0.486135152107962,0.357979685927582,1.61850116307757,1.29002434221537,0.00909475760946728,1.22325137556753,0.768285695719951,0.202049940268755,-1.26225796671171,0.50201465813078,1.84261213518551,1.58199000453883,0.773076176284861,-1.24302337063373,0.710191685643099,-1.32334762651451,0.324698486399404,1.78876769732753,1.13143566906863,0.86049560288725,0.363548562285433,1.81368252466806,0.730967647875203,1.77520895945905,1.0034419536196,0.966751390467602,0.176655873465223,0.817979123479482,0.620665839816879,1.01548633963099,-0.133645232879073,1.30471702433901,-0.895519090332465,0.481770487511697,1.42046447096923,1.73050563546782,0.792387115485014,-0.069964330891142,1.7055545764783,2.0532838084074,0.685809816707339,1.16021523605933,0.704529314159433,0.58058215442884,1.06047564466473,1.6262346228528,1.03979141340478,1.38293389439799,0.702343432945673,0.52708229977028,0.90736555890121,1.79841625944086,0.974078154651387,0.873630186376225,2.16678239120444,-2.13020912917364,-0.294473064862727,0.0830350216875942,0.623274314494425,1.40126697865815
"AGGA_Ns_1 (GE) - TPM",-0.857411272227285,-1.13186544685341,-0.00711931843523895,-0.369865686609562,-0.927296784130051,-0.734282111719435,-0.865655364381759,-1.45101360682848,-0.90865770200754,-0.21190629396903,-0.888511904380035,-1.02353617513117,-1.36237141826633,-1.28411445447619,-0.69518613299541,0.800726420231003,-1.02057705534011,0.50360317159886,-0.168345166906878,-1.08667700513672,-0.850366294788787,-0.700166104935854,-0.0959073125971387,-0.324116513384502,-0.0128486472662073,-0.922485254883959,-1.0227775930353,-1.22655546104203,-0.875156925397525,-0.493368293046102,-1.10587663344202,1.83177816107889,-0.793309770325342,-0.660468342177167,-1.05313995223051,-0.756049349995504,0.41003972276326,-0.682291539702363,0.675192415324628,-1.36538758518156,-0.952042847695676,-1.19145282512344,-1.2404880746263,-0.547195985749793,-0.785515827253122,-0.791721371851048,-1.2003778065194,-0.792821821663858,-0.888504011507668,-1.36764311339016,-1.57279204326999,-1.17726329465782,-1.04467494339342,-1.05100356904437,-1.30560913557205,0.884456696779761,-0.811810353600729,-1.08327088330194,-1.0346574177151,-1.33513177537414,-1.24948570677887,-0.149197029412406,-0.235478715133394,-0.509670651639123,-0.436396656523352,-0.910847359143389,-0.856423603094188,-1.30342956496583,-1.12168366505256,-0.371403614894181,-0.50224941370473,-0.459139810756696,-1.75507313017183,-1.1160734245437,-1.44937073405864,-1.2353845099553,-0.365218197230849,-0.054989560487173,0.600807383727678,-1.57351012693503,-1.46974079595485,-1.19188414550623,-1.73660170914032
"AGGA_Ns_2 (GE) - TPM",-1.10150380754935,-1.33207623293815,-0.88702719305263,-0.985689812292441,0.0669582314168468,-0.463850534161676,-1.3679085526914,-1.64642788840657,-0.987968719227634,-0.415080359922468,-0.989859840102195,-1.40308418417606,-0.591556458312971,-1.25693910120498,-0.40654522628487,1.46384188508191,-0.198412390623292,-1.11117814893817,-0.38399524713473,-0.451776745382863,-0.564297022929271,-1.12629949143641,-0.268716103217085,-0.763236166788837,-1.68872324232189,-1.07627577918729,-1.69305874547384,-1.02814690336054,-1.41187404704137,-0.907635241020685,-1.41187874725543,1.34528002197484,-1.03521486797389,-1.24709257084753,-1.35799781240232,-1.01817668278959,0.852360349094531,-1.25442492332615,2.17274357585122,-1.46139411948048,-0.252872388043962,-1.33066373980901,-0.609268934334401,-0.945895320539837,-0.264187782089518,-0.309005246450674,-0.908334305531265,-1.18445007950389,-1.15671414338317,-1.5111859849658,-1.3446806769692,-1.05338050566399,-0.37835868721782,-0.87498899727934,-1.63367318239821,0.476880471503822,-1.12567092251967,-1.57389582318352,-0.97942072356579,-0.460365898168866,-1.41792475295413,-0.58601409176543,-0.746954484408643,-0.269906560448647,0.121218852722007,-0.925120027948397,-1.14842310027087,-1.26828098601651,-1.25961368244232,-0.387040772076917,-0.94326762445287,-1.35438587114407,-1.0243357102423,-0.987734707115134,-1.5109369387228,-0.891326788295084,-1.03407667103462,-1.07400639467399,1.27938903074918,-0.177071031415734,-0.524733142512219,-1.6086732984387,0.341347474027091
"AGGA_Ns_3 (GE) - TPM",-1.01595461610771,-1.30531269118843,-0.456492266178082,-1.45618786383526,-0.311249093981317,-0.480175517172633,-0.978431298504686,-1.24503929725894,-1.0148919639934,0.0971347587410534,-0.761717531569698,-1.40631924774996,-0.860539851612539,-0.957939783715081,-0.185637775525846,1.73990149094362,-0.716312189998502,-0.386407711399418,-0.279476519003049,-1.14497403719143,-0.590842942952119,-1.22757036667751,-1.01066617142626,-0.656837169155755,-0.193910856935397,-1.18762636729868,-1.68118914240568,-0.851582794832778,-1.0369109834285,-1.4915365859603,-1.67800598438189,1.09394627362915,-1.08420037289902,-1.43702354455021,-1.46252310649636,-0.894487350405676,0.653483144546489,-1.28874886527671,2.04070933862292,-1.28772689461855,0.227823647471821,-1.25800158503358,-0.702261709240231,-0.0193450336283375,-0.581579801689474,-0.0425587287389107,-0.973531428309841,-1.02434873231329,-1.18612908620773,-1.07318157184131,-1.61221996793655,-1.10734905552668,-0.511956632317638,-0.921540368343712,-1.48192198211246,1.13144604263377,-1.03685218907678,-1.18194638333121,-1.12433401275038,-0.951979300457007,-1.18760546465919,-0.930530427175077,-0.456736163548353,-0.0821965143930935,-0.427994054992245,-0.659033573656785,-0.614660665669725,-1.06339472168282,-1.77617320057991,-0.340537481932837,-1.11887430721559,-0.838023567330942,-1.92716670990464,-1.43556751768469,-1.47316748727389,-0.767056509062109,-0.755212961896483,-0.631274411421483,-0.0794285061792989,-1.10676355810308,-0.855565043216821,-1.26741103439418,-0.665271562283902
"AGGA_Oss_1 (GE) - TPM",-0.00870093541798204,0.401664398143281,0.590420784112664,-0.574013283983433,0.777965691133603,0.297302467080722,0.159591706980922,0.71286341528884,0.48689952607456,-0.783226328604934,-0.332812461161275,1.86678352266623,0.627405365265539,0.80453251601911,-0.444495846485277,-0.974588372324104,1.51108346509455,0.387025213302865,-0.150125392102569,0.615070911976075,-0.137324852240392,-0.367395851309613,0.607756214997412,-0.383175819206659,1.85385717105835,0.101942543177485,0.164965427057714,0.762880021880835,0.506691345907325,0.0370653494660661,1.03539843192483,-0.907156899012462,-0.0743351322656963,-0.492482192341362,0.229821762883504,-0.257332914310292,1.17428297937866,-0.361139630134356,-0.644775822032359,0.937656564624645,-0.436125634225047,0.228948388523685,1.91329897771909,-0.821307609310969,-0.561281623292417,0.713138274582491,0.321943610980062,-0.0734996162738643,0.0543337257475755,0.0598643500652848,0.450529803805561,0.711009603749812,0.00748989098027476,0.198116493031401,1.72195423772534,-0.650177789786883,0.34676845139828,0.020041816788982,-0.432953646897249,-0.127895379820412,0.0681256399705112,0.29245006279457,-0.141744440734193,-0.455363199599968,-0.710430619690982,0.209654362880081,0.777846355455918,0.400660400378534,0.805949639165209,-0.332077786878634,0.0162325795663545,-0.262070633529045,-0.239344606312402,-0.251628418306673,0.973031067792398,0.870147163377167,0.847271571485002,0.465861526602566,0.812842375989005,0.63873429823267,0.611079940855515,0.0777188238051029,1.31510621758083
"AGGA_Oss_2 (GE) - TPM",0.408113350350489,0.26166293137254,0.0975211894171543,0.623220412234663,0.59064557381052,1.14410692758305,-0.281638953443755,1.1883010472578,0.249690897364148,-0.852047583246715,-0.418212580842837,0.885798277453511,0.452227472848715,0.239932101040604,-0.356709437470762,-0.472704014879772,-0.899723301805017,-0.568089120756026,-0.367101004429755,1.10631024025212,-0.104868807502378,0.901516323929084,0.339300023265359,-0.00288804308870287,0.749173533698173,-0.396251770529569,0.449552005251192,0.397474940366356,0.147703914731476,0.501370569034898,0.16051967449647,-0.653404459407676,0.224243937228638,0.258325696846666,0.758694495701408,0.146833286225359,1.1137681829113,0.533887013232236,0.210338480674004,0.551177793547255,-0.199693773209574,-0.00101894677498877,1.38899180493887,0.741944794366034,-0.315853450249441,0.502794516755914,0.33594974341152,0.365148980574971,0.114959683027971,1.5969865215846,0.33696442569735,0.210584153908657,0.0428689175967517,0.302522722776082,-0.0272785180661007,-0.0308574981609659,0.106573839756326,0.562531894671448,0.0978211099425264,0.394260729794739,-0.280028708247467,0.538392695323935,-0.0857487585874745,-0.49435341527859,-0.491479876929227,0.178995271601885,0.210617531354108,0.573172496514908,1.09909082087005,-0.402224645473029,0.192652231010962,0.448947571680142,0.123716162605307,-0.516607814772255,0.574515468144745,-0.181898506803794,-0.0327273752612187,-0.0478045519067876,0.186942425817808,0.457541408770874,0.846660326982157,0.590519991336637,0.187453765330502
"AGGA_Oss_3 (GE) - TPM",0.254932847796721,0.371516882445529,0.38285122728815,0.735214764317107,0.565485536828104,0.604551102481402,-0.0238526410917821,1.53769242890804,0.268381160278208,-0.530114053409923,-0.344121426137489,0.627821068686337,0.423235627448282,0.0736385940709728,-0.460335773500307,-0.331041289584664,-0.0776520188697273,1.077557007979,-0.378693630935336,-0.169211160577146,-0.311259351045102,-0.207230126187584,0.386506553966183,-0.178344429108701,1.23105587369764,0.0462703961368253,0.352585067164585,-0.00359005548813933,0.664703099888307,0.617971127447724,0.11011088366972,-0.794080693290225,0.127381901518034,0.0623490900859432,0.656178871616999,-0.114267020992573,0.548904816361552,0.0898100858923529,-0.0695773576111391,0.162764400707171,-0.710127132390941,-0.0666282641389,1.55654640496768,0.616550122242142,-0.348749953453544,1.06229143029353,0.0593972837948114,0.091656947607251,-0.187551625017087,0.349557847381999,0.236236535181662,0.388359171571911,0.0275983624443195,-0.277795791683988,0.343274707660893,0.380919059918429,-0.029448020879119,0.287474540897653,-0.356240231538182,-0.293688568470692,0.283468575037815,0.421404529583048,0.0458661769508924,-0.462764449674323,-0.634923196712307,0.365530009734386,0.868412970127222,0.714351900850344,0.890059590596283,-0.434176143937549,0.115992717177895,-0.0662835747698113,-0.0555931845421009,-0.339636460576617,0.515801042917484,0.189457586063032,1.15023316698742,0.581031186158386,-0.493661397270048,1.18450832960625,1.09849910091477,0.679743674309007,-0.641748299108391
"AGGA_Oxs_1 (GE) - TPM",-0.970319073105126,-0.91568392353148,-0.27188521283204,-1.03886168158138,-1.24668162921417,-1.27188618010325,0.10700757696522,1.03769719380433,-0.803510374629478,0.916824930985458,-0.794394058587412,-0.955817036258121,-1.54651050226701,-0.870683837510084,-0.724576920313185,0.791401969228444,-1.81864637743254,0.731658633546339,-0.0864322040764328,-1.48614589725144,-0.688913410272264,0.547074434544161,-0.278558902220846,-0.268901655819824,-0.0676734718614176,-1.09527806411885,-1.25723186958111,-1.35372927517409,-1.71714012834924,-1.30155795909343,-1.29808598276135,0.987066178949199,-0.868772134523987,-1.04846313696889,-1.09989563271552,-0.411982870721883,1.01386973298861,-0.982548094516717,-1.05545445322299,-1.25815165125632,-0.94074909204828,-0.954756301898162,-0.1466887428557,-1.07578721985034,-0.38962158528134,-0.616346371605931,-1.27754322705572,-0.495533127599074,-0.827820254067786,-0.583036079270037,-1.1411256208375,-1.02000528686405,-1.01879704766395,-1.05120634772323,-1.18172633263303,-1.14708316102325,-0.490899504510698,-1.21290976345148,-1.4370659748448,-1.3297033683062,-1.08759338247886,-0.44128470527221,0.00515939847270894,-0.444499953484762,-0.588162581840022,-0.738272710136936,-0.871678247598457,-0.898001066350124,-0.663492064440905,-0.526913949981852,-0.762959152909026,-0.16146107403891,-1.92688808206402,-1.21612996656865,-1.36738114317502,-1.40667919504649,-0.0808263867060532,0.322719801109387,0.973930622441908,-2.15663030910838,-1.3924793280363,-1.26122781605172,-1.65396990448446
"AGGA_Oxs_2 (GE) - TPM",-1.07265273334166,-0.942968321459219,-2.02917860005803,0.184620899600269,-0.772561535514483,-0.834051370576706,-0.581556590059061,-1.18067932142968,-0.764999318076225,0.124347872158462,-0.634575680049097,-1.39222462408266,0.0539943325364153,-1.30906939717799,0.0921046633794569,1.2962269088678,0.397656848280199,-2.28217141348692,-0.617821684394423,-0.545894892416941,-0.841199432686732,-1.12224485205175,-1.61856974173423,-1.03254314266136,-1.61434887564414,-0.83531507015209,-1.13387438639985,-1.09103026205066,-1.44624519064075,-1.20708235267832,0.0056491954149919,1.32796342843182,-0.858895226684995,-1.45006291393521,-1.12544687439363,-0.779721224263318,0.667452724162854,-0.529120964750584,0.373070718538495,-1.7633339979562,0.252747199410773,-1.23364215005335,0.0469138854732959,-1.65087595231993,0.478829395608656,-1.74120866048856,-1.55027673904185,-0.779201533957775,-0.592456074584702,-0.821695934570786,0.0278635378222815,0.0533241012875809,-0.108132752867416,0.0819008257053915,-1.08697046892101,-1.64588051942553,-0.458302832641966,-1.90560858782252,-0.753047494827857,0.0760029538108754,-0.583626340682094,-1.48852782091598,-1.08230456964504,0.0567554383480335,0.484759851361926,-0.919669303461545,-0.506972829460054,-1.07085324560969,-0.975415666194182,0.0470208349308246,-0.887140222575556,-1.3785423122386,0.509313871402242,0.154993841453999,-0.840199829638238,-1.2277735838266,-0.85665133689656,-1.34572243154004,-0.066436734488141,0.263520728903806,0.291213550195718,-0.676156776308904,-0.343628512314747
"AGGA_Oxs_3 (GE) - TPM",-1.05978009261461,-1.00035592195747,-2.01171688886405,-0.38490059776761,-0.776013930387286,-1.5470586079537,-0.45579193001102,-1.40735494188668,-0.635227693331496,-0.0238122642089633,-0.443316061276297,-1.19601176488077,0.250768775160129,-1.29531071835209,-0.395000448969277,0.301536658476976,0.0749917363192402,-2.39712832860285,-0.481312926785132,0.194605283747612,-0.493171747838625,-0.924194218257988,-1.55913047060606,-0.85700659318007,-1.31963876715451,-0.913683275263974,-1.04037008967173,-0.303216024351467,-1.86354862725591,-1.32920776866863,0.0515861435190017,1.4075497396147,-0.498836821852249,-1.93960221672594,-0.685401652443814,-0.760829398230064,1.25827649143028,-0.351312422405,1.03574894996946,-1.60138430823587,0.879143247268913,-1.20890752896364,1.00515681461277,-1.2322783254992,0.519687694260511,-1.37806111953981,-1.29817546122062,-0.705685090508954,-0.903807947032696,0.205934353033921,0.0751377918308608,0.258216338844447,0.613916717583422,0.219410146921612,-1.58066195207036,-1.62238213073666,-0.01590906431492,-1.47974032267141,-0.358475477753092,0.23852991061642,-0.390474006845388,-1.62913009870123,-0.751004760272114,0.492665980550481,1.2589527870672,-1.0250014702516,-0.512173079039498,-0.8253477618077,-1.6421378896983,0.636921404551591,-0.243198435063493,-1.36806719680088,0.42113329921148,-0.0320998848534037,-1.33123494521807,0.0870054792509949,-0.904343240142692,-1.34183337003799,-1.18867116426407,-0.0745738162396836,0.257169959844266,-0.911310899698469,0.88300061001098
