"","PA0198","PA0403","PA0459","PA0527","PA0927","PA1076","PA1326","PA1381","PA1429","PA1455","PA1456","PA1546","PA1647","PA1673","PA1789","PA1920","PA2136","PA2500","PA2501","PA2753","PA2867","PA2967","PA3278","PA3309","PA3336","PA3337","PA3457","PA3458","PA3465","PA3572","PA3573","PA3613","PA3614","PA3839","PA3840","PA3879","PA4328","PA4348","PA4351","PA4530","PA4531","PA4572","PA4577","PA5027","PA5183a","PA5207","PA5208","PA5231","PA5232","PA5427","PA5474","PA5475"
"PSEUDO_Oxs_3 (GE) - TPM",1.4490311576719,1.77928450201468,0.367949242090949,1.06893198694595,1.82984743935589,2.12564007860853,0.441890606112591,-0.781152428019404,2.03231776791182,1.39397028464849,0.74052997595169,1.09774398714542,1.76709664874374,0.962704402987528,1.83798899609973,0.536524951143049,1.79502859775018,1.41859992064567,2.49382241127553,2.77167003612271,1.03789651692012,1.10190941936044,2.2382228945434,0.608366111260146,2.2194225724973,2.23504430177384,1.51029086024722,2.11301147648501,1.47494330407998,1.41230539888898,1.07454281385086,1.00849156640841,1.88692050458084,2.1623340776195,0.861246095750003,0.885555655969502,1.86971199788886,1.7562599466942,0.414476857815483,0.783600423871987,0.574591894610299,0.407328229782754,1.63604303111395,1.50599249336785,2.06686859137854,1.35268626637192,0.682953831930588,1.27082316166216,1.56239060304885,0.617318841243885,1.28589284188414,2.05130329642826
"PSEUDO_Sp_1 (GE) - TPM",-0.782981388010481,-0.689726381812991,2.04165731196025,0.00490707446512145,0.179878398592061,-0.308742163829345,-2.06654823148756,-0.965382853710774,-0.184201883657012,-0.921154727228659,0.275265254994828,1.7443983753383,-0.42947664702971,-0.484885670017875,1.2164053340605,-0.453373384087107,0.0305424440110252,-0.216195793244454,0.519718441300917,0.373551231420947,1.84579734726726,1.69457171205621,1.4130693353096,0.650085334325714,0.447865968527069,0.888317151335517,-0.83421344349439,-0.903670997729522,1.90971929814747,1.52564809815282,0.0448814098291156,1.08663934764443,0.664323109119867,-0.587306529996525,-1.11183740956208,-0.759822397015893,1.6293245701708,0.229756911370327,0.900142633115111,1.19396709167822,-0.360320005370689,0.654154670134402,1.70009350374849,2.46368612930109,-0.469574561297998,-0.0207599578836679,1.16433637379123,-0.365844847085944,0.0286230572608716,0.413766317431389,1.16171917847229,2.1390043059238
"PSEUDO_Sp_2 (GE) - TPM",-0.547854164979473,-1.76254393625595,1.38046337592587,-0.845235515936875,0.699444266149669,-0.688091759215002,-1.07082867355522,-0.429655581857234,-0.265463094243424,-0.628236019265453,-0.0402439333597046,0.533274523840628,-0.849631639741716,-0.630594551754938,0.644544439155726,-0.235917552776473,-0.036967118745022,-0.399653166532831,-0.525212872509929,-0.230089825008959,0.914403960442419,0.751147870942698,0.962838312707206,0.260622614650313,0.0332841043599929,0.146021026689826,-0.740801494008625,-1.23726705560356,1.45949259738147,1.30031892272451,0.0579916207275023,0.317809796479376,0.0629669114261298,-0.679217258495632,-0.206893285835587,-0.880654628199365,0.634756214037847,-0.305746586327825,0.171126080283434,1.19913072036688,0.238473377122442,0.987684410280208,-0.247866889024478,1.82831157954615,-0.485525053231825,-0.406594371974193,0.777858651946386,-0.540656979164132,-0.0360102317563598,-0.0918992562043889,0.467154843711193,1.28040142865977
"PSEUDO_Sp_3 (GE) - TPM",-0.291272508242952,-1.13084911792556,1.78018420846036,-0.16243831434759,-0.924229332080081,-0.560982685582078,-1.60442524445568,-1.55428574674714,-0.282809477500665,-0.902979811986708,0.343238272168659,1.07070501462262,-0.626836355410434,-0.555132699860596,0.903252806047878,0.0351221455893435,0.301300148218873,-0.255272493583312,-0.344282862485555,0.297880108113151,1.653386924754,1.99894494401771,0.600881870776698,0.278823243380312,0.265169978331893,0.501719364893514,-0.492326612194473,-1.22126167763298,1.38830639005734,1.32160655884027,0.218165876146491,0.811332727786998,0.300638664435078,-0.361216112360452,-0.677879337549197,-0.881581359014655,1.71073623000279,-0.0157119474327967,0.357811849407347,-0.134066837592542,-0.0890210540634186,1.20070990409478,0.38630647933451,1.78621507010016,-0.668055711876732,-0.321889758112369,0.802793217959991,-0.299782640430583,0.103799804404869,0.199268206012307,0.992719785722165,1.66662930365941
"PSEUDO_Tm_1 (GE) - TPM",-1.11364558868935,-0.046161314656031,-0.684169925045426,0.341378364582092,-0.491043807282507,-0.102267913934712,0.440699923190087,-0.086897440975767,-0.602305691130878,-0.850663567379328,-1.20148561562395,0.194001676549373,-0.381533156910596,0.203363437932245,0.162680453748823,-0.275103007012308,-0.260387459845412,-0.096337582882826,-0.187846620732235,-0.199187659619635,0.300876954034635,0.298867636082455,0.986082348470338,-0.945109419586304,-0.509832544881053,0.0315047007577733,-0.370964757782142,-1.15149739276028,-0.618842747028309,-0.394375201994307,-0.674483616128837,-0.113666061952628,-0.243143078251297,-0.115779758614155,-0.158746572497331,-0.715270727901751,-0.281609456138088,0.945029131244148,-1.50343303350203,-0.481083410204899,0.338258527150403,-0.558188996730657,0.0312902516055436,-0.565443550846799,-0.158881510527502,0.481495952032536,0.636499031546515,-0.23974061412724,-0.00845830334980844,-0.635841108786192,-0.849339414451952,-0.243275965954406
"PSEUDO_Tm_2 (GE) - TPM",-1.10003085656654,0.781390059105792,-0.621230062344308,0.592054310648717,0.224320576136967,0.844318466647039,0.713496553975234,-0.252694404327977,-0.494180268105465,-0.345699753548572,-1.67508142835693,0.491477241877143,0.0828464680649652,0.695967988836918,0.467970999304492,-0.192800157204872,0.547541462311998,0.00248689230360269,1.02375060278353,0.123065265091793,0.552069004511242,0.392847732909908,0.724129474351662,-0.559778016570503,-0.346888811656277,0.364708782087009,-0.452596933421743,-0.978042353592289,-0.232076297970531,0.0671544321568125,-0.424985584749555,-0.0570565150176937,0.0189375527052458,0.14140143947128,0.512009099532901,-0.355165472998104,-0.0673958781292742,0.872105578922189,-1.50872272837012,-0.186264116530785,0.00319114308035694,-0.480273576361822,-0.12181482590729,-0.097357126237051,0.436614247241644,0.0876151271116584,0.465548212350461,-0.334488297734623,0.398303710347137,-0.518544248220798,-0.94763644698876,-0.275447689445832
"PSEUDO_Tm_3 (GE) - TPM",-0.986967037663717,0.77745561150438,-0.612163081481543,1.18113270629235,0.292444666434833,0.563355999389803,0.775902538139434,-0.0281811008746766,-0.232999104384073,0.000767818275857814,-1.60261279645545,0.692636815180094,0.365025428022336,1.03580946121604,0.727629405811953,0.377470135927231,0.591983006763322,0.0130460504823028,0.479872211742537,0.0475131688325806,0.84690572791974,1.27368019218451,1.1772084887663,-0.529185556752032,-0.446599553890122,0.519209991532712,0.0410207845998088,-0.6543488169139,-0.256209552114271,0.155635117567095,-0.236225703820376,0.263327590196854,0.131203408326334,0.332735904111648,-0.124966041657597,-0.0689020820214211,0.569446931954282,1.21870295769834,-1.31417961127786,-0.533307073351817,0.0269890562756781,-0.173381769154714,-0.0456872237466925,-0.0784598673838938,0.883968874376711,0.312672222887333,0.555957322009987,-0.161396168065901,0.596742392921306,-0.406353512307751,-0.723399483991396,-0.0810247626062928
"PSEUDO_Vic_1 (GE) - TPM",-0.894178125232054,-0.121663475848292,-0.635585091786782,-0.89590100404396,-0.728723421402873,-0.423386008123712,1.59768394696214,0.379339717615005,-0.839645094061023,0.0681113746764499,0.722354798478942,-0.504997942933598,-0.159152040760784,-0.545008548718396,-0.834594055675382,-0.567972201776456,-0.85985087477139,-0.42466048458513,-0.498948311647185,-0.728909577500296,-0.337337794995126,-0.774084776522732,-0.858928796900348,-0.5126139486204,-1.02639101026788,-0.972537427496187,-0.0672041901282518,-0.767312514773118,-0.733932480757682,-0.78107444335919,-0.54830578514875,-0.90963386844765,-0.974091852337182,-0.449009578365478,0.567539488809721,-0.552063318551756,-0.782025314678954,-0.735913056102729,-0.385563659762441,-0.772574442757275,-1.01376116713397,-0.187088031086412,-0.229488212799763,-0.722691919563813,-0.891636987225958,-0.571890094691109,-0.782694238765329,-0.710413532068018,-0.9397215593101,-0.623633180180491,-0.487283150887056,-0.964336259799989
"PSEUDO_Vic_2 (GE) - TPM",-0.662397591692184,-0.344053573771582,-0.711128939851105,-1.55896928466015,-1.74724470219107,-0.625613072806664,-0.721653881980918,0.899685173326861,-0.93335665715344,-0.0442079321010315,-0.0567758571758814,-0.604604674770068,-0.744506642081169,-0.752779649162283,-0.853287355850419,-1.05096205213119,-0.939318338218401,-0.437294689273787,-0.967561870804407,-1.09927506579133,-0.631689629703928,-0.702893590320709,-0.902314581570591,-0.483259704180342,-1.24968266678579,-1.05912911275867,-0.355732498410643,-1.16706569054793,-0.707358296569437,-1.00463880683673,-0.746106763193606,-1.01865763125028,-0.990931569728119,-0.506444444441957,-0.275433205926654,-0.838086913701499,-1.17434465569985,-0.922443777067905,-0.748893167563178,-1.05799016149761,-0.498978398528946,-0.556838052038395,-0.434833362658445,-0.916600626698448,-0.816773351407904,-0.84105141989146,-0.711201715500077,-0.865488500856032,-0.892528397931005,-0.740624399144724,-1.00132065182901,-1.03903393795818
"PSEUDO_Vic_3 (GE) - TPM",-0.375463715172316,-0.134859019751077,-0.621388501534785,-1.16694293785292,-0.781486943863711,-0.505420976726586,-0.349021247345008,0.653254224104806,-0.92041747035022,0.110447021107908,0.194165216868854,-0.523523378411619,-0.586382666538707,-0.622632077412854,-0.780137097507387,-0.844989882867923,-0.891650135063361,-0.801716959621274,-0.720030503539002,-1.08737388518962,-0.521752228026467,-0.916201716055824,-0.647890653599109,-0.472002804381105,-1.22870618305407,-0.985698690936786,-0.237403487266456,-0.818484424527569,-0.987445161241498,-0.757275943165927,-0.609723612763555,-0.977252026358384,-1.08976977771693,-0.709548447006543,0.0708346108147879,-0.835654951886457,-0.882046100741579,-0.890299865032935,-0.606230225334902,-0.930829927130001,-1.04001504099457,-0.432065480219236,-0.569183105899263,-0.928169144081192,-0.96161792689398,-0.738625189399619,-0.696375067972862,-0.806032359730528,-0.912217995387928,-0.799149957807657,-0.92201729374609,-1.01104574131437
