"","SL1344_RS24700","SL1344_RS24730","SL1344_RS23750","SL1344_RS00460","SL1344_RS00920","SL1344_RS00925","SL1344_RS00975","SL1344_RS00980","SL1344_RS01115","SL1344_RS01125","SL1344_RS01160","SL1344_RS01225","SL1344_RS01615","SL1344_RS02165","SL1344_RS02475","SL1344_RS02705","SL1344_RS03090","SL1344_RS03260","SL1344_RS03760","SL1344_RS04495","SL1344_RS04805","SL1344_RS04820","SL1344_RS05885","SL1344_RS06015","SL1344_RS06430","SL1344_RS08905","SL1344_RS25385","SL1344_RS09345","SL1344_RS09905","SL1344_RS09965","SL1344_RS10145","SL1344_RS10675","SL1344_RS11070","SL1344_RS11420","SL1344_RS12145","SL1344_RS12150","SL1344_RS12220","SL1344_RS12230","SL1344_RS12745","SL1344_RS12975","SL1344_RS25665","SL1344_RS12995","SL1344_RS13145","SL1344_RS13205","SL1344_RS13215","SL1344_RS13280","SL1344_RS14595","SL1344_RS14950","SL1344_RS15155","SL1344_RS15835","SL1344_RS16105","SL1344_RS16455","SL1344_RS25940","SL1344_RS16825","SL1344_RS17055","SL1344_RS17085","SL1344_RS18790","SL1344_RS19040","SL1344_RS19285","SL1344_RS19620","SL1344_RS19750","SL1344_RS19915","SL1344_RS20095","SL1344_RS20380","SL1344_RS20815","SL1344_RS20860","SL1344_RS21150","SL1344_RS21800","SL1344_RS22195","SL1344_RS22430","SL1344_RS22665","SL1344_RS23390","SL1344_RS23490"
"SALMT_Li_2 (GE) - TPM",0.197816512034039,0.462783586603522,-0.290354310160816,0.0951248248355708,0.0232677766506077,-0.15598295377896,2.05759598547097,1.90074884836169,-0.335088290617585,-0.0220313269197504,-0.347986819964106,0.745463203455285,-0.96833195017265,-0.129070889592387,0.280270930926203,0.630759158824088,-0.960338600023639,-0.0980553429502854,-0.290507907831045,-0.206987806909554,0.370172598503593,-0.284491226886779,0.143335422349305,0.595727038917637,-0.208328640589575,-0.569688951494688,-0.303127512170004,1.05387919465616,0.650192278619307,0.196352986341304,-0.231410387332709,0.180158840227254,0.841031313848135,1.53122456788959,0.199715463223354,0.222841070083648,0.10647630023032,0.991011582894516,0.819039332754152,0.133263176233292,-0.107961486689458,2.09015123103311,0.360843447395084,0.762973067463577,0.143025490935131,-0.658200985961387,0.445244711315567,-0.272993614023738,0.947206552325116,-0.465374235576316,0.956675305835067,0.168547209174604,-0.424808430397989,-0.576325309641557,-0.548329901677209,0.163461286940634,1.09374004829397,0.814190688782875,0.370068722633089,1.04953157695965,0.219262049963674,-0.0626390948439472,0.464074362737138,-0.457141970066547,-0.51349698010076,0.159679696647071,0.259948458144369,1.0155961115001,1.55045106969431,0.0925705486598758,1.56148339261296,1.12217279599422,0.126408013353085
"SALMT_Li_3 (GE) - TPM",0.420838564439062,0.375403569488401,-0.0781900498011467,-0.468940011414792,0.392960040831367,-0.227635858208566,2.04711791785952,2.25919002450529,-0.355009603966031,0.110327363852819,0.0828579354141856,0.878001944568287,-0.070579376480652,0.21327896669912,0.212474457003228,0.33756388087529,0.0504914852122266,-0.0653565110026739,-0.290507907831045,-0.442743476341293,0.743044685068194,0.0310163745101145,-0.121347464908859,-0.0420745643271758,0.37932486261154,-0.523984465219781,-0.20109387004825,1.46640414580014,0.540738771613829,0.212858170789599,-0.028515204103291,-0.486333744638367,1.64823286219991,0.0537166704290257,0.229043218564992,-0.575324892106406,0.178531000800756,0.98117741463314,2.20454634755307,0.182790562416532,-0.182204242430046,1.54015999212505,0.163197111846126,1.89758185067091,-0.491544360976413,-0.270644704005703,1.30078892139417,-0.488009504134043,1.37225554649266,-0.55913349865756,0.140057049859295,0.639689112028947,-0.517228210938451,-0.798410821837447,-0.300739205152614,0.237638432322651,0.00570505919297327,0.36557769546606,0.339291212463574,0.469290002642295,-0.31812264077282,0.0131043137890441,0.298825789865055,-0.303931794101312,0.0227238255550784,0.301758485934633,0.616897115706652,0.848806645358636,1.32162086876004,0.691517679706691,1.62059468197825,0.317763729768556,-0.179405735887395
"SALMT_Mig_1 (GE) - TPM",-1.63299475604783,-1.01158219614773,-0.509051974323469,-0.624824014689937,-1.27698566000118,-0.636167561728754,-0.702748258607361,-0.643311640104914,-0.128287151622082,-1.63361330264305,-0.97189846177728,-1.00109290846162,-0.483395156826073,-0.259881376260958,-0.971878801248628,-0.833358273723125,-0.960338600023639,-0.400934343792676,-0.290507907831045,-0.842705681599656,-0.576007645460442,-0.38637733366036,-1.01341392532495,-0.163982611852074,-0.35834066608685,-0.528071526719781,0.792039218538897,-0.797363757586343,-1.14884034691858,-0.884955309976411,-0.935518289630622,-0.844597394397612,-0.733579428094434,-1.09518749847038,0.283153305912429,0.264527153561213,-0.889457735849647,-1.11908843187743,-1.34824586932757,-0.270374185601305,-0.277811828560268,-1.40304130586392,-1.02052639083039,-1.22315405102805,-0.803678337456207,0.396623563222065,-1.69905774090093,-0.147234155911287,-0.928521286947495,0.784807263506295,-1.06341741435192,-0.575073238867007,0.0774709797873909,1.2308098341641,-0.532821340339463,-0.859712121631569,-1.18943116952371,-0.517710739499707,-1.18828509614191,-0.0531160042315859,-0.672375792450355,-1.11840770195288,-0.642076252552798,-1.80642407423639,-0.335505984096081,-1.69967617357104,-0.883632669666037,-0.849711769266671,-1.21774545966184,-1.29552634182122,-0.768620548234549,-1.2815017030002,-0.506053884114478
"SALMT_Mig_2 (GE) - TPM",-1.6284151443296,-0.992615831611405,-0.509051974323469,-0.657011878141615,-1.13253732943001,-0.620500708674562,-0.679957819130673,-0.921152119298576,0.697145480500794,-0.897390798326154,-0.895049390653668,-0.798934727010418,-0.344033201088513,-0.56666802918241,-0.957076318293371,-1.22485901926244,0.109054806462106,-0.333805529201808,-0.290507907831045,-0.576218341509239,0.110126779212398,-1.02149353994128,-0.895206521130837,-0.431692159833174,-0.0464017793115636,-0.246905058629553,-0.246915644577448,-0.797363757586343,-0.680057100124448,-0.60607564952789,-0.0324113729954986,-0.320598009967703,-0.600326413026681,-0.488450611069273,-0.0295818538833719,-1.19094747009852,-0.33915217067827,-0.801484830571045,-0.866248982851181,0.496921554120459,-0.220013717176202,-0.966262470332287,-0.917311419201771,-0.28210794113771,-0.469112797611124,-0.486525151714893,-1.29978616129035,-0.597251326912919,-0.869615460568327,1.77006751462701,-0.990531469199696,-0.178712608159873,0.15339029742089,1.43393047112215,-1.08632733720165,-1.01197106017931,-0.813628778242049,-0.896643960363763,-0.813541227520813,-0.692253020191141,-0.876750004615249,-1.17094521867051,-0.695748684124913,-0.367103904404174,-0.415568560034264,-1.58147028896944,-0.012026619850937,-1.01773820755346,-1.20365444592363,-1.47622853440468,-1.06355266920667,-0.0215231267012831,-0.632112525749979
"SALMT_Mig_3 (GE) - TPM",-1.63109161075468,-1.01926052513273,-0.509051974323469,-0.696992626197036,-1.07081793991027,-0.639702860529088,-0.72181004701387,-0.838307573322548,0.0235311555259696,-1.65534647908418,-1.03701982337877,-0.988049506709869,-1.30691694898363,-0.392310752136833,-0.873529443018033,-1.20130701920927,1.65216603688768,-0.966672607046155,-0.290507907831045,-0.777451137668341,-0.665668643232033,-0.779274406399379,-1.05677567621509,-0.433897799794169,-0.527097657423802,-0.0999711862206398,0.412229331681849,-0.797363757586343,-0.247707036078227,-0.388764251040847,-0.494264211743409,-1.0945420185111,-0.216637595983016,-0.325368691117868,-0.131072505329067,-0.786072900669936,-0.593519533509027,-0.932067788240956,-1.29084393000255,-0.882385338766552,-0.277811828560268,-1.4118627147306,-1.01294344623195,-0.998361757491588,-0.565344186866419,-0.386558163824279,-1.34501731133129,-0.447403086099943,-0.996474598196545,-0.302842717283658,-1.19990915256126,0.00479839576008986,-0.390522738267397,-0.107966431806475,-0.698509192972872,-1.03998215168852,-1.10960326557248,-0.273276909639724,-0.956508045463572,-0.90503164308487,-0.91585010495718,-1.16614149215934,-0.921960318130987,-1.64711279108898,0.0983446750352176,-1.27514589652542,-0.586235367027739,-0.855905481675824,-1.27160187048391,-0.760243235277133,-1.03662256642699,-0.945334113575175,-0.423256749443727
"SALMT_Nd_1 (GE) - TPM",-0.475423617853788,-0.760588353163712,-0.289101587907023,-0.376682765942682,-0.842866748370223,-0.528388558441124,-0.40099724708641,-0.668113412595906,-1.14775192207825,-1.37598056880277,-1.10725132843893,-1.01243255222693,-0.366813476347566,-0.853257092752947,-0.852518179172794,-0.539378618474069,-0.186311741690258,-0.727629228576753,-0.290507907831045,-0.478823689433681,-1.55537625448647,-0.572225369170503,-0.825536556315416,-1.25470201031255,-0.787188110721938,0.130760942977322,-0.776991370601653,-0.59512864595406,-0.649334461975203,-0.00782678172374225,0.0449847768666067,-0.728116707185288,-1.34098619085363,-1.20189070182151,-1.14525113874667,-0.572482944037628,-0.621091291251862,-0.35682464776759,-0.6806388562158,-0.795103332408875,-0.131391889914143,-1.05267885757103,-0.551989061096772,-0.534459282650423,-0.523401275919886,-0.532887380318968,-0.379470161542082,-0.925453551664338,-0.923250404385178,-0.462192415348161,-0.437866157382125,-0.506652662963262,-0.291205620891584,-0.166222377882433,-0.732390969049207,-0.853915141989784,-1.08434830569553,-0.797120796740449,-0.727698741429999,-0.38807154520892,-1.09148490646981,-0.966365272804981,-0.42370012345086,0.339718209856062,-0.386611890747331,-0.757727474044897,-0.779092705151149,-0.751662097327327,-0.784452961399252,0.528757830204292,-0.773986287810495,-1.0049426257399,-0.468051313143411
"SALMT_Nd_2 (GE) - TPM",-0.580885048741922,-0.611327449813457,0.0335322113185658,-0.385667074078567,-0.781838722242778,-0.730621563216267,-0.349594093231998,-0.640454988505679,-0.918394418751716,-1.0030177312616,-1.00060075054014,-0.929424469778576,-0.664750350207235,-0.65300215771127,-0.800170960972675,-0.639626312588065,-0.363649019169229,-0.392509931307112,-0.290507907831045,-0.52076843368729,-1.17200952002061,-0.744640698283001,-0.934872524956146,-1.17559467331927,0.266638163936634,0.44077546528195,-0.419405683943508,-0.797363757586343,-1.5752506837904,-0.637357056504208,-0.230048928691874,-0.406258261270997,-1.19640409169314,-0.764858025683464,-1.01907630094392,-0.615433373453597,-0.766573932249394,-0.468268315986602,-0.543386308139636,0.165904130491531,-0.277811828560268,0.088511520883235,-0.322598615805994,-0.800896183910894,-0.66538912085871,-0.816534553630689,-0.598570088332798,-0.947809106169682,-1.08003522965413,-0.66984658418477,-0.907878757227326,-1.08173071292018,-0.316880110148338,-0.315932728726343,-0.278838293280292,-0.396450210988079,-0.858309991272815,-0.928577086116228,-0.929394282823558,-0.495385488290446,-0.931402342821877,-0.885615200401702,-0.0970279027057576,0.223931578593672,-0.182282939794715,-0.02680206965586,-0.865960347998306,-0.622542527643633,-0.854583504375881,1.03771210826152,-0.782802938043322,-0.449754504263928,-0.237564304882805
"SALMT_Nd_3 (GE) - TPM",-0.16997803284643,-0.764369590068189,-0.0367001041110846,-0.0268503011618545,-0.443225782946135,-0.434530930572399,-0.233955686608951,0.0120281795651685,-0.820097837759362,-0.680589482279883,-1.06970835511039,-0.988244023744414,-0.715545180124216,-0.945086412196792,-0.807350966195203,-0.564189107932006,-0.440884758621401,-0.743598952038267,-0.290507907831045,-0.327422902224417,-1.16279272488523,-0.545576887589655,-0.919712389609168,-0.934177382579325,-0.248445002670719,0.386825790130212,-0.325047880932632,-0.59055059593711,-1.12610815162165,-0.0169311684612696,0.205051795284034,-0.757723187388986,-1.56710059475897,-1.20282671384405,-1.38204593873212,-0.794793978918274,-0.763986982018161,-0.23953202744875,0.226637785866533,-0.830638180499619,-0.277811828560268,0.126516291055887,-0.38760819189798,-0.143940138693757,-0.680049310857689,0.145270431420797,0.319342746150785,-0.954766043013075,-0.828098514957893,-0.385189640220513,-1.39779441012721,-0.489570048322608,-0.337024715259742,-0.540558294654511,-0.693376731028866,-0.550908657877456,-0.875880210423645,-0.689701584591235,-0.600448800099469,-0.760757619602923,-0.988243264565403,-0.922099647252986,-0.642786816763534,-0.571042740852123,-0.578996565441746,-0.342349969190252,-0.87102825967401,-0.500339750487166,-0.33816547854104,1.18328716164981,-0.41790123735686,-1.16555383568886,-0.488268985526532
"SALMT_Ns_1 (GE) - TPM",0.223219408706908,-0.844091486491624,-0.509051974323469,-1.18184589340864,-0.278540752373536,-0.5016030879809,-0.0022526766911557,-0.347527941773078,-0.996967494138877,-0.606107034756444,-0.755308668497561,0.645561832823686,-1.28525494950385,-1.21087759564277,-0.321550026320058,-0.583853898630546,-0.960338600023639,0.0555265866788326,-0.290507907831045,-0.465890699879993,-1.01745746406085,-0.817434611727493,-0.305870178330652,0.227961875417624,-0.437473986367507,-1.15284226693002,-0.898332027410438,-0.114534003710322,-0.538804941635654,-0.465608223822219,-0.227420793703187,1.09479248241489,-0.433512938845602,0.294665618222908,-0.413702264192426,0.297235245249696,0.0010096158729596,-0.155231827226922,-0.995734437852709,-1.23337527787348,-0.277811828560268,-0.25873693485836,0.393527962128317,-0.443945449799508,-0.166580883763227,-0.157898425337707,-0.237705617014254,-0.876635650310172,0.227669662864899,-0.413411791104837,0.623616642090698,-1.06841242023486,-0.349851879415829,-1.10618749102879,0.242157633764088,0.198483258776137,0.0998999657757091,-0.673647254831002,0.284519580606584,-0.788747206424111,-0.508224893676979,-0.115986335091062,-0.279958874933749,-0.460759744363271,-0.909005097020698,-1.04187746579316,-0.652586395340863,-0.235894052527666,-0.382057634566284,-1.94498044655874,-0.133149303916916,-0.521832813438924,0.0158486237324394
"SALMT_Ns_2 (GE) - TPM",0.398424607687296,-0.590281350447706,-0.351162079567162,-0.98241170418144,-0.371014916319117,-0.48010989161472,-0.141169673863902,-0.297033132678537,-1.61679852761449,-0.24880204151871,-1.08926358240219,0.149652813511438,-0.768904666485942,-0.927350275970404,-0.601396082372678,-0.57640156937599,0.776004950691728,-0.911980302145082,-0.290507907831045,-0.515661583166382,-1.40624755767423,-0.863111818769309,-0.531111762321204,-0.0696477440917136,-0.587700357821666,-1.34524480270082,-0.584759181107557,-0.603799618000554,-0.789889308485659,-0.515185136999925,-0.46628663379809,0.978809579911238,-0.356536165593961,1.01027364226442,0.0960376954708932,0.523822079363118,0.0375999089661907,0.275419399885898,-0.258538346110927,-0.151562495247021,-0.238396868166884,-0.299025253932571,0.374912121472975,0.175580808041508,-0.094614669074603,0.0407884011856916,-0.153518979586796,-0.75884796807676,0.694325679140525,-0.236558234597716,-0.643036550665293,-1.32871111025582,-0.242880855060326,-1.00871308970729,0.0561443136527638,0.0211037992084869,0.357165159690053,-0.493046285808326,0.304841265184735,-1.32065348103025,-0.557198867083172,-0.455037275302762,-0.241319619147924,-0.777243953811506,-0.70587365801496,-1.05899179328215,-0.744751555599053,0.174579070940177,-0.362578749907479,-1.11144373989053,-0.121698563584298,0.638197525454103,-0.29365097956665
"SALMT_Ns_3 (GE) - TPM",0.0543423715946336,-0.679520237313178,0.1651536219098,-1.04981344016064,-0.612739694391965,-0.32768424690244,-0.26552482651048,-0.2362110381216,-1.13962462714899,-0.201389293505491,-0.969774760799385,0.493349278424128,-0.1975317192656,-1.09754021775067,-0.52096485365663,-0.553536991874405,-0.886194998874397,-0.31463472163592,-0.134634361773027,-0.261961738745083,-1.02116455169338,-1.03674845833623,-0.324411654634766,-0.0225133316866134,-0.5608006790723,-1.3677372196205,-0.898332027410438,-0.443133109319963,-0.0162714795827243,-0.160704313734245,-0.935518289630622,1.34933354928334,-0.078935515149841,0.0384384276064209,-0.640419275911065,1.0347686239418,0.177006998017751,0.284995500858739,-0.566947405295169,-0.584308650765523,-0.277811828560268,-0.319207728362887,0.403962294146096,0.0370311614309012,-0.0306643914027294,-0.793654212854174,0.0492087715689088,-0.610574506733152,0.722464401722594,-0.163365008827334,0.029170580489462,-1.33731727609956,0.029586011614427,-1.09901309953245,0.412409906238302,0.0203933581761321,0.272285326196905,-0.32415510230012,0.421085402745817,-0.573894792759604,-0.448819468515236,-0.250184914659974,-0.392715595381546,-0.294049860781319,-1.02618541927709,-1.17910423471119,-0.377808805374962,-0.165000046736803,-0.308575470994918,-0.885240484942511,-0.105384863378278,0.267350552220505,0.287984252133211
"SALMT_Oss_1 (GE) - TPM",0.443751644395237,-0.441986681883353,-0.110290233068159,0.120020760141892,-0.45276462335412,-0.551090215986489,-0.504875222110375,-0.777872558701894,-0.254963854383003,-0.54276339249486,0.333429003398189,-0.668681691370029,-0.369711005366929,0.193244791049028,-0.225003901902078,-0.216882347710185,-0.390255510214848,-0.564988604107804,-0.290507907831045,-0.22475741272133,0.501756011110078,0.470867630108576,-0.33539336068606,-0.156603498180403,-0.673453883690485,-1.14162386799331,-0.480358576795644,-0.19065421264558,-0.682677021492253,1.14933964127701,-0.389272008234068,0.544540242110297,-0.165587482931052,-0.285272797557955,-0.372006798009554,-0.672523524616309,-0.337209458887673,-0.698221163410184,-0.450907213969168,-1.20874146022142,-0.186562078882234,-0.195191459993672,-1.03867152760965,-0.601540812883813,-0.404291154750867,-0.397021661714447,-0.129668662119298,-0.258474824856275,-0.484235280274096,0.0614490921006338,-0.746230102458562,-0.31548228141001,-0.336250874706092,-0.449678131760715,-0.729092474217519,-0.450193692020349,0.282170218467735,-0.438176977651434,-0.625294715020888,0.339310773074626,0.237661606974658,-0.580742182458303,0.835555072012634,0.562196150438615,-0.139689908844484,-0.821713443678732,0.2880954021095,-0.490059918968829,0.507076143458251,-1.10365414966032,-1.03472232988075,-0.308293336947703,-0.658878559335292
"SALMT_Oss_2 (GE) - TPM",0.659451208339069,-0.501492718638653,-0.0615631311492578,0.269153547260749,-0.616120687112593,-0.683330672500296,-0.495102637945372,-0.630817673313303,0.138037540516346,-0.407346351977964,0.248966674108669,-0.599737299362199,-0.608085469856256,-0.0194527183768869,-0.0210853259715964,0.235246487075808,0.149149198940375,-0.676089557441451,-0.290507907831045,-0.552817113894283,0.605968799111403,0.468243683897075,-0.428968204901236,0.118202602682509,-0.457901847869662,-1.20636086545282,-0.189149182984638,-0.348512338688975,-0.675185255958458,1.07344013451518,-0.0892257067471007,0.0161155765088953,-0.0587618087422993,-0.250721312062059,-0.449745131455754,-0.649930019703422,-0.261545534374195,-0.723873872185021,-0.0846866119893105,-1.15683675241246,-0.0205421385022349,0.0149857493682902,-0.875396425111701,-0.911857615887337,-0.525051252251486,-0.551464363550191,-0.092118904476054,-0.344405068185891,-0.603792548527559,0.303803701764934,-0.86021890683786,-0.563072654399486,-0.215699158515054,-0.133478011662076,-0.511265153975302,-0.448796348452741,0.0715399257557789,-0.446049085208501,-0.467402220544463,0.88368702305261,0.539066186808108,-0.740814349393845,0.98633640801074,0.936953473990297,-0.420970670506663,-0.582527743408549,0.579115409851441,-0.477019891405923,0.45593371582052,-1.42510740416502,-1.00500609354926,-0.188146374732981,-0.802737227231647
"SALMT_Oss_3 (GE) - TPM",1.05500718418318,-0.499942161777712,-0.199029376163412,0.0678852737887377,-0.515509502631309,-0.739825673288891,-0.589031554611563,-0.726269488528867,0.581131054031195,-0.8009133800939,0.936864412752504,-0.621391419875736,-1.05095554392253,-0.494884365744714,-0.12973899313426,0.20948900301916,-0.960338600023639,0.470338626541409,-0.290507907831045,-0.571942018123722,2.05642064144154,0.500805654215862,-0.681872986892079,-0.264200970725192,-1.57912000997419,-0.976044118604432,0.333091537358572,-0.0372231851999637,0.373402924910673,1.94910308816378,1.36786561715782,0.547068518211675,-0.389312591249121,-0.424980827613494,-0.106709068872104,-0.813227767831206,-0.0799921422623004,-0.872665512457525,-0.504351040013273,-0.510808024538205,-0.277811828560268,0.689520409892885,-0.975356222270352,-0.662022704882074,-0.329590813179011,-0.395688288612636,-0.18107402582626,-0.730406235471206,-0.840414366162887,-0.108586618546973,-0.00306136198568297,-0.276006202097965,-0.372683524718826,0.381294196241683,-0.13476199010074,-0.0830579186204818,1.15609565272195,-0.301444574729321,-0.745462115204706,1.07704409576763,0.338368128910759,-0.351372506266261,1.651800996256,1.48678510706018,-0.774607863676279,-0.845659047531604,-0.246392510187766,-0.554028847668993,0.826686497203988,-1.32382609858157,-0.457759056301265,-0.300055815297689,-0.695112075759714
"SALMT_Oxs_1 (GE) - TPM",0.357725465667499,-0.666027736134948,-0.509051974323469,-0.698202483545463,-0.734232864483709,-0.608856947055601,-0.430351971687374,-0.569764192561205,-0.699818868306839,-0.729850136195629,-1.10207430424769,-0.740982969293608,-0.502338084397514,0.725997210215106,-0.60010939941338,-0.0381412906212854,-0.960338600023639,-0.89456842507174,-0.290507907831045,-0.694285196855912,0.0592812227282521,-0.728722472622494,-0.898406511135195,-1.28273840610341,-1.19558929176006,-0.692539748959305,-0.742979600127069,-0.0452581943843877,-0.27809437146547,-0.588699837856892,-0.517072306255463,-1.00831307650413,-0.618350183765207,0.347695149426491,-1.02463504357608,-0.604479321532283,-0.692604040541365,-0.418971676423672,-0.204539548182215,-0.954776048519775,0.19084174303243,-0.478166753572033,-0.737840389263363,-0.240016314488659,-0.546979764879446,-0.434267774942007,-0.588042223878491,-0.928539680165675,-0.943540749430096,-0.254661776111633,-0.518022326519373,-0.869980811137883,-0.46308353131621,0.42938048785245,-0.789174095198849,-0.804045223532831,0.0832343109454114,-0.294202466923204,-0.724390171295348,-0.789367668904948,-0.902394056416702,-1.05138072351329,-0.784588346931354,-0.469396150985765,-0.578676609931369,-1.1359932077315,-0.953880998588961,-0.593404756779184,-0.670142274805906,-0.527059580858337,-0.551894057284766,-0.64569487940469,-0.281110494425806
"SALMT_Oxs_2 (GE) - TPM",2.07233986361399,-0.624371251410205,-0.509051974323469,-0.729092720989757,-0.63472730413759,-0.343266815715484,-0.409709288271963,-0.530349269379604,-0.556242316936253,0.456045266611232,-1.12447953940162,-0.692614938755682,-1.13157423205364,1.16884316560101,-0.50150227485165,-0.488371648836108,0.116588224653038,-1.07984838676658,-0.290507907831045,-0.600375815164072,-0.47418160935401,-0.376155518174362,-1.06147291339896,-1.35073601816362,-1.11646325509189,-0.463956941850437,-0.743977831625569,1.28519989146725,-0.961739952666399,-0.743612293167971,0.233798890677061,-0.229609173477848,0.184218523322943,0.232727908519132,-1.49951920559282,-0.355594043583589,-0.826529334919148,-0.830969371341941,-0.875930028400064,-0.969511688423323,-0.219606554283946,-0.469989784547417,-0.546716402825389,0.336061199209467,-0.762570364524804,-0.816534553630689,-0.720758289131525,-0.775025436776041,-0.874314629488023,-0.718065591057875,0.288679728743385,-0.380905048039854,-0.31162196626528,0.257489320387397,-0.358766213110018,-0.866580754977022,-0.214972970990792,-0.0603089014784701,-1.00798441252852,-1.16230425144741,-0.750869332815272,-1.02208409549792,-0.566067255134571,-0.736919930420266,-0.742376930185111,-0.698383038503684,-1.06846646054301,-0.687196615907593,-0.783993619826881,-0.752609191210017,-0.434992382542671,-0.574352060047668,-0.0978875349807369
"SALMT_Oxs_3 (GE) - TPM",0.947959514611916,-0.681878489902218,-0.509051974323469,-0.661431156887703,-0.622155447470395,-0.559133459190661,-0.485408197521387,-0.735765165974929,-0.410324505800142,-0.567609757291048,-1.03430105086524,-0.761162160828187,-0.208741608622099,0.614330128259484,-0.639963637081535,-0.61589557729285,-0.79247938363402,-0.857621910434949,-0.290507907831045,-0.879616385917892,0.160073970307087,-0.873370710230238,-0.580394468222132,-1.06096072833854,-0.8724056103997,-0.421670950300221,-0.898332027410438,0.472420693045401,-0.718834764566039,0.00314205647189994,-0.935518289630622,-0.740230005693723,-0.832523265671564,-0.498037114658768,-0.898843565736478,-0.669814309902352,-0.778707132552448,-0.590726625189107,-0.581905119950063,-1.48656646318164,-0.277811828560268,0.18959578896112,-0.337928222716625,-0.155486272832639,-0.714624593395714,0.0640740499383431,-1.04408973790385,-1.03565774132506,-0.733301687282636,-0.240250238689786,-0.41741393994347,-0.833032833210117,-0.101726382175205,0.851408127212471,-0.743513120536638,-0.724162668799485,-0.160824642147524,-0.911033548826579,-0.713391162209966,-0.359983416649917,-1.02830672952257,-0.996424450560816,-0.469480134737452,-0.393841827150485,-0.406869256138597,-0.906704749548796,-1.08918918821284,-0.54010550715701,-0.0782480069620504,-0.731507636017317,-0.879584381189823,-1.01919905052877,-0.193775349527387
"SALMT_Sp_1 (GE) - TPM",-0.425015780010054,-0.976184024055959,0.0753876292092764,-0.558918964407926,-0.939047932188173,-0.728646228218921,-0.618042689128768,-0.65357487710991,-1.70401477007026,-0.691122163259517,-0.859088535514543,-0.837244535586996,0.224495953964737,-1.20745985252221,-0.913255553620948,-0.959133335154338,-0.61755527382021,0.155445507083981,-0.290507907831045,-0.32565675198274,-1.1968513888845,-0.79019447104041,-0.661034334720958,-0.757464002669779,-1.03216191142701,-0.270555850715098,0.219388775300608,-0.695008026728449,-1.17913796240252,-0.565791151331681,1.45270705811613,-0.482507869231457,-0.0421987194829909,-1.29952671501445,-1.3342474057439,-0.142100328306179,-0.564829697270442,-0.740118627188411,-0.879884551727481,-1.28708946302765,-0.277811828560268,-0.255520152840557,-0.233152840583883,-1.36016207961869,-0.852441092990548,-0.287628541258232,-0.0336921193220043,1.44766576120908,-0.124136751489901,-0.855816057101952,-0.741932031333865,-0.854036523729992,-0.610578636593997,-0.33193239362458,-0.536352153738581,-0.805944712066656,-1.18831574525957,-0.749449833047579,-0.84067248975286,-0.897091523537161,-0.805909945030036,-0.808625525281017,-0.697970066086902,-0.552242533077387,-0.288444784246209,-0.556880279420506,-0.883487477407351,-0.710042635663328,-1.03612205504682,-0.525656731789714,-1.1549668568791,-1.05524077198271,-0.488292337967776
"SALMT_Sp_2 (GE) - TPM",-0.209271538744718,-0.749639494572159,-0.509051974323469,-0.991622256687218,-0.486174834660886,-0.895003892124553,-0.281582777278524,-0.059952039155587,-0.491397246222744,-0.695023043002829,-0.4669727743658,-0.771269146164206,-0.757754881414045,-0.684651774950855,-0.593429513811104,-1.00713083331576,0.595700240654163,0.745205602275884,-0.290507907831045,-0.264138848396901,-1.18607345473399,-0.75639766937948,-0.995442323502294,-0.813928798351628,-0.529867402059518,0.424536426389183,-0.586097652992739,-0.797363757586343,-0.246675442627795,-0.125565548687843,-0.935518289630622,-0.0263821158053603,-0.160758707553308,-1.49960012957991,-0.559180676285718,-0.0299822758055519,-0.513482033153744,-0.357688819577892,0.302371867484706,-0.331555224405288,-0.277811828560268,-0.758677389641736,-0.182066510217624,-0.898290164622002,-0.929632342841223,1.68043121217635,-0.0460356170806983,1.7039772121756,-0.554879823781427,-0.47383773067521,-0.588529495676101,-1.05443035304028,-0.528953180035127,-1.04335061307994,-0.210488628616788,-0.715651580013875,-1.38695038900859,-0.928577086116228,-0.737000402862981,-0.92780189368788,-0.426553605259304,-0.72130803643118,-0.275337613312765,1.09713940608193,0.409064941608808,0.234976073727274,-0.86239186375263,-0.809977608286849,-0.492983203892988,-0.122499950592922,-0.610161697802844,-1.51354563691661,-0.773699622204849
