"","BPSL0001","BPSL0020","BPSL0026","BPSL0027","BPSL0028","BPSL0029","BPSL0030","BPSL0031","BPSL0032","BPSL0056","BPSL0209","BPSL0225","BPSL0226","BPSL0227","BPSL0228","BPSL0229","BPSL0230","BPSL0231","BPSL0269","BPSL0270","BPSL0271","BPSL0272","BPSL0276","BPSL0277","BPSL0278","BPSL0575","BPSL1075","BPSL1117","BPSL1342","BPSL2137","BPSL2185","BPSL2275","BPSL2278","BPSL2283","BPSL2284","BPSL2286","BPSL2287","BPSL2288","BPSL2289","BPSL2290","BPSL2325","BPSL2400","BPSL2401","BPSL2619","BPSL2712","BPSL2735","BPSL2860","BPSL2901","BPSL3292","BPSL3293","BPSL3294","BPSL3295","BPSL3322","BPSL3323","BPSL3324","BPSL3326","BPSL3328","BPSL3392","BPSS0317","BPSS0442","BPSS0544","BPSS0759","BPSS0760","BPSS0761","BPSS0778","BPSS1852","BPSS1982","BPSS2009","BPSS2342","BPSS2343"
"BURK_Oss_3 (GE) - TPM",-0.341245281376267,-0.764018416783883,-0.781046066501829,-0.404936378888321,-0.346620175788788,-0.549166271861397,-0.199376045661576,-0.0702165262881444,-0.432421637291052,-0.974439500941699,-1.25743839383402,-0.425888918824651,-0.447613677658371,-0.467854739883631,-0.45133409381486,-0.413173572794436,-0.570991670571549,-0.691291652750005,-0.722737771203919,-0.690770978836335,-0.294493347138941,-0.354627406512397,-0.263657554101741,-0.352326435275367,-0.302886203333933,-0.147408841542551,0.142807374166542,-1.09324994274374,-0.47965686631933,-0.554535218689581,-1.41471218332276,-0.316526471219231,-1.43229407659507,-0.179761674393426,-0.00464301282876861,-0.265976974737301,-0.334080131641515,-0.121257793508254,-0.194769662475546,0.155189061628915,-1.16047224490888,-0.912359672143638,-0.787132295809351,-0.356378752096143,-0.810913466237755,-0.971481899275701,-0.522676300325293,0.572083321308845,-0.660977770335658,-0.399482916882723,-0.596541440992542,-0.901022061703963,-0.738641484620549,-0.611331801557531,-0.473643578386118,-0.558333932401754,-0.349105732274967,-1.21056329060164,-1.08225093862927,-1.00490685579841,0.329701049745398,-1.2345081074573,-1.00601961077383,-0.275262313548129,0.665093875834414,-0.48896635210482,-0.0568190757261539,0.366936882552421,-0.784721509710799,-1.36169013832619
"BURK_Oxs_1 (GE) - TPM",1.77261693533748,-0.549886545875285,1.83560022837286,1.71935740736425,0.493705828733249,1.00382632590917,1.74227106861057,1.01582109825787,1.4269352701434,0.378340412093211,0.0717294898192196,0.215960995267165,0.527234819962451,0.729998019281755,0.663912379471046,0.855265173638565,1.01471542190224,2.14997239471346,1.07640912415068,1.18171045659257,0.497895292572389,0.509865854515521,0.51233791903322,0.619214730883084,0.378489110319825,3.15450444986859,0.464579533140623,0.894569020481324,-0.49538346671637,0.245195871725511,0.180298484035896,0.488163317026375,0.422579247851292,2.13586905767919,2.17377364028759,2.13229322228521,1.60895534258221,1.26252691898176,1.38652461620195,1.35356463658911,-0.0419000357232875,1.82888680878271,1.26007551802723,0.631991863985997,1.16453943771506,1.06007907586223,-0.78311090041119,0.804017908434111,0.501670546952785,0.623444872051961,1.55734218567379,1.72005790372185,1.44102911771872,1.0409570821729,0.888268834900463,0.548166602540639,0.36125624829896,0.762094558114215,1.86054061871734,-0.0534803389782199,0.367409273027289,1.77294400185428,1.89210028185658,0.496738804010986,-0.0624789191156061,0.839562446204163,1.31713953158116,1.13102810414708,1.00828278329651,0.79747700067452
"BURK_Oxs_2 (GE) - TPM",2.40683457717979,-0.19183318535248,1.7811338852815,1.70947702708762,0.78089580492053,0.641149989736802,1.71029928790753,1.39237189209345,1.67711734369158,0.422088598719317,-0.114240600447733,0.151290924498525,0.58037668242724,0.545185046209153,0.28249860376681,0.990770022363966,1.02548986367649,2.26020035606863,1.54636242334677,1.51075183926011,0.684761760620931,0.344829201176706,0.291774079691939,0.474127553821734,0.162647191502847,2.46211345494443,0.359403569747102,0.498403926102786,0.00564943010833675,0.00238634273229404,2.29464464192662,0.195760057490656,0.73430939228225,1.08100783482534,1.8319479508099,1.95464448429361,1.75797161943224,1.43503773870003,1.55183710749856,1.72178541294332,-0.213816456565236,2.50604099997422,1.58290885563785,1.05383928688825,2.01785278897441,1.67121100225987,0.0243151126859715,0.160290163699029,0.341284896306789,0.394199969435825,1.46893949528507,1.97362510248062,1.63334897600839,0.961303621672424,0.814573649531135,0.436404703093927,0.111048567938193,0.428097269387574,1.41928323397484,0.802519556280833,0.822807191759871,2.10164333582531,1.51747266167745,0.716562598088193,0.750864805391593,0.604729543034636,0.556038921846295,1.61942105666778,0.757544642125639,0.447031298965415
"BURK_Oxs_3 (GE) - TPM",3.11149368853566,0.000671884157695486,1.8009774791208,1.61782373215553,0.683605030434838,0.979915665918643,1.25585729118781,0.918872514866138,1.14116230969384,0.298158721188743,0.181027684060944,0.137393089083342,0.44317466456647,0.615926668699906,0.751551817892125,0.776500991765512,1.12119606285095,2.73940954168628,1.78972785605844,1.45808859504256,0.197970066383731,0.138592568640827,0.133781140791199,0.0692144367203733,-0.0442151667003633,1.70620360184177,0.189472621110583,0.655570941602664,-0.613716896284307,0.0670319959412807,1.43314529676987,0.158638517050917,1.2201957107597,1.69085902460612,1.26933029026986,1.95307040780101,1.82083227112432,1.16306199812254,1.7430206826541,2.41340871856892,-0.491146195496897,2.86074768015058,1.5081906565182,1.32363705342077,2.18061134671848,0.955907270717407,-0.377164421074894,1.48066295315704,0.121464262349103,0.133747404227273,1.09124873911347,1.65816812431836,1.62915971238403,0.83521614374792,0.693053178771346,0.100240218338304,-0.202410553653368,-0.0824460519750093,2.17989685886699,0.289715692142889,-0.594090955842558,0.605433419433088,0.60990832347935,0.68690940186733,0.837815518690791,0.386057119156484,1.57095567304769,0.520756788664901,1.27692344906895,0.859464095578847
"BURK_Sp_1 (GE) - TPM",-0.543549379982743,-0.279491963831526,-0.18800577509229,-0.173054147512936,-0.00830576391328752,0.0643953547630234,-0.903615089007014,-0.733411067108474,-1.00683050289229,-0.643377338710553,-0.912716139553365,-0.28972526791217,-0.454273318905314,-0.245839069809085,-0.0875328311410398,0.485289297630712,0.104313212684586,-0.760364244282547,-0.379104347301203,-0.382607629959412,-0.0741047351623609,-0.192444282902919,-0.140792021760975,-0.534725482818854,-0.329199659729897,-0.633725294035195,-0.967213781377904,-0.539030678413894,-1.04874454941512,-1.07960840270217,-1.29806924513532,-0.80680952546463,-1.44973342744813,-1.4585252514325,-1.45167328121183,-1.24184576570225,-1.37234765151852,-1.18536546722793,-1.40040855110979,-1.30010433243049,-1.11582606062603,-1.09356217343759,1.22261095957358,-1.33134062998938,-1.15691585350591,-1.23364862667237,-1.55941827808724,-1.45965507093769,1.45035810030072,0.318742305847591,0.321048129002865,0.378072175538898,0.303372135031029,0.357410239190237,0.0644669851394315,0.168237053309469,-0.205061239782309,-1.3043821291461,-0.203241610612241,-1.28039662981492,0.205188951596147,-1.3214601167119,-1.06824404566439,-1.30934605966052,0.646967562109886,-0.62990316677609,-1.71039172649397,-1.8460654366452,-1.28148259824665,-0.272482825736579
"BURK_Sp_2 (GE) - TPM",-0.672562335048318,-0.655632190964828,-0.23748249138956,-0.274384077217719,0.152111883636737,-0.0268447291300042,-0.822665082189637,-0.461631069899796,-0.87552201830026,0.210116396961878,-1.81671451019028,-0.301678466888111,-0.35712303132926,-0.329743861910038,-0.0430493272542738,0.387794760904706,0.142022562463044,-0.63169808168861,-0.261188905767203,-0.298071493826332,-0.210347152016145,-0.139679635013319,0.0015915212966702,-0.380362953220034,-0.430594006735835,-0.809333559906725,-0.70350830188375,-0.814648545809101,-0.456588335205906,-1.06761813327614,-1.71884188353315,-1.42519403680656,-1.50794798561202,-1.38392056547201,-1.28192780502046,-1.19555139167973,-1.31716344825068,-1.18481897434133,-1.37683784260837,-1.33740976143227,-1.44805023076063,-1.1814070603764,1.08239009134611,-0.954524345398588,-1.0850027017485,-1.31139127554452,-1.62015194531918,-0.927108074289517,1.04043842137256,0.252998647340119,0.267618218070329,0.365341019760057,0.451243424116932,0.406569645791808,0.13022579805032,0.29409760110508,-0.1205075471277,-0.836122629149932,-0.820678988988717,-1.26309020973686,0.739628013655921,-1.02154774062264,-1.3034780346099,-1.35521558143508,0.671475956586868,-0.909817261523022,-1.47384376531252,-0.430097767852531,-1.4251291915175,-0.312192871864196
"BURK_Sp_3 (GE) - TPM",-0.129784114801487,-0.741247345851129,-0.0578088749364277,-0.337483709225529,-0.103155254241762,-0.0894769082823509,-0.682587334010606,-0.375744909089748,-0.967708101886676,-0.640704169456359,-0.318582197952723,-0.211542069936292,-0.183891719444749,-0.392335350883358,-0.208902016606643,0.411365851296634,0.309293524000746,-0.550888901993938,-0.0782982882084142,-0.142889887814713,0.0136255333513312,-0.220726744177293,0.0113218273845248,-0.468276991712136,-0.166750104555762,-0.577766549571431,-1.50588415949337,-0.10833416874235,-0.320618784247776,-0.675882076061754,-0.379233726500085,-0.708887417091143,-1.41458900235401,-1.32767943925152,-1.3053415530996,-1.22075055327009,-1.29366687994557,-1.31468865138879,-1.3854049694108,-1.3202792248891,-0.915855129995353,-0.892261267486487,1.35854311175167,-1.48098199197473,-0.828988584723127,-0.592723009109216,-0.759508234792232,-0.595810669590491,1.1431074747041,0.416791218032961,0.575910260783438,0.193456279227109,0.632640068396132,0.58052388215443,0.0267510259779712,0.272948317970456,0.185998809513713,-1.38794283210259,-0.614104149646398,-1.18660667617088,-0.346669978819909,-0.99561612830895,-1.12834092458013,-0.787168860351825,0.0474801745365922,-1.09025440960081,-1.54119370215448,0.246395116957268,-1.41317855820947,-0.377508532563237
"BURK_Tm_1 (GE) - TPM",-0.869370202944678,0.828220611819164,-1.14943310192773,-1.21853057972911,-1.08411617496705,-1.35183490201676,-1.2436056285741,-1.08897673498793,-1.27439130533336,-1.48844205668828,-0.707160186317044,-0.922516178942486,-0.933088841172963,-1.09703533078232,-1.16760717857435,-1.11470337397444,-1.21172708491595,-0.846761590736818,-1.21297237173055,-1.15772600784103,-0.956757809769003,-0.93881724590217,-1.22487020065753,-1.2443932214809,-1.08080894123287,-0.360762718339679,-0.942699109487956,-2.02529260846488,-1.86797294806902,1.24811540942983,-0.557046218339817,-0.901254558917588,-0.696558865077086,-1.14075643047782,-1.11131594999147,-0.950401451729852,-1.08516676983071,-1.08293362757375,-0.918178188191423,-0.662369476647731,-1.12650993830021,-0.817391675263825,-1.55223494149788,-0.957393045548765,-1.32240101320725,-1.26842024031541,-0.699352693645064,-0.947782441378637,-1.11399844274717,-0.967686510806076,-1.20141602444317,-1.15502275496492,-1.18053963350879,-1.09914628182684,-1.03829062382247,-1.02481352582879,-0.987361113131688,-1.81465110360622,-1.56226459759826,-1.22952560540849,-1.04724862856006,-1.31177965263225,-1.46297400036486,-1.53355827430159,-1.64536704325161,-0.844154136615548,-0.855668391394987,-0.386187063104804,-1.34006401222603,-1.42737743115961
"BURK_Tm_2 (GE) - TPM",-0.824666433111505,1.61912727225713,-1.18040222432498,-1.23570423851121,-1.06902863514609,-1.31256261259456,-1.22135171849307,-1.05879268971182,-1.2814163990019,-0.718478863678765,-0.698389947444884,-0.898228647520612,-0.903845538446856,-1.06991998731706,-1.15923363919949,-1.13808340541024,-1.19285695697845,-0.868613089618296,-1.20044089376263,-1.12495289614963,-0.949336688945192,-0.941833016178867,-1.19688751348761,-1.25097692834791,-1.078292324229,-0.735862790706904,-0.800084388877428,-2.00436725944671,-1.71908401523339,0.906642794958575,-0.747078297939631,-1.03526242107545,-0.61263202810322,-1.1338986326238,-1.1134729181601,-0.954950964589131,-1.03380195887185,-1.10379653079993,-1.01089204053978,-0.800420905466289,-1.18435203316218,-0.93615534872582,-1.92798266297071,-0.792757513542525,-1.22478371337886,-1.17997668429654,-0.179172622816256,-1.38595168870429,-1.07570353197683,-0.93004515195086,-1.21508558802411,-1.12010380735328,-1.17803118400097,-1.07605613815855,-1.00847225982067,-0.996961963658662,-1.00440402751698,-1.4348000312921,-1.17496029512879,-1.03782818309215,-1.40499448517719,-1.27090838524425,-1.06560680699851,-1.34608435063587,-1.63409887929805,-0.991145092340012,-0.910577412436946,-1.06648931318182,-1.33066770903701,-1.17904108587566
"BURK_Tm_3 (GE) - TPM",-0.406642357094261,1.7953325944325,-1.16422825364007,-1.21282308747608,-1.03609308627426,-1.32098176280439,-1.16170042125504,-1.03690101677129,-1.14221529000439,-0.71114215525151,-0.738027340374215,-0.851293064084058,-0.884682847775974,-1.02439913243553,-1.14388374424395,-1.07534835758603,-1.17292739608802,-0.833481794605714,-1.18332284761001,-1.08448267562334,-0.927645456725056,-0.914406890157702,-1.15580047099655,-1.16541775714783,-1.0135243866123,-0.103118826455443,-0.784030148651199,-1.88030492219931,-1.3425298224793,1.02835092239688,0.786191163318012,-0.736342944487694,-0.7399627469586,-1.3328454890956,-1.13667820421568,-0.9459955986824,-0.987288039161193,-1.06507781171375,-0.99841091757068,-0.818919754159161,-1.03124340487684,-0.846052649924954,-1.9437699767299,-0.856493827474086,-1.24224862776562,-0.81352273321096,-0.113813851922439,-0.85278906708956,-1.05029571757177,-0.918733795601034,-1.16553712167101,-1.08535319863047,-1.13114634532775,-1.02108309088099,-0.952213706806389,-0.978549367187599,-0.951136692244357,-1.37759109769186,-1.57480987439495,-1.19060073490146,-1.45568952157243,-1.15623482618545,-1.0097991664513,-1.43420619687646,-1.60959691766643,-0.884604968682602,-0.716282466738963,-0.255032656466524,-1.3186860898447,-1.17282567805139
"BURK_Vic_1 (GE) - TPM",-0.800031179380543,0.399868382443461,-1.0784674816454,-1.10321501959247,-0.863358232771743,-1.0802921400476,-1.05858784441695,-0.677031163233089,-1.01012044994008,0.274325286118345,0.246368808187544,-0.749859877903033,-0.736769914905611,-0.8232465263641,-0.862027517108577,-0.896724745396729,-1.0424722093626,-0.756136324510495,-0.923890092153999,-1.01107216859747,-0.851337076722734,-0.89110428764487,-0.932015052788689,-0.901282676948516,-0.729519906133369,-1.02594344349889,-0.699181331208059,-0.16984372831826,0.749688343830659,1.337027984683,1.11275866407602,-1.15897018539301,0.324717045605639,-0.971218711199871,-1.16216063257671,-1.03295940799012,-0.992353033797747,-1.04551758565181,-1.08161102314873,-0.840344823697661,0.54719159574198,-0.564076127604186,0.470378175570602,-0.942809439640191,-0.934474908480946,-0.113927091956453,0.245508631881669,0.310661995845777,-0.802515737429018,-0.755436450928505,-0.922925938303659,-1.04004039058432,-0.925050175507266,-0.825857669671118,-0.775692131576754,-0.768249814854077,-0.746478674196172,0.908782554696614,-1.02310037063758,-1.07784755607424,-1.40930293386992,0.547998504703414,-0.0351233742866559,-0.692024954588373,-0.645793260026866,-1.07573156672831,-0.453562560408015,-0.688261017478821,1.2310390190496,0.876214956770456
"BURK_Vic_2 (GE) - TPM",-0.861685079795693,-0.0516028830305262,-0.933337310109507,-1.01619364412233,-0.937257567532124,-1.04756145031118,-1.05067406683992,-1.03527514911339,-0.90111022376807,0.259836331008158,-0.391586625967162,-0.762869032641495,-0.793785911071656,-0.955157882073904,-0.976675659680383,-0.876668506757045,-1.12463259170712,-0.793369983102631,-1.12557801755356,-0.988756211145242,-0.889438245531781,-0.874199700775384,-0.949678682105458,-1.06467466332223,-0.749725284296463,-0.834877749505374,-1.04332190815541,-0.910223059466577,0.376057331751072,2.00179598677164,-1.21470017570154,-1.48421789968918,-0.303734752359819,-0.913432041958762,-1.04521881430483,-0.887299019153341,-1.22734644067207,-1.06334655574136,-1.07461964262833,-0.845294448180404,-0.252336411677176,-0.704325191008518,-0.684534928222388,-1.11885699463551,-1.0939810505308,-0.111381504339421,-0.574948296981547,-0.967328926671542,-0.854167124713538,-0.744955683212007,-0.994061050944589,-0.941305691987428,-1.01660869430269,-0.943153932363222,-0.769295371997138,-0.918163781892442,-0.820030840817526,0.339740144111387,-0.894004398043348,-1.33400429284717,-0.494427156508593,0.676392138811404,-0.12051565131614,-1.06257433942553,-0.644855421962137,-1.09199510430161,-1.18705561626739,-1.88788662689961,0.103319540250795,-0.221501113852377
"BURK_Vic_3 (GE) - TPM",-1.06283998523346,0.640768906820412,-1.00994538564015,-1.07135234434308,-0.977558848957211,-1.0658596417301,-1.09743351373762,-0.855251710539834,-0.73842785924073,0.988720965787042,0.082014657134863,-0.792414225765684,-0.771227133599818,-0.869692508816194,-0.900849226466722,-0.955045723288167,-1.03309931153125,-0.694356351043463,-1.06945798429067,-0.91645307900506,-0.850344725011321,-0.864696125270493,-1.08676567764923,-0.942280908245976,-0.729352510513526,-0.48614984474712,-0.753194157716028,-0.595145280325928,-0.610239629030447,2.00649662707752,0.0715819242098373,-1.36953212457201,-0.0454176112305769,-0.868934280440158,-0.988376860382447,-0.872081066247662,-1.04270703234607,-1.04708962233237,-0.993437474368529,-0.825550854030296,-0.173768822396179,-0.403927059768478,0.636008047521198,-0.521769910167037,-0.899559555171815,-0.675232276843292,-1.209782849253,-0.274353658541445,-0.891670307769924,-0.794449058624177,-0.927930498546491,-0.940471339221866,-0.93648873406606,-0.904122298708939,-0.796980633283475,-0.849326909905011,-0.829591149095902,0.137328372457379,-1.0644113282841,-1.1559286904492,-0.54411143036461,0.25657893693863,-0.360501063885963,-1.21004594685104,-1.07331019486899,-0.730716009110253,-0.881261831046288,-1.35217577615598,0.849157258998637,0.56337688242134
