"","SAS_RS14265","SAS_RS14275","SAS_RS00160","SAS_RS00170","SAS_RS00180","SAS_RS00635","SAS_RS00695","SAS_RS01140","SAS_RS01145","SAS_RS01160","SAS_RS01405","SAS_RS01410","SAS_RS01430","SAS_RS14360","SAS_RS14365","SAS_RS14370","SAS_RS01650","SAS_RS01680","SAS_RS14380","SAS_RS01855","SAS_RS02030","SAS_RS02225","SAS_RS02230","SAS_RS02415","SAS_RS14430","SAS_RS03015","SAS_RS14455","SAS_RS03485","SAS_RS14470","SAS_RS14475","SAS_RS03755","SAS_RS04030","SAS_RS14525","SAS_RS04545","SAS_RS04745","SAS_RS04890","SAS_RS05040","SAS_RS05110","SAS_RS05125","SAS_RS05155","SAS_RS14555","SAS_RS05195","SAS_RS14560","SAS_RS05760","SAS_RS05845","SAS_RS14585","SAS_RS06145","SAS_RS06270","SAS_RS06595","SAS_RS14605","SAS_RS06695","SAS_RS07385","SAS_RS07600","SAS_RS07700","SAS_RS07850","SAS_RS07855","SAS_RS08240","SAS_RS08410","SAS_RS08735","SAS_RS14705","SAS_RS09175","SAS_RS09235","SAS_RS09240","SAS_RS09490","SAS_RS14750","SAS_RS14755","SAS_RS10015","SAS_RS10090","SAS_RS10155","SAS_RS10185","SAS_RS10370","SAS_RS10380","SAS_RS10385","SAS_RS10705","SAS_RS14825","SAS_RS11045","SAS_RS11095","SAS_RS11145","SAS_RS11450","SAS_RS11530","SAS_RS11735","SAS_RS11745","SAS_RS11885","SAS_RS14860","SAS_RS14870","SAS_RS12385","SAS_RS12470","SAS_RS12520","SAS_RS12595","SAS_RS12600","SAS_RS12655","SAS_RS14900","SAS_RS12785","SAS_RS12880","SAS_RS13010","SAS_RS13020","SAS_RS14935","SAS_RS13250","SAS_RS13260","SAS_RS13365","SAS_RS14960","SAS_RS14965","SAS_RS13890","SAS_RS13925","SAS_RS13955","SAS_RS13960","SAS_RS13965","SAS_RS13970","SAS_RS14975","SAS_RS14185","SAS_RS14980","SAS_RS14190","SAS_RS14195"
"MSSA_Li_2 (GE) - TPM",-0.364285959732664,-0.594810111757014,-0.166666666666667,-0.228268319051905,-0.166666666666667,-0.449134969104024,0.347866024728714,0.222618626730598,-0.396474635921319,-0.239036065722425,-0.129417010487311,0.80666810578263,0.341205464347681,-0.235441381225797,1.14942380906471,4.80124482150555,-0.556167919023651,-0.632498156721727,-0.700359960773755,2.71462450438308,-0.900299339241567,0.273471582145231,-1.20776256829284,-0.285435338425708,-0.238797819600066,0.187379459179719,-0.0792061643794518,0.169752161985101,-0.418752905297637,-0.408802420430102,0.075483850301032,-0.217845665442167,-0.238953528651477,-0.432165680127568,-0.565463164461681,0.858005823618071,-0.166666666666667,-0.535911490905207,-0.0517663750330901,-0.422241259344082,-0.166666666666667,0.0927000472185453,-0.81677438677921,-0.421476767496491,-0.736154795971062,0.460507992860684,-0.93958767785087,0.593491644402298,-0.0720684256572318,-0.25942566151338,1.13969178967413,-0.37354413230532,-0.342073823028425,2.19975427608288,-0.236942046373272,0.863253013853468,0.51946926351373,-0.428394635861042,-0.639776036193437,-0.595280674411282,-0.161481860702739,-0.131635067441279,-0.335645263456981,0.355425161878589,-0.455671935158136,-0.721713790022089,-0.465112119075461,-0.381414371742596,1.26353847974758,-0.218178829779507,0.0820647658032535,-0.49668530680512,0.0421889931329485,-0.221569346622164,-0.356157102211305,2.60594414533165,0.784941306056358,-0.166666666666667,2.422549376998,-0.600757513050163,-1.19151450138121,-0.23385516491427,-0.933035911912989,-0.0769195716414668,-0.588769245798617,-0.0303318097312926,-0.166666666666667,-0.381359294115571,-0.274483567551404,-0.264355646260752,-0.530812736451635,1.11310063685139,-0.281102889007174,0.187287763340151,-0.451960775990341,-0.409310821470442,-0.383493928266083,1.24806331427992,-0.208678033897749,5.83333333333333,-0.784903757437859,-0.219004829463181,0.946872499823795,-0.844382999082448,0.342013183571435,0.90762281378745,0.562121993322845,0.876172861080162,-0.845960898366584,-0.312998753373949,-0.426947588995239,-0.324090571221041,-0.166666666666667
"MSSA_Li_3 (GE) - TPM",-0.816796136180382,-1.16220202821723,-0.166666666666667,-0.228268319051905,-0.166666666666667,-0.451804022170104,-0.0472646607241636,-1.58627263173492,0.138426385794117,-0.239036065722425,-0.821327022963044,-0.577411573399771,2.26807196252981,-0.235441381225797,-0.855280023166936,-0.234579185157611,-0.359380440295197,-1.02598311515711,1.34452736667898,2.77313504134085,-0.217256253273116,2.26735236631509,-0.929894086681948,-0.285435338425708,-0.980757578744763,3.0652095432061,-0.749868771676638,-0.0526041003835221,-0.418752905297637,-0.408802420430102,4.59366664842328,-0.217845665442167,-0.238953528651477,2.93751811529198,-0.565463164461681,0.191021130275652,-0.166666666666667,0.693470050402225,-2.01884884435638,-0.422241259344082,-0.166666666666667,2.51186908339294,-0.81677438677921,4.01733175769594,-1.1233962102168,-0.334016960629589,0.0426375676965614,-1.03090011750725,1.86539603850055,-0.25942566151338,0.390527074636548,4.11472083342086,0.693067419520862,-0.966264770555137,-0.236942046373272,2.64822830685071,-0.420403436263616,-0.134774074481267,-0.639776036193437,3.65700729070343,-0.90457219822039,1.75078257895463,2.23018560477299,-1.26737598724201,0.238991375134446,-0.957569607369472,-0.465112119075461,-0.800815433557396,0.240212204183192,-0.604317915142061,-1.11520134512578,-0.49668530680512,-0.61064428364342,1.06881506893504,-0.356157102211305,0.762850928702953,-0.132485154053388,-0.166666666666667,-0.338612029226308,-0.759461542073933,-0.145239152850402,-0.23385516491427,-0.683852754976397,-0.368562999797117,-0.588769245798617,-1.56026539662631,-0.166666666666667,1.97188323830754,-0.492614821115862,-0.264355646260752,0.544847384305356,0.52155134793895,4.60438457430712,1.9979301989012,-0.451960775990341,0.146408111264129,-0.383493928266083,1.5964458074634,3.42477231194858,-0.166666666666667,-1.19668282301694,-0.219004829463181,0.567792184774552,0.349369137129043,0.513453119657924,0.13242131527948,3.23938633397367,3.44640648335477,-1.36276886482075,-0.312998753373949,-0.426947588995239,-0.324090571221041,-0.166666666666667
"MSSA_Mig_1 (GE) - TPM",1.44992584205022,-0.506312115901776,-0.166666666666667,-0.228268319051905,-0.166666666666667,0.708382393494771,-0.526257786718093,-0.540757622866608,-0.514165909226408,-0.239036065722425,-1.08841543306942,-0.577411573399771,0.486845140530479,-0.235441381225797,-0.855280023166936,-0.234579185157611,0.608273703317628,-0.571125004616838,1.17244969848533,1.0277363998834,-0.371448047715557,0.741264547478724,1.14580369929312,-0.285435338425708,-0.123071899272259,1.45535049430274,0.0253993023707571,1.2753264564008,-0.418752905297637,-0.408802420430102,0.638207233977681,-0.217845665442167,-0.238953528651477,-0.938574465581125,0.347123197899046,0.647152270112856,-0.166666666666667,0.502656795495833,-0.93609761902317,1.58883667744256,-0.166666666666667,0.423816953570414,-0.0783599386928332,-0.421476767496491,1.9377717057303,-0.106896716977292,-0.508760059384653,-0.379363269678942,-0.196958673686135,-0.25942566151338,-0.62454340050824,-0.37354413230532,1.08659004591842,-0.329771984314723,-0.236942046373272,-0.915781561517458,0.594976402420436,0.615101906597768,-0.639776036193437,0.206971021539603,0.500963009449198,-0.0949972383801386,1.72884282630701,-0.614883876669287,0.83097697697501,-0.957569607369472,-0.465112119075461,-0.55840721651264,0.279348962139645,0.734781517793518,0.289832060762302,-0.0715247572800271,1.1916117225709,0.671658881188428,-0.356157102211305,-1.41321383366256,-0.269826417744399,-0.166666666666667,-0.338612029226308,-0.392546297868485,0.323295623363917,-0.23385516491427,-0.205413446030631,-0.332640037935599,-0.588769245798617,-0.1167822537679,-0.166666666666667,-0.381359294115571,-1.20625458809103,-0.264355646260752,-0.580675060085901,-0.74010369727708,-0.281102889007174,0.427092002703071,0.713459172902922,0.244249408537206,-0.383493928266083,0.767615028353192,-0.395884820900651,-0.166666666666667,-1.03801428637934,-0.219004829463181,0.180876143013717,-1.29145229095099,0.224228518970682,-0.0240939000014659,-0.891245591012373,-0.980720531854621,1.29762859964725,0.413263324787903,-0.426947588995239,-0.324090571221041,-0.166666666666667
"MSSA_Mig_2 (GE) - TPM",2.07074503107155,-0.662806129190262,-0.166666666666667,-0.228268319051905,-0.166666666666667,0.491832846681653,-0.033483232285173,1.24968125545264,-0.909623515940365,-0.239036065722425,-1.08841543306942,-0.577411573399771,-0.592541946361504,-0.235441381225797,-0.855280023166936,-0.234579185157611,-0.753475844721385,0.272753936674812,1.18691351042075,1.09238704775482,-1.72039551401559,0.145605265777798,1.56065900746627,-0.285435338425708,0.733481876978621,-0.650802958139414,0.135567234631274,1.20152605839294,-0.418752905297637,-0.408802420430102,-0.691211077681149,-0.217845665442167,-0.238953528651477,-1.45989545594052,-0.565463164461681,-0.00544238764634019,-0.166666666666667,1.11111062804818,-1.11510985918581,-0.422241259344082,-0.166666666666667,0.346478586794751,0.86991635249376,-0.421476767496491,-0.0445117633448503,0.483906890635835,0.761168259142332,-0.502193606680985,0.848375884626458,-0.25942566151338,0.607944720344258,-0.37354413230532,0.795252783366317,1.21455622632044,-0.236942046373272,1.59717817203061,0.322025274924838,0.477370925422305,0.204990056168864,-0.595280674411282,-0.52559111973591,-0.414710223536111,-0.466607715180657,-0.801617731832159,-0.826805843085229,0.599362531404941,-0.465112119075461,0.21432013988838,-0.481739629023995,0.415275087496417,-0.735649306198139,0.231680413197247,0.929235458767293,0.0616911651927575,-0.356157102211305,-1.04684809325175,0.226238568670062,-0.166666666666667,-0.338612029226308,-0.549934038110434,0.648585601190833,-0.23385516491427,0.955764964671927,-1.11711354216968,-0.588769245798617,0.370548989627823,-0.166666666666667,-0.381359294115571,-0.591173619052462,1.94494645317308,-0.245272357328442,-0.74010369727708,-0.281102889007174,0.436287925603875,-0.451960775990341,0.223386706637756,-0.383493928266083,1.80448052816046,-0.359450009797144,-0.166666666666667,-1.01546700844254,-0.219004829463181,-1.00923082312766,-0.962360988696093,-0.133732625127185,-0.725036002074566,-1.28889676997423,-0.652697524131778,0.47280629769833,-0.312998753373949,0.686843882737019,-0.324090571221041,-0.166666666666667
"MSSA_Mig_3 (GE) - TPM",0.0681194536204768,-0.0526270870385116,-0.166666666666667,-0.228268319051905,-0.166666666666667,0.225542366378027,-0.197188120156033,-0.259742181549917,0.0938753391078668,-0.239036065722425,0.275503916234767,-0.577411573399771,-0.592541946361504,-0.235441381225797,-0.528585036502753,-0.234579185157611,-0.683337793366461,-0.256495505252006,0.0527675107691522,1.18157065124865,1.38558627191841,-0.205907089710153,0.15876042801297,-0.285435338425708,-0.618018908839365,0.00826152478761587,-0.749868771676638,2.23627656423309,-0.418752905297637,-0.408802420430102,-0.691211077681149,-0.217845665442167,-0.238953528651477,-0.808894647184798,-0.565463164461681,-0.323473517161934,-0.166666666666667,-1.19852901304408,-0.811768835382827,-0.422241259344082,-0.166666666666667,1.19765772726021,2.93077296153311,-0.421476767496491,1.42128602465168,0.992300791774964,-0.812923644194449,-0.129389233877628,0.366087612222048,-0.25942566151338,2.22140854934988,-0.37354413230532,-0.765969766887936,0.379686036995363,-0.236942046373272,0.0171900349882163,-0.585758121508593,0.909011285288099,-0.639776036193437,-0.595280674411282,1.0717081109131,1.29048385815819,-0.720965281306185,-1.12939763116474,1.588808887583,-0.957569607369472,-0.465112119075461,-0.800815433557396,-0.345333322195552,-0.604317915142061,-1.98383096379609,0.941810644216746,-0.47051625740808,-0.397130634780344,-0.356157102211305,-1.00237445531814,0.152441482944499,-0.166666666666667,-0.338612029226308,-0.759461542073933,0.649200531676608,-0.23385516491427,0.531406440590361,-1.01817788109698,-0.588769245798617,-0.206336351306622,-0.166666666666667,-0.381359294115571,-0.75071858865802,-0.264355646260752,1.0210724174072,-0.337429043735177,-0.281102889007174,-0.248851002631823,1.51959077103789,0.0535231165081484,-0.383493928266083,-1.09252299500294,-0.652281984656091,-0.166666666666667,-1.19668282301694,2.04281821993995,-0.807899343132562,-0.117566660305147,-0.549385971675631,-1.46452763972964,-1.7321670466355,-0.666080058307223,1.25403379118618,-0.312998753373949,0.397939111356491,-0.324090571221041,-0.166666666666667
"MSSA_Nd_1 (GE) - TPM",-0.0457975912193136,0.287903509950068,-0.166666666666667,-0.228268319051905,-0.166666666666667,-0.481747390584453,0.589223315505422,-0.815763701619458,-0.326745958237366,-0.239036065722425,-1.08841543306942,0.837526884034481,-0.0622276138849861,-0.235441381225797,0.852553101424235,-0.234579185157611,-0.179345900926566,1.32052136523916,0.334766632448768,-0.421022186485739,-0.156677492259911,0.273541867433481,1.84855342460031,-0.285435338425708,-0.980757578744763,0.0734957392511147,-0.749868771676638,-1.62660972283885,-0.418752905297637,-0.408802420430102,-0.0380537516685717,-0.217845665442167,-0.238953528651477,0.360624131514036,-0.565463164461681,-0.0447916447512381,-0.166666666666667,2.83123150319776,0.805237169415369,-0.422241259344082,-0.166666666666667,-0.882064081056953,0.271598179187997,-0.421476767496491,-0.239028480023456,-0.45143462897566,-1.14241835990429,-0.0873364826339359,-1.01095154432084,-0.25942566151338,1.84955425380807,0.458511961786921,-0.961979683574156,-0.0281177869420736,-0.236942046373272,0.334925413397983,1.2326693416037,-0.980528700246021,-0.639776036193437,-0.595280674411282,-0.137596921389132,0.653560462267048,1.24858935810775,1.25716236729474,-0.37647010561401,-0.957569607369472,-0.465112119075461,-0.800815433557396,0.0361491300125424,-0.604317915142061,2.19529813297868,1.38328770589557,1.34354781808804,0.0795732323434892,-0.356157102211305,0.924760711773623,-0.663257618208538,-0.166666666666667,-0.338612029226308,-0.218653481170955,-0.241357821631883,-0.23385516491427,-0.959293770347748,-1.32270572578798,1.42517055957501,-0.743161906753044,-0.166666666666667,-0.381359294115571,0.3813209805588,-0.264355646260752,1.86831739312613,-0.74010369727708,-0.281102889007174,-0.708784956376721,-0.451960775990341,-0.561481607935363,-0.383493928266083,-1.09252299500294,-0.652281984656091,-0.166666666666667,-0.728949606597609,-0.219004829463181,-1.00923082312766,0.314442426362795,-1.10992087084295,-0.608914220399956,-0.969421872511202,0.00282344613503594,-0.657314264505479,-0.312998753373949,-0.426947588995239,-0.324090571221041,-0.166666666666667
"MSSA_Nd_2 (GE) - TPM",0.124571416012107,-1.16220202821723,-0.166666666666667,-0.228268319051905,-0.166666666666667,-0.51351019464063,0.821922458485429,-0.779898563553766,2.14042126102235,-0.239036065722425,-0.622045496732973,2.38418857291182,-0.0375428949044708,-0.235441381225797,-0.855280023166936,-0.234579185157611,0.836682655448078,-0.675164827693443,-0.27771676533612,1.1311766460147,0.23855281020556,1.18134583526404,-0.512652747911315,-0.285435338425708,-0.319250584608671,-0.64077226541908,1.64189439064598,-1.55203632112749,3.424690417935,-0.408802420430102,-0.691211077681149,-0.217845665442167,-0.238953528651477,1.07697007402426,0.842237290436036,1.66640736501572,-0.166666666666667,0.554560362888309,0.944389446675318,-0.422241259344082,-0.166666666666667,-0.992503112307363,0.322259022764023,-0.421476767496491,1.93023524672862,-0.836203519672859,-0.60686807081818,-0.902923700580577,-1.01095154432084,-0.25942566151338,0.116948873553762,-0.37354413230532,0.141039637742888,-0.966264770555137,-0.236942046373272,-1.03306492143527,-0.338513993285228,0.988529814629941,-0.639776036193437,0.642224207862902,2.77875798260063,-0.0879692240165911,0.996728184947912,0.493989939308782,-1.04460800954173,0.724680901768486,-0.465112119075461,-0.551532609905369,-0.571077166911349,-0.604317915142061,1.4200589393298,-0.49668530680512,1.42519455060173,0.827342420323549,-0.356157102211305,1.52903848572507,0.856384842354772,-0.166666666666667,-0.338612029226308,-0.759461542073933,-0.478166703652933,-0.23385516491427,-1.38999279776044,-0.628516920382083,-0.588769245798617,-1.15186365970546,-0.166666666666667,-0.381359294115571,1.28595488443744,-0.264355646260752,1.21505886856142,-0.74010369727708,-0.281102889007174,0.205114444842106,-0.451960775990341,0.177100628550191,-0.383493928266083,-0.831674243682095,-0.652281984656091,-0.166666666666667,-0.462425395690422,-0.219004829463181,-0.0913373564617418,0.219158597006823,-1.71438963193923,-0.396396736284959,-0.135669186262056,-0.759166071373243,0.68231482950694,-0.312998753373949,-0.426947588995239,-0.324090571221041,-0.166666666666667
"MSSA_Nd_3 (GE) - TPM",0.358660901681206,0.0660296889367246,-0.166666666666667,-0.228268319051905,-0.166666666666667,-0.450400122825459,-0.235460715988581,0.175793232131614,-0.465298729639538,-0.239036065722425,-0.861949115853034,-0.577411573399771,-0.592541946361504,-0.235441381225797,0.880550720019533,-0.234579185157611,-1.02794636286879,0.507213333687683,0.882801446430286,-0.699351411659086,-0.274340346769645,0.818129890332826,-0.512670897050819,-0.285435338425708,-0.980757578744763,-1.42478106346506,0.992269022638628,-1.55558057837465,-0.418752905297637,-0.408802420430102,0.802485079326267,-0.217845665442167,-0.238953528651477,2.13562806160872,-0.565463164461681,-1.23152238210388,-0.166666666666667,-0.64208495953782,0.830872660891454,4.09693733020777,-0.166666666666667,-0.00110233874665281,0.842548060288825,-0.421476767496491,-0.209213616717525,2.56121741246342,-0.700182643446494,-1.22853556636856,-1.01095154432084,-0.25942566151338,-0.529141368956721,-0.37354413230532,-0.77168712464067,0.46402518447645,-0.236942046373272,1.26002252335789,0.21080584616544,0.453715004370349,-0.639776036193437,-0.234725907231972,0.436920709286749,0.232645010281019,-0.720965281306185,-0.71753496870643,-0.990577333047541,-0.957569607369472,-0.465112119075461,-0.800815433557396,-0.59434920163162,0.398731141872933,-0.0146265901584805,-0.49668530680512,-0.579250606199801,-0.0773246039826708,-0.356157102211305,-0.588200053989149,-1.06287080706816,-0.166666666666667,-0.338612029226308,-0.759461542073933,-0.0566780945610013,-0.23385516491427,1.17033279919453,-0.715937008775695,-0.588769245798617,-0.992706917723606,-0.166666666666667,-0.381359294115571,0.609047354170378,-0.264355646260752,0.739749728341658,-0.205220189036458,-0.281102889007174,1.03593619507673,-0.451960775990341,-0.663526757592726,-0.383493928266083,-1.09252299500294,-0.652281984656091,-0.166666666666667,-0.127030413264188,-0.219004829463181,-1.00923082312766,-0.266063803270812,-0.279116542894957,-0.994592894994201,-0.860011525845616,-1.19589876612788,0.122537053126132,1.31901558841448,-0.426947588995239,-0.324090571221041,-0.166666666666667
"MSSA_Ns_1 (GE) - TPM",-0.218544432308621,-0.224534771306286,-0.166666666666667,-0.228268319051905,-0.166666666666667,-0.374220599610359,-0.777638323298512,0.655746582065152,-0.740018384590025,-0.239036065722425,-0.82907912795524,-0.577411573399771,-0.283921274363114,-0.235441381225797,-0.192688580068821,-0.234579185157611,-0.0816358524647205,-0.830902104500828,0.372099971200187,-1.15057426934809,-0.696989355519668,-0.75026385256678,-0.152783582149116,-0.285435338425708,0.490630402381832,-1.27945869979928,-0.749868771676638,2.85685643571633,-0.418752905297637,0.856701441309286,0.449119332649685,-0.217845665442167,-0.238953528651477,-1.42335042556261,-0.565463164461681,0.840359988133342,-0.166666666666667,-0.280950430126414,0.572594768820867,-0.422241259344082,-0.166666666666667,-0.524353741663385,-0.81677438677921,-0.421476767496491,-0.797715083385211,-1.04234051221041,-0.722093885228736,0.808669355386256,-0.312735778715526,0.700004574698309,-0.974907063151138,-0.37354413230532,0.0275033932569838,-0.829774232880035,-0.236942046373272,-0.109059207649477,-1.78748134784103,-0.706793023593727,1.58081349755086,0.230492821382987,-0.489201294314787,-1.10893130715461,-0.529932264555449,0.0618778679941696,-1.21268830708495,-0.0221134433269171,1.95617952098685,0.585382120023797,0.717223044764363,-0.604317915142061,-0.368961505501814,-0.49668530680512,1.17055937792996,-1.91979784620244,-0.356157102211305,-1.30050705276726,-1.04476802144749,-0.166666666666667,0.0825946944467123,-0.444733959887952,-0.795237647300016,4.85040872198335,0.433932647315181,-0.319052403454673,-0.00275504629465143,-0.873535089835932,-0.166666666666667,-0.381359294115571,-0.74430343022087,-0.264355646260752,1.65444176348381,-0.33175831337808,-0.281102889007174,-1.4943776066712,1.54735546173788,0.99137613160437,-0.383493928266083,-0.0771641069108262,0.227433543765969,-0.166666666666667,-0.652280640740347,-0.219004829463181,-0.294647153514903,-0.473081979192406,-0.609639733580151,-0.513956093688346,0.154347020065295,0.15169171319743,-1.03984909925805,-0.312998753373949,2.08256231138209,-0.324090571221041,-0.166666666666667
"MSSA_Ns_2 (GE) - TPM",2.46905839314449,-0.475526016784497,-0.166666666666667,-0.228268319051905,-0.166666666666667,-0.404431971819544,-0.0334350727410123,0.0556113092952617,2.19552317366248,-0.239036065722425,-1.08841543306942,-0.577411573399771,-0.592541946361504,-0.235441381225797,-0.855280023166936,-0.234579185157611,-1.01252440841798,0.402641477435868,-0.252179070065144,-0.939432878628502,-0.812369836983906,-0.747727385993593,-0.561330866293614,-0.285435338425708,-0.980757578744763,0.171564238236908,-0.749868771676638,2.49515978693817,-0.418752905297637,4.2249903081803,-0.691211077681149,-0.217845665442167,-0.238953528651477,0.265386806857693,-0.565463164461681,3.82610657708294,-0.166666666666667,-1.32753537889438,-0.616166478857624,-0.422241259344082,-0.166666666666667,0.644786151890648,-0.81677438677921,-0.421476767496491,-1.1349863508454,-1.04234051221041,0.429513606855091,0.775252375672197,2.3978484217195,-0.25942566151338,-1.29605552923984,-0.37354413230532,0.538293380943707,0.0332878665662117,-0.236942046373272,1.2555908350862,-0.881254071172137,-0.980528700246021,-0.639776036193437,1.420497830808,-1.23277050549943,-0.331410703983014,-0.720965281306185,0.269641141411766,-1.60179100145029,-0.101248637946702,-0.465112119075461,-0.800815433557396,1.91040592811975,3.60154395142281,0.841187944374532,-0.49668530680512,1.139850383397,-2.10625401314743,-0.356157102211305,-0.933567104053548,-1.04528850233695,-0.166666666666667,-0.338612029226308,2.12156953760704,-0.946905281285363,-0.23385516491427,2.77209056257347,3.48305810989497,-0.588769245798617,-1.21024478290857,-0.166666666666667,-0.381359294115571,0.48523445729044,-0.264355646260752,1.30095841565385,3.74551170877441,-0.281102889007174,-1.42465318461163,-0.451960775990341,0.251658605358925,-0.383493928266083,-0.561400538650617,0.958309474191152,-0.166666666666667,0.796710442703886,-0.219004829463181,-1.00923082312766,1.54687615463407,0.20385220463133,0.381727508506439,-0.5131619806076,-1.4767591141676,-1.43500817397105,-0.312998753373949,2.63600862162124,-0.324090571221041,-0.166666666666667
"MSSA_Ns_3 (GE) - TPM",2.00269471938695,-0.376581233350462,-0.166666666666667,-0.228268319051905,-0.166666666666667,-0.379663691525102,-0.674572156055988,-1.11665590365572,-0.909623515940365,-0.239036065722425,0.722283697271094,-0.00248527672322894,-0.592541946361504,-0.235441381225797,-0.855280023166936,-0.234579185157611,3.81099640452822,-0.00443404271944815,-1.69129952519102,-0.821045839924903,-0.811020380098198,-1.14370409030244,0.5009937205171,-0.285435338425708,-0.210259711139476,-0.511597813209226,-0.749868771676638,1.09129300500008,-0.418752905297637,-0.408802420430102,-0.293118863423268,-0.217845665442167,-0.238953528651477,-0.891806091136553,-0.565463164461681,-0.267123253228455,-0.166666666666667,-1.05351130054681,-1.45541989144069,-0.422241259344082,-0.166666666666667,-0.9212773099787,-0.81677438677921,-0.421476767496491,-0.157481780455419,-1.04234051221041,1.5647627265828,-0.969075887575375,-0.523453784212574,-0.25942566151338,-0.661193054707612,-0.37354413230532,-0.671481493487731,0.177315788769611,-0.236942046373272,-0.200182490935072,-0.667305188437628,-0.407157821154279,-0.639776036193437,-0.595280674411282,0.324720785651078,-1.79367676937898,-0.720965281306185,0.198032004953489,0.0615562556150794,-0.957569607369472,-0.465112119075461,-0.800815433557396,0.0323934194904798,0.197664506547738,-1.17497856132688,-0.49668530680512,-0.377470038292485,-2.48104892164905,-0.356157102211305,-0.800690814809345,-0.634894016614375,-0.166666666666667,-0.338612029226308,2.53670417477747,-0.893641022861219,-0.23385516491427,-0.00959226633754906,-0.0290027133442374,-0.588769245798617,-1.11315158001216,-0.166666666666667,-0.381359294115571,0.970867613681931,-0.264355646260752,-1.48172492474184,-0.74010369727708,-0.281102889007174,-1.50075941438312,-0.451960775990341,-0.517819499628346,-0.383493928266083,-1.09252299500294,-0.652281984656091,-0.166666666666667,-0.626526309506065,-0.219004829463181,-0.474667345224947,0.783776124060682,-0.324503466371901,-1.32374931852038,-0.802397438493696,-0.180124467952311,0.355365701554702,-0.312998753373949,-0.426947588995239,-0.324090571221041,-0.166666666666667
"MSSA_Oss_1 (GE) - TPM",-0.53258881746307,0.619602487844372,-0.166666666666667,-0.228268319051905,-0.166666666666667,-0.440061645164705,1.38687727134884,0.543928636777913,-0.265038377801247,-0.239036065722425,0.882802380875696,-0.577411573399771,-0.592541946361504,-0.235441381225797,-0.225734512184037,-0.234579185157611,0.872099716771615,0.827532741591985,-0.384306199017579,-0.899728873362309,-1.49394966982238,-0.374751560870242,-0.60994472612364,-0.285435338425708,-0.980757578744763,-0.320184342289379,-0.749868771676638,0.0860472910896194,-0.418752905297637,-0.408802420430102,1.47570459482631,-0.217845665442167,-0.238953528651477,-0.240213304184451,-0.565463164461681,0.518299653519327,-0.166666666666667,1.15843415618162,0.460531459524154,1.21675989708519,-0.166666666666667,1.79341975743941,2.79401198279531,-0.421476767496491,0.911235341888923,0.0467651532029783,0.0477318998217866,0.618363861544033,-1.01095154432084,-0.25942566151338,-1.10838531236128,-0.37354413230532,3.21286071165404,-0.706898290037841,-0.236942046373272,-0.871351806908637,0.757272039292441,-0.200278359257651,1.77147009775194,-0.0722213008893806,-0.0216540260718431,-0.499114916300421,-0.720965281306185,1.6573710705855,-0.969097957175075,-0.513168887223993,-0.465112119075461,1.04307228870558,1.82179392323172,-0.604317915142061,0.470010549370987,0.196314819446063,-0.418469962400996,0.518828711768652,-0.356157102211305,-1.02329263255673,3.79124119720202,-0.166666666666667,4.46378265639423,-0.759461542073933,-1.08066369836759,-0.23385516491427,-0.999697333344457,-0.00234016481333274,-0.588769245798617,0.865175601319674,-0.166666666666667,-0.381359294115571,-0.767342674750167,-0.264355646260752,-0.124419732308343,0.423835285829476,-0.281102889007174,-0.842248812036516,-0.451960775990341,0.616271813172734,-0.383493928266083,0.0100131362289191,-0.652281984656091,-0.166666666666667,0.0964441629138918,-0.219004829463181,-0.621262428988351,1.67491825933016,2.33182841169384,2.0272675611889,-0.0451773976906771,0.693973592504597,0.635230037978614,4.42215094765576,-0.426947588995239,-0.324090571221041,-0.166666666666667
