"","SAR_RS00290","SAR_RS00555","SAR_RS01365","SAR_RS01370","SAR_RS01605","SAR_RS01610","SAR_RS01615","SAR_RS01620","SAR_RS01625","SAR_RS01630","SAR_RS01720","SAR_RS01725","SAR_RS01730","SAR_RS01815","SAR_RS01900","SAR_RS01910","SAR_RS14840","SAR_RS01920","SAR_RS02005","SAR_RS02010","SAR_RS02015","SAR_RS02310","SAR_RS02595","SAR_RS02795","SAR_RS02870","SAR_RS02925","SAR_RS03050","SAR_RS03155","SAR_RS03380","SAR_RS04140","SAR_RS04145","SAR_RS04175","SAR_RS04390","SAR_RS04395","SAR_RS04595","SAR_RS04730","SAR_RS04750","SAR_RS04755","SAR_RS05070","SAR_RS05145","SAR_RS05395","SAR_RS05400","SAR_RS05405","SAR_RS05410","SAR_RS05505","SAR_RS05710","SAR_RS05880","SAR_RS06450","SAR_RS06470","SAR_RS06475","SAR_RS06885","SAR_RS06890","SAR_RS06920","SAR_RS06925","SAR_RS06955","SAR_RS15150","SAR_RS07030","SAR_RS07035","SAR_RS07130","SAR_RS07495","SAR_RS07610","SAR_RS07625","SAR_RS07950","SAR_RS08055","SAR_RS08060","SAR_RS08070","SAR_RS08120","SAR_RS08350","SAR_RS08705","SAR_RS09040","SAR_RS09045","SAR_RS09115","SAR_RS09165","SAR_RS09170","SAR_RS09565","SAR_RS09875","SAR_RS09880","SAR_RS10195","SAR_RS10525","SAR_RS11510","SAR_RS11530","SAR_RS11615","SAR_RS11795","SAR_RS11800","SAR_RS11805","SAR_RS11810","SAR_RS11815","SAR_RS11830","SAR_RS11835","SAR_RS11850","SAR_RS11855","SAR_RS12240","SAR_RS12385","SAR_RS12800","SAR_RS13275","SAR_RS13405","SAR_RS13410","SAR_RS13490","SAR_RS13660","SAR_RS13890","SAR_RS14170","SAR_RS14255","SAR_RS14560","SAR_RS14600"
"MRSA_Li_2 (GE) - TPM",-0.381371755748539,0.369098920352733,0.198494290812846,0.21451630005776,-1.24480727502482,-0.4674242233854,-0.177992697360637,0.237610344649966,-0.523029546351229,-0.79850294060311,0.168851438486574,-0.063159785928646,-0.00827264984168156,-0.102568892947677,0.458562679614663,0.587162951394978,0.351177907741947,-0.412694916333718,0.561753509766036,1.52175677584521,-0.420491001595957,0.117340838936179,-0.266101392531702,-0.0970386774455288,0.0857828044190371,-0.289732119877863,0.795995788494768,-0.166666666666667,-0.166749850000099,-0.761621625318218,-0.636344296196306,-0.549005935346122,0.371078392029828,-0.301668896021275,-0.859292284210535,-0.399895440231423,-0.31242235410441,0.319657635452168,-0.520924644626134,0.648113570445287,-0.578889851710644,-0.531737960755594,-1.34422955792732,0.807208489297923,-0.53721233905695,0.385579904683849,-1.08589452801904,-0.318667616126544,-0.421935154469951,-0.284377943823028,-0.0469312557652898,-0.275333980891077,-0.550206554085001,-0.426208270659399,-0.525493633899376,0.421648421186665,-0.366321208285384,-0.533445682650668,0.0292829558093632,0.476494293951935,-0.33172930591339,0.54831357923461,-0.247183764292025,-0.347605305878332,-1.04547317049104,-0.128058108174198,-0.0583859371062358,0.0458073475999346,-0.149466787206882,-0.302595556928941,-0.227013945820663,-0.80383677925223,-0.109163023845168,0.0374053700020233,-0.788603770967672,-0.048357011501519,-0.00644818105499809,0.866132783778293,-0.131444607156823,-0.328996417299863,0.87228202158526,-0.277690223038518,-0.283171306117521,-0.448085658055883,-0.131922614303977,-0.104714563435747,-0.118202390144042,0.116159705004104,0.203190229388402,0.222235970050718,0.399999186104018,0.188939463506258,0.128005957519293,-0.48940500438056,0.0326289248520564,-0.49642651567114,-0.58401731538394,-0.166666666666667,0.35205493189255,0.367727785681038,-0.819705446282462,-0.046047866803015,-0.185215324204541,0.507383318777845
"MRSA_Li_3 (GE) - TPM",-0.391402920530305,0.173440446261139,0.170802342988411,-0.407993145248941,-0.228810142681693,0.182150470617193,-0.596454665262713,-0.117165659008015,-0.21140350799535,-0.806937338560413,0.030904450936361,-0.200369225865052,-0.182699141407227,-0.272156234117734,0.790379249751251,0.774791994757637,-0.379831479436778,-0.24259217869111,1.00378451159107,1.10196927534552,-0.227616832486751,0.305085775142173,-0.106609639292998,-0.0556917929908956,0.652171646041971,0.443955182779884,0.575964240743282,-0.166666666666667,-0.257445610329401,-0.661737724710464,-0.587710272526833,-0.407007686423578,0.7089906440081,-0.220154703505107,-0.13166783226828,-0.128037758916526,0.157233919400488,0.20933758722948,-0.380972851378735,1.32054147832861,-0.446802753770813,-0.447875369938694,-0.921109056952961,-0.546650738523415,-0.261163438771246,0.0540286654832825,0.273479803446969,-0.216484159296415,-0.262111893786505,-0.319881286724787,-0.0416729968060088,-0.261013772606299,-0.508413497584125,-0.424754919014412,0.396935673500677,0.751561593843253,-0.403454335891622,-0.402472514188059,0.00279098706096505,0.760981217913578,-0.33172930591339,0.159307051642246,-0.247183764292025,-0.508050545024764,-0.831581039103654,-0.477128964890491,0.197221586752618,-0.0665380796723818,0.160152530025413,0.20981317965994,0.549521691641567,0.229505505396109,-0.0393893372021165,0.235255000147951,-0.697569019145537,0.119755251451895,-0.0206506446039123,1.25806402053336,-0.255530657586498,-0.328996417299863,0.31884383546275,-0.279637499633464,-0.480066340991832,-0.317532119652272,0.0593269945331973,-0.0658976489249827,-0.0148964906323241,-0.149848869963656,-0.0277897103272227,-0.0784930073449077,-0.23727308456578,0.0879560012748228,0.1132503078245,0.0643467085767902,0.130376975280279,-0.513389124934781,-0.418643052330112,-0.166666666666667,0.559835082753914,0.308844564491312,-0.84443510733799,0.163050033162968,-0.214221641625059,0.251942861687395
"MRSA_Mig_1 (GE) - TPM",-0.703423998650821,-0.70562327308914,-0.495802678267192,-0.741832069977106,0.576903454085126,1.62973013760292,0.293018257169648,0.319657962318271,0.705245046339057,0.254025882922313,-0.745071481127014,-0.786223761211376,-0.564979718899342,-0.375333301612964,-0.621646104296194,-0.0171083727089801,-0.0274969262330417,1.04836444373202,-1.31486816527103,-1.38597476836279,-0.933012475722882,-1.56151415561731,-0.355921848327637,-1.74778295359587,-1.31076546015241,-1.14109598812726,-0.895108695631389,-0.166666666666667,-0.787955420969522,1.57598099604688,0.853131139964996,-0.421293579893622,-0.532450091254771,-1.18395160777874,-0.715881821996105,0.717640129942231,-1.61132052994965,-0.743415669343128,-0.750293121705934,-1.06895681576734,-0.32367066974802,-0.494001784162937,0.825136549732887,-0.23458711918999,-0.750747200119227,-0.949714596780156,-0.503243906051303,-0.328144517329106,-0.544925327325531,-0.592372075694825,-0.158083018325327,-0.327961018240141,0.172978783709973,0.0210710713639026,-1.04545996382363,-0.855304034032932,-0.0843566600475235,-0.424255809355331,-0.790592007262368,-0.798516818772009,-0.33172930591339,-0.195873654071969,-0.247183764292025,-0.356612433168052,-0.558687055926233,-1.56780331557259,-0.466019085885002,-0.530044035349701,-0.314691186659522,0.451616339387461,-0.402515211559516,0.381745398321676,-0.613901638877188,-1.0893944227603,-0.443892953025755,-0.353066527262421,-0.393191147928708,-1.68800951552197,-0.342604601558685,-0.328996417299863,-0.370638085527496,-0.368990712655848,0.103040469206627,0.195823250227132,0.189352723329915,0.169168752282633,0.0191857635691632,-0.779890453224998,-0.653154837967233,-0.383752964490179,1.019022967005,-1.05117274760907,-0.623230306847056,-0.566958635630196,-0.543761158412504,-0.742798130799796,-0.61843216148185,-0.166666666666667,-0.964810046002419,-0.506415100073149,-0.573451890281597,-0.67932264781801,-0.531435554867998,-1.25882350688676
"MRSA_Mig_2 (GE) - TPM",-0.699238295464742,-0.765018867453821,-0.564582222864219,-0.595870029425606,0.508257125461066,1.32964520178437,-0.0916886755530003,-0.185428082289444,0.533083085413435,-0.244856174142413,-0.886001536364893,-0.916382263989661,-0.668230231293879,-0.345684615114057,-0.684049621879757,-0.0724831262400912,0.251636929937858,0.386056552612654,-1.40522870180349,-1.50918038591096,-1.0557733275183,-1.59156716315332,-0.815798361449519,-1.91348238627019,-1.35932403408277,-1.1771791650601,-1.10109023912464,-0.166666666666667,-0.934861119764198,1.68705644771181,0.998973954292505,-0.780796483843699,-0.810772297674219,-1.42507419680878,-1.02275011390306,0.614839374137451,-2.1345285074391,-1.41346683094585,-0.878599604529181,-1.71674890480738,-0.526756394356473,-0.614530750836857,1.01482390577453,-0.791957485774405,-1.09004293214573,-1.47579587791877,-1.09587116471276,-0.413236398454316,-0.744945385490353,-0.721634103866541,-0.349688359725596,-0.305514795508438,-0.397973537518425,-0.130276342988948,-1.24236538745357,-1.00679052526768,-0.133647979474876,-0.348633526148391,-1.07702316897563,-0.924174939706455,-0.33172930591339,-0.518363574331727,-0.247183764292025,-1.01839955021469,-0.62038208260779,-2.0205947221703,-0.946994340477193,-0.973495090160866,-0.774345519684324,0.15205497479398,-1.0286551018062,0.462815451535703,-0.855568843907887,-1.35414678663816,-1.09930271941366,-0.632497402283229,-1.06715335312427,-2.0014621680386,-0.359885559438801,-0.328996417299863,-0.315049603602452,-0.392078130901328,-0.104603238765293,-0.165497081025024,0.466047165732388,0.0346647858886903,-0.0439753688517704,-0.812933405050959,-0.811493229795284,-0.554436537335626,1.00383135441902,-1.18252444449571,-0.720922500052843,-0.459493651530727,-0.689478363051036,-0.768691493576512,-0.739744043690309,-0.166666666666667,-1.12581433181421,-0.806603091342717,-0.67137796881548,-0.774561758117486,-0.552188719434266,-1.35603475222473
"MRSA_Mig_3 (GE) - TPM",-0.697052111210022,-0.75748397772288,-0.546108376794271,-0.758157569833486,0.0386304567906163,1.11202789349385,-0.859349783808956,0.382170563958028,0.500393243269762,0.226806285084948,-0.908038966833338,-0.91900328699068,-0.732844424522352,-0.119237562187024,-0.669306911213995,-0.64592166994648,-0.462186835188569,0.412882695220047,-1.36680849486074,-1.43646034552924,-1.09166370058528,-1.74885771646513,-1.05902030300746,-1.79312620757113,-1.48308016891373,-1.24121039530069,-1.07703985820756,-0.166666666666667,-0.901667373458321,1.04694170631158,0.78945998068413,-1.1034908104239,-0.821817005552195,-1.55639671189929,-1.41825041346901,0.46504083107472,-2.20883606812385,-1.51990811383136,-0.892538519419202,-1.63729174953309,-0.516854238767856,-0.582384589477672,0.668738372494426,-0.380999447172306,-1.05795426865401,-1.46076340016756,-1.44550025387807,-0.543569490672714,-0.749695953581058,-0.778895543888427,-0.520490985350531,-0.305235952652457,-0.405025978852754,-0.26032966864485,-1.2340554683258,-1.20931766060617,-0.107822196739051,-0.343800220333827,-1.15957134598035,-0.923604326331359,-0.33172930591339,-0.504588376898485,-0.247183764292025,-0.821291095059031,-0.73210998957362,-2.09842092324004,-1.05283224238631,-0.853163151489531,-0.603732709036042,-0.877172545581236,-1.73071790967915,-0.324863355871012,-0.974783077508704,-1.2874027535879,-1.23706154157619,-0.761788363366221,-1.16353206393844,-1.98833144508255,-0.371150495228574,-0.328996417299863,-0.113666730695363,-0.410950833824548,0.601836305446307,0.0985591756407026,0.978432413006525,0.093890125845767,0.282285662083832,-0.831829835867339,-0.842367735254846,-0.499785750947111,0.888855694561672,-1.15836244415644,-0.727217619099113,-0.715765822425697,-0.715243243444532,-0.787355669597477,-0.757461534766118,-0.166666666666667,-1.37873735815157,-0.663273262698909,-0.429435019027212,-0.809758608330218,-0.56162142629285,-1.35268096761202
"MRSA_Nd_1 (GE) - TPM",-0.805546066741907,-0.613567676746876,-0.469166177423557,1.0406495665354,-0.4596484459713,0.0721061111396299,-0.0118467904142947,-0.862657702557286,-0.965174030939721,-0.989239945807627,-0.644532600827649,-0.720228294934238,-0.725785431416984,-0.18021240923656,-0.496284174841218,-0.598097758614361,-0.254038872041457,-0.230372840034,0.118727704675259,-0.0259719820403397,-0.173575137094788,-1.08988516814168,-0.893714819924604,-0.7176940059192,-1.48975193267704,-0.664772916207032,-0.694788271925605,-0.166666666666667,-0.837001208983163,1.35755322312407,0.0565781778714102,-0.922740082790546,-0.156422996964968,-0.966834072493411,-0.547505330424492,-1.11327449757152,-0.502562847100789,-0.675467073983817,0.58724066277403,1.61561034218277,-0.81877032772155,-0.783637701579079,-0.492618707099246,-0.947415319067229,-0.459654339867293,-0.783679403572878,-0.367903238003869,-0.286586298565732,-0.929396262023933,-0.743115409275178,-0.0586005435056877,-0.269411800405015,-0.291307478684589,-0.370707162076408,-0.18645492423171,-0.224681540173939,-0.148660407738562,-0.236176534099578,-0.842182398850538,-0.667156180939166,-0.33172930591339,-1.23848555640245,-0.247183764292025,0.135724504673188,0.658832097148834,1.24317745041557,-1.21490514308521,-0.921424136260981,-0.671063091141852,-1.23051212175519,-0.219151381581792,0.232776127874499,-1.00021398708148,-1.17444212532616,-0.640726689789489,-1.03263716398348,-0.955813652768071,-1.15518867185704,-0.232388424000582,-0.328996417299863,-0.875943869086665,-0.347953798770859,-0.742957241518203,-0.800180895005014,0.779371327721063,0.702614039299555,0.436739041611705,-0.483841988014937,-0.56857549161114,-0.0382114442072241,0.294675287543798,-1.11418308462546,-0.631048869134559,-0.633188594342146,-0.795331053266559,-0.718695375434357,-0.638660473180348,-0.166666666666667,-0.245957991939554,-0.713951142736709,-0.733616428500731,-0.89688464047149,-0.567189820214026,-1.10494301261165
"MRSA_Nd_2 (GE) - TPM",-0.874230065385756,-0.565526895847486,-0.488382754045182,0.669320619190033,-0.335455540638409,-0.42560771409979,-0.316685143180684,-0.955796096639998,-1.33036135165602,-0.940362527313625,-0.725782673804044,-0.727818270340613,-0.77741647135577,0.000664469895175814,-0.428214710404864,-0.647390394421422,-0.277372228301738,-0.363657267304344,-0.0124328700409921,-0.2877858401334,0.271356292387887,-1.20467374664925,-0.772542424771282,-0.456919271164707,-1.36668191669868,-0.784959992863753,-0.846958652402777,-0.166666666666667,-0.885133969191762,1.30432085984896,0.166493636376478,-0.914603625438055,-0.544828635431569,-1.08573321824026,-0.613057395622661,-1.25905815908197,-0.660680060612779,-0.727274760827679,0.455763610854282,1.7299051872632,-0.826551450831699,-0.777109048169498,-0.309789581287547,-0.677398968304115,-0.568524942444762,-0.990412674936054,-0.0961968999878223,-0.268483232854358,-0.960580997807416,-0.834194754475984,0.100386467484615,-0.297647766864463,-0.211640360311998,-0.458079954698513,-0.0954633051657396,-0.514980503563844,-0.201883490091205,-0.299602411367139,-0.852811291533874,-0.889377707703353,-0.33172930591339,-1.2895816404796,-0.247183764292025,0.194909763572249,0.498338689950371,0.295898375959507,-1.26923210659281,-0.972419936865103,-0.58935033840637,-0.910961127114998,-0.638094087639254,0.780702565107575,-1.03060233442159,-1.25189940647414,-0.625715775251735,-1.11277897648799,-1.01750490400134,-1.0779228810012,-0.283470069532331,-0.328996417299863,-0.689981156307157,-0.35094167043775,-0.875021546756326,-0.650349781208829,1.26607820120217,0.717824701064459,0.631157455861938,-0.521452715960197,-0.450662673096148,-0.180185861258643,0.320198067897355,-1.15506612769654,-0.653568231357193,-0.655186516692348,-0.846614582307344,-0.659286654513484,-0.631393050459861,-0.166666666666667,-0.0356075886782445,-0.838957154584634,-0.921571188382086,-0.92296552585555,-0.554862257078587,-1.19185183585503
"MRSA_Nd_3 (GE) - TPM",-0.736671699461173,-0.53075631951401,-0.544618445408844,0.426349600231661,0.83650919770068,-0.0154231127364997,-0.241616219091753,-0.3703915390338,-0.964454211293243,-1.07943018294737,-0.609514394145278,-0.729130399211401,-0.737640226053864,-0.144148147220117,-0.687906037515612,-0.572945822840683,0.309932095015057,-0.343465019113943,-0.137915288916255,-0.0826360243585558,0.197674695117583,-1.36515640494747,-0.712543913884949,-0.960918181516387,-1.46579483311707,-0.867002004893802,-0.66847432049634,-0.166666666666667,-0.814348506315392,1.14342674483184,0.125841033829554,-0.864957046386031,-0.200992709279917,-0.894861724694085,-0.135314658695043,-1.28758064327851,-0.689670767106846,-0.386458901394249,0.271072549076153,1.05280620871942,-0.742784912152928,-0.700890522324675,-0.0712165369047643,-1.09647672765686,-0.442123636682563,-0.835253119688811,0.637662277199377,-0.259929030734489,-0.830907456910442,-0.725043325704645,0.122004744507864,-0.238916947410083,-0.393577530562941,-0.379047639053224,-0.201789699198529,0.321750706913991,-0.203816315931897,-0.226158471295924,-0.649349195358441,-0.869638375414667,-0.33172930591339,-1.08042408033688,-0.247183764292025,0.319227786042578,0.439493295685876,0.073350574914855,-1.09868566451093,-0.689592070807666,-0.506979720334659,-0.958388133954707,-0.258788665468164,0.415926759730818,-0.957478958299909,-1.25862489584771,-0.636047017506876,-0.893233994044718,-0.784128790611227,-0.913134532803849,-0.269604120375355,-0.328996417299863,-0.692537611315991,-0.336585885292956,-0.802453332615103,-0.807099033108075,0.883381068281177,0.489575728044554,0.473953934105051,-0.346646944177051,-0.390200721081079,0.0873447323149755,0.13427104849024,-1.04620936766397,-0.52565388012119,-0.880890504104487,-0.836952689191519,-0.597196638783303,-0.704871821812873,-0.166666666666667,-0.214939096014146,-0.745449312536462,-0.824156347496318,-0.915679984918815,-0.571834091390994,-1.20950312407955
"MRSA_Ns_1 (GE) - TPM",-0.507454997976998,-0.626142299989495,-0.361778776074561,-0.452297377589275,-0.483746411808523,-0.56635684788293,-1.2895237441638,-1.04535651101025,-0.811980488751882,-0.454864781570671,-0.735394618832844,-0.661577602030038,-0.680293650113028,-0.296566579800432,-0.441284583888644,-0.657338214648126,-0.472576189453892,-0.627287838098872,-0.222564558679899,-0.326042754148746,-0.204521416064873,-0.417833949186842,-0.936768367297611,0.115903914003002,0.221648014296642,-1.03342923639186,-0.856465749271699,-0.166666666666667,-0.499144480133428,-0.931865783763127,-0.555629294751068,-0.677847364353301,-1.00078735599779,0.502782330740722,0.62235125654819,-0.447827748722788,-0.748334565101327,-0.453128342177567,-0.544235689590116,-0.280301347368289,-0.588349402029511,-0.617315739849255,-0.940858287843024,-0.777354086421242,-1.00002299422142,0.195044951623735,1.69281543344614,-0.313893300961333,-0.31856306999769,-0.111067664251719,0.0883124020541352,-0.294057522560477,-1.0246556733247,-0.980540635733724,-0.567539069223681,-0.610152578519182,-0.398471884610011,-0.636529700554581,-1.05049747210331,-1.05260260223263,-0.33172930591339,-0.492075933294381,-0.247183764292025,-1.55794481597205,-1.30530720359421,0.0122101332122636,-0.377604343643654,0.816280940477199,-0.186519781067428,-0.109150067475589,0.120912546164028,-1.47520245386405,-0.651494572714281,0.894973562127262,1.18091276549254,-1.35028975241563,-1.27207171480672,-0.00152649203781873,-0.302251645237451,-0.328996417299863,-1.02627531254513,0.0109086545917607,-1.09961867258714,-1.04634909836756,-1.13621338179392,-0.511988340096848,-0.44037082062312,-0.536215706609298,-0.77530294589889,0.510980286423806,0.927107528748424,-0.475299050859682,-0.627237774366809,-0.281826019160759,-0.497386044077546,-0.722581207902968,-0.694390228825176,-0.166666666666667,-0.335763621716357,-0.652857896359451,-0.400607248187945,-0.506128476821484,-0.392683759628269,0.122967504971655
"MRSA_Ns_2 (GE) - TPM",-0.50045256330777,-0.619466940085948,-0.472781675087348,-0.716866027184016,1.27631260827324,0.01911581507542,-0.935124688686129,-0.762935376092565,-1.07068737031993,-0.563004621914073,-0.850226143738048,-0.79644815427651,-0.759095539415947,-0.439010012920603,-0.284712765654946,-0.763690950646657,-1.17118292233525,-0.890938912984067,-0.294682883965599,-0.0993549021622332,-0.607625875168603,-0.809987402353881,-1.10588080859789,-0.303459963037369,-0.112534489792126,-1.1752937535972,-0.91779121487228,-0.166666666666667,-0.378101165695059,-0.891638789765154,-0.472635053399036,-0.864111682084553,-1.1948707406524,0.23152021159726,0.0479852314894192,-0.54732791607309,-0.909293212781682,-1.22497528455955,-1.0183325562798,-0.386829552911437,-0.764261201337782,-0.617036793861476,-1.03613254680442,-0.415493880696439,-1.25817340899294,0.191125433650378,0.73407930255409,-0.476392730575662,-0.320272850694219,-0.107551035773501,-0.414070270613936,-0.274799973054952,-1.07685882076108,-1.00238484579505,-0.821809024239594,-0.574155546978719,-0.393423842303236,-0.586823224144885,-1.18270263762037,-0.917314587395661,-0.33172930591339,-0.419353220468016,-0.247183764292025,-1.72532071373025,-1.55448930195154,-0.561268787293615,-0.713128103789439,0.807430603352937,-0.215438002397533,0.0888377990220645,-0.107233573462363,-0.478177719946876,-0.634018868397868,0.654885202075365,-0.0644912174909813,-1.28246019019753,-1.22014268219679,-0.113679847322333,-0.218047451694163,-0.328996417299863,-1.4851545843154,-0.254415938473934,-1.30879405615733,-1.03176853287334,-1.16904012123019,-0.729020626473261,-0.561996585358574,-0.550444221892185,-0.630096138532663,0.294941463417497,0.254933812786609,-0.273866278908582,-0.700607243370883,-0.586870967931202,-0.530341792385859,-0.67897348946078,-0.734678244579522,-0.166666666666667,-0.666650611306306,-0.825932446418132,0.0281133489445045,-0.570365558911638,-0.397106873788511,-0.104028837777005
"MRSA_Ns_3 (GE) - TPM",-0.359827990516661,-0.579509818584989,-0.42918157527867,-0.770153685900434,-0.300722000390648,-0.0969205526212095,0.830911695084087,-0.704504796965308,-1.04839123270161,-0.617790702915435,-0.843535667021034,-0.689690862988156,-0.664165171316088,-0.656785757829103,-0.397680668272171,-0.929700419922526,-0.336751928915911,-0.876447896637019,-0.382020059578702,-0.128424598142428,-0.395804469303616,-1.04903662341375,-0.988382842578357,-0.903379694522461,-0.814338653643656,-1.16588961018858,-1.03276564030099,-0.166666666666667,-0.523730982262926,-0.924144314846862,-0.554042953567468,-0.841749183227553,-1.35475335702145,0.143604872082821,-0.808575924755088,-1.0624378465176,-0.887080287452159,-1.14999681091755,-0.987997066424842,-0.216675159479624,-0.700396447733613,-0.607062582977888,-1.25793063873449,-0.753559664553523,-1.25848117567903,0.0926132116362471,0.515731371385519,-0.432257488919843,-0.423235920253448,-0.144395229500329,-0.231554378252524,-0.299893900418599,-1.07071736222657,-0.978582118067812,-0.784781757981262,-0.735881947119586,-0.396018865373098,-0.639825662891114,-1.25749757705596,-1.02802440377421,-0.33172930591339,-0.585403314502853,-0.247183764292025,-1.65688186322881,-1.62071025025502,-0.492235221752221,-0.699054363150211,0.37497263820653,-0.360532643079241,-0.441709272099094,-0.674217552503773,-0.872751886036906,-0.773021471417415,0.481661522183019,0.0267769207221486,-1.35460163911678,-1.34259871987366,-0.0379999225847324,-0.275689860603479,-0.328996417299863,-1.45936130872779,-0.23329664124447,-1.3786618745514,-1.05942134844925,-1.44967835811032,-0.790925236813981,-0.444905106080614,-0.556136127677983,-0.639763843160552,0.27894758781428,-0.126827220341915,-0.31371610579998,-0.687235094416653,-0.847821031364325,-0.604922600873906,-0.732282022074984,-0.66516896776054,-0.166666666666667,-0.742841308853026,-0.799160651088018,-0.358909855316254,-0.457921633682328,-0.460229173621772,-0.0773601490851422
"MRSA_Oss_1 (GE) - TPM",-0.155589535243082,-0.597764841848368,-0.438385995044849,-1.00392646894118,0.110606048537584,-0.926384804813544,0.376631231329631,-0.26889461255866,-0.233623695293303,1.15234627470865,0.0522590385114128,0.135423089218108,0.305671892594384,-0.610770431632888,-0.693630351188662,-0.957809912259252,-1.2535870417121,-1.07094218999537,0.184373174421613,0.175096055382145,-0.130683217643745,0.469478888485543,0.0660074717509826,-0.296882669739964,0.777577429682795,-0.385003209705992,-0.0495932856147263,-0.166666666666667,-0.501634812933234,-0.725675873721894,-0.298013323614799,-0.331616958613042,-0.924715477022716,0.102355193332135,-0.559318186418943,0.495619194821784,0.539761600797889,0.141749874696964,-0.226235572325151,-1.03242292779171,-0.230010431226948,0.00879945561532165,-0.42948002985868,0.831401050494203,-0.51079856312741,-0.250491096309349,0.073375861016055,-0.328357048392618,-0.370945630455618,-0.532077373590413,-0.408854679561596,-0.315350282149351,-0.608288317715994,-0.490433340257068,0.3292556636595,0.137435293979079,-0.341763056646075,-0.415634389378212,-0.51517927666723,0.159847815517646,-0.33172930591339,-0.0834381055443342,1.07137757393457,-0.326921950282785,0.312062813801985,1.1240048022101,0.418412677179603,-0.0558398544305684,-0.303521557914397,-0.0169256411973308,0.6906701553664,-1.01638972574908,0.0670648261153152,0.453328542776686,-0.541616575011907,0.233515852405261,0.39799082649753,0.526110409075959,-0.393944993485326,0.547564176510715,-0.871291183844676,-0.249922888784686,-0.368033885127009,-0.613988419072229,-0.624011133541179,-0.659367548190072,-0.764744170285554,-0.669576539708029,-0.636658420441879,0.0356791003380191,-0.143694082362747,0.854886308608,-0.516656146087401,-0.0653491766029994,0.618141570339889,-0.683596061712437,-0.69639110965277,-0.166666666666667,0.0444988401575704,1.44651141067844,-0.59508863915907,0.014613068412676,-0.33085695316871,0.186561906564728
"MRSA_Oss_2 (GE) - TPM",0.0470216702043889,-0.502039253737982,-0.324183485231185,-0.563952911676482,1.44082729167277,1.17489679797113,-0.115112055640865,-0.162115408514492,0.44316594820446,1.69711503899127,0.273490597543262,1.07207320785555,0.636436993569762,-0.510974238587806,-0.744351341407677,-0.104983746782577,-0.41443149347874,-0.959268137443433,0.0680963413238223,0.883087969149747,0.442231926097814,0.304730456015768,-0.216932543170075,0.0424260466669606,0.716777902651818,-0.107363330899071,-0.0461073156445754,-0.166666666666667,-0.642582018865953,-0.716779996512293,-0.402976928621967,-0.461448811744823,-0.987923643654062,0.226898504265172,-1.12699742990649,1.3742563693902,0.536189124191457,0.732759379172191,-0.397785874909818,0.00592303894649828,0.283034947134384,0.209114504518379,-0.159288502965359,1.5922325127226,-0.111467144742396,-0.26713278896118,-0.563224945034183,-0.374251395067102,-0.273220539062325,-0.200605766648212,-0.454367147086296,-0.300932822121092,-0.421600189689708,-0.540251457693104,0.514543011533792,1.75468242715278,-0.367848965552861,-0.352828916345884,-0.720216997581242,0.203003959536321,-0.33172930591339,-0.137072934765468,-0.247183764292025,-0.484075928110583,0.308556178656636,0.613968393640479,-0.000255903046724052,0.788668722388532,-0.316872016287296,1.62371176762263,0.546723969862979,-0.96256713077704,0.128533684937197,0.0533952524738415,-1.09771870155707,0.533796390751783,0.518384048569415,0.190459098553411,-0.176021944895559,-0.328996417299863,-0.944284894335883,-0.191968669815513,-0.753759301763906,-0.825735993759967,-0.57918418904024,-0.863452744953438,-0.750407956235448,-0.757480602475024,-0.739514206195307,0.282915322461867,0.0327953866200265,1.05373162217433,-0.671582091243213,0.754693107508962,0.337365830653116,-0.365798267715289,-0.639710386474355,-0.166666666666667,-0.0302489983627045,1.2048107903485,-0.694897466112126,0.180964385494144,-0.255439944859546,0.557671335149189
